year,month,state,fips,dead
2003,08,Maryland,24,3456
2003,08,Massachusetts,25,4327
2003,08,Michigan,26,6831
2003,08,Minnesota,27,2897
2003,08,Mississippi,28,2318
2003,08,Missouri,29,4351
2003,08,Montana,30,673
2003,08,Nebraska,31,1200
2003,08,Nevada,32,1434
2003,08,New Hampshire,33,749
2003,08,New Jersey,34,5771
2003,08,New Mexico,35,1203
2003,08,New York,36,12341
2003,08,North Carolina,37,5753
2003,08,North Dakota,38,518
2003,08,Ohio,39,8530
2003,08,Oklahoma,40,2772
2003,08,Oregon,41,2460
2003,08,Pennsylvania,42,10156
2003,08,Rhode Island,44,787
2003,08,South Carolina,45,3004
2003,08,South Dakota,46,581
2003,08,Tennessee,47,4477
2003,08,Texas,48,12318
2003,08,Utah,49,1059
2003,08,Vermont,50,412
2003,08,Virginia,51,4491
2003,08,Washington,53,3535
2003,08,West Virginia,54,1719
2003,08,Wisconsin,55,3558
2003,08,Wyoming,56,348
2003,09,Alabama,01,3580
2003,09,Alaska,02,267
2003,09,Arizona,04,3393
2003,09,Arkansas,05,2168
2003,09,California,06,18289
2003,09,Colorado,08,2362
2003,09,Connecticut,09,2168
2003,09,Delaware,10,583
2003,09,District of Columbia,11,450
2003,09,Florida,12,13002
2003,09,Georgia,13,5014
2003,09,Hawaii,15,718
2003,09,Idaho,16,860
2003,09,Illinois,17,8244
2003,09,Indiana,18,4376
2003,09,Iowa,19,2152
2003,09,Kansas,20,1875
2003,09,Kentucky,21,3072
2003,09,Louisiana,22,3306
2003,09,Maine,23,962
2003,09,Maryland,24,3426
2003,09,Massachusetts,25,4303
2003,09,Michigan,26,6766
2003,09,Minnesota,27,3025
2003,09,Mississippi,28,2106
2003,09,Missouri,29,4196
2003,09,Montana,30,639
2003,09,Nebraska,31,1211
2003,09,Nevada,32,1401
2003,09,New Hampshire,33,780
2003,09,New Jersey,34,5651
2003,09,New Mexico,35,1137
2003,09,New York,36,12043
2003,09,North Carolina,37,5728
2003,09,North Dakota,38,458
2003,09,Ohio,39,8362
2003,09,Oklahoma,40,2751
2003,09,Oregon,41,2395
2003,09,Pennsylvania,42,9851
2003,09,Rhode Island,44,777
2003,09,South Carolina,45,2994
2003,09,South Dakota,46,515
2003,09,Tennessee,47,4310
2003,09,Texas,48,11963
2003,09,Utah,49,1040
2003,09,Vermont,50,403
2003,09,Virginia,51,4586
2003,09,Washington,53,3439
2003,09,West Virginia,54,1588
2003,09,Wisconsin,55,3482
2003,09,Wyoming,56,336
2003,10,Alabama,01,3709
2003,10,Alaska,02,246
2003,10,Arizona,04,3480
2003,10,Arkansas,05,2334
2003,10,California,06,18997
2003,10,Colorado,08,2484
2003,10,Connecticut,09,2486
2003,10,Delaware,10,612
2003,10,District of Columbia,11,470
2003,10,Florida,12,13774
2003,10,Georgia,13,5404
2003,10,Hawaii,15,751
2003,10,Idaho,16,887
2003,10,Illinois,17,8859
2003,10,Indiana,18,4649
2003,10,Iowa,19,2394
2003,10,Kansas,20,2045
2003,10,Kentucky,21,3442
2003,10,Louisiana,22,3533
2003,10,Maine,23,1058
2003,10,Maryland,24,3672
2003,10,Massachusetts,25,4655
2003,10,Michigan,26,7351
2003,10,Minnesota,27,3221
2003,10,Mississippi,28,2398
2003,10,Missouri,29,4524
2003,10,Montana,30,668
2003,10,Nebraska,31,1286
2003,10,Nevada,32,1398
2003,10,New Hampshire,33,864
2003,10,New Jersey,34,6041
2003,10,New Mexico,35,1173
2003,10,New York,36,13070
2003,10,North Carolina,37,6051
2003,10,North Dakota,38,514
2003,10,Ohio,39,9387
2003,10,Oklahoma,40,2990
2003,10,Oregon,41,2493
2003,10,Pennsylvania,42,11013
2003,10,Rhode Island,44,834
2003,10,South Carolina,45,3137
2003,10,South Dakota,46,599
2003,10,Tennessee,47,4826
2003,10,Texas,48,12761
2003,10,Utah,49,1087
2003,10,Vermont,50,406
2003,10,Virginia,51,4847
2003,10,Washington,53,3860
2003,10,West Virginia,54,1792
2003,10,Wisconsin,55,3905
2003,10,Wyoming,56,357
2003,11,Alabama,01,3783
2003,11,Alaska,02,250
2003,11,Arizona,04,3497
2003,11,Arkansas,05,2356
2003,11,California,06,19838
2003,11,Colorado,08,2451
2003,11,Connecticut,09,2403
2003,11,Delaware,10,553
2003,11,District of Columbia,11,420
2003,11,Florida,12,13449
2003,11,Georgia,13,5409
2003,11,Hawaii,15,750
2003,11,Idaho,16,924
2003,11,Illinois,17,8549
2003,11,Indiana,18,4485
2003,11,Iowa,19,2256
2003,11,Kansas,20,2100
2003,11,Kentucky,21,3289
2003,11,Louisiana,22,3634
2003,11,Maine,23,992
2003,11,Maryland,24,3627
2003,11,Massachusetts,25,4495
2003,11,Michigan,26,7080
2003,11,Minnesota,27,3150
2003,11,Mississippi,28,2370
2003,11,Missouri,29,4519
2003,11,Montana,30,792
2003,11,Nebraska,31,1313
2003,11,Nevada,32,1594
2003,11,New Hampshire,33,809
2003,11,New Jersey,34,5960
2003,11,New Mexico,35,1275
2003,11,New York,36,12648
2003,11,North Carolina,37,5925
2003,11,North Dakota,38,525
2003,11,Ohio,39,8743
2003,11,Oklahoma,40,3053
2003,11,Oregon,41,2632
2003,11,Pennsylvania,42,10412
2003,11,Rhode Island,44,790
2003,11,South Carolina,45,3038
2003,11,South Dakota,46,596
2003,11,Tennessee,47,4816
2003,11,Texas,48,13159
2003,11,Utah,49,1163
2003,11,Vermont,50,417
2003,11,Virginia,51,4724
2003,11,Washington,53,4035
2003,11,West Virginia,54,1790
2003,11,Wisconsin,55,3885
2003,11,Wyoming,56,355
2003,12,Alabama,01,4899
2003,12,Alaska,02,283
2003,12,Arizona,04,4316
2003,12,Arkansas,05,2892
2003,12,California,06,24028
2003,12,Colorado,08,2822
2003,12,Connecticut,09,3005
2003,12,Delaware,10,609
2003,12,District of Columbia,11,544
2003,12,Florida,12,15915
2003,12,Georgia,13,6730
2003,12,Hawaii,15,816
2003,12,Idaho,16,957
2003,12,Illinois,17,10077
2003,12,Indiana,18,5813
2003,12,Iowa,19,2859
2003,12,Kansas,20,2547
2003,12,Kentucky,21,4048
2003,12,Louisiana,22,4001
2003,12,Maine,23,1194
2003,12,Maryland,24,4408
2003,12,Massachusetts,25,5538
2003,12,Michigan,26,8115
2003,12,Minnesota,27,3440
2003,12,Mississippi,28,2874
2003,12,Missouri,29,5810
2003,12,Montana,30,800
2003,12,Nebraska,31,1568
2003,12,Nevada,32,1707
2003,12,New Hampshire,33,925
2003,12,New Jersey,34,7032
2003,12,New Mexico,35,1481
2003,12,New York,36,14864
2003,12,North Carolina,37,7633
2003,12,North Dakota,38,544
2003,12,Ohio,39,11144
2003,12,Oklahoma,40,3698
2003,12,Oregon,41,2972
2003,12,Pennsylvania,42,12790
2003,12,Rhode Island,44,989
2003,12,South Carolina,45,3753
2003,12,South Dakota,46,741
2003,12,Tennessee,47,5913
2003,12,Texas,48,14818
2003,12,Utah,49,1364
2003,12,Vermont,50,514
2003,12,Virginia,51,6095
2003,12,Washington,53,4570
2003,12,West Virginia,54,2267
2003,12,Wisconsin,55,4353
2003,12,Wyoming,56,423
2004,01,Alabama,01,4504
2004,01,Alaska,02,247
2004,01,Arizona,04,3974
2004,01,Arkansas,05,2693
2004,01,California,06,23207
2004,01,Colorado,08,2672
2004,01,Connecticut,09,3017
2004,01,Delaware,10,747
2004,01,District of Columbia,11,526
2004,01,Florida,12,16630
2004,01,Georgia,13,6676
2004,01,Hawaii,15,862
2004,01,Idaho,16,880
2004,01,Illinois,17,10349
2004,01,Indiana,18,5334
2004,01,Iowa,19,2837
2004,01,Kansas,20,2344
2004,01,Kentucky,21,4046
2004,01,Louisiana,22,3791
2004,01,Maine,23,1322
2004,01,Maryland,24,4332
2004,01,Massachusetts,25,5813
2004,01,Michigan,26,8597
2004,01,Minnesota,27,3670
2004,01,Mississippi,28,2656
2004,01,Missouri,29,5378
2004,01,Montana,30,733
2004,01,Nebraska,31,1435
2004,01,Nevada,32,1612
2004,01,New Hampshire,33,1062
2004,01,New Jersey,34,7509
2004,01,New Mexico,35,1330
2004,01,New York,36,15426
2004,01,North Carolina,37,7171
2004,01,North Dakota,38,513
2004,01,Ohio,39,10855
2004,01,Oklahoma,40,3118
2004,01,Oregon,41,2844
2004,01,Pennsylvania,42,13463
2004,01,Rhode Island,44,1038
2004,01,South Carolina,45,3675
2004,01,South Dakota,46,695
2004,01,Tennessee,47,5405
2004,01,Texas,48,14229
2004,01,Utah,49,1224
2004,01,Vermont,50,512
2004,01,Virginia,51,5635
2004,01,Washington,53,4093
2004,01,West Virginia,54,2013
2004,01,Wisconsin,55,4733
2004,01,Wyoming,56,333
2004,02,Alabama,01,3949
2004,02,Alaska,02,237
2004,02,Arizona,04,3714
2004,02,Arkansas,05,2469
2004,02,California,06,20444
2004,02,Colorado,08,2406
2004,02,Connecticut,09,2462
2004,02,Delaware,10,595
2004,02,District of Columbia,11,505
2004,02,Florida,12,14056
2004,02,Georgia,13,5662
2004,02,Hawaii,15,759
2004,02,Idaho,16,849
2004,02,Illinois,17,8601
2004,02,Indiana,18,4531
2004,02,Iowa,19,2312
2004,02,Kansas,20,2075
2004,02,Kentucky,21,3402
2004,02,Louisiana,22,3614
2004,02,Maine,23,1017
2004,02,Maryland,24,3664
2004,02,Massachusetts,25,4619
2004,02,Michigan,26,7136
2004,02,Minnesota,27,3224
2004,02,Mississippi,28,2387
2004,02,Missouri,29,4527
2004,02,Montana,30,709
2004,02,Nebraska,31,1319
2004,02,Nevada,32,1463
2004,02,New Hampshire,33,829
2004,02,New Jersey,34,6137
2004,02,New Mexico,35,1228
2004,02,New York,36,12764
2004,02,North Carolina,37,6004
2004,02,North Dakota,38,485
2004,02,Ohio,39,9135
2004,02,Oklahoma,40,2975
2004,02,Oregon,41,2487
2004,02,Pennsylvania,42,10916
2004,02,Rhode Island,44,848
2004,02,South Carolina,45,3192
2004,02,South Dakota,46,563
2004,02,Tennessee,47,4740
2004,02,Texas,48,13258
2004,02,Utah,49,1080
2004,02,Vermont,50,418
2004,02,Virginia,51,4710
2004,02,Washington,53,3737
2004,02,West Virginia,54,1772
2004,02,Wisconsin,55,3857
2004,02,Wyoming,56,340
2004,03,Alabama,01,4069
2004,03,Alaska,02,238
2004,03,Arizona,04,3868
2004,03,Arkansas,05,2460
2004,03,California,06,20606
2004,03,Colorado,08,2538
2004,03,Connecticut,09,2598
2004,03,Delaware,10,674
2004,03,District of Columbia,11,482
2004,03,Florida,12,14708
2004,03,Georgia,13,5745
2004,03,Hawaii,15,795
2004,03,Idaho,16,853
2004,03,Illinois,17,8853
2004,03,Indiana,18,4828
2004,03,Iowa,19,2220
2004,03,Kansas,20,2091
2004,03,Kentucky,21,3438
2004,03,Louisiana,22,3676
2004,03,Maine,23,1093
2004,03,Maryland,24,3776
2004,03,Massachusetts,25,4765
2004,03,Michigan,26,7499
2004,03,Minnesota,27,3132
2004,03,Mississippi,28,2394
2004,03,Missouri,29,4644
2004,03,Montana,30,674
2004,03,Nebraska,31,1255
2004,03,Nevada,32,1598
2004,03,New Hampshire,33,882
2004,03,New Jersey,34,6287
2004,03,New Mexico,35,1243
2004,03,New York,36,13054
2004,03,North Carolina,37,6345
2004,03,North Dakota,38,470
2004,03,Ohio,39,9406
2004,03,Oklahoma,40,3127
2004,03,Oregon,41,2642
2004,03,Pennsylvania,42,11224
2004,03,Rhode Island,44,865
2004,03,South Carolina,45,3153
2004,03,South Dakota,46,542
2004,03,Tennessee,47,4985
2004,03,Texas,48,13461
2004,03,Utah,49,1165
2004,03,Vermont,50,417
2004,03,Virginia,51,5004
2004,03,Washington,53,3982
2004,03,West Virginia,54,1857
2004,03,Wisconsin,55,3981
2004,03,Wyoming,56,333
2004,04,Alabama,01,3756
2004,04,Alaska,02,233
2004,04,Arizona,04,3491
2004,04,Arkansas,05,2268
2004,04,California,06,19037
2004,04,Colorado,08,2283
2004,04,Connecticut,09,2386
2004,04,Delaware,10,551
2004,04,District of Columbia,11,468
2004,04,Florida,12,13977
2004,04,Georgia,13,5448
2004,04,Hawaii,15,722
2004,04,Idaho,16,824
2004,04,Illinois,17,8463
2004,04,Indiana,18,4446
2004,04,Iowa,19,2127
2004,04,Kansas,20,1951
2004,04,Kentucky,21,3204
2004,04,Louisiana,22,3554
2004,04,Maine,23,1009
2004,04,Maryland,24,3528
2004,04,Massachusetts,25,4543
2004,04,Michigan,26,6758
2004,04,Minnesota,27,3045
2004,04,Mississippi,28,2210
2004,04,Missouri,29,4521
2004,04,Montana,30,680
2004,04,Nebraska,31,1132
2004,04,Nevada,32,1449
2004,04,New Hampshire,33,860
2004,04,New Jersey,34,5987
2004,04,New Mexico,35,1178
2004,04,New York,36,12689
2004,04,North Carolina,37,5868
2004,04,North Dakota,38,468
2004,04,Ohio,39,8715
2004,04,Oklahoma,40,2779
2004,04,Oregon,41,2492
2004,04,Pennsylvania,42,10610
2004,04,Rhode Island,44,767
2004,04,South Carolina,45,3011
2004,04,South Dakota,46,530
2004,04,Tennessee,47,4474
2004,04,Texas,48,12218
2004,04,Utah,49,1130
2004,04,Vermont,50,401
2004,04,Virginia,51,4559
2004,04,Washington,53,3652
2004,04,West Virginia,54,1769
2004,04,Wisconsin,55,3788
2004,04,Wyoming,56,353
2004,05,Alabama,01,3812
2004,05,Alaska,02,262
2004,05,Arizona,04,3671
2004,05,Arkansas,05,2203
2004,05,California,06,19063
2004,05,Colorado,08,2288
2004,05,Connecticut,09,2297
2004,05,Delaware,10,575
2004,05,District of Columbia,11,399
2004,05,Florida,12,13765
2004,05,Georgia,13,5484
2004,05,Hawaii,15,765
2004,05,Idaho,16,882
2004,05,Illinois,17,8173
2004,05,Indiana,18,4353
2004,05,Iowa,19,2129
2004,05,Kansas,20,1900
2004,05,Kentucky,21,3119
2004,05,Louisiana,22,3402
2004,05,Maine,23,1047
2004,05,Maryland,24,3474
2004,05,Massachusetts,25,4240
2004,05,Michigan,26,6841
2004,05,Minnesota,27,3126
2004,05,Mississippi,28,2257
2004,05,Missouri,29,4459
2004,05,Montana,30,656
2004,05,Nebraska,31,1207
2004,05,Nevada,32,1451
2004,05,New Hampshire,33,767
2004,05,New Jersey,34,5615
2004,05,New Mexico,35,1240
2004,05,New York,36,12250
2004,05,North Carolina,37,5876
2004,05,North Dakota,38,452
2004,05,Ohio,39,8595
2004,05,Oklahoma,40,2827
2004,05,Oregon,41,2504
2004,05,Pennsylvania,42,10152
2004,05,Rhode Island,44,810
2004,05,South Carolina,45,3000
2004,05,South Dakota,46,559
2004,05,Tennessee,47,4507
2004,05,Texas,48,12627
2004,05,Utah,49,1159
2004,05,Vermont,50,420
2004,05,Virginia,51,4468
2004,05,Washington,53,3686
2004,05,West Virginia,54,1600
2004,05,Wisconsin,55,3733
2004,05,Wyoming,56,329
2004,06,Alabama,01,3521
2004,06,Alaska,02,256
2004,06,Arizona,04,3367
2004,06,Arkansas,05,2141
2004,06,California,06,18007
2004,06,Colorado,08,2213
2004,06,Connecticut,09,2269
2004,06,Delaware,10,504
2004,06,District of Columbia,11,410
2004,06,Florida,12,13452
2004,06,Georgia,13,5000
2004,06,Hawaii,15,724
2004,06,Idaho,16,785
2004,06,Illinois,17,7993
2004,06,Indiana,18,4261
2004,06,Iowa,19,2048
2004,06,Kansas,20,1836
2004,06,Kentucky,21,3060
2004,06,Louisiana,22,3383
2004,06,Maine,23,1002
2004,06,Maryland,24,3290
2004,06,Massachusetts,25,4095
2004,06,Michigan,26,6693
2004,06,Minnesota,27,2802
2004,06,Mississippi,28,2186
2004,06,Missouri,29,4081
2004,06,Montana,30,654
2004,06,Nebraska,31,1164
2004,06,Nevada,32,1482
2004,06,New Hampshire,33,767
2004,06,New Jersey,34,5526
2004,06,New Mexico,35,1090
2004,06,New York,36,11837
2004,06,North Carolina,37,5542
2004,06,North Dakota,38,467
2004,06,Ohio,39,8263
2004,06,Oklahoma,40,2657
2004,06,Oregon,41,2432
2004,06,Pennsylvania,42,9668
2004,06,Rhode Island,44,735
2004,06,South Carolina,45,2854
2004,06,South Dakota,46,543
2004,06,Tennessee,47,4271
2004,06,Texas,48,12030
2004,06,Utah,49,1040
2004,06,Vermont,50,404
2004,06,Virginia,51,4419
2004,06,Washington,53,3556
2004,06,West Virginia,54,1590
2004,06,Wisconsin,55,3586
2004,06,Wyoming,56,317
2004,07,Alabama,01,3664
2004,07,Alaska,02,262
2004,07,Arizona,04,3506
2004,07,Arkansas,05,2230
2004,07,California,06,18447
2004,07,Colorado,08,2279
2004,07,Connecticut,09,2303
2004,07,Delaware,10,541
2004,07,District of Columbia,11,451
2004,07,Florida,12,13435
2004,07,Georgia,13,5190
2004,07,Hawaii,15,722
2004,07,Idaho,16,802
2004,07,Illinois,17,8203
2004,07,Indiana,18,4243
2004,07,Iowa,19,2109
2004,07,Kansas,20,1894
2004,07,Kentucky,21,2994
2004,07,Louisiana,22,3480
2004,07,Maine,23,975
2004,07,Maryland,24,3544
2004,07,Massachusetts,25,4275
2004,07,Michigan,26,6712
2004,07,Minnesota,27,2874
2004,07,Mississippi,28,2350
2004,07,Missouri,29,4216
2004,07,Montana,30,649
2004,07,Nebraska,31,1093
2004,07,Nevada,32,1458
2004,07,New Hampshire,33,802
2004,07,New Jersey,34,5449
2004,07,New Mexico,35,1112
2004,07,New York,36,11979
2004,07,North Carolina,37,5773
2004,07,North Dakota,38,429
2004,07,Ohio,39,8349
2004,07,Oklahoma,40,2863
2004,07,Oregon,41,2506
2004,07,Pennsylvania,42,10068
2004,07,Rhode Island,44,782
2004,07,South Carolina,45,2940
2004,07,South Dakota,46,558
2004,07,Tennessee,47,4519
2004,07,Texas,48,12535
2004,07,Utah,49,1051
2004,07,Vermont,50,365
2004,07,Virginia,51,4522
2004,07,Washington,53,3675
2004,07,West Virginia,54,1675
2004,07,Wisconsin,55,3557
2004,07,Wyoming,56,322
2004,08,Alabama,01,3691
2004,08,Alaska,02,243
2004,08,Arizona,04,3496
2004,08,Arkansas,05,2191
2004,08,California,06,18432
2004,08,Colorado,08,2202
2004,08,Connecticut,09,2198
2004,08,Delaware,10,567
2004,08,District of Columbia,11,458
2004,08,Florida,12,13464
2004,08,Georgia,13,5245
2004,08,Hawaii,15,748
2004,08,Idaho,16,788
2004,08,Illinois,17,8164
2004,08,Indiana,18,4313
2004,08,Iowa,19,2123
2004,08,Kansas,20,1907
2004,08,Kentucky,21,3083
2004,08,Louisiana,22,3432
2004,08,Maine,23,968
2004,08,Maryland,24,3423
2004,08,Massachusetts,25,4191
2004,08,Michigan,26,6703
2004,08,Minnesota,27,2889
2004,08,Mississippi,28,2204
2004,08,Missouri,29,4251
2004,08,Montana,30,698
2004,08,Nebraska,31,1238
2004,08,Nevada,32,1506
2004,08,New Hampshire,33,791
2004,08,New Jersey,34,5541
2004,08,New Mexico,35,1074
2004,08,New York,36,11715
2004,08,North Carolina,37,5702
2004,08,North Dakota,38,446
2004,08,Ohio,39,8136
2004,08,Oklahoma,40,2762
2004,08,Oregon,41,2451
2004,08,Pennsylvania,42,9870
2004,08,Rhode Island,44,732
2004,08,South Carolina,45,3015
2004,08,South Dakota,46,553
2004,08,Tennessee,47,4427
2004,08,Texas,48,12298
2004,08,Utah,49,1062
2004,08,Vermont,50,392
2004,08,Virginia,51,4554
2004,08,Washington,53,3528
2004,08,West Virginia,54,1635
2004,08,Wisconsin,55,3564
2004,08,Wyoming,56,322
2004,09,Alabama,01,3632
2004,09,Alaska,02,270
2004,09,Arizona,04,3309
2004,09,Arkansas,05,2060
2004,09,California,06,17689
2004,09,Colorado,08,2228
2004,09,Connecticut,09,2280
2004,09,Delaware,10,550
2004,09,District of Columbia,11,392
2004,09,Florida,12,13504
2004,09,Georgia,13,4969
2004,09,Hawaii,15,704
2004,09,Idaho,16,816
2004,09,Illinois,17,7769
2004,09,Indiana,18,4133
2004,09,Iowa,19,2106
2004,09,Kansas,20,1815
2004,09,Kentucky,21,3042
2004,09,Louisiana,22,3370
2004,09,Maine,23,928
2004,09,Maryland,24,3310
2004,09,Massachusetts,25,4147
2004,09,Michigan,26,6534
2004,09,Minnesota,27,2857
2004,09,Mississippi,28,2244
2004,09,Missouri,29,4216
2004,09,Montana,30,631
2004,09,Nebraska,31,1103
2004,09,Nevada,32,1366
2004,09,New Hampshire,33,758
2004,09,New Jersey,34,5400
2004,09,New Mexico,35,1120
2004,09,New York,36,11538
2004,09,North Carolina,37,5671
2004,09,North Dakota,38,435
2004,09,Ohio,39,8021
2004,09,Oklahoma,40,2780
2004,09,Oregon,41,2373
2004,09,Pennsylvania,42,9621
2004,09,Rhode Island,44,684
2004,09,South Carolina,45,2890
2004,09,South Dakota,46,520
2004,09,Tennessee,47,4334
2004,09,Texas,48,11845
2004,09,Utah,49,1039
2004,09,Vermont,50,368
2004,09,Virginia,51,4319
2004,09,Washington,53,3508
2004,09,West Virginia,54,1534
2004,09,Wisconsin,55,3369
2004,09,Wyoming,56,316
2004,10,Alabama,01,3674
2004,10,Alaska,02,250
2004,10,Arizona,04,3512
2004,10,Arkansas,05,2231
2004,10,California,06,18671
2004,10,Colorado,08,2401
2004,10,Connecticut,09,2418
2004,10,Delaware,10,639
2004,10,District of Columbia,11,453
2004,10,Florida,12,13898
2004,10,Georgia,13,5254
2004,10,Hawaii,15,736
2004,10,Idaho,16,808
2004,10,Illinois,17,8619
2004,10,Indiana,18,4595
2004,10,Iowa,19,2300
2004,10,Kansas,20,1950
2004,10,Kentucky,21,3094
2004,10,Louisiana,22,3470
2004,10,Maine,23,1063
2004,10,Maryland,24,3593
2004,10,Massachusetts,25,4551
2004,10,Michigan,26,7133
2004,10,Minnesota,27,3126
2004,10,Mississippi,28,2237
2004,10,Missouri,29,4505
2004,10,Montana,30,674
2004,10,Nebraska,31,1258
2004,10,Nevada,32,1476
2004,10,New Hampshire,33,866
2004,10,New Jersey,34,5905
2004,10,New Mexico,35,1221
2004,10,New York,36,13054
2004,10,North Carolina,37,6014
2004,10,North Dakota,38,471
2004,10,Ohio,39,8846
2004,10,Oklahoma,40,2727
2004,10,Oregon,41,2509
2004,10,Pennsylvania,42,10530
2004,10,Rhode Island,44,811
2004,10,South Carolina,45,3027
2004,10,South Dakota,46,590
2004,10,Tennessee,47,4584
2004,10,Texas,48,12501
2004,10,Utah,49,1160
2004,10,Vermont,50,454
2004,10,Virginia,51,4682
2004,10,Washington,53,3721
2004,10,West Virginia,54,1803
2004,10,Wisconsin,55,3800
2004,10,Wyoming,56,348
2004,11,Alabama,01,3697
2004,11,Alaska,02,273
2004,11,Arizona,04,3395
2004,11,Arkansas,05,2113
2004,11,California,06,18533
2004,11,Colorado,08,2320
2004,11,Connecticut,09,2408
2004,11,Delaware,10,571
2004,11,District of Columbia,11,415
2004,11,Florida,12,13314
2004,11,Georgia,13,5287
2004,11,Hawaii,15,716
2004,11,Idaho,16,864
2004,11,Illinois,17,8364
2004,11,Indiana,18,4419
2004,11,Iowa,19,2265
2004,11,Kansas,20,1938
2004,11,Kentucky,21,3044
2004,11,Louisiana,22,3342
2004,11,Maine,23,989
2004,11,Maryland,24,3500
2004,11,Massachusetts,25,4457
2004,11,Michigan,26,6970
2004,11,Minnesota,27,3030
2004,11,Mississippi,28,2228
2004,11,Missouri,29,4377
2004,11,Montana,30,645
2004,11,Nebraska,31,1207
2004,11,Nevada,32,1481
2004,11,New Hampshire,33,886
2004,11,New Jersey,34,5754
2004,11,New Mexico,35,1149
2004,11,New York,36,12332
2004,11,North Carolina,37,5935
2004,11,North Dakota,38,475
2004,11,Ohio,39,8582
2004,11,Oklahoma,40,2786
2004,11,Oregon,41,2410
2004,11,Pennsylvania,42,10304
2004,11,Rhode Island,44,819
2004,11,South Carolina,45,3127
2004,11,South Dakota,46,560
2004,11,Tennessee,47,4604
2004,11,Texas,48,12260
2004,11,Utah,49,1060
2004,11,Vermont,50,405
2004,11,Virginia,51,4684
2004,11,Washington,53,3756
2004,11,West Virginia,54,1740
2004,11,Wisconsin,55,3700
2004,11,Wyoming,56,315
2004,12,Alabama,01,4152
2004,12,Alaska,02,280
2004,12,Arizona,04,3895
2004,12,Arkansas,05,2469
2004,12,California,06,20389
2004,12,Colorado,08,2479
2004,12,Connecticut,09,2678
2004,12,Delaware,10,629
2004,12,District of Columbia,11,495
2004,12,Florida,12,14805
2004,12,Georgia,13,5858
2004,12,Hawaii,15,777
2004,12,Idaho,16,877
2004,12,Illinois,17,9119
2004,12,Indiana,18,4755
2004,12,Iowa,19,2321
2004,12,Kansas,20,2117
2004,12,Kentucky,21,3120
2004,12,Louisiana,22,3701
2004,12,Maine,23,1030
2004,12,Maryland,24,3798
2004,12,Massachusetts,25,4815
2004,12,Michigan,26,7593
2004,12,Minnesota,27,3259
2004,12,Mississippi,28,2518
2004,12,Missouri,29,4775
2004,12,Montana,30,691
2004,12,Nebraska,31,1246
2004,12,Nevada,32,1587
2004,12,New Hampshire,33,841
2004,12,New Jersey,34,6261
2004,12,New Mexico,35,1313
2004,12,New York,36,14043
2004,12,North Carolina,37,6483
2004,12,North Dakota,38,490
2004,12,Ohio,39,9385
2004,12,Oklahoma,40,3082
2004,12,Oregon,41,2663
2004,12,Pennsylvania,42,11214
2004,12,Rhode Island,44,878
2004,12,South Carolina,45,3392
2004,12,South Dakota,46,620
2004,12,Tennessee,47,4979
2004,12,Texas,48,13608
2004,12,Utah,49,1161
2004,12,Vermont,50,439
2004,12,Virginia,51,4994
2004,12,Washington,53,3876
2004,12,West Virginia,54,1805
2004,12,Wisconsin,55,3932
2004,12,Wyoming,56,327
2005,01,Alabama,01,4229
2005,01,Alaska,02,274
2005,01,Arizona,04,3974
2005,01,Arkansas,05,2521
2005,01,California,06,21334
2005,01,Colorado,08,2607
2005,01,Connecticut,09,3015
2005,01,Delaware,10,661
2005,01,District of Columbia,11,496
2005,01,Florida,12,15142
2005,01,Georgia,13,6028
2005,01,Hawaii,15,818
2005,01,Idaho,16,951
2005,01,Illinois,17,9515
2005,01,Indiana,18,5063
2005,01,Iowa,19,2566
2005,01,Kansas,20,2231
2005,01,Kentucky,21,3506
2005,01,Louisiana,22,3900
2005,01,Maine,23,1369
2005,01,Maryland,24,4270
2005,01,Massachusetts,25,5630
2005,01,Michigan,26,8323
2005,01,Minnesota,27,3825
2005,01,Mississippi,28,2594
2005,01,Missouri,29,4754
2005,01,Montana,30,778
2005,01,Nebraska,31,1371
2005,01,Nevada,32,1694
2005,01,New Hampshire,33,1074
2005,01,New Jersey,34,7271
2005,01,New Mexico,35,1321
2005,01,New York,36,15760
2005,01,North Carolina,37,6758
2005,01,North Dakota,38,517
2005,01,Ohio,39,9710
2005,01,Oklahoma,40,3149
2005,01,Oregon,41,2900
2005,01,Pennsylvania,42,12182
2005,01,Rhode Island,44,1087
2005,01,South Carolina,45,3403
2005,01,South Dakota,46,680
2005,01,Tennessee,47,5086
2005,01,Texas,48,14169
2005,01,Utah,49,1161
2005,01,Vermont,50,484
2005,01,Virginia,51,5294
2005,01,Washington,53,4313
2005,01,West Virginia,54,1814
2005,01,Wisconsin,55,4485
2005,01,Wyoming,56,376
2005,02,Alabama,01,4022
2005,02,Alaska,02,251
2005,02,Arizona,04,3505
2005,02,Arkansas,05,2423
2005,02,California,06,19307
2005,02,Colorado,08,2606
2005,02,Connecticut,09,2661
2005,02,Delaware,10,696
2005,02,District of Columbia,11,489
2005,02,Florida,12,14346
2005,02,Georgia,13,5691
2005,02,Hawaii,15,758
2005,02,Idaho,16,937
2005,02,Illinois,17,9308
2005,02,Indiana,18,4901
2005,02,Iowa,19,2489
2005,02,Kansas,20,2139
2005,02,Kentucky,21,3547
2005,02,Louisiana,22,3851
2005,02,Maine,23,1167
2005,02,Maryland,24,3988
2005,02,Massachusetts,25,4749
2005,02,Michigan,26,7618
