year,month,state,fips,dead
2012,05,California,06,19798
2012,05,Colorado,08,2713
2012,05,Connecticut,09,2434
2012,05,Delaware,10,663
2012,05,District of Columbia,11,384
2012,05,Florida,12,14731
2012,05,Georgia,13,5829
2012,05,Hawaii,15,911
2012,05,Idaho,16,988
2012,05,Illinois,17,8378
2012,05,Indiana,18,4976
2012,05,Iowa,19,2269
2012,05,Kansas,20,2055
2012,05,Kentucky,21,3638
2012,05,Louisiana,22,3425
2012,05,Maine,23,1062
2012,05,Maryland,24,3668
2012,05,Massachusetts,25,4213
2012,05,Michigan,26,7367
2012,05,Minnesota,27,3190
2012,05,Mississippi,28,2412
2012,05,Missouri,29,4470
2012,05,Montana,30,732
2012,05,Nebraska,31,1220
2012,05,Nevada,32,1769
2012,05,New Hampshire,33,878
2012,05,New Jersey,34,5691
2012,05,New Mexico,35,1363
2012,05,New York,36,12131
2012,05,North Carolina,37,6636
2012,05,North Dakota,38,483
2012,05,Ohio,39,9046
2012,05,Oklahoma,40,2970
2012,05,Oregon,41,2747
2012,05,Pennsylvania,42,10420
2012,05,Rhode Island,44,781
2012,05,South Carolina,45,3561
2012,05,South Dakota,46,592
2012,05,Tennessee,47,5086
2012,05,Texas,48,14399
2012,05,Utah,49,1258
2012,05,Vermont,50,479
2012,05,Virginia,51,4951
2012,05,Washington,53,4196
2012,05,West Virginia,54,1800
2012,05,Wisconsin,55,3936
2012,05,Wyoming,56,378
2012,06,Alabama,01,3912
2012,06,Alaska,02,309
2012,06,Arizona,04,3965
2012,06,Arkansas,05,2303
2012,06,California,06,18951
2012,06,Colorado,08,2610
2012,06,Connecticut,09,2244
2012,06,Delaware,10,562
2012,06,District of Columbia,11,359
2012,06,Florida,12,14163
2012,06,Georgia,13,5673
2012,06,Hawaii,15,839
2012,06,Idaho,16,897
2012,06,Illinois,17,7892
2012,06,Indiana,18,4637
2012,06,Iowa,19,2124
2012,06,Kansas,20,1945
2012,06,Kentucky,21,3425
2012,06,Louisiana,22,3296
2012,06,Maine,23,974
2012,06,Maryland,24,3426
2012,06,Massachusetts,25,4100
2012,06,Michigan,26,7042
2012,06,Minnesota,27,3105
2012,06,Mississippi,28,2402
2012,06,Missouri,29,4404
2012,06,Montana,30,698
2012,06,Nebraska,31,1233
2012,06,Nevada,32,1645
2012,06,New Hampshire,33,877
2012,06,New Jersey,34,5574
2012,06,New Mexico,35,1325
2012,06,New York,36,11596
2012,06,North Carolina,37,6180
2012,06,North Dakota,38,426
2012,06,Ohio,39,8888
2012,06,Oklahoma,40,2876
2012,06,Oregon,41,2672
2012,06,Pennsylvania,42,9667
2012,06,Rhode Island,44,735
2012,06,South Carolina,45,3471
2012,06,South Dakota,46,592
2012,06,Tennessee,47,4774
2012,06,Texas,48,13811
2012,06,Utah,49,1239
2012,06,Vermont,50,440
2012,06,Virginia,51,4807
2012,06,Washington,53,3931
2012,06,West Virginia,54,1799
2012,06,Wisconsin,55,3714
2012,06,Wyoming,56,340
2012,07,Alabama,01,4002
2012,07,Alaska,02,306
2012,07,Arizona,04,3962
2012,07,Arkansas,05,2390
2012,07,California,06,19316
2012,07,Colorado,08,2543
2012,07,Connecticut,09,2356
2012,07,Delaware,10,637
2012,07,District of Columbia,11,386
2012,07,Florida,12,14548
2012,07,Georgia,13,5870
2012,07,Hawaii,15,809
2012,07,Idaho,16,1019
2012,07,Illinois,17,8138
2012,07,Indiana,18,4674
2012,07,Iowa,19,2182
2012,07,Kansas,20,2009
2012,07,Kentucky,21,3474
2012,07,Louisiana,22,3408
2012,07,Maine,23,1034
2012,07,Maryland,24,3585
2012,07,Massachusetts,25,4285
2012,07,Michigan,26,7297
2012,07,Minnesota,27,3174
2012,07,Mississippi,28,2442
2012,07,Missouri,29,4540
2012,07,Montana,30,703
2012,07,Nebraska,31,1255
2012,07,Nevada,32,1655
2012,07,New Hampshire,33,879
2012,07,New Jersey,34,5572
2012,07,New Mexico,35,1291
2012,07,New York,36,11786
2012,07,North Carolina,37,6675
2012,07,North Dakota,38,465
2012,07,Ohio,39,8805
2012,07,Oklahoma,40,2972
2012,07,Oregon,41,2607
2012,07,Pennsylvania,42,9910
2012,07,Rhode Island,44,762
2012,07,South Carolina,45,3506
2012,07,South Dakota,46,552
2012,07,Tennessee,47,4939
2012,07,Texas,48,14098
2012,07,Utah,49,1290
2012,07,Vermont,50,411
2012,07,Virginia,51,5097
2012,07,Washington,53,4147
2012,07,West Virginia,54,1806
2012,07,Wisconsin,55,3969
2012,07,Wyoming,56,391
2012,08,Alabama,01,3979
2012,08,Alaska,02,291
2012,08,Arizona,04,3953
2012,08,Arkansas,05,2428
2012,08,California,06,19586
2012,08,Colorado,08,2656
2012,08,Connecticut,09,2285
2012,08,Delaware,10,620
2012,08,District of Columbia,11,399
2012,08,Florida,12,14342
2012,08,Georgia,13,5941
2012,08,Hawaii,15,846
2012,08,Idaho,16,990
2012,08,Illinois,17,8403
2012,08,Indiana,18,4762
2012,08,Iowa,19,2243
2012,08,Kansas,20,1967
2012,08,Kentucky,21,3431
2012,08,Louisiana,22,3519
2012,08,Maine,23,999
2012,08,Maryland,24,3625
2012,08,Massachusetts,25,4282
2012,08,Michigan,26,7254
2012,08,Minnesota,27,3232
2012,08,Mississippi,28,2373
2012,08,Missouri,29,4492
2012,08,Montana,30,710
2012,08,Nebraska,31,1280
2012,08,Nevada,32,1758
2012,08,New Hampshire,33,838
2012,08,New Jersey,34,5693
2012,08,New Mexico,35,1323
2012,08,New York,36,11774
2012,08,North Carolina,37,6477
2012,08,North Dakota,38,536
2012,08,Ohio,39,8997
2012,08,Oklahoma,40,3054
2012,08,Oregon,41,2606
2012,08,Pennsylvania,42,10141
2012,08,Rhode Island,44,725
2012,08,South Carolina,45,3454
2012,08,South Dakota,46,587
2012,08,Tennessee,47,5024
2012,08,Texas,48,14157
2012,08,Utah,49,1277
2012,08,Vermont,50,442
2012,08,Virginia,51,5035
2012,08,Washington,53,3965
2012,08,West Virginia,54,1777
2012,08,Wisconsin,55,3766
2012,08,Wyoming,56,354
2012,09,Alabama,01,3929
2012,09,Alaska,02,323
2012,09,Arizona,04,3937
2012,09,Arkansas,05,2384
2012,09,California,06,18597
2012,09,Colorado,08,2563
2012,09,Connecticut,09,2203
2012,09,Delaware,10,600
2012,09,District of Columbia,11,383
2012,09,Florida,12,14115
2012,09,Georgia,13,5916
2012,09,Hawaii,15,835
2012,09,Idaho,16,958
2012,09,Illinois,17,8203
2012,09,Indiana,18,4620
2012,09,Iowa,19,2202
2012,09,Kansas,20,1989
2012,09,Kentucky,21,3542
2012,09,Louisiana,22,3498
2012,09,Maine,23,976
2012,09,Maryland,24,3532
2012,09,Massachusetts,25,4152
2012,09,Michigan,26,7313
2012,09,Minnesota,27,3312
2012,09,Mississippi,28,2352
2012,09,Missouri,29,4371
2012,09,Montana,30,747
2012,09,Nebraska,31,1249
2012,09,Nevada,32,1716
2012,09,New Hampshire,33,846
2012,09,New Jersey,34,5544
2012,09,New Mexico,35,1313
2012,09,New York,36,11569
2012,09,North Carolina,37,6434
2012,09,North Dakota,38,485
2012,09,Ohio,39,8859
2012,09,Oklahoma,40,2943
2012,09,Oregon,41,2506
2012,09,Pennsylvania,42,9952
2012,09,Rhode Island,44,737
2012,09,South Carolina,45,3386
2012,09,South Dakota,46,607
2012,09,Tennessee,47,4974
2012,09,Texas,48,13635
2012,09,Utah,49,1229
2012,09,Vermont,50,479
2012,09,Virginia,51,4879
2012,09,Washington,53,3993
2012,09,West Virginia,54,1711
2012,09,Wisconsin,55,3918
2012,09,Wyoming,56,336
2012,10,Alabama,01,4097
2012,10,Alaska,02,349
2012,10,Arizona,04,4057
2012,10,Arkansas,05,2448
2012,10,California,06,19768
2012,10,Colorado,08,2861
2012,10,Connecticut,09,2532
2012,10,Delaware,10,663
2012,10,District of Columbia,11,388
2012,10,Florida,12,14709
2012,10,Georgia,13,5951
2012,10,Hawaii,15,833
2012,10,Idaho,16,999
2012,10,Illinois,17,8614
2012,10,Indiana,18,4941
2012,10,Iowa,19,2501
2012,10,Kansas,20,2107
2012,10,Kentucky,21,3769
2012,10,Louisiana,22,3567
2012,10,Maine,23,1091
2012,10,Maryland,24,3764
2012,10,Massachusetts,25,4427
2012,10,Michigan,26,7629
2012,10,Minnesota,27,3527
2012,10,Mississippi,28,2474
2012,10,Missouri,29,4772
2012,10,Montana,30,792
2012,10,Nebraska,31,1321
2012,10,Nevada,32,1661
2012,10,New Hampshire,33,886
2012,10,New Jersey,34,5885
2012,10,New Mexico,35,1388
2012,10,New York,36,12579
2012,10,North Carolina,37,6952
2012,10,North Dakota,38,496
2012,10,Ohio,39,9538
2012,10,Oklahoma,40,3071
2012,10,Oregon,41,2751
2012,10,Pennsylvania,42,10935
2012,10,Rhode Island,44,758
2012,10,South Carolina,45,3564
2012,10,South Dakota,46,612
2012,10,Tennessee,47,5242
2012,10,Texas,48,14584
2012,10,Utah,49,1380
2012,10,Vermont,50,443
2012,10,Virginia,51,5145
2012,10,Washington,53,4267
2012,10,West Virginia,54,1863
2012,10,Wisconsin,55,4220
2012,10,Wyoming,56,387
2012,11,Alabama,01,4169
2012,11,Alaska,02,361
2012,11,Arizona,04,3995
2012,11,Arkansas,05,2535
2012,11,California,06,20520
2012,11,Colorado,08,2750
2012,11,Connecticut,09,2442
2012,11,Delaware,10,710
2012,11,District of Columbia,11,387
2012,11,Florida,12,14887
2012,11,Georgia,13,6285
2012,11,Hawaii,15,780
2012,11,Idaho,16,975
2012,11,Illinois,17,8520
2012,11,Indiana,18,4918
2012,11,Iowa,19,2402
2012,11,Kansas,20,2097
2012,11,Kentucky,21,3617
2012,11,Louisiana,22,3718
2012,11,Maine,23,1082
2012,11,Maryland,24,3753
2012,11,Massachusetts,25,4351
2012,11,Michigan,26,7304
2012,11,Minnesota,27,3419
2012,11,Mississippi,28,2520
2012,11,Missouri,29,4711
2012,11,Montana,30,751
2012,11,Nebraska,31,1380
2012,11,Nevada,32,1688
2012,11,New Hampshire,33,906
2012,11,New Jersey,34,6207
2012,11,New Mexico,35,1355
2012,11,New York,36,12936
2012,11,North Carolina,37,7110
2012,11,North Dakota,38,501
2012,11,Ohio,39,9541
2012,11,Oklahoma,40,2981
2012,11,Oregon,41,2673
2012,11,Pennsylvania,42,10710
2012,11,Rhode Island,44,793
2012,11,South Carolina,45,3757
2012,11,South Dakota,46,593
2012,11,Tennessee,47,5278
2012,11,Texas,48,14591
2012,11,Utah,49,1271
2012,11,Vermont,50,416
2012,11,Virginia,51,5180
2012,11,Washington,53,4196
2012,11,West Virginia,54,1801
2012,11,Wisconsin,55,3972
2012,11,Wyoming,56,406
2012,12,Alabama,01,4683
2012,12,Alaska,02,362
2012,12,Arizona,04,4341
2012,12,Arkansas,05,2800
2012,12,California,06,21642
2012,12,Colorado,08,3011
2012,12,Connecticut,09,2695
2012,12,Delaware,10,780
2012,12,District of Columbia,11,422
2012,12,Florida,12,16040
2012,12,Georgia,13,7019
2012,12,Hawaii,15,832
2012,12,Idaho,16,1107
2012,12,Illinois,17,9531
2012,12,Indiana,18,5504
2012,12,Iowa,19,2767
2012,12,Kansas,20,2303
2012,12,Kentucky,21,3994
2012,12,Louisiana,22,4003
2012,12,Maine,23,1255
2012,12,Maryland,24,4124
2012,12,Massachusetts,25,5064
2012,12,Michigan,26,7967
2012,12,Minnesota,27,3735
2012,12,Mississippi,28,2829
2012,12,Missouri,29,5142
2012,12,Montana,30,806
2012,12,Nebraska,31,1462
2012,12,Nevada,32,1774
2012,12,New Hampshire,33,1011
2012,12,New Jersey,34,6441
2012,12,New Mexico,35,1470
2012,12,New York,36,14164
2012,12,North Carolina,37,8037
2012,12,North Dakota,38,575
2012,12,Ohio,39,10333
2012,12,Oklahoma,40,3435
2012,12,Oregon,41,2966
2012,12,Pennsylvania,42,11884
2012,12,Rhode Island,44,838
2012,12,South Carolina,45,4104
2012,12,South Dakota,46,644
2012,12,Tennessee,47,5753
2012,12,Texas,48,16521
2012,12,Utah,49,1419
2012,12,Vermont,50,502
2012,12,Virginia,51,5889
2012,12,Washington,53,4439
2012,12,West Virginia,54,2014
2012,12,Wisconsin,55,4522
2012,12,Wyoming,56,423
2013,01,Alabama,01,4978
2013,01,Alaska,02,362
2013,01,Arizona,04,5136
2013,01,Arkansas,05,3195
2013,01,California,06,24923
2013,01,Colorado,08,3363
2013,01,Connecticut,09,3109
2013,01,Delaware,10,773
2013,01,District of Columbia,11,474
2013,01,Florida,12,16914
2013,01,Georgia,13,7134
2013,01,Hawaii,15,914
2013,01,Idaho,16,1170
2013,01,Illinois,17,10690
2013,01,Indiana,18,6270
2013,01,Iowa,19,3080
2013,01,Kansas,20,2727
2013,01,Kentucky,21,4235
2013,01,Louisiana,22,4215
2013,01,Maine,23,1460
2013,01,Maryland,24,4713
2013,01,Massachusetts,25,5845
2013,01,Michigan,26,9243
2013,01,Minnesota,27,4149
2013,01,Mississippi,28,2947
2013,01,Missouri,29,5762
2013,01,Montana,30,923
2013,01,Nebraska,31,1631
2013,01,Nevada,32,1984
2013,01,New Hampshire,33,1111
2013,01,New Jersey,34,7549
2013,01,New Mexico,35,1662
2013,01,New York,36,15652
2013,01,North Carolina,37,8225
2013,01,North Dakota,38,647
2013,01,Ohio,39,11694
2013,01,Oklahoma,40,3980
2013,01,Oregon,41,3256
2013,01,Pennsylvania,42,13457
2013,01,Rhode Island,44,986
2013,01,South Carolina,45,4185
2013,01,South Dakota,46,738
2013,01,Tennessee,47,6207
2013,01,Texas,48,18251
2013,01,Utah,49,1591
2013,01,Vermont,50,556
2013,01,Virginia,51,6305
2013,01,Washington,53,5011
2013,01,West Virginia,54,2140
2013,01,Wisconsin,55,5131
2013,01,Wyoming,56,436
2013,02,Alabama,01,4147
2013,02,Alaska,02,309
2013,02,Arizona,04,4444
2013,02,Arkansas,05,2581
2013,02,California,06,22284
2013,02,Colorado,08,2922
2013,02,Connecticut,09,2546
2013,02,Delaware,10,675
2013,02,District of Columbia,11,380
2013,02,Florida,12,14829
2013,02,Georgia,13,6159
2013,02,Hawaii,15,870
2013,02,Idaho,16,991
2013,02,Illinois,17,8505
2013,02,Indiana,18,5030
2013,02,Iowa,19,2363
2013,02,Kansas,20,2175
2013,02,Kentucky,21,3740
2013,02,Louisiana,22,3450
2013,02,Maine,23,1111
2013,02,Maryland,24,3817
2013,02,Massachusetts,25,4663
2013,02,Michigan,26,7987
2013,02,Minnesota,27,3292
2013,02,Mississippi,28,2498
2013,02,Missouri,29,4817
2013,02,Montana,30,771
2013,02,Nebraska,31,1344
2013,02,Nevada,32,1856
2013,02,New Hampshire,33,938
2013,02,New Jersey,34,6106
2013,02,New Mexico,35,1399
2013,02,New York,36,12666
2013,02,North Carolina,37,6815
2013,02,North Dakota,38,509
2013,02,Ohio,39,9410
2013,02,Oklahoma,40,3258
2013,02,Oregon,41,2846
2013,02,Pennsylvania,42,11182
2013,02,Rhode Island,44,794
2013,02,South Carolina,45,3600
2013,02,South Dakota,46,622
2013,02,Tennessee,47,5176
2013,02,Texas,48,14333
2013,02,Utah,49,1331
2013,02,Vermont,50,466
2013,02,Virginia,51,5195
2013,02,Washington,53,4286
2013,02,West Virginia,54,1744
2013,02,Wisconsin,55,4029
2013,02,Wyoming,56,353
2013,03,Alabama,01,4548
2013,03,Alaska,02,377
2013,03,Arizona,04,4566
2013,03,Arkansas,05,2784
2013,03,California,06,22412
2013,03,Colorado,08,2899
2013,03,Connecticut,09,2564
2013,03,Delaware,10,725
2013,03,District of Columbia,11,410
2013,03,Florida,12,16351
2013,03,Georgia,13,6901
2013,03,Hawaii,15,991
2013,03,Idaho,16,1094
2013,03,Illinois,17,9137
2013,03,Indiana,18,5509
2013,03,Iowa,19,2578
2013,03,Kansas,20,2217
2013,03,Kentucky,21,3959
2013,03,Louisiana,22,3907
2013,03,Maine,23,1181
2013,03,Maryland,24,4112
2013,03,Massachusetts,25,4667
2013,03,Michigan,26,8297
2013,03,Minnesota,27,3567
2013,03,Mississippi,28,2819
2013,03,Missouri,29,5197
2013,03,Montana,30,855
2013,03,Nebraska,31,1372
2013,03,Nevada,32,1935
2013,03,New Hampshire,33,952
2013,03,New Jersey,34,6446
2013,03,New Mexico,35,1542
2013,03,New York,36,13382
2013,03,North Carolina,37,7537
2013,03,North Dakota,38,526
2013,03,Ohio,39,10361
2013,03,Oklahoma,40,3392
2013,03,Oregon,41,3066
2013,03,Pennsylvania,42,11799
2013,03,Rhode Island,44,892
2013,03,South Carolina,45,4214
2013,03,South Dakota,46,633
2013,03,Tennessee,47,5619
2013,03,Texas,48,15763
2013,03,Utah,49,1452
2013,03,Vermont,50,476
2013,03,Virginia,51,5535
2013,03,Washington,53,4571
2013,03,West Virginia,54,1994
2013,03,Wisconsin,55,4366
2013,03,Wyoming,56,422
2013,04,Alabama,01,4158
2013,04,Alaska,02,294
2013,04,Arizona,04,4284
2013,04,Arkansas,05,2503
2013,04,California,06,19917
2013,04,Colorado,08,2662
2013,04,Connecticut,09,2437
2013,04,Delaware,10,675
2013,04,District of Columbia,11,420
2013,04,Florida,12,15334
2013,04,Georgia,13,6252
2013,04,Hawaii,15,862
2013,04,Idaho,16,971
2013,04,Illinois,17,8403
2013,04,Indiana,18,4905
2013,04,Iowa,19,2275
2013,04,Kansas,20,1999
2013,04,Kentucky,21,3695
2013,04,Louisiana,22,3608
2013,04,Maine,23,1123
2013,04,Maryland,24,3678
2013,04,Massachusetts,25,4561
2013,04,Michigan,26,7606
2013,04,Minnesota,27,3370
2013,04,Mississippi,28,2560
2013,04,Missouri,29,4808
2013,04,Montana,30,792
2013,04,Nebraska,31,1332
2013,04,Nevada,32,1767
2013,04,New Hampshire,33,848
2013,04,New Jersey,34,5953
2013,04,New Mexico,35,1411
2013,04,New York,36,12601
2013,04,North Carolina,37,6879
2013,04,North Dakota,38,500
2013,04,Ohio,39,9308
2013,04,Oklahoma,40,3065
2013,04,Oregon,41,2745
2013,04,Pennsylvania,42,10764
2013,04,Rhode Island,44,839
2013,04,South Carolina,45,3714
2013,04,South Dakota,46,603
2013,04,Tennessee,47,5205
2013,04,Texas,48,14454
2013,04,Utah,49,1343
2013,04,Vermont,50,467
2013,04,Virginia,51,5288
2013,04,Washington,53,4198
2013,04,West Virginia,54,1855
2013,04,Wisconsin,55,4119
2013,04,Wyoming,56,379
2013,05,Alabama,01,4064
2013,05,Alaska,02,319
2013,05,Arizona,04,4132
2013,05,Arkansas,05,2509
2013,05,California,06,19823
2013,05,Colorado,08,2744
2013,05,Connecticut,09,2381
2013,05,Delaware,10,642
2013,05,District of Columbia,11,395
2013,05,Florida,12,14975
2013,05,Georgia,13,6118
2013,05,Hawaii,15,869
2013,05,Idaho,16,1019
2013,05,Illinois,17,8357
2013,05,Indiana,18,4868
2013,05,Iowa,19,2339
2013,05,Kansas,20,1973
2013,05,Kentucky,21,3482
2013,05,Louisiana,22,3504
2013,05,Maine,23,1059
2013,05,Maryland,24,3721
2013,05,Massachusetts,25,4276
2013,05,Michigan,26,7415
2013,05,Minnesota,27,3384
2013,05,Mississippi,28,2401
2013,05,Missouri,29,4583
2013,05,Montana,30,806
2013,05,Nebraska,31,1325
2013,05,Nevada,32,1807
2013,05,New Hampshire,33,857
2013,05,New Jersey,34,5786
2013,05,New Mexico,35,1388
2013,05,New York,36,12257
2013,05,North Carolina,37,6729
2013,05,North Dakota,38,519
2013,05,Ohio,39,9049
2013,05,Oklahoma,40,3090
2013,05,Oregon,41,2834
2013,05,Pennsylvania,42,10552
2013,05,Rhode Island,44,785
2013,05,South Carolina,45,3536
2013,05,South Dakota,46,533
2013,05,Tennessee,47,5177
2013,05,Texas,48,14365
2013,05,Utah,49,1321
2013,05,Vermont,50,470
2013,05,Virginia,51,5041
2013,05,Washington,53,4135
2013,05,West Virginia,54,1893
2013,05,Wisconsin,55,4096
2013,05,Wyoming,56,373
2013,06,Alabama,01,3847
2013,06,Alaska,02,323
2013,06,Arizona,04,3889
2013,06,Arkansas,05,2399
2013,06,California,06,19147
2013,06,Colorado,08,2655
2013,06,Connecticut,09,2249
2013,06,Delaware,10,590
2013,06,District of Columbia,11,352
2013,06,Florida,12,14561
2013,06,Georgia,13,5764
2013,06,Hawaii,15,804
2013,06,Idaho,16,989
2013,06,Illinois,17,7845
2013,06,Indiana,18,4667
2013,06,Iowa,19,2178
2013,06,Kansas,20,1931
2013,06,Kentucky,21,3412
2013,06,Louisiana,22,3334
2013,06,Maine,23,1035
2013,06,Maryland,24,3551
2013,06,Massachusetts,25,4192
2013,06,Michigan,26,6908
2013,06,Minnesota,27,3045
2013,06,Mississippi,28,2389
2013,06,Missouri,29,4381
2013,06,Montana,30,756
2013,06,Nebraska,31,1197
2013,06,Nevada,32,1730
2013,06,New Hampshire,33,860
2013,06,New Jersey,34,5376
2013,06,New Mexico,35,1256
2013,06,New York,36,11377
2013,06,North Carolina,37,6383
2013,06,North Dakota,38,461
2013,06,Ohio,39,8605
2013,06,Oklahoma,40,2958
2013,06,Oregon,41,2532
2013,06,Pennsylvania,42,9678
2013,06,Rhode Island,44,749
2013,06,South Carolina,45,3622
2013,06,South Dakota,46,519
2013,06,Tennessee,47,4894
2013,06,Texas,48,14222
2013,06,Utah,49,1336
2013,06,Vermont,50,418
2013,06,Virginia,51,4812
2013,06,Washington,53,3981
2013,06,West Virginia,54,1659
2013,06,Wisconsin,55,3857
2013,06,Wyoming,56,335
2013,07,Alabama,01,3900
2013,07,Alaska,02,325
2013,07,Arizona,04,3980
2013,07,Arkansas,05,2399
2013,07,California,06,19426
2013,07,Colorado,08,2544
2013,07,Connecticut,09,2272
2013,07,Delaware,10,636
2013,07,District of Columbia,11,360
2013,07,Florida,12,14605
2013,07,Georgia,13,5866
2013,07,Hawaii,15,874
2013,07,Idaho,16,1030
2013,07,Illinois,17,8202
2013,07,Indiana,18,4745
2013,07,Iowa,19,2121
2013,07,Kansas,20,2032
2013,07,Kentucky,21,3423
2013,07,Louisiana,22,3421
2013,07,Maine,23,1079
2013,07,Maryland,24,3615
2013,07,Massachusetts,25,4402
2013,07,Michigan,26,7297
2013,07,Minnesota,27,3265
2013,07,Mississippi,28,2451
2013,07,Missouri,29,4438
2013,07,Montana,30,780
2013,07,Nebraska,31,1209
2013,07,Nevada,32,1778
2013,07,New Hampshire,33,846
2013,07,New Jersey,34,5504
2013,07,New Mexico,35,1285
2013,07,New York,36,11821
2013,07,North Carolina,37,6473
2013,07,North Dakota,38,482
2013,07,Ohio,39,8976
2013,07,Oklahoma,40,2987
2013,07,Oregon,41,2741
2013,07,Pennsylvania,42,10037
2013,07,Rhode Island,44,791
2013,07,South Carolina,45,3508
2013,07,South Dakota,46,525
2013,07,Tennessee,47,5080
2013,07,Texas,48,14379
2013,07,Utah,49,1316
2013,07,Vermont,50,447
2013,07,Virginia,51,4880
2013,07,Washington,53,4052
2013,07,West Virginia,54,1681
2013,07,Wisconsin,55,3837
2013,07,Wyoming,56,382
2013,08,Alabama,01,3914
2013,08,Alaska,02,342
2013,08,Arizona,04,3925
2013,08,Arkansas,05,2322
2013,08,California,06,19508
2013,08,Colorado,08,2685
2013,08,Connecticut,09,2313
2013,08,Delaware,10,633
2013,08,District of Columbia,11,363
2013,08,Florida,12,14393
2013,08,Georgia,13,5987
2013,08,Hawaii,15,862
2013,08,Idaho,16,980
2013,08,Illinois,17,8219
2013,08,Indiana,18,4874
2013,08,Iowa,19,2293
2013,08,Kansas,20,1965
2013,08,Kentucky,21,3492
2013,08,Louisiana,22,3458
2013,08,Maine,23,1132
2013,08,Maryland,24,3476
2013,08,Massachusetts,25,4242
2013,08,Michigan,26,7146
2013,08,Minnesota,27,3217
2013,08,Mississippi,28,2491
2013,08,Missouri,29,4617
2013,08,Montana,30,713
2013,08,Nebraska,31,1324
2013,08,Nevada,32,1614
2013,08,New Hampshire,33,870
2013,08,New Jersey,34,5547
2013,08,New Mexico,35,1288
2013,08,New York,36,11812
2013,08,North Carolina,37,6544
2013,08,North Dakota,38,517
2013,08,Ohio,39,8890
2013,08,Oklahoma,40,3064
2013,08,Oregon,41,2698
2013,08,Pennsylvania,42,9994
2013,08,Rhode Island,44,733
2013,08,South Carolina,45,3442
2013,08,South Dakota,46,582
2013,08,Tennessee,47,5135
2013,08,Texas,48,14124
2013,08,Utah,49,1316
2013,08,Vermont,50,451
2013,08,Virginia,51,5078
2013,08,Washington,53,3994
2013,08,West Virginia,54,1748
2013,08,Wisconsin,55,3907
2013,08,Wyoming,56,351
2013,09,Alabama,01,3748
2013,09,Alaska,02,328
2013,09,Arizona,04,3840
2013,09,Arkansas,05,2222
2013,09,California,06,18724
2013,09,Colorado,08,2697
2013,09,Connecticut,09,2231
2013,09,Delaware,10,613
2013,09,District of Columbia,11,361
2013,09,Florida,12,14143
2013,09,Georgia,13,5828
2013,09,Hawaii,15,859
2013,09,Idaho,16,945
2013,09,Illinois,17,7802
2013,09,Indiana,18,4643
2013,09,Iowa,19,2249
2013,09,Kansas,20,1968
2013,09,Kentucky,21,3382
2013,09,Louisiana,22,3355
2013,09,Maine,23,1033
2013,09,Maryland,24,3593
2013,09,Massachusetts,25,4153
2013,09,Michigan,26,7102
2013,09,Minnesota,27,3150
2013,09,Mississippi,28,2381
2013,09,Missouri,29,4455
2013,09,Montana,30,695
2013,09,Nebraska,31,1154
2013,09,Nevada,32,1636
2013,09,New Hampshire,33,871
2013,09,New Jersey,34,5455
2013,09,New Mexico,35,1329
2013,09,New York,36,11394
2013,09,North Carolina,37,6564
2013,09,North Dakota,38,469
2013,09,Ohio,39,8681
2013,09,Oklahoma,40,2965
2013,09,Oregon,41,2600
2013,09,Pennsylvania,42,9685
2013,09,Rhode Island,44,751
2013,09,South Carolina,45,3417
2013,09,South Dakota,46,549
2013,09,Tennessee,47,4898
2013,09,Texas,48,13591
2013,09,Utah,49,1234
2013,09,Vermont,50,430
2013,09,Virginia,51,4828
2013,09,Washington,53,3932
2013,09,West Virginia,54,1715
2013,09,Wisconsin,55,3812
2013,09,Wyoming,56,320
2013,10,Alabama,01,4153
2013,10,Alaska,02,355
2013,10,Arizona,04,3905
2013,10,Arkansas,05,2422
2013,10,California,06,20189
2013,10,Colorado,08,2848
2013,10,Connecticut,09,2412
2013,10,Delaware,10,674
2013,10,District of Columbia,11,376
2013,10,Florida,12,14787
2013,10,Georgia,13,5946
2013,10,Hawaii,15,881
2013,10,Idaho,16,1097
2013,10,Illinois,17,8639
2013,10,Indiana,18,4968
2013,10,Iowa,19,2347
2013,10,Kansas,20,2164
2013,10,Kentucky,21,3532
2013,10,Louisiana,22,3491
2013,10,Maine,23,1058
2013,10,Maryland,24,3674
2013,10,Massachusetts,25,4467
2013,10,Michigan,26,7512
2013,10,Minnesota,27,3577
2013,10,Mississippi,28,2453
2013,10,Missouri,29,4706
2013,10,Montana,30,766
2013,10,Nebraska,31,1218
2013,10,Nevada,32,1736
2013,10,New Hampshire,33,940
2013,10,New Jersey,34,5666
2013,10,New Mexico,35,1424
2013,10,New York,36,12308
2013,10,North Carolina,37,6878
2013,10,North Dakota,38,548
2013,10,Ohio,39,9147
2013,10,Oklahoma,40,3114
2013,10,Oregon,41,2811
2013,10,Pennsylvania,42,10403
2013,10,Rhode Island,44,790
2013,10,South Carolina,45,3727
2013,10,South Dakota,46,605
2013,10,Tennessee,47,5084
2013,10,Texas,48,14330
2013,10,Utah,49,1403
2013,10,Vermont,50,468
2013,10,Virginia,51,5028
2013,10,Washington,53,4282
2013,10,West Virginia,54,1791
2013,10,Wisconsin,55,4239
2013,10,Wyoming,56,363
2013,11,Alabama,01,4179
2013,11,Alaska,02,332
2013,11,Arizona,04,3959
2013,11,Arkansas,05,2433
2013,11,California,06,20053
2013,11,Colorado,08,2729
2013,11,Connecticut,09,2493
