year,month,age,pop,pop0,dead,date,persondays
1999,1,0,,,2351,1999-01,
1999,1,1,,,170,1999-01,
1999,1,2,,,120,1999-01,
1999,1,3,,,100,1999-01,
1999,1,4,,,79,1999-01,
1999,1,5,,,69,1999-01,
1999,1,6,,,56,1999-01,
1999,1,7,,,54,1999-01,
1999,1,8,,,44,1999-01,
1999,1,9,,,51,1999-01,
1999,1,10,,,49,1999-01,
1999,1,11,,,61,1999-01,
1999,1,12,,,52,1999-01,
1999,1,13,,,73,1999-01,
1999,1,14,,,89,1999-01,
1999,1,15,,,124,1999-01,
1999,1,16,,,187,1999-01,
1999,1,17,,,240,1999-01,
1999,1,18,,,269,1999-01,
1999,1,19,,,269,1999-01,
1999,1,20,,,267,1999-01,
1999,1,21,,,309,1999-01,
1999,1,22,,,275,1999-01,
1999,1,23,,,291,1999-01,
1999,1,24,,,271,1999-01,
1999,1,25,,,233,1999-01,
1999,1,26,,,245,1999-01,
1999,1,27,,,288,1999-01,
1999,1,28,,,305,1999-01,
1999,1,29,,,329,1999-01,
1999,1,30,,,346,1999-01,
1999,1,31,,,329,1999-01,
1999,1,32,,,397,1999-01,
1999,1,33,,,461,1999-01,
1999,1,34,,,480,1999-01,
1999,1,35,,,519,1999-01,
1999,1,36,,,575,1999-01,
1999,1,37,,,621,1999-01,
1999,1,38,,,712,1999-01,
1999,1,39,,,747,1999-01,
1999,1,40,,,787,1999-01,
1999,1,41,,,852,1999-01,
1999,1,42,,,879,1999-01,
1999,1,43,,,1011,1999-01,
1999,1,44,,,1043,1999-01,
1999,1,45,,,1111,1999-01,
1999,1,46,,,1195,1999-01,
1999,1,47,,,1155,1999-01,
1999,1,48,,,1246,1999-01,
1999,1,49,,,1287,1999-01,
1999,1,50,,,1449,1999-01,
1999,1,51,,,1508,1999-01,
1999,1,52,,,1536,1999-01,
1999,1,53,,,1452,1999-01,
1999,1,54,,,1638,1999-01,
1999,1,55,,,1772,1999-01,
1999,1,56,,,1856,1999-01,
1999,1,57,,,1913,1999-01,
1999,1,58,,,1938,1999-01,
1999,1,59,,,2112,1999-01,
1999,1,60,,,2154,1999-01,
1999,1,61,,,2353,1999-01,
1999,1,62,,,2450,1999-01,
1999,1,63,,,2692,1999-01,
1999,1,64,,,2938,1999-01,
1999,1,65,,,2941,1999-01,
1999,1,66,,,3301,1999-01,
1999,1,67,,,3331,1999-01,
1999,1,68,,,3789,1999-01,
1999,1,69,,,4061,1999-01,
1999,1,70,,,4376,1999-01,
1999,1,71,,,4768,1999-01,
1999,1,72,,,5040,1999-01,
1999,1,73,,,5402,1999-01,
1999,1,74,,,5629,1999-01,
1999,1,75,,,5994,1999-01,
1999,1,76,,,6155,1999-01,
1999,1,77,,,6605,1999-01,
1999,1,78,,,6740,1999-01,
1999,1,79,,,6609,1999-01,
1999,1,80,,,7141,1999-01,
1999,1,81,,,6815,1999-01,
1999,1,82,,,6926,1999-01,
1999,1,83,,,7091,1999-01,
1999,1,84,,,7135,1999-01,
1999,1,85,,,6949,1999-01,
1999,1,86,,,7157,1999-01,
1999,1,87,,,6623,1999-01,
1999,1,88,,,6173,1999-01,
1999,1,89,,,5847,1999-01,
1999,1,90,,,5518,1999-01,
1999,1,91,,,5016,1999-01,
1999,1,92,,,4201,1999-01,
1999,1,93,,,3815,1999-01,
1999,1,94,,,3164,1999-01,
1999,1,95,,,2670,1999-01,
1999,1,96,,,2146,1999-01,
1999,1,97,,,1541,1999-01,
1999,1,98,,,1332,1999-01,
1999,1,99,,,856,1999-01,
1999,1,100,,,1882,1999-01,
1999,2,0,,,2160,1999-02,
1999,2,1,,,158,1999-02,
1999,2,2,,,132,1999-02,
1999,2,3,,,95,1999-02,
1999,2,4,,,66,1999-02,
1999,2,5,,,75,1999-02,
1999,2,6,,,60,1999-02,
1999,2,7,,,45,1999-02,
1999,2,8,,,60,1999-02,
1999,2,9,,,54,1999-02,
1999,2,10,,,50,1999-02,
1999,2,11,,,58,1999-02,
1999,2,12,,,61,1999-02,
1999,2,13,,,64,1999-02,
1999,2,14,,,93,1999-02,
1999,2,15,,,128,1999-02,
1999,2,16,,,154,1999-02,
1999,2,17,,,190,1999-02,
1999,2,18,,,263,1999-02,
1999,2,19,,,231,1999-02,
1999,2,20,,,219,1999-02,
1999,2,21,,,234,1999-02,
1999,2,22,,,217,1999-02,
1999,2,23,,,253,1999-02,
1999,2,24,,,200,1999-02,
1999,2,25,,,214,1999-02,
1999,2,26,,,258,1999-02,
1999,2,27,,,261,1999-02,
1999,2,28,,,281,1999-02,
1999,2,29,,,289,1999-02,
1999,2,30,,,326,1999-02,
1999,2,31,,,325,1999-02,
1999,2,32,,,370,1999-02,
1999,2,33,,,406,1999-02,
1999,2,34,,,428,1999-02,
1999,2,35,,,471,1999-02,
1999,2,36,,,532,1999-02,
1999,2,37,,,598,1999-02,
1999,2,38,,,669,1999-02,
1999,2,39,,,652,1999-02,
1999,2,40,,,700,1999-02,
1999,2,41,,,800,1999-02,
1999,2,42,,,807,1999-02,
1999,2,43,,,898,1999-02,
1999,2,44,,,943,1999-02,
1999,2,45,,,1007,1999-02,
1999,2,46,,,1075,1999-02,
1999,2,47,,,1042,1999-02,
1999,2,48,,,1121,1999-02,
1999,2,49,,,1185,1999-02,
1999,2,50,,,1331,1999-02,
1999,2,51,,,1347,1999-02,
1999,2,52,,,1467,1999-02,
1999,2,53,,,1253,1999-02,
1999,2,54,,,1418,1999-02,
1999,2,55,,,1653,1999-02,
1999,2,56,,,1707,1999-02,
1999,2,57,,,1583,1999-02,
1999,2,58,,,1715,1999-02,
1999,2,59,,,1796,1999-02,
1999,2,60,,,2007,1999-02,
1999,2,61,,,2028,1999-02,
1999,2,62,,,2232,1999-02,
1999,2,63,,,2359,1999-02,
1999,2,64,,,2607,1999-02,
1999,2,65,,,2737,1999-02,
1999,2,66,,,2786,1999-02,
1999,2,67,,,3182,1999-02,
1999,2,68,,,3664,1999-02,
1999,2,69,,,3728,1999-02,
1999,2,70,,,4024,1999-02,
1999,2,71,,,4371,1999-02,
1999,2,72,,,4591,1999-02,
1999,2,73,,,4978,1999-02,
1999,2,74,,,5290,1999-02,
1999,2,75,,,5462,1999-02,
1999,2,76,,,5730,1999-02,
1999,2,77,,,6046,1999-02,
1999,2,78,,,6388,1999-02,
1999,2,79,,,6115,1999-02,
1999,2,80,,,6420,1999-02,
1999,2,81,,,6395,1999-02,
1999,2,82,,,6507,1999-02,
1999,2,83,,,6551,1999-02,
1999,2,84,,,6645,1999-02,
1999,2,85,,,6530,1999-02,
1999,2,86,,,6460,1999-02,
1999,2,87,,,5897,1999-02,
1999,2,88,,,5723,1999-02,
1999,2,89,,,5311,1999-02,
1999,2,90,,,4860,1999-02,
1999,2,91,,,4598,1999-02,
1999,2,92,,,3988,1999-02,
1999,2,93,,,3461,1999-02,
1999,2,94,,,2894,1999-02,
1999,2,95,,,2394,1999-02,
1999,2,96,,,1907,1999-02,
1999,2,97,,,1423,1999-02,
1999,2,98,,,1179,1999-02,
1999,2,99,,,776,1999-02,
1999,2,100,,,1656,1999-02,
1999,3,0,,,2399,1999-03,
1999,3,1,,,188,1999-03,
1999,3,2,,,119,1999-03,
1999,3,3,,,88,1999-03,
1999,3,4,,,72,1999-03,
1999,3,5,,,62,1999-03,
1999,3,6,,,59,1999-03,
1999,3,7,,,52,1999-03,
1999,3,8,,,66,1999-03,
1999,3,9,,,47,1999-03,
1999,3,10,,,59,1999-03,
1999,3,11,,,62,1999-03,
1999,3,12,,,45,1999-03,
1999,3,13,,,62,1999-03,
1999,3,14,,,103,1999-03,
1999,3,15,,,117,1999-03,
1999,3,16,,,200,1999-03,
1999,3,17,,,210,1999-03,
1999,3,18,,,277,1999-03,
1999,3,19,,,282,1999-03,
1999,3,20,,,296,1999-03,
1999,3,21,,,311,1999-03,
1999,3,22,,,270,1999-03,
1999,3,23,,,259,1999-03,
1999,3,24,,,277,1999-03,
1999,3,25,,,265,1999-03,
1999,3,26,,,271,1999-03,
1999,3,27,,,294,1999-03,
1999,3,28,,,296,1999-03,
1999,3,29,,,324,1999-03,
1999,3,30,,,336,1999-03,
1999,3,31,,,331,1999-03,
1999,3,32,,,416,1999-03,
1999,3,33,,,406,1999-03,
1999,3,34,,,469,1999-03,
1999,3,35,,,510,1999-03,
1999,3,36,,,536,1999-03,
1999,3,37,,,611,1999-03,
1999,3,38,,,675,1999-03,
1999,3,39,,,718,1999-03,
1999,3,40,,,786,1999-03,
1999,3,41,,,787,1999-03,
1999,3,42,,,968,1999-03,
1999,3,43,,,1009,1999-03,
1999,3,44,,,1044,1999-03,
1999,3,45,,,1119,1999-03,
1999,3,46,,,1123,1999-03,
1999,3,47,,,1214,1999-03,
1999,3,48,,,1167,1999-03,
1999,3,49,,,1274,1999-03,
1999,3,50,,,1332,1999-03,
1999,3,51,,,1561,1999-03,
1999,3,52,,,1594,1999-03,
1999,3,53,,,1343,1999-03,
1999,3,54,,,1571,1999-03,
1999,3,55,,,1722,1999-03,
1999,3,56,,,1880,1999-03,
1999,3,57,,,1817,1999-03,
1999,3,58,,,1958,1999-03,
1999,3,59,,,2007,1999-03,
1999,3,60,,,2222,1999-03,
1999,3,61,,,2273,1999-03,
1999,3,62,,,2358,1999-03,
1999,3,63,,,2673,1999-03,
1999,3,64,,,2889,1999-03,
1999,3,65,,,2875,1999-03,
1999,3,66,,,3189,1999-03,
1999,3,67,,,3342,1999-03,
1999,3,68,,,3789,1999-03,
1999,3,69,,,4097,1999-03,
1999,3,70,,,4353,1999-03,
1999,3,71,,,4787,1999-03,
1999,3,72,,,4996,1999-03,
1999,3,73,,,5356,1999-03,
1999,3,74,,,5731,1999-03,
1999,3,75,,,5948,1999-03,
1999,3,76,,,6180,1999-03,
1999,3,77,,,6674,1999-03,
1999,3,78,,,6631,1999-03,
1999,3,79,,,6916,1999-03,
1999,3,80,,,6828,1999-03,
1999,3,81,,,6867,1999-03,
1999,3,82,,,7126,1999-03,
1999,3,83,,,7104,1999-03,
1999,3,84,,,7233,1999-03,
1999,3,85,,,7182,1999-03,
1999,3,86,,,7027,1999-03,
1999,3,87,,,6462,1999-03,
1999,3,88,,,6416,1999-03,
1999,3,89,,,5897,1999-03,
1999,3,90,,,5196,1999-03,
1999,3,91,,,4915,1999-03,
1999,3,92,,,4405,1999-03,
1999,3,93,,,3568,1999-03,
1999,3,94,,,3197,1999-03,
1999,3,95,,,2648,1999-03,
1999,3,96,,,2089,1999-03,
1999,3,97,,,1588,1999-03,
1999,3,98,,,1243,1999-03,
1999,3,99,,,847,1999-03,
1999,3,100,,,1902,1999-03,
1999,4,0,,,2337,1999-04,
1999,4,1,,,171,1999-04,
1999,4,2,,,104,1999-04,
1999,4,3,,,88,1999-04,
1999,4,4,,,55,1999-04,
1999,4,5,,,53,1999-04,
1999,4,6,,,61,1999-04,
1999,4,7,,,39,1999-04,
1999,4,8,,,54,1999-04,
1999,4,9,,,53,1999-04,
1999,4,10,,,43,1999-04,
1999,4,11,,,62,1999-04,
1999,4,12,,,68,1999-04,
1999,4,13,,,63,1999-04,
1999,4,14,,,99,1999-04,
1999,4,15,,,110,1999-04,
1999,4,16,,,180,1999-04,
1999,4,17,,,224,1999-04,
1999,4,18,,,270,1999-04,
1999,4,19,,,267,1999-04,
1999,4,20,,,271,1999-04,
1999,4,21,,,271,1999-04,
1999,4,22,,,254,1999-04,
1999,4,23,,,286,1999-04,
1999,4,24,,,245,1999-04,
1999,4,25,,,224,1999-04,
1999,4,26,,,294,1999-04,
1999,4,27,,,271,1999-04,
1999,4,28,,,306,1999-04,
1999,4,29,,,344,1999-04,
1999,4,30,,,350,1999-04,
1999,4,31,,,367,1999-04,
1999,4,32,,,361,1999-04,
1999,4,33,,,398,1999-04,
1999,4,34,,,476,1999-04,
1999,4,35,,,492,1999-04,
1999,4,36,,,573,1999-04,
1999,4,37,,,567,1999-04,
1999,4,38,,,644,1999-04,
1999,4,39,,,641,1999-04,
1999,4,40,,,755,1999-04,
1999,4,41,,,780,1999-04,
1999,4,42,,,847,1999-04,
1999,4,43,,,932,1999-04,
1999,4,44,,,1011,1999-04,
1999,4,45,,,989,1999-04,
1999,4,46,,,1053,1999-04,
1999,4,47,,,1140,1999-04,
1999,4,48,,,1130,1999-04,
1999,4,49,,,1240,1999-04,
1999,4,50,,,1236,1999-04,
1999,4,51,,,1384,1999-04,
1999,4,52,,,1491,1999-04,
1999,4,53,,,1290,1999-04,
1999,4,54,,,1411,1999-04,
1999,4,55,,,1576,1999-04,
1999,4,56,,,1726,1999-04,
1999,4,57,,,1700,1999-04,
1999,4,58,,,1710,1999-04,
1999,4,59,,,1800,1999-04,
1999,4,60,,,1940,1999-04,
1999,4,61,,,2058,1999-04,
1999,4,62,,,2104,1999-04,
1999,4,63,,,2338,1999-04,
1999,4,64,,,2601,1999-04,
1999,4,65,,,2637,1999-04,
1999,4,66,,,2815,1999-04,
1999,4,67,,,3002,1999-04,
1999,4,68,,,3300,1999-04,
1999,4,69,,,3689,1999-04,
1999,4,70,,,3796,1999-04,
1999,4,71,,,4150,1999-04,
1999,4,72,,,4509,1999-04,
1999,4,73,,,4586,1999-04,
1999,4,74,,,5034,1999-04,
1999,4,75,,,5229,1999-04,
1999,4,76,,,5291,1999-04,
1999,4,77,,,5713,1999-04,
1999,4,78,,,5732,1999-04,
1999,4,79,,,5982,1999-04,
1999,4,80,,,5839,1999-04,
1999,4,81,,,6027,1999-04,
1999,4,82,,,5917,1999-04,
1999,4,83,,,6143,1999-04,
1999,4,84,,,6091,1999-04,
1999,4,85,,,5885,1999-04,
1999,4,86,,,5883,1999-04,
1999,4,87,,,5246,1999-04,
1999,4,88,,,5298,1999-04,
1999,4,89,,,4816,1999-04,
1999,4,90,,,4315,1999-04,
1999,4,91,,,4089,1999-04,
1999,4,92,,,3482,1999-04,
1999,4,93,,,3013,1999-04,
1999,4,94,,,2610,1999-04,
1999,4,95,,,2076,1999-04,
1999,4,96,,,1631,1999-04,
1999,4,97,,,1265,1999-04,
1999,4,98,,,993,1999-04,
1999,4,99,,,713,1999-04,
1999,4,100,,,1445,1999-04,
1999,5,0,,,2347,1999-05,
1999,5,1,,,169,1999-05,
1999,5,2,,,107,1999-05,
1999,5,3,,,103,1999-05,
1999,5,4,,,57,1999-05,
1999,5,5,,,72,1999-05,
1999,5,6,,,55,1999-05,
1999,5,7,,,68,1999-05,
1999,5,8,,,55,1999-05,
1999,5,9,,,37,1999-05,
1999,5,10,,,55,1999-05,
1999,5,11,,,55,1999-05,
1999,5,12,,,62,1999-05,
1999,5,13,,,79,1999-05,
1999,5,14,,,95,1999-05,
1999,5,15,,,124,1999-05,
1999,5,16,,,207,1999-05,
1999,5,17,,,266,1999-05,
1999,5,18,,,318,1999-05,
1999,5,19,,,328,1999-05,
1999,5,20,,,288,1999-05,
1999,5,21,,,292,1999-05,
1999,5,22,,,290,1999-05,
1999,5,23,,,260,1999-05,
1999,5,24,,,265,1999-05,
1999,5,25,,,274,1999-05,
1999,5,26,,,260,1999-05,
1999,5,27,,,310,1999-05,
1999,5,28,,,323,1999-05,
1999,5,29,,,355,1999-05,
1999,5,30,,,363,1999-05,
1999,5,31,,,348,1999-05,
1999,5,32,,,399,1999-05,
1999,5,33,,,431,1999-05,
1999,5,34,,,465,1999-05,
1999,5,35,,,549,1999-05,
1999,5,36,,,566,1999-05,
1999,5,37,,,619,1999-05,
1999,5,38,,,648,1999-05,
1999,5,39,,,756,1999-05,
1999,5,40,,,746,1999-05,
1999,5,41,,,872,1999-05,
1999,5,42,,,879,1999-05,
1999,5,43,,,912,1999-05,
1999,5,44,,,989,1999-05,
1999,5,45,,,1007,1999-05,
1999,5,46,,,1082,1999-05,
1999,5,47,,,1125,1999-05,
1999,5,48,,,1191,1999-05,
1999,5,49,,,1227,1999-05,
1999,5,50,,,1288,1999-05,
1999,5,51,,,1364,1999-05,
1999,5,52,,,1538,1999-05,
1999,5,53,,,1289,1999-05,
1999,5,54,,,1491,1999-05,
1999,5,55,,,1673,1999-05,
1999,5,56,,,1773,1999-05,
1999,5,57,,,1707,1999-05,
1999,5,58,,,1726,1999-05,
1999,5,59,,,1818,1999-05,
1999,5,60,,,1878,1999-05,
1999,5,61,,,2106,1999-05,
1999,5,62,,,2138,1999-05,
1999,5,63,,,2330,1999-05,
1999,5,64,,,2618,1999-05,
1999,5,65,,,2471,1999-05,
1999,5,66,,,2828,1999-05,
1999,5,67,,,3028,1999-05,
1999,5,68,,,3282,1999-05,
1999,5,69,,,3502,1999-05,
1999,5,70,,,3747,1999-05,
1999,5,71,,,4052,1999-05,
1999,5,72,,,4387,1999-05,
1999,5,73,,,4628,1999-05,
1999,5,74,,,4866,1999-05,
1999,5,75,,,5096,1999-05,
1999,5,76,,,5217,1999-05,
1999,5,77,,,5482,1999-05,
1999,5,78,,,5532,1999-05,
1999,5,79,,,5681,1999-05,
1999,5,80,,,5776,1999-05,
1999,5,81,,,5685,1999-05,
1999,5,82,,,5705,1999-05,
1999,5,83,,,5767,1999-05,
1999,5,84,,,5720,1999-05,
1999,5,85,,,5686,1999-05,
1999,5,86,,,5310,1999-05,
1999,5,87,,,5285,1999-05,
1999,5,88,,,4936,1999-05,
1999,5,89,,,4592,1999-05,
1999,5,90,,,4211,1999-05,
1999,5,91,,,3723,1999-05,
1999,5,92,,,3391,1999-05,
1999,5,93,,,2767,1999-05,
1999,5,94,,,2430,1999-05,
1999,5,95,,,1977,1999-05,
1999,5,96,,,1577,1999-05,
1999,5,97,,,1163,1999-05,
1999,5,98,,,874,1999-05,
1999,5,99,,,696,1999-05,
1999,5,100,,,1394,1999-05,
1999,6,0,,,2296,1999-06,
1999,6,1,,,185,1999-06,
1999,6,2,,,117,1999-06,
1999,6,3,,,85,1999-06,
1999,6,4,,,85,1999-06,
1999,6,5,,,69,1999-06,
1999,6,6,,,58,1999-06,
1999,6,7,,,63,1999-06,
1999,6,8,,,80,1999-06,
1999,6,9,,,53,1999-06,
1999,6,10,,,68,1999-06,
1999,6,11,,,63,1999-06,
1999,6,12,,,67,1999-06,
1999,6,13,,,79,1999-06,
1999,6,14,,,104,1999-06,
1999,6,15,,,144,1999-06,
1999,6,16,,,199,1999-06,
1999,6,17,,,277,1999-06,
1999,6,18,,,312,1999-06,
1999,6,19,,,315,1999-06,
1999,6,20,,,322,1999-06,
1999,6,21,,,296,1999-06,
1999,6,22,,,274,1999-06,
1999,6,23,,,293,1999-06,
1999,6,24,,,250,1999-06,
1999,6,25,,,261,1999-06,
1999,6,26,,,280,1999-06,
1999,6,27,,,293,1999-06,
1999,6,28,,,307,1999-06,
1999,6,29,,,332,1999-06,
1999,6,30,,,315,1999-06,
1999,6,31,,,348,1999-06,
1999,6,32,,,399,1999-06,
1999,6,33,,,383,1999-06,
1999,6,34,,,477,1999-06,
1999,6,35,,,533,1999-06,
1999,6,36,,,576,1999-06,
1999,6,37,,,608,1999-06,
1999,6,38,,,660,1999-06,
1999,6,39,,,713,1999-06,
1999,6,40,,,761,1999-06,
1999,6,41,,,837,1999-06,
1999,6,42,,,824,1999-06,
1999,6,43,,,835,1999-06,
1999,6,44,,,976,1999-06,
1999,6,45,,,1021,1999-06,
1999,6,46,,,1051,1999-06,
1999,6,47,,,1040,1999-06,
1999,6,48,,,1112,1999-06,
1999,6,49,,,1240,1999-06,
1999,6,50,,,1205,1999-06,
1999,6,51,,,1371,1999-06,
1999,6,52,,,1498,1999-06,
1999,6,53,,,1255,1999-06,
1999,6,54,,,1392,1999-06,
1999,6,55,,,1484,1999-06,
1999,6,56,,,1709,1999-06,
1999,6,57,,,1598,1999-06,
1999,6,58,,,1628,1999-06,
1999,6,59,,,1740,1999-06,
1999,6,60,,,1850,1999-06,
1999,6,61,,,1915,1999-06,
1999,6,62,,,2071,1999-06,
1999,6,63,,,2146,1999-06,
1999,6,64,,,2401,1999-06,
1999,6,65,,,2418,1999-06,
1999,6,66,,,2629,1999-06,
1999,6,67,,,2893,1999-06,
1999,6,68,,,3023,1999-06,
1999,6,69,,,3369,1999-06,
1999,6,70,,,3597,1999-06,
1999,6,71,,,3718,1999-06,
1999,6,72,,,3964,1999-06,
1999,6,73,,,4351,1999-06,
1999,6,74,,,4568,1999-06,
1999,6,75,,,4769,1999-06,
1999,6,76,,,4957,1999-06,
1999,6,77,,,5203,1999-06,
1999,6,78,,,5478,1999-06,
1999,6,79,,,5331,1999-06,
1999,6,80,,,5243,1999-06,
1999,6,81,,,5171,1999-06,
1999,6,82,,,5284,1999-06,
1999,6,83,,,5262,1999-06,
1999,6,84,,,5240,1999-06,
1999,6,85,,,5182,1999-06,
1999,6,86,,,5051,1999-06,
1999,6,87,,,4885,1999-06,
1999,6,88,,,4543,1999-06,
1999,6,89,,,4230,1999-06,
1999,6,90,,,3693,1999-06,
1999,6,91,,,3543,1999-06,
1999,6,92,,,3099,1999-06,
1999,6,93,,,2551,1999-06,
1999,6,94,,,2208,1999-06,
1999,6,95,,,1812,1999-06,
1999,6,96,,,1493,1999-06,
1999,6,97,,,1068,1999-06,
1999,6,98,,,877,1999-06,
1999,6,99,,,567,1999-06,
1999,6,100,,,1249,1999-06,
1999,7,0,,,2321,1999-07,
1999,7,1,,,163,1999-07,
1999,7,2,,,140,1999-07,
1999,7,3,,,88,1999-07,
1999,7,4,,,79,1999-07,
1999,7,5,,,72,1999-07,
1999,7,6,,,70,1999-07,
1999,7,7,,,61,1999-07,
1999,7,8,,,72,1999-07,
1999,7,9,,,77,1999-07,
1999,7,10,,,74,1999-07,
1999,7,11,,,56,1999-07,
1999,7,12,,,64,1999-07,
1999,7,13,,,78,1999-07,
1999,7,14,,,111,1999-07,
1999,7,15,,,157,1999-07,
1999,7,16,,,250,1999-07,
1999,7,17,,,282,1999-07,
1999,7,18,,,308,1999-07,
1999,7,19,,,357,1999-07,
1999,7,20,,,337,1999-07,
1999,7,21,,,322,1999-07,
1999,7,22,,,330,1999-07,
1999,7,23,,,284,1999-07,
1999,7,24,,,301,1999-07,
1999,7,25,,,285,1999-07,
1999,7,26,,,317,1999-07,
1999,7,27,,,325,1999-07,
1999,7,28,,,334,1999-07,
1999,7,29,,,319,1999-07,
1999,7,30,,,343,1999-07,
1999,7,31,,,375,1999-07,
1999,7,32,,,396,1999-07,
1999,7,33,,,437,1999-07,
1999,7,34,,,491,1999-07,
1999,7,35,,,560,1999-07,
1999,7,36,,,554,1999-07,
1999,7,37,,,640,1999-07,
1999,7,38,,,684,1999-07,
1999,7,39,,,808,1999-07,
1999,7,40,,,779,1999-07,
1999,7,41,,,902,1999-07,
1999,7,42,,,926,1999-07,
1999,7,43,,,942,1999-07,
1999,7,44,,,989,1999-07,
1999,7,45,,,1035,1999-07,
1999,7,46,,,1101,1999-07,
1999,7,47,,,1102,1999-07,
1999,7,48,,,1195,1999-07,
1999,7,49,,,1244,1999-07,
1999,7,50,,,1328,1999-07,
1999,7,51,,,1389,1999-07,
1999,7,52,,,1684,1999-07,
1999,7,53,,,1330,1999-07,
1999,7,54,,,1415,1999-07,
1999,7,55,,,1545,1999-07,
1999,7,56,,,1732,1999-07,
1999,7,57,,,1628,1999-07,
1999,7,58,,,1836,1999-07,
1999,7,59,,,1800,1999-07,
1999,7,60,,,1867,1999-07,
1999,7,61,,,2058,1999-07,
1999,7,62,,,2091,1999-07,
1999,7,63,,,2257,1999-07,
1999,7,64,,,2418,1999-07,
1999,7,65,,,2497,1999-07,
1999,7,66,,,2761,1999-07,
1999,7,67,,,2966,1999-07,
1999,7,68,,,3102,1999-07,
1999,7,69,,,3587,1999-07,
1999,7,70,,,3640,1999-07,
1999,7,71,,,3935,1999-07,
1999,7,72,,,4286,1999-07,
1999,7,73,,,4343,1999-07,
1999,7,74,,,4731,1999-07,
1999,7,75,,,4831,1999-07,
1999,7,76,,,4933,1999-07,
1999,7,77,,,5311,1999-07,
1999,7,78,,,5480,1999-07,
1999,7,79,,,5548,1999-07,
1999,7,80,,,5361,1999-07,
1999,7,81,,,5580,1999-07,
1999,7,82,,,5560,1999-07,
1999,7,83,,,5311,1999-07,
1999,7,84,,,5579,1999-07,
1999,7,85,,,5432,1999-07,
1999,7,86,,,5285,1999-07,
1999,7,87,,,4957,1999-07,
1999,7,88,,,4619,1999-07,
1999,7,89,,,4312,1999-07,
1999,7,90,,,3919,1999-07,
1999,7,91,,,3709,1999-07,
1999,7,92,,,3117,1999-07,
1999,7,93,,,2624,1999-07,
1999,7,94,,,2289,1999-07,
1999,7,95,,,1908,1999-07,
1999,7,96,,,1493,1999-07,
1999,7,97,,,1152,1999-07,
1999,7,98,,,873,1999-07,
1999,7,99,,,613,1999-07,
1999,7,100,,,1278,1999-07,
1999,8,0,,,2313,1999-08,
1999,8,1,,,166,1999-08,
1999,8,2,,,113,1999-08,
1999,8,3,,,73,1999-08,
1999,8,4,,,74,1999-08,
1999,8,5,,,66,1999-08,
1999,8,6,,,62,1999-08,
1999,8,7,,,72,1999-08,
1999,8,8,,,55,1999-08,
1999,8,9,,,68,1999-08,
1999,8,10,,,60,1999-08,
1999,8,11,,,69,1999-08,
1999,8,12,,,74,1999-08,
1999,8,13,,,88,1999-08,
1999,8,14,,,109,1999-08,
1999,8,15,,,142,1999-08,
1999,8,16,,,227,1999-08,
1999,8,17,,,271,1999-08,
1999,8,18,,,322,1999-08,
1999,8,19,,,345,1999-08,
1999,8,20,,,326,1999-08,
1999,8,21,,,326,1999-08,
1999,8,22,,,308,1999-08,
1999,8,23,,,266,1999-08,
1999,8,24,,,289,1999-08,
1999,8,25,,,309,1999-08,
1999,8,26,,,272,1999-08,
1999,8,27,,,305,1999-08,
1999,8,28,,,358,1999-08,
1999,8,29,,,318,1999-08,
1999,8,30,,,327,1999-08,
1999,8,31,,,333,1999-08,
1999,8,32,,,405,1999-08,
1999,8,33,,,419,1999-08,
1999,8,34,,,470,1999-08,
1999,8,35,,,559,1999-08,
1999,8,36,,,574,1999-08,
1999,8,37,,,642,1999-08,
1999,8,38,,,689,1999-08,
1999,8,39,,,716,1999-08,
1999,8,40,,,758,1999-08,
1999,8,41,,,799,1999-08,
1999,8,42,,,857,1999-08,
1999,8,43,,,925,1999-08,
1999,8,44,,,993,1999-08,
1999,8,45,,,972,1999-08,
1999,8,46,,,1112,1999-08,
1999,8,47,,,1088,1999-08,
1999,8,48,,,1123,1999-08,
1999,8,49,,,1215,1999-08,
1999,8,50,,,1309,1999-08,
1999,8,51,,,1333,1999-08,
1999,8,52,,,1463,1999-08,
1999,8,53,,,1245,1999-08,
1999,8,54,,,1367,1999-08,
1999,8,55,,,1422,1999-08,
1999,8,56,,,1802,1999-08,
1999,8,57,,,1660,1999-08,
1999,8,58,,,1680,1999-08,
1999,8,59,,,1779,1999-08,
1999,8,60,,,1811,1999-08,
1999,8,61,,,2017,1999-08,
1999,8,62,,,2081,1999-08,
1999,8,63,,,2165,1999-08,
1999,8,64,,,2469,1999-08,
1999,8,65,,,2475,1999-08,
1999,8,66,,,2669,1999-08,
1999,8,67,,,2951,1999-08,
1999,8,68,,,3086,1999-08,
1999,8,69,,,3370,1999-08,
1999,8,70,,,3504,1999-08,
1999,8,71,,,3806,1999-08,
1999,8,72,,,4046,1999-08,
1999,8,73,,,4321,1999-08,
1999,8,74,,,4465,1999-08,
1999,8,75,,,4812,1999-08,
1999,8,76,,,5009,1999-08,
1999,8,77,,,5279,1999-08,
1999,8,78,,,5307,1999-08,
1999,8,79,,,5396,1999-08,
1999,8,80,,,5090,1999-08,
1999,8,81,,,5538,1999-08,
1999,8,82,,,5357,1999-08,
1999,8,83,,,5257,1999-08,
1999,8,84,,,5448,1999-08,
1999,8,85,,,5321,1999-08,
1999,8,86,,,5148,1999-08,
1999,8,87,,,4805,1999-08,
1999,8,88,,,4743,1999-08,
