year,month,age,pop,pop0,dead,date,persondays
2007,8,52,,,1747,2007-08,
2007,8,53,,,1845,2007-08,
2007,8,54,,,1908,2007-08,
2007,8,55,,,2007,2007-08,
2007,8,56,,,2061,2007-08,
2007,8,57,,,2134,2007-08,
2007,8,58,,,2303,2007-08,
2007,8,59,,,2389,2007-08,
2007,8,60,,,2734,2007-08,
2007,8,61,,,2218,2007-08,
2007,8,62,,,2273,2007-08,
2007,8,63,,,2488,2007-08,
2007,8,64,,,2808,2007-08,
2007,8,65,,,2785,2007-08,
2007,8,66,,,2713,2007-08,
2007,8,67,,,2775,2007-08,
2007,8,68,,,2860,2007-08,
2007,8,69,,,3078,2007-08,
2007,8,70,,,3014,2007-08,
2007,8,71,,,3288,2007-08,
2007,8,72,,,3415,2007-08,
2007,8,73,,,3392,2007-08,
2007,8,74,,,3700,2007-08,
2007,8,75,,,4021,2007-08,
2007,8,76,,,4227,2007-08,
2007,8,77,,,4516,2007-08,
2007,8,78,,,4701,2007-08,
2007,8,79,,,5043,2007-08,
2007,8,80,,,5383,2007-08,
2007,8,81,,,5487,2007-08,
2007,8,82,,,5820,2007-08,
2007,8,83,,,5885,2007-08,
2007,8,84,,,5812,2007-08,
2007,8,85,,,5877,2007-08,
2007,8,86,,,5943,2007-08,
2007,8,87,,,5722,2007-08,
2007,8,88,,,4985,2007-08,
2007,8,89,,,5004,2007-08,
2007,8,90,,,4423,2007-08,
2007,8,91,,,4168,2007-08,
2007,8,92,,,3676,2007-08,
2007,8,93,,,3224,2007-08,
2007,8,94,,,2656,2007-08,
2007,8,95,,,2253,2007-08,
2007,8,96,,,1641,2007-08,
2007,8,97,,,1354,2007-08,
2007,8,98,,,1051,2007-08,
2007,8,99,,,748,2007-08,
2007,8,100,,,1400,2007-08,
2007,9,0,,,2353,2007-09,
2007,9,1,,,152,2007-09,
2007,9,2,,,84,2007-09,
2007,9,3,,,58,2007-09,
2007,9,4,,,42,2007-09,
2007,9,5,,,50,2007-09,
2007,9,6,,,43,2007-09,
2007,9,7,,,38,2007-09,
2007,9,8,,,35,2007-09,
2007,9,9,,,29,2007-09,
2007,9,10,,,50,2007-09,
2007,9,11,,,45,2007-09,
2007,9,12,,,60,2007-09,
2007,9,13,,,66,2007-09,
2007,9,14,,,86,2007-09,
2007,9,15,,,98,2007-09,
2007,9,16,,,142,2007-09,
2007,9,17,,,206,2007-09,
2007,9,18,,,268,2007-09,
2007,9,19,,,331,2007-09,
2007,9,20,,,307,2007-09,
2007,9,21,,,339,2007-09,
2007,9,22,,,390,2007-09,
2007,9,23,,,345,2007-09,
2007,9,24,,,356,2007-09,
2007,9,25,,,339,2007-09,
2007,9,26,,,345,2007-09,
2007,9,27,,,342,2007-09,
2007,9,28,,,359,2007-09,
2007,9,29,,,346,2007-09,
2007,9,30,,,346,2007-09,
2007,9,31,,,321,2007-09,
2007,9,32,,,339,2007-09,
2007,9,33,,,380,2007-09,
2007,9,34,,,416,2007-09,
2007,9,35,,,408,2007-09,
2007,9,36,,,472,2007-09,
2007,9,37,,,528,2007-09,
2007,9,38,,,549,2007-09,
2007,9,39,,,600,2007-09,
2007,9,40,,,564,2007-09,
2007,9,41,,,679,2007-09,
2007,9,42,,,813,2007-09,
2007,9,43,,,909,2007-09,
2007,9,44,,,1012,2007-09,
2007,9,45,,,1123,2007-09,
2007,9,46,,,1145,2007-09,
2007,9,47,,,1298,2007-09,
2007,9,48,,,1349,2007-09,
2007,9,49,,,1445,2007-09,
2007,9,50,,,1572,2007-09,
2007,9,51,,,1681,2007-09,
2007,9,52,,,1677,2007-09,
2007,9,53,,,1787,2007-09,
2007,9,54,,,1858,2007-09,
2007,9,55,,,1984,2007-09,
2007,9,56,,,1941,2007-09,
2007,9,57,,,2130,2007-09,
2007,9,58,,,2193,2007-09,
2007,9,59,,,2260,2007-09,
2007,9,60,,,2713,2007-09,
2007,9,61,,,2199,2007-09,
2007,9,62,,,2226,2007-09,
2007,9,63,,,2471,2007-09,
2007,9,64,,,2725,2007-09,
2007,9,65,,,2717,2007-09,
2007,9,66,,,2579,2007-09,
2007,9,67,,,2666,2007-09,
2007,9,68,,,2680,2007-09,
2007,9,69,,,2939,2007-09,
2007,9,70,,,2927,2007-09,
2007,9,71,,,3162,2007-09,
2007,9,72,,,3489,2007-09,
2007,9,73,,,3391,2007-09,
2007,9,74,,,3698,2007-09,
2007,9,75,,,3955,2007-09,
2007,9,76,,,4185,2007-09,
2007,9,77,,,4537,2007-09,
2007,9,78,,,4665,2007-09,
2007,9,79,,,4760,2007-09,
2007,9,80,,,5226,2007-09,
2007,9,81,,,5350,2007-09,
2007,9,82,,,5671,2007-09,
2007,9,83,,,5870,2007-09,
2007,9,84,,,5781,2007-09,
2007,9,85,,,5867,2007-09,
2007,9,86,,,5821,2007-09,
2007,9,87,,,5713,2007-09,
2007,9,88,,,4998,2007-09,
2007,9,89,,,4900,2007-09,
2007,9,90,,,4542,2007-09,
2007,9,91,,,4154,2007-09,
2007,9,92,,,3812,2007-09,
2007,9,93,,,3255,2007-09,
2007,9,94,,,2689,2007-09,
2007,9,95,,,2313,2007-09,
2007,9,96,,,1730,2007-09,
2007,9,97,,,1334,2007-09,
2007,9,98,,,1022,2007-09,
2007,9,99,,,763,2007-09,
2007,9,100,,,1474,2007-09,
2007,10,0,,,2446,2007-10,
2007,10,1,,,149,2007-10,
2007,10,2,,,89,2007-10,
2007,10,3,,,58,2007-10,
2007,10,4,,,61,2007-10,
2007,10,5,,,37,2007-10,
2007,10,6,,,41,2007-10,
2007,10,7,,,43,2007-10,
2007,10,8,,,32,2007-10,
2007,10,9,,,29,2007-10,
2007,10,10,,,41,2007-10,
2007,10,11,,,34,2007-10,
2007,10,12,,,46,2007-10,
2007,10,13,,,56,2007-10,
2007,10,14,,,69,2007-10,
2007,10,15,,,102,2007-10,
2007,10,16,,,171,2007-10,
2007,10,17,,,201,2007-10,
2007,10,18,,,289,2007-10,
2007,10,19,,,281,2007-10,
2007,10,20,,,334,2007-10,
2007,10,21,,,340,2007-10,
2007,10,22,,,357,2007-10,
2007,10,23,,,349,2007-10,
2007,10,24,,,347,2007-10,
2007,10,25,,,357,2007-10,
2007,10,26,,,326,2007-10,
2007,10,27,,,362,2007-10,
2007,10,28,,,347,2007-10,
2007,10,29,,,338,2007-10,
2007,10,30,,,348,2007-10,
2007,10,31,,,343,2007-10,
2007,10,32,,,347,2007-10,
2007,10,33,,,358,2007-10,
2007,10,34,,,378,2007-10,
2007,10,35,,,416,2007-10,
2007,10,36,,,481,2007-10,
2007,10,37,,,517,2007-10,
2007,10,38,,,553,2007-10,
2007,10,39,,,559,2007-10,
2007,10,40,,,645,2007-10,
2007,10,41,,,670,2007-10,
2007,10,42,,,797,2007-10,
2007,10,43,,,916,2007-10,
2007,10,44,,,1007,2007-10,
2007,10,45,,,1071,2007-10,
2007,10,46,,,1237,2007-10,
2007,10,47,,,1255,2007-10,
2007,10,48,,,1375,2007-10,
2007,10,49,,,1477,2007-10,
2007,10,50,,,1640,2007-10,
2007,10,51,,,1758,2007-10,
2007,10,52,,,1777,2007-10,
2007,10,53,,,1906,2007-10,
2007,10,54,,,1911,2007-10,
2007,10,55,,,2056,2007-10,
2007,10,56,,,2080,2007-10,
2007,10,57,,,2171,2007-10,
2007,10,58,,,2237,2007-10,
2007,10,59,,,2435,2007-10,
2007,10,60,,,2729,2007-10,
2007,10,61,,,2419,2007-10,
2007,10,62,,,2373,2007-10,
2007,10,63,,,2543,2007-10,
2007,10,64,,,2956,2007-10,
2007,10,65,,,2869,2007-10,
2007,10,66,,,2801,2007-10,
2007,10,67,,,2808,2007-10,
2007,10,68,,,2858,2007-10,
2007,10,69,,,3094,2007-10,
2007,10,70,,,3040,2007-10,
2007,10,71,,,3411,2007-10,
2007,10,72,,,3530,2007-10,
2007,10,73,,,3670,2007-10,
2007,10,74,,,3910,2007-10,
2007,10,75,,,4164,2007-10,
2007,10,76,,,4443,2007-10,
2007,10,77,,,4792,2007-10,
2007,10,78,,,4828,2007-10,
2007,10,79,,,5325,2007-10,
2007,10,80,,,5527,2007-10,
2007,10,81,,,5704,2007-10,
2007,10,82,,,5995,2007-10,
2007,10,83,,,6138,2007-10,
2007,10,84,,,6219,2007-10,
2007,10,85,,,6184,2007-10,
2007,10,86,,,6243,2007-10,
2007,10,87,,,6115,2007-10,
2007,10,88,,,5312,2007-10,
2007,10,89,,,5245,2007-10,
2007,10,90,,,4858,2007-10,
2007,10,91,,,4323,2007-10,
2007,10,92,,,3956,2007-10,
2007,10,93,,,3533,2007-10,
2007,10,94,,,2923,2007-10,
2007,10,95,,,2397,2007-10,
2007,10,96,,,1864,2007-10,
2007,10,97,,,1505,2007-10,
2007,10,98,,,1141,2007-10,
2007,10,99,,,818,2007-10,
2007,10,100,,,1603,2007-10,
2007,11,0,,,2431,2007-11,
2007,11,1,,,165,2007-11,
2007,11,2,,,116,2007-11,
2007,11,3,,,67,2007-11,
2007,11,4,,,47,2007-11,
2007,11,5,,,44,2007-11,
2007,11,6,,,38,2007-11,
2007,11,7,,,42,2007-11,
2007,11,8,,,51,2007-11,
2007,11,9,,,42,2007-11,
2007,11,10,,,36,2007-11,
2007,11,11,,,44,2007-11,
2007,11,12,,,37,2007-11,
2007,11,13,,,68,2007-11,
2007,11,14,,,69,2007-11,
2007,11,15,,,111,2007-11,
2007,11,16,,,160,2007-11,
2007,11,17,,,197,2007-11,
2007,11,18,,,284,2007-11,
2007,11,19,,,289,2007-11,
2007,11,20,,,310,2007-11,
2007,11,21,,,354,2007-11,
2007,11,22,,,347,2007-11,
2007,11,23,,,300,2007-11,
2007,11,24,,,353,2007-11,
2007,11,25,,,316,2007-11,
2007,11,26,,,353,2007-11,
2007,11,27,,,310,2007-11,
2007,11,28,,,323,2007-11,
2007,11,29,,,359,2007-11,
2007,11,30,,,368,2007-11,
2007,11,31,,,298,2007-11,
2007,11,32,,,318,2007-11,
2007,11,33,,,348,2007-11,
2007,11,34,,,410,2007-11,
2007,11,35,,,422,2007-11,
2007,11,36,,,467,2007-11,
2007,11,37,,,482,2007-11,
2007,11,38,,,518,2007-11,
2007,11,39,,,530,2007-11,
2007,11,40,,,581,2007-11,
2007,11,41,,,669,2007-11,
2007,11,42,,,761,2007-11,
2007,11,43,,,859,2007-11,
2007,11,44,,,984,2007-11,
2007,11,45,,,1080,2007-11,
2007,11,46,,,1185,2007-11,
2007,11,47,,,1243,2007-11,
2007,11,48,,,1373,2007-11,
2007,11,49,,,1462,2007-11,
2007,11,50,,,1610,2007-11,
2007,11,51,,,1643,2007-11,
2007,11,52,,,1690,2007-11,
2007,11,53,,,1880,2007-11,
2007,11,54,,,1906,2007-11,
2007,11,55,,,1965,2007-11,
2007,11,56,,,2099,2007-11,
2007,11,57,,,2201,2007-11,
2007,11,58,,,2269,2007-11,
2007,11,59,,,2447,2007-11,
2007,11,60,,,2601,2007-11,
2007,11,61,,,2449,2007-11,
2007,11,62,,,2363,2007-11,
2007,11,63,,,2604,2007-11,
2007,11,64,,,2800,2007-11,
2007,11,65,,,2854,2007-11,
2007,11,66,,,2800,2007-11,
2007,11,67,,,2878,2007-11,
2007,11,68,,,2913,2007-11,
2007,11,69,,,3097,2007-11,
2007,11,70,,,3219,2007-11,
2007,11,71,,,3316,2007-11,
2007,11,72,,,3495,2007-11,
2007,11,73,,,3716,2007-11,
2007,11,74,,,3697,2007-11,
2007,11,75,,,4144,2007-11,
2007,11,76,,,4311,2007-11,
2007,11,77,,,4877,2007-11,
2007,11,78,,,4974,2007-11,
2007,11,79,,,5279,2007-11,
2007,11,80,,,5777,2007-11,
2007,11,81,,,5838,2007-11,
2007,11,82,,,6068,2007-11,
2007,11,83,,,6226,2007-11,
2007,11,84,,,6313,2007-11,
2007,11,85,,,6409,2007-11,
2007,11,86,,,6491,2007-11,
2007,11,87,,,6273,2007-11,
2007,11,88,,,5442,2007-11,
2007,11,89,,,5434,2007-11,
2007,11,90,,,5060,2007-11,
2007,11,91,,,4355,2007-11,
2007,11,92,,,4119,2007-11,
2007,11,93,,,3528,2007-11,
2007,11,94,,,2913,2007-11,
2007,11,95,,,2547,2007-11,
2007,11,96,,,1937,2007-11,
2007,11,97,,,1560,2007-11,
2007,11,98,,,1136,2007-11,
2007,11,99,,,814,2007-11,
2007,11,100,,,1764,2007-11,
2007,12,0,,,2453,2007-12,
2007,12,1,,,155,2007-12,
2007,12,2,,,92,2007-12,
2007,12,3,,,76,2007-12,
2007,12,4,,,43,2007-12,
2007,12,5,,,59,2007-12,
2007,12,6,,,50,2007-12,
2007,12,7,,,44,2007-12,
2007,12,8,,,46,2007-12,
2007,12,9,,,45,2007-12,
2007,12,10,,,49,2007-12,
2007,12,11,,,45,2007-12,
2007,12,12,,,44,2007-12,
2007,12,13,,,59,2007-12,
2007,12,14,,,77,2007-12,
2007,12,15,,,100,2007-12,
2007,12,16,,,153,2007-12,
2007,12,17,,,175,2007-12,
2007,12,18,,,272,2007-12,
2007,12,19,,,331,2007-12,
2007,12,20,,,311,2007-12,
2007,12,21,,,297,2007-12,
2007,12,22,,,335,2007-12,
2007,12,23,,,327,2007-12,
2007,12,24,,,382,2007-12,
2007,12,25,,,329,2007-12,
2007,12,26,,,391,2007-12,
2007,12,27,,,344,2007-12,
2007,12,28,,,364,2007-12,
2007,12,29,,,367,2007-12,
2007,12,30,,,355,2007-12,
2007,12,31,,,359,2007-12,
2007,12,32,,,355,2007-12,
2007,12,33,,,343,2007-12,
2007,12,34,,,373,2007-12,
2007,12,35,,,456,2007-12,
2007,12,36,,,466,2007-12,
2007,12,37,,,534,2007-12,
2007,12,38,,,529,2007-12,
2007,12,39,,,584,2007-12,
2007,12,40,,,671,2007-12,
2007,12,41,,,731,2007-12,
2007,12,42,,,765,2007-12,
2007,12,43,,,922,2007-12,
2007,12,44,,,1026,2007-12,
2007,12,45,,,1149,2007-12,
2007,12,46,,,1230,2007-12,
2007,12,47,,,1395,2007-12,
2007,12,48,,,1457,2007-12,
2007,12,49,,,1503,2007-12,
2007,12,50,,,1645,2007-12,
2007,12,51,,,1848,2007-12,
2007,12,52,,,1910,2007-12,
2007,12,53,,,1941,2007-12,
2007,12,54,,,2120,2007-12,
2007,12,55,,,2160,2007-12,
2007,12,56,,,2257,2007-12,
2007,12,57,,,2383,2007-12,
2007,12,58,,,2352,2007-12,
2007,12,59,,,2515,2007-12,
2007,12,60,,,2871,2007-12,
2007,12,61,,,2620,2007-12,
2007,12,62,,,2407,2007-12,
2007,12,63,,,2789,2007-12,
2007,12,64,,,3102,2007-12,
2007,12,65,,,3145,2007-12,
2007,12,66,,,3060,2007-12,
2007,12,67,,,3084,2007-12,
2007,12,68,,,3139,2007-12,
2007,12,69,,,3368,2007-12,
2007,12,70,,,3444,2007-12,
2007,12,71,,,3536,2007-12,
2007,12,72,,,3859,2007-12,
2007,12,73,,,4209,2007-12,
2007,12,74,,,4091,2007-12,
2007,12,75,,,4653,2007-12,
2007,12,76,,,4758,2007-12,
2007,12,77,,,5087,2007-12,
2007,12,78,,,5405,2007-12,
2007,12,79,,,5754,2007-12,
2007,12,80,,,6043,2007-12,
2007,12,81,,,6335,2007-12,
2007,12,82,,,6517,2007-12,
2007,12,83,,,6853,2007-12,
2007,12,84,,,6773,2007-12,
2007,12,85,,,6911,2007-12,
2007,12,86,,,7034,2007-12,
2007,12,87,,,6843,2007-12,
2007,12,88,,,6038,2007-12,
2007,12,89,,,5880,2007-12,
2007,12,90,,,5516,2007-12,
2007,12,91,,,4913,2007-12,
2007,12,92,,,4384,2007-12,
2007,12,93,,,3983,2007-12,
2007,12,94,,,3291,2007-12,
2007,12,95,,,2863,2007-12,
2007,12,96,,,2111,2007-12,
2007,12,97,,,1766,2007-12,
2007,12,98,,,1255,2007-12,
2007,12,99,,,917,2007-12,
2007,12,100,,,1846,2007-12,
2008,1,0,,,2498,2008-01,
2008,1,1,,,178,2008-01,
2008,1,2,,,116,2008-01,
2008,1,3,,,60,2008-01,
2008,1,4,,,58,2008-01,
2008,1,5,,,44,2008-01,
2008,1,6,,,47,2008-01,
2008,1,7,,,41,2008-01,
2008,1,8,,,44,2008-01,
2008,1,9,,,38,2008-01,
2008,1,10,,,46,2008-01,
2008,1,11,,,50,2008-01,
2008,1,12,,,44,2008-01,
2008,1,13,,,61,2008-01,
2008,1,14,,,76,2008-01,
2008,1,15,,,112,2008-01,
2008,1,16,,,169,2008-01,
2008,1,17,,,196,2008-01,
2008,1,18,,,264,2008-01,
2008,1,19,,,264,2008-01,
2008,1,20,,,349,2008-01,
2008,1,21,,,343,2008-01,
2008,1,22,,,337,2008-01,
2008,1,23,,,305,2008-01,
2008,1,24,,,319,2008-01,
2008,1,25,,,342,2008-01,
2008,1,26,,,337,2008-01,
2008,1,27,,,344,2008-01,
2008,1,28,,,362,2008-01,
2008,1,29,,,332,2008-01,
2008,1,30,,,363,2008-01,
2008,1,31,,,358,2008-01,
2008,1,32,,,345,2008-01,
2008,1,33,,,364,2008-01,
2008,1,34,,,386,2008-01,
2008,1,35,,,384,2008-01,
2008,1,36,,,506,2008-01,
2008,1,37,,,579,2008-01,
2008,1,38,,,550,2008-01,
2008,1,39,,,572,2008-01,
2008,1,40,,,599,2008-01,
2008,1,41,,,710,2008-01,
2008,1,42,,,809,2008-01,
2008,1,43,,,943,2008-01,
2008,1,44,,,1049,2008-01,
2008,1,45,,,1102,2008-01,
2008,1,46,,,1243,2008-01,
2008,1,47,,,1340,2008-01,
2008,1,48,,,1477,2008-01,
2008,1,49,,,1635,2008-01,
2008,1,50,,,1770,2008-01,
2008,1,51,,,1804,2008-01,
2008,1,52,,,1903,2008-01,
2008,1,53,,,2013,2008-01,
2008,1,54,,,2064,2008-01,
2008,1,55,,,2145,2008-01,
2008,1,56,,,2221,2008-01,
2008,1,57,,,2323,2008-01,
2008,1,58,,,2515,2008-01,
2008,1,59,,,2609,2008-01,
2008,1,60,,,2885,2008-01,
2008,1,61,,,2754,2008-01,
2008,1,62,,,2552,2008-01,
2008,1,63,,,2820,2008-01,
2008,1,64,,,3109,2008-01,
2008,1,65,,,3226,2008-01,
2008,1,66,,,3026,2008-01,
2008,1,67,,,3190,2008-01,
2008,1,68,,,3239,2008-01,
2008,1,69,,,3524,2008-01,
2008,1,70,,,3528,2008-01,
2008,1,71,,,3684,2008-01,
2008,1,72,,,4121,2008-01,
2008,1,73,,,4074,2008-01,
2008,1,74,,,4185,2008-01,
2008,1,75,,,4678,2008-01,
2008,1,76,,,4886,2008-01,
2008,1,77,,,5352,2008-01,
2008,1,78,,,5692,2008-01,
2008,1,79,,,6134,2008-01,
2008,1,80,,,6214,2008-01,
2008,1,81,,,6505,2008-01,
2008,1,82,,,6894,2008-01,
2008,1,83,,,7096,2008-01,
2008,1,84,,,7003,2008-01,
2008,1,85,,,7256,2008-01,
2008,1,86,,,7392,2008-01,
2008,1,87,,,7069,2008-01,
2008,1,88,,,6428,2008-01,
2008,1,89,,,6287,2008-01,
2008,1,90,,,5819,2008-01,
2008,1,91,,,5264,2008-01,
2008,1,92,,,4550,2008-01,
2008,1,93,,,4175,2008-01,
2008,1,94,,,3462,2008-01,
2008,1,95,,,2938,2008-01,
2008,1,96,,,2288,2008-01,
2008,1,97,,,1834,2008-01,
2008,1,98,,,1351,2008-01,
2008,1,99,,,982,2008-01,
2008,1,100,,,1976,2008-01,
2008,2,0,,,2338,2008-02,
2008,2,1,,,179,2008-02,
2008,2,2,,,102,2008-02,
2008,2,3,,,80,2008-02,
2008,2,4,,,60,2008-02,
2008,2,5,,,52,2008-02,
2008,2,6,,,50,2008-02,
2008,2,7,,,50,2008-02,
2008,2,8,,,53,2008-02,
2008,2,9,,,45,2008-02,
2008,2,10,,,39,2008-02,
2008,2,11,,,47,2008-02,
2008,2,12,,,48,2008-02,
2008,2,13,,,59,2008-02,
2008,2,14,,,62,2008-02,
2008,2,15,,,106,2008-02,
2008,2,16,,,119,2008-02,
2008,2,17,,,164,2008-02,
2008,2,18,,,231,2008-02,
2008,2,19,,,288,2008-02,
2008,2,20,,,282,2008-02,
2008,2,21,,,313,2008-02,
2008,2,22,,,308,2008-02,
2008,2,23,,,334,2008-02,
2008,2,24,,,348,2008-02,
2008,2,25,,,324,2008-02,
2008,2,26,,,317,2008-02,
2008,2,27,,,335,2008-02,
2008,2,28,,,333,2008-02,
2008,2,29,,,324,2008-02,
2008,2,30,,,328,2008-02,
2008,2,31,,,333,2008-02,
2008,2,32,,,345,2008-02,
2008,2,33,,,362,2008-02,
2008,2,34,,,367,2008-02,
2008,2,35,,,435,2008-02,
2008,2,36,,,464,2008-02,
2008,2,37,,,570,2008-02,
2008,2,38,,,545,2008-02,
2008,2,39,,,568,2008-02,
2008,2,40,,,618,2008-02,
2008,2,41,,,682,2008-02,
2008,2,42,,,788,2008-02,
2008,2,43,,,925,2008-02,
2008,2,44,,,1025,2008-02,
2008,2,45,,,1118,2008-02,
2008,2,46,,,1207,2008-02,
2008,2,47,,,1375,2008-02,
2008,2,48,,,1470,2008-02,
2008,2,49,,,1605,2008-02,
2008,2,50,,,1730,2008-02,
2008,2,51,,,1810,2008-02,
2008,2,52,,,1897,2008-02,
2008,2,53,,,1946,2008-02,
2008,2,54,,,2018,2008-02,
2008,2,55,,,2181,2008-02,
2008,2,56,,,2176,2008-02,
2008,2,57,,,2265,2008-02,
2008,2,58,,,2498,2008-02,
2008,2,59,,,2530,2008-02,
2008,2,60,,,2937,2008-02,
2008,2,61,,,2893,2008-02,
2008,2,62,,,2490,2008-02,
2008,2,63,,,2724,2008-02,
2008,2,64,,,3106,2008-02,
2008,2,65,,,3216,2008-02,
2008,2,66,,,3042,2008-02,
2008,2,67,,,3069,2008-02,
2008,2,68,,,3185,2008-02,
2008,2,69,,,3412,2008-02,
2008,2,70,,,3484,2008-02,
2008,2,71,,,3560,2008-02,
2008,2,72,,,3998,2008-02,
2008,2,73,,,4153,2008-02,
2008,2,74,,,4140,2008-02,
2008,2,75,,,4533,2008-02,
2008,2,76,,,4916,2008-02,
2008,2,77,,,5325,2008-02,
2008,2,78,,,5559,2008-02,
2008,2,79,,,5932,2008-02,
2008,2,80,,,6154,2008-02,
2008,2,81,,,6444,2008-02,
2008,2,82,,,6740,2008-02,
2008,2,83,,,7088,2008-02,
2008,2,84,,,7141,2008-02,
2008,2,85,,,7260,2008-02,
2008,2,86,,,7494,2008-02,
2008,2,87,,,7192,2008-02,
2008,2,88,,,6564,2008-02,
2008,2,89,,,6331,2008-02,
2008,2,90,,,5762,2008-02,
2008,2,91,,,5255,2008-02,
2008,2,92,,,4824,2008-02,
2008,2,93,,,4370,2008-02,
2008,2,94,,,3717,2008-02,
2008,2,95,,,3076,2008-02,
2008,2,96,,,2352,2008-02,
2008,2,97,,,1870,2008-02,
2008,2,98,,,1378,2008-02,
2008,2,99,,,1036,2008-02,
2008,2,100,,,2130,2008-02,
2008,3,0,,,2453,2008-03,
2008,3,1,,,192,2008-03,
2008,3,2,,,101,2008-03,
2008,3,3,,,78,2008-03,
2008,3,4,,,67,2008-03,
2008,3,5,,,57,2008-03,
2008,3,6,,,48,2008-03,
2008,3,7,,,38,2008-03,
2008,3,8,,,49,2008-03,
2008,3,9,,,32,2008-03,
2008,3,10,,,39,2008-03,
2008,3,11,,,52,2008-03,
2008,3,12,,,50,2008-03,
2008,3,13,,,80,2008-03,
2008,3,14,,,82,2008-03,
2008,3,15,,,118,2008-03,
2008,3,16,,,139,2008-03,
2008,3,17,,,185,2008-03,
2008,3,18,,,280,2008-03,
2008,3,19,,,290,2008-03,
2008,3,20,,,293,2008-03,
2008,3,21,,,305,2008-03,
2008,3,22,,,363,2008-03,
2008,3,23,,,351,2008-03,
2008,3,24,,,323,2008-03,
2008,3,25,,,318,2008-03,
2008,3,26,,,350,2008-03,
2008,3,27,,,359,2008-03,
2008,3,28,,,399,2008-03,
2008,3,29,,,371,2008-03,
2008,3,30,,,357,2008-03,
2008,3,31,,,339,2008-03,
2008,3,32,,,317,2008-03,
2008,3,33,,,355,2008-03,
2008,3,34,,,381,2008-03,
2008,3,35,,,432,2008-03,
2008,3,36,,,471,2008-03,
2008,3,37,,,535,2008-03,
2008,3,38,,,541,2008-03,
2008,3,39,,,618,2008-03,
2008,3,40,,,672,2008-03,
2008,3,41,,,720,2008-03,
2008,3,42,,,814,2008-03,
2008,3,43,,,914,2008-03,
2008,3,44,,,1012,2008-03,
2008,3,45,,,1048,2008-03,
2008,3,46,,,1221,2008-03,
2008,3,47,,,1424,2008-03,
2008,3,48,,,1468,2008-03,
2008,3,49,,,1600,2008-03,
2008,3,50,,,1760,2008-03,
2008,3,51,,,1778,2008-03,
2008,3,52,,,1971,2008-03,
2008,3,53,,,1998,2008-03,
2008,3,54,,,2129,2008-03,
2008,3,55,,,2197,2008-03,
2008,3,56,,,2289,2008-03,
2008,3,57,,,2298,2008-03,
2008,3,58,,,2446,2008-03,
2008,3,59,,,2560,2008-03,
2008,3,60,,,2965,2008-03,
2008,3,61,,,2983,2008-03,
2008,3,62,,,2540,2008-03,
2008,3,63,,,2785,2008-03,
2008,3,64,,,3206,2008-03,
2008,3,65,,,3244,2008-03,
2008,3,66,,,3141,2008-03,
2008,3,67,,,3118,2008-03,
2008,3,68,,,3319,2008-03,
2008,3,69,,,3484,2008-03,
2008,3,70,,,3629,2008-03,
2008,3,71,,,3889,2008-03,
2008,3,72,,,4050,2008-03,
2008,3,73,,,4251,2008-03,
2008,3,74,,,4335,2008-03,
2008,3,75,,,4591,2008-03,
2008,3,76,,,4965,2008-03,
2008,3,77,,,5476,2008-03,
2008,3,78,,,5741,2008-03,
2008,3,79,,,6006,2008-03,
2008,3,80,,,6796,2008-03,
2008,3,81,,,6782,2008-03,
2008,3,82,,,7113,2008-03,
2008,3,83,,,7530,2008-03,
2008,3,84,,,7432,2008-03,
2008,3,85,,,7605,2008-03,
2008,3,86,,,7812,2008-03,
2008,3,87,,,7538,2008-03,
2008,3,88,,,7150,2008-03,
2008,3,89,,,6602,2008-03,
2008,3,90,,,6187,2008-03,
2008,3,91,,,5607,2008-03,
2008,3,92,,,5116,2008-03,
2008,3,93,,,4443,2008-03,
2008,3,94,,,3931,2008-03,
2008,3,95,,,3228,2008-03,
2008,3,96,,,2651,2008-03,
2008,3,97,,,1998,2008-03,
2008,3,98,,,1554,2008-03,
2008,3,99,,,1092,2008-03,
2008,3,100,,,2291,2008-03,
2008,4,0,,,2268,2008-04,
2008,4,1,,,180,2008-04,
2008,4,2,,,91,2008-04,
2008,4,3,,,72,2008-04,
2008,4,4,,,63,2008-04,
2008,4,5,,,51,2008-04,
2008,4,6,,,41,2008-04,
2008,4,7,,,47,2008-04,
2008,4,8,,,37,2008-04,
2008,4,9,,,38,2008-04,
2008,4,10,,,41,2008-04,
2008,4,11,,,38,2008-04,
2008,4,12,,,60,2008-04,
2008,4,13,,,66,2008-04,
2008,4,14,,,80,2008-04,
2008,4,15,,,110,2008-04,
2008,4,16,,,153,2008-04,
2008,4,17,,,192,2008-04,
2008,4,18,,,272,2008-04,
2008,4,19,,,301,2008-04,
2008,4,20,,,280,2008-04,
2008,4,21,,,306,2008-04,
2008,4,22,,,343,2008-04,
2008,4,23,,,301,2008-04,
2008,4,24,,,334,2008-04,
2008,4,25,,,365,2008-04,
2008,4,26,,,306,2008-04,
2008,4,27,,,344,2008-04,
2008,4,28,,,358,2008-04,
2008,4,29,,,345,2008-04,
2008,4,30,,,325,2008-04,
2008,4,31,,,323,2008-04,
2008,4,32,,,352,2008-04,
2008,4,33,,,357,2008-04,
2008,4,34,,,363,2008-04,
2008,4,35,,,423,2008-04,
2008,4,36,,,409,2008-04,
2008,4,37,,,480,2008-04,
2008,4,38,,,550,2008-04,
