date,age,covid,all
2022-05,45-54,160,14471
2022-06,45-54,207,14201
2022-07,45-54,293,14994
2022-08,45-54,330,14477
2022-09,45-54,207,14351
2022-10,45-54,186,14463
2022-11,45-54,167,14801
2022-12,45-54,268,15724
2023-01,45-54,226,15083
2023-02,45-54,150,13215
2023-03,45-54,107,14132
2023-04,45-54,85,13860
2023-05,45-54,63,14075
2023-06,45-54,37,13473
2023-07,45-54,32,14050
2023-08,45-54,56,13962
2023-09,45-54,98,13275
2023-10,45-54,75,13691
2023-11,45-54,75,13469
2023-12,45-54,131,14415
2024-01,45-54,156,14643
2024-02,45-54,92,13051
2024-03,45-54,54,13368
2024-04,45-54,49,12823
2024-05,45-54,20,12312
2024-06,45-54,24,8225
2018-01,5-14,,502
2018-02,5-14,,451
2018-03,5-14,,478
2018-04,5-14,,441
2018-05,5-14,,474
2018-06,5-14,,457
2018-07,5-14,,477
2018-08,5-14,,446
2018-09,5-14,,417
2018-10,5-14,,438
2018-11,5-14,,415
2018-12,5-14,,454
2019-01,5-14,,471
2019-02,5-14,,436
2019-03,5-14,,459
2019-04,5-14,,437
2019-05,5-14,,457
2019-06,5-14,,497
2019-07,5-14,,503
2019-08,5-14,,439
2019-09,5-14,,439
2019-10,5-14,,415
2019-11,5-14,,451
2019-12,5-14,,493
2020-01,5-14,,468
2020-02,5-14,,457
2020-03,5-14,,433
2020-04,5-14,,415
2020-05,5-14,,457
2020-06,5-14,,526
2020-07,5-14,10,542
2020-08,5-14,,461
2020-09,5-14,,461
2020-10,5-14,,486
2020-11,5-14,,486
2020-12,5-14,10,431
2021-01,5-14,11,434
2021-02,5-14,,432
2021-03,5-14,,497
2021-04,5-14,,455
2021-05,5-14,,517
2021-06,5-14,,568
2021-07,5-14,,536
2021-08,5-14,23,536
2021-09,5-14,33,490
2021-10,5-14,15,474
2021-11,5-14,11,492
2021-12,5-14,22,544
2022-01,5-14,41,487
2022-02,5-14,17,453
2022-03,5-14,,495
2022-04,5-14,,488
2022-05,5-14,,546
2022-06,5-14,,539
2022-07,5-14,15,592
2022-08,5-14,10,509
2022-09,5-14,,482
2022-10,5-14,,526
2022-11,5-14,,545
2022-12,5-14,,577
2023-01,5-14,,503
2023-02,5-14,,484
2023-03,5-14,,523
2023-04,5-14,,515
2023-05,5-14,,517
2023-06,5-14,,498
2023-07,5-14,,529
2023-08,5-14,,489
2023-09,5-14,,461
2023-10,5-14,,480
2023-11,5-14,,468
2023-12,5-14,,535
2024-01,5-14,,543
2024-02,5-14,,479
2024-03,5-14,,522
2024-04,5-14,,409
2024-05,5-14,,446
2024-06,5-14,,241
2018-01,55-64,,36271
2018-02,55-64,,30469
2018-03,55-64,,32548
2018-04,55-64,,30471
2018-05,55-64,,30587
2018-06,55-64,,29949
2018-07,55-64,,30654
2018-08,55-64,,30566
2018-09,55-64,,29068
2018-10,55-64,,30855
2018-11,55-64,,30763
2018-12,55-64,,32635
2019-01,55-64,,33834
2019-02,55-64,,30497
2019-03,55-64,,33156
2019-04,55-64,,30809
2019-05,55-64,,31181
2019-06,55-64,,29899
2019-07,55-64,,30648
2019-08,55-64,,30214
2019-09,55-64,,29479
2019-10,55-64,,30844
2019-11,55-64,,31153
2019-12,55-64,,33223
2020-01,55-64,,34148
2020-02,55-64,,31872
2020-03,55-64,984,35032
2020-04,55-64,7545,40656
2020-05,55-64,4072,36642
2020-06,55-64,2154,33732
2020-07,55-64,4124,38144
2020-08,55-64,3816,37274
2020-09,55-64,2238,34079
2020-10,55-64,2447,35691
2020-11,55-64,4938,37671
2020-12,55-64,9769,45608
2021-01,55-64,11980,47846
2021-02,55-64,6253,37747
2021-03,55-64,3431,36606
2021-04,55-64,3137,35676
2021-05,55-64,2690,35886
2021-06,55-64,1394,33873
2021-07,55-64,1979,35301
2021-08,55-64,9182,44042
2021-09,55-64,12603,46507
2021-10,55-64,7941,42050
2021-11,55-64,5375,39057
2021-12,55-64,7760,43580
2022-01,55-64,11291,49150
2022-02,55-64,6021,37292
2022-03,55-64,1632,34640
2022-04,55-64,483,31689
2022-05,55-64,470,32470
2022-06,55-64,541,31970
2022-07,55-64,795,33250
2022-08,55-64,754,32454
2022-09,55-64,589,31605
2022-10,55-64,469,32853
2022-11,55-64,489,33306
2022-12,55-64,718,36862
2023-01,55-64,780,34876
2023-02,55-64,453,30337
2023-03,55-64,346,32704
2023-04,55-64,229,31089
2023-05,55-64,169,31208
2023-06,55-64,129,29970
2023-07,55-64,124,31169
2023-08,55-64,217,31007
2023-09,55-64,296,29608
2023-10,55-64,251,30708
2023-11,55-64,294,30374
2023-12,55-64,399,33367
2024-01,55-64,480,34232
2024-02,55-64,270,29592
2024-03,55-64,191,30542
2024-04,55-64,113,28547
2024-05,55-64,69,28411
2024-06,55-64,38,19440
2018-01,65-74,,53303
2018-02,65-74,,44860
2018-03,65-74,,46979
2018-04,65-74,,44800
2018-05,65-74,,43915
2018-06,65-74,,42542
2018-07,65-74,,43320
2018-08,65-74,,43430
2018-09,65-74,,42471
2018-10,65-74,,45186
2018-11,65-74,,45019
2018-12,65-74,,47953
2019-01,65-74,,49753
2019-02,65-74,,45342
2019-03,65-74,,49555
2019-04,65-74,,45658
2019-05,65-74,,46127
2019-06,65-74,,44014
2019-07,65-74,,44675
2019-08,65-74,,44633
2019-09,65-74,,43254
2019-10,65-74,,46349
2019-11,65-74,,46827
2019-12,65-74,,49372
2020-01,65-74,,52395
2020-02,65-74,,48090
2020-03,65-74,1528,53191
2020-04,65-74,13144,63352
2020-05,65-74,7252,54707
2020-06,65-74,3385,49532
2020-07,65-74,6548,56096
2020-08,65-74,6374,55892
2020-09,65-74,3956,51588
2020-10,65-74,4861,54853
2020-11,65-74,10090,60707
2020-12,65-74,19136,74104
2021-01,65-74,22386,77618
2021-02,65-74,10967,59788
2021-03,65-74,5331,56164
2021-04,65-74,4095,53477
2021-05,65-74,3359,53544
2021-06,65-74,1682,50402
2021-07,65-74,2246,53003
2021-08,65-74,10710,63676
2021-09,65-74,14403,66273
2021-10,65-74,9669,62954
2021-11,65-74,7195,59881
2021-12,65-74,10673,67486
2022-01,65-74,17205,77257
2022-02,65-74,10454,60829
2022-03,65-74,2901,55076
2022-04,65-74,787,49924
2022-05,65-74,906,51379
2022-06,65-74,1037,49887
2022-07,65-74,1608,52475
2022-08,65-74,1779,52631
2022-09,65-74,1359,50845
2022-10,65-74,1085,53526
2022-11,65-74,1164,54218
2022-12,65-74,1777,60534
2023-01,65-74,1852,57992
2023-02,65-74,1061,50045
2023-03,65-74,866,54556
2023-04,65-74,569,50862
2023-05,65-74,368,51249
2023-06,65-74,262,49115
2023-07,65-74,240,50511
2023-08,65-74,464,51013
2023-09,65-74,762,49883
2023-10,65-74,679,52462
2023-11,65-74,720,52290
2023-12,65-74,1051,57587
2024-01,65-74,1236,59569
2024-02,65-74,719,51757
2024-03,65-74,457,53447
2024-04,65-74,243,50188
2024-05,65-74,167,49656
2024-06,65-74,123,35608
2018-01,75-84,,68472
2018-02,75-84,,56672
2018-03,75-84,,59076
2018-04,75-84,,55410
2018-05,75-84,,54197
2018-06,75-84,,51285
2018-07,75-84,,52930
2018-08,75-84,,52944
2018-09,75-84,,51856
2018-10,75-84,,55965
2018-11,75-84,,56106
2018-12,75-84,,60292
2019-01,75-84,,62505
2019-02,75-84,,56526
2019-03,75-84,,61453
2019-04,75-84,,57170
2019-05,75-84,,57247
2019-06,75-84,,53732
2019-07,75-84,,54460
2019-08,75-84,,54245
2019-09,75-84,,53394
2019-10,75-84,,57420
2019-11,75-84,,57630
2019-12,75-84,,62245
2020-01,75-84,,63901
2020-02,75-84,,59536
2020-03,75-84,1784,66056
2020-04,75-84,16786,78947
2020-05,75-84,9008,66412
2020-06,75-84,3948,58682
2020-07,75-84,7313,65968
2020-08,75-84,7293,66591
2020-09,75-84,4608,61489
2020-10,75-84,6355,66491
2020-11,75-84,14226,75199
2020-12,75-84,25704,92812
2021-01,75-84,27577,94043
2021-02,75-84,11917,69402
2021-03,75-84,4983,65423
2021-04,75-84,3663,60726
2021-05,75-84,2771,60687
2021-06,75-84,1342,57675
2021-07,75-84,2003,60647
2021-08,75-84,9043,70092
2021-09,75-84,11529,71699
2021-10,75-84,7768,70801
2021-11,75-84,6575,70423
2021-12,75-84,9636,78035
2022-01,75-84,18909,92626
2022-02,75-84,11504,73918
2022-03,75-84,3055,67071
2022-04,75-84,1009,61511
2022-05,75-84,1263,63345
2022-06,75-84,1781,61582
2022-07,75-84,2480,64358
2022-08,75-84,2696,65087
2022-09,75-84,1959,62965
2022-10,75-84,1783,66872
2022-11,75-84,1873,68391
2022-12,75-84,2876,77177
2023-01,75-84,2940,74238
2023-02,75-84,1848,64377
2023-03,75-84,1511,68833
2023-04,75-84,938,64241
2023-05,75-84,667,64490
2023-06,75-84,484,61393
2023-07,75-84,435,62265
2023-08,75-84,852,64257
2023-09,75-84,1300,63355
2023-10,75-84,1241,67895
2023-11,75-84,1336,67735
2023-12,75-84,1861,75056
2024-01,75-84,2256,78460
2024-02,75-84,1258,68127
2024-03,75-84,771,69495
2024-04,75-84,366,65845
2024-05,75-84,263,65527
2024-06,75-84,244,48239
2018-01,85+,,95434
2018-02,85+,,76343
2018-03,85+,,79078
2018-04,85+,,73037
2018-05,85+,,69446
2018-06,85+,,66073
2018-07,85+,,66884
2018-08,85+,,66649
2018-09,85+,,65471
2018-10,85+,,71659
2018-11,85+,,72345
2018-12,85+,,77861
2019-01,85+,,80830
2019-02,85+,,72493
2019-03,85+,,79773
2019-04,85+,,72168
2019-05,85+,,71698
2019-06,85+,,67810
2019-07,85+,,68295
2019-08,85+,,67753
2019-09,85+,,67204
2019-10,85+,,72909
2019-11,85+,,73383
2019-12,85+,,79430
2020-01,85+,,81396
2020-02,85+,,74843
2020-03,85+,1629,81823
2020-04,85+,19775,101423
2020-05,85+,12456,84524
2020-06,85+,4653,71493
2020-07,85+,7122,78279
2020-08,85+,7040,78530
2020-09,85+,4660,74470
2020-10,85+,6937,80761
2020-11,85+,15948,92038
2020-12,85+,29306,113225
2021-01,85+,27620,110430
2021-02,85+,10270,79732
2021-03,85+,3755,74799
2021-04,85+,2795,69397
2021-05,85+,1909,69444
2021-06,85+,934,65793
2021-07,85+,1416,69434
2021-08,85+,6233,77511
2021-09,85+,7830,77852
2021-10,85+,5944,79525
2021-11,85+,5182,79785
2021-12,85+,7046,87078
2022-01,85+,17073,105301
2022-02,85+,9594,82245
2022-03,85+,2491,75614
2022-04,85+,1060,69465
2022-05,85+,1839,71886
2022-06,85+,2449,69633
2022-07,85+,3490,73186
2022-08,85+,3515,73068
2022-09,85+,2738,70855
2022-10,85+,2408,76610
2022-11,85+,2533,76948
2022-12,85+,3880,88480
2023-01,85+,4041,85764
2023-02,85+,2170,72463
2023-03,85+,1896,78235
2023-04,85+,1287,72027
2023-05,85+,797,70614
2023-06,85+,600,66963
2023-07,85+,588,67616
2023-08,85+,1074,69321
2023-09,85+,1652,69238
2023-10,85+,1588,74286
2023-11,85+,1709,75112
2023-12,85+,2384,83359
2024-01,85+,2746,87873
2024-02,85+,1514,74412
2024-03,85+,1045,77045
2024-04,85+,495,72004
2024-05,85+,347,70395
2024-06,85+,324,54199
