age,date,state,dead
all,2021-10,Oregon,551
all,2021-10,Pennsylvania,2005
all,2021-10,Rhode Island,45
all,2021-10,South Carolina,1001
all,2021-10,South Dakota,98
all,2021-10,Tennessee,1386
all,2021-10,Texas,4114
all,2021-10,Utah,329
all,2021-10,Vermont,43
all,2021-10,Virginia,995
all,2021-10,Washington,765
all,2021-10,West Virginia,609
all,2021-10,Wisconsin,663
all,2021-10,Wyoming,224
all,2021-11,Alabama,272
all,2021-11,Alaska,107
all,2021-11,Arizona,1451
all,2021-11,Arkansas,183
all,2021-11,California,2229
all,2021-11,Colorado,1081
all,2021-11,Connecticut,150
all,2021-11,Delaware,79
all,2021-11,District of Columbia,10
all,2021-11,Florida,713
all,2021-11,Georgia,510
all,2021-11,Hawaii,40
all,2021-11,Idaho,278
all,2021-11,Illinois,821
all,2021-11,Indiana,794
all,2021-11,Iowa,393
all,2021-11,Kansas,323
all,2021-11,Kentucky,473
all,2021-11,Louisiana,164
all,2021-11,Maine,210
all,2021-11,Maryland,289
all,2021-11,Massachusetts,309
all,2021-11,Michigan,2090
all,2021-11,Minnesota,825
all,2021-11,Mississippi,132
all,2021-11,Missouri,483
all,2021-11,Montana,292
all,2021-11,Nebraska,235
all,2021-11,Nevada,423
all,2021-11,New Hampshire,156
all,2021-11,New Jersey,329
all,2021-11,New Mexico,603
all,2021-11,New York,1167
all,2021-11,North Carolina,601
all,2021-11,North Dakota,131
all,2021-11,Ohio,2046
all,2021-11,Oklahoma,393
all,2021-11,Oregon,355
all,2021-11,Pennsylvania,2098
all,2021-11,Rhode Island,62
all,2021-11,South Carolina,378
all,2021-11,South Dakota,104
all,2021-11,Tennessee,575
all,2021-11,Texas,1705
all,2021-11,Utah,318
all,2021-11,Vermont,35
all,2021-11,Virginia,584
all,2021-11,Washington,585
all,2021-11,West Virginia,404
all,2021-11,Wisconsin,792
all,2021-11,Wyoming,170
all,2021-12,Alabama,289
all,2021-12,Alaska,53
all,2021-12,Arizona,1981
all,2021-12,Arkansas,317
all,2021-12,California,2147
all,2021-12,Colorado,989
all,2021-12,Connecticut,365
all,2021-12,Delaware,145
all,2021-12,District of Columbia,47
all,2021-12,Florida,686
all,2021-12,Georgia,539
all,2021-12,Hawaii,29
all,2021-12,Idaho,202
all,2021-12,Illinois,1982
all,2021-12,Indiana,1700
all,2021-12,Iowa,556
all,2021-12,Kansas,571
all,2021-12,Kentucky,797
all,2021-12,Louisiana,150
all,2021-12,Maine,315
all,2021-12,Maryland,664
all,2021-12,Massachusetts,730
all,2021-12,Michigan,3230
all,2021-12,Minnesota,1020
all,2021-12,Mississippi,184
all,2021-12,Missouri,995
all,2021-12,Montana,115
all,2021-12,Nebraska,301
all,2021-12,Nevada,432
all,2021-12,New Hampshire,269
all,2021-12,New Jersey,805
all,2021-12,New Mexico,736
all,2021-12,New York,2254
all,2021-12,North Carolina,886
all,2021-12,North Dakota,95
all,2021-12,Ohio,3756
all,2021-12,Oklahoma,569
all,2021-12,Oregon,275
all,2021-12,Pennsylvania,3273
all,2021-12,Rhode Island,153
all,2021-12,South Carolina,435
all,2021-12,South Dakota,143
all,2021-12,Tennessee,785
all,2021-12,Texas,2015
all,2021-12,Utah,251
all,2021-12,Vermont,50
all,2021-12,Virginia,861
all,2021-12,Washington,453
all,2021-12,West Virginia,420
all,2021-12,Wisconsin,1244
all,2021-12,Wyoming,95
all,2022-01,Alabama,1104
all,2022-01,Alaska,64
all,2022-01,Arizona,1812
all,2022-01,Arkansas,698
all,2022-01,California,6018
all,2022-01,Colorado,862
all,2022-01,Connecticut,875
all,2022-01,Delaware,290
all,2022-01,District of Columbia,105
all,2022-01,Florida,3820
all,2022-01,Georgia,2170
all,2022-01,Hawaii,128
all,2022-01,Idaho,247
all,2022-01,Illinois,3633
all,2022-01,Indiana,1958
all,2022-01,Iowa,605
all,2022-01,Kansas,842
all,2022-01,Kentucky,1254
all,2022-01,Louisiana,790
all,2022-01,Maine,250
all,2022-01,Maryland,1532
all,2022-01,Massachusetts,1315
all,2022-01,Michigan,2484
all,2022-01,Minnesota,821
all,2022-01,Mississippi,864
all,2022-01,Missouri,1812
all,2022-01,Montana,128
all,2022-01,Nebraska,308
all,2022-01,Nevada,837
all,2022-01,New Hampshire,227
all,2022-01,New Jersey,2552
all,2022-01,New Mexico,652
all,2022-01,New York,4814
all,2022-01,North Carolina,2215
all,2022-01,North Dakota,97
all,2022-01,Ohio,4390
all,2022-01,Oklahoma,1322
all,2022-01,Oregon,499
all,2022-01,Pennsylvania,3905
all,2022-01,Rhode Island,266
all,2022-01,South Carolina,1264
all,2022-01,South Dakota,159
all,2022-01,Tennessee,1815
all,2022-01,Texas,5567
all,2022-01,Utah,340
all,2022-01,Vermont,55
all,2022-01,Virginia,1861
all,2022-01,Washington,942
all,2022-01,West Virginia,564
all,2022-01,Wisconsin,1267
all,2022-01,Wyoming,67
all,2022-02,Alabama,1146
all,2022-02,Alaska,69
all,2022-02,Arizona,1094
all,2022-02,Arkansas,666
all,2022-02,California,4203
all,2022-02,Colorado,466
all,2022-02,Connecticut,306
all,2022-02,Delaware,117
all,2022-02,District of Columbia,28
all,2022-02,Florida,2685
all,2022-02,Georgia,1423
all,2022-02,Hawaii,95
all,2022-02,Idaho,243
all,2022-02,Illinois,1263
all,2022-02,Indiana,938
all,2022-02,Iowa,338
all,2022-02,Kansas,477
all,2022-02,Kentucky,1047
all,2022-02,Louisiana,651
all,2022-02,Maine,146
all,2022-02,Maryland,422
all,2022-02,Massachusetts,488
all,2022-02,Michigan,1006
all,2022-02,Minnesota,403
all,2022-02,Mississippi,628
all,2022-02,Missouri,962
all,2022-02,Montana,144
all,2022-02,Nebraska,199
all,2022-02,Nevada,560
all,2022-02,New Hampshire,104
all,2022-02,New Jersey,665
all,2022-02,New Mexico,337
all,2022-02,New York,1650
all,2022-02,North Carolina,1648
all,2022-02,North Dakota,79
all,2022-02,Ohio,1729
all,2022-02,Oklahoma,964
all,2022-02,Oregon,477
all,2022-02,Pennsylvania,1482
all,2022-02,Rhode Island,88
all,2022-02,South Carolina,995
all,2022-02,South Dakota,102
all,2022-02,Tennessee,1490
all,2022-02,Texas,4017
all,2022-02,Utah,228
all,2022-02,Vermont,37
all,2022-02,Virginia,1019
all,2022-02,Washington,609
all,2022-02,West Virginia,472
all,2022-02,Wisconsin,476
all,2022-02,Wyoming,79
all,2022-03,Alabama,310
all,2022-03,Alaska,26
all,2022-03,Arizona,330
all,2022-03,Arkansas,145
all,2022-03,California,1094
all,2022-03,Colorado,136
all,2022-03,Connecticut,55
all,2022-03,Delaware,20
all,2022-03,District of Columbia,11
all,2022-03,Florida,732
all,2022-03,Georgia,379
all,2022-03,Hawaii,11
all,2022-03,Idaho,55
all,2022-03,Illinois,313
all,2022-03,Indiana,263
all,2022-03,Iowa,98
all,2022-03,Kansas,121
all,2022-03,Kentucky,371
all,2022-03,Louisiana,179
all,2022-03,Maine,58
all,2022-03,Maryland,128
all,2022-03,Massachusetts,91
all,2022-03,Michigan,315
all,2022-03,Minnesota,112
all,2022-03,Mississippi,153
all,2022-03,Missouri,257
all,2022-03,Montana,50
all,2022-03,Nebraska,55
all,2022-03,Nevada,165
all,2022-03,New Hampshire,35
all,2022-03,New Jersey,149
all,2022-03,New Mexico,119
all,2022-03,New York,408
all,2022-03,North Carolina,411
all,2022-03,North Dakota,21
all,2022-03,Ohio,475
all,2022-03,Oklahoma,229
all,2022-03,Oregon,155
all,2022-03,Pennsylvania,399
all,2022-03,Rhode Island,15
all,2022-03,South Carolina,208
all,2022-03,South Dakota,28
all,2022-03,Tennessee,418
all,2022-03,Texas,970
all,2022-03,Utah,67
all,2022-03,Vermont,13
all,2022-03,Virginia,307
all,2022-03,Washington,157
all,2022-03,West Virginia,184
all,2022-03,Wisconsin,137
all,2022-03,Wyoming,31
all,2022-04,Alabama,56
all,2022-04,Alaska,14
all,2022-04,Arizona,82
all,2022-04,Arkansas,30
all,2022-04,California,324
all,2022-04,Colorado,39
all,2022-04,Connecticut,51
all,2022-04,Delaware,17
all,2022-04,Florida,233
all,2022-04,Georgia,103
all,2022-04,Hawaii,11
all,2022-04,Idaho,14
all,2022-04,Illinois,114
all,2022-04,Indiana,79
all,2022-04,Iowa,25
all,2022-04,Kansas,31
all,2022-04,Kentucky,110
all,2022-04,Louisiana,56
all,2022-04,Maine,33
all,2022-04,Maryland,56
all,2022-04,Massachusetts,77
all,2022-04,Michigan,144
all,2022-04,Minnesota,47
all,2022-04,Mississippi,36
all,2022-04,Missouri,78
all,2022-04,Montana,11
all,2022-04,Nebraska,17
all,2022-04,Nevada,42
all,2022-04,New Jersey,113
all,2022-04,New Mexico,36
all,2022-04,New York,298
all,2022-04,North Carolina,110
all,2022-04,North Dakota,15
all,2022-04,Ohio,148
all,2022-04,Oklahoma,57
all,2022-04,Oregon,52
all,2022-04,Pennsylvania,176
all,2022-04,Rhode Island,17
all,2022-04,South Carolina,47
all,2022-04,South Dakota,14
all,2022-04,Tennessee,91
all,2022-04,Texas,258
all,2022-04,Utah,11
all,2022-04,Vermont,13
all,2022-04,Virginia,93
all,2022-04,Washington,60
all,2022-04,West Virginia,52
all,2022-04,Wisconsin,49
all,2022-04,Wyoming,10
all,2022-05,Alabama,43
all,2022-05,Alaska,14
all,2022-05,Arizona,74
all,2022-05,Arkansas,32
all,2022-05,California,395
all,2022-05,Colorado,58
all,2022-05,Connecticut,88
all,2022-05,Delaware,21
all,2022-05,Florida,332
all,2022-05,Georgia,79
all,2022-05,Hawaii,28
all,2022-05,Illinois,186
all,2022-05,Indiana,84
all,2022-05,Iowa,46
all,2022-05,Kansas,46
all,2022-05,Kentucky,89
all,2022-05,Louisiana,33
all,2022-05,Maine,51
all,2022-05,Maryland,88
all,2022-05,Massachusetts,180
all,2022-05,Michigan,233
all,2022-05,Minnesota,102
all,2022-05,Mississippi,20
all,2022-05,Missouri,60
all,2022-05,Montana,18
all,2022-05,Nebraska,15
all,2022-05,Nevada,56
all,2022-05,New Hampshire,29
all,2022-05,New Jersey,186
all,2022-05,New Mexico,37
all,2022-05,New York,542
all,2022-05,North Carolina,136
all,2022-05,Ohio,171
all,2022-05,Oklahoma,44
all,2022-05,Oregon,82
all,2022-05,Pennsylvania,318
all,2022-05,Rhode Island,25
all,2022-05,South Carolina,67
all,2022-05,Tennessee,88
all,2022-05,Texas,187
all,2022-05,Utah,17
all,2022-05,Vermont,21
all,2022-05,Virginia,110
all,2022-05,Washington,110
all,2022-05,West Virginia,49
all,2022-05,Wisconsin,88
all,2022-06,Alabama,88
all,2022-06,Alaska,13
all,2022-06,Arizona,163
all,2022-06,Arkansas,34
all,2022-06,California,660
all,2022-06,Colorado,103
all,2022-06,Connecticut,73
all,2022-06,Delaware,22
all,2022-06,Florida,700
all,2022-06,Georgia,133
all,2022-06,Hawaii,47
all,2022-06,Idaho,33
all,2022-06,Illinois,199
all,2022-06,Indiana,135
all,2022-06,Iowa,52
all,2022-06,Kansas,46
all,2022-06,Kentucky,144
all,2022-06,Louisiana,44
all,2022-06,Maine,33
all,2022-06,Maryland,108
all,2022-06,Massachusetts,122
all,2022-06,Michigan,208
all,2022-06,Minnesota,108
all,2022-06,Mississippi,66
all,2022-06,Missouri,98
all,2022-06,Montana,12
all,2022-06,Nebraska,20
all,2022-06,Nevada,80
all,2022-06,New Hampshire,26
all,2022-06,New Jersey,140
all,2022-06,New Mexico,67
all,2022-06,New York,368
all,2022-06,North Carolina,228
all,2022-06,Ohio,224
all,2022-06,Oklahoma,60
all,2022-06,Oregon,93
all,2022-06,Pennsylvania,308
all,2022-06,Rhode Island,16
all,2022-06,South Carolina,84
all,2022-06,Tennessee,138
all,2022-06,Texas,357
all,2022-06,Utah,38
all,2022-06,Virginia,188
all,2022-06,Washington,160
all,2022-06,West Virginia,60
all,2022-06,Wisconsin,81
all,2022-06,Wyoming,12
all,2022-07,Alabama,198
all,2022-07,Alaska,19
all,2022-07,Arizona,181
all,2022-07,Arkansas,100
all,2022-07,California,1091
all,2022-07,Colorado,105
all,2022-07,Connecticut,59
all,2022-07,Delaware,27
all,2022-07,Florida,970
all,2022-07,Georgia,317
all,2022-07,Hawaii,37
all,2022-07,Idaho,51
all,2022-07,Illinois,273
all,2022-07,Indiana,177
all,2022-07,Iowa,81
all,2022-07,Kansas,77
all,2022-07,Kentucky,180
all,2022-07,Louisiana,166
all,2022-07,Maine,16
all,2022-07,Maryland,114
all,2022-07,Massachusetts,111
all,2022-07,Michigan,201
all,2022-07,Minnesota,91
all,2022-07,Mississippi,129
all,2022-07,Missouri,202
all,2022-07,Montana,35
all,2022-07,Nebraska,39
all,2022-07,Nevada,109
all,2022-07,New Hampshire,22
all,2022-07,New Jersey,173
all,2022-07,New Mexico,80
all,2022-07,New York,417
all,2022-07,North Carolina,291
all,2022-07,North Dakota,19
all,2022-07,Ohio,302
all,2022-07,Oklahoma,121
all,2022-07,Oregon,130
all,2022-07,Pennsylvania,283
all,2022-07,Rhode Island,14
all,2022-07,South Carolina,162
all,2022-07,South Dakota,20
all,2022-07,Tennessee,268
all,2022-07,Texas,780
all,2022-07,Utah,61
all,2022-07,Virginia,199
all,2022-07,Washington,192
all,2022-07,West Virginia,84
all,2022-07,Wisconsin,112
all,2022-07,Wyoming,19
all,2022-08,Alabama,207
all,2022-08,Alaska,13
all,2022-08,Arizona,120
all,2022-08,Arkansas,128
all,2022-08,California,947
all,2022-08,Colorado,71
all,2022-08,Connecticut,84
all,2022-08,Delaware,21
all,2022-08,District of Columbia,15
all,2022-08,Florida,956
all,2022-08,Georgia,352
all,2022-08,Hawaii,33
all,2022-08,Idaho,48
all,2022-08,Illinois,296
all,2022-08,Indiana,209
all,2022-08,Iowa,101
all,2022-08,Kansas,94
all,2022-08,Kentucky,223
all,2022-08,Louisiana,152
all,2022-08,Maine,41
all,2022-08,Maryland,136
all,2022-08,Massachusetts,135
all,2022-08,Michigan,229
all,2022-08,Minnesota,106
all,2022-08,Mississippi,132
all,2022-08,Missouri,208
all,2022-08,Montana,26
all,2022-08,Nebraska,36
all,2022-08,Nevada,66
all,2022-08,New Hampshire,24
all,2022-08,New Jersey,189
all,2022-08,New Mexico,53
all,2022-08,New York,440
all,2022-08,North Carolina,307
all,2022-08,North Dakota,27
all,2022-08,Ohio,430
all,2022-08,Oklahoma,170
all,2022-08,Oregon,101
all,2022-08,Pennsylvania,345
all,2022-08,Rhode Island,16
all,2022-08,South Carolina,210
all,2022-08,South Dakota,28
all,2022-08,Tennessee,319
all,2022-08,Texas,787
all,2022-08,Utah,38
all,2022-08,Vermont,16
all,2022-08,Virginia,253
all,2022-08,Washington,168
all,2022-08,West Virginia,91
all,2022-08,Wisconsin,125
all,2022-08,Wyoming,16
all,2022-09,Alabama,143
all,2022-09,Alaska,14
all,2022-09,Arizona,97
all,2022-09,Arkansas,92
all,2022-09,California,595
all,2022-09,Colorado,68
all,2022-09,Connecticut,82
all,2022-09,Delaware,23
all,2022-09,District of Columbia,10
all,2022-09,Florida,567
all,2022-09,Georgia,216
all,2022-09,Hawaii,17
all,2022-09,Idaho,32
all,2022-09,Illinois,238
all,2022-09,Indiana,155
all,2022-09,Iowa,85
all,2022-09,Kansas,66
all,2022-09,Kentucky,192
all,2022-09,Louisiana,106
all,2022-09,Maine,36
all,2022-09,Maryland,123
all,2022-09,Massachusetts,112
all,2022-09,Michigan,279
all,2022-09,Minnesota,110
all,2022-09,Mississippi,96
all,2022-09,Missouri,157
all,2022-09,Montana,22
all,2022-09,Nebraska,35
all,2022-09,Nevada,37
all,2022-09,New Hampshire,29
all,2022-09,New Jersey,149
all,2022-09,New Mexico,50
all,2022-09,New York,375
all,2022-09,North Carolina,259
all,2022-09,North Dakota,19
all,2022-09,Ohio,357
all,2022-09,Oklahoma,130
all,2022-09,Oregon,57
all,2022-09,Pennsylvania,345
all,2022-09,Rhode Island,13
all,2022-09,South Carolina,121
all,2022-09,South Dakota,26
all,2022-09,Tennessee,216
all,2022-09,Texas,494
all,2022-09,Utah,31
all,2022-09,Vermont,12
all,2022-09,Virginia,209
all,2022-09,Washington,122
all,2022-09,West Virginia,94
all,2022-09,Wisconsin,109
all,2022-09,Wyoming,11
all,2022-10,Alabama,82
all,2022-10,Arizona,85
all,2022-10,Arkansas,55
all,2022-10,California,364
all,2022-10,Colorado,79
all,2022-10,Connecticut,122
all,2022-10,Delaware,14
all,2022-10,Florida,393
all,2022-10,Georgia,124
all,2022-10,Hawaii,11
all,2022-10,Idaho,20
all,2022-10,Illinois,211
all,2022-10,Indiana,132
all,2022-10,Iowa,79
all,2022-10,Kansas,55
all,2022-10,Kentucky,137
all,2022-10,Louisiana,66
all,2022-10,Maine,55
all,2022-10,Maryland,98
all,2022-10,Massachusetts,167
all,2022-10,Michigan,291
all,2022-10,Minnesota,115
all,2022-10,Mississippi,61
all,2022-10,Missouri,132
all,2022-10,Montana,25
all,2022-10,Nebraska,22
all,2022-10,Nevada,44
all,2022-10,New Hampshire,43
all,2022-10,New Jersey,165
all,2022-10,New Mexico,40
all,2022-10,New York,547
all,2022-10,North Carolina,224
all,2022-10,Ohio,303
all,2022-10,Oklahoma,98
all,2022-10,Oregon,81
all,2022-10,Pennsylvania,406
all,2022-10,Rhode Island,18
all,2022-10,South Carolina,104
all,2022-10,South Dakota,17
all,2022-10,Tennessee,172
all,2022-10,Texas,290
all,2022-10,Utah,34
all,2022-10,Vermont,20
all,2022-10,Virginia,155
all,2022-10,Washington,101
all,2022-10,West Virginia,75
all,2022-10,Wisconsin,109
all,2022-10,Wyoming,12
all,2022-11,Alabama,75
all,2022-11,Arizona,208
all,2022-11,Arkansas,48
all,2022-11,California,571
all,2022-11,Colorado,137
all,2022-11,Connecticut,82
all,2022-11,Delaware,18
all,2022-11,District of Columbia,12
all,2022-11,Florida,296
all,2022-11,Georgia,115
all,2022-11,Hawaii,12
all,2022-11,Idaho,37
all,2022-11,Illinois,212
all,2022-11,Indiana,160
all,2022-11,Iowa,63
all,2022-11,Kansas,64
all,2022-11,Kentucky,149
all,2022-11,Louisiana,40
all,2022-11,Maine,36
all,2022-11,Maryland,102
all,2022-11,Massachusetts,157
all,2022-11,Michigan,299
all,2022-11,Minnesota,146
all,2022-11,Mississippi,39
all,2022-11,Missouri,123
all,2022-11,Montana,25
all,2022-11,Nebraska,50
all,2022-11,Nevada,82
all,2022-11,New Hampshire,35
all,2022-11,New Jersey,197
all,2022-11,New Mexico,78
all,2022-11,New York,530
all,2022-11,North Carolina,194
all,2022-11,North Dakota,13
all,2022-11,Ohio,368
all,2022-11,Oklahoma,72
all,2022-11,Oregon,67
all,2022-11,Pennsylvania,390
all,2022-11,Rhode Island,16
all,2022-11,South Carolina,70
all,2022-11,South Dakota,21
all,2022-11,Tennessee,173
all,2022-11,Texas,267
all,2022-11,Utah,41
all,2022-11,Vermont,22
all,2022-11,Virginia,125
all,2022-11,Washington,103
all,2022-11,West Virginia,48
all,2022-11,Wisconsin,159
all,2022-11,Wyoming,20
all,2022-12,Alabama,124
all,2022-12,Arizona,361
all,2022-12,Arkansas,86
all,2022-12,California,1242
all,2022-12,Colorado,135
all,2022-12,Connecticut,145
all,2022-12,Delaware,29
all,2022-12,District of Columbia,20
all,2022-12,Florida,481
all,2022-12,Georgia,224
all,2022-12,Hawaii,14
all,2022-12,Idaho,36
all,2022-12,Illinois,343
all,2022-12,Indiana,287
all,2022-12,Iowa,141
all,2022-12,Kansas,124
all,2022-12,Kentucky,187
all,2022-12,Louisiana,77
all,2022-12,Maine,43
all,2022-12,Maryland,181
all,2022-12,Massachusetts,222
all,2022-12,Michigan,280
all,2022-12,Minnesota,138
all,2022-12,Mississippi,76
all,2022-12,Missouri,229
all,2022-12,Montana,20
all,2022-12,Nebraska,77
all,2022-12,Nevada,120
all,2022-12,New Hampshire,32
all,2022-12,New Jersey,269
all,2022-12,New Mexico,116
all,2022-12,New York,740
all,2022-12,North Carolina,252
all,2022-12,North Dakota,17
all,2022-12,Ohio,436
all,2022-12,Oklahoma,146
all,2022-12,Oregon,108
all,2022-12,Pennsylvania,388
all,2022-12,Rhode Island,31
all,2022-12,South Carolina,170
all,2022-12,South Dakota,21
all,2022-12,Tennessee,212
all,2022-12,Texas,599
all,2022-12,Utah,64
all,2022-12,Vermont,14
all,2022-12,Virginia,212
all,2022-12,Washington,194
all,2022-12,West Virginia,84
all,2022-12,Wisconsin,166
all,2022-12,Wyoming,10
all,2023-01,Alabama,212
all,2023-01,Arizona,162
all,2023-01,Arkansas,124
all,2023-01,California,944
all,2023-01,Colorado,86
all,2023-01,Connecticut,133
all,2023-01,Delaware,32
all,2023-01,District of Columbia,12
all,2023-01,Florida,679
all,2023-01,Georgia,333
all,2023-01,Hawaii,23
all,2023-01,Idaho,26
all,2023-01,Illinois,299
all,2023-01,Indiana,186
all,2023-01,Iowa,64
all,2023-01,Kansas,100
all,2023-01,Kentucky,203
all,2023-01,Louisiana,114
all,2023-01,Maine,47
all,2023-01,Maryland,183
all,2023-01,Massachusetts,291
all,2023-01,Michigan,285
all,2023-01,Minnesota,121
all,2023-01,Mississippi,125
all,2023-01,Missouri,188
all,2023-01,Montana,28
all,2023-01,Nebraska,44
all,2023-01,Nevada,70
all,2023-01,New Hampshire,62
all,2023-01,New Jersey,302
all,2023-01,New Mexico,74
all,2023-01,New York,709
all,2023-01,North Carolina,436
all,2023-01,North Dakota,12
all,2023-01,Ohio,428
all,2023-01,Oklahoma,171
all,2023-01,Oregon,91
all,2023-01,Pennsylvania,508
all,2023-01,Rhode Island,33
all,2023-01,South Carolina,255
all,2023-01,South Dakota,10
all,2023-01,Tennessee,292
all,2023-01,Texas,780
all,2023-01,Utah,34
all,2023-01,Vermont,15
all,2023-01,Virginia,333
all,2023-01,Washington,134
all,2023-01,West Virginia,100
all,2023-01,Wisconsin,115
all,2023-01,Wyoming,10
all,2023-02,Alabama,130
all,2023-02,Arizona,77
all,2023-02,Arkansas,68
all,2023-02,California,515
all,2023-02,Colorado,40
all,2023-02,Connecticut,73
all,2023-02,Delaware,21
all,2023-02,Florida,440
all,2023-02,Georgia,167
all,2023-02,Hawaii,11
all,2023-02,Idaho,19
all,2023-02,Illinois,175
all,2023-02,Indiana,94
all,2023-02,Iowa,65
all,2023-02,Kansas,53
all,2023-02,Kentucky,124
all,2023-02,Louisiana,78
all,2023-02,Maine,31
all,2023-02,Maryland,137
all,2023-02,Massachusetts,149
all,2023-02,Michigan,183
all,2023-02,Minnesota,100
all,2023-02,Mississippi,73
all,2023-02,Missouri,120
all,2023-02,Montana,13
all,2023-02,Nebraska,31
all,2023-02,Nevada,30
all,2023-02,New Hampshire,36
all,2023-02,New Jersey,194
all,2023-02,New Mexico,36
all,2023-02,New York,391
all,2023-02,North Carolina,198
all,2023-02,North Dakota,13
all,2023-02,Ohio,213
all,2023-02,Oklahoma,92
all,2023-02,Oregon,62
all,2023-02,Pennsylvania,307
all,2023-02,Rhode Island,15
all,2023-02,South Carolina,105
all,2023-02,South Dakota,23
all,2023-02,Tennessee,174
all,2023-02,Texas,423
all,2023-02,Utah,16
all,2023-02,Vermont,13
all,2023-02,Virginia,171
all,2023-02,Washington,112
all,2023-02,West Virginia,74
all,2023-02,Wisconsin,98
all,2023-03,Alabama,76
all,2023-03,Arizona,95
all,2023-03,Arkansas,29
all,2023-03,California,483
all,2023-03,Colorado,61
all,2023-03,Connecticut,51
all,2023-03,Delaware,20
all,2023-03,Florida,263
all,2023-03,Georgia,108
all,2023-03,Hawaii,10
all,2023-03,Idaho,32
all,2023-03,Illinois,198
all,2023-03,Indiana,112
all,2023-03,Iowa,65
all,2023-03,Kansas,62
all,2023-03,Kentucky,108
all,2023-03,Louisiana,58
all,2023-03,Maine,45
all,2023-03,Maryland,77
all,2023-03,Massachusetts,85
all,2023-03,Michigan,180
all,2023-03,Minnesota,108
all,2023-03,Mississippi,41
all,2023-03,Missouri,112
all,2023-03,Montana,19
all,2023-03,Nebraska,36
all,2023-03,Nevada,50
all,2023-03,New Hampshire,21
all,2023-03,New Jersey,114
all,2023-03,New Mexico,48
all,2023-03,New York,273
all,2023-03,North Carolina,148
all,2023-03,North Dakota,16
all,2023-03,Ohio,232
all,2023-03,Oklahoma,86
all,2023-03,Oregon,68
all,2023-03,Pennsylvania,247
all,2023-03,Rhode Island,11
all,2023-03,South Carolina,70
all,2023-03,South Dakota,16
all,2023-03,Tennessee,141
all,2023-03,Texas,291
all,2023-03,Utah,30
all,2023-03,Vermont,11
all,2023-03,Virginia,105
all,2023-03,Washington,117
all,2023-03,West Virginia,63
all,2023-03,Wisconsin,107
all,2023-03,Wyoming,15
all,2023-04,Alabama,53
all,2023-04,Arizona,81
all,2023-04,Arkansas,30
all,2023-04,California,320
all,2023-04,Colorado,44
all,2023-04,Connecticut,21
all,2023-04,Florida,210
all,2023-04,Georgia,73
all,2023-04,Hawaii,13
all,2023-04,Idaho,13
all,2023-04,Illinois,126
all,2023-04,Indiana,70
all,2023-04,Iowa,43
all,2023-04,Kansas,29
all,2023-04,Kentucky,67
all,2023-04,Louisiana,35
all,2023-04,Maine,22
all,2023-04,Maryland,42
all,2023-04,Massachusetts,56
all,2023-04,Michigan,137
all,2023-04,Minnesota,83
all,2023-04,Mississippi,31
all,2023-04,Missouri,87
all,2023-04,Montana,15
all,2023-04,Nebraska,31
all,2023-04,Nevada,28
all,2023-04,New Hampshire,17
all,2023-04,New Jersey,63
all,2023-04,New Mexico,43
all,2023-04,New York,162
all,2023-04,North Carolina,90
all,2023-04,Ohio,159
all,2023-04,Oklahoma,32
all,2023-04,Oregon,50
all,2023-04,Pennsylvania,122
all,2023-04,Rhode Island,10
all,2023-04,South Carolina,41
all,2023-04,South Dakota,15
all,2023-04,Tennessee,88
all,2023-04,Texas,211
all,2023-04,Utah,19
all,2023-04,Vermont,11
all,2023-04,Virginia,68
all,2023-04,Washington,84
all,2023-04,West Virginia,31
all,2023-04,Wisconsin,72
all,2023-05,Alabama,40
all,2023-05,Arizona,79
all,2023-05,Arkansas,23
all,2023-05,California,241
all,2023-05,Colorado,29
all,2023-05,Connecticut,15
all,2023-05,Florida,179
all,2023-05,Georgia,46
all,2023-05,Hawaii,12
all,2023-05,Illinois,64
all,2023-05,Indiana,39
all,2023-05,Iowa,19
all,2023-05,Kansas,17
all,2023-05,Kentucky,41
all,2023-05,Louisiana,16
all,2023-05,Maine,16
all,2023-05,Maryland,22
all,2023-05,Massachusetts,37
all,2023-05,Michigan,83
all,2023-05,Minnesota,59
all,2023-05,Mississippi,25
all,2023-05,Missouri,51
all,2023-05,Montana,15
all,2023-05,Nebraska,17
all,2023-05,Nevada,21
all,2023-05,New Hampshire,10
all,2023-05,New Jersey,33
all,2023-05,New Mexico,29
all,2023-05,New York,95
all,2023-05,North Carolina,57
all,2023-05,Ohio,97
all,2023-05,Oklahoma,25
all,2023-05,Oregon,29
all,2023-05,Pennsylvania,91
all,2023-05,South Carolina,37
all,2023-05,South Dakota,11
all,2023-05,Tennessee,57
all,2023-05,Texas,138
all,2023-05,Utah,12
all,2023-05,Virginia,47
all,2023-05,Washington,51
all,2023-05,West Virginia,12
all,2023-05,Wisconsin,42
all,2023-06,Alabama,23
all,2023-06,Arizona,42
all,2023-06,Arkansas,17
all,2023-06,California,196
all,2023-06,Colorado,25
all,2023-06,Florida,202
all,2023-06,Georgia,36
all,2023-06,Hawaii,12
all,2023-06,Illinois,44
all,2023-06,Indiana,35
all,2023-06,Iowa,19
all,2023-06,Kansas,11
all,2023-06,Kentucky,13
all,2023-06,Louisiana,18
all,2023-06,Maryland,19
all,2023-06,Massachusetts,25
all,2023-06,Michigan,40
all,2023-06,Minnesota,18
all,2023-06,Mississippi,21
all,2023-06,Missouri,24
all,2023-06,Nevada,21
