age,date,state,dead
all,2023-06,New Jersey,34
all,2023-06,New Mexico,14
all,2023-06,New York,79
all,2023-06,North Carolina,49
all,2023-06,Ohio,74
all,2023-06,Oklahoma,18
all,2023-06,Oregon,32
all,2023-06,Pennsylvania,65
all,2023-06,South Carolina,29
all,2023-06,Tennessee,38
all,2023-06,Texas,95
all,2023-06,Virginia,30
all,2023-06,Washington,31
all,2023-06,Wisconsin,24
all,2023-07,Alabama,23
all,2023-07,Arizona,50
all,2023-07,Arkansas,19
all,2023-07,California,200
all,2023-07,Colorado,14
all,2023-07,Connecticut,14
all,2023-07,Florida,236
all,2023-07,Georgia,46
all,2023-07,Hawaii,16
all,2023-07,Idaho,17
all,2023-07,Illinois,43
all,2023-07,Indiana,28
all,2023-07,Kentucky,24
all,2023-07,Louisiana,18
all,2023-07,Maryland,26
all,2023-07,Massachusetts,25
all,2023-07,Michigan,29
all,2023-07,Minnesota,16
all,2023-07,Mississippi,15
all,2023-07,Missouri,13
all,2023-07,Nevada,11
all,2023-07,New Jersey,38
all,2023-07,New Mexico,13
all,2023-07,New York,56
all,2023-07,North Carolina,50
all,2023-07,Ohio,33
all,2023-07,Oklahoma,13
all,2023-07,Oregon,22
all,2023-07,Pennsylvania,43
all,2023-07,South Carolina,34
all,2023-07,Tennessee,40
all,2023-07,Texas,86
all,2023-07,Utah,10
all,2023-07,Virginia,26
all,2023-07,Washington,34
all,2023-07,Wisconsin,18
all,2023-08,Alabama,65
all,2023-08,Arizona,32
all,2023-08,Arkansas,31
all,2023-08,California,315
all,2023-08,Colorado,26
all,2023-08,Connecticut,27
all,2023-08,Florida,401
all,2023-08,Georgia,113
all,2023-08,Hawaii,25
all,2023-08,Illinois,57
all,2023-08,Indiana,53
all,2023-08,Iowa,24
all,2023-08,Kansas,22
all,2023-08,Kentucky,43
all,2023-08,Louisiana,56
all,2023-08,Maine,15
all,2023-08,Maryland,44
all,2023-08,Massachusetts,58
all,2023-08,Michigan,61
all,2023-08,Minnesota,26
all,2023-08,Mississippi,37
all,2023-08,Missouri,42
all,2023-08,Nevada,21
all,2023-08,New Jersey,54
all,2023-08,New Mexico,12
all,2023-08,New York,149
all,2023-08,North Carolina,85
all,2023-08,Ohio,72
all,2023-08,Oklahoma,28
all,2023-08,Oregon,28
all,2023-08,Pennsylvania,106
all,2023-08,Rhode Island,13
all,2023-08,South Carolina,58
all,2023-08,Tennessee,92
all,2023-08,Texas,208
all,2023-08,Utah,15
all,2023-08,Vermont,13
all,2023-08,Virginia,61
all,2023-08,Washington,62
all,2023-08,West Virginia,14
all,2023-08,Wisconsin,29
all,2023-09,Alabama,88
all,2023-09,Arizona,57
all,2023-09,Arkansas,40
all,2023-09,California,427
all,2023-09,Colorado,38
all,2023-09,Connecticut,37
all,2023-09,Delaware,13
all,2023-09,Florida,430
all,2023-09,Georgia,141
all,2023-09,Hawaii,19
all,2023-09,Idaho,20
all,2023-09,Illinois,97
all,2023-09,Indiana,96
all,2023-09,Iowa,25
all,2023-09,Kansas,37
all,2023-09,Kentucky,98
all,2023-09,Louisiana,51
all,2023-09,Maine,20
all,2023-09,Maryland,72
all,2023-09,Massachusetts,116
all,2023-09,Michigan,99
all,2023-09,Minnesota,48
all,2023-09,Mississippi,51
all,2023-09,Missouri,77
all,2023-09,Montana,12
all,2023-09,Nebraska,12
all,2023-09,Nevada,41
all,2023-09,New Hampshire,16
all,2023-09,New Jersey,106
all,2023-09,New Mexico,24
all,2023-09,New York,267
all,2023-09,North Carolina,160
all,2023-09,Ohio,171
all,2023-09,Oklahoma,48
all,2023-09,Oregon,61
all,2023-09,Pennsylvania,169
all,2023-09,South Carolina,99
all,2023-09,South Dakota,13
all,2023-09,Tennessee,138
all,2023-09,Texas,296
all,2023-09,Utah,16
all,2023-09,Virginia,101
all,2023-09,Washington,100
all,2023-09,West Virginia,52
all,2023-09,Wisconsin,44
all,2023-10,Alabama,53
all,2023-10,Arizona,93
all,2023-10,Arkansas,31
all,2023-10,California,328
all,2023-10,Colorado,74
all,2023-10,Connecticut,57
all,2023-10,Delaware,12
all,2023-10,Florida,262
all,2023-10,Georgia,84
all,2023-10,Hawaii,12
all,2023-10,Idaho,21
all,2023-10,Illinois,128
all,2023-10,Indiana,82
all,2023-10,Iowa,39
all,2023-10,Kansas,33
all,2023-10,Kentucky,67
all,2023-10,Louisiana,41
all,2023-10,Maine,24
all,2023-10,Maryland,67
all,2023-10,Massachusetts,112
all,2023-10,Michigan,123
all,2023-10,Minnesota,83
all,2023-10,Mississippi,45
all,2023-10,Missouri,103
all,2023-10,Montana,23
all,2023-10,Nebraska,24
all,2023-10,Nevada,41
all,2023-10,New Hampshire,20
all,2023-10,New Jersey,101
all,2023-10,New Mexico,40
all,2023-10,New York,282
all,2023-10,North Carolina,151
all,2023-10,North Dakota,11
all,2023-10,Ohio,174
all,2023-10,Oklahoma,44
all,2023-10,Oregon,72
all,2023-10,Pennsylvania,221
all,2023-10,Rhode Island,14
all,2023-10,South Carolina,71
all,2023-10,South Dakota,16
all,2023-10,Tennessee,78
all,2023-10,Texas,194
all,2023-10,Utah,27
all,2023-10,Vermont,15
all,2023-10,Virginia,118
all,2023-10,Washington,81
all,2023-10,West Virginia,32
all,2023-10,Wisconsin,60
all,2023-11,Alabama,65
all,2023-11,Arizona,78
all,2023-11,Arkansas,33
all,2023-11,California,346
all,2023-11,Colorado,104
all,2023-11,Connecticut,56
all,2023-11,Delaware,11
all,2023-11,Florida,196
all,2023-11,Georgia,78
all,2023-11,Idaho,17
all,2023-11,Illinois,192
all,2023-11,Indiana,140
all,2023-11,Iowa,53
all,2023-11,Kansas,58
all,2023-11,Kentucky,99
all,2023-11,Louisiana,33
all,2023-11,Maine,34
all,2023-11,Maryland,108
all,2023-11,Massachusetts,87
all,2023-11,Michigan,136
all,2023-11,Minnesota,99
all,2023-11,Mississippi,37
all,2023-11,Missouri,109
all,2023-11,Montana,21
all,2023-11,Nebraska,25
all,2023-11,Nevada,36
all,2023-11,New Hampshire,19
all,2023-11,New Jersey,104
all,2023-11,New Mexico,48
all,2023-11,New York,228
all,2023-11,North Carolina,151
all,2023-11,North Dakota,10
all,2023-11,Ohio,216
all,2023-11,Oklahoma,54
all,2023-11,Oregon,59
all,2023-11,Pennsylvania,260
all,2023-11,South Carolina,66
all,2023-11,South Dakota,17
all,2023-11,Tennessee,102
all,2023-11,Texas,238
all,2023-11,Utah,34
all,2023-11,Virginia,124
all,2023-11,Washington,69
all,2023-11,West Virginia,45
all,2023-11,Wisconsin,73
all,2023-11,Wyoming,16
all,2023-12,Alabama,98
all,2023-12,Arizona,112
all,2023-12,Arkansas,60
all,2023-12,California,578
all,2023-12,Colorado,87
all,2023-12,Connecticut,64
all,2023-12,Delaware,25
all,2023-12,Florida,186
all,2023-12,Georgia,116
all,2023-12,Idaho,25
all,2023-12,Illinois,241
all,2023-12,Indiana,207
all,2023-12,Iowa,102
all,2023-12,Kansas,66
all,2023-12,Kentucky,164
all,2023-12,Louisiana,60
all,2023-12,Maine,50
all,2023-12,Maryland,117
all,2023-12,Massachusetts,142
all,2023-12,Michigan,275
all,2023-12,Minnesota,128
all,2023-12,Mississippi,55
all,2023-12,Missouri,181
all,2023-12,Montana,22
all,2023-12,Nebraska,51
all,2023-12,Nevada,43
all,2023-12,New Hampshire,30
all,2023-12,New Jersey,170
all,2023-12,New Mexico,51
all,2023-12,New York,348
all,2023-12,North Carolina,188
all,2023-12,North Dakota,14
all,2023-12,Ohio,306
all,2023-12,Oklahoma,106
all,2023-12,Oregon,67
all,2023-12,Pennsylvania,299
all,2023-12,Rhode Island,13
all,2023-12,South Carolina,83
all,2023-12,South Dakota,20
all,2023-12,Tennessee,166
all,2023-12,Texas,279
all,2023-12,Utah,31
all,2023-12,Virginia,188
all,2023-12,Washington,95
all,2023-12,West Virginia,62
all,2023-12,Wisconsin,137
all,2023-12,Wyoming,12
all,2024-01,Alabama,127
all,2024-01,Arizona,132
all,2024-01,Arkansas,92
all,2024-01,California,606
all,2024-01,Colorado,72
all,2024-01,Connecticut,102
all,2024-01,Delaware,31
all,2024-01,District of Columbia,11
all,2024-01,Florida,392
all,2024-01,Georgia,207
all,2024-01,Hawaii,12
all,2024-01,Idaho,22
all,2024-01,Illinois,217
all,2024-01,Indiana,173
all,2024-01,Iowa,103
all,2024-01,Kansas,77
all,2024-01,Kentucky,147
all,2024-01,Louisiana,78
all,2024-01,Maine,43
all,2024-01,Maryland,135
all,2024-01,Massachusetts,159
all,2024-01,Michigan,253
all,2024-01,Minnesota,116
all,2024-01,Mississippi,90
all,2024-01,Missouri,147
all,2024-01,Montana,21
all,2024-01,Nebraska,45
all,2024-01,Nevada,56
all,2024-01,New Hampshire,43
all,2024-01,New Jersey,247
all,2024-01,New Mexico,43
all,2024-01,New York,503
all,2024-01,North Carolina,236
all,2024-01,North Dakota,12
all,2024-01,Ohio,304
all,2024-01,Oklahoma,108
all,2024-01,Oregon,61
all,2024-01,Pennsylvania,379
all,2024-01,Rhode Island,18
all,2024-01,South Carolina,128
all,2024-01,South Dakota,19
all,2024-01,Tennessee,179
all,2024-01,Texas,448
all,2024-01,Utah,41
all,2024-01,Vermont,20
all,2024-01,Virginia,221
all,2024-01,Washington,103
all,2024-01,West Virginia,69
all,2024-01,Wisconsin,129
all,2024-01,Wyoming,16
all,2024-02,Alabama,75
all,2024-02,Arizona,58
all,2024-02,Arkansas,41
all,2024-02,California,325
all,2024-02,Colorado,32
all,2024-02,Connecticut,54
all,2024-02,Delaware,20
all,2024-02,Florida,367
all,2024-02,Georgia,139
all,2024-02,Hawaii,19
all,2024-02,Idaho,13
all,2024-02,Illinois,136
all,2024-02,Indiana,73
all,2024-02,Iowa,30
all,2024-02,Kansas,27
all,2024-02,Kentucky,78
all,2024-02,Louisiana,64
all,2024-02,Maine,28
all,2024-02,Maryland,68
all,2024-02,Massachusetts,83
all,2024-02,Michigan,103
all,2024-02,Minnesota,72
all,2024-02,Mississippi,49
all,2024-02,Missouri,67
all,2024-02,Nebraska,27
all,2024-02,Nevada,23
all,2024-02,New Hampshire,13
all,2024-02,New Jersey,129
all,2024-02,New Mexico,30
all,2024-02,New York,249
all,2024-02,North Carolina,158
all,2024-02,Ohio,144
all,2024-02,Oklahoma,64
all,2024-02,Oregon,41
all,2024-02,Pennsylvania,182
all,2024-02,Rhode Island,10
all,2024-02,South Carolina,104
all,2024-02,South Dakota,14
all,2024-02,Tennessee,108
all,2024-02,Texas,283
all,2024-02,Vermont,11
all,2024-02,Virginia,126
all,2024-02,Washington,85
all,2024-02,West Virginia,17
all,2024-02,Wisconsin,66
all,2024-02,Wyoming,11
all,2024-03,Alabama,57
all,2024-03,Arizona,38
all,2024-03,Arkansas,38
all,2024-03,California,193
all,2024-03,Colorado,16
all,2024-03,Connecticut,29
all,2024-03,Delaware,15
all,2024-03,Florida,189
all,2024-03,Georgia,124
all,2024-03,Idaho,15
all,2024-03,Illinois,81
all,2024-03,Indiana,64
all,2024-03,Iowa,18
all,2024-03,Kansas,25
all,2024-03,Kentucky,54
all,2024-03,Louisiana,36
all,2024-03,Maine,16
all,2024-03,Maryland,49
all,2024-03,Massachusetts,44
all,2024-03,Michigan,91
all,2024-03,Minnesota,36
all,2024-03,Mississippi,57
all,2024-03,Missouri,43
all,2024-03,Montana,12
all,2024-03,Nebraska,15
all,2024-03,Nevada,14
all,2024-03,New Hampshire,14
all,2024-03,New Jersey,73
all,2024-03,New Mexico,21
all,2024-03,New York,141
all,2024-03,North Carolina,128
all,2024-03,Ohio,89
all,2024-03,Oklahoma,45
all,2024-03,Oregon,29
all,2024-03,Pennsylvania,125
all,2024-03,South Carolina,57
all,2024-03,South Dakota,11
all,2024-03,Tennessee,83
all,2024-03,Texas,169
all,2024-03,Utah,10
all,2024-03,Virginia,86
all,2024-03,Washington,48
all,2024-03,West Virginia,22
all,2024-03,Wisconsin,33
all,2024-04,Alabama,33
all,2024-04,Arizona,30
all,2024-04,Arkansas,17
all,2024-04,California,92
all,2024-04,Colorado,14
all,2024-04,Connecticut,17
all,2024-04,Florida,110
all,2024-04,Georgia,44
all,2024-04,Illinois,55
all,2024-04,Indiana,24
all,2024-04,Kansas,13
all,2024-04,Kentucky,30
all,2024-04,Louisiana,16
all,2024-04,Maine,13
all,2024-04,Maryland,23
all,2024-04,Massachusetts,25
all,2024-04,Michigan,45
all,2024-04,Minnesota,27
all,2024-04,Mississippi,27
all,2024-04,Missouri,23
all,2024-04,Nevada,13
all,2024-04,New Jersey,28
all,2024-04,New Mexico,18
all,2024-04,New York,65
all,2024-04,North Carolina,52
all,2024-04,Ohio,57
all,2024-04,Oklahoma,19
all,2024-04,Oregon,12
all,2024-04,Pennsylvania,66
all,2024-04,South Carolina,35
all,2024-04,Tennessee,40
all,2024-04,Texas,62
all,2024-04,Virginia,33
all,2024-04,Washington,24
all,2024-04,West Virginia,13
all,2024-04,Wisconsin,28
all,2024-05,Arizona,37
all,2024-05,Arkansas,10
all,2024-05,California,113
all,2024-05,Colorado,11
all,2024-05,Connecticut,16
all,2024-05,Florida,83
all,2024-05,Georgia,29
all,2024-05,Illinois,23
all,2024-05,Indiana,14
all,2024-05,Kentucky,17
all,2024-05,Maryland,25
all,2024-05,Massachusetts,18
all,2024-05,Michigan,13
all,2024-05,Minnesota,12
all,2024-05,Mississippi,12
all,2024-05,Missouri,13
all,2024-05,New Jersey,28
all,2024-05,New Mexico,12
all,2024-05,New York,47
all,2024-05,North Carolina,34
all,2024-05,Ohio,31
all,2024-05,Oklahoma,11
all,2024-05,Pennsylvania,32
all,2024-05,South Carolina,11
all,2024-05,Tennessee,20
all,2024-05,Texas,55
all,2024-05,Virginia,31
all,2024-05,Washington,20
all,2024-05,West Virginia,18
all,2024-05,Wisconsin,11
all,2024-06,Alabama,14
all,2024-06,Arizona,44
all,2024-06,California,152
all,2024-06,Colorado,23
all,2024-06,Connecticut,10
all,2024-06,Florida,125
all,2024-06,Georgia,21
all,2024-06,Hawaii,26
all,2024-06,Illinois,24
all,2024-06,Indiana,21
all,2024-06,Kentucky,15
all,2024-06,Louisiana,12
all,2024-06,Maryland,17
all,2024-06,Massachusetts,30
all,2024-06,Michigan,28
all,2024-06,Missouri,17
all,2024-06,Nevada,13
all,2024-06,New Jersey,28
all,2024-06,New Mexico,13
all,2024-06,New York,71
all,2024-06,North Carolina,32
all,2024-06,Ohio,25
all,2024-06,Oklahoma,14
all,2024-06,Oregon,22
all,2024-06,Pennsylvania,35
all,2024-06,South Carolina,15
all,2024-06,Tennessee,14
all,2024-06,Texas,77
all,2024-06,Virginia,13
all,2024-06,Washington,27
all,2024-06,Wisconsin,13
all,2024-07,Alabama,38
all,2024-07,Arizona,53
all,2024-07,Arkansas,17
all,2024-07,California,295
all,2024-07,Colorado,35
all,2024-07,Connecticut,25
all,2024-07,Florida,302
all,2024-07,Georgia,39
all,2024-07,Hawaii,30
all,2024-07,Illinois,60
all,2024-07,Indiana,27
all,2024-07,Iowa,10
all,2024-07,Kansas,14
all,2024-07,Kentucky,23
all,2024-07,Louisiana,27
all,2024-07,Maryland,39
all,2024-07,Massachusetts,42
all,2024-07,Michigan,33
all,2024-07,Minnesota,24
all,2024-07,Mississippi,24
all,2024-07,Missouri,32
all,2024-07,Montana,15
all,2024-07,Nevada,25
all,2024-07,New Jersey,62
all,2024-07,New Mexico,17
all,2024-07,New York,131
all,2024-07,North Carolina,55
all,2024-07,Ohio,71
all,2024-07,Oklahoma,26
all,2024-07,Oregon,39
all,2024-07,Pennsylvania,75
all,2024-07,South Carolina,42
all,2024-07,Tennessee,37
all,2024-07,Texas,167
all,2024-07,Utah,11
all,2024-07,Virginia,39
all,2024-07,Washington,60
all,2024-07,Wisconsin,23
all,2024-08,Alabama,70
all,2024-08,Arizona,40
all,2024-08,Arkansas,34
all,2024-08,California,427
all,2024-08,Colorado,39
all,2024-08,Connecticut,57
all,2024-08,Delaware,15
all,2024-08,Florida,348
all,2024-08,Georgia,102
all,2024-08,Hawaii,18
all,2024-08,Idaho,20
all,2024-08,Illinois,118
all,2024-08,Indiana,72
all,2024-08,Iowa,50
all,2024-08,Kansas,38
all,2024-08,Kentucky,61
all,2024-08,Louisiana,61
all,2024-08,Maine,23
all,2024-08,Maryland,53
all,2024-08,Massachusetts,82
all,2024-08,Michigan,73
all,2024-08,Minnesota,50
all,2024-08,Mississippi,49
all,2024-08,Missouri,69
all,2024-08,Montana,11
all,2024-08,Nebraska,13
all,2024-08,Nevada,26
all,2024-08,New Hampshire,21
all,2024-08,New Jersey,89
all,2024-08,New Mexico,18
all,2024-08,New York,183
all,2024-08,North Carolina,131
all,2024-08,Ohio,105
all,2024-08,Oklahoma,55
all,2024-08,Oregon,42
all,2024-08,Pennsylvania,143
all,2024-08,Rhode Island,20
all,2024-08,South Carolina,53
all,2024-08,Tennessee,85
all,2024-08,Texas,265
all,2024-08,Utah,17
all,2024-08,Vermont,11
all,2024-08,Virginia,100
all,2024-08,Washington,72
all,2024-08,West Virginia,30
all,2024-08,Wisconsin,43
all,2024-09,Alabama,63
all,2024-09,Arizona,42
all,2024-09,Arkansas,39
all,2024-09,California,323
all,2024-09,Colorado,37
all,2024-09,Connecticut,33
all,2024-09,Delaware,12
all,2024-09,Florida,224
all,2024-09,Georgia,85
all,2024-09,Idaho,22
all,2024-09,Illinois,117
all,2024-09,Indiana,77
all,2024-09,Iowa,51
all,2024-09,Kansas,39
all,2024-09,Kentucky,72
all,2024-09,Louisiana,29
all,2024-09,Maine,23
all,2024-09,Maryland,66
all,2024-09,Massachusetts,67
all,2024-09,Michigan,100
all,2024-09,Minnesota,55
all,2024-09,Mississippi,43
all,2024-09,Missouri,80
all,2024-09,Nebraska,21
all,2024-09,Nevada,14
all,2024-09,New Hampshire,19
all,2024-09,New Jersey,63
all,2024-09,New Mexico,16
all,2024-09,New York,179
all,2024-09,North Carolina,149
all,2024-09,Ohio,151
all,2024-09,Oklahoma,40
all,2024-09,Oregon,47
all,2024-09,Pennsylvania,171
all,2024-09,South Carolina,66
all,2024-09,Tennessee,85
all,2024-09,Texas,149
all,2024-09,Utah,16
all,2024-09,Vermont,10
all,2024-09,Virginia,105
all,2024-09,Washington,59
all,2024-09,West Virginia,54
all,2024-09,Wisconsin,40
all,2024-10,Alabama,27
all,2024-10,Arizona,49
all,2024-10,Arkansas,17
all,2024-10,California,157
all,2024-10,Colorado,29
all,2024-10,Connecticut,35
all,2024-10,Delaware,18
all,2024-10,Florida,113
all,2024-10,Georgia,30
all,2024-10,Idaho,13
all,2024-10,Illinois,75
all,2024-10,Indiana,46
all,2024-10,Iowa,25
all,2024-10,Kansas,16
all,2024-10,Kentucky,35
all,2024-10,Maine,18
all,2024-10,Maryland,30
all,2024-10,Massachusetts,50
all,2024-10,Michigan,74
all,2024-10,Minnesota,49
all,2024-10,Mississippi,15
all,2024-10,Missouri,44
all,2024-10,Montana,12
all,2024-10,Nebraska,14
all,2024-10,Nevada,19
all,2024-10,New Jersey,49
all,2024-10,New Mexico,23
all,2024-10,New York,132
all,2024-10,North Carolina,54
all,2024-10,Ohio,76
all,2024-10,Oklahoma,24
all,2024-10,Oregon,31
all,2024-10,Pennsylvania,117
all,2024-10,South Carolina,30
all,2024-10,Tennessee,46
all,2024-10,Texas,97
all,2024-10,Utah,10
all,2024-10,Virginia,51
all,2024-10,Washington,50
all,2024-10,West Virginia,23
all,2024-10,Wisconsin,37
55plus,2020-03,Alabama,34
55plus,2020-03,Arizona,45
55plus,2020-03,California,228
55plus,2020-03,Colorado,83
55plus,2020-03,Connecticut,103
55plus,2020-03,Florida,160
55plus,2020-03,Georgia,184
55plus,2020-03,Idaho,12
55plus,2020-03,Illinois,162
55plus,2020-03,Indiana,110
55plus,2020-03,Iowa,10
55plus,2020-03,Kansas,14
55plus,2020-03,Kentucky,27
55plus,2020-03,Louisiana,321
55plus,2020-03,Maryland,43
55plus,2020-03,Massachusetts,117
55plus,2020-03,Michigan,384
55plus,2020-03,Minnesota,19
55plus,2020-03,Mississippi,32
55plus,2020-03,Missouri,27
55plus,2020-03,Nevada,28
55plus,2020-03,New Jersey,594
55plus,2020-03,New York,2339
55plus,2020-03,North Carolina,17
55plus,2020-03,Ohio,86
55plus,2020-03,Oklahoma,31
55plus,2020-03,Oregon,24
55plus,2020-03,Pennsylvania,90
55plus,2020-03,South Carolina,32
55plus,2020-03,Tennessee,29
55plus,2020-03,Texas,82
55plus,2020-03,Vermont,17
55plus,2020-03,Virginia,65
55plus,2020-03,Washington,265
55plus,2020-03,Wisconsin,38
55plus,2020-04,Alabama,286
55plus,2020-04,Arizona,354
55plus,2020-04,Arkansas,51
55plus,2020-04,California,1761
55plus,2020-04,Colorado,768
55plus,2020-04,Connecticut,2231
55plus,2020-04,Delaware,178
55plus,2020-04,District of Columbia,216
55plus,2020-04,Florida,1127
55plus,2020-04,Georgia,917
55plus,2020-04,Hawaii,11
55plus,2020-04,Idaho,49
55plus,2020-04,Illinois,2207
55plus,2020-04,Indiana,995
55plus,2020-04,Iowa,146
55plus,2020-04,Kansas,119
55plus,2020-04,Kentucky,225
55plus,2020-04,Louisiana,1420
55plus,2020-04,Maine,52
55plus,2020-04,Maryland,1108
55plus,2020-04,Massachusetts,3634
55plus,2020-04,Michigan,3209
55plus,2020-04,Minnesota,372
55plus,2020-04,Mississippi,253
55plus,2020-04,Missouri,402
55plus,2020-04,Montana,13
55plus,2020-04,Nebraska,73
55plus,2020-04,Nevada,191
55plus,2020-04,New Hampshire,90
55plus,2020-04,New Jersey,7774
55plus,2020-04,New Mexico,118
55plus,2020-04,New York,19098
55plus,2020-04,North Carolina,390
55plus,2020-04,North Dakota,18
55plus,2020-04,Ohio,945
55plus,2020-04,Oklahoma,178
55plus,2020-04,Oregon,98
55plus,2020-04,Pennsylvania,3168
55plus,2020-04,Rhode Island,291
55plus,2020-04,South Carolina,229
55plus,2020-04,South Dakota,20
55plus,2020-04,Tennessee,160
55plus,2020-04,Texas,769
55plus,2020-04,Utah,39
55plus,2020-04,Vermont,37
55plus,2020-04,Virginia,670
55plus,2020-04,Washington,473
55plus,2020-04,West Virginia,38
55plus,2020-04,Wisconsin,271
55plus,2020-05,Alabama,381
55plus,2020-05,Arizona,412
55plus,2020-05,Arkansas,61
55plus,2020-05,California,1937
55plus,2020-05,Colorado,372
55plus,2020-05,Connecticut,1383
55plus,2020-05,Delaware,244
55plus,2020-05,District of Columbia,237
55plus,2020-05,Florida,934
55plus,2020-05,Georgia,656
55plus,2020-05,Idaho,21
55plus,2020-05,Illinois,2459
55plus,2020-05,Indiana,829
55plus,2020-05,Iowa,340
55plus,2020-05,Kansas,71
55plus,2020-05,Kentucky,202
55plus,2020-05,Louisiana,621
55plus,2020-05,Maine,41
55plus,2020-05,Maryland,1273
55plus,2020-05,Massachusetts,2743
55plus,2020-05,Michigan,1105
55plus,2020-05,Minnesota,627
55plus,2020-05,Mississippi,367
55plus,2020-05,Missouri,354
55plus,2020-05,Nebraska,121
55plus,2020-05,Nevada,128
55plus,2020-05,New Hampshire,190
55plus,2020-05,New Jersey,2747
55plus,2020-05,New Mexico,193
55plus,2020-05,New York,4704
55plus,2020-05,North Carolina,445
55plus,2020-05,North Dakota,40
55plus,2020-05,Ohio,1017
55plus,2020-05,Oklahoma,84
55plus,2020-05,Oregon,45
55plus,2020-05,Pennsylvania,2413
55plus,2020-05,Rhode Island,389
55plus,2020-05,South Carolina,262
55plus,2020-05,South Dakota,37
55plus,2020-05,Tennessee,161
55plus,2020-05,Texas,804
55plus,2020-05,Utah,60
55plus,2020-05,Virginia,755
55plus,2020-05,Washington,231
55plus,2020-05,West Virginia,31
55plus,2020-05,Wisconsin,247
55plus,2020-06,Alabama,349
55plus,2020-06,Arizona,709
55plus,2020-06,Arkansas,117
55plus,2020-06,California,1663
55plus,2020-06,Colorado,122
55plus,2020-06,Connecticut,219
55plus,2020-06,Delaware,54
55plus,2020-06,District of Columbia,77
55plus,2020-06,Florida,825
55plus,2020-06,Georgia,379
55plus,2020-06,Idaho,10
55plus,2020-06,Illinois,989
55plus,2020-06,Indiana,371
55plus,2020-06,Iowa,128
55plus,2020-06,Kansas,57
55plus,2020-06,Kentucky,125
55plus,2020-06,Louisiana,308
55plus,2020-06,Maine,10
55plus,2020-06,Maryland,520
55plus,2020-06,Massachusetts,509
55plus,2020-06,Michigan,242
55plus,2020-06,Minnesota,287
55plus,2020-06,Mississippi,237
55plus,2020-06,Missouri,144
55plus,2020-06,Nebraska,72
55plus,2020-06,Nevada,69
55plus,2020-06,New Hampshire,89
55plus,2020-06,New Jersey,602
55plus,2020-06,New Mexico,98
55plus,2020-06,New York,843
55plus,2020-06,North Carolina,345
55plus,2020-06,North Dakota,16
55plus,2020-06,Ohio,441
55plus,2020-06,Oklahoma,53
55plus,2020-06,Oregon,50
55plus,2020-06,Pennsylvania,668
55plus,2020-06,Rhode Island,115
55plus,2020-06,South Carolina,243
55plus,2020-06,South Dakota,32
55plus,2020-06,Tennessee,173
55plus,2020-06,Texas,1104
55plus,2020-06,Utah,57
55plus,2020-06,Virginia,329
55plus,2020-06,Washington,127
55plus,2020-06,West Virginia,12
55plus,2020-06,Wisconsin,140
55plus,2020-07,Alabama,785
55plus,2020-07,Arizona,1687
55plus,2020-07,Arkansas,233
55plus,2020-07,California,3130
55plus,2020-07,Colorado,108
55plus,2020-07,Connecticut,52
55plus,2020-07,Delaware,29
55plus,2020-07,District of Columbia,21
55plus,2020-07,Florida,4044
55plus,2020-07,Georgia,1039
55plus,2020-07,Idaho,109
55plus,2020-07,Illinois,372
55plus,2020-07,Indiana,277
55plus,2020-07,Iowa,150
55plus,2020-07,Kansas,95
55plus,2020-07,Kentucky,158
55plus,2020-07,Louisiana,625
55plus,2020-07,Maine,20
55plus,2020-07,Maryland,238
55plus,2020-07,Massachusetts,133
55plus,2020-07,Michigan,132
55plus,2020-07,Minnesota,116
55plus,2020-07,Mississippi,546
55plus,2020-07,Missouri,210
55plus,2020-07,Montana,36
55plus,2020-07,Nebraska,40
55plus,2020-07,Nevada,305
55plus,2020-07,New Hampshire,31
55plus,2020-07,New Jersey,212
55plus,2020-07,New Mexico,132
55plus,2020-07,New York,320
55plus,2020-07,North Carolina,580
55plus,2020-07,North Dakota,17
55plus,2020-07,Ohio,573
55plus,2020-07,Oklahoma,199
55plus,2020-07,Oregon,97
55plus,2020-07,Pennsylvania,390
55plus,2020-07,Rhode Island,25
55plus,2020-07,South Carolina,901
55plus,2020-07,South Dakota,34
55plus,2020-07,Tennessee,435
55plus,2020-07,Texas,5635
55plus,2020-07,Utah,109
55plus,2020-07,Virginia,318
55plus,2020-07,Washington,235
55plus,2020-07,West Virginia,29
55plus,2020-07,Wisconsin,120
55plus,2020-08,Alabama,857
55plus,2020-08,Alaska,15
55plus,2020-08,Arizona,731
55plus,2020-08,Arkansas,334
55plus,2020-08,California,3068
55plus,2020-08,Colorado,92
55plus,2020-08,Connecticut,23
55plus,2020-08,Delaware,17
55plus,2020-08,District of Columbia,19
55plus,2020-08,Florida,3984
55plus,2020-08,Georgia,1505
55plus,2020-08,Hawaii,62
55plus,2020-08,Idaho,154
55plus,2020-08,Illinois,427
55plus,2020-08,Indiana,317
55plus,2020-08,Iowa,230
55plus,2020-08,Kansas,156
55plus,2020-08,Kentucky,242
55plus,2020-08,Louisiana,766
55plus,2020-08,Maryland,211
55plus,2020-08,Massachusetts,78
55plus,2020-08,Michigan,204
55plus,2020-08,Minnesota,175
55plus,2020-08,Mississippi,644
55plus,2020-08,Missouri,394
55plus,2020-08,Montana,45
55plus,2020-08,Nebraska,84
55plus,2020-08,Nevada,370
55plus,2020-08,New Jersey,116
55plus,2020-08,New Mexico,81
55plus,2020-08,New York,178
