year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
2014Q2,58890,61460,61910,63820,63890,63870,63220,60020,58160,58140,57810,57310,59030,61450,60890,60830,62100,62630,63390,63360,64500,64590,64930,64410,61590,59680,57870,56110,55720,55510,55730,55930,54880,54620,54350,53460,53480,54450,55620,58290,60390,63040,64810,64170,63720,63390,62200,61700,61840,63140,64840,65080,64090,62200,59980,58120,56540,55630,53520,52060,50320,49460,48260,47800,47190,46880,47070,43150,38360,35510,32550,32340,33010,31140,27780,25620,23880,22190,20300,19410,18190,17340,16790,15780,14190,12800,11420,10110,8730,7450,6060,5000,4070,3260,2110,5080
2014Q3,58530,61170,61770,63470,64150,63860,63730,60870,58540,58090,58120,57400,58520,61110,61360,60610,62150,62610,63470,63820,64570,64980,65120,65280,62760,60540,58940,56940,56260,56030,56080,56490,55360,55060,54690,53990,53500,54550,55230,57870,60050,62570,64640,64780,63810,63730,62500,61890,61800,62740,64560,65210,64410,62830,60310,58800,56760,55940,54000,52350,50790,49640,48480,47840,47310,46820,46930,44790,38910,36000,33390,31600,33090,31620,28460,25880,24160,22430,20520,19430,18250,17320,16610,15910,14270,12880,11460,10220,8750,7550,6130,5020,4130,3290,2260,5090
2014Q4,58380,60610,61840,63090,64350,63890,64050,61830,59000,58150,58350,57630,58100,60660,61750,60640,62090,62610,63540,64370,64680,65360,65500,66010,64020,61510,60060,57940,56880,56630,56510,56950,56000,55480,55120,54530,53730,54570,55050,57450,59750,62060,64400,65250,64000,64000,62930,62080,61800,62400,64210,65310,64730,63320,60880,59310,57150,56120,54580,52670,51270,49780,48780,47870,47460,46800,46750,45970,39750,36630,34090,31230,32960,31960,29150,26230,24430,22650,20840,19410,18360,17310,16460,15940,14390,12960,11500,10270,8820,7610,6230,5040,4160,3280,2420,5090
2015Q1,58460,59880,62020,62730,64410,64010,64190,62750,59610,58310,58480,57940,57870,60120,61940,61010,61850,62730,63570,64820,64940,65720,65930,66590,65350,62620,61100,59130,57630,57250,57050,57260,56800,55870,55570,55080,54090,54530,55140,56930,59470,61560,64160,65490,64330,64180,63460,62300,61840,62190,63850,65240,65070,63730,61570,59720,57640,56310,55110,53040,51720,49950,49140,47930,47600,46830,46630,46490,41040,37290,34620,31360,32520,32180,29850,26630,24690,22900,21150,19410,18500,17280,16380,15850,14530,13020,11570,10270,8890,7670,6320,5070,4160,3290,2540,5130
2015Q2,58600,59330,62020,62500,64280,64280,64220,63510,60370,58570,58530,58260,57870,59570,61890,61520,61600,62890,63540,65120,65350,65950,66430,67090,66620,63870,62090,60430,58490,57940,57650,57640,57520,56370,56040,55570,54590,54520,55340,56470,59110,61160,63820,65550,64830,64310,63910,62590,61970,62120,63440,65060,65300,64170,62230,60070,58250,56580,55500,53470,52090,50280,49410,48130,47630,46960,46520,46580,42640,37870,35010,32020,31760,32360,30490,27130,24940,23160,21410,19510,18580,17290,16330,15700,14680,13080,11630,10280,8970,7680,6440,5110,4160,3320,2590,5200
2015Q3,58750,59020,61810,62410,64010,64590,64250,64040,61250,58970,58540,58580,57990,59120,61660,62050,61470,62960,63560,65220,65870,66110,66910,67610,67690,65270,63080,61700,59530,58670,58330,58140,58140,56940,56560,56020,55200,54600,55540,56130,58730,60850,63370,65430,65450,64420,64290,62940,62210,62080,63080,64810,65470,64540,62900,60430,58940,56880,55810,53950,52420,50740,49600,48390,47650,47100,46470,46460,44240,38410,35500,32840,31030,32430,30950,27790,25190,23440,21630,19720,18610,17350,16310,15530,14790,13160,11700,10290,9050,7690,6540,5170,4160,3360,2600,5310
2015Q4,58940,58900,61340,62540,63690,64840,64280,64390,62240,59450,58640,58820,58230,58750,61290,62520,61550,62900,63560,65250,66390,66280,67300,68190,68560,66740,64180,62940,60740,59480,59100,58700,58680,57680,57020,56530,55820,54870,55660,55990,58330,60580,62890,65250,65930,64630,64580,63400,62480,62100,62770,64480,65580,64880,63420,61010,59440,57310,56040,54490,52770,51240,49750,48730,47670,47240,46460,46320,45400,39240,36120,33530,30660,32290,31260,28430,25530,23700,21830,20030,18580,17460,16290,15400,14800,13270,11780,10330,9090,7740,6590,5250,4170,3380,2590,5430
2016Q1,59080,59010,60700,62800,63400,64960,64430,64560,63200,60080,58840,58980,58550,58540,60840,62820,61950,62690,63640,65220,66770,66550,67580,68710,69270,68230,65460,64060,62140,60390,59870,59390,59130,58560,57460,57060,56460,55300,55710,56110,57860,60330,62420,65040,66200,64980,64760,63960,62750,62140,62580,64140,65510,65260,63860,61690,59860,57810,56320,54990,53140,51730,49900,49090,47740,47370,46510,46230,45950,40500,36770,34070,30800,31860,31460,29100,25910,23950,22070,20320,18580,17600,16270,15330,14720,13400,11870,10390,9100,7790,6630,5330,4210,3390,2600,5550
2016Q2,59200,59180,60220,62900,63240,64900,64730,64620,63990,60880,59150,59080,58870,58570,60380,62890,62510,62490,63770,65140,67010,66950,67730,69180,69860,69620,66870,65090,63620,61400,60680,60110,59690,59360,58010,57600,57020,55890,55780,56340,57450,60030,62060,64730,66300,65500,64920,64450,63090,62290,62510,63780,65350,65530,64340,62330,60230,58420,56670,55390,53560,52140,50220,49370,47950,47410,46650,46130,46090,42090,37350,34470,31460,31130,31620,29710,26400,24200,22320,20570,18680,17700,16300,15300,14580,13530,11950,10460,9130,7850,6630,5430,4250,3400,2630,5660
2016Q3,59360,59380,59960,62810,63220,64720,65080,64680,64550,61810,59610,59140,59200,58720,60020,62780,63090,62410,63810,65130,67060,67400,67780,69500,70400,70700,68400,66110,64960,62560,61480,60880,60370,60060,58690,58160,57530,56590,55920,56610,57180,59690,61790,64300,66250,66140,65060,64850,63480,62550,62470,63450,65100,65740,64730,62980,60600,59100,57020,55750,54000,52520,50680,49550,48250,47440,46800,46100,46000,43680,37890,34960,32270,30420,31680,30150,27040,24450,22600,20780,18880,17740,16370,15310,14440,13630,12030,10550,9150,7930,6620,5510,4310,3410,2670,5760
2016Q4,59590,59620,59890,62430,63430,64500,65380,64750,64930,62840,60150,59290,59480,58980,59720,62500,63640,62530,63710,65080,67000,67770,67800,69610,70930,71480,69870,67210,66180,63850,62310,61720,61050,60660,59540,58660,58090,57260,56240,56800,57100,59340,61550,63830,66140,66650,65310,65150,63960,62840,62460,63160,64800,65870,65100,63490,61170,59600,57470,56060,54490,52880,51190,49700,48610,47480,46950,46110,45860,44830,38720,35580,32960,30060,31550,30460,27690,24790,22870,20990,19160,17720,16500,15320,14330,13650,12130,10640,9180,7990,6660,5560,4380,3430,2710,5870
2017Q1,59800,59780,60070,61830,63750,64270,65580,64910,65140,63810,60840,59530,59670,59320,59550,62090,64040,62930,63460,65080,66830,67990,67920,69600,71310,72010,71250,68430,67200,65310,63220,62510,61780,61170,60510,59160,58660,57950,56690,56930,57240,58910,61330,63360,65990,66960,65680,65340,64540,63160,62490,62980,64490,65800,65500,63940,61820,60030,57970,56410,54940,53240,51690,49860,49000,47570,47090,46160,45770,45370,39970,36220,33510,30180,31140,30680,28340,25170,23130,21230,19430,17700,16670,15310,14270,13570,12250,10740,9240,8010,6690,5610,4450,3460,2730,5990
2017Q2,59980,59890,60320,61370,63910,64170,65590,65250,65230,64610,61670,59890,59800,59620,59600,61660,64190,63470,63220,65100,66570,68040,68130,69490,71560,72420,72450,69760,68120,66780,64210,63300,62490,61780,61360,59770,59230,58560,57290,57050,57500,58520,61050,62990,65680,67110,66210,65500,65020,63530,62620,62890,64140,65640,65790,64420,62430,60400,58560,56810,55300,53610,52120,50180,49290,47790,47130,46300,45670,45510,41520,36790,33900,30810,30430,30850,28930,25650,23410,21470,19670,17760,16780,15340,14220,13440,12360,10820,9310,8020,6750,5610,4530,3500,2740,6120
2017Q3,60050,60030,60540,61140,63850,64190,65460,65650,65320,65160,62600,60370,59890,59900,59750,61320,64110,64030,63110,65010,66370,67890,68360,69340,71640,72790,73330,71200,69060,68080,65380,64080,63230,62460,62060,60490,59820,59110,58000,57220,57780,58260,60720,62710,65230,67100,66830,65640,65420,63950,62870,62820,63820,65390,65990,64820,63060,60740,59230,57170,55670,53980,52490,50620,49480,48080,47160,46450,45620,45420,43080,37330,34380,31600,29740,30910,29340,26260,23670,21740,19880,17910,16810,15400,14210,13290,12420,10890,9380,8010,6810,5610,4590,3540,2740,6240
2017Q4,59990,60210,60740,61110,63500,64420,65270,65990,65400,65530,63600,60920,60040,60170,59970,61020,63840,64590,63200,64800,66180,67670,68520,69210,71500,73130,73910,72560,70050,69210,66650,64880,64010,63110,62640,61340,60340,59710,58680,57560,57990,58150,60360,62460,64710,67030,67310,65890,65720,64440,63180,62790,63520,65080,66100,65220,63580,61270,59720,57580,56020,54380,52840,51100,49620,48450,47180,46590,45640,45280,44200,38140,34950,32280,29360,30780,29610,26860,24010,21990,20070,18170,16760,15520,14200,13160,12400,10980,9460,8020,6850,5630,4620,3590,2750,6340
2018Q1,59950,60360,60840,61320,62910,64770,65060,66200,65560,65730,64520,61590,60280,60370,60240,60850,63410,65020,63530,64450,66110,67390,68550,69160,71220,73330,74300,73830,71160,70070,68070,65740,64750,63780,63140,62280,60840,60300,59370,58020,58140,58270,59900,62230,64200,66890,67610,66260,65900,65020,63520,62810,63300,64770,66010,65650,64020,61870,60120,58010,56430,54760,53160,51580,49750,48850,47250,46710,45680,45180,44730,39360,35550,32810,29460,30370,29800,27460,24360,22260,20280,18430,16700,15670,14220,13090,12300,11060,9550,8060,6860,5660,4650,3630,2770,6440
2018Q2,59860,60490,60880,61570,62450,64930,64960,66210,65860,65820,65260,62400,60620,60510,60450,60870,62960,65170,64010,64100,66120,67050,68470,69210,70860,73370,74580,74900,72380,70810,69490,66680,65500,64420,63730,63090,61460,60840,59990,58630,58270,58520,59480,61920,63820,66580,67760,66770,66020,65510,63910,62930,63170,64420,65830,65960,64490,62440,60470,58560,56870,55100,53500,51960,50040,49140,47460,46730,45820,45080,44860,40860,36110,33200,30070,29660,29960,28010,24780,22540,20510,18660,16740,15750,14270,13060,12160,11130,9620,8120,6860,5700,4650,3680,2790,6540
2018Q3,59720,60510,60960,61750,62190,64870,64990,66080,66220,65890,65760,63300,61080,60610,60680,60970,62600,65070,64510,63910,66030,66870,68260,69300,70530,73250,74830,75650,73700,71540,70680,67750,66240,65060,64390,63790,62170,61370,60540,59330,58430,58800,59210,61570,63530,66100,67760,67380,66120,65910,64310,63170,63050,64080,65550,66180,64880,63070,60780,59180,57240,55470,53840,52310,50450,49340,47760,46740,45960,45040,44770,42380,36650,33670,30860,28970,30050,28410,25360,22800,20770,18860,16890,15780,14350,13070,12040,11170,9680,8200,6850,5750,4640,3720,2820,6640
2018Q4,59530,60410,61120,61870,62140,64510,65220,65890,66530,65980,66090,64240,61620,60740,60910,61130,62260,64750,65030,63920,65780,66780,68030,69350,70270,72950,75050,76090,74930,72360,71650,68920,66980,65750,65000,64360,63010,61820,61120,59980,58750,59020,59100,61200,63270,65520,67700,67840,66330,66170,64770,63450,62970,63740,65220,66260,65260,63590,61260,59650,57630,55880,54210,52650,50920,49460,48140,46750,46090,45070,44640,43490,37460,34240,31580,28610,29960,28700,25940,23130,21050,19040,17140,15740,14490,13110,11960,11150,9760,8290,6870,5770,4660,3740,2860,6770
2019Q1,59340,60340,61260,61880,62340,63900,65570,65690,66760,66150,66290,65130,62290,60960,61100,61320,62050,64260,65450,64220,65350,66790,67770,69330,70130,72520,75090,76310,76010,73310,72340,70240,67740,66390,65590,64820,63930,62280,61660,60620,59200,59180,59220,60730,63020,64950,67530,68110,66680,66280,65320,63740,62910,63470,64870,66120,65660,64030,61830,60050,58010,56340,54600,52980,51400,49570,48540,46830,46220,45140,44570,44030,38690,34840,32150,28740,29580,28930,26540,23480,21330,19270,17410,15690,14650,13150,11940,11060,9840,8380,6920,5770,4670,3750,2890,6890
2019Q2,59280,60230,61370,61870,62590,63450,65730,65620,66820,66490,66400,65850,63090,61310,61240,61480,62020,63750,65610,64690,64900,66840,67460,69230,70110,72030,74950,76420,76830,74390,72860,71520,68520,67020,66100,65340,64700,62890,62160,61190,59780,59290,59460,60300,62690,64500,67180,68220,67180,66350,65770,64060,62980,63280,64470,65880,65940,64490,62370,60400,58520,56810,54960,53350,51820,49840,48840,47080,46270,45310,44500,44210,40190,35410,32570,29380,28910,29130,27110,23890,21630,19520,17640,15730,14750,13220,11960,10960,9910,8440,7000,5770,4700,3740,2940,7010
2019Q3,59390,60080,61390,61930,62760,63220,65660,65700,66770,66890,66510,66370,64010,61800,61350,61690,62070,63360,65510,65220,64640,66730,67300,69040,70160,71620,74710,76520,77340,75610,73470,72580,69460,67680,66640,65920,65320,63620,62660,61740,60460,59440,59730,60040,62300,64160,66650,68200,67790,66410,66150,64420,63180,63130,64100,65560,66130,64860,62980,60720,59120,57210,55380,53750,52220,50280,49070,47420,46320,45500,44500,44190,41720,35960,33040,30190,28250,29250,27530,24450,21900,19800,17850,15880,14770,13310,11980,10870,9950,8500,7090,5770,4740,3740,2960,7120
2019Q4,59650,59910,61290,62130,62880,63210,65300,66000,66640,67270,66650,66760,64990,62370,61510,61940,62180,63010,65180,65790,64650,66430,67220,68900,70300,71410,74430,76730,77740,76830,74300,73510,70600,68390,67280,66500,65840,64500,63160,62360,61140,59770,59970,59970,61920,63860,66050,68140,68260,66640,66430,64900,63460,63070,63800,65250,66260,65260,63550,61260,59640,57660,55890,54220,52660,50840,49250,47890,46430,45710,44600,44140,42870,36820,33610,30940,27930,29180,27850,25030,22240,20100,18040,16150,14730,13450,12010,10810,9910,8580,7170,5790,4770,3760,2970,7220
2020Q1,59860,59750,61240,62350,62910,63470,64740,66420,66500,67570,66900,67040,65920,63080,61770,62180,62350,62810,64690,66270,65030,66040,67330,68840,70560,71530,74250,77020,78170,78100,75430,74320,72030,69220,67980,67170,66320,65480,63720,63000,61870,60260,60170,60140,61500,63630,65510,68000,68550,67040,66580,65510,63820,63080,63610,64970,66230,65750,64100,61920,60170,58170,56500,54740,53130,51490,49490,48420,46640,45960,44760,44170,43490,38100,34250,31540,28090,28850,28130,25630,22610,20410,18290,16430,14680,13590,12060,10790,9830,8650,7250,5840,4780,3800,2980,7310
2020Q2,59870,59740,61160,62550,62920,63760,64340,66630,66480,67700,67300,67210,66670,63910,62140,62360,62500,62770,64230,66500,65650,65720,67580,68790,70870,71910,74140,77270,78680,79230,76770,75080,73520,70140,68720,67830,66900,66300,64420,63580,62530,60900,60350,60430,61130,63350,65120,67690,68690,67590,66700,66050,64240,63230,63520,64680,66090,66170,64680,62570,60650,58800,57120,55240,53650,52070,49900,48850,47000,46140,45030,44190,43770,39680,34880,32000,28770,28240,28370,26220,23030,20730,18570,16680,14740,13690,12140,10800,9740,8720,7320,5910,4790,3830,2990,7420
2020Q3,59730,59860,61020,62580,63000,63900,64140,66550,66570,67660,67720,67340,67180,64810,62600,62400,62680,62760,63820,66360,66220,65560,67600,68770,70930,72240,73980,77300,79070,79920,78120,75820,74690,71180,69380,68420,67470,66910,65130,64080,63070,61600,60490,60700,60880,62990,64810,67200,68660,68220,66800,66500,64690,63490,63430,64420,65860,66490,65160,63260,61060,59500,57620,55750,54150,52590,50460,49160,47430,46280,45300,44250,43840,41270,35500,32520,29620,27630,28520,26690,23600,21030,18890,16900,14920,13720,12260,10840,9690,8750,7390,6000,4810,3890,2990,7550
2020Q4,59470,60100,60800,62410,63150,63910,64090,66140,66820,67470,68070,67420,67510,65720,63100,62430,62840,62770,63410,65940,66700,65560,67340,68630,70740,72340,73690,76900,79190,80200,79180,76500,75510,72250,69950,68930,67930,67290,65850,64450,63570,62200,60740,60840,60760,62590,64490,66590,68550,68660,67010,66790,65190,63760,63360,64120,65540,66620,65580,63820,61580,59990,58050,56230,54600,53020,51030,49340,47890,46380,45530,44340,43830,42440,36380,33100,30390,27330,28460,27040,24160,21380,19220,17100,15200,13680,12420,10900,9670,8740,7490,6110,4840,3930,3020,7680
2021Q1,59310,60250,60510,62180,63230,63740,64210,65440,67110,67180,68240,67520,67670,66530,63650,62470,62900,62770,63030,65210,66880,65700,66710,68340,70200,72070,73230,76090,78880,80040,79890,77090,75890,73360,70430,69260,68280,67450,66510,64720,63930,62720,61020,60850,60780,62040,64130,65950,68320,68860,67320,66860,65730,64030,63270,63830,65160,66460,65960,64230,62100,60340,58380,56670,54940,53320,51540,49430,48300,46450,45700,44400,43790,43000,37610,33690,30970,27470,28100,27320,24740,21730,19520,17350,15470,13650,12580,10980,9680,8680,7580,6210,4900,3940,3060,7820
2021Q2,59500,60200,60320,61890,63220,63530,64290,64870,67140,66980,68190,67760,67680,67120,64300,62590,62830,62720,62720,64370,66630,65880,65910,67940,69360,71520,72680,75030,78200,79660,80220,77670,76030,74360,70920,69530,68510,67610,66960,65060,64190,63120,61400,60800,60870,61490,63680,65410,67900,68880,67760,66840,66160,64300,63270,63560,64700,66130,66190,64610,62540,60590,58750,57060,55190,53590,51900,49630,48550,46630,45730,44540,43680,43190,39080,34240,31380,28090,27450,27540,25300,22120,19820,17610,15690,13710,12670,11080,9700,8620,7650,6300,4980,3950,3100,7940
2021Q3,59990,60000,60310,61570,63070,63440,64260,64530,66930,66910,68000,68050,67680,67500,65070,62880,62680,62750,62490,63640,66110,66040,65320,67390,68630,70790,72150,74000,77350,79220,80190,78340,76190,75080,71580,69800,68750,67820,67270,65490,64440,63420,61880,60750,60970,61070,63170,64940,67310,68740,68280,66800,66480,64610,63390,63310,64270,65700,66300,64920,63040,60770,59190,57330,55470,53850,52180,49970,48680,46880,45730,44670,43590,43140,40540,34770,31820,28880,26810,27640,25720,22650,20060,17900,15870,13870,12690,11190,9740,8580,7660,6360,5060,3960,3140,8050
2021Q4,60690,59680,60460,61230,62780,63470,64150,64360,66400,67030,67690,68280,67640,67740,65880,63260,62560,62810,62370,62950,65400,66200,65000,66700,67970,70010,71630,73080,76320,78750,79920,78940,76440,75570,72370,70130,69020,68020,67410,66000,64610,63730,62310,60850,60960,60820,62640,64480,66600,68540,68620,66900,66650,64990,63550,63100,63820,65230,66260,65200,63430,61120,59490,57560,55760,54100,52410,50360,48710,47210,45700,44790,43550,43030,41590,35560,32310,29580,26470,27540,26040,23170,20350,18180,16030,14120,12630,11330,9790,8560,7620,6420,5140,3980,3160,8150
2022Q1,61360,59450,60570,60880,62500,63470,63930,64410,65640,67260,67350,68390,67670,67830,66640,63770,62540,62830,62320,62400,64560,66220,64980,65850,67410,69160,71020,72290,75160,78080,79470,79420,76780,75760,73310,70490,69240,68240,67420,66530,64770,63950,62730,61030,60870,60750,62000,64030,65880,68240,68740,67140,66640,65450,63730,62950,63450,64770,65990,65520,63750,61560,59740,57790,56110,54350,52610,50770,48720,47550,45720,44900,43550,42930,42090,36720,32830,30120,26580,27150,26300,23700,20670,18440,16250,14360,12570,11460,9870,8560,7540,6470,5210,4030,3150,8250
2022Q2,61500,59570,60480,60690,62200,63420,63720,64440,65030,67260,67110,68300,67860,67800,67210,64420,62670,62800,62270,62080,63750,65960,65130,65020,66950,68240,70320,71600,73960,77240,78970,79670,77260,75810,74230,70920,69470,68430,67510,66890,65040,64130,63040,61340,60740,60780,61380,63520,65260,67760,68700,67530,66560,65840,63950,62940,63130,64280,65620,65730,64120,61990,59950,58130,56460,54580,52840,51080,48890,47770,45890,44900,43650,42790,42240,38120,33330,30480,27170,26490,26510,24200,21020,18700,16490,14540,12610,11520,9960,8570,7460,6480,5250,4090,3140,8310
2022Q3,61070,59980,60240,60680,61890,63270,63640,64400,64660,67030,67030,68100,68130,67780,67590,65230,63000,62700,62310,61900,63140,65520,65350,64470,66440,67520,69570,71040,72920,76370,78560,79660,77950,75950,74950,71580,69760,68680,67700,67130,65410,64340,63300,61770,60630,60840,60920,62970,64730,67120,68510,68020,66490,66130,64210,63040,62850,63820,65170,65810,64410,62480,60140,58560,56720,54850,53080,51340,49200,47890,46120,44890,43760,42680,42180,39530,33800,30870,27920,25850,26580,24590,21490,18920,16750,14680,12730,11520,10040,8590,7410,6460,5270,4150,3120,8330
2022Q4,60190,60640,59910,60880,61610,63040,63710,64350,64540,66560,67210,67860,68410,67800,67880,66140,63490,62680,62440,61890,62690,64990,65660,64280,65910,67050,68990,70710,72240,75620,78360,79640,78790,76370,75620,72520,70230,69110,68030,67350,66010,64600,63690,62250,60770,60860,60710,62480,64270,66390,68310,68350,66580,66320,64590,63190,62660,63380,64730,65750,64690,62900,60530,58890,56980,55170,53360,51590,49590,47930,46440,44870,43880,42650,42070,40550,34550,31330,28580,25500,26450,24880,21960,19190,17000,14810,12940,11440,10140,8600,7370,6390,5300,4180,3120,8330
2023Q1,59060,61320,59740,61100,61410,62980,63860,64300,64740,65950,67600,67670,68690,67980,68130,67070,64190,62820,62600,62090,62470,64450,65960,64590,65480,66950,68700,70680,72100,75160,78390,79840,79860,77270,76340,73910,71040,69730,68640,67730,66880,65080,64210,62930,61160,60970,60810,61990,63930,65740,68110,68530,66870,66390,65110,63390,62560,63030,64320,65500,65030,63270,61020,59190,57270,55570,53680,51850,50030,48000,46800,44920,44030,42670,42010,41040,35670,31840,29090,25600,26050,25120,22460,19460,17240,15000,13130,11370,10250,8640,7340,6320,5300,4220,3140,8320
2023Q2,58160,61530,59980,61190,61460,62980,64090,64360,65050,65610,67880,67700,68870,68410,68380,67910,65120,63180,62740,62370,62600,64080,66130,65270,65290,67230,68640,70940,72470,75060,78660,80410,81060,78690,77260,75580,72260,70630,69510,68470,67840,65910,64910,63710,61880,61190,61160,61650,63630,65280,67780,68620,67370,66420,65590,63670,62610,62780,63910,65180,65280,63670,61540,59470,57690,56000,53990,52170,50390,48230,47070,45110,44110,42810,41900,41210,37060,32330,29450,26170,25400,25300,22960,19780,17490,15220,13280,11390,10290,8700,7340,6250,5300,4240,3190,8310
2023Q3,57530,61250,60550,61160,61760,63020,64300,64620,65360,65600,67990,67950,69000,69010,68690,68610,66270,63790,62870,62800,62910,63970,66160,66090,65440,67580,68910,71320,73120,75300,79080,81290,82170,80500,78470,77250,73880,71770,70590,69490,68820,66980,65760,64570,62840,61550,61600,61540,63370,64980,67310,68600,67990,66480,66020,64030,62800,62590,63550,64830,65450,64020,62140,59750,58200,56350,54360,52520,50720,48610,47250,45400,44160,42980,41830,41190,38480,32820,29850,26900,24790,25390,23330,20230,17700,15480,13410,11490,10290,8770,7360,6220,5270,4260,3240,8340
2023Q4,57170,60550,61380,61030,62230,63060,64420,65010,65620,65830,67820,68460,69070,69590,68990,69190,67480,64500,63100,63260,63300,63930,66060,66970,65900,67860,69290,71720,73800,75680,79440,82240,83150,82310,79870,78830,75720,73060,71760,70570,69720,68230,66580,65490,63820,62110,61980,61620,63140,64760,66750,68560,68470,66680,66340,64510,63040,62500,63210,64510,65530,64420,62680,60270,58630,56730,54810,52930,51080,49090,47380,45800,44210,43170,41850,41120,39530,33600,30330,27570,24490,25280,23620,20690,17960,15740,13550,11690,10220,8880,7390,6210,5230,4290,3270,8400
