year,week,week_ending,deaths,asmr,status,covid,long_term_care
2021,29,2021-07-25,295,142.75,Not fully vaccinated,FALSE,TRUE
2021,30,2021-08-01,254,119.16,Not fully vaccinated,FALSE,TRUE
2021,31,2021-08-08,283,136.98,Not fully vaccinated,FALSE,TRUE
2021,32,2021-08-15,259,124.19,Not fully vaccinated,FALSE,TRUE
2021,33,2021-08-22,263,145.28,Not fully vaccinated,FALSE,TRUE
2021,34,2021-08-29,284,155.8,Not fully vaccinated,FALSE,TRUE
2021,35,2021-09-05,229,115.64,Not fully vaccinated,FALSE,TRUE
2021,36,2021-09-12,269,147.28,Not fully vaccinated,FALSE,TRUE
2021,37,2021-09-19,260,150.58,Not fully vaccinated,FALSE,TRUE
2021,38,2021-09-26,239,120.71,Not fully vaccinated,FALSE,TRUE
2021,39,2021-10-03,231,112.71,Not fully vaccinated,FALSE,TRUE
2021,40,2021-10-10,259,144.67,Not fully vaccinated,FALSE,TRUE
2021,41,2021-10-17,238,120.69,Not fully vaccinated,FALSE,TRUE
2021,42,2021-10-24,273,138.22,Not fully vaccinated,FALSE,TRUE
2021,43,2021-10-31,237,140.45,Not fully vaccinated,FALSE,TRUE
2021,44,2021-11-07,261,143.1,Not fully vaccinated,FALSE,TRUE
2021,45,2021-11-14,251,131.31,Not fully vaccinated,FALSE,TRUE
2021,46,2021-11-21,236,135.38,Not fully vaccinated,FALSE,TRUE
2021,47,2021-11-28,225,114.08,Not fully vaccinated,FALSE,TRUE
2021,48,2021-12-05,207,114.86,Not fully vaccinated,FALSE,TRUE
2021,49,2021-12-12,201,114.76,Not fully vaccinated,FALSE,TRUE
2021,50,2021-12-19,189,116.23,Not fully vaccinated,FALSE,TRUE
2021,51,2021-12-26,168,157.6,Not fully vaccinated,FALSE,TRUE
2021,52,2022-01-02,158,134.19,Not fully vaccinated,FALSE,TRUE
2022,1,2022-01-09,163,145.49,Not fully vaccinated,FALSE,TRUE
2022,2,2022-01-16,130,117.22,Not fully vaccinated,FALSE,TRUE
2022,3,2022-01-23,133,127.78,Not fully vaccinated,FALSE,TRUE
2022,4,2022-01-30,141,125.44,Not fully vaccinated,FALSE,TRUE
2022,5,2022-02-06,145,182.34,Not fully vaccinated,FALSE,TRUE
2022,6,2022-02-13,124,97.63,Not fully vaccinated,FALSE,TRUE
2022,7,2022-02-20,138,140.8,Not fully vaccinated,FALSE,TRUE
2022,8,2022-02-27,136,140.61,Not fully vaccinated,FALSE,TRUE
2022,9,2022-03-06,122,118.84,Not fully vaccinated,FALSE,TRUE
2022,10,2022-03-13,149,149.12,Not fully vaccinated,FALSE,TRUE
2022,11,2022-03-20,158,147.42,Not fully vaccinated,FALSE,TRUE
2022,12,2022-03-27,135,129.63,Not fully vaccinated,FALSE,TRUE
2022,13,2022-04-03,141,142.4,Not fully vaccinated,FALSE,TRUE
2022,14,2022-04-10,135,145.14,Not fully vaccinated,FALSE,TRUE
2022,15,2022-04-17,135,150.23,Not fully vaccinated,FALSE,TRUE
2022,16,2022-04-24,99,80.12,Not fully vaccinated,FALSE,TRUE
2022,17,2022-05-01,102,79.16,Not fully vaccinated,FALSE,TRUE
2022,18,2022-05-08,99,106.63,Not fully vaccinated,FALSE,TRUE
2022,19,2022-05-15,101,102.43,Not fully vaccinated,FALSE,TRUE
2022,20,2022-05-22,113,145.39,Not fully vaccinated,FALSE,TRUE
2022,21,2022-05-29,100,121.17,Not fully vaccinated,FALSE,TRUE
2022,22,2022-06-05,98,105.97,Not fully vaccinated,FALSE,TRUE
2022,23,2022-06-12,93,99.06,Not fully vaccinated,FALSE,TRUE
2022,24,2022-06-19,88,109.87,Not fully vaccinated,FALSE,TRUE
2022,25,2022-06-26,110,112.06,Not fully vaccinated,FALSE,TRUE
2022,26,2022-07-03,93,80.16,Not fully vaccinated,FALSE,TRUE
2022,27,2022-07-10,100,97.47,Not fully vaccinated,FALSE,TRUE
2022,28,2022-07-17,87,105.16,Not fully vaccinated,FALSE,TRUE
2022,29,2022-07-24,104,122.22,Not fully vaccinated,FALSE,TRUE
2022,30,2022-07-31,105,112.3,Not fully vaccinated,FALSE,TRUE
2022,31,2022-08-07,98,98.39,Not fully vaccinated,FALSE,TRUE
2022,32,2022-08-14,86,104.46,Not fully vaccinated,FALSE,TRUE
2022,33,2022-08-21,113,130.41,Not fully vaccinated,FALSE,TRUE
2022,34,2022-08-28,100,98.88,Not fully vaccinated,FALSE,TRUE
2022,35,2022-09-04,93,94.16,Not fully vaccinated,FALSE,TRUE
2022,36,2022-09-11,91,125.74,Not fully vaccinated,FALSE,TRUE
2022,37,2022-09-18,98,114.68,Not fully vaccinated,FALSE,TRUE
2022,38,2022-09-25,96,101.17,Not fully vaccinated,FALSE,TRUE
2022,39,2022-10-02,104,102.4,Not fully vaccinated,FALSE,TRUE
2022,40,2022-10-09,100,110.09,Not fully vaccinated,FALSE,TRUE
2022,41,2022-10-16,91,84.58,Not fully vaccinated,FALSE,TRUE
2022,42,2022-10-23,104,118.14,Not fully vaccinated,FALSE,TRUE
2022,43,2022-10-30,98,122.42,Not fully vaccinated,FALSE,TRUE
2022,44,2022-11-06,92,103.13,Not fully vaccinated,FALSE,TRUE
2022,45,2022-11-13,98,107.35,Not fully vaccinated,FALSE,TRUE
2022,46,2022-11-20,90,91.77,Not fully vaccinated,FALSE,TRUE
2022,47,2022-11-27,95,97.31,Not fully vaccinated,FALSE,TRUE
2022,48,2022-12-04,90,108.82,Not fully vaccinated,FALSE,TRUE
2022,49,2022-12-11,117,130.58,Not fully vaccinated,FALSE,TRUE
2022,50,2022-12-18,117,127.96,Not fully vaccinated,FALSE,TRUE
2022,51,2022-12-25,133,164.4,Not fully vaccinated,FALSE,TRUE
2022,52,2023-01-01,128,178.85,Not fully vaccinated,FALSE,TRUE
2021,1,2021-01-10,1034,92.82,Unvaccinated,FALSE,TRUE
2021,2,2021-01-17,998,94.97,Unvaccinated,FALSE,TRUE
2021,3,2021-01-24,952,86.48,Unvaccinated,FALSE,TRUE
2021,4,2021-01-31,969,91.48,Unvaccinated,FALSE,TRUE
2021,5,2021-02-07,828,110.84,Unvaccinated,FALSE,TRUE
2021,6,2021-02-14,584,97.66,Unvaccinated,FALSE,TRUE
2021,7,2021-02-21,537,104.36,Unvaccinated,FALSE,TRUE
2021,8,2021-02-28,476,95.66,Unvaccinated,FALSE,TRUE
2021,9,2021-03-07,455,107.72,Unvaccinated,FALSE,TRUE
2021,10,2021-03-14,448,131.04,Unvaccinated,FALSE,TRUE
2021,11,2021-03-21,394,111.27,Unvaccinated,FALSE,TRUE
2021,12,2021-03-28,374,122.25,Unvaccinated,FALSE,TRUE
2021,13,2021-04-04,390,130.04,Unvaccinated,FALSE,TRUE
2021,14,2021-04-11,335,124.11,Unvaccinated,FALSE,TRUE
2021,15,2021-04-18,312,134.52,Unvaccinated,FALSE,TRUE
2021,16,2021-04-25,300,121.76,Unvaccinated,FALSE,TRUE
2021,17,2021-05-02,316,152.45,Unvaccinated,FALSE,TRUE
2021,18,2021-05-09,265,125.46,Unvaccinated,FALSE,TRUE
2021,19,2021-05-16,269,148.86,Unvaccinated,FALSE,TRUE
2021,20,2021-05-23,265,149.23,Unvaccinated,FALSE,TRUE
2021,21,2021-05-30,239,150.58,Unvaccinated,FALSE,TRUE
2021,22,2021-06-06,235,158.47,Unvaccinated,FALSE,TRUE
2021,23,2021-06-13,225,119.63,Unvaccinated,FALSE,TRUE
2021,24,2021-06-20,212,112.18,Unvaccinated,FALSE,TRUE
2021,25,2021-06-27,229,159.21,Unvaccinated,FALSE,TRUE
2021,26,2021-07-04,200,117.03,Unvaccinated,FALSE,TRUE
2021,27,2021-07-11,214,141.97,Unvaccinated,FALSE,TRUE
2021,28,2021-07-18,214,142.55,Unvaccinated,FALSE,TRUE
2021,29,2021-07-25,223,158.4,Unvaccinated,FALSE,TRUE
2021,30,2021-08-01,188,133.54,Unvaccinated,FALSE,TRUE
2021,31,2021-08-08,204,133.34,Unvaccinated,FALSE,TRUE
2021,32,2021-08-15,193,115.58,Unvaccinated,FALSE,TRUE
2021,33,2021-08-22,183,138.38,Unvaccinated,FALSE,TRUE
2021,34,2021-08-29,216,160.8,Unvaccinated,FALSE,TRUE
2021,35,2021-09-05,169,111.59,Unvaccinated,FALSE,TRUE
2021,36,2021-09-12,199,148.08,Unvaccinated,FALSE,TRUE
2021,37,2021-09-19,203,145.65,Unvaccinated,FALSE,TRUE
2021,38,2021-09-26,182,118.31,Unvaccinated,FALSE,TRUE
2021,39,2021-10-03,182,116.34,Unvaccinated,FALSE,TRUE
2021,40,2021-10-10,195,141.23,Unvaccinated,FALSE,TRUE
2021,41,2021-10-17,174,116.03,Unvaccinated,FALSE,TRUE
2021,42,2021-10-24,206,138.85,Unvaccinated,FALSE,TRUE
2021,43,2021-10-31,178,132.7,Unvaccinated,FALSE,TRUE
2021,44,2021-11-07,205,155.65,Unvaccinated,FALSE,TRUE
2021,45,2021-11-14,198,140.66,Unvaccinated,FALSE,TRUE
2021,46,2021-11-21,180,131.13,Unvaccinated,FALSE,TRUE
2021,47,2021-11-28,166,109.71,Unvaccinated,FALSE,TRUE
2021,48,2021-12-05,169,118.51,Unvaccinated,FALSE,TRUE
2021,49,2021-12-12,153,121.37,Unvaccinated,FALSE,TRUE
2021,50,2021-12-19,155,124.08,Unvaccinated,FALSE,TRUE
2021,51,2021-12-26,137,170.53,Unvaccinated,FALSE,TRUE
2021,52,2022-01-02,130,122.5,Unvaccinated,FALSE,TRUE
2022,1,2022-01-09,127,135.67,Unvaccinated,FALSE,TRUE
2022,2,2022-01-16,111,120.04,Unvaccinated,FALSE,TRUE
2022,3,2022-01-23,102,112.32,Unvaccinated,FALSE,TRUE
2022,4,2022-01-30,119,127.31,Unvaccinated,FALSE,TRUE
2022,5,2022-02-06,114,166.1,Unvaccinated,FALSE,TRUE
2022,6,2022-02-13,101,93.84,Unvaccinated,FALSE,TRUE
2022,7,2022-02-20,109,126.04,Unvaccinated,FALSE,TRUE
2022,8,2022-02-27,119,134.93,Unvaccinated,FALSE,TRUE
2022,9,2022-03-06,102,119.94,Unvaccinated,FALSE,TRUE
2022,10,2022-03-13,126,154.79,Unvaccinated,FALSE,TRUE
2022,11,2022-03-20,137,149.75,Unvaccinated,FALSE,TRUE
2022,12,2022-03-27,110,131.58,Unvaccinated,FALSE,TRUE
2022,13,2022-04-03,115,128.68,Unvaccinated,FALSE,TRUE
2022,14,2022-04-10,119,146.7,Unvaccinated,FALSE,TRUE
2022,15,2022-04-17,108,147.57,Unvaccinated,FALSE,TRUE
2022,16,2022-04-24,89,84.34,Unvaccinated,FALSE,TRUE
2022,17,2022-05-01,92,81.07,Unvaccinated,FALSE,TRUE
2022,18,2022-05-08,90,111.35,Unvaccinated,FALSE,TRUE
2022,19,2022-05-15,89,99.08,Unvaccinated,FALSE,TRUE
2022,20,2022-05-22,103,152.17,Unvaccinated,FALSE,TRUE
2022,21,2022-05-29,87,117.12,Unvaccinated,FALSE,TRUE
2022,22,2022-06-05,86,105.43,Unvaccinated,FALSE,TRUE
2022,23,2022-06-12,77,85.38,Unvaccinated,FALSE,TRUE
2022,24,2022-06-19,78,112.04,Unvaccinated,FALSE,TRUE
2022,25,2022-06-26,99,111.46,Unvaccinated,FALSE,TRUE
2022,26,2022-07-03,82,77.09,Unvaccinated,FALSE,TRUE
2022,27,2022-07-10,88,89.84,Unvaccinated,FALSE,TRUE
2022,28,2022-07-17,77,112.65,Unvaccinated,FALSE,TRUE
2022,29,2022-07-24,95,124.02,Unvaccinated,FALSE,TRUE
2022,30,2022-07-31,93,114.57,Unvaccinated,FALSE,TRUE
2022,31,2022-08-07,84,101.28,Unvaccinated,FALSE,TRUE
2022,32,2022-08-14,75,98.83,Unvaccinated,FALSE,TRUE
2022,33,2022-08-21,100,123.04,Unvaccinated,FALSE,TRUE
2022,34,2022-08-28,93,96.97,Unvaccinated,FALSE,TRUE
2022,35,2022-09-04,79,91.04,Unvaccinated,FALSE,TRUE
2022,36,2022-09-11,80,120.51,Unvaccinated,FALSE,TRUE
2022,37,2022-09-18,87,114.61,Unvaccinated,FALSE,TRUE
2022,38,2022-09-25,88,103.72,Unvaccinated,FALSE,TRUE
2022,39,2022-10-02,96,105.01,Unvaccinated,FALSE,TRUE
2022,40,2022-10-09,91,111.12,Unvaccinated,FALSE,TRUE
2022,41,2022-10-16,76,78.17,Unvaccinated,FALSE,TRUE
2022,42,2022-10-23,99,125.65,Unvaccinated,FALSE,TRUE
2022,43,2022-10-30,89,117.28,Unvaccinated,FALSE,TRUE
2022,44,2022-11-06,82,102.71,Unvaccinated,FALSE,TRUE
2022,45,2022-11-13,88,101.5,Unvaccinated,FALSE,TRUE
2022,46,2022-11-20,83,92.74,Unvaccinated,FALSE,TRUE
2022,47,2022-11-27,89,97.77,Unvaccinated,FALSE,TRUE
2022,48,2022-12-04,84,109.16,Unvaccinated,FALSE,TRUE
2022,49,2022-12-11,104,123.71,Unvaccinated,FALSE,TRUE
2022,50,2022-12-18,103,128.51,Unvaccinated,FALSE,TRUE
2022,51,2022-12-25,119,156.04,Unvaccinated,FALSE,TRUE
2022,52,2023-01-01,116,177.42,Unvaccinated,FALSE,TRUE
2021,1,2021-01-10,1965,15.21,Not fully vaccinated,FALSE,FALSE
2021,2,2021-01-17,1828,12.59,Not fully vaccinated,FALSE,FALSE
2021,3,2021-01-24,1927,12.46,Not fully vaccinated,FALSE,FALSE
2021,4,2021-01-31,1903,12.26,Not fully vaccinated,FALSE,FALSE
2021,5,2021-02-07,1880,11.95,Not fully vaccinated,FALSE,FALSE
2021,6,2021-02-14,1901,12.18,Not fully vaccinated,FALSE,FALSE
2021,7,2021-02-21,1861,11.91,Not fully vaccinated,FALSE,FALSE
2021,8,2021-02-28,1754,11.15,Not fully vaccinated,FALSE,FALSE
2021,9,2021-03-07,1746,11.19,Not fully vaccinated,FALSE,FALSE
2021,10,2021-03-14,1836,11.73,Not fully vaccinated,FALSE,FALSE
2021,11,2021-03-21,1780,11.41,Not fully vaccinated,FALSE,FALSE
2021,12,2021-03-28,1728,11.27,Not fully vaccinated,FALSE,FALSE
2021,13,2021-04-04,1771,12.73,Not fully vaccinated,FALSE,FALSE
2021,14,2021-04-11,1759,13.94,Not fully vaccinated,FALSE,FALSE
2021,15,2021-04-18,1709,14.7,Not fully vaccinated,FALSE,FALSE
2021,16,2021-04-25,1646,15.91,Not fully vaccinated,FALSE,FALSE
2021,17,2021-05-02,1545,16.33,Not fully vaccinated,FALSE,FALSE
2021,18,2021-05-09,1481,17,Not fully vaccinated,FALSE,FALSE
2021,19,2021-05-16,1430,17.55,Not fully vaccinated,FALSE,FALSE
2021,20,2021-05-23,1428,18.11,Not fully vaccinated,FALSE,FALSE
2021,21,2021-05-30,1215,17.03,Not fully vaccinated,FALSE,FALSE
2021,22,2021-06-06,1294,19.66,Not fully vaccinated,FALSE,FALSE
2021,23,2021-06-13,1165,21.33,Not fully vaccinated,FALSE,FALSE
2021,24,2021-06-20,1035,22.74,Not fully vaccinated,FALSE,FALSE
2021,25,2021-06-27,932,24.4,Not fully vaccinated,FALSE,FALSE
2021,26,2021-07-04,949,27.17,Not fully vaccinated,FALSE,FALSE
2021,27,2021-07-11,813,27.04,Not fully vaccinated,FALSE,FALSE
2021,28,2021-07-18,737,26.91,Not fully vaccinated,FALSE,FALSE
2021,29,2021-07-25,654,26.09,Not fully vaccinated,FALSE,FALSE
2021,30,2021-08-01,653,28.41,Not fully vaccinated,FALSE,FALSE
2021,31,2021-08-08,572,26.25,Not fully vaccinated,FALSE,FALSE
2021,32,2021-08-15,575,28.02,Not fully vaccinated,FALSE,FALSE
2021,33,2021-08-22,514,26.5,Not fully vaccinated,FALSE,FALSE
2021,34,2021-08-29,587,30.59,Not fully vaccinated,FALSE,FALSE
2021,35,2021-09-05,513,27.16,Not fully vaccinated,FALSE,FALSE
2021,36,2021-09-12,548,30.4,Not fully vaccinated,FALSE,FALSE
2021,37,2021-09-19,463,25.74,Not fully vaccinated,FALSE,FALSE
2021,38,2021-09-26,460,26.21,Not fully vaccinated,FALSE,FALSE
2021,39,2021-10-03,511,28.59,Not fully vaccinated,FALSE,FALSE
2021,40,2021-10-10,437,25.34,Not fully vaccinated,FALSE,FALSE
2021,41,2021-10-17,464,27.21,Not fully vaccinated,FALSE,FALSE
2021,42,2021-10-24,477,28.18,Not fully vaccinated,FALSE,FALSE
2021,43,2021-10-31,420,25.34,Not fully vaccinated,FALSE,FALSE
2021,44,2021-11-07,422,25.34,Not fully vaccinated,FALSE,FALSE
2021,45,2021-11-14,489,29.53,Not fully vaccinated,FALSE,FALSE
2021,46,2021-11-21,436,26.97,Not fully vaccinated,FALSE,FALSE
2021,47,2021-11-28,420,26.11,Not fully vaccinated,FALSE,FALSE
2021,48,2021-12-05,462,29.8,Not fully vaccinated,FALSE,FALSE
2021,49,2021-12-12,455,29.36,Not fully vaccinated,FALSE,FALSE
2021,50,2021-12-19,408,26.64,Not fully vaccinated,FALSE,FALSE
2021,51,2021-12-26,386,25.8,Not fully vaccinated,FALSE,FALSE
2021,52,2022-01-02,383,25.98,Not fully vaccinated,FALSE,FALSE
2022,1,2022-01-09,361,24.71,Not fully vaccinated,FALSE,FALSE
2022,2,2022-01-16,344,23.49,Not fully vaccinated,FALSE,FALSE
2022,3,2022-01-23,330,22.08,Not fully vaccinated,FALSE,FALSE
2022,4,2022-01-30,303,21.7,Not fully vaccinated,FALSE,FALSE
2022,5,2022-02-06,331,22.76,Not fully vaccinated,FALSE,FALSE
2022,6,2022-02-13,296,20.3,Not fully vaccinated,FALSE,FALSE
2022,7,2022-02-20,342,24.77,Not fully vaccinated,FALSE,FALSE
2022,8,2022-02-27,281,19.99,Not fully vaccinated,FALSE,FALSE
2022,9,2022-03-06,295,21.17,Not fully vaccinated,FALSE,FALSE
2022,10,2022-03-13,296,20.18,Not fully vaccinated,FALSE,FALSE
2022,11,2022-03-20,290,20.22,Not fully vaccinated,FALSE,FALSE
2022,12,2022-03-27,327,23.19,Not fully vaccinated,FALSE,FALSE
2022,13,2022-04-03,322,23.01,Not fully vaccinated,FALSE,FALSE
2022,14,2022-04-10,277,20.27,Not fully vaccinated,FALSE,FALSE
2022,15,2022-04-17,298,20.64,Not fully vaccinated,FALSE,FALSE
2022,16,2022-04-24,282,19.09,Not fully vaccinated,FALSE,FALSE
2022,17,2022-05-01,254,16.88,Not fully vaccinated,FALSE,FALSE
2022,18,2022-05-08,235,15.52,Not fully vaccinated,FALSE,FALSE
2022,19,2022-05-15,296,20.02,Not fully vaccinated,FALSE,FALSE
2022,20,2022-05-22,249,17.05,Not fully vaccinated,FALSE,FALSE
2022,21,2022-05-29,247,17.05,Not fully vaccinated,FALSE,FALSE
2022,22,2022-06-05,242,16.77,Not fully vaccinated,FALSE,FALSE
2022,23,2022-06-12,252,16.6,Not fully vaccinated,FALSE,FALSE
2022,24,2022-06-19,257,17.22,Not fully vaccinated,FALSE,FALSE
2022,25,2022-06-26,241,16.36,Not fully vaccinated,FALSE,FALSE
2022,26,2022-07-03,257,17.1,Not fully vaccinated,FALSE,FALSE
2022,27,2022-07-10,224,15.47,Not fully vaccinated,FALSE,FALSE
2022,28,2022-07-17,242,16.45,Not fully vaccinated,FALSE,FALSE
2022,29,2022-07-24,242,17.05,Not fully vaccinated,FALSE,FALSE
2022,30,2022-07-31,231,15.47,Not fully vaccinated,FALSE,FALSE
2022,31,2022-08-07,242,16.79,Not fully vaccinated,FALSE,FALSE
2022,32,2022-08-14,245,16.91,Not fully vaccinated,FALSE,FALSE
2022,33,2022-08-21,231,15.38,Not fully vaccinated,FALSE,FALSE
2022,34,2022-08-28,257,17.34,Not fully vaccinated,FALSE,FALSE
2022,35,2022-09-04,240,15.67,Not fully vaccinated,FALSE,FALSE
2022,36,2022-09-11,226,16.41,Not fully vaccinated,FALSE,FALSE
2022,37,2022-09-18,236,16.8,Not fully vaccinated,FALSE,FALSE
2022,38,2022-09-25,237,16.78,Not fully vaccinated,FALSE,FALSE
2022,39,2022-10-02,239,18.01,Not fully vaccinated,FALSE,FALSE
2022,40,2022-10-09,249,17.94,Not fully vaccinated,FALSE,FALSE
2022,41,2022-10-16,238,16.99,Not fully vaccinated,FALSE,FALSE
2022,42,2022-10-23,246,17.13,Not fully vaccinated,FALSE,FALSE
2022,43,2022-10-30,249,18.4,Not fully vaccinated,FALSE,FALSE
2022,44,2022-11-06,278,20.38,Not fully vaccinated,FALSE,FALSE
2022,45,2022-11-13,239,18.18,Not fully vaccinated,FALSE,FALSE
2022,46,2022-11-20,224,17.94,Not fully vaccinated,FALSE,FALSE
2022,47,2022-11-27,240,17.64,Not fully vaccinated,FALSE,FALSE
2022,48,2022-12-04,252,18.61,Not fully vaccinated,FALSE,FALSE
2022,49,2022-12-11,270,20.72,Not fully vaccinated,FALSE,FALSE
2022,50,2022-12-18,303,22.28,Not fully vaccinated,FALSE,FALSE
2022,51,2022-12-25,289,22.15,Not fully vaccinated,FALSE,FALSE
2022,52,2023-01-01,277,21.03,Not fully vaccinated,FALSE,FALSE
2021,1,2021-01-10,1965,15.21,Unvaccinated,FALSE,FALSE
2021,2,2021-01-17,1828,12.6,Unvaccinated,FALSE,FALSE
2021,3,2021-01-24,1927,12.48,Unvaccinated,FALSE,FALSE
2021,4,2021-01-31,1901,12.28,Unvaccinated,FALSE,FALSE
2021,5,2021-02-07,1855,12.17,Unvaccinated,FALSE,FALSE
2021,6,2021-02-14,1834,13.24,Unvaccinated,FALSE,FALSE
2021,7,2021-02-21,1743,14.13,Unvaccinated,FALSE,FALSE
2021,8,2021-02-28,1624,14.57,Unvaccinated,FALSE,FALSE
2021,9,2021-03-07,1557,14.99,Unvaccinated,FALSE,FALSE
2021,10,2021-03-14,1581,18.22,Unvaccinated,FALSE,FALSE
2021,11,2021-03-21,1482,17.89,Unvaccinated,FALSE,FALSE
2021,12,2021-03-28,1466,19.81,Unvaccinated,FALSE,FALSE
2021,13,2021-04-04,1460,21,Unvaccinated,FALSE,FALSE
2021,14,2021-04-11,1455,22.04,Unvaccinated,FALSE,FALSE
2021,15,2021-04-18,1376,22.83,Unvaccinated,FALSE,FALSE
2021,16,2021-04-25,1261,26.36,Unvaccinated,FALSE,FALSE
2021,17,2021-05-02,1113,28.61,Unvaccinated,FALSE,FALSE
2021,18,2021-05-09,1018,32.93,Unvaccinated,FALSE,FALSE
2021,19,2021-05-16,963,33.23,Unvaccinated,FALSE,FALSE
2021,20,2021-05-23,856,36.23,Unvaccinated,FALSE,FALSE
2021,21,2021-05-30,740,32.73,Unvaccinated,FALSE,FALSE
2021,22,2021-06-06,768,34.49,Unvaccinated,FALSE,FALSE
2021,23,2021-06-13,649,30.9,Unvaccinated,FALSE,FALSE
2021,24,2021-06-20,595,29.69,Unvaccinated,FALSE,FALSE
2021,25,2021-06-27,575,30.62,Unvaccinated,FALSE,FALSE
2021,26,2021-07-04,573,31.65,Unvaccinated,FALSE,FALSE
2021,27,2021-07-11,510,28.97,Unvaccinated,FALSE,FALSE
2021,28,2021-07-18,466,28.43,Unvaccinated,FALSE,FALSE
2021,29,2021-07-25,438,26.39,Unvaccinated,FALSE,FALSE
2021,30,2021-08-01,460,28.5,Unvaccinated,FALSE,FALSE
2021,31,2021-08-08,417,25.49,Unvaccinated,FALSE,FALSE
2021,32,2021-08-15,458,28.14,Unvaccinated,FALSE,FALSE
2021,33,2021-08-22,406,26.35,Unvaccinated,FALSE,FALSE
2021,34,2021-08-29,472,30.07,Unvaccinated,FALSE,FALSE
2021,35,2021-09-05,436,27.21,Unvaccinated,FALSE,FALSE
2021,36,2021-09-12,457,29.59,Unvaccinated,FALSE,FALSE
2021,37,2021-09-19,400,25.99,Unvaccinated,FALSE,FALSE
2021,38,2021-09-26,379,25.45,Unvaccinated,FALSE,FALSE
2021,39,2021-10-03,436,28.44,Unvaccinated,FALSE,FALSE
2021,40,2021-10-10,373,25.34,Unvaccinated,FALSE,FALSE
2021,41,2021-10-17,397,27.11,Unvaccinated,FALSE,FALSE
2021,42,2021-10-24,419,28.4,Unvaccinated,FALSE,FALSE
2021,43,2021-10-31,361,25.24,Unvaccinated,FALSE,FALSE
2021,44,2021-11-07,368,25.32,Unvaccinated,FALSE,FALSE
2021,45,2021-11-14,421,29.57,Unvaccinated,FALSE,FALSE
2021,46,2021-11-21,374,27.22,Unvaccinated,FALSE,FALSE
2021,47,2021-11-28,362,26.19,Unvaccinated,FALSE,FALSE
2021,48,2021-12-05,399,29.98,Unvaccinated,FALSE,FALSE
2021,49,2021-12-12,406,30.33,Unvaccinated,FALSE,FALSE
2021,50,2021-12-19,367,27.4,Unvaccinated,FALSE,FALSE
2021,51,2021-12-26,333,24.97,Unvaccinated,FALSE,FALSE
2021,52,2022-01-02,353,26.17,Unvaccinated,FALSE,FALSE
2022,1,2022-01-09,323,23.97,Unvaccinated,FALSE,FALSE
2022,2,2022-01-16,305,22.29,Unvaccinated,FALSE,FALSE
2022,3,2022-01-23,301,21.36,Unvaccinated,FALSE,FALSE
2022,4,2022-01-30,268,20.42,Unvaccinated,FALSE,FALSE
2022,5,2022-02-06,303,22.02,Unvaccinated,FALSE,FALSE
2022,6,2022-02-13,270,19.41,Unvaccinated,FALSE,FALSE
2022,7,2022-02-20,320,24.38,Unvaccinated,FALSE,FALSE
2022,8,2022-02-27,255,18.89,Unvaccinated,FALSE,FALSE
2022,9,2022-03-06,274,20.57,Unvaccinated,FALSE,FALSE
2022,10,2022-03-13,278,19.94,Unvaccinated,FALSE,FALSE
2022,11,2022-03-20,257,18.91,Unvaccinated,FALSE,FALSE
2022,12,2022-03-27,305,22.75,Unvaccinated,FALSE,FALSE
2022,13,2022-04-03,301,22.46,Unvaccinated,FALSE,FALSE
2022,14,2022-04-10,260,19.88,Unvaccinated,FALSE,FALSE
2022,15,2022-04-17,277,20.04,Unvaccinated,FALSE,FALSE
2022,16,2022-04-24,261,18.68,Unvaccinated,FALSE,FALSE
2022,17,2022-05-01,235,16.2,Unvaccinated,FALSE,FALSE
2022,18,2022-05-08,222,15.32,Unvaccinated,FALSE,FALSE
2022,19,2022-05-15,279,19.68,Unvaccinated,FALSE,FALSE
2022,20,2022-05-22,237,16.88,Unvaccinated,FALSE,FALSE
2022,21,2022-05-29,227,16.28,Unvaccinated,FALSE,FALSE
2022,22,2022-06-05,231,16.47,Unvaccinated,FALSE,FALSE
2022,23,2022-06-12,237,16.33,Unvaccinated,FALSE,FALSE
2022,24,2022-06-19,240,16.81,Unvaccinated,FALSE,FALSE
2022,25,2022-06-26,228,16.21,Unvaccinated,FALSE,FALSE
2022,26,2022-07-03,242,16.69,Unvaccinated,FALSE,FALSE
2022,27,2022-07-10,212,15.1,Unvaccinated,FALSE,FALSE
2022,28,2022-07-17,225,15.81,Unvaccinated,FALSE,FALSE
2022,29,2022-07-24,225,16.48,Unvaccinated,FALSE,FALSE
2022,30,2022-07-31,218,15.15,Unvaccinated,FALSE,FALSE
2022,31,2022-08-07,225,16.13,Unvaccinated,FALSE,FALSE
2022,32,2022-08-14,229,16.44,Unvaccinated,FALSE,FALSE
2022,33,2022-08-21,223,15.41,Unvaccinated,FALSE,FALSE
2022,34,2022-08-28,242,16.77,Unvaccinated,FALSE,FALSE
2022,35,2022-09-04,219,14.81,Unvaccinated,FALSE,FALSE
2022,36,2022-09-11,211,16.08,Unvaccinated,FALSE,FALSE
2022,37,2022-09-18,222,16.44,Unvaccinated,FALSE,FALSE
2022,38,2022-09-25,225,16.54,Unvaccinated,FALSE,FALSE
2022,39,2022-10-02,229,17.76,Unvaccinated,FALSE,FALSE
2022,40,2022-10-09,234,17.48,Unvaccinated,FALSE,FALSE
2022,41,2022-10-16,224,16.66,Unvaccinated,FALSE,FALSE
