date,count_first_shot_general,count_second_shot_general,count_third_shot_general,count_fourth_shot_general,count_fifth_shot_general,count_sixth_shot_general,count_seventh_shot_general,count_first_shot_general_wo_deceased,count_second_shot_general_wo_deceased,count_third_shot_general_wo_deceased,count_fourth_shot_general_wo_deceased,count_fifth_shot_general_wo_deceased,count_sixth_shot_general_wo_deceased,count_seventh_shot_general_wo_deceased
2022/2/22,8751,12926,1055664,0,0,0,0,8282,12414,998181,0,0,0,0
2022/2/23,2447,2580,436661,0,0,0,0,2375,2510,419546,0,0,0,0
2022/2/24,7477,11007,958549,0,0,0,0,7049,10491,905628,0,0,0,0
2022/2/25,12100,19884,1133741,0,0,0,0,11667,19278,1079927,0,0,0,0
2022/2/26,16977,26123,1151960,0,0,0,0,16645,25652,1113210,0,0,0,0
2022/2/27,7549,10143,805667,0,0,0,0,7345,9907,779862,0,0,0,0
2022/2/28,5594,12069,908644,0,0,0,0,5264,11580,864859,0,0,0,0
2022/3/1,8443,9170,976189,0,0,0,0,8051,8799,933692,0,0,0,0
2022/3/2,7260,8712,944263,0,0,0,0,6870,8335,902056,0,0,0,0
2022/3/3,7657,7477,943089,0,0,0,0,7305,7093,904225,0,0,0,0
2022/3/4,15031,7135,1170564,0,0,0,0,14610,6833,1131372,0,0,0,0
2022/3/5,27565,19249,1180523,0,0,0,0,27159,18891,1150187,0,0,0,0
2022/3/6,15273,6929,785772,0,0,0,0,15043,6745,766284,0,0,0,0
2022/3/7,12631,7998,882305,0,0,0,0,12260,7630,848601,0,0,0,0
2022/3/8,14219,8292,917610,0,0,0,0,13814,7931,881558,0,0,0,0
2022/3/9,13920,8315,872554,0,0,0,0,13564,7918,838893,0,0,0,0
2022/3/10,15081,7988,859076,0,0,0,0,14754,7649,828393,0,0,0,0
2022/3/11,25035,14103,1118043,0,0,0,0,24663,13646,1087267,0,0,0,0
2022/3/12,54695,20439,1127377,0,0,0,0,54207,19969,1103546,0,0,0,0
2022/3/13,24111,8012,699018,0,0,0,0,23901,7764,683983,0,0,0,0
2022/3/14,19356,7463,793184,0,0,0,0,19052,7130,767504,0,0,0,0
2022/3/15,22464,8080,831563,0,0,0,0,22136,7662,803857,0,0,0,0
2022/3/16,19586,4676,798236,0,0,0,0,19289,4394,772438,0,0,0,0
2022/3/17,17686,6640,772320,0,0,0,0,17383,6231,749298,0,0,0,0
2022/3/18,35128,11929,1066213,0,0,0,0,34748,11503,1042160,0,0,0,0
2022/3/19,71184,16806,1105875,0,0,0,0,70750,16443,1087569,0,0,0,0
2022/3/20,31858,7663,653400,0,0,0,0,31667,7468,642572,0,0,0,0
2022/3/21,3318,1386,199850,0,0,0,0,3281,1341,195819,0,0,0,0
2022/3/22,23514,9990,732791,0,0,0,0,23199,9510,711973,0,0,0,0
2022/3/23,23967,7946,691393,0,0,0,0,23663,7559,671502,0,0,0,0
2022/3/24,22521,8658,679259,0,0,0,0,22286,8238,660761,0,0,0,0
2022/3/25,41738,15699,973561,0,0,0,0,41351,15224,953905,0,0,0,0
2022/3/26,79718,28597,976431,0,0,0,0,79352,28188,961174,0,0,0,0
2022/3/27,39485,15356,527311,0,0,0,0,39330,15109,518705,0,0,0,0
2022/3/28,24796,13279,631071,0,0,0,0,24518,12886,615628,0,0,0,0
2022/3/29,27967,14504,619377,0,0,0,0,27666,14083,603903,0,0,0,0
2022/3/30,24803,13771,552443,0,0,0,0,24542,13394,538773,0,0,0,0
2022/3/31,19404,14435,465457,0,0,0,0,19183,14098,454137,0,0,0,0
2022/4/1,36747,23199,590694,0,0,0,0,36467,22830,580481,0,0,0,0
2022/4/2,67332,50968,653081,0,0,0,0,66984,50505,644492,0,0,0,0
2022/4/3,31237,22426,302241,0,0,0,0,31046,22264,297938,0,0,0,0
2022/4/4,19241,18464,416053,0,0,0,0,19054,18182,407039,0,0,0,0
2022/4/5,19966,20515,427146,0,0,0,0,19728,20233,417759,0,0,0,0
2022/4/6,17110,17423,398494,0,0,0,0,16869,17125,389723,0,0,0,0
2022/4/7,14402,16252,402387,0,0,0,0,14199,15949,394354,0,0,0,0
2022/4/8,11349,32940,709368,0,0,0,0,11159,32565,699458,0,0,0,0
2022/4/9,46142,68685,750147,0,0,0,0,45886,68246,741472,0,0,0,0
2022/4/10,15263,28318,343822,0,0,0,0,15134,28165,339520,0,0,0,0
2022/4/11,12125,4356,397763,0,0,0,0,11965,4219,390103,0,0,0,0
2022/4/12,5764,20499,398354,0,0,0,0,5632,20212,390427,0,0,0,0
2022/4/13,5355,20642,376925,0,0,0,0,5222,20377,369730,0,0,0,0
2022/4/14,5043,19344,376839,0,0,0,0,4914,19127,370428,0,0,0,0
2022/4/15,20615,39327,716001,0,0,0,0,20385,38969,707404,0,0,0,0
2022/4/16,42016,77615,755993,0,0,0,0,41754,77262,747956,0,0,0,0
2022/4/17,18821,35850,333113,0,0,0,0,18700,35708,329292,0,0,0,0
2022/4/18,13524,20790,351916,0,0,0,0,13343,20554,345637,0,0,0,0
2022/4/19,14780,23650,354643,0,0,0,0,14553,23382,347904,0,0,0,0
2022/4/20,14723,21856,343339,0,0,0,0,14445,21603,337335,0,0,0,0
2022/4/21,13495,16924,353331,0,0,0,0,13265,16680,347542,0,0,0,0
2022/4/22,25837,38000,694372,0,0,0,0,25534,37657,686092,0,0,0,0
2022/4/23,54112,72930,768901,0,0,0,0,53770,72496,761104,0,0,0,0
2022/4/24,19638,31646,324982,0,0,0,0,19512,31448,321304,0,0,0,0
2022/4/25,14685,17981,339153,0,0,0,0,14505,17767,333573,0,0,0,0
2022/4/26,15289,19155,334141,0,0,0,0,15082,18879,328301,0,0,0,0
2022/4/27,13008,17400,327555,0,0,0,0,12822,17132,322078,0,0,0,0
2022/4/28,15051,17514,456347,0,0,0,0,14851,17229,450309,0,0,0,0
2022/4/29,4356,4581,257704,0,0,0,0,4308,4535,255451,0,0,0,0
2022/4/30,33428,49522,524146,0,0,0,0,33198,49242,519006,0,0,0,0
2022/5/1,7451,13752,158836,0,0,0,0,7415,13664,157259,0,0,0,0
2022/5/2,7327,11925,237939,0,0,0,0,7235,11782,234877,0,0,0,0
2022/5/3,1265,1203,75292,0,0,0,0,1254,1187,74740,0,0,0,0
2022/5/4,750,1038,50546,0,0,0,0,740,993,50030,0,0,0,0
2022/5/5,559,662,32615,0,0,0,0,549,655,32200,0,0,0,0
2022/5/6,16649,23161,323150,0,0,0,0,16508,22851,318986,0,0,0,0
2022/5/7,32751,43125,379925,0,0,0,0,32540,42852,375980,0,0,0,0
2022/5/8,10814,18107,122509,0,0,0,0,10738,17975,121202,0,0,0,0
2022/5/9,10449,14607,203668,0,0,0,0,10291,14404,200429,0,0,0,0
2022/5/10,11638,15866,211895,0,0,0,0,11465,15625,208095,0,0,0,0
2022/5/11,9304,14850,202748,0,0,0,0,9163,14638,199196,0,0,0,0
2022/5/12,8036,13259,201836,0,0,0,0,7924,13045,198598,0,0,0,0
2022/5/13,19025,27088,454378,0,0,0,0,18777,26759,448983,0,0,0,0
2022/5/14,30650,55002,507214,0,0,0,0,30441,54659,502041,0,0,0,0
2022/5/15,8317,19025,172476,0,0,0,0,8251,18918,170578,0,0,0,0
2022/5/16,7157,14003,183184,0,0,0,0,7052,13857,180099,0,0,0,0
2022/5/17,7340,14549,178670,0,0,0,0,7220,14385,175396,0,0,0,0
2022/5/18,7041,12826,171463,0,0,0,0,6910,12561,168316,0,0,0,0
2022/5/19,5717,12552,170190,0,0,0,0,5591,12356,167468,0,0,0,0
2022/5/20,15896,9175,388711,0,0,0,0,15731,9010,384001,0,0,0,0
2022/5/21,23125,36090,432836,0,0,0,0,22957,35812,428396,0,0,0,0
2022/5/22,6184,9227,125673,0,0,0,0,6099,9166,124293,0,0,0,0
2022/5/23,7546,7230,141597,0,0,0,0,7431,7130,139121,0,0,0,0
2022/5/24,7794,2830,137068,0,0,0,0,7702,2744,134693,0,0,0,0
2022/5/25,7712,2836,131945,402,0,0,0,7570,2747,129529,393,0,0,0
2022/5/26,6333,2394,137861,629,0,0,0,6230,2323,135571,563,0,0,0
2022/5/27,13159,17144,327473,1323,0,0,0,12934,16976,323515,1234,0,0,0
2022/5/28,20014,35478,378912,1353,0,0,0,19859,35237,374949,1318,0,0,0
2022/5/29,4429,11379,115349,593,0,0,0,4374,11309,114080,558,0,0,0
2022/5/30,5330,10664,111469,1272,0,0,0,5234,10506,109520,1183,0,0,0
2022/5/31,5264,11272,106308,1591,0,0,0,5168,11124,104329,1440,0,0,0
2022/6/1,4708,8445,74338,1882,0,0,0,4617,8342,72884,1748,0,0,0
2022/6/2,3968,6960,75697,1471,0,0,0,3897,6872,74162,1382,0,0,0
2022/6/3,11393,18403,210688,3472,0,0,0,11245,18237,207960,3343,0,0,0
2022/6/4,20382,30940,241111,3679,0,0,0,20223,30711,238491,3623,0,0,0
2022/6/5,3995,7664,57780,754,0,0,0,3952,7614,57026,732,0,0,0
2022/6/6,4740,6684,75689,2676,0,0,0,4660,6585,74451,2550,0,0,0
2022/6/7,5054,6855,73184,3503,0,0,0,4973,6752,71884,3324,0,0,0
2022/6/8,4155,6426,67858,4397,0,0,0,4053,6325,66504,4112,0,0,0
2022/6/9,4105,5551,67288,3736,0,0,0,4013,5439,65976,3577,0,0,0
2022/6/10,8734,16327,189491,8379,0,0,0,8608,16107,187103,8171,0,0,0
2022/6/11,15696,24174,218397,9243,0,0,0,15524,23981,216170,9045,0,0,0
2022/6/12,2433,6234,52723,1882,0,0,0,2403,6141,52045,1815,0,0,0
2022/6/13,2970,7346,63186,7570,0,0,0,2916,7256,62064,6998,0,0,0
2022/6/14,2950,7592,61059,9474,0,0,0,2881,7503,59929,8799,0,0,0
2022/6/15,2802,7282,57225,10648,0,0,0,2725,7183,55952,9892,0,0,0
2022/6/16,2317,5895,55983,11485,0,0,0,2251,5794,54790,10583,0,0,0
2022/6/17,8392,13466,165898,23595,0,0,0,8252,13297,163848,22654,0,0,0
2022/6/18,13907,21599,180731,23904,0,0,0,13757,21439,178806,23103,0,0,0
2022/6/19,2271,4461,44288,6620,0,0,0,2250,4404,43744,6341,0,0,0
2022/6/20,3335,5262,53473,25151,0,0,0,3265,5159,52522,23546,0,0,0
2022/6/21,3548,5210,49908,34213,0,0,0,3485,5122,48957,31621,0,0,0
2022/6/22,3268,5041,49512,36476,0,0,0,3210,4939,48191,33874,0,0,0
2022/6/23,2503,4261,49034,36794,0,0,0,2428,4152,47884,34411,0,0,0
2022/6/24,8015,12558,139208,71700,0,0,0,7899,12393,137112,68597,0,0,0
2022/6/25,11956,22089,165307,66608,0,0,0,11849,21911,163476,64291,0,0,0
2022/6/26,2332,4421,38676,21718,0,0,0,2304,4372,38235,20742,0,0,0
2022/6/27,1619,4871,42802,75900,0,0,0,1565,4797,41944,71211,0,0,0
2022/6/28,2781,5195,41289,89101,0,0,0,2726,5097,40384,82881,0,0,0
2022/6/29,2794,4534,39819,85963,0,0,0,2713,4448,38951,79882,0,0,0
2022/6/30,2141,3932,38838,83171,0,0,0,2083,3856,38085,77720,0,0,0
2022/7/1,6569,8720,82164,189819,0,0,0,6475,8594,81032,182057,0,0,0
2022/7/2,9482,15526,96047,161534,0,0,0,9384,15363,95017,155477,0,0,0
2022/7/3,1886,2332,24648,59523,0,0,0,1851,2296,24339,57253,0,0,0
2022/7/4,2692,2874,33994,223447,0,0,0,2607,2810,33270,212136,0,0,0
2022/7/5,3080,2910,33264,239860,0,0,0,2999,2860,32505,226700,0,0,0
2022/7/6,2647,2873,33844,230831,0,0,0,2564,2801,33076,218193,0,0,0
2022/7/7,2573,2433,34822,249693,0,0,0,2484,2350,34007,236828,0,0,0
2022/7/8,6680,8503,84694,386890,0,0,0,6569,8356,83557,370528,0,0,0
2022/7/9,10799,14732,100489,336724,0,0,0,10702,14574,99443,324573,0,0,0
2022/7/10,1952,2198,28903,128451,0,0,0,1923,2171,28559,123534,0,0,0
2022/7/11,2488,3408,40475,361497,0,0,0,2428,3332,39763,343924,0,0,0
2022/7/12,2712,3568,40042,403565,0,0,0,2645,3501,39246,382474,0,0,0
2022/7/13,2672,3260,40587,385222,0,0,0,2599,3182,39676,364687,0,0,0
2022/7/14,2662,2575,38808,392429,0,0,0,2605,2498,37980,372209,0,0,0
2022/7/15,7614,8019,92363,556105,0,0,0,7510,7897,91146,533755,0,0,0
2022/7/16,13143,12095,123873,532276,0,0,0,13044,11996,122717,514996,0,0,0
2022/7/17,2425,2563,46860,259207,0,0,0,2398,2535,46439,251064,0,0,0
2022/7/18,557,251,13224,88989,0,0,0,543,245,13046,85417,0,0,0
2022/7/19,3790,3191,40061,532990,0,0,0,3718,3108,39215,506524,0,0,0
2022/7/20,4569,3018,42647,543582,0,0,0,4494,2937,41748,514638,0,0,0
2022/7/21,2618,2434,44451,519892,0,0,0,2545,2363,43441,492308,0,0,0
2022/7/22,8099,7070,95496,705928,0,0,0,7978,6970,94201,675790,0,0,0
2022/7/23,10903,10328,122203,687222,0,0,0,10798,10224,121072,664285,0,0,0
2022/7/24,2840,2141,48068,387031,0,0,0,2800,2108,47592,374971,0,0,0
2022/7/25,4771,3478,50660,564381,0,0,0,4693,3396,49682,536796,0,0,0
2022/7/26,5769,3544,55214,619322,0,0,0,5682,3463,54128,587745,0,0,0
2022/7/27,6137,3210,55617,587490,0,0,0,6036,3114,54538,557348,0,0,0
2022/7/28,6078,2878,52389,587610,0,0,0,5977,2789,51310,557796,0,0,0
2022/7/29,13606,7140,103754,763722,0,0,0,13457,6999,102255,732777,0,0,0
2022/7/30,20024,11003,123835,747593,0,0,0,19893,10896,122615,724716,0,0,0
2022/7/31,4230,2066,51180,392595,0,0,0,4198,2027,50676,380139,0,0,0
2022/8/1,7358,2588,55150,518013,0,0,0,7239,2538,54307,495286,0,0,0
2022/8/2,8309,2773,58241,589269,0,0,0,8191,2695,57239,561616,0,0,0
2022/8/3,7019,2656,54991,579260,0,0,0,6905,2576,54019,551621,0,0,0
2022/8/4,6417,2712,53069,566774,0,0,0,6278,2622,52156,539487,0,0,0
2022/8/5,14212,7039,100026,788159,0,0,0,14006,6926,98606,758661,0,0,0
2022/8/6,20834,12246,116711,755921,0,0,0,20688,12135,115576,734117,0,0,0
2022/8/7,5044,2316,49344,367531,0,0,0,4995,2276,48900,356880,0,0,0
2022/8/8,6239,1622,54852,571009,0,0,0,6124,1567,53954,546842,0,0,0
2022/8/9,6698,3673,58568,617934,0,0,0,6577,3601,57572,590424,0,0,0
2022/8/10,5709,4247,64313,628614,0,0,0,5599,4166,63345,604528,0,0,0
2022/8/11,852,599,28956,177588,0,0,0,834,579,28658,171075,0,0,0
2022/8/12,5569,5417,69126,505380,0,0,0,5448,5340,68215,486868,0,0,0
2022/8/13,5319,5865,51336,255420,0,0,0,5263,5804,50852,248497,0,0,0
2022/8/14,1520,1857,25110,115787,0,0,0,1502,1834,24880,112688,0,0,0
2022/8/15,1884,2404,22701,182239,0,0,0,1835,2367,22263,173639,0,0,0
2022/8/16,3064,4297,33613,360403,0,0,0,3003,4240,32918,343644,0,0,0
2022/8/17,3605,5386,38582,477007,0,0,0,3522,5299,37822,455954,0,0,0
2022/8/18,3742,5806,37318,513802,0,0,0,3661,5713,36526,490975,0,0,0
2022/8/19,8442,12678,69225,747041,0,0,0,8299,12532,68179,722372,0,0,0
2022/8/20,13122,19642,82727,698706,0,0,0,13022,19526,81814,679839,0,0,0
2022/8/21,2832,4049,31943,346678,0,0,0,2789,4024,31592,337161,0,0,0
2022/8/22,3919,7377,38607,502504,0,0,0,3848,7275,37826,481813,0,0,0
2022/8/23,4678,8447,39331,549457,0,0,0,4570,8323,38446,525293,0,0,0
2022/8/24,4074,6780,35821,517549,0,0,0,3950,6672,35014,494822,0,0,0
2022/8/25,3739,6255,35190,492253,0,0,0,3618,6128,34360,471447,0,0,0
2022/8/26,8062,14178,66303,721746,0,0,0,7916,14014,65229,698542,0,0,0
2022/8/27,12641,20681,77841,638462,0,0,0,12516,20527,76957,621429,0,0,0
2022/8/28,2334,4813,28654,292938,0,0,0,2302,4761,28308,284904,0,0,0
2022/8/29,2395,6157,32577,443815,0,0,0,2334,6044,31878,426242,0,0,0
2022/8/30,4106,6601,31877,488100,0,0,0,4000,6478,31071,467581,0,0,0
2022/8/31,3621,5234,27695,429759,0,0,0,3516,5120,26981,411698,0,0,0
2022/9/1,3720,1342,20698,325066,0,0,0,3637,1291,20167,312043,0,0,0
2022/9/2,4463,6088,45080,511479,0,0,0,4372,5940,44272,495361,0,0,0
2022/9/3,15847,8759,56718,424940,0,0,0,15711,8675,56040,414215,0,0,0
2022/9/4,2959,1564,16208,150248,0,0,0,2930,1537,15958,146009,0,0,0
2022/9/5,3637,2037,22370,296244,0,0,0,3535,1989,21828,284424,0,0,0
2022/9/6,4069,2760,22186,311402,0,0,0,3979,2699,21597,297885,0,0,0
2022/9/7,3986,3038,21783,296259,0,0,0,3892,2961,21156,283077,0,0,0
2022/9/8,3121,2854,19146,262892,0,0,0,3020,2800,18624,251447,0,0,0
2022/9/9,9636,8078,43362,421604,0,0,0,9469,7928,42623,407553,0,0,0
2022/9/10,6526,13199,52981,362732,0,0,0,6462,13124,52339,353379,0,0,0
2022/9/11,854,2304,14218,108213,0,0,0,845,2273,14056,105443,0,0,0
2022/9/12,1496,3286,21524,237947,0,0,0,1450,3214,20998,227678,0,0,0
2022/9/13,1719,3811,20258,255788,0,0,0,1659,3728,19641,243854,0,0,0
2022/9/14,1495,3477,19166,227351,0,0,0,1429,3405,18620,216723,0,0,0
2022/9/15,1295,3051,16947,201145,0,0,0,1237,2949,16465,191533,0,0,0
2022/9/16,4069,8292,40778,332031,0,0,0,3973,8159,40006,319884,0,0,0
2022/9/17,5805,13588,54043,263739,0,0,0,5749,13487,53484,256816,0,0,0
2022/9/18,816,1843,13365,59858,0,0,0,791,1821,13195,58217,0,0,0
2022/9/19,191,299,3061,13983,0,0,0,174,294,3008,13171,0,0,0
2022/9/20,1525,4158,17621,178264,2,0,0,1481,4053,17147,169655,2,0,0
2022/9/21,1486,3676,16800,174169,0,0,0,1406,3569,16323,165279,0,0,0
2022/9/22,1680,4537,21431,177915,1,0,0,1621,4437,20946,170165,1,0,0
2022/9/23,881,1245,14549,51240,0,0,0,862,1218,14395,49819,0,0,0
2022/9/24,4052,17461,44316,186604,2,0,0,3995,17291,43841,181480,2,0,0
2022/9/25,840,3369,13120,71532,0,0,0,824,3329,12975,69722,0,0,0
2022/9/26,1321,4652,17438,150384,0,0,0,1264,4544,17019,143348,0,0,0
2022/9/27,1346,4648,17157,163293,2,0,0,1287,4542,16660,155258,2,0,0
2022/9/28,1323,4494,16696,160358,2,0,0,1262,4384,16229,152979,2,0,0
2022/9/29,1081,3677,15750,148849,1,0,0,1008,3555,15319,142053,1,0,0
2022/9/30,3174,11901,38197,245428,14,0,0,3074,11697,37563,237221,13,0,0
2022/10/1,3575,5801,33721,157489,4,0,0,3525,5762,33494,154765,4,0,0
2022/10/2,1123,708,8695,55508,6,0,0,1101,703,8605,54586,6,0,0
2022/10/3,1045,1308,12959,103062,4,0,0,1008,1268,12728,99687,4,0,0
2022/10/4,1171,1448,14509,113375,12,0,0,1132,1416,14223,109578,12,0,0
2022/10/5,1105,1231,14166,107504,4,0,0,1073,1197,13885,103899,4,0,0
2022/10/6,1098,1184,13320,105544,5,0,0,1058,1119,13103,102100,5,0,0
2022/10/7,2517,3785,32680,217461,24,0,0,2355,3707,32297,213092,23,0,0
2022/10/8,3880,5668,50926,252346,10,0,0,3823,5605,50587,249353,9,0,0
2022/10/9,1078,952,18545,96522,10,0,0,1070,935,18422,95578,10,0,0
2022/10/10,149,165,4695,27125,6,0,0,143,160,4658,26689,5,0,0
2022/10/11,945,1320,21025,153631,16,0,0,912,1270,20692,149641,15,0,0
2022/10/12,1023,1265,22352,149469,10,0,0,984,1218,22014,145427,9,0,0
2022/10/13,608,1146,22031,142836,4,0,0,584,1087,21700,139242,4,0,0
2022/10/14,2183,1945,46959,288419,21,0,0,2142,1891,46462,283834,19,0,0
2022/10/15,3967,4603,69417,330487,15,0,0,3913,4550,68954,327161,13,0,0
2022/10/16,808,872,25831,132041,4,0,0,799,858,25640,130818,4,0,0
2022/10/17,932,1147,30670,178526,19,0,0,918,1109,30309,174830,18,0,0
2022/10/18,1080,1225,31779,188561,30,0,0,1055,1182,31338,184506,29,0,0
2022/10/19,1226,1299,29527,183736,24,0,0,1192,1251,29094,179799,23,0,0
2022/10/20,1064,994,26476,179401,24,0,0,1035,946,26131,175944,23,0,0
2022/10/21,2476,2938,52706,353702,708,0,0,2417,2872,52182,349279,684,0,0
2022/10/22,3808,4596,77018,434760,2089,0,0,3762,4548,76549,431167,2059,0,0
2022/10/23,972,1513,29347,172072,1682,0,0,956,1488,29134,170651,1648,0,0
2022/10/24,1151,1370,31471,194740,3953,0,0,1112,1323,31119,191510,3861,0,0
2022/10/25,1114,1457,31580,208746,9861,0,0,1076,1417,31175,204858,9661,0,0
2022/10/26,1209,1407,29422,205200,16104,0,0,1171,1364,29086,201417,15738,0,0
2022/10/27,1115,1424,26595,202282,24497,0,0,1070,1379,26181,198937,23925,0,0
2022/10/28,2792,3274,52431,393438,37211,0,0,2726,3094,51946,389076,36384,0,0
2022/10/29,4693,4681,73471,477496,39053,0,0,4638,4619,73035,474079,38143,0,0
2022/10/30,1284,1234,29240,198228,30819,0,0,1270,1223,29048,196749,30165,0,0
2022/10/31,1100,580,27402,199987,58140,0,0,1078,552,27052,197044,56762,0,0
2022/11/1,1425,899,27395,210375,113217,0,0,1390,869,27004,207453,110667,0,0
2022/11/2,1051,1011,32577,264177,127943,0,0,1024,980,32197,261355,124981,0,0
2022/11/3,405,257,15402,115766,66420,0,0,398,249,15269,114803,65016,0,0
2022/11/4,3184,2454,44356,388185,173483,0,0,3131,2394,43925,384718,169557,0,0
2022/11/5,5868,4418,61978,463073,186450,0,0,5810,4355,61547,459941,182645,0,0
2022/11/6,1801,806,25085,186983,140635,0,0,1786,792,24903,185560,137527,0,0
2022/11/7,1621,997,24362,189535,225794,0,0,1588,966,24014,187048,220399,0,0
2022/11/8,2101,1120,25392,196512,270899,0,0,2067,1093,25076,193805,264259,0,0
2022/11/9,2526,1241,24561,194315,278412,0,0,2480,1204,24249,191836,271373,0,0
2022/11/10,1760,1242,23411,204905,277772,0,0,1715,1210,23116,202230,271050,0,0
2022/11/11,4821,2737,44307,405229,337717,0,0,4677,2669,43891,401765,329715,0,0
2022/11/12,7157,4109,60101,479364,350054,0,0,7096,4060,59703,476270,342292,0,0
2022/11/13,1860,1110,26370,200835,255207,0,0,1838,1091,26186,199455,249515,0,0
2022/11/14,2463,1161,23236,181917,353430,0,0,2421,1129,22900,179460,344486,0,0
2022/11/15,3549,1240,24571,194577,402743,0,0,3504,1194,24249,191730,391879,0,0
2022/11/16,3403,1295,24274,196500,407305,0,0,3360,1247,23954,193666,395952,0,0
2022/11/17,3150,1143,22977,200187,392755,0,0,3080,1113,22676,197587,381733,0,0
2022/11/18,6645,2737,43621,398197,475119,0,0,6554,2702,43212,394760,463067,0,0
2022/11/19,10190,4919,60050,454574,454976,0,0,10091,4862,59686,451585,445156,0,0
2022/11/20,2508,1368,27054,200267,318702,0,0,2490,1351,26854,198667,311647,0,0
2022/11/21,3577,1237,22784,179177,438330,0,0,3517,1206,22454,176601,425924,0,0
2022/11/22,5393,1554,30967,265437,515930,0,0,5312,1517,30598,262449,501521,0,0
2022/11/23,1077,388,16120,113004,206723,0,0,1058,375,15996,112096,201636,0,0
2022/11/24,4018,896,22625,199350,468969,0,0,3947,868,22258,196492,454362,0,0
2022/11/25,8465,3333,42101,374754,580811,0,0,8320,3273,41692,371294,565184,0,0
2022/11/26,11020,6320,60121,427805,543908,0,0,10918,6264,59752,425024,531914,0,0
2022/11/27,3493,2067,26965,182301,367118,0,0,3460,2045,26748,181009,359006,0,0
2022/11/28,4330,1789,23069,175700,490727,0,0,4278,1753,22736,173143,475675,0,0
2022/11/29,6033,2134,25197,190972,549887,0,0,5949,2094,24841,188132,532664,0,0
2022/11/30,5295,2696,24713,184867,527719,0,0,5221,2651,24344,181947,510615,0,0
2022/12/1,5044,1530,20685,170304,512478,0,0,4955,1493,20232,167727,495178,0,0
2022/12/2,9935,4082,39456,335394,641891,0,0,9789,4012,38998,332030,623481,0,0
2022/12/3,13011,6821,53059,377434,591715,0,0,12912,6764,52655,374935,578486,0,0
2022/12/4,4180,1836,23733,158835,355244,0,0,4146,1811,23541,157670,347132,0,0
2022/12/5,5027,2306,21793,159947,523085,0,0,4951,2258,21453,157421,504784,0,0
2022/12/6,6781,3227,23738,171406,593214,0,0,6701,3187,23354,168353,570702,0,0
2022/12/7,4298,3047,23676,173992,569803,0,0,4218,2999,23277,170893,547767,0,0
2022/12/8,2424,2829,23069,181175,535806,0,0,2384,2762,22662,178239,515373,0,0
2022/12/9,4130,6117,43832,361484,687364,0,0,4071,5967,43351,358075,667168,0,0
2022/12/10,5043,9466,58597,391316,606365,0,0,5008,9375,58210,388711,593004,0,0
2022/12/11,1295,2309,25995,160886,355180,0,0,1285,2291,25793,159669,347071,0,0
2022/12/12,1556,2963,23069,161636,534556,0,0,1520,2926,22636,158909,514593,0,0
2022/12/13,2516,4316,25528,175290,591295,0,0,2482,4229,25056,172081,567471,0,0
2022/12/14,2970,1406,25475,172565,561283,0,0,2937,1376,25012,169319,538190,0,0
2022/12/15,3193,3355,23754,175537,520162,0,0,3148,3306,23323,172533,499532,0,0
2022/12/16,6674,7817,45061,348279,674971,0,0,6608,7636,44548,344846,654313,0,0
2022/12/17,9485,11205,60585,376288,586906,0,0,9399,11111,60214,373842,573977,0,0
2022/12/18,2968,3320,26354,157000,333933,0,0,2939,3292,26157,155782,326827,0,0
2022/12/19,2116,3948,23596,152281,484398,0,0,2076,3899,23239,149873,467045,0,0
2022/12/20,5099,5672,26000,163290,537659,0,0,5038,5600,25549,160474,517275,0,0
2022/12/21,4748,4854,24464,155722,503899,0,0,4677,4786,24024,152861,485035,0,0
2022/12/22,4052,5278,22167,152373,468601,0,0,3996,5183,21770,149695,451073,0,0
2022/12/23,6717,9523,37387,255848,570633,0,0,6622,9361,36984,253034,553823,0,0
2022/12/24,7321,12475,40316,254139,454520,0,0,7253,12370,39997,252339,444490,0,0
2022/12/25,1802,4046,18454,108386,209371,0,0,1778,4012,18278,107589,204874,0,0
2022/12/26,3518,5529,27441,150039,362502,0,0,3480,5439,27116,147931,350060,0,0
2022/12/27,4457,6916,27489,147960,350089,0,0,4402,6837,27153,145900,337668,0,0
2022/12/28,2480,4065,22904,127701,225649,0,0,2433,3992,22629,126313,217792,0,0
2022/12/29,1173,1489,11401,61151,78968,0,0,1154,1469,11297,60555,75955,0,0
2022/12/30,322,705,3715,17565,16576,0,0,313,695,3688,17425,15980,0,0
2022/12/31,71,155,643,2444,1233,0,0,68,154,638,2423,1175,0,0
2023/1/1,3,2,51,308,184,0,0,3,2,51,308,184,0,0
2023/1/2,59,64,531,1702,736,0,0,59,64,531,1702,736,0,0
2023/1/3,72,96,575,1797,994,0,0,72,96,575,1797,994,0,0
2023/1/4,1309,1707,6815,28401,62411,0,0,1309,1707,6815,28401,62411,0,0
2023/1/5,2589,3024,9564,41173,115042,0,0,2589,3024,9564,41173,115042,0,0
2023/1/6,6100,7197,20446,96761,225710,0,0,6100,7197,20446,96761,225710,0,0
2023/1/7,9227,10629,28595,129866,210607,0,0,9227,10629,28595,129866,210607,0,0
2023/1/8,2440,2922,9916,42023,63813,0,0,2440,2922,9916,42023,63813,0,0
2023/1/9,274,257,2404,8919,18885,0,0,274,257,2404,8919,18885,0,0
2023/1/10,4721,5706,12705,55420,228308,0,0,4721,5706,12705,55420,228308,0,0
