date,count_first_shot_general,count_second_shot_general,count_third_shot_general,count_fourth_shot_general,count_fifth_shot_general,count_sixth_shot_general,count_seventh_shot_general,count_first_shot_general_wo_deceased,count_second_shot_general_wo_deceased,count_third_shot_general_wo_deceased,count_fourth_shot_general_wo_deceased,count_fifth_shot_general_wo_deceased,count_sixth_shot_general_wo_deceased,count_seventh_shot_general_wo_deceased
2023/1/11,4122,5073,12632,57839,240938,0,0,4122,5073,12632,57839,240938,0,0
2023/1/12,3954,4147,11758,57032,218566,0,0,3954,4147,11758,57032,218566,0,0
2023/1/13,6872,7720,25467,127319,321910,0,0,6872,7720,25467,127319,321910,0,0
2023/1/14,5736,9023,36815,152248,269708,0,0,5736,9023,36815,152248,269708,0,0
2023/1/15,862,1836,9881,38840,82147,0,0,862,1836,9881,38840,82147,0,0
2023/1/16,1592,3668,13209,57117,209963,0,0,1592,3668,13209,57117,209963,0,0
2023/1/17,2309,4373,13605,57918,223575,0,0,2309,4373,13605,57918,223575,0,0
2023/1/18,1878,2987,13133,54281,198590,0,0,1878,2987,13133,54281,198590,0,0
2023/1/19,1507,1832,11316,50649,172758,0,0,1507,1832,11316,50649,172758,0,0
2023/1/20,3311,2554,26062,119157,260658,0,0,3311,2554,26062,119157,260658,0,0
2023/1/21,3312,3036,34917,133588,208151,0,0,3312,3036,34917,133588,208151,0,0
2023/1/22,698,512,9088,30636,60756,0,0,698,512,9088,30636,60756,0,0
2023/1/23,1162,939,12816,46344,150258,0,0,1162,939,12816,46344,150258,0,0
2023/1/24,1902,1166,12798,45928,155587,0,0,1902,1166,12798,45928,155587,0,0
2023/1/25,1316,1560,11828,41453,127645,0,0,1316,1560,11828,41453,127645,0,0
2023/1/26,1436,2653,11508,42516,125496,0,0,1436,2653,11508,42516,125496,0,0
2023/1/27,3008,6088,26277,102472,190644,0,0,3008,6088,26277,102472,190644,0,0
2023/1/28,5089,9791,35247,113473,154679,0,0,5089,9791,35247,113473,154679,0,0
2023/1/29,901,2566,9493,26933,40607,0,0,901,2566,9493,26933,40607,0,0
2023/1/30,1007,958,12298,36793,102301,0,0,1007,958,12298,36793,102301,0,0
2023/1/31,1590,4540,12916,35719,106355,0,0,1590,4540,12916,35719,106355,0,0
2023/2/1,1526,3862,9951,23347,66461,0,0,1526,3862,9951,23347,66461,0,0
2023/2/2,788,3608,8851,22010,57210,0,0,788,3608,8851,22010,57210,0,0
2023/2/3,2696,6803,20716,56286,92207,0,0,2696,6803,20716,56286,92207,0,0
2023/2/4,4207,5762,29634,69593,80656,0,0,4207,5762,29634,69593,80656,0,0
2023/2/5,944,770,5985,11768,15366,0,0,944,770,5985,11768,15366,0,0
2023/2/6,1083,1526,10721,22900,52091,0,0,1083,1526,10721,22900,52091,0,0
2023/2/7,1496,2229,11250,23009,59449,0,0,1496,2229,11250,23009,59449,0,0
2023/2/8,1138,1913,9757,20958,50869,0,0,1138,1913,9757,20958,50869,0,0
2023/2/9,1067,1481,9624,20726,45421,0,0,1067,1481,9624,20726,45421,0,0
2023/2/10,1797,3116,23047,57485,79417,0,0,1797,3116,23047,57485,79417,0,0
2023/2/11,806,1403,11132,22079,17780,0,0,806,1403,11132,22079,17780,0,0
2023/2/12,578,744,5755,8615,10522,0,0,578,744,5755,8615,10522,0,0
2023/2/13,716,1208,10380,18409,37473,0,0,716,1208,10380,18409,37473,0,0
2023/2/14,1002,1839,10545,18058,42417,0,0,1002,1839,10545,18058,42417,0,0
2023/2/15,869,1540,9615,16519,36622,0,0,869,1540,9615,16519,36622,0,0
2023/2/16,870,1456,9270,16707,33347,0,0,870,1456,9270,16707,33347,0,0
2023/2/17,1760,3152,20148,40258,56458,0,0,1760,3152,20148,40258,56458,0,0
2023/2/18,3244,5900,28501,52212,54507,0,0,3244,5900,28501,52212,54507,0,0
2023/2/19,570,846,5750,7735,7451,0,0,570,846,5750,7735,7451,0,0
2023/2/20,691,1063,9874,15301,27683,0,0,691,1063,9874,15301,27683,0,0
2023/2/21,1077,1770,10589,15952,32797,0,0,1077,1770,10589,15952,32797,0,0
2023/2/22,979,1753,11807,21356,31726,0,0,979,1753,11807,21356,31726,0,0
2023/2/23,136,167,2710,4592,3179,0,0,136,167,2710,4592,3179,0,0
2023/2/24,1941,3313,17785,36647,43263,0,0,1941,3313,17785,36647,43263,0,0
2023/2/25,2319,4654,22485,41902,39430,0,0,2319,4654,22485,41902,39430,0,0
2023/2/26,378,1009,4464,6824,6353,0,0,378,1009,4464,6824,6353,0,0
2023/2/27,733,1344,7918,11680,20867,0,0,733,1344,7918,11680,20867,0,0
2023/2/28,732,1847,7955,11784,24029,0,0,732,1847,7955,11784,24029,0,0
2023/3/1,763,1109,6155,7176,13296,0,0,763,1109,6155,7176,13296,0,0
2023/3/2,800,1232,6466,7281,12372,0,0,800,1232,6466,7281,12372,0,0
2023/3/3,1578,1894,14653,19469,22973,0,0,1578,1894,14653,19469,22973,0,0
2023/3/4,2343,1938,19621,24188,20174,0,0,2343,1938,19621,24188,20174,0,0
2023/3/5,574,578,4402,3770,2787,0,0,574,578,4402,3770,2787,0,0
2023/3/6,682,709,6376,7834,11357,0,0,682,709,6376,7834,11357,0,0
2023/3/7,1153,1164,8497,8255,14171,0,0,1153,1164,8497,8255,14171,0,0
2023/3/8,829,907,7556,7245,12532,0,0,829,907,7556,7245,12532,0,0
2023/3/9,675,968,6625,7386,11316,0,0,675,968,6625,7386,11316,0,0
2023/3/10,1552,1937,15361,20346,21310,0,0,1552,1937,15361,20346,21310,0,0
2023/3/11,1002,3021,17604,24472,17292,0,0,1002,3021,17604,24472,17292,0,0
2023/3/12,140,566,3633,3667,2495,0,0,140,566,3633,3667,2495,0,0
2023/3/13,279,757,7129,7864,10209,0,0,279,757,7129,7864,10209,0,0
2023/3/14,452,1151,7501,7733,12824,0,0,452,1151,7501,7733,12824,0,0
2023/3/15,391,1041,6243,7236,10576,0,0,391,1041,6243,7236,10576,0,0
2023/3/16,321,445,5044,6661,9983,0,0,321,445,5044,6661,9983,0,0
2023/3/17,753,1874,11761,18048,17816,0,0,753,1874,11761,18048,17816,0,0
2023/3/18,1016,2617,14207,22522,14965,0,0,1016,2617,14207,22522,14965,0,0
2023/3/19,129,394,2904,3879,2098,0,0,129,394,2904,3879,2098,0,0
2023/3/20,356,775,6602,9823,9169,0,0,356,775,6602,9823,9169,0,0
2023/3/21,37,59,1041,1423,977,0,0,37,59,1041,1423,977,0,0
2023/3/22,350,1035,5296,6684,8238,0,0,350,1035,5296,6684,8238,0,0
2023/3/23,386,940,5482,6351,9024,0,0,386,940,5482,6351,9024,0,0
2023/3/24,806,2126,13169,17876,14842,0,0,806,2126,13169,17876,14842,0,0
2023/3/25,903,2872,16982,23620,13192,0,0,903,2872,16982,23620,13192,0,0
2023/3/26,161,790,4741,5447,2205,0,0,161,790,4741,5447,2205,0,0
2023/3/27,346,867,5693,8564,7491,0,0,346,867,5693,8564,7491,0,0
2023/3/28,603,1573,8912,8927,9030,0,0,603,1573,8912,8927,9030,0,0
2023/3/29,431,1070,7573,8027,7221,0,0,431,1070,7573,8027,7221,0,0
2023/3/30,411,931,6792,6986,6710,0,0,411,931,6792,6986,6710,0,0
2023/3/31,757,1960,12995,14086,8946,0,0,757,1960,12995,14086,8946,0,0
2023/4/1,583,712,5139,9470,2050,0,0,583,712,5139,9470,2050,0,0
2023/4/2,151,115,806,1221,211,0,0,151,115,806,1221,211,0,0
2023/4/3,247,238,2582,3454,1608,0,0,247,238,2582,3454,1608,0,0
2023/4/4,410,439,3015,4557,1764,0,0,410,439,3015,4557,1764,0,0
2023/4/5,352,314,2471,3878,1973,0,0,352,314,2471,3878,1973,0,0
2023/4/6,252,306,2080,2826,1754,0,0,252,306,2080,2826,1754,0,0
2023/4/7,628,699,5345,8603,3070,0,0,628,699,5345,8603,3070,0,0
2023/4/8,533,859,6655,13286,2695,0,0,533,859,6655,13286,2695,0,0
2023/4/9,147,110,884,1719,226,0,0,147,110,884,1719,226,0,0
2023/4/10,211,246,2108,2564,1791,0,0,211,246,2108,2564,1791,0,0
2023/4/11,307,240,2462,3131,1875,0,0,307,240,2462,3131,1875,0,0
2023/4/12,151,323,2094,2816,1938,0,0,151,323,2094,2816,1938,0,0
2023/4/13,177,302,1965,2442,1782,0,0,177,302,1965,2442,1782,0,0
2023/4/14,370,616,5127,8398,3216,0,0,370,616,5127,8398,3216,0,0
2023/4/15,719,842,6893,13807,2673,0,0,719,842,6893,13807,2673,0,0
2023/4/16,113,118,1131,1834,403,0,0,113,118,1131,1834,403,0,0
2023/4/17,231,277,2078,2581,1630,0,0,231,277,2078,2581,1630,0,0
2023/4/18,383,464,2433,3010,2017,0,0,383,464,2433,3010,2017,0,0
2023/4/19,304,358,2118,2928,1875,0,0,304,358,2118,2928,1875,0,0
2023/4/20,358,343,1944,2911,2039,0,0,358,343,1944,2911,2039,0,0
2023/4/21,674,722,5192,8995,3310,0,0,674,722,5192,8995,3310,0,0
2023/4/22,778,954,8031,15918,3659,0,0,778,954,8031,15918,3659,0,0
2023/4/23,126,212,1247,1985,424,0,0,126,212,1247,1985,424,0,0
2023/4/24,225,361,2292,3134,2081,0,0,225,361,2292,3134,2081,0,0
2023/4/25,319,487,2620,3594,2368,0,0,319,487,2620,3594,2368,0,0
2023/4/26,262,428,2375,3618,2364,0,0,262,428,2375,3618,2364,0,0
2023/4/27,267,375,2423,3495,2171,0,0,267,375,2423,3495,2171,0,0
2023/4/28,589,835,6441,11127,4823,0,0,589,835,6441,11127,4823,0,0
2023/4/29,150,319,1770,4372,891,0,0,150,319,1770,4372,891,0,0
2023/4/30,85,168,915,1675,418,0,0,85,168,915,1675,418,0,0
2023/5/1,202,239,2151,3165,1829,0,0,202,239,2151,3165,1829,0,0
2023/5/2,259,294,2474,3932,1875,0,0,259,294,2474,3932,1875,0,0
2023/5/3,40,15,360,473,167,0,0,40,15,360,473,167,0,0
2023/5/4,30,32,253,409,167,0,0,30,32,253,409,167,0,0
2023/5/5,48,71,404,616,281,0,0,48,71,404,616,281,0,0
2023/5/6,311,630,3515,6478,2038,0,0,311,630,3515,6478,2038,0,0
2023/5/7,69,109,783,1147,433,0,0,69,109,783,1147,433,0,0
2023/5/8,175,244,547,1649,15487,191445,0,175,244,547,1649,15487,191445,0
2023/5/9,334,468,964,2070,16885,220373,0,334,468,964,2070,16885,220373,0
2023/5/10,292,363,876,2236,17252,217672,0,292,363,876,2236,17252,217672,0
2023/5/11,237,369,713,2088,16173,205971,0,237,369,713,2088,16173,205971,0
2023/5/12,463,756,1585,5024,28912,323593,0,463,756,1585,5024,28912,323593,0
2023/5/13,496,834,1949,6597,25928,282247,0,496,834,1949,6597,25928,282247,0
2023/5/14,101,136,264,1176,9880,119134,0,101,136,264,1176,9880,119134,0
2023/5/15,180,224,647,2500,26355,320806,0,180,224,647,2500,26355,320806,0
2023/5/16,245,375,854,3298,29751,359702,0,245,375,854,3298,29751,359702,0
2023/5/17,249,295,808,2937,28133,320227,0,249,295,808,2937,28133,320227,0
2023/5/18,173,258,770,2863,25589,297479,0,173,258,770,2863,25589,297479,0
2023/5/19,341,500,1483,5581,41812,440641,0,341,500,1483,5581,41812,440641,0
2023/5/20,378,399,1752,6687,35780,379576,0,378,399,1752,6687,35780,379576,0
2023/5/21,45,98,362,1087,11989,154172,0,45,98,362,1087,11989,154172,0
2023/5/22,145,180,740,3441,31475,376199,0,145,180,740,3441,31475,376199,0
2023/5/23,237,203,1123,3866,36027,409617,0,237,203,1123,3866,36027,409617,0
2023/5/24,199,123,963,4008,33690,372369,0,199,123,963,4008,33690,372369,0
2023/5/25,191,145,881,3479,31873,345141,0,191,145,881,3479,31873,345141,0
2023/5/26,305,250,1618,6637,49707,504104,0,305,250,1618,6637,49707,504104,0
2023/5/27,409,446,1572,5904,41272,413359,0,409,446,1572,5904,41272,413359,0
2023/5/28,60,75,347,1483,15168,188289,0,60,75,347,1483,15168,188289,0
2023/5/29,160,190,785,3460,34724,393260,0,160,190,785,3460,34724,393260,0
2023/5/30,228,322,1046,3885,38778,427337,0,228,322,1046,3885,38778,427337,0
2023/5/31,197,298,840,3764,35048,373378,0,197,298,840,3764,35048,373378,0
2023/6/1,204,192,689,3090,29951,318681,0,204,192,689,3090,29951,318681,0
2023/6/2,296,418,1174,5141,46163,444707,0,296,418,1174,5141,46163,444707,0
2023/6/3,370,449,1127,4712,36117,379291,0,370,449,1127,4712,36117,379291,0
2023/6/4,79,87,255,1089,11939,155964,0,79,87,255,1089,11939,155964,0
2023/6/5,213,173,701,3263,33710,363313,0,213,173,701,3263,33710,363313,0
2023/6/6,314,273,964,4052,38787,394780,0,314,273,964,4052,38787,394780,0
2023/6/7,268,252,886,4232,37773,353394,0,268,252,886,4232,37773,353394,0
2023/6/8,252,186,821,3561,33287,316175,0,252,186,821,3561,33287,316175,0
2023/6/9,479,365,1242,5903,50414,449069,0,479,365,1242,5903,50414,449069,0
2023/6/10,252,422,1154,5111,40111,367439,0,252,422,1154,5111,40111,367439,0
2023/6/11,46,53,290,1523,13194,142939,0,46,53,290,1523,13194,142939,0
2023/6/12,106,150,750,3569,34431,330414,0,106,150,750,3569,34431,330414,0
2023/6/13,171,263,1036,4435,40130,358585,0,171,263,1036,4435,40130,358585,0
2023/6/14,136,197,1030,4530,38177,323572,0,136,197,1030,4530,38177,323572,0
2023/6/15,118,171,895,4152,34617,283421,0,118,171,895,4152,34617,283421,0
2023/6/16,254,325,1353,6312,53121,409988,0,254,325,1353,6312,53121,409988,0
2023/6/17,256,396,1146,4808,37295,316650,0,256,396,1146,4808,37295,316650,0
2023/6/18,41,77,233,1158,11334,116041,0,41,77,233,1158,11334,116041,0
2023/6/19,125,176,805,3677,34010,281297,0,125,176,805,3677,34010,281297,0
2023/6/20,181,254,1090,4456,38704,303218,0,181,254,1090,4456,38704,303218,0
2023/6/21,148,221,964,4295,36136,268327,0,148,221,964,4295,36136,268327,0
2023/6/22,162,219,853,3946,34011,242282,0,162,219,853,3946,34011,242282,0
2023/6/23,275,386,1443,6117,50102,345175,0,275,386,1443,6117,50102,345175,0
2023/6/24,276,529,1193,4905,38094,279378,0,276,529,1193,4905,38094,279378,0
2023/6/25,51,103,222,1269,11645,113463,0,51,103,222,1269,11645,113463,0
2023/6/26,104,261,734,3538,32074,237607,0,104,261,734,3538,32074,237607,0
2023/6/27,211,342,1002,4144,37413,261922,0,211,342,1002,4144,37413,261922,0
2023/6/28,154,319,857,4042,34310,230208,0,154,319,857,4042,34310,230208,0
2023/6/29,137,364,836,3778,32296,211260,0,137,364,836,3778,32296,211260,0
2023/6/30,297,659,1172,5949,44778,290407,0,297,659,1172,5949,44778,290407,0
2023/7/1,169,149,944,3582,25702,181095,0,169,149,944,3582,25702,181095,0
2023/7/2,56,28,167,691,6768,60912,0,56,28,167,691,6768,60912,0
2023/7/3,118,68,496,2201,22855,160311,0,118,68,496,2201,22855,160311,0
2023/7/4,142,124,718,2860,26155,173577,0,142,124,718,2860,26155,173577,0
2023/7/5,108,113,718,2770,24304,148647,0,108,113,718,2770,24304,148647,0
2023/7/6,108,102,660,2554,22397,134391,0,108,102,660,2554,22397,134391,0
2023/7/7,263,200,1049,4090,35334,204841,0,263,200,1049,4090,35334,204841,0
2023/7/8,209,198,945,3429,24936,152709,0,209,198,945,3429,24936,152709,0
2023/7/9,30,41,135,674,5679,47658,0,30,41,135,674,5679,47658,0
2023/7/10,143,137,525,2335,22218,134141,0,143,137,525,2335,22218,134141,0
2023/7/11,222,174,732,2865,25425,152039,0,222,174,732,2865,25425,152039,0
2023/7/12,145,152,666,2660,23285,130341,0,145,152,666,2660,23285,130341,0
2023/7/13,125,162,549,2588,21727,114084,0,125,162,549,2588,21727,114084,0
2023/7/14,232,241,921,4097,34571,175590,0,232,241,921,4097,34571,175590,0
2023/7/15,208,256,789,2979,22868,119886,0,208,256,789,2979,22868,119886,0
2023/7/16,39,36,115,353,3395,22798,0,39,36,115,353,3395,22798,0
2023/7/17,8,4,45,164,975,6280,0,8,4,45,164,975,6280,0
2023/7/18,167,194,579,2331,20786,114125,0,167,194,579,2331,20786,114125,0
2023/7/19,172,182,596,2527,20552,106081,0,172,182,596,2527,20552,106081,0
2023/7/20,146,127,535,2367,18885,94822,0,146,127,535,2367,18885,94822,0
2023/7/21,198,331,919,3879,29688,143747,0,198,331,919,3879,29688,143747,0
2023/7/22,204,236,797,3149,20713,105256,0,204,236,797,3149,20713,105256,0
2023/7/23,23,53,151,632,3953,27851,0,23,53,151,632,3953,27851,0
2023/7/24,145,173,471,2241,17991,93185,0,145,173,471,2241,17991,93185,0
2023/7/25,177,209,678,2651,20375,97759,0,177,209,678,2651,20375,97759,0
2023/7/26,153,149,629,2463,17512,81907,0,153,149,629,2463,17512,81907,0
2023/7/27,154,147,510,2242,15146,70195,0,154,147,510,2242,15146,70195,0
2023/7/28,287,288,956,3685,25118,110398,0,287,288,956,3685,25118,110398,0
2023/7/29,228,215,679,2453,16408,74820,0,228,215,679,2453,16408,74820,0
2023/7/30,54,45,133,385,2543,14447,0,54,45,133,385,2543,14447,0
2023/7/31,128,129,372,1581,12644,58716,0,128,129,372,1581,12644,58716,0
2023/8/1,199,196,393,1404,11316,51925,0,199,196,393,1404,11316,51925,0
2023/8/2,165,137,356,1383,9634,42507,0,165,137,356,1383,9634,42507,0
2023/8/3,122,129,354,1249,9203,38990,0,122,129,354,1249,9203,38990,0
2023/8/4,287,243,588,2176,15905,66792,0,287,243,588,2176,15905,66792,0
2023/8/5,289,210,539,1590,11395,45686,0,289,210,539,1590,11395,45686,0
2023/8/6,27,40,67,266,1985,8708,0,27,40,67,266,1985,8708,0
2023/8/7,165,77,342,1308,9965,41278,0,165,77,342,1308,9965,41278,0
2023/8/8,190,182,420,1399,10471,43808,0,190,182,420,1399,10471,43808,0
2023/8/9,137,146,315,1274,8650,34085,0,137,146,315,1274,8650,34085,0
2023/8/10,126,163,349,1162,8813,31569,0,126,163,349,1162,8813,31569,0
2023/8/11,12,15,41,173,1037,3650,0,12,15,41,173,1037,3650,0
2023/8/12,92,108,225,766,4873,16437,0,92,108,225,766,4873,16437,0
2023/8/13,9,15,20,94,572,1990,0,9,15,20,94,572,1990,0
2023/8/14,56,54,121,469,3075,9686,0,56,54,121,469,3075,9686,0
2023/8/15,51,65,129,408,2780,8202,0,51,65,129,408,2780,8202,0
2023/8/16,79,103,193,692,4853,16519,0,79,103,193,692,4853,16519,0
2023/8/17,88,166,271,910,6126,21278,0,88,166,271,910,6126,21278,0
2023/8/18,227,362,595,1746,12216,44197,0,227,362,595,1746,12216,44197,0
2023/8/19,188,287,476,1451,8026,31018,0,188,287,476,1451,8026,31018,0
2023/8/20,41,35,66,208,1108,5258,0,41,35,66,208,1108,5258,0
2023/8/21,114,181,295,919,7286,28665,0,114,181,295,919,7286,28665,0
2023/8/22,149,236,441,1280,8658,31871,0,149,236,441,1280,8658,31871,0
2023/8/23,129,200,356,1093,7521,27144,0,129,200,356,1093,7521,27144,0
2023/8/24,124,163,292,962,6925,21942,0,124,163,292,962,6925,21942,0
2023/8/25,238,376,670,1885,11728,40692,0,238,376,670,1885,11728,40692,0
2023/8/26,197,312,463,1395,8606,29862,0,197,312,463,1395,8606,29862,0
2023/8/27,47,49,77,150,1462,5098,0,47,49,77,150,1462,5098,0
2023/8/28,80,175,232,832,6432,23068,0,80,175,232,832,6432,23068,0
2023/8/29,144,222,324,992,7103,24363,0,144,222,324,992,7103,24363,0
2023/8/30,95,168,329,845,6327,21650,0,95,168,329,845,6327,21650,0
2023/8/31,96,149,268,827,5421,17353,0,96,149,268,827,5421,17353,0
2023/9/1,78,76,172,412,2722,7257,0,78,76,172,412,2722,7257,0
2023/9/2,63,113,187,410,2278,5579,0,63,113,187,410,2278,5579,0
2023/9/3,14,10,14,44,274,461,0,14,10,14,44,274,461,0
2023/9/4,56,64,109,250,1904,4939,0,56,64,109,250,1904,4939,0
2023/9/5,76,81,162,351,2242,6107,0,76,81,162,351,2242,6107,0
2023/9/6,84,76,115,349,1954,4732,0,84,76,115,349,1954,4732,0
2023/9/7,76,93,121,345,1863,4759,0,76,93,121,345,1863,4759,0
2023/9/8,137,166,200,503,3230,8027,0,137,166,200,503,3230,8027,0
2023/9/9,132,164,188,509,2688,6051,0,132,164,188,509,2688,6051,0
2023/9/10,16,40,40,52,296,633,0,16,40,40,52,296,633,0
2023/9/11,90,102,96,233,1782,4867,0,90,102,96,233,1782,4867,0
2023/9/12,75,113,174,327,2107,5464,0,75,113,174,327,2107,5464,0
2023/9/13,81,112,180,299,2005,5233,0,81,112,180,299,2005,5233,0
2023/9/14,68,110,113,243,1803,4329,0,68,110,113,243,1803,4329,0
2023/9/15,139,218,282,515,3354,7818,0,139,218,282,515,3354,7818,0
2023/9/16,118,228,219,478,2570,5772,0,118,228,219,478,2570,5772,0
2023/9/17,12,21,24,62,276,589,0,12,21,24,62,276,589,0
2023/9/18,7,8,7,38,144,220,0,7,8,7,38,144,220,0
2023/9/19,78,213,171,287,2111,4889,0,78,213,171,287,2111,4889,0
2023/9/20,91,26,239,1343,20831,24450,133328,91,26,239,1343,20831,24450,133328
2023/9/21,60,22,219,1219,20244,23290,132043,60,22,219,1219,20244,23290,132043
2023/9/22,113,31,368,2292,39670,40031,200386,113,31,368,2292,39670,40031,200386
2023/9/23,49,15,186,1334,25031,15006,64667,49,15,186,1334,25031,15006,64667
2023/9/24,36,12,187,1283,23130,16482,73008,36,12,187,1283,23130,16482,73008
2023/9/25,89,21,339,2099,32383,39055,231227,89,21,339,2099,32383,39055,231227
2023/9/26,120,17,352,2352,36501,44379,270538,120,17,352,2352,36501,44379,270538
2023/9/27,102,35,380,2491,35438,43015,247321,102,35,380,2491,35438,43015,247321
2023/9/28,89,38,370,2204,32241,39349,226285,89,38,370,2204,32241,39349,226285
2023/9/29,196,55,601,4134,61428,61616,325077,196,55,601,4134,61428,61616,325077
2023/9/30,207,59,825,5241,80259,56005,258989,207,59,825,5241,80259,56005,258989
2023/10/1,57,12,234,1988,31059,23874,116447,57,12,234,1988,31059,23874,116447
2023/10/2,165,47,441,2971,39229,50608,302052,165,47,441,2971,39229,50608,302052
2023/10/3,217,55,577,3481,44121,58200,336780,217,55,577,3481,44121,58200,336780
2023/10/4,244,90,601,3864,44205,55856,303177,244,90,601,3864,44205,55856,303177
2023/10/5,199,69,555,3320,41386,51364,273001,199,69,555,3320,41386,51364,273001
2023/10/6,458,149,1076,6841,84510,79729,384649,458,149,1076,6841,84510,79729,384649
2023/10/7,424,129,1120,8032,108656,66870,285440,424,129,1120,8032,108656,66870,285440
2023/10/8,52,24,320,2800,41961,24055,104882,52,24,320,2800,41961,24055,104882
2023/10/9,13,2,149,1060,15324,10333,43915,13,2,149,1060,15324,10333,43915
2023/10/10,354,89,774,4834,51088,64066,335496,354,89,774,4834,51088,64066,335496
2023/10/11,312,141,802,4925,51581,64721,327863,312,141,802,4925,51581,64721,327863
2023/10/12,262,94,814,4749,49777,60993,294921,262,94,814,4749,49777,60993,294921
2023/10/13,502,188,1303,8643,97091,92467,401415,502,188,1303,8643,97091,92467,401415
2023/10/14,459,160,1544,9770,117882,74948,300493,459,160,1544,9770,117882,74948,300493
2023/10/15,88,48,406,3088,42193,28607,120368,88,48,406,3088,42193,28607,120368
2023/10/16,266,110,855,4980,55290,66987,319132,266,110,855,4980,55290,66987,319132
2023/10/17,368,165,999,6157,58123,73890,342847,368,165,999,6157,58123,73890,342847
2023/10/18,320,141,963,5567,57198,70524,307697,320,141,963,5567,57198,70524,307697
2023/10/19,293,113,902,5236,53559,62796,273159,293,113,902,5236,53559,62796,273159
2023/10/20,555,219,1521,9288,103458,93025,364742,555,219,1521,9288,103458,93025,364742
2023/10/21,435,183,1508,10495,123918,76647,264658,435,183,1508,10495,123918,76647,264658
2023/10/22,79,60,444,3464,45890,29985,111927,79,60,444,3464,45890,29985,111927
2023/10/23,297,175,859,5409,57835,65884,285195,297,175,859,5409,57835,65884,285195
2023/10/24,411,208,1045,6610,62937,74701,311006,411,208,1045,6610,62937,74701,311006
2023/10/25,320,223,1026,5959,58151,67580,273741,320,223,1026,5959,58151,67580,273741
2023/10/26,278,192,831,5539,55751,63316,248446,278,192,831,5539,55751,63316,248446
2023/10/27,548,438,1470,9785,110304,92059,329487,548,438,1470,9785,110304,92059,329487
2023/10/28,440,396,1507,11030,129194,73671,243721,440,396,1507,11030,129194,73671,243721
2023/10/29,64,83,432,3637,43824,26858,102792,64,83,432,3637,43824,26858,102792
2023/10/30,251,93,784,5457,60122,63360,249588,251,93,784,5457,60122,63360,249588
2023/10/31,348,338,893,6012,60196,67729,264891,348,338,893,6012,60196,67729,264891
2023/11/1,251,238,832,4803,49146,53990,204362,251,238,832,4803,49146,53990,204362
2023/11/2,214,236,810,5372,60309,54077,186137,214,236,810,5372,60309,54077,186137
2023/11/3,51,41,223,1863,26162,12162,41349,51,41,223,1863,26162,12162,41349
2023/11/4,396,339,1181,8419,97130,51660,164804,396,339,1181,8419,97130,51660,164804
2023/11/5,45,54,300,2093,26543,14913,63665,45,54,300,2093,26543,14913,63665
2023/11/6,214,221,710,4420,48164,51739,194990,214,221,710,4420,48164,51739,194990
2023/11/7,337,324,828,5206,52826,57480,217017,337,324,828,5206,52826,57480,217017
2023/11/8,326,278,838,4969,48766,51279,183437,326,278,838,4969,48766,51279,183437
2023/11/9,243,234,719,4427,43555,45726,160516,243,234,719,4427,43555,45726,160516
2023/11/10,492,617,1342,8779,96937,73886,235004,492,617,1342,8779,96937,73886,235004
2023/11/11,415,410,1420,9812,112037,57348,163631,415,410,1420,9812,112037,57348,163631
2023/11/12,47,55,279,2542,31202,17495,62281,47,55,279,2542,31202,17495,62281
2023/11/13,190,307,715,4444,47716,47829,170400,190,307,715,4444,47716,47829,170400
2023/11/14,313,378,809,5231,50270,53575,185592,313,378,809,5231,50270,53575,185592
2023/11/15,264,307,711,4810,46464,47534,165204,264,307,711,4810,46464,47534,165204
2023/11/16,213,289,756,4192,40883,42257,145929,213,289,756,4192,40883,42257,145929
2023/11/17,438,546,1254,8444,91763,67436,206473,438,546,1254,8444,91763,67436,206473
2023/11/18,387,385,1263,9507,104617,51350,143487,387,385,1263,9507,104617,51350,143487
2023/11/19,41,51,324,2448,29395,15697,52144,41,51,324,2448,29395,15697,52144
2023/11/20,247,332,700,4168,43255,43864,154313,247,332,700,4168,43255,43864,154313
2023/11/21,334,335,853,5087,46419,49006,168362,334,335,853,5087,46419,49006,168362
2023/11/22,229,296,823,5479,54578,46057,146259,229,296,823,5479,54578,46057,146259
2023/11/23,15,24,166,1013,12129,6843,23170,15,24,166,1013,12129,6843,23170
2023/11/24,379,334,1192,7937,87396,61292,179654,379,334,1192,7937,87396,61292,179654
2023/11/25,425,418,1275,9560,98495,46964,128269,425,418,1275,9560,98495,46964,128269
2023/11/26,54,46,266,2154,27897,15142,51571,54,46,266,2154,27897,15142,51571
2023/11/27,239,194,696,4234,41157,40711,132986,239,194,696,4234,41157,40711,132986
2023/11/28,333,380,752,4751,43599,44702,146726,333,380,752,4751,43599,44702,146726
2023/11/29,258,274,734,4183,38962,39488,125972,258,274,734,4183,38962,39488,125972
2023/11/30,294,301,698,3876,34835,35857,114237,294,301,698,3876,34835,35857,114237
2023/12/1,414,419,969,5941,60147,47095,140074,414,419,969,5941,60147,47095,140074
2023/12/2,347,366,1083,7323,73353,34723,91534,347,366,1083,7323,73353,34723,91534
2023/12/3,48,45,199,1547,15806,8346,28691,48,45,199,1547,15806,8346,28691
2023/12/4,204,184,527,3225,29127,31126,100466,204,184,527,3225,29127,31126,100466
2023/12/5,325,281,672,3781,32217,36144,113677,325,281,672,3781,32217,36144,113677
