month_of_death,age_at_death,last_dose_number,days_between_last_vaccination_and_death,count
2022-06,100+,0,NA,<5
2022-06,100+,2,<=_180,<5
2022-06,100+,2,<=_365,<5
2022-06,100+,3,<=_180,10
2022-06,100+,3,<=_365,7
2022-06,21_to_40,0,NA,27
2022-06,21_to_40,1,<=_180,<5
2022-06,21_to_40,1,<=_365,<5
2022-06,21_to_40,2,<=_180,10
2022-06,21_to_40,2,<=_30,<5
2022-06,21_to_40,2,<=_365,15
2022-06,21_to_40,2,<=_90,<5
2022-06,21_to_40,3,<=_180,22
2022-06,21_to_40,3,<=_365,<5
2022-06,21_to_40,3,<=_90,<5
2022-06,21_to_40,4,<=_30,<5
2022-06,41_to_60,0,NA,37
2022-06,41_to_60,1,<=_365,<5
2022-06,41_to_60,1,<=_90,<5
2022-06,41_to_60,2,366_+,<5
2022-06,41_to_60,2,<=_180,20
2022-06,41_to_60,2,<=_30,<5
2022-06,41_to_60,2,<=_365,68
2022-06,41_to_60,3,<=_180,178
2022-06,41_to_60,3,<=_30,<5
2022-06,41_to_60,3,<=_365,12
2022-06,41_to_60,3,<=_90,9
2022-06,41_to_60,4,<=_180,8
2022-06,41_to_60,4,<=_90,6
2022-06,61_to_80,0,NA,87
2022-06,61_to_80,1,366_+,<5
2022-06,61_to_80,1,<=_180,<5
2022-06,61_to_80,1,<=_365,8
2022-06,61_to_80,1,<=_90,<5
2022-06,61_to_80,2,366_+,5
2022-06,61_to_80,2,<=_180,21
2022-06,61_to_80,2,<=_365,137
2022-06,61_to_80,2,<=_90,<5
2022-06,61_to_80,3,<=_180,813
2022-06,61_to_80,3,<=_30,<5
2022-06,61_to_80,3,<=_365,97
2022-06,61_to_80,3,<=_90,32
2022-06,61_to_80,4,<=_180,32
2022-06,61_to_80,4,<=_30,<5
2022-06,61_to_80,4,<=_90,28
2022-06,81_to_100,0,NA,94
2022-06,81_to_100,1,<=_180,8
2022-06,81_to_100,1,<=_30,<5
2022-06,81_to_100,1,<=_365,6
2022-06,81_to_100,1,<=_90,<5
2022-06,81_to_100,2,366_+,5
2022-06,81_to_100,2,<=_180,29
2022-06,81_to_100,2,<=_365,96
2022-06,81_to_100,2,<=_90,<5
2022-06,81_to_100,3,<=_180,1207
2022-06,81_to_100,3,<=_30,6
2022-06,81_to_100,3,<=_365,227
2022-06,81_to_100,3,<=_90,51
2022-06,81_to_100,4,<=_180,<5
2022-06,81_to_100,4,<=_30,<5
2022-06,81_to_100,4,<=_90,7
2022-07,0_to_20,0,NA,71
2022-07,0_to_20,2,<=_180,<5
2022-07,0_to_20,2,<=_365,<5
2022-07,0_to_20,3,<=_180,<5
2022-07,0_to_20,3,<=_365,<5
2022-07,100+,0,NA,<5
2022-07,100+,2,366_+,<5
2022-07,100+,2,<=_365,<5
2022-07,100+,3,<=_180,13
2022-07,100+,3,<=_30,<5
2022-07,100+,3,<=_365,10
2022-07,100+,3,<=_90,<5
2022-07,100+,4,<=_30,<5
2022-07,100+,4,<=_90,<5
2022-07,21_to_40,0,NA,9
2022-07,21_to_40,1,<=_180,<5
2022-07,21_to_40,1,<=_365,<5
2022-07,21_to_40,2,366_+,<5
2022-07,21_to_40,2,<=_180,6
2022-07,21_to_40,2,<=_365,33
2022-07,21_to_40,3,<=_180,25
2022-07,21_to_40,3,<=_365,<5
2022-07,21_to_40,3,<=_90,<5
2022-07,21_to_40,4,<=_180,<5
2022-07,21_to_40,4,<=_30,<5
2022-07,41_to_60,0,NA,58
2022-07,41_to_60,1,<=_180,<5
2022-07,41_to_60,1,<=_365,<5
2022-07,41_to_60,2,366_+,<5
2022-07,41_to_60,2,<=_180,15
2022-07,41_to_60,2,<=_365,61
2022-07,41_to_60,2,<=_90,<5
2022-07,41_to_60,3,<=_180,137
2022-07,41_to_60,3,<=_30,<5
2022-07,41_to_60,3,<=_365,38
2022-07,41_to_60,3,<=_90,<5
2022-07,41_to_60,4,<=_180,7
2022-07,41_to_60,4,<=_30,<5
2022-07,41_to_60,4,<=_90,<5
2022-07,61_to_80,0,NA,105
2022-07,61_to_80,1,<=_180,5
2022-07,61_to_80,1,<=_30,<5
2022-07,61_to_80,1,<=_365,10
2022-07,61_to_80,2,366_+,10
2022-07,61_to_80,2,<=_180,11
2022-07,61_to_80,2,<=_365,125
2022-07,61_to_80,2,<=_90,<5
2022-07,61_to_80,3,<=_180,585
2022-07,61_to_80,3,<=_30,<5
2022-07,61_to_80,3,<=_365,391
2022-07,61_to_80,3,<=_90,8
2022-07,61_to_80,4,<=_180,44
2022-07,61_to_80,4,<=_30,46
2022-07,61_to_80,4,<=_90,8
2022-07,61_to_80,5,<=_30,<5
2022-07,81_to_100,0,NA,103
2022-07,81_to_100,1,366_+,<5
2022-07,81_to_100,1,<=_180,5
2022-07,81_to_100,1,<=_365,6
2022-07,81_to_100,1,<=_90,<5
2022-07,81_to_100,2,366_+,17
2022-07,81_to_100,2,<=_180,20
2022-07,81_to_100,2,<=_30,<5
2022-07,81_to_100,2,<=_365,106
2022-07,81_to_100,2,<=_90,<5
2022-07,81_to_100,3,<=_180,833
2022-07,81_to_100,3,<=_30,6
2022-07,81_to_100,3,<=_365,826
2022-07,81_to_100,3,<=_90,18
2022-07,81_to_100,4,<=_180,13
2022-07,81_to_100,4,<=_30,114
2022-07,81_to_100,4,<=_365,<5
2022-07,81_to_100,4,<=_90,8
2022-08,0_to_20,0,NA,55
2022-08,0_to_20,1,<=_365,<5
2022-08,0_to_20,1,<=_90,<5
2022-08,0_to_20,2,<=_180,<5
2022-08,0_to_20,2,<=_365,8
2022-08,0_to_20,3,<=_180,<5
2022-08,0_to_20,3,<=_365,<5
2022-08,100+,0,NA,<5
2022-08,100+,2,<=_180,<5
2022-08,100+,2,<=_365,<5
2022-08,100+,3,<=_365,12
2022-08,100+,4,<=_30,6
2022-08,100+,4,<=_90,<5
2022-08,21_to_40,0,NA,15
2022-08,21_to_40,1,<=_180,<5
2022-08,21_to_40,1,<=_365,<5
2022-08,21_to_40,2,<=_180,<5
2022-08,21_to_40,2,<=_365,18
2022-08,21_to_40,2,<=_90,<5
2022-08,21_to_40,3,<=_180,12
2022-08,21_to_40,3,<=_30,<5
2022-08,21_to_40,3,<=_365,10
2022-08,21_to_40,4,<=_30,<5
2022-08,21_to_40,4,<=_90,<5
2022-08,41_to_60,0,NA,52
2022-08,41_to_60,1,366_+,<5
2022-08,41_to_60,1,<=_30,<5
2022-08,41_to_60,1,<=_365,<5
2022-08,41_to_60,2,366_+,<5
2022-08,41_to_60,2,<=_180,<5
2022-08,41_to_60,2,<=_365,64
2022-08,41_to_60,3,<=_180,46
2022-08,41_to_60,3,<=_30,<5
2022-08,41_to_60,3,<=_365,121
2022-08,41_to_60,3,<=_90,<5
2022-08,41_to_60,4,<=_180,10
2022-08,41_to_60,4,<=_30,12
2022-08,41_to_60,4,<=_365,<5
2022-08,41_to_60,4,<=_90,<5
2022-08,61_to_80,0,NA,113
2022-08,61_to_80,1,366_+,<5
2022-08,61_to_80,1,<=_180,<5
2022-08,61_to_80,1,<=_365,6
2022-08,61_to_80,2,366_+,18
2022-08,61_to_80,2,<=_180,6
2022-08,61_to_80,2,<=_365,109
2022-08,61_to_80,3,<=_180,186
2022-08,61_to_80,3,<=_30,<5
2022-08,61_to_80,3,<=_365,593
2022-08,61_to_80,3,<=_90,7
2022-08,61_to_80,4,<=_180,62
2022-08,61_to_80,4,<=_30,108
2022-08,61_to_80,4,<=_365,8
2022-08,61_to_80,4,<=_90,88
2022-08,61_to_80,5,<=_30,<5
2022-08,81_to_100,0,NA,77
2022-08,81_to_100,1,366_+,<5
2022-08,81_to_100,1,<=_180,5
2022-08,81_to_100,1,<=_365,<5
2022-08,81_to_100,1,<=_90,<5
2022-08,81_to_100,2,366_+,15
2022-08,81_to_100,2,<=_180,<5
2022-08,81_to_100,2,<=_365,79
2022-08,81_to_100,3,<=_180,178
2022-08,81_to_100,3,<=_30,7
2022-08,81_to_100,3,<=_365,982
2022-08,81_to_100,3,<=_90,11
2022-08,81_to_100,4,<=_180,17
2022-08,81_to_100,4,<=_30,230
2022-08,81_to_100,4,<=_365,<5
2022-08,81_to_100,4,<=_90,152
2022-08,81_to_100,5,<=_180,<5
2022-09,0_to_20,0,NA,62
2022-09,0_to_20,1,<=_365,<5
2022-09,0_to_20,2,366_+,<5
2022-09,0_to_20,2,<=_180,<5
2022-09,0_to_20,2,<=_365,5
2022-09,0_to_20,3,<=_180,<5
2022-09,0_to_20,3,<=_365,<5
2022-09,100+,0,NA,<5
2022-09,100+,3,<=_365,10
2022-09,100+,4,<=_30,<5
2022-09,100+,4,<=_90,<5
2022-09,21_to_40,0,NA,13
2022-09,21_to_40,1,<=_180,<5
2022-09,21_to_40,1,<=_365,<5
2022-09,21_to_40,2,<=_180,<5
2022-09,21_to_40,2,<=_365,22
2022-09,21_to_40,2,<=_90,<5
2022-09,21_to_40,3,<=_180,<5
2022-09,21_to_40,3,<=_30,<5
2022-09,21_to_40,3,<=_365,33
2022-09,21_to_40,3,<=_90,<5
2022-09,21_to_40,4,<=_180,<5
2022-09,21_to_40,4,<=_30,<5
2022-09,21_to_40,4,<=_365,<5
2022-09,21_to_40,4,<=_90,<5
2022-09,41_to_60,0,NA,35
2022-09,41_to_60,1,366_+,<5
2022-09,41_to_60,1,<=_365,5
2022-09,41_to_60,1,<=_90,<5
2022-09,41_to_60,2,366_+,9
2022-09,41_to_60,2,<=_180,<5
2022-09,41_to_60,2,<=_365,54
2022-09,41_to_60,3,<=_180,16
2022-09,41_to_60,3,<=_30,<5
2022-09,41_to_60,3,<=_365,136
2022-09,41_to_60,3,<=_90,<5
2022-09,41_to_60,4,<=_180,8
2022-09,41_to_60,4,<=_30,<5
2022-09,41_to_60,4,<=_365,8
2022-09,41_to_60,4,<=_90,18
2022-09,41_to_60,5,<=_90,<5
2022-09,61_to_80,0,NA,85
2022-09,61_to_80,1,366_+,<5
2022-09,61_to_80,1,<=_30,<5
2022-09,61_to_80,1,<=_365,7
2022-09,61_to_80,1,<=_90,<5
2022-09,61_to_80,2,366_+,26
2022-09,61_to_80,2,<=_180,<5
2022-09,61_to_80,2,<=_365,85
2022-09,61_to_80,3,<=_180,38
2022-09,61_to_80,3,<=_30,<5
2022-09,61_to_80,3,<=_365,597
2022-09,61_to_80,3,<=_90,12
2022-09,61_to_80,4,<=_180,35
2022-09,61_to_80,4,<=_30,62
2022-09,61_to_80,4,<=_365,17
2022-09,61_to_80,4,<=_90,230
2022-09,61_to_80,5,<=_30,<5
2022-09,61_to_80,5,<=_90,<5
2022-09,81_to_100,0,NA,83
2022-09,81_to_100,1,366_+,<5
2022-09,81_to_100,1,<=_180,<5
2022-09,81_to_100,1,<=_365,<5
2022-09,81_to_100,2,366_+,18
2022-09,81_to_100,2,<=_180,<5
2022-09,81_to_100,2,<=_365,71
2022-09,81_to_100,2,<=_90,<5
2022-09,81_to_100,3,<=_180,35
2022-09,81_to_100,3,<=_30,6
2022-09,81_to_100,3,<=_365,775
2022-09,81_to_100,3,<=_90,18
2022-09,81_to_100,4,<=_180,11
2022-09,81_to_100,4,<=_30,122
2022-09,81_to_100,4,<=_365,<5
2022-09,81_to_100,4,<=_90,395
2022-09,81_to_100,5,<=_30,<5
2022-10,0_to_20,0,NA,47
2022-10,0_to_20,2,366_+,5
2022-10,0_to_20,2,<=_365,5
2022-10,0_to_20,3,<=_180,<5
2022-10,0_to_20,3,<=_365,<5
2022-10,0_to_20,4,<=_180,<5
2022-10,100+,0,NA,<5
2022-10,100+,3,<=_365,12
2022-10,100+,3,<=_90,<5
2022-10,100+,4,<=_180,<5
2022-10,100+,4,<=_30,<5
2022-10,100+,4,<=_90,5
2022-10,21_to_40,0,NA,13
2022-10,21_to_40,1,<=_365,<5
2022-10,21_to_40,2,366_+,7
2022-10,21_to_40,2,<=_365,21
2022-10,21_to_40,3,<=_180,<5
2022-10,21_to_40,3,<=_365,23
2022-10,21_to_40,4,<=_180,<5
2022-10,21_to_40,4,<=_30,<5
2022-10,21_to_40,4,<=_365,<5
2022-10,21_to_40,4,<=_90,<5
2022-10,41_to_60,0,NA,40
2022-10,41_to_60,1,366_+,<5
2022-10,41_to_60,1,<=_365,<5
2022-10,41_to_60,2,366_+,12
2022-10,41_to_60,2,<=_180,<5
2022-10,41_to_60,2,<=_365,41
2022-10,41_to_60,3,<=_180,6
2022-10,41_to_60,3,<=_365,150
2022-10,41_to_60,3,<=_90,<5
2022-10,41_to_60,4,<=_180,14
2022-10,41_to_60,4,<=_30,<5
2022-10,41_to_60,4,<=_365,17
2022-10,41_to_60,4,<=_90,21
2022-10,41_to_60,5,<=_90,<5
2022-10,61_to_80,0,NA,79
2022-10,61_to_80,1,366_+,<5
2022-10,61_to_80,1,<=_365,7
2022-10,61_to_80,2,366_+,40
2022-10,61_to_80,2,<=_180,<5
2022-10,61_to_80,2,<=_365,66
2022-10,61_to_80,3,366_+,<5
2022-10,61_to_80,3,<=_180,20
2022-10,61_to_80,3,<=_365,546
2022-10,61_to_80,3,<=_90,<5
2022-10,61_to_80,4,<=_180,115
2022-10,61_to_80,4,<=_30,40
2022-10,61_to_80,4,<=_365,36
2022-10,61_to_80,4,<=_90,256
2022-10,61_to_80,5,<=_30,<5
2022-10,61_to_80,5,<=_90,<5
2022-10,81_to_100,0,NA,68
2022-10,81_to_100,1,366_+,<5
2022-10,81_to_100,1,<=_90,<5
2022-10,81_to_100,2,366_+,29
2022-10,81_to_100,2,<=_180,<5
2022-10,81_to_100,2,<=_365,48
2022-10,81_to_100,2,<=_90,<5
2022-10,81_to_100,3,<=_180,22
2022-10,81_to_100,3,<=_30,<5
2022-10,81_to_100,3,<=_365,649
2022-10,81_to_100,3,<=_90,12
2022-10,81_to_100,4,<=_180,186
2022-10,81_to_100,4,<=_30,82
2022-10,81_to_100,4,<=_365,12
2022-10,81_to_100,4,<=_90,438
2022-10,81_to_100,5,<=_30,<5
2022-10,81_to_100,5,<=_90,<5
2022-11,0_to_20,0,NA,60
2022-11,0_to_20,1,<=_365,<5
2022-11,0_to_20,2,366_+,<5
2022-11,0_to_20,2,<=_365,8
2022-11,0_to_20,3,<=_365,<5
2022-11,100+,0,NA,<5
2022-11,100+,2,366_+,<5
2022-11,100+,2,<=_365,<5
2022-11,100+,3,<=_365,7
2022-11,100+,4,<=_180,8
2022-11,100+,4,<=_90,7
2022-11,21_to_40,0,NA,17
2022-11,21_to_40,1,366_+,<5
2022-11,21_to_40,1,<=_365,<5
2022-11,21_to_40,2,366_+,15
2022-11,21_to_40,2,<=_365,18
2022-11,21_to_40,3,<=_180,<5
2022-11,21_to_40,3,<=_365,26
2022-11,21_to_40,4,<=_90,<5
2022-11,41_to_60,0,NA,35
2022-11,41_to_60,1,366_+,<5
2022-11,41_to_60,1,<=_365,<5
2022-11,41_to_60,2,366_+,35
2022-11,41_to_60,2,<=_180,<5
2022-11,41_to_60,2,<=_365,17
2022-11,41_to_60,3,<=_180,<5
2022-11,41_to_60,3,<=_365,169
2022-11,41_to_60,3,<=_90,<5
2022-11,41_to_60,4,<=_180,24
2022-11,41_to_60,4,<=_30,5
2022-11,41_to_60,4,<=_365,8
2022-11,41_to_60,4,<=_90,12
2022-11,41_to_60,5,<=_180,<5
2022-11,41_to_60,5,<=_90,<5
2022-11,61_to_80,0,NA,73
2022-11,61_to_80,1,366_+,<5
2022-11,61_to_80,1,<=_30,<5
2022-11,61_to_80,2,366_+,56
2022-11,61_to_80,2,<=_180,<5
2022-11,61_to_80,2,<=_365,25
2022-11,61_to_80,3,366_+,<5
2022-11,61_to_80,3,<=_180,16
2022-11,61_to_80,3,<=_30,<5
2022-11,61_to_80,3,<=_365,487
2022-11,61_to_80,3,<=_90,<5
2022-11,61_to_80,4,<=_180,265
2022-11,61_to_80,4,<=_30,26
2022-11,61_to_80,4,<=_365,20
2022-11,61_to_80,4,<=_90,112
2022-11,61_to_80,5,<=_180,<5
2022-11,61_to_80,5,<=_365,<5
2022-11,61_to_80,5,<=_90,18
2022-11,61_to_80,6,<=_365,<5
2022-11,81_to_100,0,NA,55
2022-11,81_to_100,1,366_+,<5
2022-11,81_to_100,2,366_+,65
2022-11,81_to_100,2,<=_365,25
2022-11,81_to_100,2,<=_90,<5
2022-11,81_to_100,3,<=_180,12
2022-11,81_to_100,3,<=_30,<5
2022-11,81_to_100,3,<=_365,450
2022-11,81_to_100,3,<=_90,5
2022-11,81_to_100,4,<=_180,459
2022-11,81_to_100,4,<=_30,51
2022-11,81_to_100,4,<=_365,14
2022-11,81_to_100,4,<=_90,250
2022-11,81_to_100,5,<=_180,<5
2022-11,81_to_100,5,<=_30,<5
2022-11,81_to_100,5,<=_365,<5
2022-11,81_to_100,5,<=_90,6
2022-12,0_to_20,0,NA,54
2022-12,0_to_20,1,<=_365,<5
2022-12,0_to_20,2,366_+,15
2022-12,0_to_20,2,<=_365,<5
2022-12,0_to_20,3,<=_365,<5
2022-12,100+,3,366_+,<5
2022-12,100+,3,<=_365,5
2022-12,100+,4,<=_180,15
2022-12,100+,4,<=_90,<5
2022-12,21_to_40,0,NA,23
2022-12,21_to_40,1,<=_365,<5
2022-12,21_to_40,2,366_+,19
2022-12,21_to_40,2,<=_365,13
2022-12,21_to_40,3,366_+,<5
2022-12,21_to_40,3,<=_180,<5
2022-12,21_to_40,3,<=_365,29
2022-12,21_to_40,3,<=_90,<5
2022-12,21_to_40,4,<=_180,<5
2022-12,21_to_40,4,<=_90,<5
2022-12,41_to_60,0,NA,43
2022-12,41_to_60,1,366_+,<5
2022-12,41_to_60,1,<=_365,<5
2022-12,41_to_60,2,366_+,53
2022-12,41_to_60,2,<=_365,25
2022-12,41_to_60,3,366_+,<5
2022-12,41_to_60,3,<=_180,6
2022-12,41_to_60,3,<=_365,132
2022-12,41_to_60,4,<=_180,34
2022-12,41_to_60,4,<=_30,<5
2022-12,41_to_60,4,<=_365,14
2022-12,41_to_60,4,<=_90,9
2022-12,41_to_60,5,<=_180,<5
2022-12,41_to_60,5,<=_90,<5
2022-12,61_to_80,0,NA,88
2022-12,61_to_80,1,366_+,9
2022-12,61_to_80,1,<=_365,<5
2022-12,61_to_80,2,366_+,81
2022-12,61_to_80,2,<=_365,19
2022-12,61_to_80,2,<=_90,<5
2022-12,61_to_80,3,366_+,31
2022-12,61_to_80,3,<=_180,11
2022-12,61_to_80,3,<=_30,<5
2022-12,61_to_80,3,<=_365,391
2022-12,61_to_80,3,<=_90,<5
2022-12,61_to_80,4,<=_180,376
2022-12,61_to_80,4,<=_30,12
2022-12,61_to_80,4,<=_365,44
2022-12,61_to_80,4,<=_90,74
2022-12,61_to_80,5,<=_180,8
2022-12,61_to_80,5,<=_30,<5
2022-12,61_to_80,5,<=_90,15
2022-12,81_to_100,0,NA,68
2022-12,81_to_100,1,366_+,<5
2022-12,81_to_100,1,<=_180,<5
2022-12,81_to_100,1,<=_30,<5
2022-12,81_to_100,1,<=_365,<5
2022-12,81_to_100,1,<=_90,<5
2022-12,81_to_100,2,366_+,71
2022-12,81_to_100,2,<=_180,<5
2022-12,81_to_100,2,<=_365,18
2022-12,81_to_100,2,<=_90,<5
2022-12,81_to_100,3,366_+,28
2022-12,81_to_100,3,<=_180,22
2022-12,81_to_100,3,<=_30,<5
2022-12,81_to_100,3,<=_365,407
2022-12,81_to_100,3,<=_90,5
2022-12,81_to_100,4,<=_180,639
2022-12,81_to_100,4,<=_30,34
2022-12,81_to_100,4,<=_365,27
2022-12,81_to_100,4,<=_90,168
2022-12,81_to_100,5,<=_180,<5
2022-12,81_to_100,5,<=_30,<5
2022-12,81_to_100,5,<=_365,<5
2022-12,81_to_100,5,<=_90,<5
2023-01,0_to_20,0,NA,19
2023-01,0_to_20,1,<=_365,<5
2023-01,0_to_20,2,366_+,12
2023-01,0_to_20,2,<=_365,<5
2023-01,0_to_20,3,<=_180,<5
2023-01,0_to_20,3,<=_365,6
2023-01,0_to_20,4,<=_180,<5
2023-01,100+,0,NA,<5
2023-01,100+,2,366_+,<5
2023-01,100+,3,<=_365,<5
2023-01,100+,4,<=_180,8
2023-01,100+,4,<=_365,<5
2023-01,21_to_40,0,NA,16
2023-01,21_to_40,1,366_+,<5
2023-01,21_to_40,1,<=_365,<5
2023-01,21_to_40,2,366_+,30
2023-01,21_to_40,2,<=_365,<5
2023-01,21_to_40,3,366_+,<5
2023-01,21_to_40,3,<=_180,<5
2023-01,21_to_40,3,<=_365,21
2023-01,21_to_40,4,<=_180,<5
2023-01,41_to_60,0,NA,39
2023-01,41_to_60,1,366_+,<5
2023-01,41_to_60,1,<=_365,<5
2023-01,41_to_60,2,366_+,74
2023-01,41_to_60,2,<=_365,10
2023-01,41_to_60,3,366_+,27
2023-01,41_to_60,3,<=_180,<5
2023-01,41_to_60,3,<=_365,127
2023-01,41_to_60,4,<=_180,26
2023-01,41_to_60,4,<=_30,<5
2023-01,41_to_60,4,<=_365,15
2023-01,41_to_60,4,<=_90,12
2023-01,61_to_80,0,NA,63
2023-01,61_to_80,1,366_+,9
2023-01,61_to_80,1,<=_180,<5
2023-01,61_to_80,1,<=_365,<5
2023-01,61_to_80,2,366_+,91
2023-01,61_to_80,2,<=_365,8
2023-01,61_to_80,3,366_+,113
2023-01,61_to_80,3,<=_180,11
2023-01,61_to_80,3,<=_365,314
2023-01,61_to_80,3,<=_90,<5
2023-01,61_to_80,4,<=_180,274
2023-01,61_to_80,4,<=_30,5
2023-01,61_to_80,4,<=_365,159
2023-01,61_to_80,4,<=_90,66
2023-01,61_to_80,5,<=_180,13
2023-01,61_to_80,5,<=_90,5
2023-01,81_to_100,0,NA,68
2023-01,81_to_100,1,366_+,5
2023-01,81_to_100,1,<=_180,<5
2023-01,81_to_100,1,<=_365,<5
2023-01,81_to_100,2,366_+,68
2023-01,81_to_100,2,<=_180,<5
2023-01,81_to_100,2,<=_365,<5
2023-01,81_to_100,3,366_+,135
2023-01,81_to_100,3,<=_180,9
2023-01,81_to_100,3,<=_30,<5
2023-01,81_to_100,3,<=_365,310
2023-01,81_to_100,3,<=_90,<5
2023-01,81_to_100,4,<=_180,518
2023-01,81_to_100,4,<=_30,10
2023-01,81_to_100,4,<=_365,209
2023-01,81_to_100,4,<=_90,116
2023-01,81_to_100,5,<=_180,5
2023-01,81_to_100,5,<=_90,<5
2023-02,0_to_20,0,NA,14
2023-02,0_to_20,2,366_+,5
2023-02,0_to_20,2,<=_365,<5
2023-02,0_to_20,3,<=_365,<5
2023-02,100+,0,NA,<5
2023-02,100+,1,366_+,<5
2023-02,100+,2,366_+,<5
2023-02,100+,3,366_+,<5
2023-02,100+,4,<=_180,7
2023-02,100+,4,<=_365,5
2023-02,100+,4,<=_90,<5
2023-02,21_to_40,0,NA,14
2023-02,21_to_40,1,366_+,<5
2023-02,21_to_40,1,<=_365,<5
2023-02,21_to_40,2,366_+,26
2023-02,21_to_40,3,366_+,18
2023-02,21_to_40,3,<=_180,<5
2023-02,21_to_40,3,<=_365,6
2023-02,21_to_40,4,<=_180,<5
2023-02,21_to_40,4,<=_365,<5
2023-02,21_to_40,4,<=_90,<5
2023-02,41_to_60,0,NA,35
2023-02,41_to_60,1,366_+,7
2023-02,41_to_60,2,366_+,67
2023-02,41_to_60,2,<=_365,<5
2023-02,41_to_60,3,366_+,72
2023-02,41_to_60,3,<=_365,57
2023-02,41_to_60,4,<=_180,16
2023-02,41_to_60,4,<=_365,30
2023-02,41_to_60,4,<=_90,<5
2023-02,41_to_60,5,<=_180,6
2023-02,41_to_60,5,<=_365,<5
2023-02,41_to_60,5,<=_90,<5
2023-02,41_to_60,6,<=_180,<5
2023-02,61_to_80,0,NA,67
2023-02,61_to_80,1,366_+,<5
2023-02,61_to_80,1,<=_180,<5
2023-02,61_to_80,1,<=_365,<5
2023-02,61_to_80,2,366_+,68
2023-02,61_to_80,2,<=_365,<5
2023-02,61_to_80,3,366_+,244
2023-02,61_to_80,3,<=_180,8
2023-02,61_to_80,3,<=_30,<5
2023-02,61_to_80,3,<=_365,98
2023-02,61_to_80,3,<=_90,<5
2023-02,61_to_80,4,366_+,<5
2023-02,61_to_80,4,<=_180,144
2023-02,61_to_80,4,<=_30,<5
2023-02,61_to_80,4,<=_365,289
2023-02,61_to_80,4,<=_90,32
2023-02,61_to_80,5,<=_180,12
2023-02,61_to_80,5,<=_90,<5
2023-02,61_to_80,6,<=_90,<5
2023-02,81_to_100,0,NA,39
2023-02,81_to_100,1,366_+,7
2023-02,81_to_100,2,366_+,55
2023-02,81_to_100,2,<=_180,<5
2023-02,81_to_100,2,<=_365,5
2023-02,81_to_100,3,366_+,258
2023-02,81_to_100,3,<=_180,6
2023-02,81_to_100,3,<=_365,89
2023-02,81_to_100,3,<=_90,<5
2023-02,81_to_100,4,366_+,<5
2023-02,81_to_100,4,<=_180,308
2023-02,81_to_100,4,<=_30,5
2023-02,81_to_100,4,<=_365,412
2023-02,81_to_100,4,<=_90,54
2023-02,81_to_100,5,<=_180,8
2023-02,81_to_100,5,<=_365,<5
2023-02,81_to_100,5,<=_90,<5
2023-03,0_to_20,0,NA,13
2023-03,0_to_20,2,366_+,12
2023-03,0_to_20,3,366_+,<5
2023-03,0_to_20,3,<=_365,<5
2023-03,100+,0,NA,<5
2023-03,100+,3,366_+,<5
2023-03,100+,4,<=_180,6
2023-03,100+,4,<=_30,<5
2023-03,100+,4,<=_365,6
2023-03,21_to_40,0,NA,19
2023-03,21_to_40,1,366_+,<5
2023-03,21_to_40,2,366_+,32
2023-03,21_to_40,2,<=_365,<5
2023-03,21_to_40,3,366_+,27
2023-03,21_to_40,3,<=_365,<5
2023-03,21_to_40,4,<=_180,<5
2023-03,21_to_40,4,<=_365,<5
2023-03,21_to_40,5,<=_365,<5
2023-03,41_to_60,0,NA,28
2023-03,41_to_60,1,366_+,<5
2023-03,41_to_60,2,366_+,71
2023-03,41_to_60,2,<=_365,<5
2023-03,41_to_60,3,366_+,128
2023-03,41_to_60,3,<=_365,17
2023-03,41_to_60,4,366_+,<5
2023-03,41_to_60,4,<=_180,12
2023-03,41_to_60,4,<=_30,<5
2023-03,41_to_60,4,<=_365,26
2023-03,41_to_60,4,<=_90,<5
2023-03,41_to_60,5,<=_180,<5
2023-03,41_to_60,5,<=_30,<5
2023-03,41_to_60,5,<=_365,<5
2023-03,61_to_80,0,NA,71
2023-03,61_to_80,1,366_+,9
2023-03,61_to_80,2,366_+,102
2023-03,61_to_80,2,<=_180,<5
2023-03,61_to_80,2,<=_365,<5
2023-03,61_to_80,3,366_+,378
2023-03,61_to_80,3,<=_180,<5
2023-03,61_to_80,3,<=_365,32
2023-03,61_to_80,4,366_+,13
2023-03,61_to_80,4,<=_180,88
2023-03,61_to_80,4,<=_30,<5
2023-03,61_to_80,4,<=_365,393
2023-03,61_to_80,4,<=_90,16
2023-03,61_to_80,5,<=_180,12
2023-03,61_to_80,5,<=_365,7
2023-03,61_to_80,5,<=_90,<5
2023-03,61_to_80,7,<=_90,<5
2023-03,81_to_100,0,NA,61
2023-03,81_to_100,1,366_+,<5
2023-03,81_to_100,1,<=_30,<5
2023-03,81_to_100,1,<=_365,<5
2023-03,81_to_100,2,366_+,59
2023-03,81_to_100,2,<=_180,<5
2023-03,81_to_100,2,<=_365,<5
2023-03,81_to_100,3,366_+,364
2023-03,81_to_100,3,<=_180,13
2023-03,81_to_100,3,<=_30,<5
2023-03,81_to_100,3,<=_365,38
2023-03,81_to_100,3,<=_90,<5
2023-03,81_to_100,4,366_+,<5
2023-03,81_to_100,4,<=_180,183
2023-03,81_to_100,4,<=_30,<5
2023-03,81_to_100,4,<=_365,633
2023-03,81_to_100,4,<=_90,27
2023-03,81_to_100,5,<=_180,7
2023-03,81_to_100,5,<=_365,<5
2023-04,0_to_20,0,NA,8
