age,date,year,week,dead
16,2024-08-03,2024,31,34
16,2024-08-10,2024,32,29
16,2024-08-17,2024,33,28
16,2024-08-24,2024,34,40
16,2024-08-31,2024,35,32
16,2024-09-07,2024,36,23
16,2024-09-14,2024,37,33
16,2024-09-21,2024,38,19
16,2024-09-28,2024,39,21
17,2018-01-06,2018,1,31
17,2018-01-13,2018,2,45
17,2018-01-20,2018,3,36
17,2018-01-27,2018,4,32
17,2018-02-03,2018,5,46
17,2018-02-10,2018,6,37
17,2018-02-17,2018,7,51
17,2018-02-24,2018,8,34
17,2018-03-03,2018,9,33
17,2018-03-10,2018,10,49
17,2018-03-17,2018,11,33
17,2018-03-24,2018,12,44
17,2018-03-31,2018,13,33
17,2018-04-07,2018,14,33
17,2018-04-14,2018,15,39
17,2018-04-21,2018,16,33
17,2018-04-28,2018,17,35
17,2018-05-05,2018,18,42
17,2018-05-12,2018,19,47
17,2018-05-19,2018,20,52
17,2018-05-26,2018,21,33
17,2018-06-02,2018,22,41
17,2018-06-09,2018,23,44
17,2018-06-16,2018,24,52
17,2018-06-23,2018,25,48
17,2018-06-30,2018,26,38
17,2018-07-07,2018,27,50
17,2018-07-14,2018,28,38
17,2018-07-21,2018,29,36
17,2018-07-28,2018,30,37
17,2018-08-04,2018,31,42
17,2018-08-11,2018,32,37
17,2018-08-18,2018,33,31
17,2018-08-25,2018,34,34
17,2018-09-01,2018,35,39
17,2018-09-08,2018,36,32
17,2018-09-15,2018,37,44
17,2018-09-22,2018,38,39
17,2018-09-29,2018,39,49
17,2018-10-06,2018,40,26
17,2018-10-13,2018,41,33
17,2018-10-20,2018,42,33
17,2018-10-27,2018,43,48
17,2018-11-03,2018,44,38
17,2018-11-10,2018,45,42
17,2018-11-17,2018,46,32
17,2018-11-24,2018,47,26
17,2018-12-01,2018,48,41
17,2018-12-08,2018,49,38
17,2018-12-15,2018,50,41
17,2018-12-22,2018,51,40
17,2018-12-29,2018,52,35
17,2019-01-05,2019,1,26
17,2019-01-12,2019,2,37
17,2019-01-19,2019,3,37
17,2019-01-26,2019,4,36
17,2019-02-02,2019,5,32
17,2019-02-09,2019,6,33
17,2019-02-16,2019,7,41
17,2019-02-23,2019,8,27
17,2019-03-02,2019,9,42
17,2019-03-09,2019,10,27
17,2019-03-16,2019,11,39
17,2019-03-23,2019,12,34
17,2019-03-30,2019,13,37
17,2019-04-06,2019,14,30
17,2019-04-13,2019,15,41
17,2019-04-20,2019,16,28
17,2019-04-27,2019,17,36
17,2019-05-04,2019,18,33
17,2019-05-11,2019,19,32
17,2019-05-18,2019,20,31
17,2019-05-25,2019,21,35
17,2019-06-01,2019,22,37
17,2019-06-08,2019,23,41
17,2019-06-15,2019,24,37
17,2019-06-22,2019,25,40
17,2019-06-29,2019,26,37
17,2019-07-06,2019,27,44
17,2019-07-13,2019,28,33
17,2019-07-20,2019,29,41
17,2019-07-27,2019,30,38
17,2019-08-03,2019,31,31
17,2019-08-10,2019,32,31
17,2019-08-17,2019,33,33
17,2019-08-24,2019,34,38
17,2019-08-31,2019,35,37
17,2019-09-07,2019,36,46
17,2019-09-14,2019,37,36
17,2019-09-21,2019,38,43
17,2019-09-28,2019,39,34
17,2019-10-05,2019,40,43
17,2019-10-12,2019,41,47
17,2019-10-19,2019,42,42
17,2019-10-26,2019,43,39
17,2019-11-02,2019,44,38
17,2019-11-09,2019,45,41
17,2019-11-16,2019,46,48
17,2019-11-23,2019,47,37
17,2019-11-30,2019,48,34
17,2019-12-07,2019,49,38
17,2019-12-14,2019,50,24
17,2019-12-21,2019,51,31
17,2019-12-28,2019,52,29
17,2020-01-04,2020,1,38
17,2020-01-11,2020,2,30
17,2020-01-18,2020,3,43
17,2020-01-25,2020,4,36
17,2020-02-01,2020,5,40
17,2020-02-08,2020,6,45
17,2020-02-15,2020,7,34
17,2020-02-22,2020,8,40
17,2020-02-29,2020,9,30
17,2020-03-07,2020,10,30
17,2020-03-14,2020,11,38
17,2020-03-21,2020,12,35
17,2020-03-28,2020,13,33
17,2020-04-04,2020,14,36
17,2020-04-11,2020,15,43
17,2020-04-18,2020,16,30
17,2020-04-25,2020,17,36
17,2020-05-02,2020,18,35
17,2020-05-09,2020,19,47
17,2020-05-16,2020,20,48
17,2020-05-23,2020,21,53
17,2020-05-30,2020,22,42
17,2020-06-06,2020,23,44
17,2020-06-13,2020,24,47
17,2020-06-20,2020,25,43
17,2020-06-27,2020,26,51
17,2020-07-04,2020,27,55
17,2020-07-11,2020,28,47
17,2020-07-18,2020,29,54
17,2020-07-25,2020,30,49
17,2020-08-01,2020,31,60
17,2020-08-08,2020,32,56
17,2020-08-15,2020,33,39
17,2020-08-22,2020,34,45
17,2020-08-29,2020,35,44
17,2020-09-05,2020,36,45
17,2020-09-12,2020,37,39
17,2020-09-19,2020,38,49
17,2020-09-26,2020,39,51
17,2020-10-03,2020,40,47
17,2020-10-10,2020,41,45
17,2020-10-17,2020,42,41
17,2020-10-24,2020,43,39
17,2020-10-31,2020,44,47
17,2020-11-07,2020,45,41
17,2020-11-14,2020,46,48
17,2020-11-21,2020,47,44
17,2020-11-28,2020,48,41
17,2020-12-05,2020,49,37
17,2020-12-12,2020,50,29
17,2020-12-19,2020,51,54
17,2020-12-26,2020,52,36
17,2021-01-02,2020,53,40
17,2021-01-09,2021,1,48
17,2021-01-16,2021,2,43
17,2021-01-23,2021,3,40
17,2021-01-30,2021,4,58
17,2021-02-06,2021,5,55
17,2021-02-13,2021,6,38
17,2021-02-20,2021,7,47
17,2021-02-27,2021,8,34
17,2021-03-06,2021,9,42
17,2021-03-13,2021,10,56
17,2021-03-20,2021,11,38
17,2021-03-27,2021,12,47
17,2021-04-03,2021,13,44
17,2021-04-10,2021,14,60
17,2021-04-17,2021,15,51
17,2021-04-24,2021,16,59
17,2021-05-01,2021,17,46
17,2021-05-08,2021,18,42
17,2021-05-15,2021,19,54
17,2021-05-22,2021,20,51
17,2021-05-29,2021,21,59
17,2021-06-05,2021,22,59
17,2021-06-12,2021,23,53
17,2021-06-19,2021,24,56
17,2021-06-26,2021,25,56
17,2021-07-03,2021,26,53
17,2021-07-10,2021,27,53
17,2021-07-17,2021,28,45
17,2021-07-24,2021,29,58
17,2021-07-31,2021,30,59
17,2021-08-07,2021,31,32
17,2021-08-14,2021,32,39
17,2021-08-21,2021,33,62
17,2021-08-28,2021,34,59
17,2021-09-04,2021,35,46
17,2021-09-11,2021,36,62
17,2021-09-18,2021,37,45
17,2021-09-25,2021,38,55
17,2021-10-02,2021,39,66
17,2021-10-09,2021,40,66
17,2021-10-16,2021,41,36
17,2021-10-23,2021,42,59
17,2021-10-30,2021,43,57
17,2021-11-06,2021,44,56
17,2021-11-13,2021,45,44
17,2021-11-20,2021,46,45
17,2021-11-27,2021,47,33
17,2021-12-04,2021,48,46
17,2021-12-11,2021,49,48
17,2021-12-18,2021,50,49
17,2021-12-25,2021,51,33
17,2022-01-01,2021,52,51
17,2022-01-08,2022,1,45
17,2022-01-15,2022,2,49
17,2022-01-22,2022,3,45
17,2022-01-29,2022,4,46
17,2022-02-05,2022,5,41
17,2022-02-12,2022,6,46
17,2022-02-19,2022,7,45
17,2022-02-26,2022,8,30
17,2022-03-05,2022,9,47
17,2022-03-12,2022,10,49
17,2022-03-19,2022,11,47
17,2022-03-26,2022,12,46
17,2022-04-02,2022,13,44
17,2022-04-09,2022,14,35
17,2022-04-16,2022,15,48
17,2022-04-23,2022,16,51
17,2022-04-30,2022,17,62
17,2022-05-07,2022,18,44
17,2022-05-14,2022,19,43
17,2022-05-21,2022,20,44
17,2022-05-28,2022,21,53
17,2022-06-04,2022,22,50
17,2022-06-11,2022,23,56
17,2022-06-18,2022,24,46
17,2022-06-25,2022,25,56
17,2022-07-02,2022,26,55
17,2022-07-09,2022,27,55
17,2022-07-16,2022,28,47
17,2022-07-23,2022,29,46
17,2022-07-30,2022,30,42
17,2022-08-06,2022,31,64
17,2022-08-13,2022,32,63
17,2022-08-20,2022,33,44
17,2022-08-27,2022,34,45
17,2022-09-03,2022,35,46
17,2022-09-10,2022,36,37
17,2022-09-17,2022,37,61
17,2022-09-24,2022,38,53
17,2022-10-01,2022,39,55
17,2022-10-08,2022,40,55
17,2022-10-15,2022,41,49
17,2022-10-22,2022,42,46
17,2022-10-29,2022,43,62
17,2022-11-05,2022,44,59
17,2022-11-12,2022,45,53
17,2022-11-19,2022,46,48
17,2022-11-26,2022,47,43
17,2022-12-03,2022,48,60
17,2022-12-10,2022,49,37
17,2022-12-17,2022,50,47
17,2022-12-24,2022,51,51
17,2022-12-31,2022,52,47
17,2023-01-07,2023,1,52
17,2023-01-14,2023,2,58
17,2023-01-21,2023,3,42
17,2023-01-28,2023,4,44
17,2023-02-04,2023,5,50
17,2023-02-11,2023,6,60
17,2023-02-18,2023,7,43
17,2023-02-25,2023,8,48
17,2023-03-04,2023,9,43
17,2023-03-11,2023,10,50
17,2023-03-18,2023,11,40
17,2023-03-25,2023,12,39
17,2023-04-01,2023,13,49
17,2023-04-08,2023,14,40
17,2023-04-15,2023,15,54
17,2023-04-22,2023,16,55
17,2023-04-29,2023,17,30
17,2023-05-06,2023,18,45
17,2023-05-13,2023,19,43
17,2023-05-20,2023,20,53
17,2023-05-27,2023,21,52
17,2023-06-03,2023,22,51
17,2023-06-10,2023,23,55
17,2023-06-17,2023,24,48
17,2023-06-24,2023,25,53
17,2023-07-01,2023,26,52
17,2023-07-08,2023,27,53
17,2023-07-15,2023,28,41
17,2023-07-22,2023,29,48
17,2023-07-29,2023,30,55
17,2023-08-05,2023,31,37
17,2023-08-12,2023,32,50
17,2023-08-19,2023,33,56
17,2023-08-26,2023,34,49
17,2023-09-02,2023,35,53
17,2023-09-09,2023,36,46
17,2023-09-16,2023,37,46
17,2023-09-23,2023,38,55
17,2023-09-30,2023,39,47
17,2023-10-07,2023,40,52
17,2023-10-14,2023,41,55
17,2023-10-21,2023,42,46
17,2023-10-28,2023,43,55
17,2023-11-04,2023,44,40
17,2023-11-11,2023,45,45
17,2023-11-18,2023,46,49
17,2023-11-25,2023,47,47
17,2023-12-02,2023,48,39
17,2023-12-09,2023,49,39
17,2023-12-16,2023,50,45
17,2023-12-23,2023,51,44
17,2023-12-30,2023,52,51
17,2024-01-06,2024,1,46
17,2024-01-13,2024,2,42
17,2024-01-20,2024,3,46
17,2024-01-27,2024,4,43
17,2024-02-03,2024,5,49
17,2024-02-10,2024,6,34
17,2024-02-17,2024,7,43
17,2024-02-24,2024,8,38
17,2024-03-02,2024,9,50
17,2024-03-09,2024,10,48
17,2024-03-16,2024,11,44
17,2024-03-23,2024,12,51
17,2024-03-30,2024,13,40
17,2024-04-06,2024,14,38
17,2024-04-13,2024,15,49
17,2024-04-20,2024,16,41
17,2024-04-27,2024,17,35
17,2024-05-04,2024,18,31
17,2024-05-11,2024,19,34
17,2024-05-18,2024,20,50
17,2024-05-25,2024,21,41
17,2024-06-01,2024,22,42
17,2024-06-08,2024,23,54
17,2024-06-15,2024,24,36
17,2024-06-22,2024,25,45
17,2024-06-29,2024,26,44
17,2024-07-06,2024,27,60
17,2024-07-13,2024,28,47
17,2024-07-20,2024,29,42
17,2024-07-27,2024,30,53
17,2024-08-03,2024,31,57
17,2024-08-10,2024,32,48
17,2024-08-17,2024,33,52
17,2024-08-24,2024,34,39
17,2024-08-31,2024,35,39
17,2024-09-07,2024,36,43
17,2024-09-14,2024,37,33
17,2024-09-21,2024,38,30
17,2024-09-28,2024,39,30
17,2024-10-05,2024,40,11
17,2024-10-12,2024,41,10
18,2018-01-06,2018,1,39
18,2018-01-13,2018,2,54
18,2018-01-20,2018,3,58
18,2018-01-27,2018,4,49
18,2018-02-03,2018,5,57
18,2018-02-10,2018,6,45
18,2018-02-17,2018,7,44
18,2018-02-24,2018,8,52
18,2018-03-03,2018,9,50
18,2018-03-10,2018,10,55
18,2018-03-17,2018,11,46
18,2018-03-24,2018,12,51
18,2018-03-31,2018,13,45
18,2018-04-07,2018,14,46
18,2018-04-14,2018,15,58
18,2018-04-21,2018,16,43
18,2018-04-28,2018,17,51
18,2018-05-05,2018,18,46
18,2018-05-12,2018,19,64
18,2018-05-19,2018,20,57
18,2018-05-26,2018,21,55
18,2018-06-02,2018,22,48
18,2018-06-09,2018,23,54
18,2018-06-16,2018,24,59
18,2018-06-23,2018,25,48
18,2018-06-30,2018,26,52
18,2018-07-07,2018,27,46
18,2018-07-14,2018,28,56
18,2018-07-21,2018,29,46
18,2018-07-28,2018,30,75
18,2018-08-04,2018,31,65
18,2018-08-11,2018,32,50
18,2018-08-18,2018,33,39
18,2018-08-25,2018,34,49
18,2018-09-01,2018,35,47
18,2018-09-08,2018,36,63
18,2018-09-15,2018,37,53
18,2018-09-22,2018,38,45
18,2018-09-29,2018,39,54
18,2018-10-06,2018,40,62
18,2018-10-13,2018,41,50
18,2018-10-20,2018,42,59
18,2018-10-27,2018,43,61
18,2018-11-03,2018,44,52
18,2018-11-10,2018,45,53
18,2018-11-17,2018,46,51
18,2018-11-24,2018,47,45
18,2018-12-01,2018,48,56
18,2018-12-08,2018,49,41
18,2018-12-15,2018,50,54
18,2018-12-22,2018,51,43
18,2018-12-29,2018,52,45
18,2019-01-05,2019,1,55
18,2019-01-12,2019,2,47
18,2019-01-19,2019,3,46
18,2019-01-26,2019,4,39
18,2019-02-02,2019,5,41
18,2019-02-09,2019,6,45
18,2019-02-16,2019,7,44
18,2019-02-23,2019,8,51
18,2019-03-02,2019,9,46
18,2019-03-09,2019,10,45
18,2019-03-16,2019,11,45
18,2019-03-23,2019,12,52
18,2019-03-30,2019,13,45
18,2019-04-06,2019,14,46
18,2019-04-13,2019,15,32
18,2019-04-20,2019,16,68
18,2019-04-27,2019,17,46
18,2019-05-04,2019,18,48
18,2019-05-11,2019,19,66
18,2019-05-18,2019,20,60
18,2019-05-25,2019,21,46
18,2019-06-01,2019,22,71
18,2019-06-08,2019,23,44
18,2019-06-15,2019,24,55
18,2019-06-22,2019,25,50
18,2019-06-29,2019,26,62
18,2019-07-06,2019,27,56
18,2019-07-13,2019,28,60
18,2019-07-20,2019,29,67
18,2019-07-27,2019,30,60
18,2019-08-03,2019,31,55
18,2019-08-10,2019,32,40
18,2019-08-17,2019,33,47
18,2019-08-24,2019,34,66
18,2019-08-31,2019,35,48
18,2019-09-07,2019,36,60
18,2019-09-14,2019,37,55
18,2019-09-21,2019,38,53
18,2019-09-28,2019,39,55
18,2019-10-05,2019,40,58
18,2019-10-12,2019,41,49
18,2019-10-19,2019,42,55
18,2019-10-26,2019,43,67
18,2019-11-02,2019,44,45
18,2019-11-09,2019,45,44
18,2019-11-16,2019,46,59
18,2019-11-23,2019,47,48
18,2019-11-30,2019,48,61
18,2019-12-07,2019,49,56
18,2019-12-14,2019,50,60
18,2019-12-21,2019,51,49
18,2019-12-28,2019,52,66
18,2020-01-04,2020,1,53
18,2020-01-11,2020,2,57
18,2020-01-18,2020,3,58
18,2020-01-25,2020,4,44
18,2020-02-01,2020,5,53
18,2020-02-08,2020,6,57
18,2020-02-15,2020,7,55
18,2020-02-22,2020,8,61
18,2020-02-29,2020,9,51
18,2020-03-07,2020,10,48
18,2020-03-14,2020,11,52
18,2020-03-21,2020,12,52
18,2020-03-28,2020,13,47
18,2020-04-04,2020,14,46
18,2020-04-11,2020,15,64
18,2020-04-18,2020,16,48
18,2020-04-25,2020,17,58
18,2020-05-02,2020,18,55
18,2020-05-09,2020,19,67
18,2020-05-16,2020,20,43
18,2020-05-23,2020,21,53
18,2020-05-30,2020,22,60
18,2020-06-06,2020,23,70
18,2020-06-13,2020,24,77
18,2020-06-20,2020,25,62
18,2020-06-27,2020,26,73
18,2020-07-04,2020,27,76
18,2020-07-11,2020,28,79
18,2020-07-18,2020,29,62
18,2020-07-25,2020,30,54
18,2020-08-01,2020,31,63
18,2020-08-08,2020,32,56
18,2020-08-15,2020,33,68
18,2020-08-22,2020,34,55
18,2020-08-29,2020,35,64
18,2020-09-05,2020,36,62
18,2020-09-12,2020,37,68
18,2020-09-19,2020,38,66
18,2020-09-26,2020,39,58
18,2020-10-03,2020,40,69
18,2020-10-10,2020,41,57
18,2020-10-17,2020,42,55
18,2020-10-24,2020,43,69
18,2020-10-31,2020,44,64
18,2020-11-07,2020,45,63
18,2020-11-14,2020,46,70
18,2020-11-21,2020,47,60
18,2020-11-28,2020,48,61
18,2020-12-05,2020,49,67
18,2020-12-12,2020,50,62
18,2020-12-19,2020,51,65
18,2020-12-26,2020,52,63
18,2021-01-02,2020,53,75
18,2021-01-09,2021,1,49
18,2021-01-16,2021,2,50
18,2021-01-23,2021,3,57
18,2021-01-30,2021,4,73
18,2021-02-06,2021,5,66
18,2021-02-13,2021,6,52
18,2021-02-20,2021,7,65
18,2021-02-27,2021,8,59
18,2021-03-06,2021,9,64
18,2021-03-13,2021,10,55
18,2021-03-20,2021,11,61
18,2021-03-27,2021,12,66
18,2021-04-03,2021,13,58
18,2021-04-10,2021,14,72
18,2021-04-17,2021,15,55
18,2021-04-24,2021,16,73
18,2021-05-01,2021,17,70
18,2021-05-08,2021,18,67
18,2021-05-15,2021,19,65
18,2021-05-22,2021,20,78
18,2021-05-29,2021,21,56
18,2021-06-05,2021,22,88
18,2021-06-12,2021,23,88
18,2021-06-19,2021,24,92
18,2021-06-26,2021,25,66
18,2021-07-03,2021,26,74
18,2021-07-10,2021,27,78
18,2021-07-17,2021,28,66
18,2021-07-24,2021,29,65
18,2021-07-31,2021,30,63
18,2021-08-07,2021,31,68
18,2021-08-14,2021,32,69
18,2021-08-21,2021,33,63
18,2021-08-28,2021,34,68
18,2021-09-04,2021,35,59
18,2021-09-11,2021,36,65
18,2021-09-18,2021,37,68
18,2021-09-25,2021,38,79
18,2021-10-02,2021,39,56
18,2021-10-09,2021,40,53
18,2021-10-16,2021,41,70
18,2021-10-23,2021,42,74
18,2021-10-30,2021,43,76
18,2021-11-06,2021,44,68
18,2021-11-13,2021,45,65
18,2021-11-20,2021,46,68
18,2021-11-27,2021,47,68
18,2021-12-04,2021,48,75
18,2021-12-11,2021,49,64
18,2021-12-18,2021,50,63
18,2021-12-25,2021,51,61
18,2022-01-01,2021,52,72
18,2022-01-08,2022,1,50
18,2022-01-15,2022,2,50
18,2022-01-22,2022,3,56
18,2022-01-29,2022,4,56
18,2022-02-05,2022,5,61
18,2022-02-12,2022,6,54
18,2022-02-19,2022,7,66
18,2022-02-26,2022,8,68
18,2022-03-05,2022,9,59
18,2022-03-12,2022,10,61
18,2022-03-19,2022,11,55
18,2022-03-26,2022,12,78
18,2022-04-02,2022,13,53
18,2022-04-09,2022,14,68
18,2022-04-16,2022,15,43
18,2022-04-23,2022,16,56
18,2022-04-30,2022,17,57
18,2022-05-07,2022,18,60
18,2022-05-14,2022,19,66
18,2022-05-21,2022,20,64
18,2022-05-28,2022,21,65
18,2022-06-04,2022,22,65
18,2022-06-11,2022,23,54
18,2022-06-18,2022,24,63
18,2022-06-25,2022,25,80
18,2022-07-02,2022,26,68
18,2022-07-09,2022,27,72
18,2022-07-16,2022,28,54
18,2022-07-23,2022,29,65
18,2022-07-30,2022,30,55
18,2022-08-06,2022,31,57
18,2022-08-13,2022,32,81
18,2022-08-20,2022,33,65
18,2022-08-27,2022,34,55
18,2022-09-03,2022,35,65
18,2022-09-10,2022,36,59
18,2022-09-17,2022,37,58
18,2022-09-24,2022,38,64
18,2022-10-01,2022,39,68
18,2022-10-08,2022,40,62
18,2022-10-15,2022,41,68
18,2022-10-22,2022,42,59
18,2022-10-29,2022,43,72
18,2022-11-05,2022,44,66
18,2022-11-12,2022,45,65
18,2022-11-19,2022,46,67
18,2022-11-26,2022,47,72
18,2022-12-03,2022,48,57
18,2022-12-10,2022,49,76
18,2022-12-17,2022,50,55
18,2022-12-24,2022,51,53
18,2022-12-31,2022,52,49
18,2023-01-07,2023,1,67
18,2023-01-14,2023,2,61
18,2023-01-21,2023,3,72
18,2023-01-28,2023,4,61
18,2023-02-04,2023,5,58
18,2023-02-11,2023,6,47
18,2023-02-18,2023,7,54
18,2023-02-25,2023,8,50
18,2023-03-04,2023,9,65
18,2023-03-11,2023,10,55
18,2023-03-18,2023,11,63
18,2023-03-25,2023,12,56
18,2023-04-01,2023,13,42
18,2023-04-08,2023,14,73
18,2023-04-15,2023,15,75
18,2023-04-22,2023,16,63
18,2023-04-29,2023,17,66
18,2023-05-06,2023,18,70
18,2023-05-13,2023,19,64
18,2023-05-20,2023,20,58
18,2023-05-27,2023,21,64
18,2023-06-03,2023,22,73
18,2023-06-10,2023,23,70
18,2023-06-17,2023,24,68
18,2023-06-24,2023,25,78
18,2023-07-01,2023,26,78
18,2023-07-08,2023,27,66
18,2023-07-15,2023,28,74
18,2023-07-22,2023,29,51
18,2023-07-29,2023,30,44
18,2023-08-05,2023,31,69
18,2023-08-12,2023,32,61
18,2023-08-19,2023,33,54
18,2023-08-26,2023,34,67
18,2023-09-02,2023,35,57
18,2023-09-09,2023,36,70
18,2023-09-16,2023,37,56
18,2023-09-23,2023,38,43
18,2023-09-30,2023,39,51
18,2023-10-07,2023,40,54
18,2023-10-14,2023,41,54
18,2023-10-21,2023,42,73
18,2023-10-28,2023,43,61
18,2023-11-04,2023,44,45
18,2023-11-11,2023,45,50
18,2023-11-18,2023,46,61
18,2023-11-25,2023,47,57
18,2023-12-02,2023,48,56
18,2023-12-09,2023,49,64
18,2023-12-16,2023,50,55
18,2023-12-23,2023,51,59
18,2023-12-30,2023,52,54
18,2024-01-06,2024,1,50
18,2024-01-13,2024,2,60
18,2024-01-20,2024,3,62
18,2024-01-27,2024,4,39
18,2024-02-03,2024,5,74
18,2024-02-10,2024,6,56
18,2024-02-17,2024,7,44
18,2024-02-24,2024,8,41
18,2024-03-02,2024,9,49
18,2024-03-09,2024,10,58
18,2024-03-16,2024,11,52
18,2024-03-23,2024,12,60
18,2024-03-30,2024,13,40
18,2024-04-06,2024,14,55
18,2024-04-13,2024,15,47
18,2024-04-20,2024,16,57
18,2024-04-27,2024,17,49
18,2024-05-04,2024,18,45
18,2024-05-11,2024,19,61
18,2024-05-18,2024,20,53
18,2024-05-25,2024,21,58
18,2024-06-01,2024,22,53
18,2024-06-08,2024,23,69
18,2024-06-15,2024,24,48
18,2024-06-22,2024,25,58
18,2024-06-29,2024,26,60
18,2024-07-06,2024,27,57
18,2024-07-13,2024,28,53
18,2024-07-20,2024,29,62
18,2024-07-27,2024,30,51
18,2024-08-03,2024,31,57
18,2024-08-10,2024,32,50
18,2024-08-17,2024,33,45
18,2024-08-24,2024,34,57
18,2024-08-31,2024,35,53
18,2024-09-07,2024,36,43
18,2024-09-14,2024,37,43
18,2024-09-21,2024,38,41
18,2024-09-28,2024,39,27
18,2024-10-05,2024,40,17
18,2024-10-12,2024,41,15
19,2018-01-06,2018,1,59
19,2018-01-13,2018,2,45
19,2018-01-20,2018,3,58
19,2018-01-27,2018,4,72
19,2018-02-03,2018,5,44
19,2018-02-10,2018,6,53
19,2018-02-17,2018,7,52
19,2018-02-24,2018,8,57
19,2018-03-03,2018,9,56
19,2018-03-10,2018,10,56
19,2018-03-17,2018,11,57
19,2018-03-24,2018,12,45
19,2018-03-31,2018,13,60
19,2018-04-07,2018,14,53
19,2018-04-14,2018,15,50
19,2018-04-21,2018,16,55
19,2018-04-28,2018,17,53
19,2018-05-05,2018,18,66
19,2018-05-12,2018,19,71
19,2018-05-19,2018,20,60
19,2018-05-26,2018,21,61
19,2018-06-02,2018,22,70
19,2018-06-09,2018,23,59
19,2018-06-16,2018,24,51
19,2018-06-23,2018,25,67
19,2018-06-30,2018,26,54
19,2018-07-07,2018,27,58
19,2018-07-14,2018,28,47
19,2018-07-21,2018,29,47
19,2018-07-28,2018,30,59
19,2018-08-04,2018,31,57
19,2018-08-11,2018,32,69
19,2018-08-18,2018,33,51
19,2018-08-25,2018,34,50
19,2018-09-01,2018,35,50
19,2018-09-08,2018,36,69
19,2018-09-15,2018,37,53
19,2018-09-22,2018,38,58
19,2018-09-29,2018,39,64
19,2018-10-06,2018,40,57
19,2018-10-13,2018,41,59
19,2018-10-20,2018,42,66
19,2018-10-27,2018,43,59
19,2018-11-03,2018,44,62
19,2018-11-10,2018,45,71
19,2018-11-17,2018,46,55
19,2018-11-24,2018,47,53
19,2018-12-01,2018,48,54
19,2018-12-08,2018,49,47
19,2018-12-15,2018,50,59
19,2018-12-22,2018,51,57
19,2018-12-29,2018,52,42
19,2019-01-05,2019,1,54
19,2019-01-12,2019,2,60
19,2019-01-19,2019,3,45
19,2019-01-26,2019,4,46
19,2019-02-02,2019,5,50
19,2019-02-09,2019,6,59
19,2019-02-16,2019,7,48
19,2019-02-23,2019,8,52
19,2019-03-02,2019,9,61
19,2019-03-09,2019,10,59
19,2019-03-16,2019,11,64
19,2019-03-23,2019,12,42
19,2019-03-30,2019,13,62
19,2019-04-06,2019,14,62
19,2019-04-13,2019,15,75
19,2019-04-20,2019,16,55
19,2019-04-27,2019,17,49
19,2019-05-04,2019,18,51
19,2019-05-11,2019,19,49
19,2019-05-18,2019,20,55
19,2019-05-25,2019,21,65
19,2019-06-01,2019,22,65
19,2019-06-08,2019,23,55
19,2019-06-15,2019,24,66
19,2019-06-22,2019,25,74
19,2019-06-29,2019,26,71
19,2019-07-06,2019,27,69
19,2019-07-13,2019,28,58
19,2019-07-20,2019,29,55
19,2019-07-27,2019,30,46
19,2019-08-03,2019,31,75
19,2019-08-10,2019,32,50
19,2019-08-17,2019,33,49
19,2019-08-24,2019,34,56
19,2019-08-31,2019,35,65
19,2019-09-07,2019,36,61
19,2019-09-14,2019,37,55
19,2019-09-21,2019,38,46
19,2019-09-28,2019,39,51
19,2019-10-05,2019,40,57
19,2019-10-12,2019,41,56
19,2019-10-19,2019,42,62
19,2019-10-26,2019,43,63
19,2019-11-02,2019,44,59
19,2019-11-09,2019,45,49
19,2019-11-16,2019,46,59
19,2019-11-23,2019,47,66
19,2019-11-30,2019,48,68
19,2019-12-07,2019,49,59
19,2019-12-14,2019,50,62
19,2019-12-21,2019,51,46
19,2019-12-28,2019,52,70
19,2020-01-04,2020,1,62
19,2020-01-11,2020,2,76
19,2020-01-18,2020,3,62
19,2020-01-25,2020,4,62
19,2020-02-01,2020,5,66
19,2020-02-08,2020,6,61
19,2020-02-15,2020,7,54
19,2020-02-22,2020,8,39
19,2020-02-29,2020,9,59
19,2020-03-07,2020,10,58
19,2020-03-14,2020,11,68
19,2020-03-21,2020,12,55
19,2020-03-28,2020,13,72
19,2020-04-04,2020,14,46
19,2020-04-11,2020,15,70
19,2020-04-18,2020,16,55
19,2020-04-25,2020,17,65
19,2020-05-02,2020,18,65
19,2020-05-09,2020,19,77
19,2020-05-16,2020,20,60
19,2020-05-23,2020,21,71
19,2020-05-30,2020,22,74
19,2020-06-06,2020,23,83
19,2020-06-13,2020,24,81
19,2020-06-20,2020,25,81
19,2020-06-27,2020,26,78
19,2020-07-04,2020,27,92
19,2020-07-11,2020,28,85
19,2020-07-18,2020,29,77
19,2020-07-25,2020,30,86
19,2020-08-01,2020,31,82
19,2020-08-08,2020,32,91
19,2020-08-15,2020,33,93
19,2020-08-22,2020,34,85
19,2020-08-29,2020,35,78
19,2020-09-05,2020,36,74
19,2020-09-12,2020,37,76
19,2020-09-19,2020,38,83
19,2020-09-26,2020,39,73
19,2020-10-03,2020,40,80
19,2020-10-10,2020,41,80
19,2020-10-17,2020,42,83
19,2020-10-24,2020,43,62
19,2020-10-31,2020,44,65
19,2020-11-07,2020,45,71
19,2020-11-14,2020,46,82
19,2020-11-21,2020,47,90
19,2020-11-28,2020,48,69
19,2020-12-05,2020,49,71
19,2020-12-12,2020,50,61
19,2020-12-19,2020,51,84
19,2020-12-26,2020,52,68
19,2021-01-02,2020,53,76
