year,month,age,dead
2004,01,65,5588
2004,01,70,6728
2004,01,75,7847
2004,01,80,6846
2004,01,85,4409
2004,01,90,2062
2004,01,95,541
2004,01,100,73
2004,02,1,37
2004,02,5,38
2004,02,10,42
2004,02,15,57
2004,02,20,72
2004,02,25,94
2004,02,30,187
2004,02,35,363
2004,02,40,872
2004,02,45,1585
2004,02,50,2427
2004,02,55,3413
2004,02,60,4208
2004,02,65,5269
2004,02,70,6164
2004,02,75,7097
2004,02,80,6206
2004,02,85,4016
2004,02,90,1774
2004,02,95,493
2004,02,100,70
2004,03,1,35
2004,03,5,41
2004,03,10,35
2004,03,15,65
2004,03,20,93
2004,03,25,92
2004,03,30,225
2004,03,35,383
2004,03,40,824
2004,03,45,1711
2004,03,50,2541
2004,03,55,3683
2004,03,60,4556
2004,03,65,5638
2004,03,70,6516
2004,03,75,7507
2004,03,80,6697
2004,03,85,4445
2004,03,90,1850
2004,03,95,510
2004,03,100,57
2004,04,1,32
2004,04,5,51
2004,04,10,41
2004,04,15,50
2004,04,20,74
2004,04,25,106
2004,04,30,187
2004,04,35,357
2004,04,40,836
2004,04,45,1558
2004,04,50,2342
2004,04,55,3548
2004,04,60,4267
2004,04,65,5068
2004,04,70,6362
2004,04,75,7043
2004,04,80,6474
2004,04,85,4153
2004,04,90,1853
2004,04,95,481
2004,04,100,77
2004,05,1,13
2004,05,1,32
2004,05,5,42
2004,05,10,44
2004,05,15,71
2004,05,20,79
2004,05,25,123
2004,05,30,202
2004,05,35,387
2004,05,40,889
2004,05,45,1589
2004,05,50,2546
2004,05,55,3577
2004,05,60,4524
2004,05,65,5337
2004,05,70,6264
2004,05,75,7250
2004,05,80,6602
2004,05,85,4171
2004,05,90,1876
2004,05,95,451
2004,05,100,65
2004,06,1,36
2004,06,5,46
2004,06,10,39
2004,06,15,59
2004,06,20,68
2004,06,25,117
2004,06,30,196
2004,06,35,375
2004,06,40,844
2004,06,45,1607
2004,06,50,2435
2004,06,55,3510
2004,06,60,4307
2004,06,65,5000
2004,06,70,6183
2004,06,75,7023
2004,06,80,6296
2004,06,85,4019
2004,06,90,1821
2004,06,95,452
2004,06,100,63
2004,07,1,10
2004,07,1,34
2004,07,5,39
2004,07,10,36
2004,07,15,54
2004,07,20,92
2004,07,25,102
2004,07,30,189
2004,07,35,359
2004,07,40,895
2004,07,45,1645
2004,07,50,2604
2004,07,55,3598
2004,07,60,4565
2004,07,65,5228
2004,07,70,6349
2004,07,75,7267
2004,07,80,6603
2004,07,85,4212
2004,07,90,1890
2004,07,95,481
2004,07,100,60
2004,08,1,42
2004,08,5,49
2004,08,10,33
2004,08,15,67
2004,08,20,85
2004,08,25,111
2004,08,30,194
2004,08,35,371
2004,08,40,854
2004,08,45,1609
2004,08,50,2581
2004,08,55,3695
2004,08,60,4440
2004,08,65,5273
2004,08,70,6259
2004,08,75,7233
2004,08,80,6687
2004,08,85,4364
2004,08,90,1928
2004,08,95,455
2004,08,100,69
2004,09,1,29
2004,09,5,40
2004,09,10,37
2004,09,15,66
2004,09,20,83
2004,09,25,96
2004,09,30,189
2004,09,35,380
2004,09,40,826
2004,09,45,1542
2004,09,50,2443
2004,09,55,3600
2004,09,60,4476
2004,09,65,5141
2004,09,70,6212
2004,09,75,6990
2004,09,80,6364
2004,09,85,4097
2004,09,90,1880
2004,09,95,498
2004,09,100,57
2004,10,1,30
2004,10,5,44
2004,10,10,58
2004,10,15,59
2004,10,20,80
2004,10,25,119
2004,10,30,200
2004,10,35,412
2004,10,40,839
2004,10,45,1620
2004,10,50,2669
2004,10,55,3582
2004,10,60,4584
2004,10,65,5388
2004,10,70,6481
