cause,year,age,dead
UCD C00-C97 (Malignant neoplasms),2008,79,16774
UCD C00-C97 (Malignant neoplasms),2008,80,16902
UCD C00-C97 (Malignant neoplasms),2008,81,16510
UCD C00-C97 (Malignant neoplasms),2008,82,15933
UCD C00-C97 (Malignant neoplasms),2008,83,15561
UCD C00-C97 (Malignant neoplasms),2008,84,15099
UCD C00-C97 (Malignant neoplasms),2008,85,13733
UCD C00-C97 (Malignant neoplasms),2008,86,12910
UCD C00-C97 (Malignant neoplasms),2008,87,11761
UCD C00-C97 (Malignant neoplasms),2008,88,10227
UCD C00-C97 (Malignant neoplasms),2008,89,8356
UCD C00-C97 (Malignant neoplasms),2008,90,7323
UCD C00-C97 (Malignant neoplasms),2008,91,5957
UCD C00-C97 (Malignant neoplasms),2008,92,4796
UCD C00-C97 (Malignant neoplasms),2008,93,3961
UCD C00-C97 (Malignant neoplasms),2008,94,3209
UCD C00-C97 (Malignant neoplasms),2008,95,2268
UCD C00-C97 (Malignant neoplasms),2008,96,1672
UCD C00-C97 (Malignant neoplasms),2008,97,1225
UCD C00-C97 (Malignant neoplasms),2008,98,857
UCD C00-C97 (Malignant neoplasms),2008,99,491
UCD C00-C97 (Malignant neoplasms),2008,100,864
UCD C00-C97 (Malignant neoplasms),2009,0,74
UCD C00-C97 (Malignant neoplasms),2009,1,73
UCD C00-C97 (Malignant neoplasms),2009,2,88
UCD C00-C97 (Malignant neoplasms),2009,3,101
UCD C00-C97 (Malignant neoplasms),2009,4,88
UCD C00-C97 (Malignant neoplasms),2009,5,102
UCD C00-C97 (Malignant neoplasms),2009,6,93
UCD C00-C97 (Malignant neoplasms),2009,7,91
UCD C00-C97 (Malignant neoplasms),2009,8,90
UCD C00-C97 (Malignant neoplasms),2009,9,101
UCD C00-C97 (Malignant neoplasms),2009,10,76
UCD C00-C97 (Malignant neoplasms),2009,11,88
UCD C00-C97 (Malignant neoplasms),2009,12,72
UCD C00-C97 (Malignant neoplasms),2009,13,92
UCD C00-C97 (Malignant neoplasms),2009,14,91
UCD C00-C97 (Malignant neoplasms),2009,15,106
UCD C00-C97 (Malignant neoplasms),2009,16,123
UCD C00-C97 (Malignant neoplasms),2009,17,131
UCD C00-C97 (Malignant neoplasms),2009,18,127
UCD C00-C97 (Malignant neoplasms),2009,19,157
UCD C00-C97 (Malignant neoplasms),2009,20,176
UCD C00-C97 (Malignant neoplasms),2009,21,194
UCD C00-C97 (Malignant neoplasms),2009,22,191
UCD C00-C97 (Malignant neoplasms),2009,23,226
UCD C00-C97 (Malignant neoplasms),2009,24,205
UCD C00-C97 (Malignant neoplasms),2009,25,253
UCD C00-C97 (Malignant neoplasms),2009,26,246
UCD C00-C97 (Malignant neoplasms),2009,27,286
UCD C00-C97 (Malignant neoplasms),2009,28,311
UCD C00-C97 (Malignant neoplasms),2009,29,323
UCD C00-C97 (Malignant neoplasms),2009,30,368
UCD C00-C97 (Malignant neoplasms),2009,31,418
UCD C00-C97 (Malignant neoplasms),2009,32,422
UCD C00-C97 (Malignant neoplasms),2009,33,491
UCD C00-C97 (Malignant neoplasms),2009,34,541
UCD C00-C97 (Malignant neoplasms),2009,35,599
UCD C00-C97 (Malignant neoplasms),2009,36,725
UCD C00-C97 (Malignant neoplasms),2009,37,838
UCD C00-C97 (Malignant neoplasms),2009,38,980
UCD C00-C97 (Malignant neoplasms),2009,39,1092
UCD C00-C97 (Malignant neoplasms),2009,40,1207
UCD C00-C97 (Malignant neoplasms),2009,41,1427
UCD C00-C97 (Malignant neoplasms),2009,42,1562
UCD C00-C97 (Malignant neoplasms),2009,43,1802
UCD C00-C97 (Malignant neoplasms),2009,44,2287
UCD C00-C97 (Malignant neoplasms),2009,45,2649
UCD C00-C97 (Malignant neoplasms),2009,46,3116
UCD C00-C97 (Malignant neoplasms),2009,47,3646
UCD C00-C97 (Malignant neoplasms),2009,48,4077
UCD C00-C97 (Malignant neoplasms),2009,49,4704
UCD C00-C97 (Malignant neoplasms),2009,50,5267
UCD C00-C97 (Malignant neoplasms),2009,51,5901
UCD C00-C97 (Malignant neoplasms),2009,52,6626
UCD C00-C97 (Malignant neoplasms),2009,53,7024
UCD C00-C97 (Malignant neoplasms),2009,54,7606
UCD C00-C97 (Malignant neoplasms),2009,55,8178
UCD C00-C97 (Malignant neoplasms),2009,56,8679
UCD C00-C97 (Malignant neoplasms),2009,57,9195
UCD C00-C97 (Malignant neoplasms),2009,58,9708
UCD C00-C97 (Malignant neoplasms),2009,59,10401
UCD C00-C97 (Malignant neoplasms),2009,60,11340
UCD C00-C97 (Malignant neoplasms),2009,61,12202
UCD C00-C97 (Malignant neoplasms),2009,62,13417
UCD C00-C97 (Malignant neoplasms),2009,63,11674
UCD C00-C97 (Malignant neoplasms),2009,64,12035
UCD C00-C97 (Malignant neoplasms),2009,65,13182
UCD C00-C97 (Malignant neoplasms),2009,66,14406
UCD C00-C97 (Malignant neoplasms),2009,67,13642
UCD C00-C97 (Malignant neoplasms),2009,68,13675
UCD C00-C97 (Malignant neoplasms),2009,69,13821
UCD C00-C97 (Malignant neoplasms),2009,70,14231
UCD C00-C97 (Malignant neoplasms),2009,71,14475
UCD C00-C97 (Malignant neoplasms),2009,72,14295
UCD C00-C97 (Malignant neoplasms),2009,73,14725
UCD C00-C97 (Malignant neoplasms),2009,74,15419
UCD C00-C97 (Malignant neoplasms),2009,75,15022
UCD C00-C97 (Malignant neoplasms),2009,76,15411
UCD C00-C97 (Malignant neoplasms),2009,77,15839
UCD C00-C97 (Malignant neoplasms),2009,78,16626
UCD C00-C97 (Malignant neoplasms),2009,79,16237
UCD C00-C97 (Malignant neoplasms),2009,80,16246
UCD C00-C97 (Malignant neoplasms),2009,81,16203
UCD C00-C97 (Malignant neoplasms),2009,82,16114
UCD C00-C97 (Malignant neoplasms),2009,83,15234
UCD C00-C97 (Malignant neoplasms),2009,84,15028
UCD C00-C97 (Malignant neoplasms),2009,85,13883
UCD C00-C97 (Malignant neoplasms),2009,86,12958
UCD C00-C97 (Malignant neoplasms),2009,87,11908
UCD C00-C97 (Malignant neoplasms),2009,88,10601
UCD C00-C97 (Malignant neoplasms),2009,89,8980
UCD C00-C97 (Malignant neoplasms),2009,90,7253
UCD C00-C97 (Malignant neoplasms),2009,91,6069
UCD C00-C97 (Malignant neoplasms),2009,92,4936
UCD C00-C97 (Malignant neoplasms),2009,93,3997
UCD C00-C97 (Malignant neoplasms),2009,94,3150
UCD C00-C97 (Malignant neoplasms),2009,95,2460
UCD C00-C97 (Malignant neoplasms),2009,96,1633
UCD C00-C97 (Malignant neoplasms),2009,97,1163
UCD C00-C97 (Malignant neoplasms),2009,98,820
UCD C00-C97 (Malignant neoplasms),2009,99,576
UCD C00-C97 (Malignant neoplasms),2009,100,817
UCD C00-C97 (Malignant neoplasms),2010,0,62
UCD C00-C97 (Malignant neoplasms),2010,1,77
UCD C00-C97 (Malignant neoplasms),2010,2,83
UCD C00-C97 (Malignant neoplasms),2010,3,97
UCD C00-C97 (Malignant neoplasms),2010,4,89
UCD C00-C97 (Malignant neoplasms),2010,5,94
UCD C00-C97 (Malignant neoplasms),2010,6,88
UCD C00-C97 (Malignant neoplasms),2010,7,85
UCD C00-C97 (Malignant neoplasms),2010,8,90
UCD C00-C97 (Malignant neoplasms),2010,9,82
UCD C00-C97 (Malignant neoplasms),2010,10,78
UCD C00-C97 (Malignant neoplasms),2010,11,95
UCD C00-C97 (Malignant neoplasms),2010,12,113
UCD C00-C97 (Malignant neoplasms),2010,13,94
UCD C00-C97 (Malignant neoplasms),2010,14,97
UCD C00-C97 (Malignant neoplasms),2010,15,101
UCD C00-C97 (Malignant neoplasms),2010,16,106
UCD C00-C97 (Malignant neoplasms),2010,17,104
UCD C00-C97 (Malignant neoplasms),2010,18,127
UCD C00-C97 (Malignant neoplasms),2010,19,163
UCD C00-C97 (Malignant neoplasms),2010,20,190
UCD C00-C97 (Malignant neoplasms),2010,21,181
UCD C00-C97 (Malignant neoplasms),2010,22,210
UCD C00-C97 (Malignant neoplasms),2010,23,183
UCD C00-C97 (Malignant neoplasms),2010,24,239
UCD C00-C97 (Malignant neoplasms),2010,25,239
UCD C00-C97 (Malignant neoplasms),2010,26,260
UCD C00-C97 (Malignant neoplasms),2010,27,276
UCD C00-C97 (Malignant neoplasms),2010,28,321
UCD C00-C97 (Malignant neoplasms),2010,29,319
UCD C00-C97 (Malignant neoplasms),2010,30,406
UCD C00-C97 (Malignant neoplasms),2010,31,394
UCD C00-C97 (Malignant neoplasms),2010,32,431
UCD C00-C97 (Malignant neoplasms),2010,33,444
UCD C00-C97 (Malignant neoplasms),2010,34,529
UCD C00-C97 (Malignant neoplasms),2010,35,569
UCD C00-C97 (Malignant neoplasms),2010,36,694
UCD C00-C97 (Malignant neoplasms),2010,37,743
UCD C00-C97 (Malignant neoplasms),2010,38,851
UCD C00-C97 (Malignant neoplasms),2010,39,1113
UCD C00-C97 (Malignant neoplasms),2010,40,1191
UCD C00-C97 (Malignant neoplasms),2010,41,1361
UCD C00-C97 (Malignant neoplasms),2010,42,1511
UCD C00-C97 (Malignant neoplasms),2010,43,1777
UCD C00-C97 (Malignant neoplasms),2010,44,1999
UCD C00-C97 (Malignant neoplasms),2010,45,2473
UCD C00-C97 (Malignant neoplasms),2010,46,2989
UCD C00-C97 (Malignant neoplasms),2010,47,3478
UCD C00-C97 (Malignant neoplasms),2010,48,3932
UCD C00-C97 (Malignant neoplasms),2010,49,4713
UCD C00-C97 (Malignant neoplasms),2010,50,5289
UCD C00-C97 (Malignant neoplasms),2010,51,5805
UCD C00-C97 (Malignant neoplasms),2010,52,6613
UCD C00-C97 (Malignant neoplasms),2010,53,7217
UCD C00-C97 (Malignant neoplasms),2010,54,7702
UCD C00-C97 (Malignant neoplasms),2010,55,8231
UCD C00-C97 (Malignant neoplasms),2010,56,8915
UCD C00-C97 (Malignant neoplasms),2010,57,9376
UCD C00-C97 (Malignant neoplasms),2010,58,9862
UCD C00-C97 (Malignant neoplasms),2010,59,10515
UCD C00-C97 (Malignant neoplasms),2010,60,11077
UCD C00-C97 (Malignant neoplasms),2010,61,11757
UCD C00-C97 (Malignant neoplasms),2010,62,13121
UCD C00-C97 (Malignant neoplasms),2010,63,14250
UCD C00-C97 (Malignant neoplasms),2010,64,12397
UCD C00-C97 (Malignant neoplasms),2010,65,12696
UCD C00-C97 (Malignant neoplasms),2010,66,13903
UCD C00-C97 (Malignant neoplasms),2010,67,14963
UCD C00-C97 (Malignant neoplasms),2010,68,14576
UCD C00-C97 (Malignant neoplasms),2010,69,14351
UCD C00-C97 (Malignant neoplasms),2010,70,14265
UCD C00-C97 (Malignant neoplasms),2010,71,14708
UCD C00-C97 (Malignant neoplasms),2010,72,14995
UCD C00-C97 (Malignant neoplasms),2010,73,14820
UCD C00-C97 (Malignant neoplasms),2010,74,15358
UCD C00-C97 (Malignant neoplasms),2010,75,15431
UCD C00-C97 (Malignant neoplasms),2010,76,15090
UCD C00-C97 (Malignant neoplasms),2010,77,15642
UCD C00-C97 (Malignant neoplasms),2010,78,15921
UCD C00-C97 (Malignant neoplasms),2010,79,16162
UCD C00-C97 (Malignant neoplasms),2010,80,16390
UCD C00-C97 (Malignant neoplasms),2010,81,15957
UCD C00-C97 (Malignant neoplasms),2010,82,16115
UCD C00-C97 (Malignant neoplasms),2010,83,15354
UCD C00-C97 (Malignant neoplasms),2010,84,14963
UCD C00-C97 (Malignant neoplasms),2010,85,14176
UCD C00-C97 (Malignant neoplasms),2010,86,13291
UCD C00-C97 (Malignant neoplasms),2010,87,12071
UCD C00-C97 (Malignant neoplasms),2010,88,10996
UCD C00-C97 (Malignant neoplasms),2010,89,9561
UCD C00-C97 (Malignant neoplasms),2010,90,7908
UCD C00-C97 (Malignant neoplasms),2010,91,6221
UCD C00-C97 (Malignant neoplasms),2010,92,5278
UCD C00-C97 (Malignant neoplasms),2010,93,4149
UCD C00-C97 (Malignant neoplasms),2010,94,3291
UCD C00-C97 (Malignant neoplasms),2010,95,2584
UCD C00-C97 (Malignant neoplasms),2010,96,1824
UCD C00-C97 (Malignant neoplasms),2010,97,1278
UCD C00-C97 (Malignant neoplasms),2010,98,888
UCD C00-C97 (Malignant neoplasms),2010,99,593
UCD C00-C97 (Malignant neoplasms),2010,100,901
UCD C00-C97 (Malignant neoplasms),2011,0,70
UCD C00-C97 (Malignant neoplasms),2011,1,82
UCD C00-C97 (Malignant neoplasms),2011,2,77
UCD C00-C97 (Malignant neoplasms),2011,3,100
UCD C00-C97 (Malignant neoplasms),2011,4,94
UCD C00-C97 (Malignant neoplasms),2011,5,115
UCD C00-C97 (Malignant neoplasms),2011,6,94
UCD C00-C97 (Malignant neoplasms),2011,7,78
UCD C00-C97 (Malignant neoplasms),2011,8,77
UCD C00-C97 (Malignant neoplasms),2011,9,77
UCD C00-C97 (Malignant neoplasms),2011,10,78
UCD C00-C97 (Malignant neoplasms),2011,11,87
UCD C00-C97 (Malignant neoplasms),2011,12,77
UCD C00-C97 (Malignant neoplasms),2011,13,85
UCD C00-C97 (Malignant neoplasms),2011,14,92
UCD C00-C97 (Malignant neoplasms),2011,15,120
UCD C00-C97 (Malignant neoplasms),2011,16,97
UCD C00-C97 (Malignant neoplasms),2011,17,147
UCD C00-C97 (Malignant neoplasms),2011,18,129
UCD C00-C97 (Malignant neoplasms),2011,19,146
UCD C00-C97 (Malignant neoplasms),2011,20,171
UCD C00-C97 (Malignant neoplasms),2011,21,211
UCD C00-C97 (Malignant neoplasms),2011,22,177
UCD C00-C97 (Malignant neoplasms),2011,23,202
UCD C00-C97 (Malignant neoplasms),2011,24,211
UCD C00-C97 (Malignant neoplasms),2011,25,235
UCD C00-C97 (Malignant neoplasms),2011,26,251
UCD C00-C97 (Malignant neoplasms),2011,27,248
UCD C00-C97 (Malignant neoplasms),2011,28,277
UCD C00-C97 (Malignant neoplasms),2011,29,308
UCD C00-C97 (Malignant neoplasms),2011,30,323
UCD C00-C97 (Malignant neoplasms),2011,31,379
UCD C00-C97 (Malignant neoplasms),2011,32,434
UCD C00-C97 (Malignant neoplasms),2011,33,519
UCD C00-C97 (Malignant neoplasms),2011,34,525
UCD C00-C97 (Malignant neoplasms),2011,35,594
UCD C00-C97 (Malignant neoplasms),2011,36,697
UCD C00-C97 (Malignant neoplasms),2011,37,793
UCD C00-C97 (Malignant neoplasms),2011,38,859
UCD C00-C97 (Malignant neoplasms),2011,39,977
UCD C00-C97 (Malignant neoplasms),2011,40,1189
UCD C00-C97 (Malignant neoplasms),2011,41,1370
UCD C00-C97 (Malignant neoplasms),2011,42,1501
UCD C00-C97 (Malignant neoplasms),2011,43,1757
UCD C00-C97 (Malignant neoplasms),2011,44,1980
UCD C00-C97 (Malignant neoplasms),2011,45,2314
UCD C00-C97 (Malignant neoplasms),2011,46,2790
UCD C00-C97 (Malignant neoplasms),2011,47,3292
UCD C00-C97 (Malignant neoplasms),2011,48,3796
UCD C00-C97 (Malignant neoplasms),2011,49,4443
UCD C00-C97 (Malignant neoplasms),2011,50,5166
UCD C00-C97 (Malignant neoplasms),2011,51,5793
UCD C00-C97 (Malignant neoplasms),2011,52,6464
UCD C00-C97 (Malignant neoplasms),2011,53,7034
UCD C00-C97 (Malignant neoplasms),2011,54,7805
UCD C00-C97 (Malignant neoplasms),2011,55,8386
UCD C00-C97 (Malignant neoplasms),2011,56,9081
UCD C00-C97 (Malignant neoplasms),2011,57,9618
UCD C00-C97 (Malignant neoplasms),2011,58,10069
UCD C00-C97 (Malignant neoplasms),2011,59,10769
UCD C00-C97 (Malignant neoplasms),2011,60,11254
UCD C00-C97 (Malignant neoplasms),2011,61,11996
UCD C00-C97 (Malignant neoplasms),2011,62,12471
UCD C00-C97 (Malignant neoplasms),2011,63,13565
UCD C00-C97 (Malignant neoplasms),2011,64,15363
UCD C00-C97 (Malignant neoplasms),2011,65,12753
UCD C00-C97 (Malignant neoplasms),2011,66,13080
UCD C00-C97 (Malignant neoplasms),2011,67,14245
UCD C00-C97 (Malignant neoplasms),2011,68,15587
UCD C00-C97 (Malignant neoplasms),2011,69,14914
UCD C00-C97 (Malignant neoplasms),2011,70,14853
UCD C00-C97 (Malignant neoplasms),2011,71,14589
UCD C00-C97 (Malignant neoplasms),2011,72,15062
UCD C00-C97 (Malignant neoplasms),2011,73,15383
UCD C00-C97 (Malignant neoplasms),2011,74,15127
UCD C00-C97 (Malignant neoplasms),2011,75,15375
UCD C00-C97 (Malignant neoplasms),2011,76,15702
UCD C00-C97 (Malignant neoplasms),2011,77,15200
UCD C00-C97 (Malignant neoplasms),2011,78,15300
UCD C00-C97 (Malignant neoplasms),2011,79,15931
UCD C00-C97 (Malignant neoplasms),2011,80,15883
UCD C00-C97 (Malignant neoplasms),2011,81,16049
UCD C00-C97 (Malignant neoplasms),2011,82,15726
UCD C00-C97 (Malignant neoplasms),2011,83,15531
UCD C00-C97 (Malignant neoplasms),2011,84,14651
UCD C00-C97 (Malignant neoplasms),2011,85,14027
UCD C00-C97 (Malignant neoplasms),2011,86,13097
UCD C00-C97 (Malignant neoplasms),2011,87,12261
UCD C00-C97 (Malignant neoplasms),2011,88,10700
UCD C00-C97 (Malignant neoplasms),2011,89,9725
UCD C00-C97 (Malignant neoplasms),2011,90,8291
UCD C00-C97 (Malignant neoplasms),2011,91,6868
UCD C00-C97 (Malignant neoplasms),2011,92,5409
UCD C00-C97 (Malignant neoplasms),2011,93,4290
UCD C00-C97 (Malignant neoplasms),2011,94,3373
UCD C00-C97 (Malignant neoplasms),2011,95,2526
UCD C00-C97 (Malignant neoplasms),2011,96,1899
UCD C00-C97 (Malignant neoplasms),2011,97,1334
UCD C00-C97 (Malignant neoplasms),2011,98,855
UCD C00-C97 (Malignant neoplasms),2011,99,616
UCD C00-C97 (Malignant neoplasms),2011,100,894
UCD C00-C97 (Malignant neoplasms),2012,0,63
UCD C00-C97 (Malignant neoplasms),2012,1,95
UCD C00-C97 (Malignant neoplasms),2012,2,87
UCD C00-C97 (Malignant neoplasms),2012,3,103
UCD C00-C97 (Malignant neoplasms),2012,4,107
UCD C00-C97 (Malignant neoplasms),2012,5,102
UCD C00-C97 (Malignant neoplasms),2012,6,67
UCD C00-C97 (Malignant neoplasms),2012,7,84
UCD C00-C97 (Malignant neoplasms),2012,8,81
UCD C00-C97 (Malignant neoplasms),2012,9,106
UCD C00-C97 (Malignant neoplasms),2012,10,89
UCD C00-C97 (Malignant neoplasms),2012,11,89
UCD C00-C97 (Malignant neoplasms),2012,12,85
UCD C00-C97 (Malignant neoplasms),2012,13,90
UCD C00-C97 (Malignant neoplasms),2012,14,119
UCD C00-C97 (Malignant neoplasms),2012,15,105
UCD C00-C97 (Malignant neoplasms),2012,16,109
UCD C00-C97 (Malignant neoplasms),2012,17,125
UCD C00-C97 (Malignant neoplasms),2012,18,152
UCD C00-C97 (Malignant neoplasms),2012,19,137
UCD C00-C97 (Malignant neoplasms),2012,20,164
UCD C00-C97 (Malignant neoplasms),2012,21,167
UCD C00-C97 (Malignant neoplasms),2012,22,231
UCD C00-C97 (Malignant neoplasms),2012,23,191
UCD C00-C97 (Malignant neoplasms),2012,24,193
UCD C00-C97 (Malignant neoplasms),2012,25,225
UCD C00-C97 (Malignant neoplasms),2012,26,229
UCD C00-C97 (Malignant neoplasms),2012,27,261
UCD C00-C97 (Malignant neoplasms),2012,28,327
UCD C00-C97 (Malignant neoplasms),2012,29,342
UCD C00-C97 (Malignant neoplasms),2012,30,371
UCD C00-C97 (Malignant neoplasms),2012,31,404
UCD C00-C97 (Malignant neoplasms),2012,32,449
UCD C00-C97 (Malignant neoplasms),2012,33,509
UCD C00-C97 (Malignant neoplasms),2012,34,557
UCD C00-C97 (Malignant neoplasms),2012,35,600
UCD C00-C97 (Malignant neoplasms),2012,36,633
UCD C00-C97 (Malignant neoplasms),2012,37,751
UCD C00-C97 (Malignant neoplasms),2012,38,800
UCD C00-C97 (Malignant neoplasms),2012,39,933
UCD C00-C97 (Malignant neoplasms),2012,40,1112
UCD C00-C97 (Malignant neoplasms),2012,41,1408
UCD C00-C97 (Malignant neoplasms),2012,42,1535
UCD C00-C97 (Malignant neoplasms),2012,43,1694
UCD C00-C97 (Malignant neoplasms),2012,44,1871
UCD C00-C97 (Malignant neoplasms),2012,45,2250
UCD C00-C97 (Malignant neoplasms),2012,46,2581
UCD C00-C97 (Malignant neoplasms),2012,47,3189
UCD C00-C97 (Malignant neoplasms),2012,48,3729
UCD C00-C97 (Malignant neoplasms),2012,49,4265
UCD C00-C97 (Malignant neoplasms),2012,50,5016
UCD C00-C97 (Malignant neoplasms),2012,51,5826
UCD C00-C97 (Malignant neoplasms),2012,52,6330
UCD C00-C97 (Malignant neoplasms),2012,53,7056
UCD C00-C97 (Malignant neoplasms),2012,54,7786
UCD C00-C97 (Malignant neoplasms),2012,55,8575
UCD C00-C97 (Malignant neoplasms),2012,56,9109
UCD C00-C97 (Malignant neoplasms),2012,57,9733
UCD C00-C97 (Malignant neoplasms),2012,58,10461
UCD C00-C97 (Malignant neoplasms),2012,59,11076
UCD C00-C97 (Malignant neoplasms),2012,60,11577
UCD C00-C97 (Malignant neoplasms),2012,61,12041
UCD C00-C97 (Malignant neoplasms),2012,62,12669
UCD C00-C97 (Malignant neoplasms),2012,63,13429
UCD C00-C97 (Malignant neoplasms),2012,64,14460
UCD C00-C97 (Malignant neoplasms),2012,65,15998
UCD C00-C97 (Malignant neoplasms),2012,66,13427
UCD C00-C97 (Malignant neoplasms),2012,67,13724
UCD C00-C97 (Malignant neoplasms),2012,68,15095
UCD C00-C97 (Malignant neoplasms),2012,69,16375
UCD C00-C97 (Malignant neoplasms),2012,70,15565
UCD C00-C97 (Malignant neoplasms),2012,71,15215
UCD C00-C97 (Malignant neoplasms),2012,72,15204
UCD C00-C97 (Malignant neoplasms),2012,73,15471
UCD C00-C97 (Malignant neoplasms),2012,74,15565
UCD C00-C97 (Malignant neoplasms),2012,75,15393
UCD C00-C97 (Malignant neoplasms),2012,76,15603
UCD C00-C97 (Malignant neoplasms),2012,77,15824
UCD C00-C97 (Malignant neoplasms),2012,78,15208
UCD C00-C97 (Malignant neoplasms),2012,79,15515
UCD C00-C97 (Malignant neoplasms),2012,80,15727
UCD C00-C97 (Malignant neoplasms),2012,81,15673
UCD C00-C97 (Malignant neoplasms),2012,82,15583
UCD C00-C97 (Malignant neoplasms),2012,83,15071
UCD C00-C97 (Malignant neoplasms),2012,84,14595
UCD C00-C97 (Malignant neoplasms),2012,85,14058
UCD C00-C97 (Malignant neoplasms),2012,86,13041
UCD C00-C97 (Malignant neoplasms),2012,87,12210
UCD C00-C97 (Malignant neoplasms),2012,88,10983
UCD C00-C97 (Malignant neoplasms),2012,89,9783
UCD C00-C97 (Malignant neoplasms),2012,90,8605
UCD C00-C97 (Malignant neoplasms),2012,91,7078
UCD C00-C97 (Malignant neoplasms),2012,92,5595
UCD C00-C97 (Malignant neoplasms),2012,93,4317
UCD C00-C97 (Malignant neoplasms),2012,94,3501
UCD C00-C97 (Malignant neoplasms),2012,95,2576
UCD C00-C97 (Malignant neoplasms),2012,96,1925
UCD C00-C97 (Malignant neoplasms),2012,97,1400
UCD C00-C97 (Malignant neoplasms),2012,98,976
UCD C00-C97 (Malignant neoplasms),2012,99,646
UCD C00-C97 (Malignant neoplasms),2012,100,972
UCD C00-C97 (Malignant neoplasms),2013,0,64
UCD C00-C97 (Malignant neoplasms),2013,1,69
UCD C00-C97 (Malignant neoplasms),2013,2,83
UCD C00-C97 (Malignant neoplasms),2013,3,97
UCD C00-C97 (Malignant neoplasms),2013,4,79
UCD C00-C97 (Malignant neoplasms),2013,5,96
UCD C00-C97 (Malignant neoplasms),2013,6,91
UCD C00-C97 (Malignant neoplasms),2013,7,79
UCD C00-C97 (Malignant neoplasms),2013,8,84
UCD C00-C97 (Malignant neoplasms),2013,9,97
UCD C00-C97 (Malignant neoplasms),2013,10,88
UCD C00-C97 (Malignant neoplasms),2013,11,79
UCD C00-C97 (Malignant neoplasms),2013,12,89
UCD C00-C97 (Malignant neoplasms),2013,13,80
UCD C00-C97 (Malignant neoplasms),2013,14,112
UCD C00-C97 (Malignant neoplasms),2013,15,121
UCD C00-C97 (Malignant neoplasms),2013,16,107
UCD C00-C97 (Malignant neoplasms),2013,17,115
UCD C00-C97 (Malignant neoplasms),2013,18,128
UCD C00-C97 (Malignant neoplasms),2013,19,156
UCD C00-C97 (Malignant neoplasms),2013,20,154
UCD C00-C97 (Malignant neoplasms),2013,21,138
UCD C00-C97 (Malignant neoplasms),2013,22,186
UCD C00-C97 (Malignant neoplasms),2013,23,184
UCD C00-C97 (Malignant neoplasms),2013,24,207
UCD C00-C97 (Malignant neoplasms),2013,25,231
UCD C00-C97 (Malignant neoplasms),2013,26,236
UCD C00-C97 (Malignant neoplasms),2013,27,286
UCD C00-C97 (Malignant neoplasms),2013,28,291
UCD C00-C97 (Malignant neoplasms),2013,29,317
UCD C00-C97 (Malignant neoplasms),2013,30,341
UCD C00-C97 (Malignant neoplasms),2013,31,428
UCD C00-C97 (Malignant neoplasms),2013,32,449
UCD C00-C97 (Malignant neoplasms),2013,33,494
UCD C00-C97 (Malignant neoplasms),2013,34,600
UCD C00-C97 (Malignant neoplasms),2013,35,612
UCD C00-C97 (Malignant neoplasms),2013,36,615
UCD C00-C97 (Malignant neoplasms),2013,37,770
UCD C00-C97 (Malignant neoplasms),2013,38,867
UCD C00-C97 (Malignant neoplasms),2013,39,909
UCD C00-C97 (Malignant neoplasms),2013,40,1084
UCD C00-C97 (Malignant neoplasms),2013,41,1281
UCD C00-C97 (Malignant neoplasms),2013,42,1533
UCD C00-C97 (Malignant neoplasms),2013,43,1770
UCD C00-C97 (Malignant neoplasms),2013,44,1908
UCD C00-C97 (Malignant neoplasms),2013,45,2187
UCD C00-C97 (Malignant neoplasms),2013,46,2565
UCD C00-C97 (Malignant neoplasms),2013,47,2973
UCD C00-C97 (Malignant neoplasms),2013,48,3363
UCD C00-C97 (Malignant neoplasms),2013,49,4168
UCD C00-C97 (Malignant neoplasms),2013,50,4688
UCD C00-C97 (Malignant neoplasms),2013,51,5510
UCD C00-C97 (Malignant neoplasms),2013,52,6108
UCD C00-C97 (Malignant neoplasms),2013,53,6964
UCD C00-C97 (Malignant neoplasms),2013,54,7659
UCD C00-C97 (Malignant neoplasms),2013,55,8413
UCD C00-C97 (Malignant neoplasms),2013,56,9177
UCD C00-C97 (Malignant neoplasms),2013,57,9892
UCD C00-C97 (Malignant neoplasms),2013,58,10645
UCD C00-C97 (Malignant neoplasms),2013,59,10978
UCD C00-C97 (Malignant neoplasms),2013,60,11684
UCD C00-C97 (Malignant neoplasms),2013,61,12077
UCD C00-C97 (Malignant neoplasms),2013,62,12693
UCD C00-C97 (Malignant neoplasms),2013,63,13473
UCD C00-C97 (Malignant neoplasms),2013,64,14292
UCD C00-C97 (Malignant neoplasms),2013,65,15190
UCD C00-C97 (Malignant neoplasms),2013,66,16752
UCD C00-C97 (Malignant neoplasms),2013,67,14142
UCD C00-C97 (Malignant neoplasms),2013,68,14379
UCD C00-C97 (Malignant neoplasms),2013,69,15579
UCD C00-C97 (Malignant neoplasms),2013,70,16854
UCD C00-C97 (Malignant neoplasms),2013,71,15975
UCD C00-C97 (Malignant neoplasms),2013,72,15588
UCD C00-C97 (Malignant neoplasms),2013,73,15388
UCD C00-C97 (Malignant neoplasms),2013,74,15705
UCD C00-C97 (Malignant neoplasms),2013,75,15856
UCD C00-C97 (Malignant neoplasms),2013,76,15496
UCD C00-C97 (Malignant neoplasms),2013,77,15759
UCD C00-C97 (Malignant neoplasms),2013,78,15608
UCD C00-C97 (Malignant neoplasms),2013,79,14882
UCD C00-C97 (Malignant neoplasms),2013,80,15201
