cause,year,age,dead
UCD C00-C97 (Malignant neoplasms),2007,92,4768
UCD C00-C97 (Malignant neoplasms),2007,93,3869
UCD C00-C97 (Malignant neoplasms),2007,94,2979
UCD C00-C97 (Malignant neoplasms),2007,95,2313
UCD C00-C97 (Malignant neoplasms),2007,96,1656
UCD C00-C97 (Malignant neoplasms),2007,97,1117
UCD C00-C97 (Malignant neoplasms),2007,98,782
UCD C00-C97 (Malignant neoplasms),2007,99,506
UCD C00-C97 (Malignant neoplasms),2007,100,836
UCD C00-C97 (Malignant neoplasms),2008,0,70
UCD C00-C97 (Malignant neoplasms),2008,1,82
UCD C00-C97 (Malignant neoplasms),2008,2,100
UCD C00-C97 (Malignant neoplasms),2008,3,101
UCD C00-C97 (Malignant neoplasms),2008,4,111
UCD C00-C97 (Malignant neoplasms),2008,5,100
UCD C00-C97 (Malignant neoplasms),2008,6,88
UCD C00-C97 (Malignant neoplasms),2008,7,96
UCD C00-C97 (Malignant neoplasms),2008,8,91
UCD C00-C97 (Malignant neoplasms),2008,9,82
UCD C00-C97 (Malignant neoplasms),2008,10,82
UCD C00-C97 (Malignant neoplasms),2008,11,82
UCD C00-C97 (Malignant neoplasms),2008,12,86
UCD C00-C97 (Malignant neoplasms),2008,13,94
UCD C00-C97 (Malignant neoplasms),2008,14,89
UCD C00-C97 (Malignant neoplasms),2008,15,124
UCD C00-C97 (Malignant neoplasms),2008,16,135
UCD C00-C97 (Malignant neoplasms),2008,17,137
UCD C00-C97 (Malignant neoplasms),2008,18,137
UCD C00-C97 (Malignant neoplasms),2008,19,152
UCD C00-C97 (Malignant neoplasms),2008,20,161
UCD C00-C97 (Malignant neoplasms),2008,21,195
UCD C00-C97 (Malignant neoplasms),2008,22,184
UCD C00-C97 (Malignant neoplasms),2008,23,218
UCD C00-C97 (Malignant neoplasms),2008,24,220
UCD C00-C97 (Malignant neoplasms),2008,25,236
UCD C00-C97 (Malignant neoplasms),2008,26,223
UCD C00-C97 (Malignant neoplasms),2008,27,304
UCD C00-C97 (Malignant neoplasms),2008,28,304
UCD C00-C97 (Malignant neoplasms),2008,29,355
UCD C00-C97 (Malignant neoplasms),2008,30,340
UCD C00-C97 (Malignant neoplasms),2008,31,376
UCD C00-C97 (Malignant neoplasms),2008,32,404
UCD C00-C97 (Malignant neoplasms),2008,33,456
UCD C00-C97 (Malignant neoplasms),2008,34,523
UCD C00-C97 (Malignant neoplasms),2008,35,584
UCD C00-C97 (Malignant neoplasms),2008,36,709
UCD C00-C97 (Malignant neoplasms),2008,37,890
UCD C00-C97 (Malignant neoplasms),2008,38,975
UCD C00-C97 (Malignant neoplasms),2008,39,1042
UCD C00-C97 (Malignant neoplasms),2008,40,1167
UCD C00-C97 (Malignant neoplasms),2008,41,1413
UCD C00-C97 (Malignant neoplasms),2008,42,1606
UCD C00-C97 (Malignant neoplasms),2008,43,2013
UCD C00-C97 (Malignant neoplasms),2008,44,2300
UCD C00-C97 (Malignant neoplasms),2008,45,2799
UCD C00-C97 (Malignant neoplasms),2008,46,3152
UCD C00-C97 (Malignant neoplasms),2008,47,3748
UCD C00-C97 (Malignant neoplasms),2008,48,4119
UCD C00-C97 (Malignant neoplasms),2008,49,4767
UCD C00-C97 (Malignant neoplasms),2008,50,5344
UCD C00-C97 (Malignant neoplasms),2008,51,5843
UCD C00-C97 (Malignant neoplasms),2008,52,6348
UCD C00-C97 (Malignant neoplasms),2008,53,6744
UCD C00-C97 (Malignant neoplasms),2008,54,7539
UCD C00-C97 (Malignant neoplasms),2008,55,8008
