age,month,state,dead
0-54,2020-03,Arizona,13
0-54,2020-03,California,38
0-54,2020-03,Connecticut,10
0-54,2020-03,Florida,13
0-54,2020-03,Georgia,28
0-54,2020-03,Illinois,32
0-54,2020-03,Indiana,10
0-54,2020-03,Louisiana,55
0-54,2020-03,Michigan,89
0-54,2020-03,New Jersey,68
0-54,2020-03,New York,368
0-54,2020-03,Texas,13
0-54,2020-04,Alabama,23
0-54,2020-04,Arizona,33
0-54,2020-04,California,197
0-54,2020-04,Colorado,45
0-54,2020-04,Connecticut,77
0-54,2020-04,Delaware,16
0-54,2020-04,District of Columbia,18
0-54,2020-04,Florida,82
0-54,2020-04,Georgia,85
0-54,2020-04,Illinois,217
0-54,2020-04,Indiana,45
0-54,2020-04,Iowa,17
0-54,2020-04,Kentucky,11
0-54,2020-04,Louisiana,123
0-54,2020-04,Maryland,100
0-54,2020-04,Massachusetts,92
0-54,2020-04,Michigan,242
0-54,2020-04,Mississippi,23
0-54,2020-04,Missouri,18
0-54,2020-04,Nevada,21
0-54,2020-04,New Jersey,693
0-54,2020-04,New Mexico,20
0-54,2020-04,New York,1870
0-54,2020-04,North Carolina,29
0-54,2020-04,Ohio,45
0-54,2020-04,Oklahoma,11
0-54,2020-04,Pennsylvania,128
0-54,2020-04,South Carolina,14
0-54,2020-04,Tennessee,13
0-54,2020-04,Texas,105
0-54,2020-04,Virginia,45
0-54,2020-04,Washington,36
0-54,2020-04,Wisconsin,24
0-54,2020-05,Alabama,41
0-54,2020-05,Arizona,71
0-54,2020-05,California,188
0-54,2020-05,Colorado,30
0-54,2020-05,Connecticut,36
0-54,2020-05,Delaware,19
0-54,2020-05,District of Columbia,17
0-54,2020-05,Florida,51
0-54,2020-05,Georgia,61
0-54,2020-05,Illinois,250
0-54,2020-05,Indiana,38
0-54,2020-05,Iowa,20
0-54,2020-05,Kansas,14
0-54,2020-05,Louisiana,55
0-54,2020-05,Maryland,131
0-54,2020-05,Massachusetts,77
0-54,2020-05,Michigan,77
0-54,2020-05,Minnesota,29
0-54,2020-05,Mississippi,41
0-54,2020-05,Missouri,12
0-54,2020-05,Nevada,14
0-54,2020-05,New Jersey,223
0-54,2020-05,New Mexico,35
0-54,2020-05,New York,407
0-54,2020-05,North Carolina,48
0-54,2020-05,Ohio,37
0-54,2020-05,Pennsylvania,97
0-54,2020-05,Rhode Island,12
0-54,2020-05,South Carolina,10
0-54,2020-05,Tennessee,20
0-54,2020-05,Texas,103
0-54,2020-05,Virginia,38
0-54,2020-05,Washington,14
0-54,2020-05,Wisconsin,22
0-54,2020-06,Alabama,44
0-54,2020-06,Arizona,112
0-54,2020-06,Arkansas,30
0-54,2020-06,California,236
0-54,2020-06,Colorado,14
0-54,2020-06,Connecticut,11
0-54,2020-06,District of Columbia,14
0-54,2020-06,Florida,73
0-54,2020-06,Georgia,56
0-54,2020-06,Illinois,94
0-54,2020-06,Indiana,22
0-54,2020-06,Kentucky,17
0-54,2020-06,Louisiana,26
0-54,2020-06,Maryland,74
0-54,2020-06,Massachusetts,27
0-54,2020-06,Michigan,17
0-54,2020-06,Minnesota,21
0-54,2020-06,Mississippi,40
0-54,2020-06,Missouri,15
0-54,2020-06,Nebraska,20
0-54,2020-06,Nevada,10
0-54,2020-06,New Jersey,53
0-54,2020-06,New Mexico,19
0-54,2020-06,New York,85
0-54,2020-06,North Carolina,58
0-54,2020-06,Ohio,25
0-54,2020-06,Pennsylvania,36
0-54,2020-06,South Carolina,27
0-54,2020-06,Tennessee,18
0-54,2020-06,Texas,228
0-54,2020-06,Virginia,38
0-54,2020-06,Washington,11
0-54,2020-06,Wisconsin,10
0-54,2020-07,Alabama,71
0-54,2020-07,Arizona,249
0-54,2020-07,Arkansas,24
0-54,2020-07,California,499
0-54,2020-07,Colorado,14
0-54,2020-07,Florida,346
0-54,2020-07,Georgia,156
0-54,2020-07,Illinois,48
0-54,2020-07,Indiana,14
0-54,2020-07,Kansas,13
0-54,2020-07,Louisiana,73
0-54,2020-07,Maryland,28
0-54,2020-07,Michigan,19
0-54,2020-07,Minnesota,12
0-54,2020-07,Mississippi,67
0-54,2020-07,Missouri,16
0-54,2020-07,Nevada,46
0-54,2020-07,New Jersey,21
0-54,2020-07,New Mexico,22
0-54,2020-07,New York,30
0-54,2020-07,North Carolina,58
0-54,2020-07,Ohio,35
0-54,2020-07,Oklahoma,22
0-54,2020-07,Pennsylvania,25
0-54,2020-07,South Carolina,64
0-54,2020-07,Tennessee,57
0-54,2020-07,Texas,898
0-54,2020-07,Utah,15
0-54,2020-07,Virginia,33
0-54,2020-07,Washington,24
0-54,2020-07,Wisconsin,14
0-54,2020-08,Alabama,90
0-54,2020-08,Arizona,101
0-54,2020-08,Arkansas,32
0-54,2020-08,California,408
0-54,2020-08,Florida,246
0-54,2020-08,Georgia,161
0-54,2020-08,Illinois,41
0-54,2020-08,Indiana,21
0-54,2020-08,Iowa,11
0-54,2020-08,Kansas,12
0-54,2020-08,Kentucky,12
0-54,2020-08,Louisiana,51
0-54,2020-08,Maryland,31
0-54,2020-08,Minnesota,10
0-54,2020-08,Mississippi,77
0-54,2020-08,Missouri,24
0-54,2020-08,Nevada,59
0-54,2020-08,New Jersey,14
0-54,2020-08,New Mexico,17
0-54,2020-08,New York,23
0-54,2020-08,North Carolina,54
0-54,2020-08,Ohio,22
0-54,2020-08,Oklahoma,18
0-54,2020-08,Pennsylvania,18
0-54,2020-08,South Carolina,58
0-54,2020-08,Tennessee,53
0-54,2020-08,Texas,607
0-54,2020-08,Virginia,33
0-54,2020-08,Washington,22
0-54,2020-08,Wisconsin,11
0-54,2020-09,Alabama,44
0-54,2020-09,Arizona,38
0-54,2020-09,Arkansas,26
0-54,2020-09,California,202
0-54,2020-09,Florida,119
0-54,2020-09,Georgia,74
0-54,2020-09,Illinois,26
0-54,2020-09,Indiana,13
0-54,2020-09,Iowa,13
0-54,2020-09,Kansas,11
0-54,2020-09,Kentucky,12
0-54,2020-09,Louisiana,28
0-54,2020-09,Maryland,13
0-54,2020-09,Michigan,14
0-54,2020-09,Mississippi,35
0-54,2020-09,Missouri,27
0-54,2020-09,Montana,12
0-54,2020-09,Nevada,28
0-54,2020-09,New York,11
0-54,2020-09,North Carolina,48
0-54,2020-09,Ohio,24
0-54,2020-09,Oklahoma,17
0-54,2020-09,Pennsylvania,15
0-54,2020-09,South Carolina,36
0-54,2020-09,Tennessee,40
0-54,2020-09,Texas,287
0-54,2020-09,Virginia,24
0-54,2020-09,Wisconsin,15
0-54,2020-10,Alabama,37
0-54,2020-10,Arizona,26
0-54,2020-10,Arkansas,27
0-54,2020-10,California,162
0-54,2020-10,Colorado,15
0-54,2020-10,Florida,90
0-54,2020-10,Georgia,58
0-54,2020-10,Illinois,50
0-54,2020-10,Indiana,39
0-54,2020-10,Iowa,16
0-54,2020-10,Kansas,13
0-54,2020-10,Kentucky,18
0-54,2020-10,Louisiana,30
0-54,2020-10,Maryland,16
0-54,2020-10,Michigan,27
0-54,2020-10,Minnesota,18
0-54,2020-10,Mississippi,23
0-54,2020-10,Missouri,38
0-54,2020-10,Montana,19
0-54,2020-10,Nebraska,12
0-54,2020-10,Nevada,24
0-54,2020-10,New Jersey,16
0-54,2020-10,New Mexico,25
0-54,2020-10,New York,18
0-54,2020-10,North Carolina,42
0-54,2020-10,North Dakota,14
0-54,2020-10,Ohio,30
0-54,2020-10,Oklahoma,40
0-54,2020-10,Pennsylvania,24
0-54,2020-10,South Carolina,30
0-54,2020-10,Tennessee,43
0-54,2020-10,Texas,261
0-54,2020-10,Utah,18
0-54,2020-10,Virginia,26
0-54,2020-10,Wisconsin,34
0-54,2020-11,Alabama,52
0-54,2020-11,Arizona,68
0-54,2020-11,Arkansas,26
0-54,2020-11,California,252
0-54,2020-11,Colorado,60
0-54,2020-11,Connecticut,24
0-54,2020-11,Florida,70
0-54,2020-11,Georgia,65
0-54,2020-11,Idaho,11
0-54,2020-11,Illinois,162
0-54,2020-11,Indiana,51
0-54,2020-11,Iowa,42
0-54,2020-11,Kansas,41
0-54,2020-11,Kentucky,40
0-54,2020-11,Louisiana,33
0-54,2020-11,Maryland,37
0-54,2020-11,Massachusetts,16
0-54,2020-11,Michigan,83
0-54,2020-11,Minnesota,36
0-54,2020-11,Mississippi,38
0-54,2020-11,Missouri,77
0-54,2020-11,Montana,21
0-54,2020-11,Nebraska,31
0-54,2020-11,Nevada,46
0-54,2020-11,New Jersey,71
0-54,2020-11,New Mexico,103
0-54,2020-11,New York,60
0-54,2020-11,North Carolina,63
0-54,2020-11,North Dakota,14
0-54,2020-11,Ohio,105
0-54,2020-11,Oklahoma,75
0-54,2020-11,Oregon,11
0-54,2020-11,Pennsylvania,77
0-54,2020-11,South Carolina,29
0-54,2020-11,South Dakota,17
0-54,2020-11,Tennessee,77
0-54,2020-11,Texas,457
0-54,2020-11,Utah,37
0-54,2020-11,Virginia,23
0-54,2020-11,Washington,29
0-54,2020-11,West Virginia,12
0-54,2020-11,Wisconsin,56
0-54,2020-11,Wyoming,12
0-54,2020-12,Alabama,124
0-54,2020-12,Arizona,222
0-54,2020-12,Arkansas,60
0-54,2020-12,California,1298
0-54,2020-12,Colorado,69
0-54,2020-12,Connecticut,42
0-54,2020-12,District of Columbia,17
0-54,2020-12,Florida,153
0-54,2020-12,Georgia,137
0-54,2020-12,Idaho,17
0-54,2020-12,Illinois,212
0-54,2020-12,Indiana,106
0-54,2020-12,Iowa,34
0-54,2020-12,Kansas,75
0-54,2020-12,Kentucky,58
0-54,2020-12,Louisiana,68
0-54,2020-12,Maryland,77
0-54,2020-12,Massachusetts,35
0-54,2020-12,Michigan,115
0-54,2020-12,Minnesota,51
0-54,2020-12,Mississippi,78
0-54,2020-12,Missouri,66
0-54,2020-12,Montana,14
0-54,2020-12,Nebraska,23
0-54,2020-12,Nevada,108
0-54,2020-12,New Jersey,146
0-54,2020-12,New Mexico,121
0-54,2020-12,New York,138
0-54,2020-12,North Carolina,127
0-54,2020-12,Ohio,187
0-54,2020-12,Oklahoma,121
0-54,2020-12,Oregon,22
0-54,2020-12,Pennsylvania,172
0-54,2020-12,Rhode Island,12
0-54,2020-12,South Carolina,60
0-54,2020-12,South Dakota,19
0-54,2020-12,Tennessee,151
0-54,2020-12,Texas,672
0-54,2020-12,Utah,35
0-54,2020-12,Virginia,63
0-54,2020-12,Washington,45
0-54,2020-12,West Virginia,34
0-54,2020-12,Wisconsin,55
0-54,2021-01,Alabama,172
0-54,2021-01,Arizona,342
0-54,2021-01,Arkansas,54
0-54,2021-01,California,2018
0-54,2021-01,Colorado,37
0-54,2021-01,Connecticut,37
0-54,2021-01,Delaware,17
0-54,2021-01,Florida,224
0-54,2021-01,Georgia,290
0-54,2021-01,Idaho,10
0-54,2021-01,Illinois,133
0-54,2021-01,Indiana,76
0-54,2021-01,Iowa,21
0-54,2021-01,Kansas,41
0-54,2021-01,Kentucky,50
0-54,2021-01,Louisiana,73
0-54,2021-01,Maryland,84
0-54,2021-01,Massachusetts,50
0-54,2021-01,Michigan,67
0-54,2021-01,Minnesota,21
0-54,2021-01,Mississippi,84
0-54,2021-01,Missouri,51
0-54,2021-01,Nebraska,11
0-54,2021-01,Nevada,92
0-54,2021-01,New Jersey,148
0-54,2021-01,New Mexico,92
0-54,2021-01,New York,281
0-54,2021-01,North Carolina,182
0-54,2021-01,Ohio,135
0-54,2021-01,Oklahoma,148
0-54,2021-01,Oregon,20
0-54,2021-01,Pennsylvania,155
0-54,2021-01,South Carolina,116
0-54,2021-01,Tennessee,144
0-54,2021-01,Texas,901
0-54,2021-01,Utah,42
0-54,2021-01,Virginia,98
0-54,2021-01,Washington,38
0-54,2021-01,West Virginia,30
0-54,2021-01,Wisconsin,35
0-54,2021-02,Alabama,83
0-54,2021-02,Arizona,134
0-54,2021-02,Arkansas,33
0-54,2021-02,California,761
0-54,2021-02,Colorado,16
0-54,2021-02,Connecticut,26
0-54,2021-02,Florida,172
0-54,2021-02,Georgia,124
0-54,2021-02,Illinois,84
0-54,2021-02,Indiana,30
0-54,2021-02,Kansas,21
0-54,2021-02,Kentucky,26
0-54,2021-02,Louisiana,38
0-54,2021-02,Maryland,50
0-54,2021-02,Massachusetts,26
0-54,2021-02,Michigan,32
0-54,2021-02,Mississippi,45
0-54,2021-02,Missouri,24
0-54,2021-02,Nevada,48
0-54,2021-02,New Jersey,107
0-54,2021-02,New Mexico,24
0-54,2021-02,New York,209
0-54,2021-02,North Carolina,98
0-54,2021-02,Ohio,52
0-54,2021-02,Oklahoma,55
0-54,2021-02,Pennsylvania,79
0-54,2021-02,South Carolina,69
0-54,2021-02,Tennessee,62
0-54,2021-02,Texas,606
0-54,2021-02,Utah,14
0-54,2021-02,Virginia,81
0-54,2021-02,Washington,27
0-54,2021-02,West Virginia,15
0-54,2021-02,Wisconsin,20
0-54,2021-03,Alabama,40
0-54,2021-03,Arizona,43
0-54,2021-03,Arkansas,17
0-54,2021-03,California,284
0-54,2021-03,Colorado,25
0-54,2021-03,Connecticut,21
0-54,2021-03,Florida,134
0-54,2021-03,Georgia,81
0-54,2021-03,Illinois,61
0-54,2021-03,Indiana,21
0-54,2021-03,Iowa,10
0-54,2021-03,Kansas,10
0-54,2021-03,Kentucky,21
0-54,2021-03,Louisiana,37
0-54,2021-03,Maryland,59
0-54,2021-03,Massachusetts,24
0-54,2021-03,Michigan,50
0-54,2021-03,Mississippi,31
0-54,2021-03,Missouri,16
0-54,2021-03,Nevada,15
0-54,2021-03,New Jersey,95
0-54,2021-03,New Mexico,19
0-54,2021-03,New York,215
0-54,2021-03,North Carolina,37
0-54,2021-03,Ohio,45
0-54,2021-03,Oklahoma,27
0-54,2021-03,Oregon,10
0-54,2021-03,Pennsylvania,69
0-54,2021-03,South Carolina,43
0-54,2021-03,Tennessee,46
0-54,2021-03,Texas,346
0-54,2021-03,Virginia,45
0-54,2021-03,Washington,20
0-54,2021-03,West Virginia,10
0-54,2021-04,Alabama,36
0-54,2021-04,Arizona,35
0-54,2021-04,Arkansas,12
0-54,2021-04,California,127
0-54,2021-04,Colorado,29
0-54,2021-04,Connecticut,18
0-54,2021-04,District of Columbia,10
0-54,2021-04,Florida,161
0-54,2021-04,Georgia,56
0-54,2021-04,Illinois,112
0-54,2021-04,Indiana,22
0-54,2021-04,Kentucky,28
0-54,2021-04,Louisiana,29
0-54,2021-04,Maryland,68
0-54,2021-04,Massachusetts,34
0-54,2021-04,Michigan,243
0-54,2021-04,Minnesota,34
0-54,2021-04,Mississippi,17
0-54,2021-04,Missouri,18
0-54,2021-04,Nevada,30
0-54,2021-04,New Jersey,109
0-54,2021-04,New Mexico,11
0-54,2021-04,New York,201
0-54,2021-04,North Carolina,62
0-54,2021-04,Ohio,61
0-54,2021-04,Oklahoma,30
0-54,2021-04,Pennsylvania,104
0-54,2021-04,South Carolina,55
0-54,2021-04,Tennessee,51
0-54,2021-04,Texas,268
0-54,2021-04,Utah,10
0-54,2021-04,Virginia,68
0-54,2021-04,Washington,23
0-54,2021-04,West Virginia,18
0-54,2021-04,Wisconsin,20
0-54,2021-05,Alabama,30
0-54,2021-05,Arizona,37
0-54,2021-05,Arkansas,10
0-54,2021-05,California,101
0-54,2021-05,Colorado,42
0-54,2021-05,Connecticut,21
0-54,2021-05,Florida,149
0-54,2021-05,Georgia,57
0-54,2021-05,Illinois,99
0-54,2021-05,Indiana,33
0-54,2021-05,Kansas,15
0-54,2021-05,Kentucky,14
0-54,2021-05,Louisiana,31
0-54,2021-05,Maryland,50
0-54,2021-05,Massachusetts,28
0-54,2021-05,Michigan,200
0-54,2021-05,Minnesota,24
0-54,2021-05,Mississippi,32
0-54,2021-05,Missouri,20
0-54,2021-05,Nevada,18
0-54,2021-05,New Jersey,60
0-54,2021-05,New Mexico,14
0-54,2021-05,New York,90
0-54,2021-05,North Carolina,69
0-54,2021-05,Ohio,65
0-54,2021-05,Oklahoma,11
0-54,2021-05,Oregon,27
0-54,2021-05,Pennsylvania,91
0-54,2021-05,South Carolina,34
0-54,2021-05,Tennessee,63
0-54,2021-05,Texas,243
0-54,2021-05,Utah,10
0-54,2021-05,Virginia,44
0-54,2021-05,Washington,43
0-54,2021-05,West Virginia,13
0-54,2021-05,Wisconsin,19
0-54,2021-06,Alabama,18
0-54,2021-06,Arizona,31
0-54,2021-06,Arkansas,26
0-54,2021-06,California,74
0-54,2021-06,Colorado,17
0-54,2021-06,Florida,114
0-54,2021-06,Georgia,35
0-54,2021-06,Illinois,56
0-54,2021-06,Indiana,26
0-54,2021-06,Kansas,11
0-54,2021-06,Kentucky,23
0-54,2021-06,Louisiana,25
0-54,2021-06,Maryland,15
0-54,2021-06,Michigan,45
0-54,2021-06,Minnesota,15
0-54,2021-06,Mississippi,12
0-54,2021-06,Missouri,47
0-54,2021-06,Nevada,21
0-54,2021-06,New Jersey,31
0-54,2021-06,New Mexico,12
0-54,2021-06,New York,35
0-54,2021-06,North Carolina,49
0-54,2021-06,Ohio,33
0-54,2021-06,Oklahoma,19
0-54,2021-06,Oregon,12
0-54,2021-06,Pennsylvania,35
0-54,2021-06,South Carolina,16
0-54,2021-06,Tennessee,23
0-54,2021-06,Texas,159
0-54,2021-06,Utah,23
0-54,2021-06,Virginia,25
0-54,2021-06,Washington,28
0-54,2021-07,Alabama,57
0-54,2021-07,Arizona,55
0-54,2021-07,Arkansas,74
0-54,2021-07,California,177
0-54,2021-07,Colorado,21
0-54,2021-07,Florida,372
0-54,2021-07,Georgia,57
0-54,2021-07,Illinois,35
0-54,2021-07,Indiana,23
0-54,2021-07,Kansas,29
0-54,2021-07,Kentucky,31
0-54,2021-07,Louisiana,90
0-54,2021-07,Maryland,18
0-54,2021-07,Michigan,16
0-54,2021-07,Mississippi,50
0-54,2021-07,Missouri,123
0-54,2021-07,Nebraska,12
0-54,2021-07,Nevada,84
0-54,2021-07,New Jersey,17
0-54,2021-07,New Mexico,10
0-54,2021-07,New York,24
0-54,2021-07,North Carolina,59
0-54,2021-07,Ohio,22
0-54,2021-07,Oklahoma,51
0-54,2021-07,Oregon,10
0-54,2021-07,Pennsylvania,21
0-54,2021-07,South Carolina,23
0-54,2021-07,Tennessee,53
0-54,2021-07,Texas,312
0-54,2021-07,Utah,31
0-54,2021-07,Virginia,15
0-54,2021-07,Washington,17
0-54,2021-08,Alabama,420
0-54,2021-08,Alaska,27
0-54,2021-08,Arizona,207
0-54,2021-08,Arkansas,194
0-54,2021-08,California,827
0-54,2021-08,Colorado,52
0-54,2021-08,Connecticut,19
0-54,2021-08,Florida,1977
0-54,2021-08,Georgia,666
0-54,2021-08,Hawaii,48
0-54,2021-08,Idaho,24
0-54,2021-08,Illinois,122
0-54,2021-08,Indiana,98
0-54,2021-08,Iowa,26
0-54,2021-08,Kansas,62
0-54,2021-08,Kentucky,149
0-54,2021-08,Louisiana,373
0-54,2021-08,Maryland,61
0-54,2021-08,Massachusetts,12
0-54,2021-08,Michigan,60
0-54,2021-08,Minnesota,22
0-54,2021-08,Mississippi,290
0-54,2021-08,Missouri,249
0-54,2021-08,Montana,14
0-54,2021-08,Nebraska,22
0-54,2021-08,Nevada,160
0-54,2021-08,New Jersey,54
0-54,2021-08,New Mexico,66
0-54,2021-08,New York,108
0-54,2021-08,North Carolina,319
0-54,2021-08,Ohio,119
0-54,2021-08,Oklahoma,228
0-54,2021-08,Oregon,82
0-54,2021-08,Pennsylvania,76
0-54,2021-08,South Carolina,260
0-54,2021-08,South Dakota,10
0-54,2021-08,Tennessee,331
0-54,2021-08,Texas,1979
0-54,2021-08,Utah,60
0-54,2021-08,Virginia,82
0-54,2021-08,Washington,112
0-54,2021-08,West Virginia,29
0-54,2021-08,Wisconsin,46
0-54,2021-08,Wyoming,17
0-54,2021-09,Alabama,463
0-54,2021-09,Alaska,29
0-54,2021-09,Arizona,296
0-54,2021-09,Arkansas,152
0-54,2021-09,California,972
0-54,2021-09,Colorado,63
0-54,2021-09,Connecticut,23
0-54,2021-09,Delaware,18
0-54,2021-09,Florida,1492
0-54,2021-09,Georgia,892
0-54,2021-09,Hawaii,61
0-54,2021-09,Idaho,90
0-54,2021-09,Illinois,204
0-54,2021-09,Indiana,212
0-54,2021-09,Iowa,50
0-54,2021-09,Kansas,111
0-54,2021-09,Kentucky,307
0-54,2021-09,Louisiana,281
0-54,2021-09,Maine,14
0-54,2021-09,Maryland,79
0-54,2021-09,Massachusetts,39
0-54,2021-09,Michigan,112
0-54,2021-09,Minnesota,46
0-54,2021-09,Mississippi,246
0-54,2021-09,Missouri,152
0-54,2021-09,Montana,38
0-54,2021-09,Nebraska,21
0-54,2021-09,Nevada,154
0-54,2021-09,New Jersey,82
0-54,2021-09,New Mexico,98
0-54,2021-09,New York,173
0-54,2021-09,North Carolina,545
0-54,2021-09,North Dakota,13
0-54,2021-09,Ohio,364
0-54,2021-09,Oklahoma,279
0-54,2021-09,Oregon,141
0-54,2021-09,Pennsylvania,194
0-54,2021-09,South Carolina,404
0-54,2021-09,South Dakota,14
0-54,2021-09,Tennessee,649
0-54,2021-09,Texas,2420
0-54,2021-09,Utah,59
0-54,2021-09,Virginia,205
0-54,2021-09,Washington,201
0-54,2021-09,West Virginia,122
0-54,2021-09,Wisconsin,88
0-54,2021-09,Wyoming,30
0-54,2021-10,Alabama,193
0-54,2021-10,Alaska,44
0-54,2021-10,Arizona,226
0-54,2021-10,Arkansas,71
0-54,2021-10,California,579
0-54,2021-10,Colorado,103
0-54,2021-10,Connecticut,16
0-54,2021-10,Delaware,17
0-54,2021-10,Florida,471
0-54,2021-10,Georgia,340
0-54,2021-10,Hawaii,15
0-54,2021-10,Idaho,75
0-54,2021-10,Illinois,123
0-54,2021-10,Indiana,133
0-54,2021-10,Iowa,62
0-54,2021-10,Kansas,53
0-54,2021-10,Kentucky,185
0-54,2021-10,Louisiana,87
0-54,2021-10,Maine,12
0-54,2021-10,Maryland,80
0-54,2021-10,Massachusetts,43
0-54,2021-10,Michigan,188
0-54,2021-10,Minnesota,61
0-54,2021-10,Mississippi,77
0-54,2021-10,Missouri,105
0-54,2021-10,Montana,58
0-54,2021-10,Nebraska,44
0-54,2021-10,Nevada,105
0-54,2021-10,New Hampshire,15
0-54,2021-10,New Jersey,74
0-54,2021-10,New Mexico,102
0-54,2021-10,New York,152
0-54,2021-10,North Carolina,308
0-54,2021-10,North Dakota,15
0-54,2021-10,Ohio,375
0-54,2021-10,Oklahoma,144
0-54,2021-10,Oregon,78
0-54,2021-10,Pennsylvania,248
0-54,2021-10,Rhode Island,10
0-54,2021-10,South Carolina,210
0-54,2021-10,Tennessee,290
0-54,2021-10,Texas,1102
0-54,2021-10,Utah,67
0-54,2021-10,Virginia,191
0-54,2021-10,Washington,128
0-54,2021-10,West Virginia,127
0-54,2021-10,Wisconsin,116
0-54,2021-10,Wyoming,24
0-54,2021-11,Alabama,55
0-54,2021-11,Alaska,23
0-54,2021-11,Arizona,264
0-54,2021-11,Arkansas,28
0-54,2021-11,California,464
0-54,2021-11,Colorado,167
0-54,2021-11,Connecticut,25
0-54,2021-11,Delaware,12
0-54,2021-11,Florida,118
0-54,2021-11,Georgia,100
0-54,2021-11,Idaho,43
0-54,2021-11,Illinois,111
0-54,2021-11,Indiana,115
0-54,2021-11,Iowa,49
0-54,2021-11,Kansas,47
0-54,2021-11,Kentucky,78
0-54,2021-11,Louisiana,29
0-54,2021-11,Maine,24
0-54,2021-11,Maryland,39
0-54,2021-11,Massachusetts,29
0-54,2021-11,Michigan,289
0-54,2021-11,Minnesota,86
0-54,2021-11,Mississippi,28
0-54,2021-11,Missouri,60
0-54,2021-11,Montana,27
0-54,2021-11,Nebraska,33
0-54,2021-11,Nevada,82
0-54,2021-11,New Hampshire,19
0-54,2021-11,New Jersey,33
0-54,2021-11,New Mexico,128
0-54,2021-11,New York,154
0-54,2021-11,North Carolina,108
0-54,2021-11,North Dakota,17
0-54,2021-11,Ohio,312
0-54,2021-11,Oklahoma,76
0-54,2021-11,Oregon,48
0-54,2021-11,Pennsylvania,250
0-54,2021-11,South Carolina,78
0-54,2021-11,South Dakota,19
0-54,2021-11,Tennessee,114
0-54,2021-11,Texas,413
0-54,2021-11,Utah,63
0-54,2021-11,Virginia,78
0-54,2021-11,Washington,88
0-54,2021-11,West Virginia,57
0-54,2021-11,Wisconsin,107
0-54,2021-11,Wyoming,23
0-54,2021-12,Alabama,51
0-54,2021-12,Alaska,10
0-54,2021-12,Arizona,351
0-54,2021-12,Arkansas,46
0-54,2021-12,California,433
0-54,2021-12,Colorado,157
0-54,2021-12,Connecticut,59
0-54,2021-12,Delaware,19
0-54,2021-12,Florida,102
0-54,2021-12,Georgia,114
0-54,2021-12,Idaho,26
0-54,2021-12,Illinois,269
0-54,2021-12,Indiana,229
0-54,2021-12,Iowa,66
0-54,2021-12,Kansas,89
0-54,2021-12,Kentucky,110
0-54,2021-12,Louisiana,27
0-54,2021-12,Maine,30
0-54,2021-12,Maryland,99
0-54,2021-12,Massachusetts,69
0-54,2021-12,Michigan,486
0-54,2021-12,Minnesota,137
0-54,2021-12,Mississippi,34
0-54,2021-12,Missouri,148
0-54,2021-12,Montana,10
0-54,2021-12,Nebraska,39
0-54,2021-12,Nevada,76
0-54,2021-12,New Hampshire,32
0-54,2021-12,New Jersey,111
0-54,2021-12,New Mexico,165
0-54,2021-12,New York,258
0-54,2021-12,North Carolina,142
0-54,2021-12,North Dakota,17
0-54,2021-12,Ohio,488
0-54,2021-12,Oklahoma,111
0-54,2021-12,Oregon,40
0-54,2021-12,Pennsylvania,395
0-54,2021-12,Rhode Island,23
0-54,2021-12,South Carolina,71
0-54,2021-12,South Dakota,21
0-54,2021-12,Tennessee,138
0-54,2021-12,Texas,425
0-54,2021-12,Utah,57
0-54,2021-12,Virginia,110
0-54,2021-12,Washington,79
0-54,2021-12,West Virginia,62
0-54,2021-12,Wisconsin,174
0-54,2021-12,Wyoming,12
0-54,2022-01,Alabama,116
0-54,2022-01,Arizona,247
0-54,2022-01,Arkansas,73
0-54,2022-01,California,786
0-54,2022-01,Colorado,106
0-54,2022-01,Connecticut,71
0-54,2022-01,Delaware,33
0-54,2022-01,District of Columbia,11
0-54,2022-01,Florida,265
0-54,2022-01,Georgia,234
0-54,2022-01,Hawaii,13
0-54,2022-01,Idaho,32
0-54,2022-01,Illinois,355
0-54,2022-01,Indiana,249
0-54,2022-01,Iowa,74
0-54,2022-01,Kansas,118
0-54,2022-01,Kentucky,152
0-54,2022-01,Louisiana,97
0-54,2022-01,Maine,24
0-54,2022-01,Maryland,183
0-54,2022-01,Massachusetts,120
0-54,2022-01,Michigan,285
0-54,2022-01,Minnesota,111
0-54,2022-01,Mississippi,129
0-54,2022-01,Missouri,224
0-54,2022-01,Nebraska,29
0-54,2022-01,Nevada,102
0-54,2022-01,New Hampshire,15
0-54,2022-01,New Jersey,203
0-54,2022-01,New Mexico,117
0-54,2022-01,New York,398
0-54,2022-01,North Carolina,280
0-54,2022-01,North Dakota,13
0-54,2022-01,Ohio,434
0-54,2022-01,Oklahoma,163
0-54,2022-01,Oregon,34
0-54,2022-01,Pennsylvania,386
0-54,2022-01,Rhode Island,27
0-54,2022-01,South Carolina,130
0-54,2022-01,South Dakota,17
0-54,2022-01,Tennessee,218
0-54,2022-01,Texas,719
0-54,2022-01,Utah,59
0-54,2022-01,Virginia,212
0-54,2022-01,Washington,105
0-54,2022-01,West Virginia,57
0-54,2022-01,Wisconsin,132
0-54,2022-01,Wyoming,10
0-54,2022-02,Alabama,95
0-54,2022-02,Alaska,11
0-54,2022-02,Arizona,101
0-54,2022-02,Arkansas,53
0-54,2022-02,California,399
0-54,2022-02,Colorado,39
0-54,2022-02,Connecticut,25
0-54,2022-02,Delaware,15
0-54,2022-02,Florida,181
0-54,2022-02,Georgia,129
