reposter,reposted,count,reposter_likely_hybrid_or_not_bot
Leetchi7,CaudeHenrion,1,F
Leetchi7,ce_msm,1,F
Leetchi7,Cgcg2324Claude,1,F
Leetchi7,CharlesPelayo9,1,F
Leetchi7,chrisdacey,1,F
Leetchi7,ChuckCallesto,1,F
Leetchi7,Claire_Gabriel_,1,F
Leetchi7,ClaudeJS1,2,F
Leetchi7,CNEWS,2,F
Leetchi7,cocovid1984,5,F
Leetchi7,CollinRugg,1,F
Leetchi7,contact_podcast,3,F
Leetchi7,cosminDZS,1,F
Leetchi7,CrowellMb,1,F
Leetchi7,DamienRieu,1,F
Leetchi7,DanbQc,7,F
Leetchi7,Danieldepapel2,1,F
Leetchi7,danielle_crete,2,F
Leetchi7,DarwinDePlatre,1,F
Leetchi7,DavidYeshua4,1,F
Leetchi7,DC_Draino,1,F
Leetchi7,DefiantLs,1,F
Leetchi7,denisrancourt,1,F
Leetchi7,DianaWallace888,1,F
Leetchi7,DIGITSPARTAN,2,F
Leetchi7,disclosetv,3,F
Leetchi7,DJELLE_,4,F
Leetchi7,dom_lucre,1,F
Leetchi7,Domperr945,1,F
Leetchi7,donna_197,2,F
Leetchi7,DonQuiquichotte,1,F
Leetchi7,drainvide,1,F
Leetchi7,DschlopesIsBack,1,F
Leetchi7,DufourDany,1,F
Leetchi7,dupontaignan,2,F
Leetchi7,dystoman,2,F
Leetchi7,E_Duhaime,1,F
Leetchi7,Elodie_Dievart,1,F
Leetchi7,elonmusk,2,F
Leetchi7,EloVeut,10,F
Leetchi7,EndWokeness,1,F
Leetchi7,EricArchambaul7,39,F
Leetchi7,EscadronKoukou,14,F
Leetchi7,EspritlibreBen,1,F
Leetchi7,Etienne_Chouard,2,F
Leetchi7,excocet17,1,F
Leetchi7,f_asselineau,1,F
Leetchi7,f_philippot,4,F
Leetchi7,FabianAllanic,1,F
Leetchi7,FaiteDesVagues,1,F
Leetchi7,FilteauChantal,1,F
Leetchi7,Flaflamme,1,F
Leetchi7,flingflangqc,1,F
Leetchi7,france_soir,1,F
Leetchi7,franceinfo,1,F
Leetchi7,FranceRsistanc1,1,F
Leetchi7,FrancoisBulloc1,2,F
Leetchi7,francoislegault,1,F
Leetchi7,frederic_RTfr,1,F
Leetchi7,FredGaulois,1,F
Leetchi7,Fredilo231,1,F
Leetchi7,GenFlynn,2,F
Leetchi7,gerarddeltell,1,F
Leetchi7,Geronimo4Gero,1,F
Leetchi7,gillesbellerose,2,F
Leetchi7,govt_corrupt,1,F
Leetchi7,GPTVoff,1,F
Leetchi7,grandoldmemes,1,F
Leetchi7,guyboulianne,1,F
Leetchi7,Harry__Faulkner,1,F
Leetchi7,indecrassableqc,14,F
Leetchi7,Infantry_bucky,1,F
Leetchi7,InsoumisJo95253,1,F
Leetchi7,IsabelleROUSSI4,1,F
Leetchi7,jacksalome2,1,F
Leetchi7,JayinKyiv,1,F
Leetchi7,jc_mtl,1,F
Leetchi7,JeppyNeron,1,F
Leetchi7,Jerome_bg,11,F
Leetchi7,jfrcaron,1,F
Leetchi7,jgalt485,1,F
Leetchi7,JourVaincra,1,F
Leetchi7,JulieProul14640,1,F
Leetchi7,KanekoaTheGreat,1,F
Leetchi7,Kanthan2030,1,F
Leetchi7,KariLake,2,F
Leetchi7,KarluskaP,1,F
Leetchi7,KatKanada_TM,6,F
Leetchi7,KEriksenV2,1,F
Leetchi7,KevinArmour50,1,F
Leetchi7,KimDotcom,1,F
Leetchi7,L0uisCouture,1,F
Leetchi7,LabonteRegis,1,F
Leetchi7,LauraTheWay,5,F
Leetchi7,LeFACTEUR10,1,F
Leetchi7,LEGENERAL_OFF,3,F
Leetchi7,lemay_vero,1,F
Leetchi7,Liberter55,1,F
Leetchi7,libremediaqc,7,F
Leetchi7,libsoftiktok,1,F
Leetchi7,LichTamara,1,F
Leetchi7,LMucchielli,1,F
Leetchi7,LobservateurLi2,6,F
Leetchi7,LoloRichard1,1,F
Leetchi7,LothbrokeRagna1,1,F
Leetchi7,Lots_Of_Fun_696,1,F
Leetchi7,LucieLaurier,1,F
Leetchi7,LuckyRic2469,1,F
Leetchi7,lucquebec,29,F
Leetchi7,madamemarieII,2,F
Leetchi7,MaelAffarezzo,1,F
Leetchi7,Magelya777,1,F
Leetchi7,malaf01,1,F
Leetchi7,manu_____manu,2,F
Leetchi7,Marc_Doyer,1,F
Leetchi7,marie_helie,1,F
Leetchi7,mary_yse,1,F
Leetchi7,MaryMbois,1,F
Leetchi7,mastarP001,1,F
Leetchi7,mauraislive,1,F
Leetchi7,MaximeBernier,13,F
Leetchi7,media_speech,1,F
Leetchi7,mferreriptbokaw,1,F
Leetchi7,MichelJeanDomi1,3,F
Leetchi7,migirard,1,F
Leetchi7,MikeBarrettON,1,F
Leetchi7,MikeBenzCyber,1,F
Leetchi7,mim_lax,1,F
Leetchi7,minimoi1969,1,F
Leetchi7,Mj_BlackBurn_,3,F
Leetchi7,MJTruthUltra,6,F
Leetchi7,mmtchi,3,F
Leetchi7,Mrphay2,1,F
Leetchi7,mspacek_ppc,1,F
Leetchi7,Myltraduction,6,F
Leetchi7,MYLUNCHBREAK_,1,F
Leetchi7,natel1826,5,F
Leetchi7,Nico__Vino,1,F
Leetchi7,NikkiHaley,1,F
Leetchi7,NostradaMart,1,F
Leetchi7,PagJulie2,1,F
Leetchi7,PapiTrumpo,1,F
Leetchi7,Pascal_Laurent_,1,F
Leetchi7,Pat77432407,27,F
Leetchi7,PatriceRoyTJ,1,F
Leetchi7,PaulMitchell_AB,1,F
Leetchi7,Petit_Albert_,5,F
Leetchi7,pettersen_eric,1,F
Leetchi7,philippemeloni,1,F
Leetchi7,PichStephane,1,F
Leetchi7,PierrePoilievre,1,F
Leetchi7,PinsolleT,1,F
Leetchi7,Planetes360,1,F
Leetchi7,PolFabrice,1,F
Leetchi7,porschejag,1,F
Leetchi7,Poulin2012,2,F
Leetchi7,ppcmontreal,1,F
Leetchi7,provost_patrick,1,F
Leetchi7,punisherqip,1,F
Leetchi7,Qc_125,1,F
Leetchi7,qode17kat,3,F
Leetchi7,QuartzTrad,2,F
Leetchi7,QuebecVeritas,1,F
Leetchi7,R0xanneLabanane,2,F
Leetchi7,Rachelpenseque,1,F
Leetchi7,RadioCanadaInfo,1,F
Leetchi7,raoult_didier,1,F
Leetchi7,RealAF_Patriot,1,F
Leetchi7,RealAlexJones,3,F
Leetchi7,RealCandaceO,1,F
Leetchi7,RealJamesWoods,1,F
Leetchi7,RebelNewsOnline,3,F
Leetchi7,Red_Pill_Report,4,F
Leetchi7,Red_Pill_US,1,F
Leetchi7,ReineAu45,1,F
Leetchi7,reinfoquebec,12,F
Leetchi7,RenaudPatrick9,1,F
Leetchi7,RikardRene,1,F
Leetchi7,rivestclaude,1,F
Leetchi7,romneyscarecrow,1,F
Leetchi7,rpnenter,1,F
Leetchi7,ryangerritsen,1,F
Leetchi7,SageListener,1,F
Leetchi7,SamuelGrenier_,8,F
Leetchi7,SAudet80,3,F
Leetchi7,ScottZPatriot,1,F
Leetchi7,SenatorRennick,1,F
Leetchi7,sendre_daniel,1,F
Leetchi7,sergiodde,1,F
Leetchi7,ShutUpKaren14,1,F
Leetchi7,silvano_trotta,17,F
Leetchi7,SoniaRodrigue4,9,F
Leetchi7,StefanCuvelier,1,F
Leetchi7,Steve_Tiger1,9,F
Leetchi7,StphaneGuay5,2,F
Leetchi7,SuppressedNws,1,F
Leetchi7,sylviamiami1776,7,F
Leetchi7,tatiann69922625,3,F
Leetchi7,thackerpd,1,F
Leetchi7,the_jandashow,1,F
Leetchi7,TheChiefNerd,1,F
Leetchi7,TheInsiderPaper,1,F
Leetchi7,TheKeeper46,1,F
Leetchi7,Thekeksociety,1,F
Leetchi7,TheRealKeean,2,F
Leetchi7,ThomasGerbet,3,F
Leetchi7,tr6_guy,1,F
Leetchi7,TranslateMom,1,F
Leetchi7,Tribunal_infaux,11,F
Leetchi7,Trump_Fact_News,14,F
Leetchi7,tvlofficiel,1,F
Leetchi7,Ultrafrog17,2,F
Leetchi7,Val_Plante,1,F
Leetchi7,verity_france,2,F
Leetchi7,VictorSinclair3,1,F
Leetchi7,Vidoc_Ronaco,19,F
Leetchi7,VieLacombe,1,F
Leetchi7,VigilantFox,1,F
Leetchi7,VueDuQuebec,2,F
Leetchi7,WallStreetSilv,1,F
Leetchi7,Wapoc_Waparikwe,1,F
Leetchi7,WarClandestine,1,F
Leetchi7,WendyRogersAZ,1,F
Leetchi7,wideawake_media,1,F
Leetchi7,womandream,1,F
Leetchi7,xamgold78,1,F
Leetchi7,Yanon68,2,F
Leetchi7,zoesagan,1,F
LeonArielMellul,abierkhatib,1,F
LeonArielMellul,akinyi_rading,1,F
LeonArielMellul,AlienorAubigne,1,F
LeonArielMellul,Aliyah01150546,2,F
LeonArielMellul,allaboutgold,1,F
LeonArielMellul,amborin,1,F
LeonArielMellul,amnesty,1,F
LeonArielMellul,Andreloha666,65,F
LeonArielMellul,apocalypseos,1,F
LeonArielMellul,BacakMarek,2,F
LeonArielMellul,BeaupinEric,1,F
LeonArielMellul,benoitm_mtl,1,F
LeonArielMellul,BlackBondPtv,1,F
LeonArielMellul,CartlandDavid,2,F
LeonArielMellul,CensoredMen,3,F
LeonArielMellul,Circonscripti18,1,F
LeonArielMellul,claudeelkhal,1,F
LeonArielMellul,CraigKellyPHON,1,F
LeonArielMellul,dancohen3000,1,F
LeonArielMellul,danhanley4,1,F
LeonArielMellul,DD_Geopolitics,1,F
LeonArielMellul,DiedSuddenly_,1,F
LeonArielMellul,DoubleDownNews,1,F
LeonArielMellul,Dover63A,1,F
LeonArielMellul,DowdEdward,1,F
LeonArielMellul,drdrew,1,F
LeonArielMellul,DrEliDavid,3,F
LeonArielMellul,DrLoupis,2,F
LeonArielMellul,Elohim_Embassy,6,F
LeonArielMellul,Elpis_R,3,F
LeonArielMellul,elviscabralesr1,1,F
LeonArielMellul,expatvibes,1,F
LeonArielMellul,f_philippot,1,F
LeonArielMellul,FabianAllanic,1,F
LeonArielMellul,FrancoisRaelian,1,F
LeonArielMellul,galamiou,1,F
LeonArielMellul,Haitham47117914,2,F
LeonArielMellul,Hakim69Lyon,1,F
LeonArielMellul,iluminatibot,3,F
LeonArielMellul,IvaMasson,1,F
LeonArielMellul,jacksonhinklle,4,F
LeonArielMellul,JimFergusonUK,2,F
LeonArielMellul,Kabamur_Taygeta,1,F
LeonArielMellul,karma44921039,1,F
LeonArielMellul,LeonArielMellul,2,F
LeonArielMellul,LibertyCappy,1,F
LeonArielMellul,maitreyarael,23,F
LeonArielMellul,mcossu13,1,F
LeonArielMellul,MichelJeanDomi1,1,F
LeonArielMellul,MikeTjrsDebout,2,F
LeonArielMellul,Mondoweiss,1,F
LeonArielMellul,MuhammadSmiry,1,F
LeonArielMellul,NiusMarco,1,F
LeonArielMellul,NobbyRaelian,2,F
LeonArielMellul,OnlinePalEng,6,F
LeonArielMellul,P_McCulloughMD,1,F
LeonArielMellul,PalBint,1,F
LeonArielMellul,ParabnormalShow,1,F
LeonArielMellul,PunishDem1776,1,F
LeonArielMellul,QudsNen,2,F
LeonArielMellul,Rael_usa,1,F
LeonArielMellul,raelcanada,2,F
LeonArielMellul,RaeliaanNLBE,1,F
LeonArielMellul,raelian,2,F
LeonArielMellul,RaelienOfficiel,1,F
LeonArielMellul,Rainmaker1973,1,F
LeonArielMellul,RealScottRitter,1,F
LeonArielMellul,Red_Pill_Report,1,F
LeonArielMellul,respect65,1,F
LeonArielMellul,RyanRozbiani,1,F
LeonArielMellul,sahouraxo,2,F
LeonArielMellul,sergiodde,2,F
LeonArielMellul,Shanna_Bylka,1,F
LeonArielMellul,ShaykhSulaiman,2,F
LeonArielMellul,silvano_trotta,2,F
LeonArielMellul,SomersetBean,1,F
LeonArielMellul,SpartaJustice,1,F
LeonArielMellul,sub1095,1,F
LeonArielMellul,TAftermath2020,1,F
LeonArielMellul,TamseIIicsonIII,1,F
LeonArielMellul,tata_clem,1,F
LeonArielMellul,TheTorahcom,1,F
LeonArielMellul,tintouche92i,1,F
LeonArielMellul,TorahJews,1,F
LeonArielMellul,TorahJudaism,4,F
LeonArielMellul,TruNews,1,F
LeonArielMellul,TuckerCarlson,1,F
LeonArielMellul,TvlCampagnol,1,F
LeonArielMellul,verity_france,1,F
LeonArielMellul,VigilantFox,2,F
LeonArielMellul,VSainement,1,F
LeonArielMellul,WallStreetApes,1,F
LeonArielMellul,WarClandestine,1,F
LeonArielMellul,WarMonitors,1,F
LeonArielMellul,wideawake_media,2,F
LeonArielMellul,WillamBor,12,F
LeonArielMellul,YueRaelian,2,F
Lhcychchvk4567,_wake_up_USA,1,F
Lhcychchvk4567,0604_freedom,1,F
Lhcychchvk4567,0ccultbot,16,F
Lhcychchvk4567,11127Lau,1,F
Lhcychchvk4567,2020_adelin,1,F
Lhcychchvk4567,3ADNJ2EBCJY9OR5,1,F
Lhcychchvk4567,4NF7cltpxbtZmpE,1,F
Lhcychchvk4567,aiyour1,4,F
Lhcychchvk4567,amuse,1,F
Lhcychchvk4567,Anpo_Star,1,F
Lhcychchvk4567,Bao2022001,3,F
Lhcychchvk4567,BGatesIsaPyscho,78,F
Lhcychchvk4567,Bob20227,1,F
Lhcychchvk4567,brenkav,4,F
Lhcychchvk4567,BRICSinfo,1,F
Lhcychchvk4567,Bristolblueeyes,1,F
Lhcychchvk4567,BYDJ777,31,F
Lhcychchvk4567,ChannelSharons,3,F
Lhcychchvk4567,Chloe73428627,1,F
Lhcychchvk4567,ChronicRealityy,1,F
Lhcychchvk4567,ChuckCallesto,1,F
Lhcychchvk4567,conspiracyb0t,2,F
Lhcychchvk4567,DaveAtherton20,1,F
Lhcychchvk4567,DianaWallace888,1,F
Lhcychchvk4567,DonaldTNews,2,F
Lhcychchvk4567,DrAseemMalhotra,1,F
Lhcychchvk4567,edisoncomeon,5,F
Lhcychchvk4567,elonmusk,1,F
Lhcychchvk4567,EmilyRohan13,1,F
Lhcychchvk4567,EZ2p8,3,F
Lhcychchvk4567,fang_danie121,3,F
Lhcychchvk4567,FergusPower1,1,F
Lhcychchvk4567,FocusNFSC,1,F
Lhcychchvk4567,gho14913630,1,F
Lhcychchvk4567,GovRonDeSantis,1,F
Lhcychchvk4567,graniteofstone,43,F
Lhcychchvk4567,gregreese,1,F
Lhcychchvk4567,guo_free,21,F
Lhcychchvk4567,guozhanshi,1,F
Lhcychchvk4567,iluminatibot,116,F
Lhcychchvk4567,ivan_8848,1,F
Lhcychchvk4567,ivaniosef22,12,F
Lhcychchvk4567,jackson66368924,3,F
Lhcychchvk4567,JackStr42679640,1,F
Lhcychchvk4567,JimFergusonUK,3,F
Lhcychchvk4567,June4th89,17,F
Lhcychchvk4567,justice_trail,1,F
Lhcychchvk4567,Kanthan2030,1,F
Lhcychchvk4567,Keke0707,1,F
Lhcychchvk4567,kevinhung2,2,F
Lhcychchvk4567,kl8387,2,F
Lhcychchvk4567,Lawrenc09874431,1,F
Lhcychchvk4567,Lhcychchvk4567,58,F
Lhcychchvk4567,liz_churchill10,3,F
Lhcychchvk4567,lj5Z0dPZFpVuMAR,1,F
Lhcychchvk4567,LUOXIANGZY,1,F
Lhcychchvk4567,MarioNawfal,1,F
Lhcychchvk4567,mariusknulst,11,F
Lhcychchvk4567,maryann_3040,4,F
Lhcychchvk4567,MattWallace888,1,F
Lhcychchvk4567,MgXkZdhPkDyxwt1,1,F
Lhcychchvk4567,NaNatogo103,4,F
Lhcychchvk4567,NFSC88JJ,2,F
Lhcychchvk4567,NFSCDandelion,1,F
Lhcychchvk4567,NFSCSpeak,1,F
Lhcychchvk4567,nickNFSC,1,F
Lhcychchvk4567,No3Mos,4,F
Lhcychchvk4567,O1xNs,7,F
Lhcychchvk4567,OlooneyJohn,1,F
Lhcychchvk4567,panguqianxun,11,F
Lhcychchvk4567,panshirock77,1,F
Lhcychchvk4567,peace86774949,8,F
Lhcychchvk4567,PeterSweden7,12,F
Lhcychchvk4567,PingRyan2016,1,F
Lhcychchvk4567,Q_May_007,9,F
Lhcychchvk4567,quoi2023,1,F
Lhcychchvk4567,RachelRui2,2,F
Lhcychchvk4567,realafk210830,1,F
Lhcychchvk4567,RealAlexJones,36,F
Lhcychchvk4567,RealFreedomTalk,1,F
Lhcychchvk4567,realstewpeters,1,F
Lhcychchvk4567,riss1130,1,F
Lhcychchvk4567,roaming_rn,1,F
Lhcychchvk4567,ronin19217435,11,F
Lhcychchvk4567,roy_guo64,2,F
Lhcychchvk4567,Rumoreconomy,2,F
Lhcychchvk4567,S1lzF6u0WSo0BzD,25,F
Lhcychchvk4567,S7gril,1,F
Lhcychchvk4567,savi525,1,F
Lhcychchvk4567,Shunyingtianyi,1,F
Lhcychchvk4567,sophiadahl1,13,F
Lhcychchvk4567,star777255,1,F
Lhcychchvk4567,tchigtvnews,2,F
Lhcychchvk4567,thehealthb0t,5,F
Lhcychchvk4567,threerights1,4,F
Lhcychchvk4567,tianjinlaoma,4,F
Lhcychchvk4567,TinaZimmermann4,1,F
Lhcychchvk4567,tomate9991,1,F
Lhcychchvk4567,ToukuiP82522t,3,F
Lhcychchvk4567,TRUMP_ARMY_,1,F
Lhcychchvk4567,TruthMedia123,1,F
Lhcychchvk4567,truthscant,1,F
Lhcychchvk4567,TuckerCarlson,1,F
Lhcychchvk4567,unhealthytruth,1,F
Lhcychchvk4567,VOAChinese,1,F
Lhcychchvk4567,WallStreetSilv,7,F
Lhcychchvk4567,weichuanyufu,6,F
Lhcychchvk4567,wenbei2022,9,F
Lhcychchvk4567,wenfeng2020,11,F
Lhcychchvk4567,William__Athena,1,F
Lhcychchvk4567,xiaoj8380,2,F
Lhcychchvk4567,youran683113,1,F
Lhcychchvk4567,zekebraverman22,1,F
Lhcychchvk4567,zhouxiaoping85,16,F
LizGunn18,_APWK_,1,T
LizGunn18,_aussie17,1,T
LizGunn18,33_Sigma,1,T
LizGunn18,8TheGifted1One1,1,T
LizGunn18,abiroberts,1,T
LizGunn18,ABridgen,9,T
LizGunn18,actualAlexJames,6,T
LizGunn18,Afcq1954,1,T
LizGunn18,againstgrmrs,2,T
LizGunn18,ahosmikko,1,T
LizGunn18,Akanico50337,1,T
LizGunn18,AKaren2448k,1,T
LizGunn18,alanfryermedia,1,T
LizGunn18,AlanWilkinsonNZ,1,T
LizGunn18,AlboMP,1,T
LizGunn18,AliceGr52378691,1,T
LizGunn18,AlpacaAurelius,1,T
LizGunn18,Alvin83605954,1,T
LizGunn18,anammostarac,1,T
LizGunn18,and_kell,1,T
LizGunn18,AndrewAtkin75,1,T
LizGunn18,andrewbogut,1,T
LizGunn18,AndrewNZ20,1,T
LizGunn18,andriochty,1,T
LizGunn18,AndyFontakk,1,T
LizGunn18,AnendraSports,1,T
LizGunn18,AniR113,1,T
LizGunn18,AnneCla70780917,1,T
LizGunn18,annemerel_,3,T
LizGunn18,Anpo_Star,1,T
LizGunn18,ANTlWEF,2,T
LizGunn18,Artemisfornow,1,T
LizGunn18,AuntyHeihei,1,T
LizGunn18,Aus4Assange,1,T
LizGunn18,aussiecossack,1,T
LizGunn18,AV24org,1,T
LizGunn18,B11azze,1,T
LizGunn18,bambkb,14,T
LizGunn18,BarbaraOneillAU,1,T
LizGunn18,BaronBoehm,1,T
LizGunn18,BarryYoungNZ,6,T
LizGunn18,Batman2242,1,T
LizGunn18,BeEarnestRepent,1,T
LizGunn18,Bees3Three,2,T
LizGunn18,BGatesIsaPyscho,40,T
LizGunn18,BigBrotherWatch,1,T
LizGunn18,BillboardChris,2,T
LizGunn18,billmaher,1,T
LizGunn18,biologyphenom,1,T
LizGunn18,Bithiah333,1,T
LizGunn18,BlackTomThePyr8,1,T
LizGunn18,bornagain33333,2,T
LizGunn18,BradMil95712875,1,T
LizGunn18,BroadbentMP,1,T
LizGunn18,BTCryptoMedium,1,T
LizGunn18,BullionStar,1,T
LizGunn18,BusyDrT,1,T
LizGunn18,cafelockedout,7,T
LizGunn18,CamHalvo,1,T
LizGunn18,CamWill79995447,1,T
LizGunn18,canindependent,2,T
LizGunn18,Carrie298924321,3,T
LizGunn18,CartlandDavid,16,T
LizGunn18,catsscareme2021,7,T
LizGunn18,cb_doge,2,T
LizGunn18,Censored4sure,4,T
LizGunn18,CensoredMen,1,T
LizGunn18,centrist_nz,1,T
LizGunn18,chart_logic,1,T
LizGunn18,ChildrensHD,4,T
LizGunn18,chrisbaxter41,1,T
LizGunn18,chrislittlewoo8,1,T
LizGunn18,chrispavlovski,2,T
LizGunn18,ChrisWickNews,1,T
LizGunn18,clowndownunder,1,T
LizGunn18,ConspiracyFly,2,T
LizGunn18,COUNTERSPIN111,3,T
LizGunn18,covidjabstroke,1,T
LizGunn18,CraigKellyPHON,19,T
LizGunn18,CShoemakerMD,1,T
LizGunn18,CumberpatchM,1,T
LizGunn18,CyberJourneyKs,1,T
LizGunn18,danwootton,2,T
LizGunn18,darkjournalist,1,T
LizGunn18,davidicke,1,T
LizGunn18,DavidSt39892501,1,T
LizGunn18,DavidWolfe,1,T
LizGunn18,Dazmeister1000,1,T
LizGunn18,DealDr007,1,T
LizGunn18,denisrancourt,1,T
LizGunn18,DertySesh,1,T
LizGunn18,DesireeAmerica4,1,T
LizGunn18,DesiSanatani,2,T
LizGunn18,DianaWallace888,1,T
LizGunn18,DibariSteve,1,T
LizGunn18,dick_girard,1,T
LizGunn18,DiedSuddenly_,2,T
LizGunn18,dinah_truth,1,T
LizGunn18,disclosetv,1,T
LizGunn18,dockaurG,1,T
LizGunn18,dom_lucre,2,T
LizGunn18,dopaminergic13,1,T
LizGunn18,DoubleDownNews,1,T
LizGunn18,DowdEdward,1,T
LizGunn18,DrAseemMalhotra,5,T
LizGunn18,drdina1,1,T
LizGunn18,DrJBhattacharya,4,T
LizGunn18,DrJudyAMikovits,2,T
LizGunn18,DrLoupis,2,T
LizGunn18,DrMadsGilbert,1,T
LizGunn18,DrSHankMD,1,T
LizGunn18,EagleWings3578,1,T
LizGunn18,EbneHava,1,T
LizGunn18,eekymom,1,T
LizGunn18,efenigson,1,T
LizGunn18,ellymelly,1,T
LizGunn18,elonmusk,13,T
LizGunn18,EvilHatesTruth,1,T
LizGunn18,ezralevant,3,T
LizGunn18,fentasyl,3,T
LizGunn18,FiveTimesAugust,1,T
LizGunn18,ForgingLiberty,1,T
LizGunn18,freddiesayers,2,T
LizGunn18,FrogPondFloater,1,T
LizGunn18,FSUofAustralia,2,T
LizGunn18,GangstaTrump17,1,T
LizGunn18,GBNEWS,2,T
LizGunn18,GMB,2,T
LizGunn18,goddeketal,6,T
LizGunn18,Grace4Shona,1,T
LizGunn18,grants_food,1,T
LizGunn18,grwd62,1,T
LizGunn18,Gypsy_4_,1,T
LizGunn18,HealthRanger,1,T
LizGunn18,HerdImmunity12,2,T
LizGunn18,HicksKiwi,3,T
LizGunn18,hollyanndoan,1,T
LizGunn18,HopeRising19,5,T
LizGunn18,HugoHebR,1,T
LizGunn18,Humanspective,1,T
LizGunn18,HuntandGatherTV,1,T
LizGunn18,iLoveJaneAdams,1,T
LizGunn18,iluminatibot,31,T
LizGunn18,InTheLightX,1,T
LizGunn18,investigatemag,1,T
LizGunn18,Its_Agenda_2030,1,T
LizGunn18,its_The_Dr,1,T
LizGunn18,itsaftabb,1,T
LizGunn18,jaaaniceeeee,1,T
LizGunn18,james_freeman__,1,T
LizGunn18,JamesMelville,19,T
LizGunn18,jamiemcintyre21,4,T
LizGunn18,JaniceW78256134,1,T
LizGunn18,JanJekielek,2,T
LizGunn18,jathorpmfm,1,T
LizGunn18,javeria_sultan1,1,T
LizGunn18,JeffBower4444,1,T
LizGunn18,JimCook1088717,1,T
LizGunn18,JimFergusonUK,13,T
LizGunn18,JMCDelingpole,1,T
LizGunn18,JohnOConr,1,T
LizGunn18,JohnWolf1239,1,T
LizGunn18,JonelessHomes,1,T
LizGunn18,jordanbpeterson,1,T
LizGunn18,JoshWhoX,3,T
LizGunn18,Jumpx137,1,T
LizGunn18,justaKiwifromNZ,1,T
LizGunn18,JustXAshton,5,T
LizGunn18,K10261010,1,T
LizGunn18,Kahlissee,7,T
LizGunn18,KarenGr58411658,1,T
LizGunn18,KathMLee1,2,T
LizGunn18,katiechakra,1,T
LizGunn18,KimDotcom,5,T
LizGunn18,kirkrussell4,1,T
LizGunn18,kiwiwayne2,1,T
LizGunn18,KLVeritas,2,T
LizGunn18,Koru1122,1,T
LizGunn18,laworfiction,1,T
LizGunn18,lawrie_dr,1,T
LizGunn18,LeilaniDowding,1,T
LizGunn18,Lewis_Brackpool,1,T
LizGunn18,Lib_Thinker,3,T
LizGunn18,LibertyBill_,1,T
LizGunn18,LibertyLins22,1,T
LizGunn18,liz_churchill10,16,T
LizGunn18,LizCrokin,3,T
LizGunn18,LizGunn18,1,T
LizGunn18,LK7244030417057,1,T
LizGunn18,loudmouthgrant,2,T
LizGunn18,MaajidNawaz,1,T
LizGunn18,maija_hahn,1,T
LizGunn18,mango5004,1,T
LizGunn18,MarioNawfal,2,T
LizGunn18,mariusknulst,4,T
LizGunn18,Markmaycott2,3,T
LizGunn18,MarkNeugebaue13,1,T
LizGunn18,marshalldavid32,1,T
LizGunn18,MaskulNitespore,1,T
LizGunn18,MattWallace888,3,T
LizGunn18,MawdittSus22907,1,T
LizGunn18,MB599,1,T
LizGunn18,MdBreathe,1,T
LizGunn18,meanwhileinau,1,T
LizGunn18,mediaspotnz,1,T
LizGunn18,Melahi_Ngaro,1,T
LizGunn18,Melaniet74,1,T
LizGunn18,menzies808,1,T
LizGunn18,metapills,1,T
LizGunn18,MichaeleneUSA,1,T
LizGunn18,michellespj,1,T
LizGunn18,MidGround_,1,T
LizGunn18,MidnightRideTV,1,T
LizGunn18,MinhajAbbasi3,1,T
LizGunn18,MrMorepork,1,T
LizGunn18,mRNAdeaths,1,T
LizGunn18,MRobertsQLD,4,T
LizGunn18,mrs_wiggley,1,T
LizGunn18,myhiddenvalue,1,T
LizGunn18,myletrinh123,2,T
LizGunn18,NapoleonBusch,1,T
LizGunn18,newstart_2024,13,T
LizGunn18,NFSC88JJ,1,T
LizGunn18,NiohBerg,1,T
LizGunn18,NoFarmsNoFoods,2,T
LizGunn18,nogulagsagain,1,T
LizGunn18,nonestlex,1,T
LizGunn18,NoticerNews,1,T
LizGunn18,NuZillund,1,T
LizGunn18,nz_media_watch,2,T
LizGunn18,nzdsos,1,T
LizGunn18,NzFubar,1,T
LizGunn18,NZMAGAMike,1,T
LizGunn18,nzpoliticsgroup,2,T
LizGunn18,Obielicious,1,T
LizGunn18,OlooneyJohn,2,T
LizGunn18,OpenEyeReports,1,T
LizGunn18,OV_Matter,1,T
LizGunn18,OzraeliAvi,1,T
LizGunn18,P7Movie,1,T
LizGunn18,PatriotPraetori,1,T
LizGunn18,paulfrewDUP,1,T
LizGunn18,PeterSweden7,5,T
LizGunn18,Petra72933459,1,T
LizGunn18,Pideqihuanpl,2,T
LizGunn18,PierreKory,4,T
LizGunn18,pills_truth,1,T
LizGunn18,Pismo_B,1,T
LizGunn18,quantum_ju17574,1,T
LizGunn18,RadioRadioWeb,1,T
LizGunn18,Rainmaker1973,1,T
LizGunn18,RajniRajni2210,1,T
LizGunn18,RamptonJay1,1,T
LizGunn18,Raymond82310289,1,T
LizGunn18,Real_King_Elvis,1,T
LizGunn18,RealAlexJones,12,T
LizGunn18,realstewpeters,2,T
LizGunn18,redpillb0t,6,T
LizGunn18,RedpillDrifter,1,T
LizGunn18,reggyvj,1,T
LizGunn18,reptilianrandy,1,T
LizGunn18,resilient333,2,T
LizGunn18,Resist_05,3,T
LizGunn18,richirich1963,1,T
LizGunn18,Risemelbourne,2,T
LizGunn18,riss1130,1,T
LizGunn18,RitaPanahi,1,T
LizGunn18,RobertKennedyJr,2,T
