age,date,rate
15,2020-10-09,27.23
15,2020-10-10,27.23
15,2020-10-11,27.23
15,2020-10-12,27.23
15,2020-10-13,27.22
15,2020-10-14,27.22
15,2020-10-15,27.22
15,2020-10-16,27.22
15,2020-10-17,27.22
15,2020-10-18,27.21
15,2020-10-19,27.21
15,2020-10-20,27.21
15,2020-10-21,27.21
15,2020-10-22,27.20
15,2020-10-23,27.20
15,2020-10-24,27.20
15,2020-10-25,27.20
15,2020-10-26,27.20
15,2020-10-27,27.19
15,2020-10-28,27.19
15,2020-10-29,27.19
15,2020-10-30,27.19
15,2020-10-31,27.19
15,2020-11-01,27.18
15,2020-11-02,27.18
15,2020-11-03,27.18
15,2020-11-04,27.18
15,2020-11-05,27.18
15,2020-11-06,27.17
15,2020-11-07,27.17
15,2020-11-08,27.17
15,2020-11-09,27.17
15,2020-11-10,27.17
15,2020-11-11,27.16
15,2020-11-12,27.16
15,2020-11-13,27.16
15,2020-11-14,27.16
15,2020-11-15,27.16
15,2020-11-16,27.16
15,2020-11-17,27.15
15,2020-11-18,27.15
15,2020-11-19,27.15
15,2020-11-20,27.15
15,2020-11-21,27.15
15,2020-11-22,27.14
15,2020-11-23,27.14
15,2020-11-24,27.14
15,2020-11-25,27.14
15,2020-11-26,27.14
15,2020-11-27,27.14
15,2020-11-28,27.13
15,2020-11-29,27.13
15,2020-11-30,27.13
15,2020-12-01,27.13
15,2020-12-02,27.12
15,2020-12-03,27.12
15,2020-12-04,27.12
15,2020-12-05,27.12
15,2020-12-06,27.11
15,2020-12-07,27.11
15,2020-12-08,27.11
15,2020-12-09,27.10
15,2020-12-10,27.10
15,2020-12-11,27.10
15,2020-12-12,27.09
15,2020-12-13,27.09
15,2020-12-14,27.09
15,2020-12-15,27.08
15,2020-12-16,27.08
15,2020-12-17,27.07
15,2020-12-18,27.07
15,2020-12-19,27.06
15,2020-12-20,27.05
15,2020-12-21,27.05
15,2020-12-22,27.04
15,2020-12-23,27.04
15,2020-12-24,27.03
15,2020-12-25,27.02
15,2020-12-26,27.01
15,2020-12-27,27.01
15,2020-12-28,27.00
15,2020-12-29,26.99
15,2020-12-30,26.98
15,2020-12-31,26.97
15,2021-01-01,26.96
15,2021-01-02,26.95
15,2021-01-03,26.95
15,2021-01-04,26.94
15,2021-01-05,26.93
15,2021-01-06,26.92
15,2021-01-07,26.91
15,2021-01-08,26.91
15,2021-01-09,26.90
15,2021-01-10,26.89
15,2021-01-11,26.89
15,2021-01-12,26.88
15,2021-01-13,26.87
15,2021-01-14,26.87
15,2021-01-15,26.86
15,2021-01-16,26.86
15,2021-01-17,26.85
15,2021-01-18,26.85
15,2021-01-19,26.84
15,2021-01-20,26.84
15,2021-01-21,26.84
15,2021-01-22,26.83
15,2021-01-23,26.83
15,2021-01-24,26.83
15,2021-01-25,26.82
15,2021-01-26,26.82
15,2021-01-27,26.82
15,2021-01-28,26.82
15,2021-01-29,26.81
15,2021-01-30,26.81
15,2021-01-31,26.81
15,2021-02-01,26.81
15,2021-02-02,26.80
15,2021-02-03,26.80
15,2021-02-04,26.80
15,2021-02-05,26.80
15,2021-02-06,26.80
15,2021-02-07,26.79
15,2021-02-08,26.79
15,2021-02-09,26.79
15,2021-02-10,26.79
15,2021-02-11,26.79
15,2021-02-12,26.78
15,2021-02-13,26.78
15,2021-02-14,26.78
15,2021-02-15,26.78
15,2021-02-16,26.78
15,2021-02-17,26.77
15,2021-02-18,26.77
15,2021-02-19,26.77
15,2021-02-20,26.77
15,2021-02-21,26.77
15,2021-02-22,26.76
15,2021-02-23,26.76
15,2021-02-24,26.76
15,2021-02-25,26.76
15,2021-02-26,26.76
15,2021-02-27,26.76
15,2021-02-28,26.75
15,2021-03-01,26.75
15,2021-03-02,26.75
15,2021-03-03,26.75
15,2021-03-04,26.74
15,2021-03-05,26.74
15,2021-03-06,26.74
15,2021-03-07,26.74
15,2021-03-08,26.74
15,2021-03-09,26.73
15,2021-03-10,26.73
15,2021-03-11,26.73
15,2021-03-12,26.73
15,2021-03-13,26.73
15,2021-03-14,26.72
15,2021-03-15,26.72
15,2021-03-16,26.72
15,2021-03-17,26.72
15,2021-03-18,26.72
15,2021-03-19,26.71
15,2021-03-20,26.71
15,2021-03-21,26.71
15,2021-03-22,26.71
15,2021-03-23,26.70
15,2021-03-24,26.70
15,2021-03-25,26.70
15,2021-03-26,26.70
15,2021-03-27,26.70
15,2021-03-28,26.69
15,2021-03-29,26.69
15,2021-03-30,26.69
15,2021-03-31,26.69
15,2021-04-01,26.69
15,2021-04-02,26.68
15,2021-04-03,26.68
15,2021-04-04,26.68
15,2021-04-05,26.68
15,2021-04-06,26.68
15,2021-04-07,26.67
15,2021-04-08,26.67
15,2021-04-09,26.67
15,2021-04-10,26.67
15,2021-04-11,26.66
15,2021-04-12,26.66
15,2021-04-13,26.66
15,2021-04-14,26.66
15,2021-04-15,26.66
15,2021-04-16,26.65
15,2021-04-17,26.65
15,2021-04-18,26.65
15,2021-04-19,26.65
15,2021-04-20,26.65
15,2021-04-21,26.64
15,2021-04-22,26.64
15,2021-04-23,26.64
15,2021-04-24,26.64
15,2021-04-25,26.63
15,2021-04-26,26.63
15,2021-04-27,26.63
15,2021-04-28,26.63
15,2021-04-29,26.63
15,2021-04-30,26.62
15,2021-05-01,26.62
15,2021-05-02,26.62
15,2021-05-03,26.62
15,2021-05-04,26.62
15,2021-05-05,26.61
15,2021-05-06,26.61
15,2021-05-07,26.61
15,2021-05-08,26.61
15,2021-05-09,26.61
15,2021-05-10,26.60
15,2021-05-11,26.60
15,2021-05-12,26.60
15,2021-05-13,26.60
15,2021-05-14,26.59
15,2021-05-15,26.59
15,2021-05-16,26.59
15,2021-05-17,26.59
15,2021-05-18,26.59
15,2021-05-19,26.58
15,2021-05-20,26.58
15,2021-05-21,26.58
15,2021-05-22,26.58
15,2021-05-23,26.58
15,2021-05-24,26.57
15,2021-05-25,26.57
15,2021-05-26,26.57
15,2021-05-27,26.57
15,2021-05-28,26.57
15,2021-05-29,26.56
15,2021-05-30,26.56
15,2021-05-31,26.56
15,2021-06-01,26.56
15,2021-06-02,26.55
15,2021-06-03,26.55
15,2021-06-04,26.55
15,2021-06-05,26.55
15,2021-06-06,26.55
15,2021-06-07,26.54
15,2021-06-08,26.54
15,2021-06-09,26.54
15,2021-06-10,26.54
15,2021-06-11,26.54
15,2021-06-12,26.53
15,2021-06-13,26.53
15,2021-06-14,26.53
15,2021-06-15,26.53
15,2021-06-16,26.53
15,2021-06-17,26.52
15,2021-06-18,26.52
15,2021-06-19,26.52
15,2021-06-20,26.52
15,2021-06-21,26.51
15,2021-06-22,26.51
15,2021-06-23,26.51
15,2021-06-24,26.51
15,2021-06-25,26.51
15,2021-06-26,26.50
15,2021-06-27,26.50
15,2021-06-28,26.50
15,2021-06-29,26.50
15,2021-06-30,26.50
15,2021-07-01,26.49
15,2021-07-02,26.49
15,2021-07-03,26.49
15,2021-07-04,26.49
15,2021-07-05,26.49
15,2021-07-06,26.48
15,2021-07-07,26.48
15,2021-07-08,26.48
15,2021-07-09,26.48
15,2021-07-10,26.48
15,2021-07-11,26.47
15,2021-07-12,26.47
15,2021-07-13,26.47
15,2021-07-14,26.47
15,2021-07-15,26.46
15,2021-07-16,26.46
15,2021-07-17,26.46
15,2021-07-18,26.46
15,2021-07-19,26.46
15,2021-07-20,26.45
15,2021-07-21,26.45
15,2021-07-22,26.45
15,2021-07-23,26.45
15,2021-07-24,26.45
15,2021-07-25,26.44
15,2021-07-26,26.44
15,2021-07-27,26.44
15,2021-07-28,26.44
15,2021-07-29,26.44
15,2021-07-30,26.43
15,2021-07-31,26.43
15,2021-08-01,26.43
15,2021-08-02,26.43
15,2021-08-03,26.42
15,2021-08-04,26.42
15,2021-08-05,26.42
15,2021-08-06,26.42
15,2021-08-07,26.42
15,2021-08-08,26.41
15,2021-08-09,26.41
15,2021-08-10,26.41
15,2021-08-11,26.41
15,2021-08-12,26.41
15,2021-08-13,26.40
15,2021-08-14,26.40
15,2021-08-15,26.40
15,2021-08-16,26.40
15,2021-08-17,26.40
15,2021-08-18,26.39
15,2021-08-19,26.39
15,2021-08-20,26.39
15,2021-08-21,26.39
15,2021-08-22,26.38
15,2021-08-23,26.38
15,2021-08-24,26.38
15,2021-08-25,26.38
15,2021-08-26,26.38
15,2021-08-27,26.37
15,2021-08-28,26.37
15,2021-08-29,26.37
15,2021-08-30,26.37
15,2021-08-31,26.37
15,2021-09-01,26.36
15,2021-09-02,26.36
15,2021-09-03,26.36
15,2021-09-04,26.36
15,2021-09-05,26.36
15,2021-09-06,26.35
15,2021-09-07,26.35
15,2021-09-08,26.35
15,2021-09-09,26.35
15,2021-09-10,26.35
15,2021-09-11,26.34
15,2021-09-12,26.34
15,2021-09-13,26.34
15,2021-09-14,26.34
15,2021-09-15,26.33
15,2021-09-16,26.33
15,2021-09-17,26.33
15,2021-09-18,26.33
15,2021-09-19,26.33
15,2021-09-20,26.32
15,2021-09-21,26.32
15,2021-09-22,26.32
15,2021-09-23,26.32
15,2021-09-24,26.32
15,2021-09-25,26.31
15,2021-09-26,26.31
15,2021-09-27,26.31
15,2021-09-28,26.31
15,2021-09-29,26.31
15,2021-09-30,26.30
15,2021-10-01,26.30
15,2021-10-02,26.30
15,2021-10-03,26.30
15,2021-10-04,26.29
15,2021-10-05,26.29
15,2021-10-06,26.29
15,2021-10-07,26.29
15,2021-10-08,26.29
15,2021-10-09,26.28
15,2021-10-10,26.28
15,2021-10-11,26.28
15,2021-10-12,26.28
15,2021-10-13,26.28
15,2021-10-14,26.27
15,2021-10-15,26.27
15,2021-10-16,26.27
15,2021-10-17,26.27
15,2021-10-18,26.27
15,2021-10-19,26.26
15,2021-10-20,26.26
15,2021-10-21,26.26
15,2021-10-22,26.26
15,2021-10-23,26.25
15,2021-10-24,26.25
15,2021-10-25,26.25
15,2021-10-26,26.25
15,2021-10-27,26.25
15,2021-10-28,26.24
15,2021-10-29,26.24
15,2021-10-30,26.24
15,2021-10-31,26.24
15,2021-11-01,26.24
15,2021-11-02,26.23
15,2021-11-03,26.23
15,2021-11-04,26.23
15,2021-11-05,26.23
15,2021-11-06,26.23
15,2021-11-07,26.22
15,2021-11-08,26.22
15,2021-11-09,26.22
15,2021-11-10,26.22
15,2021-11-11,26.22
15,2021-11-12,26.22
15,2021-11-13,26.21
15,2021-11-14,26.21
15,2021-11-15,26.21
15,2021-11-16,26.21
15,2021-11-17,26.21
15,2021-11-18,26.20
15,2021-11-19,26.20
15,2021-11-20,26.20
15,2021-11-21,26.20
15,2021-11-22,26.20
15,2021-11-23,26.19
15,2021-11-24,26.19
15,2021-11-25,26.19
15,2021-11-26,26.19
15,2021-11-27,26.19
15,2021-11-28,26.19
15,2021-11-29,26.18
15,2021-11-30,26.18
15,2021-12-01,26.18
15,2021-12-02,26.18
15,2021-12-03,26.17
15,2021-12-04,26.17
15,2021-12-05,26.17
15,2021-12-06,26.17
15,2021-12-07,26.16
15,2021-12-08,26.16
15,2021-12-09,26.16
15,2021-12-10,26.15
15,2021-12-11,26.15
15,2021-12-12,26.15
15,2021-12-13,26.14
15,2021-12-14,26.14
15,2021-12-15,26.13
15,2021-12-16,26.13
15,2021-12-17,26.12
15,2021-12-18,26.12
15,2021-12-19,26.11
15,2021-12-20,26.11
15,2021-12-21,26.10
15,2021-12-22,26.09
15,2021-12-23,26.09
15,2021-12-24,26.08
15,2021-12-25,26.07
15,2021-12-26,26.07
15,2021-12-27,26.06
15,2021-12-28,26.05
15,2021-12-29,26.04
15,2021-12-30,26.03
15,2021-12-31,26.02
15,2022-01-01,26.02
15,2022-01-02,26.01
15,2022-01-03,26.00
15,2022-01-04,25.99
15,2022-01-05,25.98
15,2022-01-06,25.97
15,2022-01-07,25.97
15,2022-01-08,25.96
15,2022-01-09,25.95
15,2022-01-10,25.95
15,2022-01-11,25.94
15,2022-01-12,25.93
15,2022-01-13,25.93
15,2022-01-14,25.92
15,2022-01-15,25.92
15,2022-01-16,25.91
15,2022-01-17,25.91
15,2022-01-18,25.90
15,2022-01-19,25.90
15,2022-01-20,25.89
15,2022-01-21,25.89
15,2022-01-22,25.89
15,2022-01-23,25.88
15,2022-01-24,25.88
15,2022-01-25,25.88
15,2022-01-26,25.87
15,2022-01-27,25.87
15,2022-01-28,25.87
15,2022-01-29,25.86
15,2022-01-30,25.86
15,2022-01-31,25.86
15,2022-02-01,25.86
15,2022-02-02,25.86
15,2022-02-03,25.85
15,2022-02-04,25.85
15,2022-02-05,25.85
15,2022-02-06,25.85
15,2022-02-07,25.85
15,2022-02-08,25.84
15,2022-02-09,25.84
15,2022-02-10,25.84
15,2022-02-11,25.84
15,2022-02-12,25.84
15,2022-02-13,25.83
15,2022-02-14,25.83
15,2022-02-15,25.83
15,2022-02-16,25.83
15,2022-02-17,25.83
15,2022-02-18,25.82
15,2022-02-19,25.82
15,2022-02-20,25.82
15,2022-02-21,25.82
15,2022-02-22,25.82
15,2022-02-23,25.81
15,2022-02-24,25.81
15,2022-02-25,25.81
15,2022-02-26,25.81
15,2022-02-27,25.81
15,2022-02-28,25.81
15,2022-03-01,25.80
15,2022-03-02,25.80
15,2022-03-03,25.80
15,2022-03-04,25.80
15,2022-03-05,25.79
15,2022-03-06,25.79
15,2022-03-07,25.79
15,2022-03-08,25.79
15,2022-03-09,25.79
15,2022-03-10,25.78
15,2022-03-11,25.78
15,2022-03-12,25.78
15,2022-03-13,25.78
15,2022-03-14,25.78
15,2022-03-15,25.77
15,2022-03-16,25.77
15,2022-03-17,25.77
15,2022-03-18,25.77
15,2022-03-19,25.77
15,2022-03-20,25.76
15,2022-03-21,25.76
15,2022-03-22,25.76
15,2022-03-23,25.76
15,2022-03-24,25.75
15,2022-03-25,25.75
15,2022-03-26,25.75
15,2022-03-27,25.75
15,2022-03-28,25.75
15,2022-03-29,25.74
15,2022-03-30,25.74
15,2022-03-31,25.74
15,2022-04-01,25.74
15,2022-04-02,25.74
15,2022-04-03,25.73
15,2022-04-04,25.73
15,2022-04-05,25.73
15,2022-04-06,25.73
15,2022-04-07,25.73
15,2022-04-08,25.72
15,2022-04-09,25.72
15,2022-04-10,25.72
15,2022-04-11,25.72
15,2022-04-12,25.71
15,2022-04-13,25.71
15,2022-04-14,25.71
15,2022-04-15,25.71
15,2022-04-16,25.71
15,2022-04-17,25.70
15,2022-04-18,25.70
15,2022-04-19,25.70
15,2022-04-20,25.70
15,2022-04-21,25.70
15,2022-04-22,25.69
15,2022-04-23,25.69
15,2022-04-24,25.69
15,2022-04-25,25.69
15,2022-04-26,25.68
15,2022-04-27,25.68
15,2022-04-28,25.68
15,2022-04-29,25.68
15,2022-04-30,25.68
15,2022-05-01,25.67
15,2022-05-02,25.67
15,2022-05-03,25.67
15,2022-05-04,25.67
15,2022-05-05,25.67
15,2022-05-06,25.66
15,2022-05-07,25.66
15,2022-05-08,25.66
15,2022-05-09,25.66
15,2022-05-10,25.66
15,2022-05-11,25.65
15,2022-05-12,25.65
15,2022-05-13,25.65
15,2022-05-14,25.65
15,2022-05-15,25.64
15,2022-05-16,25.64
15,2022-05-17,25.64
15,2022-05-18,25.64
15,2022-05-19,25.64
15,2022-05-20,25.63
15,2022-05-21,25.63
15,2022-05-22,25.63
15,2022-05-23,25.63
15,2022-05-24,25.63
15,2022-05-25,25.62
15,2022-05-26,25.62
15,2022-05-27,25.62
15,2022-05-28,25.62
15,2022-05-29,25.62
15,2022-05-30,25.61
15,2022-05-31,25.61
15,2022-06-01,25.61
15,2022-06-02,25.61
15,2022-06-03,25.60
15,2022-06-04,25.60
15,2022-06-05,25.60
15,2022-06-06,25.60
15,2022-06-07,25.60
15,2022-06-08,25.59
15,2022-06-09,25.59
15,2022-06-10,25.59
15,2022-06-11,25.59
15,2022-06-12,25.59
15,2022-06-13,25.58
15,2022-06-14,25.58
15,2022-06-15,25.58
15,2022-06-16,25.58
15,2022-06-17,25.58
15,2022-06-18,25.57
15,2022-06-19,25.57
15,2022-06-20,25.57
15,2022-06-21,25.57
15,2022-06-22,25.56
15,2022-06-23,25.56
15,2022-06-24,25.56
15,2022-06-25,25.56
15,2022-06-26,25.56
15,2022-06-27,25.55
15,2022-06-28,25.55
15,2022-06-29,25.55
15,2022-06-30,25.55
15,2022-07-01,25.55
15,2022-07-02,25.54
15,2022-07-03,25.54
15,2022-07-04,25.54
15,2022-07-05,25.54
15,2022-07-06,25.54
15,2022-07-07,25.53
15,2022-07-08,25.53
15,2022-07-09,25.53
15,2022-07-10,25.53
15,2022-07-11,25.52
15,2022-07-12,25.52
15,2022-07-13,25.52
15,2022-07-14,25.52
15,2022-07-15,25.52
15,2022-07-16,25.51
15,2022-07-17,25.51
15,2022-07-18,25.51
15,2022-07-19,25.51
15,2022-07-20,25.51
15,2022-07-21,25.50
15,2022-07-22,25.50
15,2022-07-23,25.50
15,2022-07-24,25.50
15,2022-07-25,25.50
15,2022-07-26,25.49
15,2022-07-27,25.49
15,2022-07-28,25.49
15,2022-07-29,25.49
15,2022-07-30,25.49
15,2022-07-31,25.48
15,2022-08-01,25.48
15,2022-08-02,25.48
15,2022-08-03,25.48
15,2022-08-04,25.47
15,2022-08-05,25.47
15,2022-08-06,25.47
15,2022-08-07,25.47
15,2022-08-08,25.47
15,2022-08-09,25.46
15,2022-08-10,25.46
15,2022-08-11,25.46
15,2022-08-12,25.46
15,2022-08-13,25.46
15,2022-08-14,25.45
15,2022-08-15,25.45
15,2022-08-16,25.45
15,2022-08-17,25.45
15,2022-08-18,25.45
15,2022-08-19,25.44
15,2022-08-20,25.44
15,2022-08-21,25.44
15,2022-08-22,25.44
15,2022-08-23,25.43
15,2022-08-24,25.43
15,2022-08-25,25.43
15,2022-08-26,25.43
15,2022-08-27,25.43
15,2022-08-28,25.42
15,2022-08-29,25.42
15,2022-08-30,25.42
15,2022-08-31,25.42
15,2022-09-01,25.42
15,2022-09-02,25.41
15,2022-09-03,25.41
15,2022-09-04,25.41
15,2022-09-05,25.41
15,2022-09-06,25.41
15,2022-09-07,25.40
15,2022-09-08,25.40
15,2022-09-09,25.40
15,2022-09-10,25.40
15,2022-09-11,25.39
15,2022-09-12,25.39
15,2022-09-13,25.39
15,2022-09-14,25.39
15,2022-09-15,25.39
15,2022-09-16,25.38
15,2022-09-17,25.38
15,2022-09-18,25.38
15,2022-09-19,25.38
15,2022-09-20,25.38
15,2022-09-21,25.37
15,2022-09-22,25.37
15,2022-09-23,25.37
15,2022-09-24,25.37
15,2022-09-25,25.37
15,2022-09-26,25.36
15,2022-09-27,25.36
15,2022-09-28,25.36
15,2022-09-29,25.36
15,2022-09-30,25.35
15,2022-10-01,25.35
15,2022-10-02,25.35
15,2022-10-03,25.35
15,2022-10-04,25.35
15,2022-10-05,25.34
15,2022-10-06,25.34
15,2022-10-07,25.34
15,2022-10-08,25.34
15,2022-10-09,25.34
15,2022-10-10,25.33
15,2022-10-11,25.33
15,2022-10-12,25.33
15,2022-10-13,25.33
15,2022-10-14,25.33
15,2022-10-15,25.32
15,2022-10-16,25.32
15,2022-10-17,25.32
15,2022-10-18,25.32
15,2022-10-19,25.31
15,2022-10-20,25.31
15,2022-10-21,25.31
15,2022-10-22,25.31
15,2022-10-23,25.31
15,2022-10-24,25.30
15,2022-10-25,25.30
15,2022-10-26,25.30
15,2022-10-27,25.30
15,2022-10-28,25.30
15,2022-10-29,25.29
15,2022-10-30,25.29
15,2022-10-31,25.29
15,2022-11-01,25.29
15,2022-11-02,25.29
15,2022-11-03,25.28
15,2022-11-04,25.28
15,2022-11-05,25.28
15,2022-11-06,25.28
15,2022-11-07,25.28
15,2022-11-08,25.27
15,2022-11-09,25.27
15,2022-11-10,25.27
15,2022-11-11,25.27
15,2022-11-12,25.27
15,2022-11-13,25.27
15,2022-11-14,25.26
15,2022-11-15,25.26
15,2022-11-16,25.26
15,2022-11-17,25.26
15,2022-11-18,25.26
15,2022-11-19,25.25
15,2022-11-20,25.25
15,2022-11-21,25.25
15,2022-11-22,25.25
15,2022-11-23,25.25
15,2022-11-24,25.24
15,2022-11-25,25.24
15,2022-11-26,25.24
15,2022-11-27,25.24
15,2022-11-28,25.24
15,2022-11-29,25.23
15,2022-11-30,25.23
15,2022-12-01,25.23
15,2022-12-02,25.23
15,2022-12-03,25.23
15,2022-12-04,25.22
15,2022-12-05,25.22
15,2022-12-06,25.22
15,2022-12-07,25.22
15,2022-12-08,25.21
15,2022-12-09,25.21
15,2022-12-10,25.21
15,2022-12-11,25.20
15,2022-12-12,25.20
15,2022-12-13,25.19
15,2022-12-14,25.19
15,2022-12-15,25.19
15,2022-12-16,25.18
15,2022-12-17,25.18
15,2022-12-18,25.17
15,2022-12-19,25.16
15,2022-12-20,25.16
15,2022-12-21,25.15
15,2022-12-22,25.15
15,2022-12-23,25.14
15,2022-12-24,25.13
15,2022-12-25,25.12
15,2022-12-26,25.12
15,2022-12-27,25.11
15,2022-12-28,25.10
15,2022-12-29,25.09
15,2022-12-30,25.08
15,2022-12-31,25.08
20,2020-01-01,41.96
20,2020-01-02,41.97
20,2020-01-03,41.99
20,2020-01-04,42.01
20,2020-01-05,42.03
20,2020-01-06,42.05
20,2020-01-07,42.07
20,2020-01-08,42.10
20,2020-01-09,42.12
20,2020-01-10,42.15
20,2020-01-11,42.18
20,2020-01-12,42.21
20,2020-01-13,42.24
20,2020-01-14,42.27
20,2020-01-15,42.31
20,2020-01-16,42.34
20,2020-01-17,42.38
20,2020-01-18,42.41
20,2020-01-19,42.45
20,2020-01-20,42.49
20,2020-01-21,42.53
20,2020-01-22,42.57
20,2020-01-23,42.61
20,2020-01-24,42.65
20,2020-01-25,42.69
20,2020-01-26,42.73
20,2020-01-27,42.78
20,2020-01-28,42.82
20,2020-01-29,42.86
20,2020-01-30,42.91
20,2020-01-31,42.95
20,2020-02-01,43.00
20,2020-02-02,43.04
20,2020-02-03,43.09
20,2020-02-04,43.14
20,2020-02-05,43.18
20,2020-02-06,43.23
20,2020-02-07,43.28
20,2020-02-08,43.32
20,2020-02-09,43.37
20,2020-02-10,43.42
20,2020-02-11,43.46
20,2020-02-12,43.51
20,2020-02-13,43.56
20,2020-02-14,43.60
20,2020-02-15,43.65
20,2020-02-16,43.70
20,2020-02-17,43.75
20,2020-02-18,43.79
20,2020-02-19,43.84
20,2020-02-20,43.89
20,2020-02-21,43.93
20,2020-02-22,43.98
20,2020-02-23,44.03
20,2020-02-24,44.07
20,2020-02-25,44.12
20,2020-02-26,44.17
20,2020-02-27,44.21
20,2020-02-28,44.26
20,2020-02-29,44.28
20,2020-03-01,44.30
20,2020-03-02,44.35
20,2020-03-03,44.39
20,2020-03-04,44.44
20,2020-03-05,44.48
20,2020-03-06,44.53
20,2020-03-07,44.57
20,2020-03-08,44.62
20,2020-03-09,44.66
20,2020-03-10,44.71
20,2020-03-11,44.75
20,2020-03-12,44.79
20,2020-03-13,44.84
20,2020-03-14,44.88
20,2020-03-15,44.92
20,2020-03-16,44.96
20,2020-03-17,45.01
20,2020-03-18,45.05
20,2020-03-19,45.09
20,2020-03-20,45.13
20,2020-03-21,45.17
20,2020-03-22,45.22
20,2020-03-23,45.26
20,2020-03-24,45.30
20,2020-03-25,45.34
20,2020-03-26,45.38
20,2020-03-27,45.42
20,2020-03-28,45.46
20,2020-03-29,45.50
20,2020-03-30,45.54
20,2020-03-31,45.58
20,2020-04-01,45.62
20,2020-04-02,45.66
20,2020-04-03,45.70
20,2020-04-04,45.74
20,2020-04-05,45.78
20,2020-04-06,45.82
20,2020-04-07,45.86
20,2020-04-08,45.90
20,2020-04-09,45.94
20,2020-04-10,45.98
20,2020-04-11,46.02
20,2020-04-12,46.06
20,2020-04-13,46.10
20,2020-04-14,46.14
20,2020-04-15,46.18
20,2020-04-16,46.23
20,2020-04-17,46.27
20,2020-04-18,46.31
20,2020-04-19,46.35
20,2020-04-20,46.39
20,2020-04-21,46.43
20,2020-04-22,46.47
20,2020-04-23,46.51
20,2020-04-24,46.55
20,2020-04-25,46.60
20,2020-04-26,46.64
20,2020-04-27,46.68
20,2020-04-28,46.72
20,2020-04-29,46.76
20,2020-04-30,46.81
20,2020-05-01,46.85
20,2020-05-02,46.89
20,2020-05-03,46.93
20,2020-05-04,46.98
20,2020-05-05,47.02
20,2020-05-06,47.06
20,2020-05-07,47.11
20,2020-05-08,47.15
20,2020-05-09,47.19
20,2020-05-10,47.24
20,2020-05-11,47.28
20,2020-05-12,47.32
20,2020-05-13,47.37
20,2020-05-14,47.41
20,2020-05-15,47.46
20,2020-05-16,47.50
20,2020-05-17,47.54
20,2020-05-18,47.59
20,2020-05-19,47.63
20,2020-05-20,47.68
20,2020-05-21,47.72
20,2020-05-22,47.77
20,2020-05-23,47.81
20,2020-05-24,47.85
20,2020-05-25,47.90
20,2020-05-26,47.94
20,2020-05-27,47.99
20,2020-05-28,48.03
20,2020-05-29,48.07
20,2020-05-30,48.12
20,2020-05-31,48.16
20,2020-06-01,48.20
20,2020-06-02,48.25
20,2020-06-03,48.29
20,2020-06-04,48.33
20,2020-06-05,48.37
20,2020-06-06,48.41
20,2020-06-07,48.46
20,2020-06-08,48.50
20,2020-06-09,48.54
20,2020-06-10,48.58
20,2020-06-11,48.62
20,2020-06-12,48.66
20,2020-06-13,48.69
20,2020-06-14,48.73
20,2020-06-15,48.77
20,2020-06-16,48.81
20,2020-06-17,48.84
20,2020-06-18,48.88
20,2020-06-19,48.91
20,2020-06-20,48.95
20,2020-06-21,48.98
20,2020-06-22,49.01
20,2020-06-23,49.05
20,2020-06-24,49.08
20,2020-06-25,49.11
20,2020-06-26,49.14
20,2020-06-27,49.16
20,2020-06-28,49.19
20,2020-06-29,49.22
20,2020-06-30,49.24
20,2020-07-01,49.26
20,2020-07-02,49.29
20,2020-07-03,49.31
20,2020-07-04,49.33
20,2020-07-05,49.35
20,2020-07-06,49.36
20,2020-07-07,49.38
20,2020-07-08,49.39
20,2020-07-09,49.41
20,2020-07-10,49.42
20,2020-07-11,49.43
20,2020-07-12,49.44
20,2020-07-13,49.44
20,2020-07-14,49.45
20,2020-07-15,49.45
20,2020-07-16,49.45
20,2020-07-17,49.45
20,2020-07-18,49.45
20,2020-07-19,49.45
20,2020-07-20,49.44
20,2020-07-21,49.44
20,2020-07-22,49.43
20,2020-07-23,49.42
20,2020-07-24,49.40
20,2020-07-25,49.39
20,2020-07-26,49.38
20,2020-07-27,49.36
20,2020-07-28,49.34
20,2020-07-29,49.32
20,2020-07-30,49.29
20,2020-07-31,49.27
20,2020-08-01,49.24
20,2020-08-02,49.22
20,2020-08-03,49.19
20,2020-08-04,49.15
20,2020-08-05,49.12
20,2020-08-06,49.08
20,2020-08-07,49.05
20,2020-08-08,49.01
20,2020-08-09,48.97
20,2020-08-10,48.93
20,2020-08-11,48.88
20,2020-08-12,48.84
20,2020-08-13,48.79
20,2020-08-14,48.74
20,2020-08-15,48.69
20,2020-08-16,48.64
20,2020-08-17,48.59
20,2020-08-18,48.53
20,2020-08-19,48.47
20,2020-08-20,48.42
20,2020-08-21,48.36
20,2020-08-22,48.30
20,2020-08-23,48.23
20,2020-08-24,48.17
20,2020-08-25,48.11
20,2020-08-26,48.04
20,2020-08-27,47.97
20,2020-08-28,47.91
20,2020-08-29,47.84
20,2020-08-30,47.76
20,2020-08-31,47.69
20,2020-09-01,47.62
20,2020-09-02,47.55
20,2020-09-03,47.47
20,2020-09-04,47.39
20,2020-09-05,47.32
20,2020-09-06,47.24
20,2020-09-07,47.16
20,2020-09-08,47.08
20,2020-09-09,47.00
20,2020-09-10,46.92
20,2020-09-11,46.84
20,2020-09-12,46.76
20,2020-09-13,46.68
20,2020-09-14,46.59
20,2020-09-15,46.51
20,2020-09-16,46.42
20,2020-09-17,46.34
20,2020-09-18,46.25
