# https://wonder.cdc.gov/natality.html (grouped by "Age Of Mother 9", year, and month)
age,year,month,born
50,2014,8,48
50,2014,9,55
50,2014,10,77
50,2014,11,56
50,2014,12,68
50,2015,1,65
50,2015,2,70
50,2015,3,63
50,2015,4,62
50,2015,5,53
50,2015,6,60
50,2015,7,71
50,2015,8,70
50,2015,9,53
50,2015,10,52
50,2015,11,59
50,2015,12,76
50,2016,1,69
50,2016,2,70
50,2016,3,73
50,2016,4,62
50,2016,5,58
50,2016,6,65
50,2016,7,69
50,2016,8,77
50,2016,9,38
50,2016,10,61
50,2016,11,71
50,2016,12,73
50,2017,1,75
50,2017,2,57
50,2017,3,75
50,2017,4,62
50,2017,5,75
50,2017,6,83
50,2017,7,84
50,2017,8,68
50,2017,9,53
50,2017,10,54
50,2017,11,73
50,2017,12,81
50,2018,1,84
50,2018,2,69
50,2018,3,87
50,2018,4,69
50,2018,5,71
50,2018,6,86
50,2018,7,79
50,2018,8,77
50,2018,9,68
50,2018,10,97
50,2018,11,84
50,2018,12,88
50,2019,1,93
50,2019,2,85
50,2019,3,78
50,2019,4,75
50,2019,5,92
50,2019,6,82
50,2019,7,101
50,2019,8,97
50,2019,9,68
50,2019,10,103
50,2019,11,103
50,2019,12,96
50,2020,1,91
50,2020,2,68
50,2020,3,84
50,2020,4,111
50,2020,5,101
50,2020,6,78
50,2020,7,89
50,2020,8,97
50,2020,9,77
50,2020,10,87
50,2020,11,75
50,2020,12,37
50,2021,1,46
50,2021,2,57
50,2021,3,103
50,2021,4,86
50,2021,5,86
50,2021,6,95
50,2021,7,104
50,2021,8,100
50,2021,9,77
50,2021,10,94
50,2021,11,100
50,2021,12,93
50,2022,1,109
50,2022,2,89
50,2022,3,112
50,2022,4,120
50,2022,5,103
50,2022,6,97
50,2022,7,122
50,2022,8,98
50,2022,9,67
50,2022,10,95
50,2022,11,98
50,2022,12,120
