type,year,month,state,dead
all,2021,07,Nebraska,68
all,2021,07,Nevada,219
all,2021,07,New Hampshire,51
all,2021,07,New Jersey,348
all,2021,07,New Mexico,200
all,2021,07,New York,713
all,2021,07,North Carolina,605
all,2021,07,North Dakota,39
all,2021,07,Ohio,694
all,2021,07,Oklahoma,254
all,2021,07,Oregon,191
all,2021,07,Pennsylvania,611
all,2021,07,Rhode Island,49
all,2021,07,South Carolina,316
all,2021,07,South Dakota,46
all,2021,07,Tennessee,493
all,2021,07,Texas,1347
all,2021,07,Utah,154
all,2021,07,Vermont,26
all,2021,07,Virginia,395
all,2021,07,Washington,321
all,2021,07,West Virginia,118
all,2021,07,Wisconsin,246
all,2021,07,Wyoming,29
all,2021,08,Alabama,528
all,2021,08,Alaska,72
all,2021,08,Arizona,551
all,2021,08,Arkansas,268
all,2021,08,California,2004
all,2021,08,Colorado,339
all,2021,08,Connecticut,146
all,2021,08,Delaware,60
all,2021,08,District of Columbia,36
all,2021,08,Florida,1924
all,2021,08,Georgia,868
all,2021,08,Hawaii,62
all,2021,08,Idaho,87
all,2021,08,Illinois,601
all,2021,08,Indiana,443
all,2021,08,Iowa,135
all,2021,08,Kansas,167
all,2021,08,Kentucky,357
all,2021,08,Louisiana,496
all,2021,08,Maine,66
all,2021,08,Maryland,305
all,2021,08,Massachusetts,270
all,2021,08,Michigan,550
all,2021,08,Minnesota,240
all,2021,08,Mississippi,363
all,2021,08,Missouri,470
all,2021,08,Montana,66
all,2021,08,Nebraska,80
all,2021,08,Nevada,228
all,2021,08,New Hampshire,68
all,2021,08,New Jersey,361
all,2021,08,New Mexico,236
all,2021,08,New York,819
all,2021,08,North Carolina,743
all,2021,08,North Dakota,29
all,2021,08,Ohio,713
all,2021,08,Oklahoma,328
all,2021,08,Oregon,199
all,2021,08,Pennsylvania,642
all,2021,08,Rhode Island,48
all,2021,08,South Carolina,423
all,2021,08,South Dakota,45
all,2021,08,Tennessee,657
all,2021,08,Texas,2127
all,2021,08,Utah,163
all,2021,08,Vermont,32
all,2021,08,Virginia,440
all,2021,08,Washington,357
all,2021,08,West Virginia,180
all,2021,08,Wisconsin,261
all,2021,08,Wyoming,40
all,2021,09,Alabama,511
all,2021,09,Alaska,60
all,2021,09,Arizona,512
all,2021,09,Arkansas,265
all,2021,09,California,2005
all,2021,09,Colorado,324
all,2021,09,Connecticut,150
all,2021,09,Delaware,47
all,2021,09,District of Columbia,40
all,2021,09,Florida,1601
all,2021,09,Georgia,946
all,2021,09,Hawaii,70
all,2021,09,Idaho,109
all,2021,09,Illinois,624
all,2021,09,Indiana,434
all,2021,09,Iowa,130
all,2021,09,Kansas,181
all,2021,09,Kentucky,413
all,2021,09,Louisiana,455
all,2021,09,Maine,80
all,2021,09,Maryland,319
all,2021,09,Massachusetts,255
all,2021,09,Michigan,527
all,2021,09,Minnesota,231
all,2021,09,Mississippi,313
all,2021,09,Missouri,398
all,2021,09,Montana,75
all,2021,09,Nebraska,65
all,2021,09,Nevada,194
all,2021,09,New Hampshire,57
all,2021,09,New Jersey,364
all,2021,09,New Mexico,262
all,2021,09,New York,782
all,2021,09,North Carolina,755
all,2021,09,North Dakota,51
all,2021,09,Ohio,791
all,2021,09,Oklahoma,352
all,2021,09,Oregon,238
all,2021,09,Pennsylvania,685
all,2021,09,Rhode Island,49
all,2021,09,South Carolina,485
all,2021,09,South Dakota,53
all,2021,09,Tennessee,783
all,2021,09,Texas,2367
all,2021,09,Utah,147
all,2021,09,Vermont,35
all,2021,09,Virginia,460
all,2021,09,Washington,412
all,2021,09,West Virginia,187
all,2021,09,Wisconsin,302
all,2021,09,Wyoming,46
all,2021,10,Alabama,418
all,2021,10,Alaska,88
all,2021,10,Arizona,477
all,2021,10,Arkansas,189
all,2021,10,California,1829
all,2021,10,Colorado,336
all,2021,10,Connecticut,149
all,2021,10,Delaware,56
all,2021,10,District of Columbia,53
all,2021,10,Florida,1248
all,2021,10,Georgia,673
all,2021,10,Hawaii,57
all,2021,10,Idaho,108
all,2021,10,Illinois,572
all,2021,10,Indiana,424
all,2021,10,Iowa,139
all,2021,10,Kansas,146
all,2021,10,Kentucky,371
all,2021,10,Louisiana,403
all,2021,10,Maine,68
all,2021,10,Maryland,339
all,2021,10,Massachusetts,263
all,2021,10,Michigan,509
all,2021,10,Minnesota,252
all,2021,10,Mississippi,225
all,2021,10,Missouri,345
all,2021,10,Montana,79
all,2021,10,Nebraska,87
all,2021,10,Nevada,170
all,2021,10,New Hampshire,65
all,2021,10,New Jersey,375
all,2021,10,New Mexico,216
all,2021,10,New York,778
all,2021,10,North Carolina,742
all,2021,10,North Dakota,43
all,2021,10,Ohio,776
all,2021,10,Oklahoma,273
all,2021,10,Oregon,232
all,2021,10,Pennsylvania,693
all,2021,10,Rhode Island,52
all,2021,10,South Carolina,399
all,2021,10,South Dakota,52
all,2021,10,Tennessee,618
all,2021,10,Texas,1738
all,2021,10,Utah,169
all,2021,10,Vermont,23
all,2021,10,Virginia,447
all,2021,10,Washington,382
all,2021,10,West Virginia,190
all,2021,10,Wisconsin,318
all,2021,10,Wyoming,33
all,2021,11,Alabama,305
all,2021,11,Alaska,69
all,2021,11,Arizona,439
all,2021,11,Arkansas,206
all,2021,11,California,1629
all,2021,11,Colorado,362
all,2021,11,Connecticut,144
all,2021,11,Delaware,49
all,2021,11,District of Columbia,32
all,2021,11,Florida,1064
all,2021,11,Georgia,585
all,2021,11,Hawaii,39
all,2021,11,Idaho,97
all,2021,11,Illinois,592
all,2021,11,Indiana,406
all,2021,11,Iowa,124
all,2021,11,Kansas,131
all,2021,11,Kentucky,313
all,2021,11,Louisiana,351
all,2021,11,Maine,83
all,2021,11,Maryland,300
all,2021,11,Massachusetts,254
all,2021,11,Michigan,548
all,2021,11,Minnesota,249
all,2021,11,Mississippi,193
all,2021,11,Missouri,364
all,2021,11,Montana,64
all,2021,11,Nebraska,84
all,2021,11,Nevada,182
all,2021,11,New Hampshire,58
all,2021,11,New Jersey,307
all,2021,11,New Mexico,244
all,2021,11,New York,749
all,2021,11,North Carolina,557
all,2021,11,North Dakota,33
all,2021,11,Ohio,734
all,2021,11,Oklahoma,238
all,2021,11,Oregon,204
all,2021,11,Pennsylvania,678
all,2021,11,Rhode Island,42
all,2021,11,South Carolina,349
all,2021,11,South Dakota,51
all,2021,11,Tennessee,476
all,2021,11,Texas,1331
all,2021,11,Utah,141
all,2021,11,Vermont,38
all,2021,11,Virginia,396
all,2021,11,Washington,338
all,2021,11,West Virginia,153
all,2021,11,Wisconsin,274
all,2021,11,Wyoming,46
all,2021,12,Alabama,357
all,2021,12,Alaska,52
all,2021,12,Arizona,556
all,2021,12,Arkansas,215
all,2021,12,California,1725
all,2021,12,Colorado,342
all,2021,12,Connecticut,161
all,2021,12,Delaware,63
all,2021,12,District of Columbia,43
all,2021,12,Florida,1087
all,2021,12,Georgia,644
all,2021,12,Hawaii,48
all,2021,12,Idaho,69
all,2021,12,Illinois,681
all,2021,12,Indiana,471
all,2021,12,Iowa,131
all,2021,12,Kansas,155
all,2021,12,Kentucky,354
all,2021,12,Louisiana,340
all,2021,12,Maine,79
all,2021,12,Maryland,340
all,2021,12,Massachusetts,282
all,2021,12,Michigan,637
all,2021,12,Minnesota,265
all,2021,12,Mississippi,190
all,2021,12,Missouri,368
all,2021,12,Montana,58
all,2021,12,Nebraska,81
all,2021,12,Nevada,159
all,2021,12,New Hampshire,77
all,2021,12,New Jersey,373
all,2021,12,New Mexico,274
all,2021,12,New York,829
all,2021,12,North Carolina,669
all,2021,12,North Dakota,40
all,2021,12,Ohio,795
all,2021,12,Oklahoma,274
all,2021,12,Oregon,215
all,2021,12,Pennsylvania,722
all,2021,12,Rhode Island,41
all,2021,12,South Carolina,356
all,2021,12,South Dakota,53
all,2021,12,Tennessee,512
all,2021,12,Texas,1349
all,2021,12,Utah,131
all,2021,12,Vermont,24
all,2021,12,Virginia,427
all,2021,12,Washington,352
all,2021,12,West Virginia,156
all,2021,12,Wisconsin,286
all,2021,12,Wyoming,26
all,2022,01,Alabama,302
all,2022,01,Alaska,53
all,2022,01,Arizona,489
all,2022,01,Arkansas,206
all,2022,01,California,1852
all,2022,01,Colorado,355
all,2022,01,Connecticut,168
all,2022,01,Delaware,66
all,2022,01,District of Columbia,44
all,2022,01,Florida,1113
all,2022,01,Georgia,691
all,2022,01,Hawaii,53
all,2022,01,Idaho,88
all,2022,01,Illinois,714
all,2022,01,Indiana,450
all,2022,01,Iowa,117
all,2022,01,Kansas,184
all,2022,01,Kentucky,356
all,2022,01,Louisiana,396
all,2022,01,Maine,66
all,2022,01,Maryland,379
all,2022,01,Massachusetts,273
all,2022,01,Michigan,592
all,2022,01,Minnesota,235
all,2022,01,Mississippi,258
all,2022,01,Missouri,445
all,2022,01,Montana,63
all,2022,01,Nebraska,85
all,2022,01,Nevada,193
all,2022,01,New Hampshire,74
all,2022,01,New Jersey,419
all,2022,01,New Mexico,262
all,2022,01,New York,881
all,2022,01,North Carolina,680
all,2022,01,North Dakota,44
all,2022,01,Ohio,755
all,2022,01,Oklahoma,315
all,2022,01,Oregon,209
all,2022,01,Pennsylvania,711
all,2022,01,Rhode Island,67
all,2022,01,South Carolina,383
all,2022,01,South Dakota,53
all,2022,01,Tennessee,535
all,2022,01,Texas,1548
all,2022,01,Utah,143
all,2022,01,Vermont,31
all,2022,01,Virginia,449
all,2022,01,Washington,359
all,2022,01,West Virginia,149
all,2022,01,Wisconsin,336
all,2022,01,Wyoming,35
all,2022,02,Alabama,307
all,2022,02,Alaska,49
all,2022,02,Arizona,380
all,2022,02,Arkansas,175
all,2022,02,California,1550
all,2022,02,Colorado,262
all,2022,02,Connecticut,147
all,2022,02,Delaware,50
all,2022,02,District of Columbia,33
all,2022,02,Florida,976
all,2022,02,Georgia,562
all,2022,02,Hawaii,50
all,2022,02,Idaho,57
all,2022,02,Illinois,498
all,2022,02,Indiana,361
all,2022,02,Iowa,102
all,2022,02,Kansas,127
all,2022,02,Kentucky,295
all,2022,02,Louisiana,317
all,2022,02,Maine,68
all,2022,02,Maryland,284
all,2022,02,Massachusetts,242
all,2022,02,Michigan,422
all,2022,02,Minnesota,219
all,2022,02,Mississippi,188
all,2022,02,Missouri,280
all,2022,02,Montana,57
all,2022,02,Nebraska,73
all,2022,02,Nevada,153
all,2022,02,New Hampshire,45
all,2022,02,New Jersey,298
all,2022,02,New Mexico,191
all,2022,02,New York,641
all,2022,02,North Carolina,616
all,2022,02,North Dakota,37
all,2022,02,Ohio,593
all,2022,02,Oklahoma,217
all,2022,02,Oregon,170
all,2022,02,Pennsylvania,523
all,2022,02,Rhode Island,35
all,2022,02,South Carolina,321
all,2022,02,South Dakota,52
all,2022,02,Tennessee,480
all,2022,02,Texas,1318
all,2022,02,Utah,112
all,2022,02,Vermont,19
all,2022,02,Virginia,382
all,2022,02,Washington,314
all,2022,02,West Virginia,147
all,2022,02,Wisconsin,211
all,2022,02,Wyoming,21
all,2022,03,Alabama,331
all,2022,03,Alaska,48
all,2022,03,Arizona,384
all,2022,03,Arkansas,159
all,2022,03,California,1458
all,2022,03,Colorado,238
all,2022,03,Connecticut,139
all,2022,03,Delaware,45
all,2022,03,District of Columbia,30
all,2022,03,Florida,1114
all,2022,03,Georgia,559
all,2022,03,Hawaii,35
all,2022,03,Idaho,71
all,2022,03,Illinois,502
all,2022,03,Indiana,409
all,2022,03,Iowa,102
all,2022,03,Kansas,151
all,2022,03,Kentucky,315
all,2022,03,Louisiana,323
all,2022,03,Maine,83
all,2022,03,Maryland,299
all,2022,03,Massachusetts,233
all,2022,03,Michigan,479
all,2022,03,Minnesota,224
all,2022,03,Mississippi,199
all,2022,03,Missouri,344
all,2022,03,Montana,57
all,2022,03,Nebraska,71
all,2022,03,Nevada,151
all,2022,03,New Hampshire,43
all,2022,03,New Jersey,304
all,2022,03,New Mexico,177
all,2022,03,New York,685
all,2022,03,North Carolina,567
all,2022,03,North Dakota,42
all,2022,03,Ohio,617
all,2022,03,Oklahoma,233
all,2022,03,Oregon,153
all,2022,03,Pennsylvania,579
all,2022,03,Rhode Island,50
all,2022,03,South Carolina,312
all,2022,03,South Dakota,36
all,2022,03,Tennessee,496
all,2022,03,Texas,1304
all,2022,03,Utah,133
all,2022,03,Vermont,28
all,2022,03,Virginia,388
all,2022,03,Washington,309
all,2022,03,West Virginia,138
all,2022,03,Wisconsin,229
all,2022,03,Wyoming,20
all,2022,04,Alabama,308
all,2022,04,Alaska,46
all,2022,04,Arizona,379
all,2022,04,Arkansas,162
all,2022,04,California,1391
all,2022,04,Colorado,245
all,2022,04,Connecticut,145
all,2022,04,Delaware,56
all,2022,04,District of Columbia,35
all,2022,04,Florida,966
all,2022,04,Georgia,537
all,2022,04,Hawaii,49
all,2022,04,Idaho,56
all,2022,04,Illinois,511
all,2022,04,Indiana,324
all,2022,04,Iowa,104
all,2022,04,Kansas,132
all,2022,04,Kentucky,276
all,2022,04,Louisiana,337
all,2022,04,Maine,72
all,2022,04,Maryland,261
all,2022,04,Massachusetts,246
all,2022,04,Michigan,415
all,2022,04,Minnesota,193
all,2022,04,Mississippi,200
all,2022,04,Missouri,349
all,2022,04,Montana,64
all,2022,04,Nebraska,45
all,2022,04,Nevada,151
all,2022,04,New Hampshire,64
all,2022,04,New Jersey,302
all,2022,04,New Mexico,185
all,2022,04,New York,639
all,2022,04,North Carolina,551
all,2022,04,North Dakota,39
all,2022,04,Ohio,534
all,2022,04,Oklahoma,224
all,2022,04,Oregon,190
all,2022,04,Pennsylvania,546
all,2022,04,Rhode Island,28
all,2022,04,South Carolina,268
all,2022,04,South Dakota,54
all,2022,04,Tennessee,434
all,2022,04,Texas,1169
all,2022,04,Utah,137
all,2022,04,Vermont,22
all,2022,04,Virginia,321
all,2022,04,Washington,298
all,2022,04,West Virginia,124
all,2022,04,Wisconsin,234
all,2022,04,Wyoming,23
all,2022,05,Alabama,325
all,2022,05,Alaska,38
all,2022,05,Arizona,390
all,2022,05,Arkansas,197
all,2022,05,California,1527
all,2022,05,Colorado,304
all,2022,05,Connecticut,155
all,2022,05,Delaware,56
all,2022,05,District of Columbia,50
all,2022,05,Florida,1006
all,2022,05,Georgia,572
all,2022,05,Hawaii,46
all,2022,05,Idaho,70
all,2022,05,Illinois,505
all,2022,05,Indiana,327
all,2022,05,Iowa,125
all,2022,05,Kansas,124
all,2022,05,Kentucky,264
all,2022,05,Louisiana,335
all,2022,05,Maine,75
all,2022,05,Maryland,240
all,2022,05,Massachusetts,258
all,2022,05,Michigan,448
all,2022,05,Minnesota,220
all,2022,05,Mississippi,196
all,2022,05,Missouri,339
all,2022,05,Montana,38
all,2022,05,Nebraska,86
all,2022,05,Nevada,141
all,2022,05,New Hampshire,45
all,2022,05,New Jersey,340
all,2022,05,New Mexico,197
all,2022,05,New York,673
all,2022,05,North Carolina,572
all,2022,05,North Dakota,40
all,2022,05,Ohio,584
all,2022,05,Oklahoma,217
all,2022,05,Oregon,186
all,2022,05,Pennsylvania,583
all,2022,05,Rhode Island,45
all,2022,05,South Carolina,307
all,2022,05,South Dakota,44
all,2022,05,Tennessee,431
all,2022,05,Texas,1262
all,2022,05,Utah,108
all,2022,05,Vermont,20
all,2022,05,Virginia,353
all,2022,05,Washington,281
all,2022,05,West Virginia,132
all,2022,05,Wisconsin,239
all,2022,05,Wyoming,22
all,2022,06,Alabama,321
all,2022,06,Alaska,53
all,2022,06,Arizona,410
all,2022,06,Arkansas,143
all,2022,06,California,1509
all,2022,06,Colorado,279
all,2022,06,Connecticut,135
all,2022,06,Delaware,45
all,2022,06,District of Columbia,37
all,2022,06,Florida,1010
all,2022,06,Georgia,526
all,2022,06,Hawaii,37
all,2022,06,Idaho,75
all,2022,06,Illinois,529
all,2022,06,Indiana,339
all,2022,06,Iowa,112
all,2022,06,Kansas,132
all,2022,06,Kentucky,285
all,2022,06,Louisiana,313
all,2022,06,Maine,83
all,2022,06,Maryland,266
all,2022,06,Massachusetts,240
all,2022,06,Michigan,449
all,2022,06,Minnesota,219
all,2022,06,Mississippi,164
all,2022,06,Missouri,318
all,2022,06,Montana,49
all,2022,06,Nebraska,68
all,2022,06,Nevada,168
all,2022,06,New Hampshire,63
all,2022,06,New Jersey,321
all,2022,06,New Mexico,179
all,2022,06,New York,699
all,2022,06,North Carolina,585
all,2022,06,North Dakota,45
all,2022,06,Ohio,591
all,2022,06,Oklahoma,236
all,2022,06,Oregon,159
all,2022,06,Pennsylvania,525
all,2022,06,Rhode Island,35
all,2022,06,South Carolina,318
all,2022,06,South Dakota,40
all,2022,06,Tennessee,453
all,2022,06,Texas,1298
all,2022,06,Utah,114
all,2022,06,Vermont,27
all,2022,06,Virginia,392
all,2022,06,Washington,314
all,2022,06,West Virginia,120
all,2022,06,Wisconsin,229
all,2022,06,Wyoming,23
all,2022,07,Alabama,340
all,2022,07,Alaska,71
all,2022,07,Arizona,471
all,2022,07,Arkansas,166
all,2022,07,California,1611
all,2022,07,Colorado,305
all,2022,07,Connecticut,157
all,2022,07,Delaware,54
all,2022,07,District of Columbia,40
all,2022,07,Florida,966
all,2022,07,Georgia,596
all,2022,07,Hawaii,35
all,2022,07,Idaho,76
all,2022,07,Illinois,559
all,2022,07,Indiana,403
all,2022,07,Iowa,121
all,2022,07,Kansas,134
all,2022,07,Kentucky,284
all,2022,07,Louisiana,336
all,2022,07,Maine,68
all,2022,07,Maryland,284
all,2022,07,Massachusetts,251
all,2022,07,Michigan,446
all,2022,07,Minnesota,207
all,2022,07,Mississippi,188
all,2022,07,Missouri,364
all,2022,07,Montana,61
all,2022,07,Nebraska,70
all,2022,07,Nevada,158
all,2022,07,New Hampshire,60
all,2022,07,New Jersey,320
all,2022,07,New Mexico,184
all,2022,07,New York,722
all,2022,07,North Carolina,589
all,2022,07,North Dakota,42
all,2022,07,Ohio,620
all,2022,07,Oklahoma,229
all,2022,07,Oregon,192
all,2022,07,Pennsylvania,599
all,2022,07,Rhode Island,37
all,2022,07,South Carolina,324
all,2022,07,South Dakota,44
all,2022,07,Tennessee,457
all,2022,07,Texas,1384
all,2022,07,Utah,108
all,2022,07,Vermont,32
all,2022,07,Virginia,396
all,2022,07,Washington,351
all,2022,07,West Virginia,134
all,2022,07,Wisconsin,240
all,2022,07,Wyoming,28
all,2022,08,Alabama,334
all,2022,08,Alaska,48
all,2022,08,Arizona,405
all,2022,08,Arkansas,172
all,2022,08,California,1654
all,2022,08,Colorado,289
all,2022,08,Connecticut,129
all,2022,08,Delaware,45
all,2022,08,District of Columbia,41
all,2022,08,Florida,991
all,2022,08,Georgia,535
all,2022,08,Hawaii,40
all,2022,08,Idaho,75
all,2022,08,Illinois,544
all,2022,08,Indiana,355
all,2022,08,Iowa,108
all,2022,08,Kansas,137
all,2022,08,Kentucky,289
all,2022,08,Louisiana,311
all,2022,08,Maine,70
all,2022,08,Maryland,295
all,2022,08,Massachusetts,249
all,2022,08,Michigan,448
all,2022,08,Minnesota,207
all,2022,08,Mississippi,185
all,2022,08,Missouri,336
all,2022,08,Montana,64
all,2022,08,Nebraska,61
all,2022,08,Nevada,172
all,2022,08,New Hampshire,63
all,2022,08,New Jersey,305
all,2022,08,New Mexico,151
all,2022,08,New York,738
all,2022,08,North Carolina,583
all,2022,08,North Dakota,36
all,2022,08,Ohio,655
all,2022,08,Oklahoma,203
all,2022,08,Oregon,212
all,2022,08,Pennsylvania,600
all,2022,08,Rhode Island,35
all,2022,08,South Carolina,294
all,2022,08,South Dakota,38
all,2022,08,Tennessee,447
all,2022,08,Texas,1252
all,2022,08,Utah,133
all,2022,08,Vermont,36
all,2022,08,Virginia,355
all,2022,08,Washington,396
all,2022,08,West Virginia,129
all,2022,08,Wisconsin,270
all,2022,08,Wyoming,25
all,2022,09,Alabama,290
all,2022,09,Alaska,41
all,2022,09,Arizona,397
all,2022,09,Arkansas,148
all,2022,09,California,1632
all,2022,09,Colorado,259
all,2022,09,Connecticut,116
all,2022,09,Delaware,52
all,2022,09,District of Columbia,23
all,2022,09,Florida,962
all,2022,09,Georgia,548
all,2022,09,Hawaii,46
all,2022,09,Idaho,66
all,2022,09,Illinois,519
all,2022,09,Indiana,328
all,2022,09,Iowa,86
all,2022,09,Kansas,137
all,2022,09,Kentucky,282
all,2022,09,Louisiana,311
all,2022,09,Maine,79
all,2022,09,Maryland,247
all,2022,09,Massachusetts,232
all,2022,09,Michigan,427
all,2022,09,Minnesota,196
all,2022,09,Mississippi,193
all,2022,09,Missouri,311
all,2022,09,Montana,57
all,2022,09,Nebraska,68
all,2022,09,Nevada,177
all,2022,09,New Hampshire,53
all,2022,09,New Jersey,302
all,2022,09,New Mexico,196
all,2022,09,New York,712
all,2022,09,North Carolina,572
all,2022,09,North Dakota,51
all,2022,09,Ohio,546
all,2022,09,Oklahoma,253
all,2022,09,Oregon,177
all,2022,09,Pennsylvania,550
all,2022,09,Rhode Island,30
all,2022,09,South Carolina,304
all,2022,09,South Dakota,58
all,2022,09,Tennessee,467
all,2022,09,Texas,1239
all,2022,09,Utah,108
all,2022,09,Vermont,19
all,2022,09,Virginia,358
all,2022,09,Washington,306
all,2022,09,West Virginia,130
all,2022,09,Wisconsin,208
all,2022,09,Wyoming,28
all,2022,10,Alabama,334
all,2022,10,Alaska,63
all,2022,10,Arizona,375
all,2022,10,Arkansas,160
all,2022,10,California,1462
all,2022,10,Colorado,280
all,2022,10,Connecticut,151
all,2022,10,Delaware,46
all,2022,10,District of Columbia,37
all,2022,10,Florida,957
all,2022,10,Georgia,580
all,2022,10,Hawaii,42
all,2022,10,Idaho,60
all,2022,10,Illinois,504
all,2022,10,Indiana,358
all,2022,10,Iowa,103
all,2022,10,Kansas,138
all,2022,10,Kentucky,284
all,2022,10,Louisiana,319
all,2022,10,Maine,68
all,2022,10,Maryland,261
all,2022,10,Massachusetts,269
all,2022,10,Michigan,455
all,2022,10,Minnesota,196
all,2022,10,Mississippi,214
all,2022,10,Missouri,319
all,2022,10,Montana,66
all,2022,10,Nebraska,63
all,2022,10,Nevada,160
all,2022,10,New Hampshire,51
all,2022,10,New Jersey,304
all,2022,10,New Mexico,151
all,2022,10,New York,713
all,2022,10,North Carolina,547
all,2022,10,North Dakota,35
all,2022,10,Ohio,621
all,2022,10,Oklahoma,230
all,2022,10,Oregon,190
all,2022,10,Pennsylvania,535
all,2022,10,Rhode Island,39
all,2022,10,South Carolina,323
all,2022,10,South Dakota,50
all,2022,10,Tennessee,419
all,2022,10,Texas,1203
all,2022,10,Utah,103
all,2022,10,Vermont,29
all,2022,10,Virginia,372
all,2022,10,Washington,311
all,2022,10,West Virginia,145
all,2022,10,Wisconsin,228
all,2022,10,Wyoming,28
all,2022,11,Alabama,298
all,2022,11,Alaska,44
all,2022,11,Arizona,378
all,2022,11,Arkansas,174
all,2022,11,California,1488
all,2022,11,Colorado,306
all,2022,11,Connecticut,127
all,2022,11,Delaware,53
all,2022,11,District of Columbia,28
all,2022,11,Florida,925
all,2022,11,Georgia,525
all,2022,11,Hawaii,52
all,2022,11,Idaho,75
all,2022,11,Illinois,526
all,2022,11,Indiana,355
all,2022,11,Iowa,106
all,2022,11,Kansas,125
all,2022,11,Kentucky,310
all,2022,11,Louisiana,287
all,2022,11,Maine,77
all,2022,11,Maryland,291
all,2022,11,Massachusetts,214
all,2022,11,Michigan,420
all,2022,11,Minnesota,198
all,2022,11,Mississippi,183
all,2022,11,Missouri,306
all,2022,11,Montana,61
all,2022,11,Nebraska,55
all,2022,11,Nevada,151
all,2022,11,New Hampshire,54
all,2022,11,New Jersey,305
all,2022,11,New Mexico,145
all,2022,11,New York,745
all,2022,11,North Carolina,554
all,2022,11,North Dakota,38
all,2022,11,Ohio,577
all,2022,11,Oklahoma,240
all,2022,11,Oregon,214
all,2022,11,Pennsylvania,566
all,2022,11,Rhode Island,36
all,2022,11,South Carolina,279
all,2022,11,South Dakota,48
all,2022,11,Tennessee,494
all,2022,11,Texas,1183
all,2022,11,Utah,145
all,2022,11,Vermont,26
all,2022,11,Virginia,342
all,2022,11,Washington,340
all,2022,11,West Virginia,144
all,2022,11,Wisconsin,211
all,2022,11,Wyoming,26
all,2022,12,Alabama,304
all,2022,12,Alaska,52
all,2022,12,Arizona,393
all,2022,12,Arkansas,159
all,2022,12,California,1605
all,2022,12,Colorado,326
all,2022,12,Connecticut,127
all,2022,12,Delaware,57
all,2022,12,District of Columbia,36
all,2022,12,Florida,1054
all,2022,12,Georgia,594
all,2022,12,Hawaii,52
all,2022,12,Idaho,68
all,2022,12,Illinois,577
all,2022,12,Indiana,340
all,2022,12,Iowa,110
all,2022,12,Kansas,140
all,2022,12,Kentucky,280
all,2022,12,Louisiana,338
all,2022,12,Maine,80
all,2022,12,Maryland,299
all,2022,12,Massachusetts,249
all,2022,12,Michigan,458
all,2022,12,Minnesota,205
all,2022,12,Mississippi,209
all,2022,12,Missouri,355
all,2022,12,Montana,50
all,2022,12,Nebraska,81
all,2022,12,Nevada,151
all,2022,12,New Hampshire,52
all,2022,12,New Jersey,341
all,2022,12,New Mexico,182
all,2022,12,New York,716
all,2022,12,North Carolina,576
all,2022,12,North Dakota,39
all,2022,12,Ohio,648
all,2022,12,Oklahoma,259
all,2022,12,Oregon,209
all,2022,12,Pennsylvania,636
all,2022,12,Rhode Island,39
all,2022,12,South Carolina,324
all,2022,12,South Dakota,56
all,2022,12,Tennessee,525
all,2022,12,Texas,1323
all,2022,12,Utah,116
all,2022,12,Vermont,28
all,2022,12,Virginia,363
all,2022,12,Washington,405
all,2022,12,West Virginia,139
all,2022,12,Wisconsin,255
all,2022,12,Wyoming,31
all,2023,01,Alabama,349
all,2023,01,Alaska,53
all,2023,01,Arizona,390
all,2023,01,Arkansas,160
all,2023,01,California,1625
all,2023,01,Colorado,255
all,2023,01,Connecticut,116
all,2023,01,Delaware,66
all,2023,01,District of Columbia,38
all,2023,01,Florida,967
all,2023,01,Georgia,576
all,2023,01,Hawaii,49
all,2023,01,Idaho,65
all,2023,01,Illinois,513
all,2023,01,Indiana,346
all,2023,01,Iowa,122
all,2023,01,Kansas,129
all,2023,01,Kentucky,277
all,2023,01,Louisiana,317
all,2023,01,Maine,54
all,2023,01,Maryland,276
all,2023,01,Massachusetts,243
all,2023,01,Michigan,477
all,2023,01,Minnesota,216
all,2023,01,Mississippi,179
all,2023,01,Missouri,353
all,2023,01,Montana,53
all,2023,01,Nebraska,66
all,2023,01,Nevada,158
all,2023,01,New Hampshire,64
all,2023,01,New Jersey,299
all,2023,01,New Mexico,160
all,2023,01,New York,700
all,2023,01,North Carolina,581
all,2023,01,North Dakota,40
all,2023,01,Ohio,609
all,2023,01,Oklahoma,238
all,2023,01,Oregon,184
all,2023,01,Pennsylvania,541
all,2023,01,Rhode Island,43
all,2023,01,South Carolina,305
all,2023,01,South Dakota,63
all,2023,01,Tennessee,452
all,2023,01,Texas,1290
all,2023,01,Utah,109
all,2023,01,Vermont,25
all,2023,01,Virginia,376
all,2023,01,Washington,361
all,2023,01,West Virginia,108
all,2023,01,Wisconsin,225
all,2023,01,Wyoming,29
all,2023,02,Alabama,284
all,2023,02,Alaska,50
all,2023,02,Arizona,349
all,2023,02,Arkansas,161
all,2023,02,California,1340
all,2023,02,Colorado,214
all,2023,02,Connecticut,118
all,2023,02,Delaware,45
all,2023,02,District of Columbia,34
all,2023,02,Florida,860
all,2023,02,Georgia,500
all,2023,02,Hawaii,43
all,2023,02,Idaho,83
all,2023,02,Illinois,451
all,2023,02,Indiana,319
all,2023,02,Iowa,94
all,2023,02,Kansas,113
all,2023,02,Kentucky,257
all,2023,02,Louisiana,281
all,2023,02,Maine,58
all,2023,02,Maryland,248
all,2023,02,Massachusetts,206
all,2023,02,Michigan,391
all,2023,02,Minnesota,189
all,2023,02,Mississippi,184
