year,age,born,pop
2017,24,3704,67178
2017,25,4900,70320
2017,26,6226,72030
2017,27,7469,73732
2017,28,7935,70759
2017,29,8634,69794
2017,30,8677,67193
2017,31,8763,66138
2017,32,8440,64686
2017,33,7669,62531
2017,34,6825,61410
2017,35,5906,61495
2017,36,5442,61178
2017,37,4621,63145
2017,38,3563,61249
2017,39,2720,59582
2017,40,2147,60163
2017,41,1532,60791
2017,42,1034,63208
2017,43,680,65995
2017,44,378,64867
2017,45,230,65858
2017,46,101,65698
2017,47,61,64129
2017,48,25,62766
2017,49,69,65367
2018,14,3,56096
2018,15,8,55462
2018,16,39,54240
2018,17,77,51997
2018,18,206,52341
2018,19,460,51671
2018,20,827,51958
2018,21,1260,52827
2018,22,1895,55923
2018,23,2569,60187
2018,24,3562,65530
2018,25,4645,68439
2018,26,5922,71550
2018,27,7106,73283
2018,28,8470,75086
2018,29,8843,72016
2018,30,9167,71014
2018,31,8881,68303
2018,32,8586,67238
2018,33,7932,65650
2018,34,6977,63481
2018,35,6173,62250
2018,36,5261,62345
2018,37,4336,61856
2018,38,3832,63801
2018,39,2875,61855
2018,40,2098,60119
2018,41,1468,60699
2018,42,951,61239
2018,43,602,63585
2018,44,358,66279
2018,45,196,65186
2018,46,111,66180
2018,47,53,65942
2018,48,28,64364
2018,49,54,62977
2019,14,1,57101
2019,15,5,56558
2019,16,20,56025
2019,17,60,54729
2019,18,152,52590
2019,19,390,52935
2019,20,694,52239
2019,21,1191,52627
2019,22,1671,53806
2019,23,2395,57084
2019,24,3201,61319
2019,25,4342,66703
2019,26,5523,69686
2019,27,6701,72657
2019,28,7936,74405
2019,29,9131,76260
2019,30,9127,73098
2019,31,9228,71947
2019,32,8618,69262
2019,33,7965,68001
2019,34,7196,66402
2019,35,6380,64208
2019,36,5337,62870
2019,37,4396,62884
2019,38,3580,62423
2019,39,3014,64318
2019,40,2203,62291
2019,41,1499,60497
2019,42,1050,61100
2019,43,605,61538
2019,44,369,63895
2019,45,232,66563
2019,46,133,65385
2019,47,83,66377
2019,48,27,66105
2019,49,68,64454
2020,14,3,59084
2020,15,6,57350
2020,16,19,56839
2020,17,64,56278
2020,18,132,55084
2020,19,291,52980
2020,20,680,53271
2020,21,1050,52682
2020,22,1565,53346
2020,23,2062,54727
2020,24,2756,57940
2020,25,3838,62137
2020,26,5064,67519
2020,27,6435,70334
2020,28,7697,73386
2020,29,8999,75006
2020,30,9667,76874
2020,31,9265,73661
2020,32,9093,72499
2020,33,8139,69645
2020,34,7317,68354
2020,35,6481,66769
2020,36,5352,64500
2020,37,4409,63167
2020,38,3535,63136
2020,39,2878,62616
2020,40,2422,64551
2020,41,1422,62488
2020,42,958,60667
2020,43,623,61281
2020,44,359,61633
2020,45,206,64008
2020,46,124,66653
2020,47,66,65489
2020,48,40,66457
2020,49,59,66165
2021,14,1,59674
2021,15,6,59379
2021,16,15,57666
2021,17,41,57132
2021,18,115,56711
2021,19,276,55521
2021,20,591,53416
2021,21,934,53727
2021,22,1386,53549
2021,23,1921,54498
2021,24,2638,55855
2021,25,3509,58924
2021,26,4598,63220
2021,27,6017,68521
2021,28,7407,71304
2021,29,8603,74255
2021,30,9574,75899
2021,31,10148,77626
2021,32,9675,74459
2021,33,8825,73139
2021,34,7884,70292
2021,35,6794,68887
2021,36,5659,67195
2021,37,4702,64903
2021,38,3665,63557
2021,39,2961,63456
2021,40,2213,62925
2021,41,1643,64856
2021,42,1047,62767
2021,43,639,60941
2021,44,367,61505
2021,45,180,61841
2021,46,105,64171
2021,47,69,66788
2021,48,28,65588
2021,49,27,66543
2022,14,2,60611
2022,15,7,59916
2022,16,14,59688
2022,17,40,57933
2022,18,96,57560
2022,19,251,57211
2022,20,477,56007
2022,21,836,53985
2022,22,1314,54650
2022,23,1749,54789
2022,24,2309,55705
2022,25,2983,57052
2022,26,4052,60128
2022,27,5207,64427
2022,28,6623,69659
2022,29,7623,72412
2022,30,8510,75291
2022,31,8952,76890
2022,32,9087,78488
2022,33,8312,75317
2022,34,7553,73880
2022,35,6489,70960
2022,36,5426,69453
2022,37,4440,67752
2022,38,3494,65323
2022,39,2689,63988
2022,40,2123,63796
2022,41,1481,63248
2022,42,1021,65167
2022,43,647,63047
2022,44,388,61117
2022,45,219,61727
2022,46,116,62047
2022,47,74,64348
2022,48,49,66935
2022,49,79,65719
2023,14,2,61294
2023,15,3,60694
2023,16,18,60012
2023,17,41,59846
2023,18,71,58320
2023,19,223,58005
2023,20,462,57706
2023,21,785,56657
2023,22,1102,54890
2023,23,1620,55751
2023,24,2172,55860
2023,25,2736,56627
2023,26,3662,57846
2023,27,4712,60903
2023,28,5845,65039
2023,29,7108,70204
2023,30,7796,72907
2023,31,8734,75805
2023,32,8819,77201
2023,33,8302,78763
2023,34,7332,75597
2023,35,6520,74033
2023,36,5419,71081
2023,37,4362,69560
2023,38,3563,67851
2023,39,2712,65412
2023,40,2026,64079
2023,41,1473,63857
2023,42,930,63337
2023,43,612,65233
2023,44,379,63173
2023,45,206,61224
2023,46,118,61783
2023,47,69,62062
2023,48,38,64391
2023,49,78,66945
2024,14,1,63107
2024,15,0,61503
2024,16,11,60996
2024,17,31,60280
2024,18,73,60383
2024,19,196,58891
2024,20,380,58410
2024,21,716,58365
2024,22,1095,57787
2024,23,1542,56162
2024,24,2077,56891
2024,25,2700,56910
2024,26,3411,57615
2024,27,4175,58766
2024,28,5323,61735
2024,29,6579,65764
2024,30,7668,70846
2024,31,8414,73385
2024,32,8609,76197
2024,33,8257,77503
2024,34,7708,78999
2024,35,6710,75759
2024,36,5769,74296
2024,37,4559,71341
2024,38,3568,69767
2024,39,2748,68053
2024,40,2120,65639
2024,41,1484,64290
2024,42,960,64155
2024,43,588,63528
2024,44,385,65476
2024,45,232,63360
2024,46,132,61439
2024,47,82,61943
2024,48,54,62213
2024,49,90,64584
