group,date,age,dead
top17,2005-03,90,1124
top17,2005-03,95,303
top17,2005-03,100,44
top17,2005-04,5,18
top17,2005-04,10,16
top17,2005-04,15,31
top17,2005-04,20,36
top17,2005-04,25,42
top17,2005-04,30,77
top17,2005-04,35,164
top17,2005-04,40,328
top17,2005-04,45,668
top17,2005-04,50,1035
top17,2005-04,55,1462
top17,2005-04,60,1890
top17,2005-04,65,2147
top17,2005-04,70,2659
top17,2005-04,75,3191
top17,2005-04,80,3204
top17,2005-04,85,2202
top17,2005-04,90,1050
top17,2005-04,95,307
top17,2005-04,100,38
top17,2005-05,1,18
top17,2005-05,5,11
top17,2005-05,15,27
top17,2005-05,20,28
top17,2005-05,25,50
top17,2005-05,30,80
top17,2005-05,35,153
top17,2005-05,40,356
top17,2005-05,45,626
top17,2005-05,50,1050
top17,2005-05,55,1515
top17,2005-05,60,1958
top17,2005-05,65,2210
top17,2005-05,70,2714
top17,2005-05,75,3175
top17,2005-05,80,3164
top17,2005-05,85,2210
top17,2005-05,90,1089
top17,2005-05,95,271
top17,2005-05,100,43
top17,2005-06,1,14
top17,2005-06,5,18
top17,2005-06,10,24
top17,2005-06,15,27
top17,2005-06,20,31
top17,2005-06,25,49
top17,2005-06,30,71
top17,2005-06,35,149
top17,2005-06,40,306
top17,2005-06,45,579
top17,2005-06,50,1051
top17,2005-06,55,1472
top17,2005-06,60,1821
top17,2005-06,65,2084
top17,2005-06,70,2680
top17,2005-06,75,3240
top17,2005-06,80,2962
top17,2005-06,85,2213
top17,2005-06,90,991
top17,2005-06,95,266
top17,2005-06,100,30
top17,2005-07,1,12
top17,2005-07,5,15
top17,2005-07,10,15
top17,2005-07,15,24
top17,2005-07,20,32
top17,2005-07,25,51
top17,2005-07,30,87
top17,2005-07,35,129
top17,2005-07,40,342
top17,2005-07,45,652
top17,2005-07,50,1094
top17,2005-07,55,1516
top17,2005-07,60,1924
top17,2005-07,65,2176
top17,2005-07,70,2654
top17,2005-07,75,3137
top17,2005-07,80,3155
top17,2005-07,85,2144
top17,2005-07,90,1038
top17,2005-07,95,234
top17,2005-07,100,36
top17,2005-08,1,13
top17,2005-08,5,20
top17,2005-08,10,14
top17,2005-08,15,22
top17,2005-08,20,39
top17,2005-08,25,52
top17,2005-08,30,78
top17,2005-08,35,160
top17,2005-08,40,355
top17,2005-08,45,649
top17,2005-08,50,1104
top17,2005-08,55,1548
top17,2005-08,60,1824
top17,2005-08,65,2157
top17,2005-08,70,2668
top17,2005-08,75,3223
top17,2005-08,80,3321
top17,2005-08,85,2169
top17,2005-08,90,1044
top17,2005-08,95,310
top17,2005-08,100,39
top17,2005-09,5,14
top17,2005-09,10,26
top17,2005-09,15,24
top17,2005-09,20,39
top17,2005-09,25,42
top17,2005-09,30,60
top17,2005-09,35,155
top17,2005-09,40,348
top17,2005-09,45,600
top17,2005-09,50,1019
top17,2005-09,55,1516
top17,2005-09,60,1906
top17,2005-09,65,2134
top17,2005-09,70,2673
top17,2005-09,75,3124
top17,2005-09,80,3219
top17,2005-09,85,2195
top17,2005-09,90,990
top17,2005-09,95,303
top17,2005-09,100,36
top17,2005-10,1,12
top17,2005-10,5,20
top17,2005-10,10,24
top17,2005-10,15,24
top17,2005-10,20,32
top17,2005-10,25,54
top17,2005-10,30,77
top17,2005-10,35,156
top17,2005-10,40,328
top17,2005-10,45,678
top17,2005-10,50,1088
top17,2005-10,55,1566
top17,2005-10,60,1938
top17,2005-10,65,2179
top17,2005-10,70,2717
top17,2005-10,75,3288
top17,2005-10,80,3320
top17,2005-10,85,2354
top17,2005-10,90,1095
top17,2005-10,95,300
top17,2005-10,100,36
top17,2005-11,1,16
top17,2005-11,5,17
top17,2005-11,10,13
top17,2005-11,15,37
top17,2005-11,20,37
top17,2005-11,25,30
top17,2005-11,30,80
top17,2005-11,35,149
top17,2005-11,40,352
top17,2005-11,45,648
top17,2005-11,50,1094
top17,2005-11,55,1509
top17,2005-11,60,1815
top17,2005-11,65,2202
top17,2005-11,70,2701
top17,2005-11,75,3187
top17,2005-11,80,3138
top17,2005-11,85,2235
top17,2005-11,90,1032
top17,2005-11,95,291
top17,2005-11,100,45
top17,2005-12,1,15
top17,2005-12,5,24
top17,2005-12,10,22
top17,2005-12,15,30
top17,2005-12,20,47
top17,2005-12,25,40
top17,2005-12,30,81
top17,2005-12,35,147
top17,2005-12,40,363
top17,2005-12,45,682
top17,2005-12,50,1132
top17,2005-12,55,1571
top17,2005-12,60,1973
top17,2005-12,65,2336
top17,2005-12,70,2829
top17,2005-12,75,3413
top17,2005-12,80,3405
top17,2005-12,85,2397
top17,2005-12,90,1151
top17,2005-12,95,334
top17,2005-12,100,38
top17,2006-01,1,14
top17,2006-01,10,15
top17,2006-01,15,29
top17,2006-01,20,43
top17,2006-01,25,57
top17,2006-01,30,91
top17,2006-01,35,168
top17,2006-01,40,355
top17,2006-01,45,684
top17,2006-01,50,1095
top17,2006-01,55,1596
top17,2006-01,60,1950
top17,2006-01,65,2194
top17,2006-01,70,2753
top17,2006-01,75,3356
top17,2006-01,80,3396
top17,2006-01,85,2445
top17,2006-01,90,1135
top17,2006-01,95,321
top17,2006-01,100,49
top17,2006-02,1,11
top17,2006-02,5,24
top17,2006-02,10,12
top17,2006-02,15,20
top17,2006-02,20,34
top17,2006-02,25,45
top17,2006-02,30,64
top17,2006-02,35,142
top17,2006-02,40,310
top17,2006-02,45,589
top17,2006-02,50,991
top17,2006-02,55,1440
top17,2006-02,60,1677
top17,2006-02,65,2095
top17,2006-02,70,2511
top17,2006-02,75,3011
top17,2006-02,80,3157
top17,2006-02,85,2139
top17,2006-02,90,1053
top17,2006-02,95,267
top17,2006-02,100,37
top17,2006-03,1,21
top17,2006-03,5,13
top17,2006-03,10,21
top17,2006-03,15,27
top17,2006-03,20,42
top17,2006-03,25,49
top17,2006-03,30,82
top17,2006-03,35,164
top17,2006-03,40,320
top17,2006-03,45,642
top17,2006-03,50,1133
top17,2006-03,55,1621
top17,2006-03,60,2078
top17,2006-03,65,2263
top17,2006-03,70,2717
top17,2006-03,75,3330
top17,2006-03,80,3350
top17,2006-03,85,2387
top17,2006-03,90,1162
top17,2006-03,95,316
top17,2006-03,100,48
top17,2006-04,1,16
top17,2006-04,5,13
top17,2006-04,10,14
top17,2006-04,15,31
top17,2006-04,20,27
top17,2006-04,25,39
top17,2006-04,30,73
top17,2006-04,35,149
top17,2006-04,40,331
top17,2006-04,45,616
top17,2006-04,50,1043
top17,2006-04,55,1612
top17,2006-04,60,1858
top17,2006-04,65,2122
top17,2006-04,70,2603
top17,2006-04,75,3062
top17,2006-04,80,3213
top17,2006-04,85,2228
top17,2006-04,90,1098
top17,2006-04,95,269
top17,2006-04,100,48
top17,2006-05,1,12
top17,2006-05,5,19
top17,2006-05,10,18
top17,2006-05,15,26
top17,2006-05,20,33
top17,2006-05,25,39
top17,2006-05,30,81
top17,2006-05,35,148
top17,2006-05,40,326
top17,2006-05,45,706
top17,2006-05,50,1086
top17,2006-05,55,1571
top17,2006-05,60,1867
top17,2006-05,65,2253
top17,2006-05,70,2676
top17,2006-05,75,3226
top17,2006-05,80,3190
top17,2006-05,85,2262
top17,2006-05,90,1109
top17,2006-05,95,302
top17,2006-05,100,52
top17,2006-06,1,13
top17,2006-06,5,14
top17,2006-06,10,20
top17,2006-06,15,26
top17,2006-06,20,51
top17,2006-06,25,52
top17,2006-06,30,81
top17,2006-06,35,152
top17,2006-06,40,333
top17,2006-06,45,628
top17,2006-06,50,1004
top17,2006-06,55,1476
top17,2006-06,60,1864
top17,2006-06,65,2046
top17,2006-06,70,2623
top17,2006-06,75,3042
top17,2006-06,80,3096
top17,2006-06,85,2208
top17,2006-06,90,1046
top17,2006-06,95,242
top17,2006-06,100,41
top17,2006-07,1,12
top17,2006-07,5,15
top17,2006-07,10,14
top17,2006-07,15,29
top17,2006-07,20,28
top17,2006-07,25,45
top17,2006-07,30,68
top17,2006-07,35,173
top17,2006-07,40,315
top17,2006-07,45,678
top17,2006-07,50,1096
top17,2006-07,55,1669
top17,2006-07,60,1918
top17,2006-07,65,2176
top17,2006-07,70,2591
top17,2006-07,75,3194
top17,2006-07,80,3129
top17,2006-07,85,2300
top17,2006-07,90,1091
top17,2006-07,95,291
top17,2006-07,100,39
top17,2006-08,1,13
top17,2006-08,5,17
top17,2006-08,10,19
top17,2006-08,15,25
top17,2006-08,20,36
top17,2006-08,25,53
top17,2006-08,30,69
top17,2006-08,35,166
top17,2006-08,40,363
top17,2006-08,45,611
top17,2006-08,50,1047
top17,2006-08,55,1594
top17,2006-08,60,1918
top17,2006-08,65,2207
top17,2006-08,70,2643
top17,2006-08,75,3182
top17,2006-08,80,3218
top17,2006-08,85,2224
top17,2006-08,90,1099
top17,2006-08,95,272
top17,2006-08,100,34
top17,2006-09,5,16
top17,2006-09,10,12
top17,2006-09,15,28
top17,2006-09,20,41
top17,2006-09,25,46
top17,2006-09,30,80
top17,2006-09,35,150
top17,2006-09,40,344
top17,2006-09,45,667
top17,2006-09,50,1025
top17,2006-09,55,1574
top17,2006-09,60,1941
top17,2006-09,65,2208
top17,2006-09,70,2536
top17,2006-09,75,3016
top17,2006-09,80,3067
top17,2006-09,85,2287
top17,2006-09,90,1030
top17,2006-09,95,278
top17,2006-09,100,34
top17,2006-10,1,10
top17,2006-10,5,16
top17,2006-10,10,13
top17,2006-10,15,24
top17,2006-10,20,32
top17,2006-10,25,37
top17,2006-10,30,90
top17,2006-10,35,152
top17,2006-10,40,348
top17,2006-10,45,660
top17,2006-10,50,1130
top17,2006-10,55,1558
top17,2006-10,60,2071
top17,2006-10,65,2177
top17,2006-10,70,2648
top17,2006-10,75,3230
top17,2006-10,80,3338
top17,2006-10,85,2349
top17,2006-10,90,1143
top17,2006-10,95,291
top17,2006-10,100,47
top17,2006-11,1,18
top17,2006-11,5,14
top17,2006-11,10,10
top17,2006-11,15,28
top17,2006-11,20,35
top17,2006-11,25,44
top17,2006-11,30,67
top17,2006-11,35,164
top17,2006-11,40,319
top17,2006-11,45,656
top17,2006-11,50,1055
top17,2006-11,55,1582
top17,2006-11,60,1866
top17,2006-11,65,2186
top17,2006-11,70,2644
top17,2006-11,75,3158
top17,2006-11,80,3072
top17,2006-11,85,2310
top17,2006-11,90,1067
top17,2006-11,95,323
top17,2006-11,100,42
top17,2006-12,1,10
top17,2006-12,5,17
top17,2006-12,10,23
top17,2006-12,15,35
top17,2006-12,20,32
top17,2006-12,25,53
top17,2006-12,30,75
top17,2006-12,35,155
top17,2006-12,40,302
top17,2006-12,45,654
top17,2006-12,50,1068
top17,2006-12,55,1571
top17,2006-12,60,1928
top17,2006-12,65,2356
top17,2006-12,70,2680
top17,2006-12,75,3291
top17,2006-12,80,3248
top17,2006-12,85,2455
top17,2006-12,90,1131
top17,2006-12,95,298
top17,2006-12,100,49
top17,2007-01,1,13
top17,2007-01,5,15
top17,2007-01,10,13
top17,2007-01,15,34
top17,2007-01,20,36
top17,2007-01,25,58
top17,2007-01,30,84
top17,2007-01,35,172
top17,2007-01,40,349
top17,2007-01,45,646
top17,2007-01,50,1070
top17,2007-01,55,1622
top17,2007-01,60,2084
top17,2007-01,65,2350
top17,2007-01,70,2658
top17,2007-01,75,3292
top17,2007-01,80,3421
top17,2007-01,85,2491
top17,2007-01,90,1157
top17,2007-01,95,354
top17,2007-01,100,42
top17,2007-02,1,12
top17,2007-02,5,10
top17,2007-02,10,10
top17,2007-02,15,17
top17,2007-02,20,31
top17,2007-02,25,45
top17,2007-02,30,68
top17,2007-02,35,151
top17,2007-02,40,296
top17,2007-02,45,610
top17,2007-02,50,996
top17,2007-02,55,1565
top17,2007-02,60,1894
top17,2007-02,65,2068
top17,2007-02,70,2446
top17,2007-02,75,2987
top17,2007-02,80,3061
top17,2007-02,85,2236
top17,2007-02,90,1027
top17,2007-02,95,277
top17,2007-02,100,34
top17,2007-03,1,11
top17,2007-03,5,23
top17,2007-03,10,14
top17,2007-03,15,24
top17,2007-03,20,36
top17,2007-03,25,45
top17,2007-03,30,62
top17,2007-03,35,175
top17,2007-03,40,322
top17,2007-03,45,656
top17,2007-03,50,1054
top17,2007-03,55,1650
top17,2007-03,60,2071
top17,2007-03,65,2183
top17,2007-03,70,2620
top17,2007-03,75,3172
top17,2007-03,80,3288
top17,2007-03,85,2499
top17,2007-03,90,1138
top17,2007-03,95,307
top17,2007-03,100,38
top17,2007-04,1,17
top17,2007-04,5,19
top17,2007-04,10,24
top17,2007-04,15,25
top17,2007-04,20,44
top17,2007-04,25,34
top17,2007-04,30,71
top17,2007-04,35,141
top17,2007-04,40,314
top17,2007-04,45,659
top17,2007-04,50,1013
top17,2007-04,55,1524
top17,2007-04,60,1954
top17,2007-04,65,2187
top17,2007-04,70,2552
top17,2007-04,75,3135
top17,2007-04,80,3109
top17,2007-04,85,2394
top17,2007-04,90,1120
top17,2007-04,95,310
top17,2007-04,100,41
top17,2007-05,5,14
top17,2007-05,10,26
top17,2007-05,15,35
top17,2007-05,20,32
top17,2007-05,25,40
top17,2007-05,30,83
top17,2007-05,35,163
top17,2007-05,40,321
top17,2007-05,45,656
top17,2007-05,50,1035
top17,2007-05,55,1527
top17,2007-05,60,2010
top17,2007-05,65,2253
top17,2007-05,70,2641
top17,2007-05,75,3174
top17,2007-05,80,3128
top17,2007-05,85,2287
top17,2007-05,90,1067
top17,2007-05,95,276
top17,2007-05,100,38
top17,2007-06,5,14
top17,2007-06,10,16
top17,2007-06,15,24
top17,2007-06,20,21
top17,2007-06,25,45
top17,2007-06,30,59
top17,2007-06,35,144
top17,2007-06,40,307
top17,2007-06,45,605
top17,2007-06,50,1028
top17,2007-06,55,1555
top17,2007-06,60,1932
top17,2007-06,65,2165
top17,2007-06,70,2576
top17,2007-06,75,3114
top17,2007-06,80,3029
top17,2007-06,85,2183
top17,2007-06,90,1048
top17,2007-06,95,285
top17,2007-06,100,47
top17,2007-07,1,15
top17,2007-07,5,16
top17,2007-07,10,19
top17,2007-07,15,27
top17,2007-07,20,26
top17,2007-07,25,52
top17,2007-07,30,71
top17,2007-07,35,159
top17,2007-07,40,327
top17,2007-07,45,668
top17,2007-07,50,1166
top17,2007-07,55,1533
top17,2007-07,60,1952
top17,2007-07,65,2214
top17,2007-07,70,2658
top17,2007-07,75,3160
top17,2007-07,80,3141
top17,2007-07,85,2400
top17,2007-07,90,1077
top17,2007-07,95,285
top17,2007-07,100,32
top17,2007-08,1,13
top17,2007-08,5,15
top17,2007-08,10,18
top17,2007-08,15,23
top17,2007-08,20,44
top17,2007-08,25,39
top17,2007-08,30,78
top17,2007-08,35,141
top17,2007-08,40,323
top17,2007-08,45,629
top17,2007-08,50,1108
top17,2007-08,55,1547
top17,2007-08,60,2022
top17,2007-08,65,2346
top17,2007-08,70,2579
top17,2007-08,75,3034
top17,2007-08,80,3226
top17,2007-08,85,2429
top17,2007-08,90,1149
top17,2007-08,95,264
top17,2007-08,100,39
top17,2007-09,5,11
top17,2007-09,10,27
top17,2007-09,15,20
top17,2007-09,20,28
top17,2007-09,25,38
top17,2007-09,30,62
top17,2007-09,35,154
top17,2007-09,40,279
top17,2007-09,45,637
top17,2007-09,50,1061
top17,2007-09,55,1476
top17,2007-09,60,2019
top17,2007-09,65,2154
top17,2007-09,70,2566
top17,2007-09,75,2957
top17,2007-09,80,3142
top17,2007-09,85,2337
top17,2007-09,90,1063
top17,2007-09,95,317
top17,2007-09,100,28
top17,2007-10,1,10
top17,2007-10,5,20
top17,2007-10,10,15
top17,2007-10,15,23
top17,2007-10,20,35
top17,2007-10,25,41
top17,2007-10,30,81
top17,2007-10,35,157
top17,2007-10,40,322
top17,2007-10,45,627
top17,2007-10,50,1120
top17,2007-10,55,1603
top17,2007-10,60,2042
top17,2007-10,65,2280
top17,2007-10,70,2589
top17,2007-10,75,3123
top17,2007-10,80,3281
top17,2007-10,85,2421
top17,2007-10,90,1129
top17,2007-10,95,314
top17,2007-10,100,37
top17,2007-11,1,14
top17,2007-11,5,25
top17,2007-11,10,17
top17,2007-11,15,30
top17,2007-11,20,33
top17,2007-11,25,62
top17,2007-11,30,67
top17,2007-11,35,133
top17,2007-11,40,282
top17,2007-11,45,626
top17,2007-11,50,1015
top17,2007-11,55,1589
top17,2007-11,60,2000
top17,2007-11,65,2182
top17,2007-11,70,2538
top17,2007-11,75,3100
top17,2007-11,80,3221
top17,2007-11,85,2402
top17,2007-11,90,1041
top17,2007-11,95,307
top17,2007-11,100,58
top17,2007-12,1,11
top17,2007-12,5,10
top17,2007-12,10,17
top17,2007-12,15,32
top17,2007-12,20,35
top17,2007-12,25,43
top17,2007-12,30,73
top17,2007-12,35,166
top17,2007-12,40,283
top17,2007-12,45,626
top17,2007-12,50,1076
top17,2007-12,55,1640
top17,2007-12,60,2039
top17,2007-12,65,2412
top17,2007-12,70,2690
top17,2007-12,75,3120
top17,2007-12,80,3340
top17,2007-12,85,2546
top17,2007-12,90,1195
top17,2007-12,95,341
top17,2007-12,100,39
top17,2008-01,1,14
top17,2008-01,5,11
top17,2008-01,10,16
top17,2008-01,15,29
top17,2008-01,20,43
top17,2008-01,25,41
top17,2008-01,30,86
top17,2008-01,35,134
top17,2008-01,40,328
top17,2008-01,45,669
top17,2008-01,50,1075
top17,2008-01,55,1541
top17,2008-01,60,2072
top17,2008-01,65,2409
top17,2008-01,70,2683
top17,2008-01,75,3161
top17,2008-01,80,3306
top17,2008-01,85,2471
top17,2008-01,90,1207
top17,2008-01,95,341
top17,2008-01,100,41
top17,2008-02,1,13
top17,2008-02,5,19
top17,2008-02,15,20
top17,2008-02,20,32
top17,2008-02,25,37
top17,2008-02,30,88
top17,2008-02,35,144
top17,2008-02,40,282
top17,2008-02,45,631
top17,2008-02,50,1025
top17,2008-02,55,1560
top17,2008-02,60,1995
top17,2008-02,65,2243
top17,2008-02,70,2570
top17,2008-02,75,2986
top17,2008-02,80,3241
top17,2008-02,85,2409
top17,2008-02,90,1116
top17,2008-02,95,307
top17,2008-02,100,59
top17,2008-03,1,13
top17,2008-03,5,15
top17,2008-03,10,19
top17,2008-03,15,26
top17,2008-03,20,35
top17,2008-03,25,49
top17,2008-03,30,69
top17,2008-03,35,156
top17,2008-03,40,301
top17,2008-03,45,669
top17,2008-03,50,1043
top17,2008-03,55,1546
top17,2008-03,60,2090
top17,2008-03,65,2316
top17,2008-03,70,2681
top17,2008-03,75,3151
top17,2008-03,80,3391
top17,2008-03,85,2565
top17,2008-03,90,1216
top17,2008-03,95,379
top17,2008-03,100,41
top17,2008-04,1,13
top17,2008-04,5,12
top17,2008-04,10,25
top17,2008-04,15,24
top17,2008-04,20,38
top17,2008-04,25,50
top17,2008-04,30,65
top17,2008-04,35,120
top17,2008-04,40,275
top17,2008-04,45,576
top17,2008-04,50,1047
top17,2008-04,55,1497
top17,2008-04,60,1975
top17,2008-04,65,2278
top17,2008-04,70,2506
top17,2008-04,75,3068
top17,2008-04,80,3032
top17,2008-04,85,2443
top17,2008-04,90,1103
top17,2008-04,95,298
top17,2008-04,100,40
top17,2008-05,1,12
top17,2008-05,5,14
top17,2008-05,10,15
top17,2008-05,15,22
top17,2008-05,20,30
top17,2008-05,25,46
top17,2008-05,30,69
top17,2008-05,35,139
top17,2008-05,40,286
top17,2008-05,45,666
top17,2008-05,50,1031
top17,2008-05,55,1547
top17,2008-05,60,1963
top17,2008-05,65,2359
top17,2008-05,70,2590
top17,2008-05,75,2974
top17,2008-05,80,3192
top17,2008-05,85,2412
top17,2008-05,90,1090
top17,2008-05,95,296
top17,2008-05,100,50
top17,2008-06,1,14
top17,2008-06,5,11
top17,2008-06,10,16
top17,2008-06,15,18
top17,2008-06,20,32
top17,2008-06,25,47
top17,2008-06,30,67
top17,2008-06,35,120
top17,2008-06,40,272
top17,2008-06,45,648
top17,2008-06,50,1039
top17,2008-06,55,1547
top17,2008-06,60,1943
top17,2008-06,65,2261
top17,2008-06,70,2463
top17,2008-06,75,2830
top17,2008-06,80,3028
top17,2008-06,85,2360
top17,2008-06,90,999
top17,2008-06,95,317
top17,2008-06,100,38
top17,2008-07,1,10
top17,2008-07,5,16
top17,2008-07,10,19
top17,2008-07,15,21
top17,2008-07,20,35
top17,2008-07,25,51
top17,2008-07,30,81
top17,2008-07,35,151
top17,2008-07,40,297
top17,2008-07,45,586
top17,2008-07,50,1145
top17,2008-07,55,1570
top17,2008-07,60,1994
top17,2008-07,65,2190
top17,2008-07,70,2564
top17,2008-07,75,2961
top17,2008-07,80,3097
top17,2008-07,85,2236
top17,2008-07,90,1141
top17,2008-07,95,279
top17,2008-07,100,41
top17,2008-08,1,17
top17,2008-08,5,21
top17,2008-08,10,11
top17,2008-08,15,19
top17,2008-08,20,31
top17,2008-08,25,54
top17,2008-08,30,77
top17,2008-08,35,152
top17,2008-08,40,305
top17,2008-08,45,618
top17,2008-08,50,1051
top17,2008-08,55,1584
top17,2008-08,60,1962
top17,2008-08,65,2307
top17,2008-08,70,2602
top17,2008-08,75,3144
top17,2008-08,80,3116
top17,2008-08,85,2322
top17,2008-08,90,1125
top17,2008-08,95,304
top17,2008-08,100,37
top17,2008-09,5,19
top17,2008-09,10,15
top17,2008-09,15,27
top17,2008-09,20,43
top17,2008-09,25,47
top17,2008-09,30,65
top17,2008-09,35,137
top17,2008-09,40,257
top17,2008-09,45,620
top17,2008-09,50,1042
top17,2008-09,55,1491
top17,2008-09,60,1990
top17,2008-09,65,2385
top17,2008-09,70,2481
top17,2008-09,75,2929
top17,2008-09,80,3019
top17,2008-09,85,2399
top17,2008-09,90,1076
top17,2008-09,95,273
top17,2008-09,100,43
top17,2008-10,1,14
top17,2008-10,5,15
top17,2008-10,10,19
top17,2008-10,15,28
top17,2008-10,20,32
top17,2008-10,25,56
top17,2008-10,30,70
top17,2008-10,35,140
top17,2008-10,40,292
top17,2008-10,45,637
top17,2008-10,50,1091
top17,2008-10,55,1557
top17,2008-10,60,2023
top17,2008-10,65,2377
top17,2008-10,70,2606
top17,2008-10,75,2990
top17,2008-10,80,3241
top17,2008-10,85,2451
top17,2008-10,90,1127
top17,2008-10,95,328
top17,2008-10,100,42
top17,2008-11,1,12
top17,2008-11,5,12
top17,2008-11,10,14
top17,2008-11,15,35
top17,2008-11,20,34
top17,2008-11,25,38
top17,2008-11,30,67
top17,2008-11,35,140
top17,2008-11,40,297
top17,2008-11,45,614
top17,2008-11,50,1105
top17,2008-11,55,1504
top17,2008-11,60,1987
top17,2008-11,65,2330
top17,2008-11,70,2687
top17,2008-11,75,2886
top17,2008-11,80,3058
top17,2008-11,85,2323
top17,2008-11,90,1173
top17,2008-11,95,318
top17,2008-11,100,52
top17,2008-12,1,15
top17,2008-12,5,21
top17,2008-12,10,10
top17,2008-12,15,30
top17,2008-12,20,44
top17,2008-12,25,59
top17,2008-12,30,81
top17,2008-12,35,147
top17,2008-12,40,304
top17,2008-12,45,605
top17,2008-12,50,1086
top17,2008-12,55,1583
top17,2008-12,60,2076
top17,2008-12,65,2514
top17,2008-12,70,2547
top17,2008-12,75,3119
top17,2008-12,80,3230
top17,2008-12,85,2532
top17,2008-12,90,1208
top17,2008-12,95,337
top17,2008-12,100,38
top17,2009-01,1,19
top17,2009-01,5,18
top17,2009-01,10,19
top17,2009-01,15,27
top17,2009-01,20,40
top17,2009-01,25,44
top17,2009-01,30,70
top17,2009-01,35,154
top17,2009-01,40,330
top17,2009-01,45,645
top17,2009-01,50,1079
top17,2009-01,55,1684
top17,2009-01,60,2107
top17,2009-01,65,2404
top17,2009-01,70,2690
top17,2009-01,75,3146
top17,2009-01,80,3220
top17,2009-01,85,2582
top17,2009-01,90,1222
top17,2009-01,95,315
top17,2009-01,100,40
top17,2009-02,1,11
top17,2009-02,5,17
top17,2009-02,15,18
top17,2009-02,20,30
top17,2009-02,25,51
top17,2009-02,30,76
top17,2009-02,35,130
top17,2009-02,40,257
top17,2009-02,45,570
top17,2009-02,50,1019
top17,2009-02,55,1448
top17,2009-02,60,1925
top17,2009-02,65,2206
top17,2009-02,70,2349
top17,2009-02,75,2807
top17,2009-02,80,2908
top17,2009-02,85,2233
top17,2009-02,90,1087
top17,2009-02,95,322
top17,2009-02,100,37
top17,2009-03,1,11
top17,2009-03,5,16
top17,2009-03,15,28
top17,2009-03,20,32
top17,2009-03,25,57
top17,2009-03,30,90
top17,2009-03,35,148
top17,2009-03,40,287
top17,2009-03,45,684
top17,2009-03,50,1121
top17,2009-03,55,1563
top17,2009-03,60,2046
top17,2009-03,65,2386
top17,2009-03,70,2597
top17,2009-03,75,2969
top17,2009-03,80,3179
top17,2009-03,85,2517
top17,2009-03,90,1210
top17,2009-03,95,344
top17,2009-03,100,47
top17,2009-04,1,11
top17,2009-04,5,14
top17,2009-04,10,10
top17,2009-04,15,21
top17,2009-04,20,37
top17,2009-04,25,45
top17,2009-04,30,72
top17,2009-04,35,144
top17,2009-04,40,299
top17,2009-04,45,596
top17,2009-04,50,1070
top17,2009-04,55,1556
top17,2009-04,60,2043
top17,2009-04,65,2349
top17,2009-04,70,2563
top17,2009-04,75,2934
top17,2009-04,80,3080
top17,2009-04,85,2402
top17,2009-04,90,1079
top17,2009-04,95,329
top17,2009-04,100,28
top17,2009-05,5,18
top17,2009-05,10,15
top17,2009-05,15,20
top17,2009-05,20,29
top17,2009-05,25,41
top17,2009-05,30,81
top17,2009-05,35,145
top17,2009-05,40,283
top17,2009-05,45,626
top17,2009-05,50,1134
top17,2009-05,55,1508
top17,2009-05,60,2045
top17,2009-05,65,2294
top17,2009-05,70,2567
top17,2009-05,75,2932
top17,2009-05,80,3105
top17,2009-05,85,2496
top17,2009-05,90,1113
top17,2009-05,95,346
top17,2009-05,100,42
top17,2009-06,5,16
top17,2009-06,10,23
top17,2009-06,15,27
top17,2009-06,20,42
top17,2009-06,25,46
top17,2009-06,30,62
top17,2009-06,35,151
top17,2009-06,40,296
top17,2009-06,45,600
top17,2009-06,50,1047
top17,2009-06,55,1506
top17,2009-06,60,2072
top17,2009-06,65,2289
top17,2009-06,70,2524
top17,2009-06,75,2894
top17,2009-06,80,2948
top17,2009-06,85,2348
top17,2009-06,90,1132
top17,2009-06,95,289
top17,2009-06,100,35
top17,2009-07,1,13
top17,2009-07,5,18
top17,2009-07,10,10
top17,2009-07,15,34
top17,2009-07,20,22
top17,2009-07,25,52
top17,2009-07,30,83
top17,2009-07,35,172
top17,2009-07,40,314
top17,2009-07,45,661
top17,2009-07,50,1111
top17,2009-07,55,1557
top17,2009-07,60,2112
top17,2009-07,65,2361
top17,2009-07,70,2553
top17,2009-07,75,2919
top17,2009-07,80,3061
top17,2009-07,85,2465
top17,2009-07,90,1114
top17,2009-07,95,316
top17,2009-07,100,42
top17,2009-08,5,16
top17,2009-08,10,11
top17,2009-08,15,27
top17,2009-08,20,28
top17,2009-08,25,46
top17,2009-08,30,85
top17,2009-08,35,123
top17,2009-08,40,287
top17,2009-08,45,595
top17,2009-08,50,1096
top17,2009-08,55,1512
top17,2009-08,60,2184
top17,2009-08,65,2442
top17,2009-08,70,2549
top17,2009-08,75,2935
top17,2009-08,80,3039
top17,2009-08,85,2423
top17,2009-08,90,1140
top17,2009-08,95,312
top17,2009-08,100,35
top17,2009-09,1,10
top17,2009-09,5,17
top17,2009-09,10,15
top17,2009-09,15,22
top17,2009-09,20,33
top17,2009-09,25,38
top17,2009-09,30,81
top17,2009-09,35,143
top17,2009-09,40,265
top17,2009-09,45,583
top17,2009-09,50,1077
top17,2009-09,55,1533
top17,2009-09,60,2020
top17,2009-09,65,2276
top17,2009-09,70,2482
top17,2009-09,75,2833
top17,2009-09,80,3055
top17,2009-09,85,2460
top17,2009-09,90,1123
top17,2009-09,95,321
top17,2009-09,100,34
top17,2009-10,1,11
top17,2009-10,5,16
top17,2009-10,10,23
