group,date,age,dead
bottom14,2018-05,35,72
bottom14,2018-05,40,135
bottom14,2018-05,45,281
bottom14,2018-05,50,519
bottom14,2018-05,55,937
bottom14,2018-05,60,1397
bottom14,2018-05,65,1719
bottom14,2018-05,70,1792
bottom14,2018-05,75,1687
bottom14,2018-05,80,1476
bottom14,2018-05,85,1083
bottom14,2018-05,90,546
bottom14,2018-05,95,176
bottom14,2018-05,100,20
bottom14,2018-06,10,10
bottom14,2018-06,25,30
bottom14,2018-06,30,44
bottom14,2018-06,35,67
bottom14,2018-06,40,120
bottom14,2018-06,45,244
bottom14,2018-06,50,476
bottom14,2018-06,55,927
bottom14,2018-06,60,1451
bottom14,2018-06,65,1579
bottom14,2018-06,70,1746
bottom14,2018-06,75,1607
bottom14,2018-06,80,1385
bottom14,2018-06,85,999
bottom14,2018-06,90,559
bottom14,2018-06,95,196
bottom14,2018-06,100,23
bottom14,2018-07,15,10
bottom14,2018-07,20,13
bottom14,2018-07,25,23
bottom14,2018-07,30,46
bottom14,2018-07,35,92
bottom14,2018-07,40,136
bottom14,2018-07,45,267
bottom14,2018-07,50,505
bottom14,2018-07,55,1019
bottom14,2018-07,60,1391
bottom14,2018-07,65,1691
bottom14,2018-07,70,1800
bottom14,2018-07,75,1713
bottom14,2018-07,80,1494
bottom14,2018-07,85,1075
bottom14,2018-07,90,564
bottom14,2018-07,95,156
bottom14,2018-07,100,25
bottom14,2018-08,15,12
bottom14,2018-08,20,11
bottom14,2018-08,25,28
bottom14,2018-08,30,37
bottom14,2018-08,35,75
bottom14,2018-08,40,119
bottom14,2018-08,45,277
bottom14,2018-08,50,506
bottom14,2018-08,55,979
bottom14,2018-08,60,1442
bottom14,2018-08,65,1746
bottom14,2018-08,70,1836
bottom14,2018-08,75,1778
bottom14,2018-08,80,1459
bottom14,2018-08,85,1120
bottom14,2018-08,90,560
bottom14,2018-08,95,169
bottom14,2018-08,100,15
bottom14,2018-09,15,10
bottom14,2018-09,20,10
bottom14,2018-09,25,20
bottom14,2018-09,30,34
bottom14,2018-09,35,83
bottom14,2018-09,40,131
bottom14,2018-09,45,272
bottom14,2018-09,50,506
bottom14,2018-09,55,973
bottom14,2018-09,60,1404
bottom14,2018-09,65,1632
bottom14,2018-09,70,1804
bottom14,2018-09,75,1687
bottom14,2018-09,80,1446
bottom14,2018-09,85,1052
bottom14,2018-09,90,608
bottom14,2018-09,95,160
bottom14,2018-09,100,24
bottom14,2018-10,15,14
bottom14,2018-10,20,14
bottom14,2018-10,25,19
bottom14,2018-10,30,43
bottom14,2018-10,35,79
bottom14,2018-10,40,143
bottom14,2018-10,45,290
bottom14,2018-10,50,547
bottom14,2018-10,55,959
bottom14,2018-10,60,1442
bottom14,2018-10,65,1774
bottom14,2018-10,70,1901
bottom14,2018-10,75,1784
bottom14,2018-10,80,1468
bottom14,2018-10,85,1102
bottom14,2018-10,90,636
bottom14,2018-10,95,163
bottom14,2018-10,100,21
bottom14,2018-11,1,10
bottom14,2018-11,15,10
bottom14,2018-11,20,20
bottom14,2018-11,25,21
bottom14,2018-11,30,32
bottom14,2018-11,35,67
bottom14,2018-11,40,142
bottom14,2018-11,45,272
bottom14,2018-11,50,484
bottom14,2018-11,55,971
bottom14,2018-11,60,1383
bottom14,2018-11,65,1628
bottom14,2018-11,70,1792
bottom14,2018-11,75,1728
bottom14,2018-11,80,1484
bottom14,2018-11,85,1050
bottom14,2018-11,90,654
bottom14,2018-11,95,204
bottom14,2018-11,100,27
bottom14,2018-12,20,15
bottom14,2018-12,25,35
bottom14,2018-12,30,42
bottom14,2018-12,35,90
bottom14,2018-12,40,136
bottom14,2018-12,45,255
bottom14,2018-12,50,520
bottom14,2018-12,55,1057
bottom14,2018-12,60,1488
bottom14,2018-12,65,1702
bottom14,2018-12,70,1874
bottom14,2018-12,75,1762
bottom14,2018-12,80,1541
bottom14,2018-12,85,1148
bottom14,2018-12,90,651
bottom14,2018-12,95,190
bottom14,2018-12,100,26
bottom14,2019-01,20,17
bottom14,2019-01,25,18
bottom14,2019-01,30,28
bottom14,2019-01,35,97
bottom14,2019-01,40,134
bottom14,2019-01,45,279
bottom14,2019-01,50,496
bottom14,2019-01,55,1007
bottom14,2019-01,60,1520
bottom14,2019-01,65,1816
bottom14,2019-01,70,1934
bottom14,2019-01,75,1835
bottom14,2019-01,80,1563
bottom14,2019-01,85,1132
bottom14,2019-01,90,691
bottom14,2019-01,95,167
bottom14,2019-01,100,27
bottom14,2019-02,10,10
bottom14,2019-02,15,14
bottom14,2019-02,25,30
bottom14,2019-02,30,32
bottom14,2019-02,35,78
bottom14,2019-02,40,111
bottom14,2019-02,45,272
bottom14,2019-02,50,430
bottom14,2019-02,55,901
bottom14,2019-02,60,1357
bottom14,2019-02,65,1513
bottom14,2019-02,70,1766
bottom14,2019-02,75,1620
bottom14,2019-02,80,1424
bottom14,2019-02,85,1034
bottom14,2019-02,90,581
bottom14,2019-02,95,148
bottom14,2019-02,100,22
bottom14,2019-03,15,11
bottom14,2019-03,20,11
bottom14,2019-03,25,20
bottom14,2019-03,30,53
bottom14,2019-03,35,73
bottom14,2019-03,40,142
bottom14,2019-03,45,241
bottom14,2019-03,50,514
bottom14,2019-03,55,949
bottom14,2019-03,60,1516
bottom14,2019-03,65,1750
bottom14,2019-03,70,1870
bottom14,2019-03,75,1819
bottom14,2019-03,80,1555
bottom14,2019-03,85,1130
bottom14,2019-03,90,621
bottom14,2019-03,95,202
bottom14,2019-03,100,19
bottom14,2019-04,15,10
bottom14,2019-04,25,22
bottom14,2019-04,30,50
bottom14,2019-04,35,70
bottom14,2019-04,40,115
bottom14,2019-04,45,259
bottom14,2019-04,50,464
bottom14,2019-04,55,911
bottom14,2019-04,60,1355
bottom14,2019-04,65,1606
bottom14,2019-04,70,1762
bottom14,2019-04,75,1683
bottom14,2019-04,80,1458
bottom14,2019-04,85,1062
bottom14,2019-04,90,544
bottom14,2019-04,95,174
bottom14,2019-04,100,25
bottom14,2019-05,5,11
bottom14,2019-05,15,11
bottom14,2019-05,20,11
bottom14,2019-05,25,17
bottom14,2019-05,30,43
bottom14,2019-05,35,85
bottom14,2019-05,40,136
bottom14,2019-05,45,245
bottom14,2019-05,50,509
bottom14,2019-05,55,921
bottom14,2019-05,60,1516
bottom14,2019-05,65,1721
bottom14,2019-05,70,1855
bottom14,2019-05,75,1713
bottom14,2019-05,80,1456
bottom14,2019-05,85,1092
bottom14,2019-05,90,601
bottom14,2019-05,95,208
bottom14,2019-05,100,27
bottom14,2019-06,10,12
bottom14,2019-06,15,12
bottom14,2019-06,20,17
bottom14,2019-06,25,23
bottom14,2019-06,30,46
bottom14,2019-06,35,81
bottom14,2019-06,40,110
bottom14,2019-06,45,259
bottom14,2019-06,50,453
bottom14,2019-06,55,920
bottom14,2019-06,60,1453
bottom14,2019-06,65,1702
bottom14,2019-06,70,1778
bottom14,2019-06,75,1722
bottom14,2019-06,80,1455
bottom14,2019-06,85,1100
bottom14,2019-06,90,588
bottom14,2019-06,95,175
bottom14,2019-06,100,18
bottom14,2019-07,15,14
bottom14,2019-07,20,11
bottom14,2019-07,25,25
bottom14,2019-07,30,34
bottom14,2019-07,35,64
bottom14,2019-07,40,118
bottom14,2019-07,45,248
bottom14,2019-07,50,507
bottom14,2019-07,55,983
bottom14,2019-07,60,1442
bottom14,2019-07,65,1631
bottom14,2019-07,70,1880
bottom14,2019-07,75,1637
bottom14,2019-07,80,1440
bottom14,2019-07,85,1080
bottom14,2019-07,90,563
bottom14,2019-07,95,159
bottom14,2019-07,100,24
bottom14,2019-08,20,12
bottom14,2019-08,25,23
bottom14,2019-08,30,52
bottom14,2019-08,35,95
bottom14,2019-08,40,135
bottom14,2019-08,45,241
bottom14,2019-08,50,435
bottom14,2019-08,55,974
bottom14,2019-08,60,1430
bottom14,2019-08,65,1685
bottom14,2019-08,70,1828
bottom14,2019-08,75,1745
bottom14,2019-08,80,1468
bottom14,2019-08,85,1124
bottom14,2019-08,90,624
bottom14,2019-08,95,174
bottom14,2019-08,100,21
bottom14,2019-09,10,13
bottom14,2019-09,15,11
bottom14,2019-09,20,13
bottom14,2019-09,25,29
bottom14,2019-09,30,34
bottom14,2019-09,35,82
bottom14,2019-09,40,118
bottom14,2019-09,45,224
bottom14,2019-09,50,467
bottom14,2019-09,55,909
bottom14,2019-09,60,1401
bottom14,2019-09,65,1631
bottom14,2019-09,70,1882
bottom14,2019-09,75,1673
bottom14,2019-09,80,1424
bottom14,2019-09,85,1073
bottom14,2019-09,90,649
bottom14,2019-09,95,172
bottom14,2019-09,100,17
bottom14,2019-10,15,16
bottom14,2019-10,20,12
bottom14,2019-10,25,28
bottom14,2019-10,30,27
bottom14,2019-10,35,85
bottom14,2019-10,40,125
bottom14,2019-10,45,219
bottom14,2019-10,50,493
bottom14,2019-10,55,937
bottom14,2019-10,60,1460
bottom14,2019-10,65,1678
bottom14,2019-10,70,1993
bottom14,2019-10,75,1788
bottom14,2019-10,80,1504
bottom14,2019-10,85,1156
bottom14,2019-10,90,606
bottom14,2019-10,95,210
bottom14,2019-10,100,23
bottom14,2019-11,20,21
bottom14,2019-11,25,23
bottom14,2019-11,30,41
bottom14,2019-11,35,88
bottom14,2019-11,40,121
bottom14,2019-11,45,242
bottom14,2019-11,50,450
bottom14,2019-11,55,926
bottom14,2019-11,60,1384
bottom14,2019-11,65,1688
bottom14,2019-11,70,1839
bottom14,2019-11,75,1741
bottom14,2019-11,80,1514
bottom14,2019-11,85,1032
bottom14,2019-11,90,580
bottom14,2019-11,95,187
bottom14,2019-11,100,31
bottom14,2019-12,20,12
bottom14,2019-12,25,27
bottom14,2019-12,30,40
bottom14,2019-12,35,92
bottom14,2019-12,40,140
bottom14,2019-12,45,244
bottom14,2019-12,50,439
bottom14,2019-12,55,955
bottom14,2019-12,60,1414
bottom14,2019-12,65,1685
bottom14,2019-12,70,1946
bottom14,2019-12,75,1841
bottom14,2019-12,80,1535
bottom14,2019-12,85,1198
bottom14,2019-12,90,631
bottom14,2019-12,95,180
bottom14,2019-12,100,23
bottom14,2020-01,15,13
bottom14,2020-01,20,10
bottom14,2020-01,25,23
bottom14,2020-01,30,48
bottom14,2020-01,35,69
bottom14,2020-01,40,132
bottom14,2020-01,45,233
bottom14,2020-01,50,471
bottom14,2020-01,55,923
bottom14,2020-01,60,1543
bottom14,2020-01,65,1672
bottom14,2020-01,70,1966
bottom14,2020-01,75,1884
bottom14,2020-01,80,1576
bottom14,2020-01,85,1135
bottom14,2020-01,90,657
bottom14,2020-01,95,179
bottom14,2020-01,100,22
bottom14,2020-02,10,13
bottom14,2020-02,20,14
bottom14,2020-02,25,23
bottom14,2020-02,30,43
bottom14,2020-02,35,72
bottom14,2020-02,40,130
bottom14,2020-02,45,243
bottom14,2020-02,50,465
bottom14,2020-02,55,925
bottom14,2020-02,60,1400
bottom14,2020-02,65,1619
bottom14,2020-02,70,1876
bottom14,2020-02,75,1683
bottom14,2020-02,80,1430
bottom14,2020-02,85,1034
bottom14,2020-02,90,576
bottom14,2020-02,95,178
bottom14,2020-02,100,29
bottom14,2020-03,20,16
bottom14,2020-03,25,14
bottom14,2020-03,30,34
bottom14,2020-03,35,77
bottom14,2020-03,40,137
bottom14,2020-03,45,250
bottom14,2020-03,50,488
bottom14,2020-03,55,941
bottom14,2020-03,60,1429
bottom14,2020-03,65,1797
bottom14,2020-03,70,1943
bottom14,2020-03,75,1849
bottom14,2020-03,80,1539
bottom14,2020-03,85,1160
bottom14,2020-03,90,592
bottom14,2020-03,95,172
bottom14,2020-03,100,29
bottom14,2020-04,20,11
bottom14,2020-04,25,24
bottom14,2020-04,30,37
bottom14,2020-04,35,75
bottom14,2020-04,40,117
bottom14,2020-04,45,255
bottom14,2020-04,50,431
bottom14,2020-04,55,898
bottom14,2020-04,60,1451
bottom14,2020-04,65,1649
bottom14,2020-04,70,1856
bottom14,2020-04,75,1653
bottom14,2020-04,80,1426
bottom14,2020-04,85,1038
bottom14,2020-04,90,564
bottom14,2020-04,95,194
bottom14,2020-04,100,33
bottom14,2020-05,20,11
bottom14,2020-05,25,28
bottom14,2020-05,30,43
bottom14,2020-05,35,76
bottom14,2020-05,40,143
bottom14,2020-05,45,255
bottom14,2020-05,50,445
bottom14,2020-05,55,856
bottom14,2020-05,60,1434
bottom14,2020-05,65,1657
bottom14,2020-05,70,1874
bottom14,2020-05,75,1827
bottom14,2020-05,80,1422
bottom14,2020-05,85,1091
bottom14,2020-05,90,578
bottom14,2020-05,95,193
bottom14,2020-05,100,36
bottom14,2020-06,5,10
bottom14,2020-06,15,12
bottom14,2020-06,20,16
bottom14,2020-06,25,24
bottom14,2020-06,30,55
bottom14,2020-06,35,55
bottom14,2020-06,40,123
bottom14,2020-06,45,259
bottom14,2020-06,50,463
bottom14,2020-06,55,923
bottom14,2020-06,60,1331
bottom14,2020-06,65,1668
bottom14,2020-06,70,1926
bottom14,2020-06,75,1712
bottom14,2020-06,80,1513
bottom14,2020-06,85,1040
bottom14,2020-06,90,557
bottom14,2020-06,95,154
bottom14,2020-06,100,12
bottom14,2020-07,15,10
bottom14,2020-07,20,10
bottom14,2020-07,25,26
bottom14,2020-07,30,45
bottom14,2020-07,35,76
bottom14,2020-07,40,145
bottom14,2020-07,45,252
bottom14,2020-07,50,502
bottom14,2020-07,55,931
bottom14,2020-07,60,1509
bottom14,2020-07,65,1811
bottom14,2020-07,70,1934
bottom14,2020-07,75,1807
bottom14,2020-07,80,1482
bottom14,2020-07,85,1113
bottom14,2020-07,90,628
bottom14,2020-07,95,183
bottom14,2020-07,100,32
bottom14,2020-08,15,10
bottom14,2020-08,20,21
bottom14,2020-08,25,29
bottom14,2020-08,30,43
bottom14,2020-08,35,65
bottom14,2020-08,40,143
bottom14,2020-08,45,262
bottom14,2020-08,50,485
bottom14,2020-08,55,949
bottom14,2020-08,60,1513
bottom14,2020-08,65,1759
bottom14,2020-08,70,1975
bottom14,2020-08,75,1765
bottom14,2020-08,80,1555
bottom14,2020-08,85,1184
bottom14,2020-08,90,606
bottom14,2020-08,95,203
bottom14,2020-08,100,22
bottom14,2020-09,25,30
bottom14,2020-09,30,36
bottom14,2020-09,35,64
bottom14,2020-09,40,131
bottom14,2020-09,45,246
bottom14,2020-09,50,413
bottom14,2020-09,55,903
bottom14,2020-09,60,1444
bottom14,2020-09,65,1780
bottom14,2020-09,70,1954
bottom14,2020-09,75,1774
bottom14,2020-09,80,1514
bottom14,2020-09,85,1152
bottom14,2020-09,90,613
bottom14,2020-09,95,177
bottom14,2020-09,100,26
bottom14,2020-10,1,10
bottom14,2020-10,25,19
bottom14,2020-10,30,42
bottom14,2020-10,35,84
bottom14,2020-10,40,132
bottom14,2020-10,45,265
bottom14,2020-10,50,464
bottom14,2020-10,55,961
bottom14,2020-10,60,1456
bottom14,2020-10,65,1822
bottom14,2020-10,70,1931
bottom14,2020-10,75,1849
bottom14,2020-10,80,1582
bottom14,2020-10,85,1131
bottom14,2020-10,90,678
bottom14,2020-10,95,196
bottom14,2020-10,100,28
bottom14,2020-11,15,15
bottom14,2020-11,20,10
bottom14,2020-11,25,14
bottom14,2020-11,30,34
bottom14,2020-11,35,73
bottom14,2020-11,40,159
bottom14,2020-11,45,232
bottom14,2020-11,50,443
bottom14,2020-11,55,864
bottom14,2020-11,60,1525
bottom14,2020-11,65,1753
bottom14,2020-11,70,2041
bottom14,2020-11,75,1881
bottom14,2020-11,80,1586
bottom14,2020-11,85,1163
bottom14,2020-11,90,711
bottom14,2020-11,95,215
bottom14,2020-11,100,23
bottom14,2020-12,20,14
bottom14,2020-12,25,24
bottom14,2020-12,30,37
bottom14,2020-12,35,70
bottom14,2020-12,40,162
bottom14,2020-12,45,272
bottom14,2020-12,50,477
bottom14,2020-12,55,982
bottom14,2020-12,60,1576
bottom14,2020-12,65,1907
bottom14,2020-12,70,2167
bottom14,2020-12,75,1941
bottom14,2020-12,80,1742
bottom14,2020-12,85,1227
bottom14,2020-12,90,769
bottom14,2020-12,95,210
bottom14,2020-12,100,33
bottom14,2021-01,20,14
bottom14,2021-01,25,26
bottom14,2021-01,30,47
bottom14,2021-01,35,82
bottom14,2021-01,40,126
bottom14,2021-01,45,250
bottom14,2021-01,50,523
bottom14,2021-01,55,993
bottom14,2021-01,60,1547
bottom14,2021-01,65,1877
bottom14,2021-01,70,2137
bottom14,2021-01,75,1927
bottom14,2021-01,80,1701
bottom14,2021-01,85,1269
bottom14,2021-01,90,686
bottom14,2021-01,95,242
bottom14,2021-01,100,37
bottom14,2021-02,20,13
bottom14,2021-02,25,25
bottom14,2021-02,30,39
bottom14,2021-02,35,80
bottom14,2021-02,40,124
bottom14,2021-02,45,229
bottom14,2021-02,50,420
bottom14,2021-02,55,837
bottom14,2021-02,60,1371
bottom14,2021-02,65,1643
bottom14,2021-02,70,1972
bottom14,2021-02,75,1726
bottom14,2021-02,80,1418
bottom14,2021-02,85,1064
bottom14,2021-02,90,574
bottom14,2021-02,95,172
bottom14,2021-02,100,19
bottom14,2021-03,15,11
bottom14,2021-03,20,12
bottom14,2021-03,25,24
bottom14,2021-03,30,48
bottom14,2021-03,35,77
bottom14,2021-03,40,134
bottom14,2021-03,45,235
bottom14,2021-03,50,442
bottom14,2021-03,55,904
bottom14,2021-03,60,1447
bottom14,2021-03,65,1790
bottom14,2021-03,70,1944
bottom14,2021-03,75,1792
bottom14,2021-03,80,1528
bottom14,2021-03,85,1110
bottom14,2021-03,90,567
bottom14,2021-03,95,195
bottom14,2021-03,100,35
bottom14,2021-04,15,13
bottom14,2021-04,20,12
bottom14,2021-04,25,24
bottom14,2021-04,30,58
bottom14,2021-04,35,78
bottom14,2021-04,40,150
bottom14,2021-04,45,249
bottom14,2021-04,50,447
bottom14,2021-04,55,928
bottom14,2021-04,60,1426
bottom14,2021-04,65,1754
bottom14,2021-04,70,1996
bottom14,2021-04,75,1832
bottom14,2021-04,80,1514
bottom14,2021-04,85,1073
bottom14,2021-04,90,590
bottom14,2021-04,95,163
bottom14,2021-04,100,33
bottom14,2021-05,5,11
bottom14,2021-05,15,14
bottom14,2021-05,20,18
bottom14,2021-05,25,26
bottom14,2021-05,30,45
bottom14,2021-05,35,68
bottom14,2021-05,40,121
bottom14,2021-05,45,220
bottom14,2021-05,50,454
bottom14,2021-05,55,926
bottom14,2021-05,60,1530
bottom14,2021-05,65,1834
bottom14,2021-05,70,2023
bottom14,2021-05,75,1723
bottom14,2021-05,80,1510
bottom14,2021-05,85,1056
bottom14,2021-05,90,602
bottom14,2021-05,95,190
bottom14,2021-05,100,29
bottom14,2021-06,10,10
bottom14,2021-06,25,18
bottom14,2021-06,30,43
bottom14,2021-06,35,76
bottom14,2021-06,40,143
bottom14,2021-06,45,237
bottom14,2021-06,50,470
bottom14,2021-06,55,846
bottom14,2021-06,60,1477
bottom14,2021-06,65,1707
bottom14,2021-06,70,2049
bottom14,2021-06,75,1743
bottom14,2021-06,80,1531
bottom14,2021-06,85,1109
bottom14,2021-06,90,577
bottom14,2021-06,95,177
bottom14,2021-06,100,17
bottom14,2021-07,10,12
bottom14,2021-07,15,13
bottom14,2021-07,20,14
bottom14,2021-07,25,13
bottom14,2021-07,30,55
bottom14,2021-07,35,83
bottom14,2021-07,40,146
bottom14,2021-07,45,243
bottom14,2021-07,50,455
bottom14,2021-07,55,925
bottom14,2021-07,60,1466
bottom14,2021-07,65,1773
bottom14,2021-07,70,2105
bottom14,2021-07,75,1817
bottom14,2021-07,80,1540
bottom14,2021-07,85,1105
bottom14,2021-07,90,593
bottom14,2021-07,95,168
bottom14,2021-07,100,22
bottom14,2021-08,15,12
bottom14,2021-08,25,17
bottom14,2021-08,30,47
bottom14,2021-08,35,82
bottom14,2021-08,40,153
bottom14,2021-08,45,244
bottom14,2021-08,50,474
bottom14,2021-08,55,939
bottom14,2021-08,60,1564
bottom14,2021-08,65,1799
bottom14,2021-08,70,2148
bottom14,2021-08,75,1931
bottom14,2021-08,80,1613
bottom14,2021-08,85,1170
bottom14,2021-08,90,660
bottom14,2021-08,95,190
bottom14,2021-08,100,34
bottom14,2021-09,1,10
bottom14,2021-09,15,10
bottom14,2021-09,20,12
bottom14,2021-09,25,24
bottom14,2021-09,30,43
bottom14,2021-09,35,81
bottom14,2021-09,40,145
bottom14,2021-09,45,246
bottom14,2021-09,50,491
bottom14,2021-09,55,861
bottom14,2021-09,60,1483
bottom14,2021-09,65,1787
bottom14,2021-09,70,2071
bottom14,2021-09,75,1888
bottom14,2021-09,80,1659
bottom14,2021-09,85,1192
bottom14,2021-09,90,686
bottom14,2021-09,95,174
bottom14,2021-09,100,24
bottom14,2021-10,10,11
bottom14,2021-10,15,15
bottom14,2021-10,25,21
bottom14,2021-10,30,34
bottom14,2021-10,35,80
bottom14,2021-10,40,134
bottom14,2021-10,45,256
bottom14,2021-10,50,435
bottom14,2021-10,55,885
bottom14,2021-10,60,1503
bottom14,2021-10,65,1927
bottom14,2021-10,70,2185
bottom14,2021-10,75,1921
bottom14,2021-10,80,1625
bottom14,2021-10,85,1177
bottom14,2021-10,90,645
bottom14,2021-10,95,186
bottom14,2021-10,100,20
bottom14,2021-11,15,15
bottom14,2021-11,20,16
bottom14,2021-11,25,30
bottom14,2021-11,30,60
bottom14,2021-11,35,82
bottom14,2021-11,40,144
bottom14,2021-11,45,241
bottom14,2021-11,50,451
bottom14,2021-11,55,898
bottom14,2021-11,60,1420
bottom14,2021-11,65,1848
bottom14,2021-11,70,2043
bottom14,2021-11,75,1925
bottom14,2021-11,80,1569
bottom14,2021-11,85,1111
bottom14,2021-11,90,636
bottom14,2021-11,95,195
bottom14,2021-11,100,34
bottom14,2021-12,5,10
bottom14,2021-12,15,12
bottom14,2021-12,20,10
bottom14,2021-12,25,25
bottom14,2021-12,30,39
bottom14,2021-12,35,89
bottom14,2021-12,40,167
bottom14,2021-12,45,255
bottom14,2021-12,50,478
bottom14,2021-12,55,860
bottom14,2021-12,60,1480
bottom14,2021-12,65,1933
bottom14,2021-12,70,2161
bottom14,2021-12,75,1968
bottom14,2021-12,80,1650
bottom14,2021-12,85,1169
bottom14,2021-12,90,646
bottom14,2021-12,95,192
bottom14,2021-12,100,26
bottom14,2022-01,15,10
bottom14,2022-01,20,14
bottom14,2022-01,25,19
bottom14,2022-01,30,58
bottom14,2022-01,35,102
bottom14,2022-01,40,156
bottom14,2022-01,45,260
bottom14,2022-01,50,553
bottom14,2022-01,55,1003
bottom14,2022-01,60,1593
bottom14,2022-01,65,1971
bottom14,2022-01,70,2172
bottom14,2022-01,75,2157
bottom14,2022-01,80,1693
bottom14,2022-01,85,1244
bottom14,2022-01,90,712
bottom14,2022-01,95,209
bottom14,2022-01,100,24
bottom14,2022-02,15,11
bottom14,2022-02,20,16
bottom14,2022-02,25,22
bottom14,2022-02,30,31
bottom14,2022-02,35,77
bottom14,2022-02,40,132
bottom14,2022-02,45,200
bottom14,2022-02,50,384
bottom14,2022-02,55,828
bottom14,2022-02,60,1364
bottom14,2022-02,65,1689
bottom14,2022-02,70,1924
bottom14,2022-02,75,1938
bottom14,2022-02,80,1550
bottom14,2022-02,85,1075
bottom14,2022-02,90,606
bottom14,2022-02,95,195
bottom14,2022-02,100,22
bottom14,2022-03,20,11
bottom14,2022-03,25,21
bottom14,2022-03,30,66
bottom14,2022-03,35,73
bottom14,2022-03,40,134
bottom14,2022-03,45,218
bottom14,2022-03,50,465
bottom14,2022-03,55,871
bottom14,2022-03,60,1476
bottom14,2022-03,65,1781
bottom14,2022-03,70,1974
bottom14,2022-03,75,1956
bottom14,2022-03,80,1550
bottom14,2022-03,85,1132
bottom14,2022-03,90,590
bottom14,2022-03,95,180
bottom14,2022-03,100,29
bottom14,2022-04,5,11
bottom14,2022-04,10,15
bottom14,2022-04,20,11
bottom14,2022-04,25,21
bottom14,2022-04,30,39
bottom14,2022-04,35,79
bottom14,2022-04,40,141
bottom14,2022-04,45,245
bottom14,2022-04,50,446
bottom14,2022-04,55,791
bottom14,2022-04,60,1372
bottom14,2022-04,65,1693
bottom14,2022-04,70,1830
bottom14,2022-04,75,1855
bottom14,2022-04,80,1483
bottom14,2022-04,85,1092
bottom14,2022-04,90,543
bottom14,2022-04,95,157
bottom14,2022-05,10,11
bottom14,2022-05,15,11
bottom14,2022-05,20,15
bottom14,2022-05,25,22
bottom14,2022-05,30,69
bottom14,2022-05,35,79
bottom14,2022-05,40,124
bottom14,2022-05,45,229
bottom14,2022-05,50,495
bottom14,2022-05,55,841
bottom14,2022-05,60,1421
bottom14,2022-05,65,1775
bottom14,2022-05,70,1932
bottom14,2022-05,75,1880
bottom14,2022-05,80,1555
bottom14,2022-05,85,1113
bottom14,2022-05,90,569
bottom14,2022-05,95,180
bottom14,2022-05,100,25
bottom14,2022-06,10,14
bottom14,2022-06,15,11
bottom14,2022-06,20,13
bottom14,2022-06,25,15
bottom14,2022-06,30,48
bottom14,2022-06,35,78
bottom14,2022-06,40,131
bottom14,2022-06,45,230
bottom14,2022-06,50,432
bottom14,2022-06,55,828
bottom14,2022-06,60,1387
bottom14,2022-06,65,1777
bottom14,2022-06,70,1965
bottom14,2022-06,75,1866
bottom14,2022-06,80,1445
bottom14,2022-06,85,1066
bottom14,2022-06,90,595
bottom14,2022-06,95,172
bottom14,2022-06,100,16
bottom14,2022-07,20,16
bottom14,2022-07,25,29
bottom14,2022-07,30,46
bottom14,2022-07,35,72
bottom14,2022-07,40,137
bottom14,2022-07,45,241
bottom14,2022-07,50,451
bottom14,2022-07,55,866
bottom14,2022-07,60,1484
bottom14,2022-07,65,1813
bottom14,2022-07,70,2001
bottom14,2022-07,75,1891
bottom14,2022-07,80,1588
bottom14,2022-07,85,1085
bottom14,2022-07,90,637
bottom14,2022-07,95,170
bottom14,2022-07,100,20
bottom14,2022-08,15,12
bottom14,2022-08,25,23
bottom14,2022-08,30,53
bottom14,2022-08,35,88
bottom14,2022-08,40,135
bottom14,2022-08,45,235
bottom14,2022-08,50,443
bottom14,2022-08,55,835
bottom14,2022-08,60,1462
bottom14,2022-08,65,1824
bottom14,2022-08,70,2042
bottom14,2022-08,75,1930
bottom14,2022-08,80,1643
bottom14,2022-08,85,1170
bottom14,2022-08,90,580
bottom14,2022-08,95,193
bottom14,2022-08,100,17
bottom14,2022-09,5,11
bottom14,2022-09,15,11
bottom14,2022-09,20,19
bottom14,2022-09,25,21
bottom14,2022-09,30,46
bottom14,2022-09,35,70
bottom14,2022-09,40,126
bottom14,2022-09,45,231
bottom14,2022-09,50,450
bottom14,2022-09,55,847
bottom14,2022-09,60,1395
bottom14,2022-09,65,1860
bottom14,2022-09,70,1894
bottom14,2022-09,75,1976
bottom14,2022-09,80,1514
bottom14,2022-09,85,1061
bottom14,2022-09,90,627
bottom14,2022-09,95,168
bottom14,2022-09,100,29
bottom14,2022-10,20,14
bottom14,2022-10,25,20
bottom14,2022-10,30,47
bottom14,2022-10,35,75
bottom14,2022-10,40,148
bottom14,2022-10,45,227
bottom14,2022-10,50,471
bottom14,2022-10,55,853
bottom14,2022-10,60,1434
bottom14,2022-10,65,1939
bottom14,2022-10,70,2041
bottom14,2022-10,75,1983
bottom14,2022-10,80,1549
bottom14,2022-10,85,1155
bottom14,2022-10,90,581
bottom14,2022-10,95,180
bottom14,2022-10,100,19
bottom14,2022-11,15,19
bottom14,2022-11,20,10
bottom14,2022-11,25,20
bottom14,2022-11,30,52
bottom14,2022-11,35,78
bottom14,2022-11,40,139
bottom14,2022-11,45,249
bottom14,2022-11,50,483
bottom14,2022-11,55,821
bottom14,2022-11,60,1473
bottom14,2022-11,65,1874
bottom14,2022-11,70,2006
bottom14,2022-11,75,1957
bottom14,2022-11,80,1579
bottom14,2022-11,85,1113
bottom14,2022-11,90,603
bottom14,2022-11,95,202
