type,date,dead
mcd_cancer_and_mcd_covid,2022-06-11,275
mcd_cancer_and_mcd_covid,2022-06-18,298
mcd_cancer_and_mcd_covid,2022-06-25,310
mcd_cancer_and_mcd_covid,2022-07-02,315
mcd_cancer_and_mcd_covid,2022-07-09,338
mcd_cancer_and_mcd_covid,2022-07-16,365
mcd_cancer_and_mcd_covid,2022-07-23,399
mcd_cancer_and_mcd_covid,2022-07-30,456
mcd_cancer_and_mcd_covid,2022-08-06,467
mcd_cancer_and_mcd_covid,2022-08-13,423
mcd_cancer_and_mcd_covid,2022-08-20,415
mcd_cancer_and_mcd_covid,2022-08-27,412
mcd_cancer_and_mcd_covid,2022-09-03,371
mcd_cancer_and_mcd_covid,2022-09-10,367
mcd_cancer_and_mcd_covid,2022-09-17,328
mcd_cancer_and_mcd_covid,2022-09-24,383
mcd_cancer_and_mcd_covid,2022-10-01,314
mcd_cancer_and_mcd_covid,2022-10-08,295
mcd_cancer_and_mcd_covid,2022-10-15,288
mcd_cancer_and_mcd_covid,2022-10-22,298
mcd_cancer_and_mcd_covid,2022-10-29,299
mcd_cancer_and_mcd_covid,2022-11-05,333
mcd_cancer_and_mcd_covid,2022-11-12,295
mcd_cancer_and_mcd_covid,2022-11-19,285
mcd_cancer_and_mcd_covid,2022-11-26,321
mcd_cancer_and_mcd_covid,2022-12-03,313
mcd_cancer_and_mcd_covid,2022-12-10,360
mcd_cancer_and_mcd_covid,2022-12-17,405
mcd_cancer_and_mcd_covid,2022-12-24,430
mcd_cancer_and_mcd_covid,2022-12-31,402
mcd_cancer_and_mcd_covid,2023-01-07,467
mcd_cancer_and_mcd_covid,2023-01-14,424
mcd_cancer_and_mcd_covid,2023-01-21,435
mcd_cancer_and_mcd_covid,2023-01-28,355
mcd_cancer_and_mcd_covid,2023-02-04,372
mcd_cancer_and_mcd_covid,2023-02-11,319
mcd_cancer_and_mcd_covid,2023-02-18,277
mcd_cancer_and_mcd_covid,2023-02-25,299
mcd_cancer_and_mcd_covid,2023-03-04,250
mcd_cancer_and_mcd_covid,2023-03-11,248
mcd_cancer_and_mcd_covid,2023-03-18,238
mcd_cancer_and_mcd_covid,2023-03-25,253
mcd_cancer_and_mcd_covid,2023-04-01,182
mcd_cancer_and_mcd_covid,2023-04-08,185
mcd_cancer_and_mcd_covid,2023-04-15,171
mcd_cancer_and_mcd_covid,2023-04-22,169
mcd_cancer_and_mcd_covid,2023-04-29,145
mcd_cancer_and_mcd_covid,2023-05-06,140
mcd_cancer_and_mcd_covid,2023-05-13,131
mcd_cancer_and_mcd_covid,2023-05-20,103
mcd_cancer_and_mcd_covid,2023-05-27,105
mcd_cancer_and_mcd_covid,2023-06-03,102
mcd_cancer_and_mcd_covid,2023-06-10,75
mcd_cancer_and_mcd_covid,2023-06-17,108
mcd_cancer_and_mcd_covid,2023-06-24,96
mcd_cancer_and_mcd_covid,2023-07-01,78
mcd_cancer_and_mcd_covid,2023-07-08,71
mcd_cancer_and_mcd_covid,2023-07-15,72
mcd_cancer_and_mcd_covid,2023-07-22,64
mcd_cancer_and_mcd_covid,2023-07-29,88
mcd_cancer_and_mcd_covid,2023-08-05,83
mcd_cancer_and_mcd_covid,2023-08-12,88
mcd_cancer_and_mcd_covid,2023-08-19,114
mcd_cancer_and_mcd_covid,2023-08-26,116
mcd_cancer_and_mcd_covid,2023-09-02,153
mcd_cancer_and_mcd_covid,2023-09-09,180
mcd_cancer_and_mcd_covid,2023-09-16,193
mcd_cancer_and_mcd_covid,2023-09-23,174
mcd_cancer_and_mcd_covid,2023-09-30,196
mcd_cancer_and_mcd_covid,2023-10-07,187
mcd_cancer_and_mcd_covid,2023-10-14,165
mcd_cancer_and_mcd_covid,2023-10-21,159
mcd_cancer_and_mcd_covid,2023-10-28,166
mcd_cancer_and_mcd_covid,2023-11-04,140
mcd_cancer_and_mcd_covid,2023-11-11,179
mcd_cancer_and_mcd_covid,2023-11-18,202
mcd_cancer_and_mcd_covid,2023-11-25,185
mcd_cancer_and_mcd_covid,2023-12-02,211
mcd_cancer_and_mcd_covid,2023-12-09,198
mcd_cancer_and_mcd_covid,2023-12-16,235
mcd_cancer_and_mcd_covid,2023-12-23,230
mcd_cancer_and_mcd_covid,2023-12-30,285
mcd_cancer_and_mcd_covid,2024-01-06,301
mcd_cancer_and_mcd_covid,2024-01-13,306
mcd_cancer_and_mcd_covid,2024-01-20,310
mcd_cancer_and_mcd_covid,2024-01-27,280
mcd_cancer_and_mcd_covid,2024-02-03,237
mcd_cancer_and_mcd_covid,2024-02-10,226
mcd_cancer_and_mcd_covid,2024-02-17,185
mcd_cancer_and_mcd_covid,2024-02-24,165
mcd_cancer_and_mcd_covid,2024-03-02,175
mcd_cancer_and_mcd_covid,2024-03-09,131
mcd_cancer_and_mcd_covid,2024-03-16,148
mcd_cancer_and_mcd_covid,2024-03-23,107
mcd_cancer_and_mcd_covid,2024-03-30,99
mcd_cancer_and_mcd_covid,2024-04-06,81
mcd_cancer_and_mcd_covid,2024-04-13,69
mcd_cancer_and_mcd_covid,2024-04-20,69
mcd_cancer_and_mcd_covid,2024-04-27,73
mcd_cancer_and_mcd_covid,2024-05-04,60
mcd_cancer_and_mcd_covid,2024-05-11,41
mcd_cancer_and_mcd_covid,2024-05-18,54
mcd_cancer_and_mcd_covid,2024-05-25,54
mcd_cancer_and_mcd_covid,2024-06-01,48
mcd_cancer_and_mcd_covid,2024-06-08,44
mcd_cancer_and_mcd_covid,2024-06-15,55
mcd_cancer_and_mcd_covid,2024-06-22,58
mcd_cancer_and_mcd_covid,2024-06-29,69
mcd_cancer_and_mcd_covid,2024-07-06,83
mcd_cancer_and_mcd_covid,2024-07-13,95
mcd_cancer_and_mcd_covid,2024-07-20,91
mcd_cancer_and_mcd_covid,2024-07-27,125
mcd_cancer_and_mcd_covid,2024-08-03,127
mcd_cancer_and_mcd_covid,2024-08-10,131
mcd_cancer_and_mcd_covid,2024-08-17,136
mcd_cancer_and_mcd_covid,2024-08-24,160
mcd_cancer_and_mcd_covid,2024-08-31,163
mcd_cancer_and_mcd_covid,2024-09-07,182
mcd_cancer_and_mcd_covid,2024-09-14,192
mcd_cancer_and_mcd_covid,2024-09-21,146
mcd_cancer_and_mcd_covid,2024-09-28,146
mcd_cancer_and_mcd_covid,2024-10-05,128
mcd_cancer_and_mcd_covid,2024-10-12,115
mcd_cancer_and_mcd_covid,2024-10-19,93
mcd_cancer_and_mcd_covid,2024-10-26,90
mcd_cancer_and_mcd_covid,2024-11-02,98
mcd_cancer_and_mcd_covid,2024-11-09,83
mcd_cancer_and_mcd_covid,2024-11-16,76
mcd_cancer_and_mcd_covid,2024-11-23,66
mcd_cancer_and_mcd_covid,2024-11-30,63
mcd_cancer_and_mcd_covid,2024-12-07,67
mcd_cancer_and_mcd_covid,2024-12-14,81
mcd_cancer_and_mcd_covid,2024-12-21,51
mcd_cancer_and_mcd_covid,2024-12-28,88
mcd_cancer_and_mcd_covid,2025-01-04,95
mcd_cancer_and_mcd_covid,2025-01-11,119
mcd_cancer_and_mcd_covid,2025-01-18,117
mcd_cancer_and_mcd_covid,2025-01-25,85
mcd_cancer_and_mcd_covid,2025-02-01,62
mcd_covid,2020-03-07,37
mcd_covid,2020-03-14,60
mcd_covid,2020-03-21,586
mcd_covid,2020-03-28,3198
mcd_covid,2020-04-04,10099
mcd_covid,2020-04-11,16275
mcd_covid,2020-04-18,17179
mcd_covid,2020-04-25,15515
mcd_covid,2020-05-02,13192
mcd_covid,2020-05-09,11211
mcd_covid,2020-05-16,9224
mcd_covid,2020-05-23,7228
mcd_covid,2020-05-30,6154
mcd_covid,2020-06-06,5042
mcd_covid,2020-06-13,4224
mcd_covid,2020-06-20,3839
mcd_covid,2020-06-27,3830
mcd_covid,2020-07-04,4534
mcd_covid,2020-07-11,5768
mcd_covid,2020-07-18,7159
mcd_covid,2020-07-25,8221
mcd_covid,2020-08-01,8279
mcd_covid,2020-08-08,7845
mcd_covid,2020-08-15,7239
mcd_covid,2020-08-22,6368
mcd_covid,2020-08-29,5731
mcd_covid,2020-09-05,5003
mcd_covid,2020-09-12,4616
mcd_covid,2020-09-19,4268
mcd_covid,2020-09-26,4290
mcd_covid,2020-10-03,4235
mcd_covid,2020-10-10,4807
mcd_covid,2020-10-17,5189
mcd_covid,2020-10-24,5985
mcd_covid,2020-10-31,7010
mcd_covid,2020-11-07,8744
mcd_covid,2020-11-14,10636
mcd_covid,2020-11-21,13334
mcd_covid,2020-11-28,15606
mcd_covid,2020-12-05,18525
mcd_covid,2020-12-12,20893
mcd_covid,2020-12-19,22296
mcd_covid,2020-12-26,23331
mcd_covid,2021-01-02,24827
mcd_covid,2021-01-09,25973
mcd_covid,2021-01-16,25690
mcd_covid,2021-01-23,23685
mcd_covid,2021-01-30,20321
mcd_covid,2021-02-06,17034
mcd_covid,2021-02-13,13519
mcd_covid,2021-02-20,10806
mcd_covid,2021-02-27,8654
mcd_covid,2021-03-06,6730
mcd_covid,2021-03-13,5724
mcd_covid,2021-03-20,4893
mcd_covid,2021-03-27,4461
mcd_covid,2021-04-03,4197
mcd_covid,2021-04-10,4312
mcd_covid,2021-04-17,4449
mcd_covid,2021-04-24,4600
mcd_covid,2021-05-01,4165
mcd_covid,2021-05-08,4006
mcd_covid,2021-05-15,3678
mcd_covid,2021-05-22,3237
mcd_covid,2021-05-29,2770
mcd_covid,2021-06-05,2347
mcd_covid,2021-06-12,2035
mcd_covid,2021-06-19,1775
mcd_covid,2021-06-26,1634
mcd_covid,2021-07-03,1543
mcd_covid,2021-07-10,1644
mcd_covid,2021-07-17,1991
mcd_covid,2021-07-24,2760
mcd_covid,2021-07-31,4104
mcd_covid,2021-08-07,6483
mcd_covid,2021-08-14,9405
mcd_covid,2021-08-21,12178
mcd_covid,2021-08-28,14173
mcd_covid,2021-09-04,15493
mcd_covid,2021-09-11,15418
mcd_covid,2021-09-18,15210
mcd_covid,2021-09-25,14347
mcd_covid,2021-10-02,12830
mcd_covid,2021-10-09,11180
mcd_covid,2021-10-16,9877
mcd_covid,2021-10-23,8940
mcd_covid,2021-10-30,7960
mcd_covid,2021-11-06,7286
mcd_covid,2021-11-13,7157
mcd_covid,2021-11-20,7310
mcd_covid,2021-11-27,7886
mcd_covid,2021-12-04,8781
mcd_covid,2021-12-11,9734
mcd_covid,2021-12-18,10252
mcd_covid,2021-12-25,10459
mcd_covid,2022-01-01,11677
mcd_covid,2022-01-08,15123
mcd_covid,2022-01-15,19075
mcd_covid,2022-01-22,21333
mcd_covid,2022-01-29,20961
mcd_covid,2022-02-05,18754
mcd_covid,2022-02-12,15315
mcd_covid,2022-02-19,11565
mcd_covid,2022-02-26,8290
mcd_covid,2022-03-05,6041
mcd_covid,2022-03-12,4401
mcd_covid,2022-03-19,3124
mcd_covid,2022-03-26,2505
mcd_covid,2022-04-02,1908
mcd_covid,2022-04-09,1552
mcd_covid,2022-04-16,1409
mcd_covid,2022-04-23,1345
mcd_covid,2022-04-30,1426
mcd_covid,2022-05-07,1433
mcd_covid,2022-05-14,1674
mcd_covid,2022-05-21,1742
mcd_covid,2022-05-28,1940
mcd_covid,2022-06-04,2006
mcd_covid,2022-06-11,2136
mcd_covid,2022-06-18,2194
mcd_covid,2022-06-25,2327
mcd_covid,2022-07-02,2419
mcd_covid,2022-07-09,2588
mcd_covid,2022-07-16,2928
mcd_covid,2022-07-23,3224
mcd_covid,2022-07-30,3401
mcd_covid,2022-08-06,3370
mcd_covid,2022-08-13,3284
mcd_covid,2022-08-20,3166
mcd_covid,2022-08-27,3049
mcd_covid,2022-09-03,2926
mcd_covid,2022-09-10,2805
mcd_covid,2022-09-17,2509
mcd_covid,2022-09-24,2543
mcd_covid,2022-10-01,2374
mcd_covid,2022-10-08,2194
mcd_covid,2022-10-15,2144
mcd_covid,2022-10-22,2192
mcd_covid,2022-10-29,2241
mcd_covid,2022-11-05,2246
mcd_covid,2022-11-12,2200
mcd_covid,2022-11-19,2255
mcd_covid,2022-11-26,2494
mcd_covid,2022-12-03,2589
mcd_covid,2022-12-10,3031
mcd_covid,2022-12-17,3183
mcd_covid,2022-12-24,3318
mcd_covid,2022-12-31,3657
mcd_covid,2023-01-07,3891
mcd_covid,2023-01-14,3711
mcd_covid,2023-01-21,3272
mcd_covid,2023-01-28,2938
mcd_covid,2023-02-04,2657
mcd_covid,2023-02-11,2366
mcd_covid,2023-02-18,2117
mcd_covid,2023-02-25,2170
mcd_covid,2023-03-04,2011
mcd_covid,2023-03-11,1862
mcd_covid,2023-03-18,1772
mcd_covid,2023-03-25,1689
mcd_covid,2023-04-01,1460
mcd_covid,2023-04-08,1390
mcd_covid,2023-04-15,1237
mcd_covid,2023-04-22,1204
mcd_covid,2023-04-29,1035
mcd_covid,2023-05-06,957
mcd_covid,2023-05-13,851
mcd_covid,2023-05-20,764
mcd_covid,2023-05-27,753
mcd_covid,2023-06-03,697
mcd_covid,2023-06-10,643
mcd_covid,2023-06-17,621
mcd_covid,2023-06-24,585
mcd_covid,2023-07-01,549
mcd_covid,2023-07-08,495
mcd_covid,2023-07-15,519
mcd_covid,2023-07-22,548
mcd_covid,2023-07-29,557
mcd_covid,2023-08-05,678
mcd_covid,2023-08-12,756
mcd_covid,2023-08-19,928
mcd_covid,2023-08-26,1075
mcd_covid,2023-09-02,1194
mcd_covid,2023-09-09,1319
mcd_covid,2023-09-16,1420
mcd_covid,2023-09-23,1427
mcd_covid,2023-09-30,1467
mcd_covid,2023-10-07,1411
mcd_covid,2023-10-14,1322
mcd_covid,2023-10-21,1403
mcd_covid,2023-10-28,1300
mcd_covid,2023-11-04,1249
mcd_covid,2023-11-11,1398
mcd_covid,2023-11-18,1439
mcd_covid,2023-11-25,1428
mcd_covid,2023-12-02,1743
mcd_covid,2023-12-09,1804
mcd_covid,2023-12-16,1855
mcd_covid,2023-12-23,1944
mcd_covid,2023-12-30,2244
mcd_covid,2024-01-06,2505
mcd_covid,2024-01-13,2604
mcd_covid,2024-01-20,2378
mcd_covid,2024-01-27,2144
mcd_covid,2024-02-03,1758
mcd_covid,2024-02-10,1629
mcd_covid,2024-02-17,1399
mcd_covid,2024-02-24,1334
mcd_covid,2024-03-02,1274
mcd_covid,2024-03-09,1108
mcd_covid,2024-03-16,1049
mcd_covid,2024-03-23,858
mcd_covid,2024-03-30,745
mcd_covid,2024-04-06,634
mcd_covid,2024-04-13,575
mcd_covid,2024-04-20,502
mcd_covid,2024-04-27,436
mcd_covid,2024-05-04,429
mcd_covid,2024-05-11,341
mcd_covid,2024-05-18,347
mcd_covid,2024-05-25,351
mcd_covid,2024-06-01,332
mcd_covid,2024-06-08,320
mcd_covid,2024-06-15,373
mcd_covid,2024-06-22,438
mcd_covid,2024-06-29,445
mcd_covid,2024-07-06,532
mcd_covid,2024-07-13,593
mcd_covid,2024-07-20,735
mcd_covid,2024-07-27,866
mcd_covid,2024-08-03,987
mcd_covid,2024-08-10,1067
mcd_covid,2024-08-17,1082
mcd_covid,2024-08-24,1253
mcd_covid,2024-08-31,1356
mcd_covid,2024-09-07,1230
mcd_covid,2024-09-14,1243
mcd_covid,2024-09-21,1106
mcd_covid,2024-09-28,1034
mcd_covid,2024-10-05,976
mcd_covid,2024-10-12,808
mcd_covid,2024-10-19,733
mcd_covid,2024-10-26,647
mcd_covid,2024-11-02,608
mcd_covid,2024-11-09,554
mcd_covid,2024-11-16,526
mcd_covid,2024-11-23,472
mcd_covid,2024-11-30,486
mcd_covid,2024-12-07,481
mcd_covid,2024-12-14,559
mcd_covid,2024-12-21,572
mcd_covid,2024-12-28,648
mcd_covid,2025-01-04,839
mcd_covid,2025-01-11,975
mcd_covid,2025-01-18,868
mcd_covid,2025-01-25,725
mcd_covid,2025-02-01,540
