year,q,age,pop
2008,1,58,47950
2008,1,59,48140
2008,1,60,48290
2008,1,61,42930
2008,1,62,39390
2008,1,63,36830
2008,1,64,33790
2008,1,65,35510
2008,1,66,35680
2008,1,67,33570
2008,1,68,30340
2008,1,69,28680
2008,1,70,27130
2008,1,71,25730
2008,1,72,24120
2008,1,73,23440
2008,1,74,22430
2008,1,75,22070
2008,1,76,21970
2008,1,77,21260
2008,1,78,19870
2008,1,79,18930
2008,1,80,17640
2008,1,81,16570
2008,1,82,15380
2008,1,83,13970
2008,1,84,12300
2008,1,85,11160
2008,1,86,9910
2008,1,87,8770
2008,1,88,6330
2008,1,89,5400
2008,1,90,4610
2008,1,91,3880
2008,1,92,3070
2008,1,93,2320
2008,1,94,1790
2008,1,95,4020
2008,2,0,63730
2008,2,1,60210
2008,2,2,58180
2008,2,3,57910
2008,2,4,57200
2008,2,5,56310
2008,2,6,57600
2008,2,7,59650
2008,2,8,59160
2008,2,9,58690
2008,2,10,59320
2008,2,11,60060
2008,2,12,61530
2008,2,13,61460
2008,2,14,62490
2008,2,15,63110
2008,2,16,64600
2008,2,17,65080
2008,2,18,62750
2008,2,19,61360
2008,2,20,59850
2008,2,21,58280
2008,2,22,57770
2008,2,23,56870
2008,2,24,56500
2008,2,25,55770
2008,2,26,54040
2008,2,27,53080
2008,2,28,52570
2008,2,29,51880
2008,2,30,51960
2008,2,31,53080
2008,2,32,54320
2008,2,33,56750
2008,2,34,58890
2008,2,35,61800
2008,2,36,63880
2008,2,37,63280
2008,2,38,63290
2008,2,39,63070
2008,2,40,62200
2008,2,41,62110
2008,2,42,62730
2008,2,43,64040
2008,2,44,65970
2008,2,45,66520
2008,2,46,65490
2008,2,47,63720
2008,2,48,61510
2008,2,49,59580
2008,2,50,57870
2008,2,51,57050
2008,2,52,54790
2008,2,53,52970
2008,2,54,51070
2008,2,55,50240
2008,2,56,49110
2008,2,57,48860
2008,2,58,48070
2008,2,59,48010
2008,2,60,48360
2008,2,61,44620
2008,2,62,40000
2008,2,63,37230
2008,2,64,34480
2008,2,65,34690
2008,2,66,35790
2008,2,67,34300
2008,2,68,30880
2008,2,69,28940
2008,2,70,27370
2008,2,71,26010
2008,2,72,24240
2008,2,73,23580
2008,2,74,22390
2008,2,75,22050
2008,2,76,21760
2008,2,77,21390
2008,2,78,19970
2008,2,79,18970
2008,2,80,17700
2008,2,81,16620
2008,2,82,15390
2008,2,83,14120
2008,2,84,12430
2008,2,85,11140
2008,2,86,9960
2008,2,87,8930
2008,2,88,6580
2008,2,89,5430
2008,2,90,4580
2008,2,91,3910
2008,2,92,3110
2008,2,93,2380
2008,2,94,1770
2008,2,95,4080
2008,3,0,64170
2008,3,1,61010
2008,3,2,58570
2008,3,3,57840
2008,3,4,57590
2008,3,5,56470
2008,3,6,57140
2008,3,7,59370
2008,3,8,59670
2008,3,9,58560
2008,3,10,59420
2008,3,11,59800
2008,3,12,61290
2008,3,13,61520
2008,3,14,62130
2008,3,15,62930
2008,3,16,64150
2008,3,17,65240
2008,3,18,63170
2008,3,19,61540
2008,3,20,60270
2008,3,21,58300
2008,3,22,57610
2008,3,23,56750
2008,3,24,56330
2008,3,25,55910
2008,3,26,54170
2008,3,27,53320
2008,3,28,52670
2008,3,29,52240
2008,3,30,51880
2008,3,31,53050
2008,3,32,53860
2008,3,33,56290
2008,3,34,58400
2008,3,35,61120
2008,3,36,63610
2008,3,37,63720
2008,3,38,63140
2008,3,39,63320
2008,3,40,62320
2008,3,41,62170
2008,3,42,62520
2008,3,43,63540
2008,3,44,65530
2008,3,45,66530
2008,3,46,65750
2008,3,47,64270
2008,3,48,61780
2008,3,49,60210
2008,3,50,58040
2008,3,51,57290
2008,3,52,55280
2008,3,53,53290
2008,3,54,51530
2008,3,55,50360
2008,3,56,49270
2008,3,57,48840
2008,3,58,48240
2008,3,59,47890
2008,3,60,48200
2008,3,61,46320
2008,3,62,40550
2008,3,63,37750
2008,3,64,35340
2008,3,65,33890
2008,3,66,35820
2008,3,67,34790
2008,3,68,31600
2008,3,69,29180
2008,3,70,27640
2008,3,71,26210
2008,3,72,24500
2008,3,73,23620
2008,3,74,22440
2008,3,75,21990
2008,3,76,21570
2008,3,77,21450
2008,3,78,20090
2008,3,79,18980
2008,3,80,17780
2008,3,81,16670
2008,3,82,15410
2008,3,83,14220
2008,3,84,12580
2008,3,85,11130
2008,3,86,10030
2008,3,87,8930
2008,3,88,6970
2008,3,89,5430
2008,3,90,4560
2008,3,91,3910
2008,3,92,3140
2008,3,93,2430
2008,3,94,1770
2008,3,95,4140
2008,4,0,64390
2008,4,1,61910
2008,4,2,59000
2008,4,3,57860
2008,4,4,57860
2008,4,5,56740
2008,4,6,56740
2008,4,7,58970
2008,4,8,60020
2008,4,9,58640
2008,4,10,59430
2008,4,11,59590
2008,4,12,61020
2008,4,13,61640
2008,4,14,61760
2008,4,15,62800
2008,4,16,63770
2008,4,17,65180
2008,4,18,63600
2008,4,19,61770
2008,4,20,60670
2008,4,21,58480
2008,4,22,57440
2008,4,23,56670
2008,4,24,56150
2008,4,25,55920
2008,4,26,54410
2008,4,27,53500
2008,4,28,52810
2008,4,29,52530
2008,4,30,51970
2008,4,31,52920
2008,4,32,53550
2008,4,33,55790
2008,4,34,57950
2008,4,35,60420
2008,4,36,63200
2008,4,37,64070
2008,4,38,63080
2008,4,39,63470
2008,4,40,62560
2008,4,41,62210
2008,4,42,62330
2008,4,43,63130
2008,4,44,65000
2008,4,45,66470
2008,4,46,65970
2008,4,47,64660
2008,4,48,62280
2008,4,49,60640
2008,4,50,58340
2008,4,51,57370
2008,4,52,55850
2008,4,53,53630
2008,4,54,52000
2008,4,55,50440
2008,4,56,49510
2008,4,57,48800
2008,4,58,48410
2008,4,59,47790
2008,4,60,48050
2008,4,61,47520
2008,4,62,41380
2008,4,63,38420
2008,4,64,36070
2008,4,65,33450
2008,4,66,35670
2008,4,67,35080
2008,4,68,32350
2008,4,69,29520
2008,4,70,27920
2008,4,71,26390
2008,4,72,24860
2008,4,73,23580
2008,4,74,22610
2008,4,75,21900
2008,4,76,21440
2008,4,77,21390
2008,4,78,20250
2008,4,79,18990
2008,4,80,17880
2008,4,81,16690
2008,4,82,15490
2008,4,83,14250
2008,4,84,12750
2008,4,85,11180
2008,4,86,10070
2008,4,87,8840
2008,4,88,7430
2008,4,89,5420
2008,4,90,4570
2008,4,91,3890
2008,4,92,3170
2008,4,93,2470
2008,4,94,1790
2008,4,95,4180
2009,1,0,64390
2009,1,1,62780
2009,1,2,59550
2009,1,3,58000
2009,1,4,57990
2009,1,5,57080
2009,1,6,56540
2009,1,7,58440
2009,1,8,60130
2009,1,9,59020
2009,1,10,59260
2009,1,11,59580
2009,1,12,60660
2009,1,13,61700
2009,1,14,61510
2009,1,15,62700
2009,1,16,63390
2009,1,17,64950
2009,1,18,64070
2009,1,19,62090
2009,1,20,60960
2009,1,21,58840
2009,1,22,57290
2009,1,23,56670
2009,1,24,56020
2009,1,25,55770
2009,1,26,54800
2009,1,27,53600
2009,1,28,52990
2009,1,29,52800
2009,1,30,52160
2009,1,31,52740
2009,1,32,53460
2009,1,33,55180
2009,1,34,57530
2009,1,35,59770
2009,1,36,62710
2009,1,37,64230
2009,1,38,63180
2009,1,39,63470
2009,1,40,62920
2009,1,41,62210
2009,1,42,62180
2009,1,43,62840
2009,1,44,64470
2009,1,45,66190
2009,1,46,66220
2009,1,47,64950
2009,1,48,62910
2009,1,49,60970
2009,1,50,58730
2009,1,51,57440
2009,1,52,56380
2009,1,53,54020
2009,1,54,52430
2009,1,55,50560
2009,1,56,49800
2009,1,57,48770
2009,1,58,48570
2009,1,59,47740
2009,1,60,47940
2009,1,61,48040
2009,1,62,42670
2009,1,63,39150
2009,1,64,36600
2009,1,65,33560
2009,1,66,35190
2009,1,67,35270
2009,1,68,33140
2009,1,69,29910
2009,1,70,28200
2009,1,71,26610
2009,1,72,25180
2009,1,73,23570
2009,1,74,22800
2009,1,75,21790
2009,1,76,21400
2009,1,77,21220
2009,1,78,20410
2009,1,79,19020
2009,1,80,17990
2009,1,81,16680
2009,1,82,15570
2009,1,83,14290
2009,1,84,12880
2009,1,85,11280
2009,1,86,10080
2009,1,87,8800
2009,1,88,7770
2009,1,89,5490
2009,1,90,4610
2009,1,91,3850
2009,1,92,3200
2009,1,93,2510
2009,1,94,1820
2009,1,95,4210
2009,2,0,64270
2009,2,1,63490
2009,2,2,60250
2009,2,3,58270
2009,2,4,58010
2009,2,5,57440
2009,2,6,56570
2009,2,7,57870
2009,2,8,60020
2009,2,9,59550
2009,2,10,59040
2009,2,11,59700
2009,2,12,60320
2009,2,13,61640
2009,2,14,61460
2009,2,15,62490
2009,2,16,63160
2009,2,17,64570
2009,2,18,64500
2009,2,19,62520
2009,2,20,61220
2009,2,21,59340
2009,2,22,57280
2009,2,23,56700
2009,2,24,55960
2009,2,25,55670
2009,2,26,55150
2009,2,27,53750
2009,2,28,53240
2009,2,29,53020
2009,2,30,52480
2009,2,31,52590
2009,2,32,53460
2009,2,33,54610
2009,2,34,57070
2009,2,35,59240
2009,2,36,62110
2009,2,37,64180
2009,2,38,63500
2009,2,39,63400
2009,2,40,63250
2009,2,41,62280
2009,2,42,62110
2009,2,43,62650
2009,2,44,63930
2009,2,45,65830
2009,2,46,66340
2009,2,47,65270
2009,2,48,63510
2009,2,49,61250
2009,2,50,59290
2009,2,51,57570
2009,2,52,56740
2009,2,53,54490
2009,2,54,52770
2009,2,55,50900
2009,2,56,50010
2009,2,57,48870
2009,2,58,48600
2009,2,59,47860
2009,2,60,47800
2009,2,61,48120
2009,2,62,44350
2009,2,63,39750
2009,2,64,37010
2009,2,65,34250
2009,2,66,34400
2009,2,67,35400
2009,2,68,33860
2009,2,69,30450
2009,2,70,28450
2009,2,71,26850
2009,2,72,25440
2009,2,73,23690
2009,2,74,22930
2009,2,75,21760
2009,2,76,21380
2009,2,77,21010
2009,2,78,20540
2009,2,79,19100
2009,2,80,18030
2009,2,81,16740
2009,2,82,15630
2009,2,83,14320
2009,2,84,13020
2009,2,85,11390
2009,2,86,10070
2009,2,87,8860
2009,2,88,7920
2009,2,89,5690
2009,2,90,4630
2009,2,91,3820
2009,2,92,3220
2009,2,93,2530
2009,2,94,1860
2009,2,95,4240
2009,3,0,64140
2009,3,1,63970
2009,3,2,61090
2009,3,3,58680
2009,3,4,57980
2009,3,5,57820
2009,3,6,56710
2009,3,7,57390
2009,3,8,59730
2009,3,9,60070
2009,3,10,58910
2009,3,11,59810
2009,3,12,60100
2009,3,13,61470
2009,3,14,61560
2009,3,15,62170
2009,3,16,63070
2009,3,17,64170
2009,3,18,64760
2009,3,19,63070
2009,3,20,61520
2009,3,21,59890
2009,3,22,57480
2009,3,23,56730
2009,3,24,56000
2009,3,25,55690
2009,3,26,55410
2009,3,27,53980
2009,3,28,53540
2009,3,29,53170
2009,3,30,52870
2009,3,31,52530
2009,3,32,53430
2009,3,33,54140
2009,3,34,56620
2009,3,35,58800
2009,3,36,61440
2009,3,37,63910
2009,3,38,63980
2009,3,39,63290
2009,3,40,63510
2009,3,41,62420
2009,3,42,62170
2009,3,43,62470
2009,3,44,63450
2009,3,45,65410
2009,3,46,66350
2009,3,47,65540
2009,3,48,64090
2009,3,49,61560
2009,3,50,59930
2009,3,51,57760
2009,3,52,56990
2009,3,53,55000
2009,3,54,53080
2009,3,55,51390
2009,3,56,50150
2009,3,57,49050
2009,3,58,48610
2009,3,59,48020
2009,3,60,47690
2009,3,61,47980
2009,3,62,46060
2009,3,63,40300
2009,3,64,37540
2009,3,65,35120
2009,3,66,33610
2009,3,67,35470
2009,3,68,34360
2009,3,69,31160
2009,3,70,28690
2009,3,71,27130
2009,3,72,25650
2009,3,73,23940
2009,3,74,22980
2009,3,75,21810
2009,3,76,21340
2009,3,77,20840
2009,3,78,20600
2009,3,79,19210
2009,3,80,18050
2009,3,81,16830
2009,3,82,15690
2009,3,83,14360
2009,3,84,13120
2009,3,85,11530
2009,3,86,10080
2009,3,87,8940
2009,3,88,7930
2009,3,89,6040
2009,3,90,4620
2009,3,91,3800
2009,3,92,3220
2009,3,93,2550
2009,3,94,1900
2009,3,95,4270
2009,4,0,64040
2009,4,1,64250
2009,4,2,62030
2009,4,3,59140
2009,4,4,58050
2009,4,5,58100
2009,4,6,56990
2009,4,7,56990
2009,4,8,59340
2009,4,9,60460
2009,4,10,59010
2009,4,11,59850
2009,4,12,59960
2009,4,13,61270
2009,4,14,61740
2009,4,15,61830
2009,4,16,63020
2009,4,17,63890
2009,4,18,64820
2009,4,19,63680
2009,4,20,61900
2009,4,21,60440
2009,4,22,57870
2009,4,23,56810
2009,4,24,56120
2009,4,25,55770
2009,4,26,55570
2009,4,27,54360
2009,4,28,53790
2009,4,29,53380
2009,4,30,53210
2009,4,31,52650
2009,4,32,53310
2009,4,33,53840
2009,4,34,56150
2009,4,35,58370
2009,4,36,60770
2009,4,37,63520
2009,4,38,64370
2009,4,39,63290
2009,4,40,63680
2009,4,41,62690
2009,4,42,62220
2009,4,43,62330
2009,4,44,63060
2009,4,45,64920
2009,4,46,66310
2009,4,47,65800
2009,4,48,64510
2009,4,49,62100
2009,4,50,60400
2009,4,51,58090
2009,4,52,57100
2009,4,53,55610
2009,4,54,53420
2009,4,55,51890
2009,4,56,50270
2009,4,57,49330
2009,4,58,48600
2009,4,59,48200
2009,4,60,47610
2009,4,61,47840
2009,4,62,47280
2009,4,63,41150
2009,4,64,38220
2009,4,65,35850
2009,4,66,33180
2009,4,67,35350
2009,4,68,34670
2009,4,69,31910
2009,4,70,29030
2009,4,71,27430
2009,4,72,25830
2009,4,73,24280
2009,4,74,22960
2009,4,75,21970
2009,4,76,21260
2009,4,77,20730
2009,4,78,20570
2009,4,79,19350
2009,4,80,18060
2009,4,81,16930
2009,4,82,15720
2009,4,83,14440
2009,4,84,13160
2009,4,85,11670
2009,4,86,10140
2009,4,87,9000
2009,4,88,7850
2009,4,89,6450
2009,4,90,4610
2009,4,91,3820
2009,4,92,3200
2009,4,93,2560
2009,4,94,1940
2009,4,95,4320
2010,1,0,64040
2010,1,1,64310
2010,1,2,62950
2010,1,3,59730
2010,1,4,58220
2010,1,5,58240
2010,1,6,57330
2010,1,7,56800
2010,1,8,58820
2010,1,9,60630
2010,1,10,59440
2010,1,11,59720
2010,1,12,60010
2010,1,13,60990
2010,1,14,61890
2010,1,15,61630
2010,1,16,63020
2010,1,17,63620
2010,1,18,64710
2010,1,19,64320
2010,1,20,62380
2010,1,21,60900
2010,1,22,58460
2010,1,23,56910
2010,1,24,56290
2010,1,25,55870
2010,1,26,55630
2010,1,27,54880
2010,1,28,53950
2010,1,29,53630
2010,1,30,53510
2010,1,31,52850
2010,1,32,53130
2010,1,33,53780
2010,1,34,55560
2010,1,35,57970
2010,1,36,60150
2010,1,37,63060
2010,1,38,64540
2010,1,39,63440
2010,1,40,63720
2010,1,41,63100
2010,1,42,62260
2010,1,43,62210
2010,1,44,62800
2010,1,45,64430
2010,1,46,66080
2010,1,47,66070
2010,1,48,64820
2010,1,49,62770
2010,1,50,60760
2010,1,51,58530
2010,1,52,57200
2010,1,53,56180
2010,1,54,53830
2010,1,55,52340
2010,1,56,50440
2010,1,57,49680
2010,1,58,48610
2010,1,59,48380
2010,1,60,47590
2010,1,61,47760
2010,1,62,47840
2010,1,63,42480
2010,1,64,38950
2010,1,65,36400
2010,1,66,33300
2010,1,67,34890
2010,1,68,34870
2010,1,69,32690
2010,1,70,29430
2010,1,71,27710
2010,1,72,26070
2010,1,73,24590
2010,1,74,22970
2010,1,75,22160
2010,1,76,21180
2010,1,77,20700
2010,1,78,20430
2010,1,79,19520
2010,1,80,18090
2010,1,81,17050
2010,1,82,15720
2010,1,83,14520
2010,1,84,13220
2010,1,85,11790
2010,1,86,10250
2010,1,87,9030
2010,1,88,7800
2010,1,89,6760
2010,1,90,4670
2010,1,91,3850
2010,1,92,3170
2010,1,93,2580
2010,1,94,1970
2010,1,95,4380
2010,2,0,64160
2010,2,1,64250
2010,2,2,63690
2010,2,3,60440
2010,2,4,58480
2010,2,5,58270
2010,2,6,57700
2010,2,7,56830
2010,2,8,58260
2010,2,9,60540
2010,2,10,60010
2010,2,11,59530
2010,2,12,60180
2010,2,13,60710
2010,2,14,61920
2010,2,15,61660
2010,2,16,62900
2010,2,17,63480
2010,2,18,64440
2010,2,19,64900
2010,2,20,62970
2010,2,21,61270
2010,2,22,59090
2010,2,23,57050
2010,2,24,56420
2010,2,25,55920
2010,2,26,55680
2010,2,27,55300
2010,2,28,54080
2010,2,29,53840
2010,2,30,53710
2010,2,31,53110
2010,2,32,52950
2010,2,33,53780
2010,2,34,54970
2010,2,35,57510
2010,2,36,59630
2010,2,37,62480
2010,2,38,64480
2010,2,39,63760
2010,2,40,63650
2010,2,41,63430
2010,2,42,62370
2010,2,43,62170
2010,2,44,62650
2010,2,45,63900
2010,2,46,65750
2010,2,47,66190
2010,2,48,65150
2010,2,49,63390
2010,2,50,61060
2010,2,51,59120
2010,2,52,57370
2010,2,53,56570
2010,2,54,54300
2010,2,55,52670
2010,2,56,50790
2010,2,57,49940
2010,2,58,48750
2010,2,59,48410
2010,2,60,47720
2010,2,61,47640
2010,2,62,47940
2010,2,63,44170
2010,2,64,39550
2010,2,65,36820
2010,2,66,34000
2010,2,67,34090
2010,2,68,35020
2010,2,69,33400
2010,2,70,29970
2010,2,71,27970
2010,2,72,26330
2010,2,73,24850
2010,2,74,23100
2010,2,75,22290
2010,2,76,21150
2010,2,77,20680
2010,2,78,20260
2010,2,79,19680
2010,2,80,18170
2010,2,81,17090
2010,2,82,15780
2010,2,83,14590
2010,2,84,13240
2010,2,85,11930
2010,2,86,10350
2010,2,87,9030
2010,2,88,7850
2010,2,89,6890
2010,2,90,4850
2010,2,91,3870
2010,2,92,3140
2010,2,93,2580
2010,2,94,1990
2010,2,95,4470
2010,3,0,64300
2010,3,1,64160
2010,3,2,64160
2010,3,3,61270
2010,3,4,58860
2010,3,5,58230
2010,3,6,58060
2010,3,7,56960
2010,3,8,57780
2010,3,9,60230
2010,3,10,60550
2010,3,11,59400
2010,3,12,60310
2010,3,13,60540
2010,3,14,61820
2010,3,15,61850
2010,3,16,62660
2010,3,17,63450
2010,3,18,64120
2010,3,19,65260
2010,3,20,63650
2010,3,21,61630
2010,3,22,59680
2010,3,23,57290
2010,3,24,56460
2010,3,25,55910
2010,3,26,55720
2010,3,27,55550
2010,3,28,54230
2010,3,29,54020
2010,3,30,53810
2010,3,31,53420
2010,3,32,52840
2010,3,33,53730
2010,3,34,54460
2010,3,35,57010
2010,3,36,59180
2010,3,37,61790
2010,3,38,64190
2010,3,39,64220
2010,3,40,63520
2010,3,41,63670
2010,3,42,62520
2010,3,43,62230
2010,3,44,62480
2010,3,45,63410
2010,3,46,65340
2010,3,47,66190
2010,3,48,65400
2010,3,49,63960
2010,3,50,61360
2010,3,51,59780
2010,3,52,57570
2010,3,53,56840
2010,3,54,54830
2010,3,55,52960
2010,3,56,51280
2010,3,57,50090
2010,3,58,48950
2010,3,59,48440
2010,3,60,47880
2010,3,61,47550
2010,3,62,47810
2010,3,63,45870
2010,3,64,40110
2010,3,65,37350
2010,3,66,34870
2010,3,67,33310
2010,3,68,35090
2010,3,69,33900
2010,3,70,30690
2010,3,71,28220
2010,3,72,26620
2010,3,73,25070
2010,3,74,23340
2010,3,75,22340
2010,3,76,21200
2010,3,77,20650
2010,3,78,20110
2010,3,79,19770
2010,3,80,18290
2010,3,81,17110
2010,3,82,15850
2010,3,83,14650
2010,3,84,13270
2010,3,85,12020
2010,3,86,10470
2010,3,87,9040
2010,3,88,7920
2010,3,89,6890
2010,3,90,5160
2010,3,91,3870
2010,3,92,3140
2010,3,93,2590
2010,3,94,2010
2010,3,95,4540
2010,4,0,64350
2010,4,1,64070
2010,4,2,64390
2010,4,3,62180
2010,4,4,59270
2010,4,5,58260
2010,4,6,58290
2010,4,7,57220
2010,4,8,57360
2010,4,9,59780
2010,4,10,60940
2010,4,11,59470
2010,4,12,60330
2010,4,13,60410
2010,4,14,61660
2010,4,15,62110
2010,4,16,62360
2010,4,17,63440
2010,4,18,63860
2010,4,19,65380
2010,4,20,64340
2010,4,21,62020
2010,4,22,60200
2010,4,23,57650
2010,4,24,56460
2010,4,25,55910
2010,4,26,55680
2010,4,27,55610
2010,4,28,54500
2010,4,29,54090
2010,4,30,53920
2010,4,31,53680
2010,4,32,52880
2010,4,33,53550
2010,4,34,54100
2010,4,35,56470
2010,4,36,58710
2010,4,37,61070
2010,4,38,63750
2010,4,39,64560
2010,4,40,63480
2010,4,41,63810
2010,4,42,62780
2010,4,43,62260
2010,4,44,62330
2010,4,45,63000
2010,4,46,64840
2010,4,47,66130
2010,4,48,65630
2010,4,49,64360
2010,4,50,61900
2010,4,51,60240
2010,4,52,57890
2010,4,53,56940
2010,4,54,55440
2010,4,55,53270
2010,4,56,51770
2010,4,57,50200
2010,4,58,49230
2010,4,59,48460
2010,4,60,48060
2010,4,61,47500
2010,4,62,47670
2010,4,63,47070
2010,4,64,40970
2010,4,65,38030
2010,4,66,35610
2010,4,67,32880
2010,4,68,34970
2010,4,69,34220
2010,4,70,31430
2010,4,71,28570
2010,4,72,26920
2010,4,73,25280
2010,4,74,23680
2010,4,75,22320
2010,4,76,21350
2010,4,77,20580
2010,4,78,20000
2010,4,79,19780
2010,4,80,18440
2010,4,81,17130
2010,4,82,15950
2010,4,83,14680
2010,4,84,13350
2010,4,85,12070
2010,4,86,10590
2010,4,87,9090
2010,4,88,7990
2010,4,89,6830
2010,4,90,5510
2010,4,91,3860
2010,4,92,3150
2010,4,93,2580
2010,4,94,2020
2010,4,95,4610
2011,1,0,64250
2011,1,1,64060
2011,1,2,64400
2011,1,3,63040
2011,1,4,59790
2011,1,5,58380
2011,1,6,58390
2011,1,7,57530
2011,1,8,57130
2011,1,9,59200
2011,1,10,61070
2011,1,11,59850
2011,1,12,60160
2011,1,13,60470
2011,1,14,61390
2011,1,15,62290
2011,1,16,62180
2011,1,17,63430
2011,1,18,63590
2011,1,19,65280
2011,1,20,65030
2011,1,21,62480
2011,1,22,60550
2011,1,23,58100
2011,1,24,56440
2011,1,25,55880
2011,1,26,55580
2011,1,27,55470
2011,1,28,54870
2011,1,29,54060
2011,1,30,54030
2011,1,31,53900
2011,1,32,52990
2011,1,33,53290
2011,1,34,53980
2011,1,35,55810
2011,1,36,58250
2011,1,37,60380
2011,1,38,63250
2011,1,39,64670
2011,1,40,63570
2011,1,41,63820
2011,1,42,63150
2011,1,43,62270
2011,1,44,62200
2011,1,45,62710
2011,1,46,64310
2011,1,47,65880
2011,1,48,65860
2011,1,49,64650
2011,1,50,62540
2011,1,51,60580
2011,1,52,58300
2011,1,53,57020
2011,1,54,55990
2011,1,55,53640
2011,1,56,52190
2011,1,57,50340
2011,1,58,49570
2011,1,59,48480
2011,1,60,48240
2011,1,61,47480
2011,1,62,47580
2011,1,63,47610
2011,1,64,42290
2011,1,65,38750
2011,1,66,36160
2011,1,67,33000
2011,1,68,34520
2011,1,69,34430
2011,1,70,32200
2011,1,71,28960
2011,1,72,27190
2011,1,73,25540
2011,1,74,23990
2011,1,75,22330
2011,1,76,21530
2011,1,77,20520
2011,1,78,19960
2011,1,79,19670
2011,1,80,18620
2011,1,81,17170
2011,1,82,16050
2011,1,83,14690
2011,1,84,13430
2011,1,85,12120
2011,1,86,10710
2011,1,87,9190
2011,1,88,8020
2011,1,89,6800
2011,1,90,5770
2011,1,91,3920
2011,1,92,3190
2011,1,93,2550
2011,1,94,2040
2011,1,95,4670
2011,2,0,63930
2011,2,1,64170
2011,2,2,64280
2011,2,3,63700
2011,2,4,60440
2011,2,5,58580
2011,2,6,58350
2011,2,7,57840
2011,2,8,57100
2011,2,9,58570
2011,2,10,60910
2011,2,11,60360
2011,2,12,59910
2011,2,13,60620
2011,2,14,61110
2011,2,15,62300
2011,2,16,62220
2011,2,17,63270
2011,2,18,63410
2011,2,19,64980
2011,2,20,65610
2011,2,21,63020
2011,2,22,60820
2011,2,23,58580
2011,2,24,56470
2011,2,25,55860
2011,2,26,55420
2011,2,27,55300
2011,2,28,55150
2011,2,29,54080
2011,2,30,54120
2011,2,31,54050
2011,2,32,53190
2011,2,33,53030
2011,2,34,53930
2011,2,35,55140
2011,2,36,57720
2011,2,37,59780
2011,2,38,62630
2011,2,39,64550
2011,2,40,63850
2011,2,41,63710
2011,2,42,63440
2011,2,43,62340
2011,2,44,62120
2011,2,45,62530
2011,2,46,63740
2011,2,47,65540
2011,2,48,65930
2011,2,49,64960
2011,2,50,63120
2011,2,51,60840
2011,2,52,58850
2011,2,53,57150
2011,2,54,56360
2011,2,55,54080
2011,2,56,52500
2011,2,57,50660
2011,2,58,49810
2011,2,59,48620
2011,2,60,48290
2011,2,61,47610
2011,2,62,47470
2011,2,63,47710
2011,2,64,43980
2011,2,65,39370
2011,2,66,36580
2011,2,67,33700
2011,2,68,33730
2011,2,69,34590
2011,2,70,32900
2011,2,71,29480
2011,2,72,27450
2011,2,73,25800
2011,2,74,24260
2011,2,75,22450
2011,2,76,21660
2011,2,77,20500
2011,2,78,19930
2011,2,79,19510
2011,2,80,18790
2011,2,81,17250
2011,2,82,16080
2011,2,83,14740
2011,2,84,13500
2011,2,85,12130
2011,2,86,10850
2011,2,87,9270
2011,2,88,8020
2011,2,89,6850
2011,2,90,5890
2011,2,91,4070
2011,2,92,3210
2011,2,93,2540
2011,2,94,2050
2011,2,95,4720
2011,3,0,63450
2011,3,1,64290
2011,3,2,64130
2011,3,3,64080
2011,3,4,61210
2011,3,5,58880
2011,3,6,58240
2011,3,7,58140
2011,3,8,57160
2011,3,9,58030
2011,3,10,60530
2011,3,11,60850
2011,3,12,59720
2011,3,13,60710
2011,3,14,60940
2011,3,15,62150
2011,3,16,62400
2011,3,17,62990
2011,3,18,63370
2011,3,19,64610
2011,3,20,65920
2011,3,21,63640
2011,3,22,61060
2011,3,23,59040
2011,3,24,56620
2011,3,25,55820
2011,3,26,55280
2011,3,27,55160
2011,3,28,55300
2011,3,29,54180
2011,3,30,54190
2011,3,31,54090
2011,3,32,53450
2011,3,33,52830
2011,3,34,53830
2011,3,35,54570
2011,3,36,57150
2011,3,37,59270
2011,3,38,61900
2011,3,39,64200
2011,3,40,64260
2011,3,41,63550
2011,3,42,63660
2011,3,43,62460
2011,3,44,62140
2011,3,45,62340
2011,3,46,63210
2011,3,47,65110
2011,3,48,65910
2011,3,49,65170
2011,3,50,63660
2011,3,51,61100
2011,3,52,59480
2011,3,53,57290
2011,3,54,56600
2011,3,55,54580
2011,3,56,52760
2011,3,57,51130
2011,3,58,49950
2011,3,59,48810
2011,3,60,48320
2011,3,61,47760
2011,3,62,47380
2011,3,63,47600
2011,3,64,45660
2011,3,65,39930
2011,3,66,37090
2011,3,67,34570
2011,3,68,32960
2011,3,69,34670
2011,3,70,33390
2011,3,71,30180
2011,3,72,27690
2011,3,73,26090
2011,3,74,24490
2011,3,75,22700
2011,3,76,21700
2011,3,77,20550
2011,3,78,19880
2011,3,79,19340
2011,3,80,18900
2011,3,81,17360
2011,3,82,16100
2011,3,83,14820
2011,3,84,13560
2011,3,85,12140
2011,3,86,10940
2011,3,87,9370
2011,3,88,8020
2011,3,89,6920
2011,3,90,5890
2011,3,91,4320
2011,3,92,3190
2011,3,93,2530
2011,3,94,2040
2011,3,95,4770
2011,4,0,62880
2011,4,1,64310
2011,4,2,63990
2011,4,3,64230
2011,4,4,62070
2011,4,5,59220
2011,4,6,58200
2011,4,7,58300
2011,4,8,57320
2011,4,9,57540
2011,4,10,60010
2011,4,11,61210
2011,4,12,59730
2011,4,13,60680
2011,4,14,60810
2011,4,15,61960
2011,4,16,62640
