year,q,age,pop
2000,1,84,9760
2000,1,85,8840
2000,1,86,7410
2000,1,87,6490
2000,1,88,5130
2000,1,89,4350
2000,1,90,3460
2000,1,91,2700
2000,1,92,2060
2000,1,93,1640
2000,1,94,1190
2000,1,95,2700
2000,2,0,56090
2000,2,1,56310
2000,2,2,57070
2000,2,3,56870
2000,2,4,58080
2000,2,5,58670
2000,2,6,59800
2000,2,7,60430
2000,2,8,62360
2000,2,9,62740
2000,2,10,60810
2000,2,11,59450
2000,2,12,57870
2000,2,13,56180
2000,2,14,55450
2000,2,15,54720
2000,2,16,54250
2000,2,17,54410
2000,2,18,54680
2000,2,19,54390
2000,2,20,53550
2000,2,21,51710
2000,2,22,50810
2000,2,23,50500
2000,2,24,50090
2000,2,25,51520
2000,2,26,52710
2000,2,27,54770
2000,2,28,57110
2000,2,29,57560
2000,2,30,58490
2000,2,31,58660
2000,2,32,58290
2000,2,33,58620
2000,2,34,58960
2000,2,35,60790
2000,2,36,62970
2000,2,37,63990
2000,2,38,63530
2000,2,39,62080
2000,2,40,60420
2000,2,41,58760
2000,2,42,57190
2000,2,43,56380
2000,2,44,54850
2000,2,45,53460
2000,2,46,51540
2000,2,47,51050
2000,2,48,50120
2000,2,49,49970
2000,2,50,49310
2000,2,51,49340
2000,2,52,49390
2000,2,53,45700
2000,2,54,40930
2000,2,55,38400
2000,2,56,35630
2000,2,57,36010
2000,2,58,37330
2000,2,59,36060
2000,2,60,32840
2000,2,61,30920
2000,2,62,29630
2000,2,63,28590
2000,2,64,27080
2000,2,65,26800
2000,2,66,26070
2000,2,67,26160
2000,2,68,26380
2000,2,69,26390
2000,2,70,25320
2000,2,71,24720
2000,2,72,23800
2000,2,73,23160
2000,2,74,22240
2000,2,75,21170
2000,2,76,19650
2000,2,77,18810
2000,2,78,17830
2000,2,79,17080
2000,2,80,13700
2000,2,81,12390
2000,2,82,11560
2000,2,83,10970
2000,2,84,9700
2000,2,85,8950
2000,2,86,7470
2000,2,87,6540
2000,2,88,5240
2000,2,89,4380
2000,2,90,3490
2000,2,91,2760
2000,2,92,2070
2000,2,93,1650
2000,2,94,1220
2000,2,95,2740
2000,3,0,56430
2000,3,1,55820
2000,3,2,57150
2000,3,3,56740
2000,3,4,57720
2000,3,5,58600
2000,3,6,59420
2000,3,7,60200
2000,3,8,61880
2000,3,9,62900
2000,3,10,61370
2000,3,11,59660
2000,3,12,58480
2000,3,13,56440
2000,3,14,55690
2000,3,15,54970
2000,3,16,54450
2000,3,17,54520
2000,3,18,54500
2000,3,19,54640
2000,3,20,53570
2000,3,21,51960
2000,3,22,50410
2000,3,23,50320
2000,3,24,49480
2000,3,25,50910
2000,3,26,52260
2000,3,27,54080
2000,3,28,56680
2000,3,29,57710
2000,3,30,58270
2000,3,31,58720
2000,3,32,58240
2000,3,33,58650
2000,3,34,58740
2000,3,35,60210
2000,3,36,62520
2000,3,37,63840
2000,3,38,63700
2000,3,39,62540
2000,3,40,60630
2000,3,41,59350
2000,3,42,57360
2000,3,43,56580
2000,3,44,55230
2000,3,45,53690
2000,3,46,51960
2000,3,47,51040
2000,3,48,50270
2000,3,49,49910
2000,3,50,49440
2000,3,51,49230
2000,3,52,49240
2000,3,53,47440
2000,3,54,41470
2000,3,55,38870
2000,3,56,36490
2000,3,57,35190
2000,3,58,37320
2000,3,59,36590
2000,3,60,33560
2000,3,61,31220
2000,3,62,29890
2000,3,63,28840
2000,3,64,27360
2000,3,65,26820
2000,3,66,26060
2000,3,67,26120
2000,3,68,26070
2000,3,69,26460
2000,3,70,25420
2000,3,71,24680
2000,3,72,23900
2000,3,73,23180
2000,3,74,22240
2000,3,75,21360
2000,3,76,19780
2000,3,77,18720
2000,3,78,17980
2000,3,79,17040
2000,3,80,14470
2000,3,81,12340
2000,3,82,11450
2000,3,83,11000
2000,3,84,9730
2000,3,85,8970
2000,3,86,7610
2000,3,87,6560
2000,3,88,5390
2000,3,89,4380
2000,3,90,3550
2000,3,91,2810
2000,3,92,2100
2000,3,93,1660
2000,3,94,1250
2000,3,95,2780
2000,4,0,56710
2000,4,1,55530
2000,4,2,57050
2000,4,3,56660
2000,4,4,57420
2000,4,5,58500
2000,4,6,59010
2000,4,7,60050
2000,4,8,61370
2000,4,9,62860
2000,4,10,61910
2000,4,11,59940
2000,4,12,58960
2000,4,13,56820
2000,4,14,55940
2000,4,15,55230
2000,4,16,54640
2000,4,17,54630
2000,4,18,54470
2000,4,19,54800
2000,4,20,53640
2000,4,21,52230
2000,4,22,50180
2000,4,23,49980
2000,4,24,49070
2000,4,25,50210
2000,4,26,51760
2000,4,27,53390
2000,4,28,56130
2000,4,29,57800
2000,4,30,58040
2000,4,31,58760
2000,4,32,58270
2000,4,33,58570
2000,4,34,58650
2000,4,35,59680
2000,4,36,61960
2000,4,37,63630
2000,4,38,63810
2000,4,39,62900
2000,4,40,61020
2000,4,41,59740
2000,4,42,57660
2000,4,43,56710
2000,4,44,55630
2000,4,45,53910
2000,4,46,52450
2000,4,47,50960
2000,4,48,50470
2000,4,49,49820
2000,4,50,49590
2000,4,51,49070
2000,4,52,49140
2000,4,53,48630
2000,4,54,42360
2000,4,55,39480
2000,4,56,37240
2000,4,57,34710
2000,4,58,37140
2000,4,59,36910
2000,4,60,34300
2000,4,61,31630
2000,4,62,30170
2000,4,63,29030
2000,4,64,27760
2000,4,65,26770
2000,4,66,26200
2000,4,67,26010
2000,4,68,25840
2000,4,69,26400
2000,4,70,25580
2000,4,71,24640
2000,4,72,24010
2000,4,73,23150
2000,4,74,22320
2000,4,75,21450
2000,4,76,19980
2000,4,77,18690
2000,4,78,18050
2000,4,79,16900
2000,4,80,15310
2000,4,81,12310
2000,4,82,11440
2000,4,83,10940
2000,4,84,9840
2000,4,85,8940
2000,4,86,7780
2000,4,87,6570
2000,4,88,5560
2000,4,89,4380
2000,4,90,3630
2000,4,91,2850
2000,4,92,2150
2000,4,93,1670
2000,4,94,1280
2000,4,95,2840
2001,1,0,56750
2001,1,1,55580
2001,1,2,56650
2001,1,3,56750
2001,1,4,57080
2001,1,5,58290
2001,1,6,58690
2001,1,7,59940
2001,1,8,60770
2001,1,9,62630
2001,1,10,62390
2001,1,11,60320
2001,1,12,59260
2001,1,13,57370
2001,1,14,56160
2001,1,15,55440
2001,1,16,54900
2001,1,17,54660
2001,1,18,54660
2001,1,19,54820
2001,1,20,53840
2001,1,21,52490
2001,1,22,50150
2001,1,23,49510
2001,1,24,48870
2001,1,25,49420
2001,1,26,51190
2001,1,27,52740
2001,1,28,55500
2001,1,29,57720
2001,1,30,57880
2001,1,31,58710
2001,1,32,58420
2001,1,33,58390
2001,1,34,58630
2001,1,35,59230
2001,1,36,61380
2001,1,37,63240
2001,1,38,63890
2001,1,39,63120
2001,1,40,61490
2001,1,41,60020
2001,1,42,58040
2001,1,43,56840
2001,1,44,55960
2001,1,45,54200
2001,1,46,52870
2001,1,47,50950
2001,1,48,50670
2001,1,49,49770
2001,1,50,49700
2001,1,51,48950
2001,1,52,49110
2001,1,53,49110
2001,1,54,43730
2001,1,55,40140
2001,1,56,37810
2001,1,57,34770
2001,1,58,36640
2001,1,59,37060
2001,1,60,35110
2001,1,61,32090
2001,1,62,30450
2001,1,63,29250
2001,1,64,28130
2001,1,65,26770
2001,1,66,26410
2001,1,67,25860
2001,1,68,25750
2001,1,69,26190
2001,1,70,25750
2001,1,71,24650
2001,1,72,24120
2001,1,73,23100
2001,1,74,22400
2001,1,75,21510
2001,1,76,20200
2001,1,77,18750
2001,1,78,18030
2001,1,79,16850
2001,1,80,15910
2001,1,81,12470
2001,1,82,11490
2001,1,83,10810
2001,1,84,9990
2001,1,85,8880
2001,1,86,7950
2001,1,87,6590
2001,1,88,5690
2001,1,89,4410
2001,1,90,3700
2001,1,91,2870
2001,1,92,2210
2001,1,93,1670
2001,1,94,1300
2001,1,95,2910
2001,2,0,56570
2001,2,1,55840
2001,2,2,56090
2001,2,3,56920
2001,2,4,56760
2001,2,5,57980
2001,2,6,58520
2001,2,7,59690
2001,2,8,60300
2001,2,9,62220
2001,2,10,62740
2001,2,11,60820
2001,2,12,59460
2001,2,13,58000
2001,2,14,56370
2001,2,15,55670
2001,2,16,55160
2001,2,17,54790
2001,2,18,54910
2001,2,19,54830
2001,2,20,54140
2001,2,21,52710
2001,2,22,50320
2001,2,23,49080
2001,2,24,48730
2001,2,25,48680
2001,2,26,50550
2001,2,27,52190
2001,2,28,54780
2001,2,29,57460
2001,2,30,57880
2001,2,31,58570
2001,2,32,58510
2001,2,33,58240
2001,2,34,58650
2001,2,35,58920
2001,2,36,60750
2001,2,37,62800
2001,2,38,63820
2001,2,39,63320
2001,2,40,61940
2001,2,41,60220
2001,2,42,58550
2001,2,43,57010
2001,2,44,56160
2001,2,45,54590
2001,2,46,53140
2001,2,47,51180
2001,2,48,50730
2001,2,49,49840
2001,2,50,49660
2001,2,51,48970
2001,2,52,49020
2001,2,53,49130
2001,2,54,45480
2001,2,55,40710
2001,2,56,38220
2001,2,57,35440
2001,2,58,35810
2001,2,59,37130
2001,2,60,35870
2001,2,61,32660
2001,2,62,30720
2001,2,63,29490
2001,2,64,28430
2001,2,65,26910
2001,2,66,26560
2001,2,67,25750
2001,2,68,25740
2001,2,69,25910
2001,2,70,25880
2001,2,71,24740
2001,2,72,24110
2001,2,73,23150
2001,2,74,22450
2001,2,75,21500
2001,2,76,20450
2001,2,77,18840
2001,2,78,17960
2001,2,79,16940
2001,2,80,16160
2001,2,81,12890
2001,2,82,11550
2001,2,83,10670
2001,2,84,10110
2001,2,85,8850
2001,2,86,8060
2001,2,87,6660
2001,2,88,5760
2001,2,89,4520
2001,2,90,3740
2001,2,91,2900
2001,2,92,2260
2001,2,93,1670
2001,2,94,1310
2001,2,95,2990
2001,3,0,56270
2001,3,1,56170
2001,3,2,55580
2001,3,3,56990
2001,3,4,56630
2001,3,5,57630
2001,3,6,58450
2001,3,7,59300
2001,3,8,60080
2001,3,9,61740
2001,3,10,62890
2001,3,11,61410
2001,3,12,59680
2001,3,13,58570
2001,3,14,56660
2001,3,15,55930
2001,3,16,55420
2001,3,17,55020
2001,3,18,55220
2001,3,19,54940
2001,3,20,54560
2001,3,21,52890
2001,3,22,50690
2001,3,23,48840
2001,3,24,48610
2001,3,25,48110
2001,3,26,49940
2001,3,27,51680
2001,3,28,54070
2001,3,29,57050
2001,3,30,58050
2001,3,31,58380
2001,3,32,58580
2001,3,33,58180
2001,3,34,58680
2001,3,35,58710
2001,3,36,60190
2001,3,37,62340
2001,3,38,63660
2001,3,39,63490
2001,3,40,62400
2001,3,41,60440
2001,3,42,59130
2001,3,43,57180
2001,3,44,56360
2001,3,45,54980
2001,3,46,53370
2001,3,47,51600
2001,3,48,50720
2001,3,49,49970
2001,3,50,49590
2001,3,51,49100
2001,3,52,48890
2001,3,53,48970
2001,3,54,47210
2001,3,55,41270
2001,3,56,38690
2001,3,57,36320
2001,3,58,34990
2001,3,59,37120
2001,3,60,36400
2001,3,61,33390
2001,3,62,31020
2001,3,63,29740
2001,3,64,28660
2001,3,65,27190
2001,3,66,26610
2001,3,67,25740
2001,3,68,25720
2001,3,69,25630
2001,3,70,25950
2001,3,71,24870
2001,3,72,24060
2001,3,73,23250
2001,3,74,22460
2001,3,75,21490
2001,3,76,20640
2001,3,77,19000
2001,3,78,17870
2001,3,79,17070
2001,3,80,16140
2001,3,81,13610
2001,3,82,11530
2001,3,83,10570
2001,3,84,10140
2001,3,85,8870
2001,3,86,8090
2001,3,87,6780
2001,3,88,5760
2001,3,89,4650
2001,3,90,3730
2001,3,91,2950
2001,3,92,2290
2001,3,93,1680
2001,3,94,1300
2001,3,95,3060
2001,4,0,55950
2001,4,1,56480
2001,4,2,55320
2001,4,3,56910
2001,4,4,56570
2001,4,5,57370
2001,4,6,58410
2001,4,7,58930
2001,4,8,59990
2001,4,9,61290
2001,4,10,62860
2001,4,11,62020
2001,4,12,60000
2001,4,13,59050
2001,4,14,57070
2001,4,15,56230
2001,4,16,55720
2001,4,17,55290
2001,4,18,55540
2001,4,19,55250
2001,4,20,54960
2001,4,21,53160
2001,4,22,51160
2001,4,23,48880
2001,4,24,48480
2001,4,25,47840
2001,4,26,49390
2001,4,27,51250
2001,4,28,53430
2001,4,29,56600
2001,4,30,58230
2001,4,31,58240
2001,4,32,58700
2001,4,33,58250
2001,4,34,58640
2001,4,35,58690
2001,4,36,59730
2001,4,37,61870
2001,4,38,63500
2001,4,39,63660
2001,4,40,62780
2001,4,41,60880
2001,4,42,59570
2001,4,43,57520
2001,4,44,56540
2001,4,45,55450
2001,4,46,53650
2001,4,47,52130
2001,4,48,50670
2001,4,49,50190
2001,4,50,49520
2001,4,51,49270
2001,4,52,48730
2001,4,53,48850
2001,4,54,48410
2001,4,55,42170
2001,4,56,39320
2001,4,57,37090
2001,4,58,34530
2001,4,59,36940
2001,4,60,36720
2001,4,61,34150
2001,4,62,31440
2001,4,63,30010
2001,4,64,28840
2001,4,65,27570
2001,4,66,26560
2001,4,67,25890
2001,4,68,25630
2001,4,69,25420
2001,4,70,25880
2001,4,71,25040
2001,4,72,24020
2001,4,73,23360
2001,4,74,22440
2001,4,75,21560
2001,4,76,20710
2001,4,77,19220
2001,4,78,17840
2001,4,79,17140
2001,4,80,16010
2001,4,81,14400
2001,4,82,11500
2001,4,83,10560
2001,4,84,10070
2001,4,85,8940
2001,4,86,8050
2001,4,87,6920
2001,4,88,5750
2001,4,89,4790
2001,4,90,3720
2001,4,91,3020
2001,4,92,2300
2001,4,93,1710
2001,4,94,1290
2001,4,95,3110
2002,1,0,55620
2002,1,1,56650
2002,1,2,55500
2002,1,3,56600
2002,1,4,56730
2002,1,5,57140
2002,1,6,58360
2002,1,7,58730
2002,1,8,60000
2002,1,9,60860
2002,1,10,62730
2002,1,11,62620
2002,1,12,60480
2002,1,13,59410
2002,1,14,57680
2002,1,15,56550
2002,1,16,56050
2002,1,17,55690
2002,1,18,55850
2002,1,19,55840
2002,1,20,55290
2002,1,21,53600
2002,1,22,51720
2002,1,23,49190
2002,1,24,48370
2002,1,25,47910
2002,1,26,48860
2002,1,27,50900
2002,1,28,52940
2002,1,29,56170
2002,1,30,58390
2002,1,31,58260
2002,1,32,58800
2002,1,33,58520
2002,1,34,58580
2002,1,35,58810
2002,1,36,59450
2002,1,37,61470
2002,1,38,63270
2002,1,39,63900
2002,1,40,63120
2002,1,41,61480
2002,1,42,59960
2002,1,43,57990
2002,1,44,56770
2002,1,45,55900
2002,1,46,54060
2002,1,47,52650
2002,1,48,50740
2002,1,49,50440
2002,1,50,49510
2002,1,51,49440
2002,1,52,48650
2002,1,53,48830
2002,1,54,48910
2002,1,55,43570
2002,1,56,40010
2002,1,57,37680
2002,1,58,34620
2002,1,59,36470
2002,1,60,36870
2002,1,61,34970
2002,1,62,31900
2002,1,63,30270
2002,1,64,29050
2002,1,65,27910
2002,1,66,26540
2002,1,67,26100
2002,1,68,25490
2002,1,69,25330
2002,1,70,25680
2002,1,71,25210
2002,1,72,24030
2002,1,73,23460
2002,1,74,22400
2002,1,75,21630
2002,1,76,20750
2002,1,77,19460
2002,1,78,17900
2002,1,79,17130
2002,1,80,15960
2002,1,81,14960
2002,1,82,11640
2002,1,83,10610
2002,1,84,9920
2002,1,85,9050
2002,1,86,7970
2002,1,87,7050
2002,1,88,5730
2002,1,89,4900
2002,1,90,3730
2002,1,91,3090
2002,1,92,2310
2002,1,93,1740
2002,1,94,1280
2002,1,95,3150
2002,2,0,55330
2002,2,1,56630
2002,2,2,55950
2002,2,3,56200
2002,2,4,57020
2002,2,5,56990
2002,2,6,58260
2002,2,7,58760
2002,2,8,59940
2002,2,9,60610
2002,2,10,62500
2002,2,11,63130
2002,2,12,61110
2002,2,13,59730
2002,2,14,58370
2002,2,15,56890
2002,2,16,56430
2002,2,17,56130
2002,2,18,56270
2002,2,19,56500
2002,2,20,55690
2002,2,21,54170
2002,2,22,52280
2002,2,23,49760
2002,2,24,48390
2002,2,25,48170
2002,2,26,48480
2002,2,27,50590
2002,2,28,52630
2002,2,29,55700
2002,2,30,58440
2002,2,31,58540
2002,2,32,58890
2002,2,33,58810
2002,2,34,58620
2002,2,35,59020
2002,2,36,59360
2002,2,37,61080
2002,2,38,63060
2002,2,39,64070
2002,2,40,63520
2002,2,41,62120
2002,2,42,60340
2002,2,43,58640
2002,2,44,57080
2002,2,45,56270
2002,2,46,54610
2002,2,47,53070
2002,2,48,51080
2002,2,49,50600
2002,2,50,49660
2002,2,51,49480
2002,2,52,48760
2002,2,53,48770
2002,2,54,48980
2002,2,55,45350
2002,2,56,40620
2002,2,57,38100
2002,2,58,35320
2002,2,59,35680
2002,2,60,36960
2002,2,61,35730
2002,2,62,32500
2002,2,63,30540
2002,2,64,29290
2002,2,65,28200
2002,2,66,26660
2002,2,67,26250
2002,2,68,25390
2002,2,69,25320
2002,2,70,25420
2002,2,71,25340
2002,2,72,24130
2002,2,73,23440
2002,2,74,22460
2002,2,75,21680
2002,2,76,20730
2002,2,77,19710
2002,2,78,18000
2002,2,79,17060
2002,2,80,16030
2002,2,81,15200
2002,2,82,12030
2002,2,83,10670
2002,2,84,9760
2002,2,85,9150
2002,2,86,7920
2002,2,87,7130
2002,2,88,5770
2002,2,89,4950
2002,2,90,3810
2002,2,91,3110
2002,2,92,2340
2002,2,93,1780
2002,2,94,1280
2002,2,95,3170
2002,3,0,55130
2002,3,1,56470
2002,3,2,56480
2002,3,3,55880
2002,3,4,57220
2002,3,5,57000
2002,3,6,58120
2002,3,7,58910
2002,3,8,59750
2002,3,9,60590
2002,3,10,62220
2002,3,11,63430
2002,3,12,61850
2002,3,13,60070
2002,3,14,59010
2002,3,15,57290
2002,3,16,56830
2002,3,17,56580
2002,3,18,56730
2002,3,19,57130
2002,3,20,56140
2002,3,21,54840
2002,3,22,52760
2002,3,23,50480
2002,3,24,48580
2002,3,25,48440
2002,3,26,48260
2002,3,27,50320
2002,3,28,52390
2002,3,29,55220
2002,3,30,58330
2002,3,31,59010
2002,3,32,58960
2002,3,33,59130
2002,3,34,58780
2002,3,35,59270
2002,3,36,59350
2002,3,37,60760
2002,3,38,62840
2002,3,39,64160
2002,3,40,63900
2002,3,41,62770
2002,3,42,60750
2002,3,43,59390
2002,3,44,57410
2002,3,45,56640
2002,3,46,55170
2002,3,47,53460
2002,3,48,51630
2002,3,49,50700
2002,3,50,49880
2002,3,51,49490
2002,3,52,48980
2002,3,53,48700
2002,3,54,48860
2002,3,55,47120
2002,3,56,41210
2002,3,57,38600
2002,3,58,36220
2002,3,59,34880
2002,3,60,36980
2002,3,61,36260
2002,3,62,33240
2002,3,63,30840
2002,3,64,29550
2002,3,65,28430
2002,3,66,26910
2002,3,67,26290
2002,3,68,25390
2002,3,69,25280
2002,3,70,25160
2002,3,71,25400
2002,3,72,24260
2002,3,73,23390
2002,3,74,22570
2002,3,75,21710
2002,3,76,20730
2002,3,77,19880
2002,3,78,18160
2002,3,79,16990
2002,3,80,16140
2002,3,81,15190
2002,3,82,12690
2002,3,83,10650
2002,3,84,9660
2002,3,85,9170
2002,3,86,7930
2002,3,87,7130
2002,3,88,5860
2002,3,89,4960
2002,3,90,3920
2002,3,91,3090
2002,3,92,2390
2002,3,93,1810
2002,3,94,1300
2002,3,95,3180
2002,4,0,54970
2002,4,1,56230
2002,4,2,56940
2002,4,3,55800
2002,4,4,57270
2002,4,5,57050
2002,4,6,58020
2002,4,7,59060
2002,4,8,59550
2002,4,9,60650
2002,4,10,61960
2002,4,11,63510
2002,4,12,62590
2002,4,13,60510
2002,4,14,59580
2002,4,15,57790
2002,4,16,57230
2002,4,17,57030
2002,4,18,57150
2002,4,19,57670
2002,4,20,56740
2002,4,21,55450
2002,4,22,53260
2002,4,23,51210
2002,4,24,48930
2002,4,25,48610
2002,4,26,48240
2002,4,27,50040
2002,4,28,52190
2002,4,29,54760
2002,4,30,58130
2002,4,31,59480
2002,4,32,59060
2002,4,33,59470
2002,4,34,59070
2002,4,35,59420
2002,4,36,59470
2002,4,37,60510
2002,4,38,62570
2002,4,39,64220
2002,4,40,64260
2002,4,41,63320
2002,4,42,61370
2002,4,43,59960
2002,4,44,57870
2002,4,45,56930
2002,4,46,55780
2002,4,47,53860
2002,4,48,52250
2002,4,49,50770
2002,4,50,50180
2002,4,51,49490
2002,4,52,49230
2002,4,53,48620
2002,4,54,48780
2002,4,55,48340
2002,4,56,42140
2002,4,57,39260
2002,4,58,36990
2002,4,59,34430
2002,4,60,36830
2002,4,61,36580
2002,4,62,34000
2002,4,63,31260
2002,4,64,29830
2002,4,65,28620
2002,4,66,27280
2002,4,67,26240
2002,4,68,25540
2002,4,69,25200
2002,4,70,24970
2002,4,71,25330
2002,4,72,24440
2002,4,73,23360
2002,4,74,22700
2002,4,75,21700
2002,4,76,20800
2002,4,77,19920
2002,4,78,18370
2002,4,79,16970
2002,4,80,16200
2002,4,81,15080
2002,4,82,13440
2002,4,83,10640
2002,4,84,9650
2002,4,85,9110
2002,4,86,8000
2002,4,87,7100
2002,4,88,5980
2002,4,89,4950
2002,4,90,4040
2002,4,91,3060
2002,4,92,2450
2002,4,93,1820
2002,4,94,1320
2002,4,95,3190
2003,1,0,54970
2003,1,1,55920
2003,1,2,57200
2003,1,3,56110
2003,1,4,57070
2003,1,5,57270
2003,1,6,57870
2003,1,7,59140
2003,1,8,59460
2003,1,9,60750
2003,1,10,61670
2003,1,11,63440
2003,1,12,63270
2003,1,13,61070
2003,1,14,60010
2003,1,15,58430
2003,1,16,57600
2003,1,17,57440
2003,1,18,57590
2003,1,19,58070
2003,1,20,57530
2003,1,21,55980
2003,1,22,53840
2003,1,23,51940
2003,1,24,49450
2003,1,25,48700
2003,1,26,48460
2003,1,27,49690
2003,1,28,52010
2003,1,29,54390
2003,1,30,57860
2003,1,31,59870
2003,1,32,59270
2003,1,33,59740
2003,1,34,59500
2003,1,35,59510
2003,1,36,59650
2003,1,37,60360
2003,1,38,62300
2003,1,39,64140
2003,1,40,64660
2003,1,41,63770
2003,1,42,62090
2003,1,43,60450
2003,1,44,58440
2003,1,45,57230
2003,1,46,56330
2003,1,47,54350
2003,1,48,52840
2003,1,49,50900
2003,1,50,50500
2003,1,51,49530
2003,1,52,49440
2003,1,53,48590
2003,1,54,48770
2003,1,55,48870
2003,1,56,43540
2003,1,57,39970
2003,1,58,37580
2003,1,59,34530
2003,1,60,36370
2003,1,61,36740
2003,1,62,34820
2003,1,63,31720
2003,1,64,30110
2003,1,65,28840
2003,1,66,27620
2003,1,67,26210
2003,1,68,25740
2003,1,69,25080
2003,1,70,24890
2003,1,71,25130
2003,1,72,24630
2003,1,73,23390
2003,1,74,22800
2003,1,75,21680
2003,1,76,20870
2003,1,77,19930
2003,1,78,18590
2003,1,79,17040
2003,1,80,16190
2003,1,81,15020
2003,1,82,13980
2003,1,83,10780
2003,1,84,9710
2003,1,85,8970
2003,1,86,8110
2003,1,87,7040
2003,1,88,6090
2003,1,89,4930
2003,1,90,4150
2003,1,91,3060
2003,1,92,2510
2003,1,93,1830
2003,1,94,1350
2003,1,95,3200
2003,2,0,55170
2003,2,1,55590
2003,2,2,57220
2003,2,3,56630
2003,2,4,56750
2003,2,5,57580
2003,2,6,57720
2003,2,7,59110
2003,2,8,59550
2003,2,9,60730
2003,2,10,61510
2003,2,11,63260
2003,2,12,63820
2003,2,13,61740
2003,2,14,60390
2003,2,15,59120
2003,2,16,57930
2003,2,17,57830
2003,2,18,57980
2003,2,19,58450
2003,2,20,58310
2003,2,21,56540
2003,2,22,54520
2003,2,23,52600
2003,2,24,50140
2003,2,25,48810
2003,2,26,48810
2003,2,27,49400
2003,2,28,51810
2003,2,29,54170
2003,2,30,57480
2003,2,31,60080
2003,2,32,59690
2003,2,33,59950
2003,2,34,59930
2003,2,35,59660
2003,2,36,59890
2003,2,37,60330
2003,2,38,61990
2003,2,39,64010
2003,2,40,64930
2003,2,41,64240
2003,2,42,62790
2003,2,43,60900
2003,2,44,59140
2003,2,45,57580
2003,2,46,56760
2003,2,47,54920
2003,2,48,53290
2003,2,49,51280
2003,2,50,50710
2003,2,51,49710
2003,2,52,49500
2003,2,53,48740
2003,2,54,48710
2003,2,55,48940
2003,2,56,45310
2003,2,57,40590
2003,2,58,38010
2003,2,59,35230
2003,2,60,35580
2003,2,61,36850
2003,2,62,35580
2003,2,63,32300
2003,2,64,30390
2003,2,65,29080
2003,2,66,27920
2003,2,67,26330
2003,2,68,25880
2003,2,69,24990
2003,2,70,24870
2003,2,71,24880
2003,2,72,24770
2003,2,73,23510
2003,2,74,22790
2003,2,75,21760
2003,2,76,20910
2003,2,77,19920
2003,2,78,18830
2003,2,79,17140
2003,2,80,16140
2003,2,81,15080
2003,2,82,14220
2003,2,83,11160
2003,2,84,9780
2003,2,85,8820
2003,2,86,8210
2003,2,87,7010
2003,2,88,6170
2003,2,89,4950
2003,2,90,4210
2003,2,91,3120
2003,2,92,2520
2003,2,93,1850
2003,2,94,1370
2003,2,95,3210
2003,3,0,55490
2003,3,1,55340
2003,3,2,57090
2003,3,3,57200
2003,3,4,56500
2003,3,5,57780
2003,3,6,57710
2003,3,7,58980
2003,3,8,59730
2003,3,9,60560
2003,3,10,61500
2003,3,11,63020
2003,3,12,64130
2003,3,13,62490
2003,3,14,60770
2003,3,15,59770
2003,3,16,58300
2003,3,17,58180
2003,3,18,58320
2003,3,19,58780
2003,3,20,58950
2003,3,21,57110
2003,3,22,55220
2003,3,23,53140
2003,3,24,50920
2003,3,25,49050
2003,3,26,49130
2003,3,27,49240
2003,3,28,51630
2003,3,29,54020
2003,3,30,57080
2003,3,31,60070
2003,3,32,60280
2003,3,33,60090
2003,3,34,60340
2003,3,35,59900
2003,3,36,60170
2003,3,37,60340
2003,3,38,61720
2003,3,39,63830
2003,3,40,65070
2003,3,41,64650
2003,3,42,63470
2003,3,43,61340
2003,3,44,59920
2003,3,45,57930
2003,3,46,57140
2003,3,47,55500
2003,3,48,53710
2003,3,49,51830
2003,3,50,50840
2003,3,51,49950
2003,3,52,49510
2003,3,53,48970
2003,3,54,48650
2003,3,55,48810
2003,3,56,47070
2003,3,57,41190
2003,3,58,38530
2003,3,59,36140
2003,3,60,34780
2003,3,61,36890
2003,3,62,36120
2003,3,63,33050
2003,3,64,30690
2003,3,65,29330
2003,3,66,28160
2003,3,67,26600
2003,3,68,25910
2003,3,69,24990
2003,3,70,24830
2003,3,71,24630
2003,3,72,24840
2003,3,73,23660
2003,3,74,22740
2003,3,75,21880
2003,3,76,20950
2003,3,77,19930
2003,3,78,19000
2003,3,79,17310
2003,3,80,16070
2003,3,81,15170
2003,3,82,14210
2003,3,83,11780
2003,3,84,9780
2003,3,85,8740
2003,3,86,8230
2003,3,87,7030
2003,3,88,6190
2003,3,89,5030
2003,3,90,4230
2003,3,91,3220
2003,3,92,2510
2003,3,93,1880
2003,3,94,1390
2003,3,95,3230
2003,4,0,55900
2003,4,1,55120
2003,4,2,56850
2003,4,3,57670
2003,4,4,56470
2003,4,5,57830
2003,4,6,57710
2003,4,7,58840
2003,4,8,59900
2003,4,9,60360
2003,4,10,61530
2003,4,11,62780
2003,4,12,64200
2003,4,13,63220
2003,4,14,61190
2003,4,15,60320
2003,4,16,58760
2003,4,17,58470
2003,4,18,58620
2003,4,19,59020
2003,4,20,59400
2003,4,21,57760
2003,4,22,55830
2003,4,23,53640
2003,4,24,51650
2003,4,25,49450
2003,4,26,49340
2003,4,27,49260
2003,4,28,51410
2003,4,29,53870
2003,4,30,56680
2003,4,31,59910
2003,4,32,60830
2003,4,33,60230
2003,4,34,60720
2003,4,35,60230
2003,4,36,60360
2003,4,37,60430
2003,4,38,61490
2003,4,39,63530
2003,4,40,65150
2003,4,41,65030
2003,4,42,64020
