date,age,dead,pop
2013-02,30,301,7751243
2013-02,35,509,9293957
2013-02,40,799,9533893
2013-02,45,1139,8291781
2013-02,50,1709,7704979
2013-02,55,2694,7851006
2013-02,60,5439,10036735
2013-02,65,6942,8399503
2013-02,70,9661,7458469
2013-02,75,14195,6282838
2013-02,80,19875,4683510
2013-02,85,21458,2834509
2013-02,90,15551,1170140
2013-02,95,7706,335431
2013-02,100,1909,52335
2013-03,0,258,5251830
2013-03,5,34,5385836
2013-03,10,42,5834782
2013-03,15,100,6052071
2013-03,20,212,6230759
2013-03,25,258,6969835
2013-03,30,328,7734888
2013-03,35,581,9266961
2013-03,40,828,9550085
2013-03,45,1195,8306354
2013-03,50,1747,7710077
2013-03,55,2812,7832711
2013-03,60,5536,9994128
2013-03,65,7051,8438095
2013-03,70,9486,7471357
2013-03,75,14164,6287632
2013-03,80,19635,4693925
2013-03,85,21272,2845665
2013-03,90,15563,1175187
2013-03,95,7634,336383
2013-03,100,1911,52622
2013-04,0,232,5248444
2013-04,5,41,5382350
2013-04,10,31,5827905
2013-04,15,131,6052513
2013-04,20,217,6224469
2013-04,25,241,6954710
2013-04,30,343,7716952
2013-04,35,514,9236542
2013-04,40,825,9568576
2013-04,45,1136,8321814
2013-04,50,1724,7715376
2013-04,55,2574,7813585
2013-04,60,5196,9946473
2013-04,65,6525,8480255
2013-04,70,9151,7486349
2013-04,75,13121,6292272
2013-04,80,18410,4705262
2013-04,85,19847,2858033
2013-04,90,14378,1180897
2013-04,95,7085,337441
2013-04,100,1775,52949
2013-05,0,267,5245538
2013-05,5,29,5378954
2013-05,10,35,5821163
2013-05,15,100,6052681
2013-05,20,218,6219046
2013-05,25,262,6939913
2013-05,30,337,7699780
2013-05,35,540,9206554
2013-05,40,863,9586765
2013-05,45,1197,8336360
2013-05,50,1669,7720076
2013-05,55,2612,7796223
2013-05,60,5050,9899624
2013-05,65,6800,8520474
2013-05,70,8842,7501889
2013-05,75,13270,6296027
2013-05,80,18068,4716007
2013-05,85,19579,2870024
2013-05,90,14226,1186582
2013-05,95,6840,338463
2013-05,100,1781,53277
2013-06,0,222,5242998
2013-06,5,48,5375350
2013-06,10,34,5814151
2013-06,15,89,6052471
2013-06,20,204,6214223
2013-06,25,242,6924447
2013-06,30,278,7682242
2013-06,35,508,9174977
2013-06,40,737,9605574
2013-06,45,1048,8351243
2013-06,50,1594,7724404
2013-06,55,2420,7779486
2013-06,60,4778,9850192
2013-06,65,6122,8561419
2013-06,70,8205,7519342
2013-06,75,11690,6299073
2013-06,80,16368,4726845
2013-06,85,17493,2882442
2013-06,90,12430,1192659
2013-06,95,5950,339511
2013-06,100,1538,53631
2013-07,0,266,5241065
2013-07,5,55,5371702
2013-07,10,53,5807363
2013-07,15,138,6051785
2013-07,20,172,6210402
2013-07,25,246,6909298
2013-07,30,328,7665484
2013-07,35,551,9143830
2013-07,40,823,9623513
2013-07,45,1197,8365771
2013-07,50,1737,7727996
2013-07,55,2451,7764471
2013-07,60,5025,9801113
2013-07,65,6532,8600437
2013-07,70,8724,7537895
2013-07,75,12432,6301144
2013-07,80,16894,4737043
2013-07,85,18145,2894492
2013-07,90,13260,1198774
2013-07,95,6321,340511
2013-07,100,1653,53988
2013-08,0,232,5239691
2013-08,5,37,5367696
2013-08,10,39,5800390
2013-08,15,131,6050461
2013-08,20,184,6207423
2013-08,25,273,6893445
2013-08,30,327,7648404
2013-08,35,543,9111016
2013-08,40,895,9641490
2013-08,45,1166,8381192
2013-08,50,1664,7731004
2013-08,55,2547,7750196
2013-08,60,5088,9748848
2013-08,65,6813,8640115
2013-08,70,8927,7559114
2013-08,75,12547,6302305
2013-08,80,17166,4747248
2013-08,85,18932,2906980
2013-08,90,13288,1205371
2013-08,95,6434,341523
2013-08,100,1674,54374
2013-09,0,256,5239033
2013-09,5,34,5363376
2013-09,10,40,5793505
2013-09,15,114,6048396
2013-09,20,218,6205525
2013-09,25,228,6877379
2013-09,30,308,7631579
2013-09,35,497,9077542
2013-09,40,783,9658603
2013-09,45,1047,8397312
2013-09,50,1626,7733207
2013-09,55,2356,7737200
2013-09,60,4859,9694738
2013-09,65,6399,8679129
2013-09,70,8644,7582747
2013-09,75,12054,6302396
2013-09,80,16771,4757082
2013-09,85,18464,2919513
2013-09,90,13501,1212290
2013-09,95,6444,342506
2013-09,100,1688,54781
2013-10,0,222,5239149
2013-10,5,24,5358831
2013-10,10,30,5786966
2013-10,15,96,6045583
2013-10,20,197,6204803
2013-10,25,201,6861619
2013-10,30,352,7615555
2013-10,35,509,9044504
2013-10,40,843,9674068
2013-10,45,1116,8413840
2013-10,50,1667,7734496
2013-10,55,2565,7725858
2013-10,60,5076,9640373
2013-10,65,6786,8716241
2013-10,70,9151,7608219
2013-10,75,12803,6301400
2013-10,80,18027,4766213
2013-10,85,20001,2931687
2013-10,90,14625,1219328
2013-10,95,7000,343424
2013-10,100,1807,55196
2013-11,0,261,5239944
2013-11,5,32,5353772
2013-11,10,47,5780347
2013-11,15,99,6041870
2013-11,20,178,6205125
2013-11,25,245,6845135
2013-11,30,296,7599304
2013-11,35,521,9009790
2013-11,40,830,9688814
2013-11,45,1202,8431892
2013-11,50,1633,7735093
2013-11,55,2552,7715372
2013-11,60,5173,9582215
2013-11,65,7057,8754006
2013-11,70,9580,7637090
2013-11,75,13811,6299317
2013-11,80,19355,4775277
2013-11,85,21101,2944291
2013-11,90,15575,1226934
2013-11,95,7222,344336
2013-11,100,1931,55645
2013-12,0,264,5241079
2013-12,5,43,5348628
2013-12,10,31,5774048
2013-12,15,87,6037684
2013-12,20,209,6206208
2013-12,25,219,6829048
2013-12,30,347,7583936
2013-12,35,545,8975842
2013-12,40,934,9701982
2013-12,45,1313,8450049
2013-12,50,1853,7735313
2013-12,55,2814,7706318
2013-12,60,5487,9524452
2013-12,65,7714,8790158
2013-12,70,10492,7666899
2013-12,75,14854,6296484
2013-12,80,20912,4783774
2013-12,85,23366,2956465
2013-12,90,17162,1234542
2013-12,95,7994,345183
2013-12,100,2102,56093
2014-01,0,238,5242324
2014-01,5,44,5343167
2014-01,10,45,5767620
2014-01,15,94,6032947
2014-01,20,199,6207843
2014-01,25,257,6812346
2014-01,30,370,7568493
2014-01,35,576,8940611
2014-01,40,907,9714553
2014-01,45,1254,8469241
2014-01,50,1785,7735555
2014-01,55,2865,7697983
2014-01,60,5548,9463711
2014-01,65,7958,8827292
2014-01,70,10967,7698982
2014-01,75,15327,6292935
2014-01,80,21690,4792360
2014-01,85,24387,2968965
2014-01,90,18045,1242574
2014-01,95,8310,346026
2014-01,100,2225,56564
2014-02,0,231,5243329
2014-02,5,27,5337668
2014-02,10,34,5761243
2014-02,15,88,6027999
2014-02,20,193,6209715
2014-02,25,243,6795624
2014-02,30,318,7553562
2014-02,35,475,8905445
2014-02,40,802,9726180
2014-02,45,1138,8488585
2014-02,50,1662,7736201
2014-02,55,2596,7690577
2014-02,60,5099,9402380
2014-02,65,7282,8864384
2014-02,70,9836,7731705
2014-02,75,13680,6288977
2014-02,80,19458,4800842
2014-02,85,21610,2981332
2014-02,90,15832,1250697
2014-02,95,7413,346836
2014-02,100,1974,57037
2014-03,0,235,5243766
2014-03,5,45,5332765
2014-03,10,47,5755502
2014-03,15,109,6023520
2014-03,20,203,6211369
2014-03,25,265,6780556
2014-03,30,359,7540573
2014-03,35,538,8873922
2014-03,40,854,9735959
2014-03,45,1215,8505949
2014-03,50,1845,7737457
2014-03,55,2589,7684594
2014-03,60,5237,9346885
2014-03,65,7294,8898009
2014-03,70,10062,7761255
2014-03,75,14188,6285238
2014-03,80,19722,4808492
2014-03,85,22499,2992342
2014-03,90,16747,1258039
2014-03,95,7639,347543
2014-03,100,2111,57462
2014-04,0,236,5243437
2014-04,5,40,5327512
2014-04,10,29,5749139
2014-04,15,105,6018742
2014-04,20,208,6212892
2014-04,25,243,6763970
2014-04,30,342,7526804
2014-04,35,479,8839491
2014-04,40,831,9746085
2014-04,45,1077,8524789
2014-04,50,1621,7739956
2014-04,55,2493,7678648
2014-04,60,4810,9285784
2014-04,65,6918,8935544
2014-04,70,9302,7793350
2014-04,75,12905,6281128
2014-04,80,18221,4817035
2014-04,85,20395,3004306
2014-04,90,15233,1266095
2014-04,95,6801,348297
2014-04,100,1972,57922
2014-05,0,240,5242019
2014-05,5,34,5322706
2014-05,10,41,5742946
2014-05,15,99,6014488
2014-05,20,194,6213793
2014-05,25,253,6748072
2014-05,30,343,7514154
2014-05,35,498,8806842
2014-05,40,840,9755282
2014-05,45,1188,8542375
2014-05,50,1626,7743841
2014-05,55,2445,7673473
2014-05,60,4652,9227438
2014-05,65,6875,8972349
2014-05,70,9120,7823177
2014-05,75,12502,6277384
2014-05,80,17481,4825461
2014-05,85,19581,3015607
2014-05,90,14572,1273742
2014-05,95,6632,349003
2014-05,100,1810,58353
2014-06,0,243,5239108
2014-06,5,55,5318139
2014-06,10,38,5736481
2014-06,15,86,6010678
2014-06,20,209,6213851
2014-06,25,226,6731862
2014-06,30,328,7501847
2014-06,35,445,8774014
2014-06,40,747,9764269
2014-06,45,1056,8559599
2014-06,50,1473,7749754
2014-06,55,2328,7668615
2014-06,60,4323,9168432
2014-06,65,6341,9011061
2014-06,70,8513,7852076
2014-06,75,11391,6273978
2014-06,80,16060,4834423
2014-06,85,17956,3026947
2014-06,90,13168,1281406
2014-06,95,5997,349708
2014-06,100,1701,58778
2014-07,0,229,5234597
2014-07,5,45,5314210
2014-07,10,41,5730132
2014-07,15,98,6007751
2014-07,20,185,6212791
2014-07,25,234,6716443
2014-07,30,326,7490739
2014-07,35,470,8743330
2014-07,40,821,9772565
2014-07,45,1083,8575082
2014-07,50,1534,7757679
2014-07,55,2449,7664284
2014-07,60,4501,9113029
2014-07,65,6792,9049357
2014-07,70,8857,7877558
2014-07,75,11777,6271341
2014-07,80,16468,4843430
2014-07,85,18725,3037543
2014-07,90,13504,1288512
2014-07,95,6149,350368
2014-07,100,1698,59162
2014-08,0,239,5227878
2014-08,5,33,5310768
2014-08,10,43,5723446
2014-08,15,121,6005714
2014-08,20,162,6210260
2014-08,25,247,6700849
2014-08,30,285,7480157
2014-08,35,491,8712961
2014-08,40,861,9780829
2014-08,45,1098,8589577
2014-08,50,1593,7768527
2014-08,55,2420,7660083
2014-08,60,4535,9058010
2014-08,65,6667,9089975
2014-08,70,9052,7900673
2014-08,75,12009,6269517
2014-08,80,16927,4853174
2014-08,85,18793,3048050
2014-08,90,14191,1295451
2014-08,95,6286,351031
2014-08,100,1781,59526
2014-09,0,224,5218754
2014-09,5,37,5308067
2014-09,10,43,5716603
2014-09,15,113,6004886
2014-09,20,211,6205985
2014-09,25,249,6685660
2014-09,30,303,7470552
2014-09,35,495,8684170
2014-09,40,783,9788887
2014-09,45,1022,8602259
2014-09,50,1586,7782467
2014-09,55,2458,7656051
2014-09,60,4228,9005741
2014-09,65,6540,9131841
2014-09,70,9011,7919856
2014-09,75,12194,6268833
2014-09,80,16662,4863454
2014-09,85,19153,3058052
2014-09,90,14182,1301895
2014-09,95,6425,351674
2014-09,100,1803,59850
2014-10,0,223,5207349
2014-10,5,37,5306262
2014-10,10,46,5709803
2014-10,15,98,6005425
2014-10,20,197,6199923
2014-10,25,240,6671405
2014-10,30,344,7462249
2014-10,35,467,8658011
2014-10,40,824,9796585
2014-10,45,1189,8612549
2014-10,50,1652,7799252
2014-10,55,2395,7652207
2014-10,60,4681,8958224
2014-10,65,6988,9173720
2014-10,70,9405,7934060
2014-10,75,12731,6269465
2014-10,80,18005,4873998
2014-10,85,20483,3067204
2014-10,90,15530,1307584
2014-10,95,6804,352282
2014-10,100,1896,60121
2014-11,0,245,5192966
2014-11,5,26,5305240
2014-11,10,45,5702584
2014-11,15,92,6007365
2014-11,20,182,6191717
2014-11,25,209,6657150
2014-11,30,294,7454653
2014-11,35,449,8632738
2014-11,40,870,9804431
2014-11,45,1134,8621309
2014-11,50,1661,7819814
2014-11,55,2445,7648227
2014-11,60,4530,8912382
2014-11,65,7247,9218479
2014-11,70,9670,7943942
2014-11,75,12871,6271526
2014-11,80,18906,4885526
2014-11,85,21289,3076124
2014-11,90,16358,1312906
2014-11,95,7372,352900
2014-11,100,2058,60356
2014-12,0,301,5176971
2014-12,5,37,5304971
2014-12,10,49,5695424
2014-12,15,102,6010373
2014-12,20,177,6182271
2014-12,25,207,6643794
2014-12,30,284,7448108
2014-12,35,494,8609759
2014-12,40,924,9811798
2014-12,45,1274,8628601
2014-12,50,1802,7842072
2014-12,55,2830,7644345
2014-12,60,5163,8870873
2014-12,65,8288,9263199
2014-12,70,11068,7948952
2014-12,75,15208,6274802
2014-12,80,21445,4897235
2014-12,85,24854,3084312
2014-12,90,18763,1317625
2014-12,95,8292,353503
2014-12,100,2384,60547
2015-01,0,218,5158772
2015-01,5,34,5305331
2015-01,10,40,5687858
2015-01,15,99,6014419
2015-01,20,153,6171362
2015-01,25,211,6630420
2015-01,30,343,7442019
2015-01,35,517,8587298
2015-01,40,922,9819046
2015-01,45,1269,8635589
2015-01,50,1880,7866694
2015-01,55,2774,7640278
2015-01,60,5223,8830597
2015-01,65,8236,9310818
2015-01,70,11529,7949533
2015-01,75,15827,6279418
2015-01,80,23373,4909837
2015-01,85,27000,3092395
2015-01,90,20707,1322170
2015-01,95,9333,354142
2015-01,100,2586,60715
2015-02,0,217,5139357
2015-02,5,39,5306230
2015-02,10,47,5680139
2015-02,15,95,6019189
2015-02,20,174,6159702
2015-02,25,183,6617452
2015-02,30,259,7436453
2015-02,35,406,8565894
2015-02,40,776,9825790
2015-02,45,1073,8642712
2015-02,50,1583,7892135
2015-02,55,2429,7636133
2015-02,60,4374,8792641
2015-02,65,7050,9359828
2015-02,70,9617,7945555
2015-02,75,13138,6285190
2015-02,80,19250,4922885
2015-02,85,22084,3100174
2015-02,90,17119,1326498
2015-02,95,7977,354813
2015-02,100,2221,60861
2015-03,0,229,5121183
2015-03,5,43,5307417
2015-03,10,46,5673046
2015-03,15,106,6023923
2015-03,20,218,6148872
2015-03,25,236,6606067
2015-03,30,320,7431741
2015-03,35,520,8547263
2015-03,40,897,9831336
2015-03,45,1204,8649840
2015-03,50,1686,7915119
2015-03,55,2412,7632301
2015-03,60,4590,8760068
2015-03,65,7653,9405255
2015-03,70,10119,7938136
2015-03,75,13634,6291318
2015-03,80,19533,4934996
2015-03,85,22659,3107009
2015-03,90,17401,1330318
2015-03,95,7944,355457
2015-03,100,2275,60981
2015-04,0,232,5100804
2015-04,5,29,5309043
2015-04,10,45,5665072
2015-04,15,109,6029419
2015-04,20,187,6136939
2015-04,25,207,6593800
2015-04,30,315,7426723
2015-04,35,448,8527182
2015-04,40,763,9836749
2015-04,45,1119,8659144
2015-04,50,1499,7939799
2015-04,55,2288,7627942
2015-04,60,4392,8725583
2015-04,65,7130,9456797
2015-04,70,9458,7925792
2015-04,75,12632,6299026
2015-04,80,17911,4948703
2015-04,85,20690,3114439
2015-04,90,16022,1334558
2015-04,95,7338,356224
2015-04,100,1981,61106
2015-05,0,242,5081270
2015-05,5,48,5310832
2015-05,10,38,5657249
2015-05,15,102,6034781
2015-05,20,187,6125829
2015-05,25,243,6582242
2015-05,30,296,7421916
2015-05,35,469,8508066
2015-05,40,835,9841136
2015-05,45,1113,8670195
2015-05,50,1637,7962151
2015-05,55,2356,7623584
2015-05,60,4306,8693478
2015-05,65,6988,9507884
2015-05,70,9088,7909814
2015-05,75,12070,6307323
2015-05,80,17638,4962204
2015-05,85,20210,3121570
2015-05,90,15558,1338781
2015-05,95,7259,357033
2015-05,100,1933,61227
2015-06,0,206,5061754
2015-06,5,17,5312795
2015-06,10,33,5649068
2015-06,15,98,6040137
2015-06,20,159,6115210
2015-06,25,227,6570595
2015-06,30,271,7416841
2015-06,35,367,8488398
2015-06,40,769,9844659
2015-06,45,1081,8684408
2015-06,50,1522,7982849
2015-06,55,2143,7618915
2015-06,60,3963,8661280
2015-06,65,6688,9561882
2015-06,70,8784,7889248
2015-06,75,11249,6316669
2015-06,80,16166,4976333
2015-06,85,18661,3128955
2015-06,90,14122,1343383
2015-06,95,6445,357952
2015-06,100,1743,61361
2015-07,0,213,5043969
2015-07,5,42,5314704
2015-07,10,39,5641070
2015-07,15,90,6044922
2015-07,20,189,6106158
2015-07,25,195,6559588
2015-07,30,325,7411675
2015-07,35,421,8469214
2015-07,40,834,9846965
2015-07,45,1076,8701516
2015-07,50,1674,7999776
2015-07,55,2372,7614214
2015-07,60,4205,8630746
2015-07,65,7115,9615268
2015-07,70,9055,7865525
2015-07,75,11808,6326371
2015-07,80,16981,4990114
2015-07,85,19419,3136197
2015-07,90,14617,1348179
2015-07,95,6709,358933
2015-07,100,1863,61505
2015-08,0,233,5027206
2015-08,5,49,5316581
2015-08,10,63,5632736
2015-08,15,126,6049229
2015-08,20,181,6098476
2015-08,25,240,6548458
2015-08,30,308,7405914
2015-08,35,431,8448990
2015-08,40,803,9848077
2015-08,45,1077,8723338
2015-08,50,1571,8013242
2015-08,55,2354,7609146
2015-08,60,4264,8599509
2015-08,65,7300,9671561
2015-08,70,9143,7837174
2015-08,75,12128,6336984
2015-08,80,17402,5004401
2015-08,85,19735,3143857
2015-08,90,14948,1353604
2015-08,95,7024,360056
2015-08,100,1799,61677
2015-09,0,206,5012565
2015-09,5,31,5318253
2015-09,10,34,5624347
2015-09,15,104,6052654
2015-09,20,157,6092909
2015-09,25,200,6537551
2015-09,30,278,7399563
2015-09,35,452,8428113
2015-09,40,767,9847764
2015-09,45,1076,8750061
2015-09,50,1551,8021789
2015-09,55,2191,7603839
2015-09,60,3958,8568252
2015-09,65,6956,9728958
2015-09,70,8675,7805034
2015-09,75,11636,6348099
2015-09,80,17006,5018667
2015-09,85,19445,3151781
2015-09,90,14703,1359622
2015-09,95,6832,361303
2015-09,100,1933,61880
2015-10,0,246,5000866
2015-10,5,36,5319575
2015-10,10,27,5616189
2015-10,15,102,6054914
2015-10,20,166,6089918
2015-10,25,222,6527183
2015-10,30,304,7392704
2015-10,35,452,8407058
2015-10,40,804,9845979
2015-10,45,1167,8781219
2015-10,50,1667,8024614
2015-10,55,2503,7598458
2015-10,60,4222,8537670
2015-10,65,7444,9785501
2015-10,70,9349,7770443
2015-10,75,12747,6359244
2015-10,80,18392,5032390
2015-10,85,21432,3159775
2015-10,90,16657,1366121
2015-10,95,7842,362641
2015-10,100,2092,62114
2015-11,0,223,4991430
2015-11,5,36,5320581
2015-11,10,32,5607731
2015-11,15,98,6056098
2015-11,20,162,6089382
2015-11,25,217,6516655
2015-11,30,258,7384841
2015-11,35,455,8384371
2015-11,40,794,9842563
2015-11,45,1063,8818791
2015-11,50,1640,8021963
2015-11,55,2339,7592689
2015-11,60,4063,8505579
2015-11,65,7417,9844512
2015-11,70,9258,7731641
2015-11,75,12561,6371125
2015-11,80,18491,5046440
2015-11,85,21239,3168399
2015-11,90,16758,1373547
2015-11,95,7599,364157
2015-11,100,2100,62394
2015-12,0,227,4984585
2015-12,5,48,5321211
2015-12,10,26,5599534
2015-12,15,91,6056236
2015-12,20,168,6091075
2015-12,25,234,6506659
2015-12,30,271,7376560
2015-12,35,465,8361664
2015-12,40,805,9837785
2015-12,45,1222,8859475
2015-12,50,1807,8014938
2015-12,55,2575,7587015
2015-12,60,4655,8474105
2015-12,65,8303,9901344
2015-12,70,10232,7692090
2015-12,75,14031,6382992
2015-12,80,20308,5059890
2015-12,85,23676,3177072
2015-12,90,18558,1381333
2015-12,95,8425,365740
2015-12,100,2299,62697
2016-01,0,240,4979564
2016-01,5,25,5321514
2016-01,10,37,5591064
2016-01,15,104,6055459
2016-01,20,197,6094823
2016-01,25,207,6496541
2016-01,30,301,7367400
2016-01,35,454,8337586
2016-01,40,799,9831383
2016-01,45,1214,8905026
2016-01,50,1708,8004093
2016-01,55,2702,7581178
2016-01,60,4600,8441216
2016-01,65,8371,9958890
2016-01,70,10082,7650178
2016-01,75,14618,6395658
2016-01,80,21374,5073615
2016-01,85,24872,3186340
2016-01,90,19447,1389900
2016-01,95,8875,367479
2016-01,100,2477,63037
2016-02,0,243,4976310
2016-02,5,34,5321468
2016-02,10,41,5582609
2016-02,15,71,6053870
2016-02,20,147,6100310
2016-02,25,219,6486651
2016-02,30,263,7357718
2016-02,35,451,8313052
2016-02,40,815,9823550
2016-02,45,1135,8953174
2016-02,50,1687,7990639
2016-02,55,2535,7575490
2016-02,60,4454,8408023
2016-02,65,7857,10014324
2016-02,70,9561,7608247
2016-02,75,13520,6408756
2016-02,80,19850,5087146
2016-02,85,22744,3195887
2016-02,90,18236,1398898
2016-02,95,8283,369307
2016-02,100,2280,63396
2016-03,0,236,4974584
2016-03,5,40,5321117
2016-03,10,40,5574725
2016-03,15,90,6051758
2016-03,20,199,6106753
2016-03,25,228,6477619
2016-03,30,307,7348271
2016-03,35,474,8289836
2016-03,40,897,9814979
2016-03,45,1234,8999696
2016-03,50,1712,7976618
2016-03,55,2582,7570412
2016-03,60,4306,8376756
2016-03,65,8069,10063452
2016-03,70,9574,7569938
2016-03,75,13682,6421418
2016-03,80,19846,5099607
2016-03,85,23127,3205043
2016-03,90,18320,1407617
2016-03,95,8452,371084
2016-03,100,2344,63743
2016-04,0,232,4973843
2016-04,5,34,5320417
2016-04,10,35,5566340
2016-04,15,99,6048949
2016-04,20,198,6114763
2016-04,25,211,6468210
2016-04,30,274,7337842
2016-04,35,454,8264896
2016-04,40,771,9804542
2016-04,45,1134,9050077
2016-04,50,1554,7961091
2016-04,55,2170,7565360
2016-04,60,3894,8343166
2016-04,65,7503,10112177
2016-04,70,8865,7530964
2016-04,75,12387,6435414
2016-04,80,17892,5112699
2016-04,85,20853,3215041
2016-04,90,16597,1417165
2016-04,95,7694,373038
2016-04,100,2081,64121
2016-05,0,215,4973917
2016-05,5,32,5319427
2016-05,10,39,5558279
2016-05,15,96,6045803
2016-05,20,168,6123346
2016-05,25,203,6459361
2016-05,30,303,7327510
2016-05,35,442,8240796
2016-05,40,761,9793242
2016-05,45,1176,9098568
2016-05,50,1689,7946499
2016-05,55,2307,7560955
2016-05,60,3964,8310561
2016-05,65,7794,10154752
2016-05,70,8682,7496161
2016-05,75,11902,6449429
2016-05,80,17736,5125124
2016-05,85,20225,3224895
2016-05,90,16352,1426536
2016-05,95,7648,374970
2016-05,100,2080,64487
2016-06,0,194,4974499
2016-06,5,27,5318087
2016-06,10,26,5550019
2016-06,15,90,6042231
2016-06,20,156,6132785
2016-06,25,177,6450494
2016-06,30,304,7316677
2016-06,35,402,8216091
2016-06,40,718,9780380
2016-06,45,1094,9147444
2016-06,50,1568,7932888
2016-06,55,2167,7557024
2016-06,60,3687,8276832
2016-06,65,7121,10193116
2016-06,70,8097,7464235
2016-06,75,11225,6464421
2016-06,80,16234,5137690
2016-06,85,18780,3235230
2016-06,90,14811,1436257
2016-06,95,6926,376990
2016-06,100,1854,64858
2016-07,0,216,4975255
2016-07,5,26,5316490
2016-07,10,44,5542106
2016-07,15,101,6038580
2016-07,20,179,6142196
2016-07,25,197,6442194
2016-07,30,257,7306127
2016-07,35,409,8192534
2016-07,40,769,9766842
2016-07,45,1064,9192637
2016-07,50,1528,7922114
2016-07,55,2199,7553935
2016-07,60,3798,8244218
2016-07,65,7463,10223937
2016-07,70,8231,7438227
2016-07,75,11559,6479442
2016-07,80,16780,5149566
2016-07,85,19318,3245350
2016-07,90,15759,1445607
2016-07,95,6905,378955
2016-07,100,2018,65204
2016-08,0,200,4975921
2016-08,5,37,5314536
2016-08,10,46,5534027
2016-08,15,97,6034725
2016-08,20,176,6151919
2016-08,25,192,6433922
2016-08,30,278,7295248
2016-08,35,426,8168717
2016-08,40,769,9751782
2016-08,45,1190,9236202
2016-08,50,1606,7914477
2016-08,55,2303,7551601
2016-08,60,3920,8210613
2016-08,65,7688,10248371
2016-08,70,8620,7417426
2016-08,75,12139,6495514
2016-08,80,17585,5161524
2016-08,85,20406,3255899
2016-08,90,16256,1455113
2016-08,95,7360,380979
2016-08,100,2040,65542
2016-09,0,209,4976154
2016-09,5,38,5312280
2016-09,10,32,5526062
2016-09,15,95,6030912
2016-09,20,148,6161347
2016-09,25,217,6425972
2016-09,30,264,7284482
2016-09,35,430,8145601
2016-09,40,682,9735690
2016-09,45,1103,9275610
2016-09,50,1514,7911432
2016-09,55,2162,7550262
2016-09,60,3566,8177173
2016-09,65,7223,10264357
2016-09,70,8199,7403842
2016-09,75,11736,6512169
2016-09,80,16946,5173143
2016-09,85,20178,3266510
2016-09,90,16153,1464361
2016-09,95,7447,382981
2016-09,100,2093,65853
2016-10,0,217,4975672
2016-10,5,31,5309816
2016-10,10,33,5518475
2016-10,15,111,6027374
2016-10,20,180,6169917
2016-10,25,205,6418599
2016-10,30,285,7274256
2016-10,35,413,8124054
2016-10,40,754,9719190
2016-10,45,1153,9308887
2016-10,50,1537,7913815
2016-10,55,2282,7550025
2016-10,60,3849,8145032
2016-10,65,7770,10270944
2016-10,70,8810,7398530
2016-10,75,12851,6528859
2016-10,80,18737,5184044
2016-10,85,21781,3276808
2016-10,90,17762,1472972
2016-10,95,8389,384882
2016-10,100,2275,66121
2016-11,0,207,4974312
2016-11,5,28,5306993
2016-11,10,31,5510784
2016-11,15,100,6023907
2016-11,20,156,6178094
2016-11,25,200,6411304
2016-11,30,249,7263912
2016-11,35,404,8102691
2016-11,40,706,9701226
2016-11,45,1145,9338054
2016-11,50,1605,7921985
2016-11,55,2360,7550894
2016-11,60,3907,8112116
2016-11,65,7955,10268519
2016-11,70,9085,7401306
2016-11,75,13139,6546641
2016-11,80,19333,5194947
2016-11,85,23038,3287463
2016-11,90,19216,1481488
2016-11,95,8505,386806
2016-11,100,2328,66364
2016-12,0,209,4972222
2016-12,5,39,5304015
2016-12,10,36,5503514
2016-12,15,112,6020675
2016-12,20,179,6185434
2016-12,25,222,6404534
2016-12,30,269,7254072
2016-12,35,434,8082830
2016-12,40,819,9682993
2016-12,45,1270,9361803
2016-12,50,1767,7934773
2016-12,55,2553,7552725
2016-12,60,4277,8080614
2016-12,65,8679,10258044
2016-12,70,10018,7411292
2016-12,75,14254,6564239
2016-12,80,21446,5205157
2016-12,85,25224,3297785
2016-12,90,20473,1489393
2016-12,95,9452,388638
2016-12,100,2559,66571
2017-01,0,228,4969332
2017-01,5,28,5300707
2017-01,10,49,5496213
2017-01,15,100,6017394
2017-01,20,167,6192519
2017-01,25,202,6397814
2017-01,30,265,7244027
2017-01,35,428,8063077
2017-01,40,782,9663307
2017-01,45,1294,9382356
2017-01,50,1630,7952323
2017-01,55,2546,7555548
2017-01,60,4285,8048497
2017-01,65,8883,10239704
2017-01,70,10408,7428379
2017-01,75,15387,6582686
2017-01,80,23005,5215361
2017-01,85,27127,3308464
2017-01,90,22091,1497253
2017-01,95,10340,390514
2017-01,100,2789,66759
2017-02,0,220,4965773
2017-02,5,26,5297185
2017-02,10,40,5489159
2017-02,15,90,6014105
2017-02,20,149,6199194
2017-02,25,191,6391346
2017-02,30,254,7234058
2017-02,35,361,8044036
2017-02,40,710,9642797
2017-02,45,1135,9399507
2017-02,50,1552,7973557
2017-02,55,2362,7559220
2017-02,60,3754,8016891
2017-02,65,8024,10214622
2017-02,70,9276,7451558
2017-02,75,13362,6601259
2017-02,80,19859,5225221
2017-02,85,23679,3319152
2017-02,90,19648,1504839
2017-02,95,9186,392381
2017-02,100,2520,66927
2017-03,0,219,4962043
2017-03,5,31,5293842
2017-03,10,39,5483028
2017-03,15,98,6011069
2017-03,20,210,6204951
2017-03,25,186,6385700
2017-03,30,307,7225073
2017-03,35,401,8027390
2017-03,40,779,9623594
2017-03,45,1224,9412619
2017-03,50,1683,7995295
2017-03,55,2377,7563185
2017-03,60,4010,7988844
2017-03,65,8307,10186928
2017-03,70,9604,7477069
