date,age,dead,pop
2009-08,35,130,9773956.16449596
2009-08,40,221,7280780.29745493
2009-08,45,393,9214185.24506436
2009-08,50,751,7987872.01349969
2009-08,55,1564,9112374.18066364
2009-08,60,2564,7500699.52527143
2009-08,65,3392,10410178.3033215
2009-08,70,3884,6986051.75597867
2009-08,75,5055,5790905.84035404
2009-08,80,5113,4293577.73356323
2009-08,85,3506,2232124.69841418
2009-08,90,1689,991164.601390321
2009-08,95,591,266356.621788412
2009-08,100,60,43307.4832392729
2009-09,0,6,5269955.76008772
2009-09,5,14,5719046.5685271
2009-09,10,14,5946445.62717091
2009-09,15,12,6063134.08232924
2009-09,20,17,6786208.39503965
2009-09,25,36,7581939.98499174
2009-09,30,83,8857517.62576939
2009-09,35,151,9792504.97731595
2009-09,40,231,7443035.6249457
2009-09,45,392,9081613.7124076
2009-09,50,754,7955636.68238479
2009-09,55,1564,9089245.7633315
2009-09,60,2423,7793258.39355144
2009-09,65,3284,10169442.1668709
2009-09,70,4010,6981008.47649866
2009-09,75,4894,5806583.0611231
2009-09,80,4995,4297175.45963454
2009-09,85,3394,2250120.28117118
2009-09,90,1680,993060.029679411
2009-09,95,506,269206.463640823
2009-09,100,70,43230.7308904941
2009-10,0,12,5275091.39228436
2009-10,5,10,5709505.08115916
2009-10,10,6,5945411.09147444
2009-10,15,14,6068032.46018471
2009-10,20,18,6761273.57630696
2009-10,25,31,7566226.85217206
2009-10,30,63,8819157.76820008
2009-10,35,161,9808476.5798682
2009-10,40,232,7591861.52815474
2009-10,45,421,8961672.9616691
2009-10,50,788,7926261.54745434
2009-10,55,1580,9065748.40731039
2009-10,60,2521,8059934.30075433
2009-10,65,3433,9950162.47784926
2009-10,70,4153,6977406.60172864
2009-10,75,5202,5821712.52383518
2009-10,80,5229,4301113.85562657
2009-10,85,3526,2267316.53505468
2009-10,90,1794,995051.941344872
2009-10,95,570,271884.96471679
2009-10,100,77,43178.5684268975
2009-11,0,8,5279970.78654372
2009-11,5,8,5699623.49408048
2009-11,10,7,5944360.98952715
2009-11,15,8,6072577.04328891
2009-11,20,16,6736346.78283249
2009-11,25,34,7550132.3498275
2009-11,30,66,8780275.67965782
2009-11,35,138,9822977.63062411
2009-11,40,233,7737415.82292101
2009-11,45,397,8846127.37209639
2009-11,50,714,7897739.01480687
2009-11,55,1514,9040374.5192777
2009-11,60,2532,8318927.96886663
2009-11,65,3241,9737363.56355763
2009-11,70,3905,6974972.19052156
2009-11,75,5022,5837291.31854016
2009-11,80,5119,4305641.05364967
2009-11,85,3523,2284864.54532414
2009-11,90,1786,997270.363957244
2009-11,95,521,274572.522027681
2009-11,100,63,43146.9364346375
2009-12,0,8,5284291.00877326
2009-12,5,10,5690045.90440653
2009-12,10,8,5943356.66873771
2009-12,15,7,6076491.0695971
2009-12,20,25,6713021.08362924
2009-12,25,33,7534689.17557941
2009-12,30,77,8743368.82241967
2009-12,35,142,9835112.67117669
2009-12,40,241,7870533.8993635
2009-12,45,401,8742202.17526789
2009-12,50,762,7871862.10310066
2009-12,55,1594,9014817.5019064
2009-12,60,2687,8553934.39121924
2009-12,65,3412,9544432.63197749
2009-12,70,4210,6973829.93205652
2009-12,75,5183,5852303.31459179
2009-12,80,5221,4310451.16595999
2009-12,85,3749,2301636.65092134
2009-12,90,1760,999569.525280825
2009-12,95,600,277097.496758629
2009-12,100,83,43137.3186637672
2010-01,0,9,5288352.46958018
2010-01,5,9,5680140.67537179
2010-01,10,11,5942324.48722607
2010-01,15,15,6080052.64560292
2010-01,20,20,6689725.64557293
2010-01,25,39,7518861.8742892
2010-01,30,66,8705965.18553514
2010-01,35,119,9845732.58919736
2010-01,40,219,8000326.38487007
2010-01,45,413,8642729.45402515
2010-01,50,716,7846856.43331584
2010-01,55,1613,8987432.45111721
2010-01,60,2685,8781042.99080867
2010-01,65,3378,9358150.59423923
2010-01,70,4058,6973869.85960679
2010-01,75,5067,5867737.77092926
2010-01,80,5251,4315850.43908908
2010-01,85,3624,2318755.66055333
2010-01,90,1825,1002099.9361967
2010-01,95,582,279630.050831333
2010-01,100,58,43148.4920132894
2010-02,0,4,5292017.15779071
2010-02,5,8,5670233.9043067
2010-02,10,6,5941291.21764157
2010-02,15,11,6083140.83998166
2010-02,20,12,6667235.18903245
2010-02,25,21,7503161.35308313
2010-02,30,65,8669295.27812387
2010-02,35,138,9854443.98569712
2010-02,40,228,8122468.70949265
2010-02,45,354,8551059.66463208
2010-02,50,657,7823562.93324368
2010-02,55,1410,8959115.1279162
2010-02,60,2370,8992591.58049453
2010-02,65,3134,9184800.02673174
2010-02,70,3807,6975115.68221241
2010-02,75,4586,5883081.27999512
2010-02,80,4635,4321670.9017165
2010-02,85,3326,2335663.77076384
2010-02,90,1618,1004784.68070507
2010-02,95,511,282086.623182765
2010-02,100,71,43180.5317133345
2010-03,0,7,5294996.7579397
2010-03,5,7,5661290.39818268
2010-03,10,15,5940351.2916828
2010-03,15,16,6085537.9702655
2010-03,20,23,6647599.6355986
2010-03,25,37,7489084.15637468
2010-03,30,65,8636794.85345102
2010-03,35,137,9860707.72460937
2010-03,40,241,8226417.09909173
2010-03,45,407,8474763.18957444
2010-03,50,778,7803953.19785475
2010-03,55,1496,8932787.2174445
2010-03,60,2621,9170654.49580287
2010-03,65,3301,9039035.07279816
2010-03,70,4059,6977248.53388592
2010-03,75,5120,5896851.89922519
2010-03,80,5180,4327277.78498689
2010-03,85,3737,2350758.3293455
2010-03,90,1726,1007339.89990214
2010-03,95,576,284241.719004126
2010-03,100,75,43226.9085531906
2010-04,0,10,5297941.48450731
2010-04,5,4,5651400.19095977
2010-04,10,12,5939296.96934145
2010-04,15,19,6087773.95458666
2010-04,20,15,6626596.42969127
2010-04,25,37,7473608.14986981
2010-04,30,77,8601488.60274736
2010-04,35,147,9865905.66670239
2010-04,40,234,8334669.59282391
2010-04,45,390,8397264.1055737
2010-04,50,757,7783778.53980906
2010-04,55,1474,8902862.7522362
2010-04,60,2604,9353787.67704673
2010-04,65,3293,8889282.57117586
2010-04,70,3906,6980693.45786712
2010-04,75,5020,5911989.55584766
2010-04,80,5061,4333858.91266167
2010-04,85,3544,2367278.30168145
2010-04,90,1795,1010310.52309477
2010-04,95,581,286558.876322868
2010-04,100,76,43297.0098256501
2010-05,0,4,5300448.51458485
2010-05,5,12,5641846.99153944
2010-05,10,10,5938256.69946292
2010-05,15,15,6089535.67611654
2010-05,20,24,6606992.52677292
2010-05,25,27,7458735.3574775
2010-05,30,63,8567987.17898568
2010-05,35,125,9869237.28397459
2010-05,40,228,8432814.13423486
2010-05,45,401,8329016.5348048
2010-05,50,718,7765745.52888359
2010-05,55,1491,8873182.59962526
2010-05,60,2624,9517393.15133286
2010-05,65,3315,8755663.0369453
2010-05,70,3983,6985079.74199422
2010-05,75,5090,5926519.65128678
2010-05,80,5102,4340587.95009457
2010-05,85,3561,2383077.77683024
2010-05,90,1802,1013324.43768491
2010-05,95,581,288734.120840395
2010-05,100,66,43383.0707253553
2010-06,0,4,5302697.37930272
2010-06,5,10,5632000.78917309
2010-06,10,8,5937154.44356122
2010-06,15,14,6090957.75436355
2010-06,20,14,6587465.21347161
2010-06,25,32,7443468.34951619
2010-06,30,59,8534045.6001139
2010-06,35,134,9870966.56921201
2010-06,40,242,8527629.78171034
2010-06,45,376,8265231.06851326
2010-06,50,696,7748602.71277718
2010-06,55,1409,8841826.97984978
2010-06,60,2624,9672800.27845336
2010-06,65,3062,8628911.47439349
