date,age,dead,pop
2013-01,35,120,9322383.23000208
2013-01,40,268,9521552.44780156
2013-01,45,386,8268795.23589514
2013-01,50,721,7698190.38916866
2013-01,55,1217,7872012.21382678
2013-01,60,2728,10089161.5541411
2013-01,65,3399,8349557.17018313
2013-01,70,4037,7444164.77374922
2013-01,75,5263,6276787.92986088
2013-01,80,5722,4671573.73068539
2013-01,85,4441,2822630.0577262
2013-01,90,2076,1164446.19052326
2013-01,95,695,334688.56553671
2013-01,100,86,52074.5463155806
2013-02,0,7,5255769.83760811
2013-02,5,7,5388820.98944712
2013-02,10,8,5840848.10017417
2013-02,15,11,6051402.95318477
2013-02,20,14,6238260.82379478
2013-02,25,25,6982932.42915057
2013-02,30,45,7749480.63052855
2013-02,35,106,9292960.79016342
2013-02,40,202,9538869.62164627
2013-02,45,348,8285587.07829779
2013-02,50,654,7704054.65649726
2013-02,55,1185,7850628.72644657
2013-02,60,2534,10042483.7655202
2013-02,65,3102,8392520.45205918
2013-02,70,3846,7457998.21853934
2013-02,75,4681,6282686.30104811
2013-02,80,5058,4683255.73064563
2013-02,85,3963,2834991.5568527
2013-02,90,1794,1169936.59854945
2013-02,95,568,335745.646590963
2013-02,100,65,52386.7502691751
2013-03,0,7,5252430.41482968
2013-03,5,5,5385637.17097373
2013-03,10,10,5834753.0935274
2013-03,15,13,6051941.83816619
2013-03,20,14,6232026.99139436
2013-03,25,25,6969416.04033272
2013-03,30,57,7733170.30211441
2013-03,35,131,9265989.90087379
2013-03,40,214,9554935.82880542
2013-03,45,380,8300317.28657482
2013-03,50,667,7709176.04084761
2013-03,55,1259,7832343.56213974
2013-03,60,2718,9999730.99280462
2013-03,65,3332,8431289.87042071
2013-03,70,3931,7470897.67509242
2013-03,75,4944,6287483.88689669
2013-03,80,5447,4693677.2802439
2013-03,85,4196,2846135.39406365
2013-03,90,2099,1174987.9496553
2013-03,95,660,336689.234910501
2013-03,100,83,52672.3133774386
2013-04,0,10,5248991.0560003
2013-04,5,10,5382168.84373438
2013-04,10,7,5827878.8012041
2013-04,15,14,6052395.33641863
2013-04,20,10,6225623.47995087
2013-04,25,22,6954328.16223802
2013-04,30,55,7715388.00521013
2013-04,35,118,9235657.41304401
2013-04,40,241,9572992.809602
2013-04,45,389,8316316.81797951
2013-04,50,691,7714555.58085976
2013-04,55,1167,7813250.4948219
2013-04,60,2574,9951574.56491907
2013-04,65,3131,8474058.63031748
2013-04,70,4005,7485931.03729954
2013-04,75,4874,6292137.33161299
2013-04,80,5166,4705036.30127216
2013-04,85,4197,2858461.4670326
2013-04,90,2007,1180715.90333376
2013-04,95,580,337719.853391546
2013-04,100,74,52995.0667076653
2013-05,0,6,5246005.04983045
2013-05,5,6,5378799.14994709
2013-05,10,9,5821140.73705793
2013-05,15,17,6052580.62475308
2013-05,20,15,6220032.37138095
2013-05,25,25,6939586.79022124
2013-05,30,49,7698443.67171046
2013-05,35,116,9205797.95729701
2013-05,40,267,9590537.95523485
2013-05,45,385,8331663.79277506
2013-05,50,656,7719375.48250402
2013-05,55,1226,7795937.08038165
2013-05,60,2534,9903982.52572783
2013-05,65,3345,8515179.82674383
2013-05,70,3966,7501532.19854473
2013-05,75,5089,6295911.48210055
2013-05,80,5321,4715814.78654675
2013-05,85,4193,2870389.9779462
2013-05,90,2038,1186427.42060564
2013-05,95,579,338701.492936609
2013-05,100,99,53316.6174977024
2013-06,0,3,5243363.48808681
2013-06,5,13,5375228.78540434
2013-06,10,5,5814133.27268959
2013-06,15,14,6052392.15352848
2013-06,20,15,6214995.57552449
2013-06,25,25,6924191.1916156
2013-06,30,49,7681195.52747098
2013-06,35,133,9174385.31533523
2013-06,40,222,9608528.49104321
2013-06,45,380,8347565.75024061
2013-06,50,661,7723855.18900745
2013-06,55,1132,7779261.79841685
2013-06,60,2449,9853605.19142898
2013-06,65,3187,8557273.8317243
2013-06,70,3956,7519062.23485484
2013-06,75,4853,6298982.4771336
2013-06,80,5357,4726694.02855265
2013-06,85,4135,2882728.77207243
2013-06,90,1920,1192538.38615511
2013-06,95,582,339697.826340255
2013-06,100,89,53661.1915280164
2013-07,0,9,5241323.09622763
2013-07,5,11,5371616.63189385
2013-07,10,15,5807350.21440635
2013-07,15,18,6051729.22348408
2013-07,20,11,6210947.7929636
2013-07,25,26,6909117.42521151
2013-07,30,54,7664744.72390222
2013-07,35,148,9143412.04365043
2013-07,40,255,9625600.37427897
2013-07,45,393,8363173.27685782
2013-07,50,716,7727608.16177047
2013-07,55,1143,7764312.63722058
2013-07,60,2637,9803523.39787965
2013-07,65,3405,8597509.03970527
2013-07,70,4165,7537697.44339872
2013-07,75,5054,6301079.94517598
2013-07,80,5438,4736936.46194453
2013-07,85,4249,2894693.86991481
2013-07,90,2062,1198688.15881224
2013-07,95,657,340642.879894798
2013-07,100,104,54009.227969473
2013-08,0,14,5239838.00697366
2013-08,5,10,5367647.22122657
2013-08,10,4,5800382.93419979
2013-08,15,12,6050429.7370869
2013-08,20,17,6207733.82193877
2013-08,25,34,6893342.5987164
2013-08,30,64,7647982.38885517
2013-08,35,132,9110777.66954922
2013-08,40,240,9642679.27945492
2013-08,45,411,8379711.28202728
2013-08,50,695,7730782.71542806
2013-08,55,1192,7750105.69327366
2013-08,60,2507,9750221.47765403
2013-08,65,3475,8638446.75681494
2013-08,70,4213,7559001.17002313
2013-08,75,5048,6302268.24617222
2013-08,80,5547,4747187.64241519
2013-08,85,4530,2907095.55586988
2013-08,90,2000,1205321.84028688
2013-08,95,624,341597.887328767
2013-08,100,86,54386.7183126331
2013-09,0,6,5239078.08853503
2013-09,5,8,5363361.19384324
2013-09,10,10,5793502.51080614
2013-09,15,13,6048385.8838923
2013-09,20,18,6205620.99940612
2013-09,25,24,6877347.64605605
2013-09,30,49,7631448.41376276
2013-09,35,121,9077468.15819614
2013-09,40,238,9658970.99617223
2013-09,45,362,8396853.67060741
2013-09,50,713,7733138.66403158
2013-09,55,1127,7737172.52392814
2013-09,60,2534,9695163.62112802
2013-09,65,3372,8678612.31419421
2013-09,70,4248,7582712.0650167
2013-09,75,5023,6302384.70549371
2013-09,80,5531,4757062.81771882
2013-09,85,4275,2919548.43016841
2013-09,90,2095,1212274.70310947
2013-09,95,643,342529.194757081
2013-09,100,94,54785.1887932258
2013-10,0,10,5239114.07311463
2013-10,5,7,5358842.64969607
2013-10,10,6,5786967.75195435
2013-10,15,11,6045590.18532574
2013-10,20,13,6204729.38108777
2013-10,25,20,6861642.93938287
2013-10,30,61,7615654.81428926
2013-10,35,119,9044559.90902766
2013-10,40,264,9673786.7517091
2013-10,45,385,8414190.07261853
2013-10,50,697,7734548.29811313
2013-10,55,1226,7725879.77322151
2013-10,60,2629,9640048.67437865
2013-10,65,3469,8716635.13136039
2013-10,70,4313,7608245.38710968
2013-10,75,5212,6301408.51271586
2013-10,80,5727,4766227.40249738
2013-10,85,4638,2931659.47937315
2013-10,90,2261,1219339.31455561
2013-10,95,653,343406.219379946
2013-10,100,66,55193.3386804207
2013-11,0,12,5239848.01470797
2013-11,5,7,5353804.16802655
2013-11,10,11,5780351.79713035
2013-11,15,9,6041890.85195072
2013-11,20,17,6204922.97263292
2013-11,25,23,6845201.62068513
2013-11,30,58,7599577.29627428
2013-11,35,118,9009944.69235409
2013-11,40,210,9688043.00114424
2013-11,45,423,8432852.1085124
2013-11,50,662,7735235.86001944
2013-11,55,1159,7715430.60789731
2013-11,60,2533,9581324.14940041
2013-11,65,3450,8755087.51997606
2013-11,70,4226,7637163.36091733
2013-11,75,5196,6299340.10373782
2013-11,80,5521,4775316.6267489
2013-11,85,4465,2944216.70742251
2013-11,90,2117,1226965.92124105
2013-11,95,658,344286.795476096
2013-11,100,93,55636.8963785274
2013-12,0,6,5240944.73460088
2013-12,5,11,5348673.10058921
2013-12,10,4,5774054.87825259
2013-12,15,3,6037713.17153315
2013-12,20,19,6205923.52633481
2013-12,25,26,6829142.03305797
2013-12,30,51,7584321.54387834
2013-12,35,134,8976059.78813796
2013-12,40,250,9700893.90415161
2013-12,45,448,8451402.72989181
2013-12,50,673,7735515.38475474
2013-12,55,1219,7706399.9971612
2013-12,60,2514,9523196.07143291
2013-12,65,3533,8791684.09162784
2013-12,70,4354,7667002.23063535
2013-12,75,5200,6296517.56469737
2013-12,80,5719,4783829.25041545
2013-12,85,4708,2956359.17690784
2013-12,90,2250,1234586.42618669
2013-12,95,646,345114.648168922
2013-12,100,89,56081.5279026532
2014-01,0,4,5242166.80137608
2014-01,5,9,5343218.81299072
2014-01,10,6,5767627.60830135
2014-01,15,8,6032981.48226627
2014-01,20,16,6207510.219476
2014-01,25,28,6812455.69578796
2014-01,30,73,7568944.09865772
2014-01,35,139,8940865.63370787
2014-01,40,244,9713280.71306658
2014-01,45,415,8470824.39495942
2014-01,50,674,7735791.92767899
2014-01,55,1209,7698079.36510313
2014-01,60,2516,9462240.68669847
2014-01,65,3623,8829076.96124018
2014-01,70,4521,7699102.59696216
2014-01,75,5036,6292973.80583723
2014-01,80,5594,4792424.93232978
2014-01,85,4604,2968841.66615028
2014-01,90,2270,1242626.5171619
2014-01,95,629,345945.586858937
2014-01,100,112,56550.6815500883
2014-02,0,7,5243163.47627409
2014-02,5,4,5337723.1095846
2014-02,10,8,5761251.11105938
2014-02,15,6,6028034.41657168
2014-02,20,16,6209366.52251559
2014-02,25,26,6795739.60706217
2014-02,30,57,7554034.62534227
2014-02,35,117,8905711.80726542
2014-02,40,222,9724846.34513594
2014-02,45,379,8490244.47420213
2014-02,50,591,7736448.72481098
2014-02,55,1094,7690678.02416275
2014-02,60,2236,9400839.8647449
2014-02,65,3335,8866255.12355139
2014-02,70,3958,7731831.30822002
2014-02,75,4568,6289017.33465379
2014-02,80,5182,4800910.28952709
2014-02,85,4162,2981202.74834429
2014-02,90,1932,1250751.19575795
2014-02,95,635,346752.244040128
2014-02,100,57,57023.3999619103
2014-03,0,7,5243604.57065985
2014-03,5,12,5332818.88679674
2014-03,10,10,5755510.04413328
2014-03,15,23,6023554.33844958
2014-03,20,12,6211029.19297849
2014-03,25,29,6780668.75421337
2014-03,30,50,7541033.1290916
2014-03,35,120,8874182.1569275
2014-03,40,233,9734659.14065243
2014-03,45,357,8507566.54077461
2014-03,50,683,7737699.04022604
2014-03,55,1145,7684692.04521099
2014-03,60,2437,9345384.014568
2014-03,65,3425,8899832.32672787
2014-03,70,4381,7761378.44504103
2014-03,75,4979,6285277.95176792
2014-03,80,5504,4808558.41043889
2014-03,85,4489,2992216.48031147
2014-03,90,2222,1258091.94552853
2014-03,95,602,347460.49634715
2014-03,100,86,57448.1420708827
2014-04,0,6,5243290.77017797
2014-04,5,10,5327560.67973766
2014-04,10,8,5749146.17893311
2014-04,15,10,6018773.16534944
2014-04,20,18,6212582.46382153
2014-04,25,24,6764072.48228639
2014-04,30,66,7527223.20650094
2014-04,35,118,8839727.95169946
2014-04,40,239,9744901.81838987
2014-04,45,398,8526261.89821065
2014-04,50,599,7740176.42449436
2014-04,55,1155,7678737.91628398
2014-04,60,2358,9284416.89704998
2014-04,65,3455,8937204.60232261
2014-04,70,4160,7793461.78582243
2014-04,75,4958,6281163.54335037
2014-04,80,5359,4817095.3697827
2014-04,85,4289,3004191.17247114
2014-04,90,2205,1266143.86968872
2014-04,95,615,348222.698030198
2014-04,100,84,57910.0635476815
2014-05,0,4,5241893.77011586
2014-05,5,4,5322747.97962774
2014-05,10,8,5742952.20755441
2014-05,15,16,6014515.14021336
2014-05,20,16,6213528.75121139
2014-05,25,31,6748159.1297861
2014-05,30,65,7514512.57149343
2014-05,35,120,8807044.4703813
2014-05,40,253,9754271.39013052
2014-05,45,429,8543633.24590869
2014-05,50,657,7744029.35829368
2014-05,55,1145,7673549.69235208
2014-05,60,2350,9226269.76907904
2014-05,65,3503,8973767.73637592
2014-05,70,4227,7823273.01191296
2014-05,75,4853,6277414.46578122
2014-05,80,5460,4825512.64820033
2014-05,85,4398,3015509.15421992
2014-05,90,2084,1273783.58765513
2014-05,95,604,348938.945475155
2014-05,100,92,58342.9525151827
2014-06,0,6,5239009.8910592
2014-06,5,8,5318171.37656217
2014-06,10,9,5736485.60614406
2014-06,15,12,6010699.24492
2014-06,20,13,6213643.61467646
2014-06,25,24,6731929.96500751
2014-06,30,50,7502127.44011791
2014-06,35,109,8774172.24516146
2014-06,40,222,9763477.01945862
2014-06,45,377,8560584.42382595
2014-06,50,612,7749901.1242549
2014-06,55,1160,7668674.9566255
2014-06,60,2273,9167517.60687726
2014-06,65,3382,9012171.61463902
2014-06,70,4137,7852150.88110253
2014-06,75,4691,6274001.86006794
2014-06,80,5260,4834463.54817463
2014-06,85,4320,3026870.23802986
2014-06,90,2000,1281438.06806519
2014-06,95,602,349657.607732672
2014-06,100,92,58769.4744335682
2014-07,0,15,5234527.9278736
2014-07,5,16,5314232.80509349
2014-07,10,6,5730135.24824046
2014-07,15,9,6007765.83915991
2014-07,20,10,6212644.41688507
2014-07,25,31,6716491.53034884
2014-07,30,72,7490937.29679158
2014-07,35,113,8743442.10910966
2014-07,40,257,9772005.70452698
2014-07,45,386,8575778.43373852
2014-07,50,658,7757782.78924125
2014-07,55,1176,7664326.23024492
2014-07,60,2295,9112383.01220556
2014-07,65,3573,9050141.82761076
2014-07,70,4328,7877611.3953852
2014-07,75,4931,6271357.51671518
2014-07,80,5360,4843458.80095063
2014-07,85,4635,3037489.07184957
2014-07,90,2176,1288534.65008959
2014-07,95,590,350332.912228387
2014-07,100,92,59156.1829077569
2014-08,0,8,5227838.53693652
2014-08,5,6,5310781.13055964
2014-08,10,8,5723448.18422218
2014-08,15,8,6005722.21277013
2014-08,20,12,6210177.01835353
2014-08,25,28,6700876.75529455
2014-08,30,45,7480269.72367536
2014-08,35,114,8713024.81743211
2014-08,40,264,9780510.54980838
2014-08,45,360,8589973.95975127
2014-08,50,641,7768586.21796273
2014-08,55,1122,7660107.06292401
2014-08,60,2348,9057641.79683932
2014-08,65,3431,9090422.06630362
2014-08,70,4381,7900703.26509703
2014-08,75,5026,6269526.22567817
2014-08,80,5605,4853190.24063507
2014-08,85,4661,3048018.85828917
2014-08,90,2162,1295464.09330293
2014-08,95,638,351010.498483003
2014-08,100,80,59522.6646983766
2014-09,0,13,5218741.74184469
2014-09,5,9,5308071.0364195
2014-09,10,8,5716603.96550497
2014-09,15,12,6004888.51107822
2014-09,20,20,6205958.96297658
2014-09,25,30,6685668.97726306
2014-09,30,46,7470587.20524156
2014-09,35,112,8684189.65718914
2014-09,40,246,9788788.12563233
2014-09,45,384,8602381.44562066
2014-09,50,638,7782485.03423642
2014-09,55,1198,7656058.63080809
2014-09,60,2191,9005627.20989893
2014-09,65,3555,9131979.6019974
2014-09,70,4288,7919865.77233165
2014-09,75,5027,6268835.60922456
2014-09,80,5390,4863458.83992162
2014-09,85,4596,3058042.7570989
2014-09,90,2241,1301899.53125054
2014-09,95,645,351668.154105847
2014-09,100,98,59849.1912797778
2014-10,0,10,5207358.09736076
2014-10,5,8,5306258.85507786
2014-10,10,14,5709802.94514606
2014-10,15,8,6005423.2171456
2014-10,20,18,6199942.85592625
2014-10,25,31,6671398.03940522
2014-10,30,77,7462222.45374821
2014-10,35,99,8657996.09577488
2014-10,40,231,9796660.77588902
2014-10,45,411,8612454.79241215
2014-10,50,682,7799237.68578867
2014-10,55,1134,7652201.57425611
2014-10,60,2338,8958311.24202245
2014-10,65,3580,9173614.10721538
2014-10,70,4387,7934053.07730748
2014-10,75,5064,6269462.33398292
2014-10,80,5690,4873994.31592391
2014-10,85,4640,3067210.81886259
2014-10,90,2375,1307580.4447487
2014-10,95,642,352286.422460153
2014-10,100,86,60121.3668155751
2014-11,0,7,5192992.01520824
2014-11,5,7,5305231.67481651
2014-11,10,7,5702582.84148981
2014-11,15,15,6007359.80203609
2014-11,20,16,6191771.41285157
2014-11,25,16,6657132.4439185
2014-11,30,53,7454580.08332752
2014-11,35,115,8632696.68574707
2014-11,40,250,9804637.94701775
2014-11,45,374,8621051.47421622
2014-11,50,668,7819774.9690747
2014-11,55,1114,7648211.91512659
2014-11,60,2190,8912621.0199075
2014-11,65,3537,9218189.51290465
2014-11,70,4354,7943922.61529295
2014-11,75,4774,6271519.79256708
2014-11,80,5624,4885515.71972061
2014-11,85,4530,3076144.07531134
2014-11,90,2321,1312897.22008459
2014-11,95,605,352913.313738494
2014-11,100,109,60357.7362867024
2014-12,0,11,5177007.31444443
2014-12,5,10,5304959.10041187
2014-12,10,9,5695421.81759867
2014-12,15,14,6010364.84741996
2014-12,20,8,6182347.26664279
2014-12,25,27,6643769.05625122
2014-12,30,44,7448004.95817635
2014-12,35,116,8609700.37547678
2014-12,40,239,9812089.65534057
2014-12,45,412,8628237.93596831
2014-12,50,652,7842017.52197882
2014-12,55,1191,7644323.02805386
2014-12,60,2312,8871209.94147598
2014-12,65,3749,9262789.63259221
2014-12,70,4527,7948924.2695362
2014-12,75,5208,6274793.32736662
2014-12,80,5730,4897219.73899246
2014-12,85,4867,3084340.57254308
2014-12,90,2397,1317612.63143226
2014-12,95,695,353521.099366819
2014-12,100,119,60550.0706386972
2015-01,0,4,5158814.19343152
2015-01,5,6,5305316.6189901
2015-01,10,10,5687856.44525645
2015-01,15,9,6014410.28858645
2015-01,20,12,6171451.502718
2015-01,25,24,6630390.25199478
2015-01,30,56,7441898.16258041
2015-01,35,104,8587229.41331033
2015-01,40,232,9819387.03057577
2015-01,45,432,8635164.87172042
2015-01,50,648,7866630.47634728
2015-01,55,1150,7640252.61122381
2015-01,60,2226,8830990.6170043
2015-01,65,3630,9310339.23279389
2015-01,70,4646,7949500.62141419
2015-01,75,5065,6279407.86204145
2015-01,80,5801,4909820.06041233
2015-01,85,4907,3092427.79248821
2015-01,90,2470,1322156.4225577
2015-01,95,656,354163.902040768
2015-01,100,95,60718.8676219007
2015-02,0,3,5139401.6525456
2015-02,5,8,5306215.7101596
2015-02,10,10,5680136.91217248
2015-02,15,9,6019179.22557384
2015-02,20,10,6159795.35689197
2015-02,25,21,6617421.35694616
2015-02,30,54,7436326.93147751
2015-02,35,94,8565822.84628463
2015-02,40,198,9826147.36973717
2015-02,45,339,8642267.15757682
2015-02,50,604,7892068.00837556
2015-02,55,1095,7636106.022958
2015-02,60,1995,8793053.57562973
2015-02,65,3265,9359326.25223813
2015-02,70,4040,7945520.59693835
2015-02,75,4448,6285179.63185444
2015-02,80,5091,4922867.1750684
2015-02,85,4183,3100208.62563135
2015-02,90,2151,1326483.29744308
2015-02,95,606,354835.530830505
2015-02,100,96,60865.0264194278
2015-03,0,6,5121226.29411227
2015-03,5,9,5307402.40431468
2015-03,10,11,5673043.86816224
2015-03,15,11,6023913.31643486
2015-03,20,13,6148963.50963862
2015-03,25,27,6606036.99634358
2015-03,30,52,7431617.95104854
2015-03,35,125,8547193.6577731
2015-03,40,234,9831684.50481306
2015-03,45,378,8649406.80268074
2015-03,50,669,7915053.75855331
2015-03,55,1077,7632275.55371542
2015-03,60,2199,8760470.36913897
2015-03,65,3703,9404766.57187673
2015-03,70,4321,7938102.70479302
2015-03,75,4964,6291307.76526347
2015-03,80,5584,4934978.79233181
2015-03,85,4626,3107042.39486253
2015-03,90,2419,1330303.60702555
2015-03,95,629,355478.565905617
2015-03,100,102,60984.1424176697
2015-04,0,7,5100843.63677329
2015-04,5,5,5309030.374382
2015-04,10,11,5665070.59664717
2015-04,15,16,6029410.899147
2015-04,20,21,6137022.18357066
2015-04,25,26,6593772.37097666
2015-04,30,48,7426610.22103318
2015-04,35,105,8527118.38068973
2015-04,40,242,9837066.07559248
2015-04,45,346,8658749.18678415
2015-04,50,578,7939739.54313204
2015-04,55,1068,7627918.58598386
2015-04,60,2134,8725949.80885695
2015-04,65,3518,9456351.44223219
2015-04,70,4262,7925760.66136366
2015-04,75,4710,6299017.1431423
2015-04,80,5326,4948687.26043588
2015-04,85,4543,3114470.16658541
2015-04,90,2293,1334545.16294668
2015-04,95,661,356243.67209332
2015-04,100,81,61109.0028920858
2015-05,0,6,5081303.8824048
2015-05,5,10,5310820.57605104
2015-05,10,9,5657247.28485174
2015-05,15,12,6034773.7227394
2015-05,20,18,6125900.40420469
2015-05,25,25,6582218.02645259
2015-05,30,50,7421819.60021176
2015-05,35,103,8508011.83867261
2015-05,40,238,9841407.17668067
2015-05,45,346,8669857.50553674
2015-05,50,648,7962100.34723778
2015-05,55,1067,7623564.43884525
2015-05,60,2163,8693791.56260434
2015-05,65,3581,9507503.45216942
2015-05,70,4107,7909787.28666702
2015-05,75,4753,6307315.63841282
2015-05,80,5510,4962190.5286251
2015-05,85,4570,3121595.94681112
2015-05,90,2371,1338769.84831745
2015-05,95,656,357050.036545051
2015-05,100,90,61229.9994717481
2015-06,0,4,5061780.22579532
2015-06,5,3,5312786.01485287
2015-06,10,6,5649066.3520328
2015-06,15,17,6040130.9077152
2015-06,20,12,6115266.081415
2015-06,25,21,6570576.94123899
2015-06,30,55,7416766.13982532
2015-06,35,105,8488355.5979516
2015-06,40,223,9844871.56398025
2015-06,45,383,8684143.91012386
2015-06,50,672,7982809.1861302
2015-06,55,1074,7618899.79314773
2015-06,60,2033,8661525.09613614
2015-06,65,3574,9561584.16088757
2015-06,70,4226,7889226.8268174
2015-06,75,4603,6316663.17209971
2015-06,80,5166,4976322.23350017
2015-06,85,4467,3128975.83633633
2015-06,90,2256,1343374.69183874
2015-06,95,627,357965.020544679
2015-06,100,105,61362.8740555093
2015-07,0,9,5043987.74754931
2015-07,5,10,5314698.09599665
2015-07,10,10,5641068.97594515
2015-07,15,17,6044918.19847981
2015-07,20,16,6106197.15110437
2015-07,25,24,6559574.56470445
2015-07,30,55,7411622.16441404
2015-07,35,119,8469183.60479154
2015-07,40,257,9847115.45276227
2015-07,45,402,8701329.56473874
2015-07,50,684,7999747.27963942
2015-07,55,1104,7614203.53679558
2015-07,60,2141,8630919.43896121
2015-07,65,3665,9615057.99349218
2015-07,70,4420,7865510.23227031
2015-07,75,4954,6326367.35712711
2015-07,80,5535,4990106.9190346
2015-07,85,4693,3136211.2950142
2015-07,90,2354,1348173.05410236
2015-07,95,683,358942.614596697
2015-07,100,97,61506.4012166359
2015-08,0,12,5027216.12753015
2015-08,5,15,5316577.95031175
2015-08,10,9,5632735.97155949
2015-08,15,13,6049226.34668117
2015-08,20,20,6098498.37975077
2015-08,25,27,6548450.67318258
2015-08,30,58,7405884.16824628
2015-08,35,93,8448973.06201278
2015-08,40,217,9848162.78477562
2015-08,45,375,8723231.77629088
2015-08,50,657,8013226.12898534
2015-08,55,1086,7609139.54335601
2015-08,60,2134,8599607.56277307
2015-08,65,3750,9671441.29736023
2015-08,70,4358,7837165.53448334
2015-08,75,4836,6336981.82717014
2015-08,80,5683,5004396.98298542
2015-08,85,4713,3143865.73553819
2015-08,90,2449,1353600.20893538
2015-08,95,698,360061.595291661
2015-08,100,94,61677.8248927448
2015-09,0,5,5012568.55221129
2015-09,5,7,5318252.18405229
2015-09,10,10,5624346.98857466
2015-09,15,8,6052653.15980895
2015-09,20,16,6092915.55503482
2015-09,25,26,6537548.86261124
2015-09,30,51,7399553.48364062
2015-09,35,107,8428107.81195686
2015-09,40,263,9847790.21118773
2015-09,45,349,8750028.22554611
2015-09,50,613,8021784.05632719
2015-09,55,1056,7603837.47206616
2015-09,60,2008,8568282.7970876
2015-09,65,3623,9728920.71587675
2015-09,70,4272,7805031.30285522
2015-09,75,4772,6348097.8875682
2015-09,80,5514,5018666.0153369
2015-09,85,4696,3151783.26815486
2015-09,90,2328,1359621.17148222
2015-09,95,691,361304.98643506
2015-09,100,89,61880.5410223317
2015-10,0,10,5000863.9221133
2015-10,5,7,5319575.50167525
2015-10,10,9,5616188.84124086
2015-10,15,15,6054914.75767288
2015-10,20,11,6089912.63594366
2015-10,25,32,6527184.93817362
2015-10,30,69,7392711.26245428
2015-10,35,99,8407061.94486435
2015-10,40,250,9845958.97055179
2015-10,45,388,8781244.51683577
2015-10,50,693,8024618.20853128
2015-10,55,1224,7598459.71067415
2015-10,60,2091,8537646.29445663
2015-10,65,3721,9785529.24313767
2015-10,70,4453,7770445.57889207
2015-10,75,5081,6359244.45327435
2015-10,80,5742,5032391.02761852
2015-10,85,4866,3159772.56221171
2015-10,90,2563,1366121.59551113
2015-10,95,706,362639.422883199
2015-10,100,109,62113.7143937485
2015-11,0,7,4991423.22987117
2015-11,5,9,5320583.45063904
2015-11,10,7,5607731.61911137
2015-11,15,10,6056099.55850341
2015-11,20,17,6089367.07114218
2015-11,25,26,6516660.34251472
2015-11,30,58,7384860.15612148
2015-11,35,116,8384382.18016016
2015-11,40,230,9842507.27331043
2015-11,45,373,8818860.04341817
2015-11,50,640,8021973.57440024
2015-11,55,1068,7592692.71569243
2015-11,60,2011,8505515.04638571
2015-11,65,3737,9844589.63544385
2015-11,70,4167,7731647.13824774
2015-11,75,4860,6371125.84393683
2015-11,80,5646,5046442.43336384
2015-11,85,4684,3168394.01582783
2015-11,90,2441,1373548.98018983
2015-11,95,647,364153.441131365
2015-11,100,95,62393.753937548
2015-12,0,5,4984575.47710442
2015-12,5,11,5321214.6071592
2015-12,10,5,5599534.31065387
2015-12,15,10,6056238.59013163
2015-12,20,10,6091054.44804187
2015-12,25,44,6506666.00941378
2015-12,30,48,7376587.41975287
2015-12,35,114,8361679.39319486
2015-12,40,261,9837706.31882431
2015-12,45,405,8859572.20453512
2015-12,50,653,8014954.00456033
2015-12,55,1048,7587020.07191648
2015-12,60,2174,8474014.79294303
2015-12,65,3900,9901454.44081501
2015-12,70,4342,7692098.56313238
2015-12,75,5066,6382993.28372674
2015-12,80,5884,5059893.15105915
2015-12,85,5003,3177064.37066446
2015-12,90,2615,1381335.75112093
2015-12,95,716,365734.831655504
2015-12,100,120,62696.5627882805
2016-01,0,9,4979552.17827665
2016-01,5,4,5321517.59114389
2016-01,10,6,5591064.38658733
2016-01,15,13,6055461.98093808
2016-01,20,12,6094798.88486744
2016-01,25,32,6496549.09892817
2016-01,30,68,7367432.05336862
2016-01,35,106,8337604.3880237
2016-01,40,216,9831291.16684131
2016-01,45,390,8905140.20718869
2016-01,50,626,8004111.66539039
2016-01,55,1095,7581183.6262743
2016-01,60,2091,8441110.25790215
2016-01,65,3879,9959019.30595118
2016-01,70,4195,7650188.13889788
2016-01,75,4991,6395659.31571103
2016-01,80,5782,5073619.57601032
2016-01,85,4871,3186330.65070898
2016-01,90,2506,1389903.45014335
2016-01,95,737,367473.114368276
2016-01,100,101,63035.676548935
2016-02,0,6,4976298.15990977
2016-02,5,4,5321472.28933648
2016-02,10,10,5582609.28759054
2016-02,15,9,6053872.85096663
2016-02,20,14,6100283.83494805
2016-02,25,30,6486659.87681852
2016-02,30,55,7357751.86576738
2016-02,35,111,8313070.85173524
2016-02,40,222,9823454.03743828
2016-02,45,367,8953293.74444015
2016-02,50,646,7990658.57130294
2016-02,55,1072,7575494.8721934
2016-02,60,2049,8407911.44394681
2016-02,65,3580,10014459.1220305
2016-02,70,3850,7608258.70174775
2016-02,75,4705,6408756.6962118
2016-02,80,5352,5087149.86832402
2016-02,85,4544,3195877.36764073
2016-02,90,2371,1398901.88942645
2016-02,95,691,369301.117229089
2016-02,100,97,63394.6705870637
2016-03,0,4,4974571.88295358
2016-03,5,4,5321120.559583
2016-03,10,11,5574725.80386892
2016-03,15,15,6051760.66472642
2016-03,20,20,6106728.15388328
2016-03,25,23,6477627.03740942
2016-03,30,56,7348303.46470674
2016-03,35,126,8289854.57098859
2016-03,40,234,9814885.3735643
2016-03,45,425,8999812.17177019
2016-03,50,662,7976638.35885886
2016-03,55,1118,7570416.0793771
2016-03,60,2005,8376646.9996948
2016-03,65,3785,10063583.463228
2016-03,70,4119,7569949.94704478
2016-03,75,4958,6421419.0465499
