state,age,year,dead,pop
North Carolina,1-4,2016,126,485468
North Carolina,1-4,2017,119,489412
North Carolina,5-14,1999,226,1095590
North Carolina,5-14,2000,227,1113920
North Carolina,5-14,2001,213,1129004
North Carolina,5-14,2002,232,1138712
North Carolina,5-14,2003,209,1148380
North Carolina,5-14,2004,212,1155826
North Carolina,5-14,2005,199,1167070
North Carolina,5-14,2006,210,1190044
North Carolina,5-14,2007,223,1216995
North Carolina,5-14,2008,179,1236696
North Carolina,5-14,2009,170,1255059
North Carolina,5-14,2010,154,1267049
North Carolina,5-14,2011,179,1279562
North Carolina,5-14,2012,180,1290862
North Carolina,5-14,2013,182,1295566
North Carolina,5-14,2014,181,1296759
North Carolina,5-14,2015,170,1293660
North Carolina,5-14,2016,195,1292873
North Carolina,5-14,2017,197,1291712
North Carolina,15-24,1999,1024,1099058
North Carolina,15-24,2000,976,1117439
North Carolina,15-24,2001,1040,1144225
North Carolina,15-24,2002,1017,1160065
North Carolina,15-24,2003,1077,1159156
North Carolina,15-24,2004,1110,1187390
North Carolina,15-24,2005,1058,1214312
North Carolina,15-24,2006,1149,1251893
North Carolina,15-24,2007,1095,1268961
North Carolina,15-24,2008,1098,1296248
North Carolina,15-24,2009,1065,1314043
North Carolina,15-24,2010,915,1321164
North Carolina,15-24,2011,961,1332002
North Carolina,15-24,2012,928,1347888
North Carolina,15-24,2013,904,1363129
North Carolina,15-24,2014,943,1371202
North Carolina,15-24,2015,972,1380294
North Carolina,15-24,2016,1106,1365771
North Carolina,15-24,2017,1119,1373437
North Carolina,25-34,1999,1318,1218466
North Carolina,25-34,2000,1403,1213415
North Carolina,25-34,2001,1338,1207640
North Carolina,25-34,2002,1419,1202111
North Carolina,25-34,2003,1380,1193775
North Carolina,25-34,2004,1384,1193778
North Carolina,25-34,2005,1437,1187065
North Carolina,25-34,2006,1384,1192318
North Carolina,25-34,2007,1455,1201650
North Carolina,25-34,2008,1435,1223875
North Carolina,25-34,2009,1386,1237192
North Carolina,25-34,2010,1381,1246593
North Carolina,25-34,2011,1411,1262635
North Carolina,25-34,2012,1398,1267434
North Carolina,25-34,2013,1428,1274545
North Carolina,25-34,2014,1523,1292250
North Carolina,25-34,2015,1584,1308587
North Carolina,25-34,2016,1867,1335454
North Carolina,25-34,2017,2073,1370247
North Carolina,35-44,1999,2803,1279369
North Carolina,35-44,2000,2850,1287120
North Carolina,35-44,2001,2968,1296653
North Carolina,35-44,2002,2922,1294918
North Carolina,35-44,2003,2864,1292975
North Carolina,35-44,2004,2910,1296123
North Carolina,35-44,2005,2724,1307014
North Carolina,35-44,2006,2887,1326333
North Carolina,35-44,2007,2775,1342822
North Carolina,35-44,2008,2596,1347032
North Carolina,35-44,2009,2581,1336480
North Carolina,35-44,2010,2411,1327151
North Carolina,35-44,2011,2304,1316460
North Carolina,35-44,2012,2417,1312404
North Carolina,35-44,2013,2410,1308964
North Carolina,35-44,2014,2458,1302758
North Carolina,35-44,2015,2509,1295812
North Carolina,35-44,2016,2664,1290237
North Carolina,35-44,2017,2827,1290678
North Carolina,45-54,1999,4931,1055999
North Carolina,45-54,2000,5290,1085150
North Carolina,45-54,2001,5334,1138402
North Carolina,45-54,2002,5406,1157208
North Carolina,45-54,2003,5663,1182428
North Carolina,45-54,2004,5698,1206025
North Carolina,45-54,2005,6012,1237927
North Carolina,45-54,2006,6076,1272402
North Carolina,45-54,2007,6098,1308099
North Carolina,45-54,2008,6253,1336505
North Carolina,45-54,2009,6251,1357941
North Carolina,45-54,2010,6202,1368646
North Carolina,45-54,2011,6190,1369699
North Carolina,45-54,2012,6130,1366362
North Carolina,45-54,2013,6115,1366545
North Carolina,45-54,2014,6047,1367565
North Carolina,45-54,2015,6100,1372414
North Carolina,45-54,2016,6093,1385750
North Carolina,45-54,2017,5957,1385509
North Carolina,55-64,1999,7768,709827
North Carolina,55-64,2000,8049,723712
North Carolina,55-64,2001,7921,752652
North Carolina,55-64,2002,8209,805084
North Carolina,55-64,2003,8661,850994
North Carolina,55-64,2004,8742,894026
North Carolina,55-64,2005,9136,940018
North Carolina,55-64,2006,9616,986089
North Carolina,55-64,2007,9830,1033276
North Carolina,55-64,2008,10010,1068596
North Carolina,55-64,2009,10283,1108180
North Carolina,55-64,2010,10552,1138761
North Carolina,55-64,2011,11066,1187466
North Carolina,55-64,2012,11257,1199314
North Carolina,55-64,2013,11495,1219917
North Carolina,55-64,2014,11891,1242592
North Carolina,55-64,2015,12223,1270500
North Carolina,55-64,2016,12699,1300928
North Carolina,55-64,2017,12952,1321678
North Carolina,65-74,1999,14081,531941
North Carolina,65-74,2000,14098,533777
North Carolina,65-74,2001,13771,540571
North Carolina,65-74,2002,13615,545679
North Carolina,65-74,2003,13363,553332
North Carolina,65-74,2004,12995,562126
North Carolina,65-74,2005,13200,575156
North Carolina,65-74,2006,13125,599026
North Carolina,65-74,2007,13526,621187
North Carolina,65-74,2008,13673,651838
North Carolina,65-74,2009,13773,679505
North Carolina,65-74,2010,14356,697567
North Carolina,65-74,2011,14525,726650
North Carolina,65-74,2012,15520,782121
North Carolina,65-74,2013,16071,826883
North Carolina,65-74,2014,16801,867783
North Carolina,65-74,2015,17714,905426
North Carolina,65-74,2016,18402,941813
North Carolina,65-74,2017,19089,981481
North Carolina,75-84,1999,19804,326262
North Carolina,75-84,2000,20421,329810
North Carolina,75-84,2001,20097,338032
North Carolina,75-84,2002,20331,345808
North Carolina,75-84,2003,21076,352697
North Carolina,75-84,2004,20362,358601
North Carolina,75-84,2005,20681,363713
North Carolina,75-84,2006,20285,371313
North Carolina,75-84,2007,20100,375815
North Carolina,75-84,2008,20376,381838
North Carolina,75-84,2009,19735,384050
North Carolina,75-84,2010,20194,389051
North Carolina,75-84,2011,20268,398403
North Carolina,75-84,2012,20077,405876
North Carolina,75-84,2013,20341,414665
North Carolina,75-84,2014,20782,425197
North Carolina,75-84,2015,21626,436354
North Carolina,75-84,2016,21365,449842
North Carolina,75-84,2017,22313,467019
North Carolina,85+,1999,16451,103560
North Carolina,85+,2000,17432,105461
North Carolina,85+,2001,17089,107673
North Carolina,85+,2002,17777,109696
North Carolina,85+,2003,18037,112986
North Carolina,85+,2004,17763,115815
North Carolina,85+,2005,18958,119751
North Carolina,85+,2006,18804,126486
North Carolina,85+,2007,19682,132287
North Carolina,85+,2008,20432,137021
North Carolina,85+,2009,20717,143095
North Carolina,85+,2010,21587,147461
North Carolina,85+,2011,21977,153733
North Carolina,85+,2012,23000,159872
North Carolina,85+,2013,23408,165551
North Carolina,85+,2014,23746,170382
North Carolina,85+,2015,25189,175044
North Carolina,85+,2016,25069,177810
North Carolina,85+,2017,25661,181945
North Carolina,NS,2001,13,
North Carolina,NS,2004,14,
North Carolina,NS,2008,11,
North Dakota,0,1999,52,7547
North Dakota,0,2000,62,7660
North Dakota,0,2001,67,7432
North Dakota,0,2002,49,7502
North Dakota,0,2003,58,7693
North Dakota,0,2004,46,8022
North Dakota,0,2005,50,8066
North Dakota,0,2006,50,8427
North Dakota,0,2007,66,8684
North Dakota,0,2008,52,8610
North Dakota,0,2009,55,8961
North Dakota,0,2010,62,8931
North Dakota,0,2011,61,8993
North Dakota,0,2012,63,9122
North Dakota,0,2013,65,10088
North Dakota,0,2014,57,10788
North Dakota,0,2015,81,11144
North Dakota,0,2016,74,11505
North Dakota,0,2017,46,10983
North Dakota,1-4,1999,17,32285
North Dakota,1-4,2004,10,30331
North Dakota,1-4,2006,14,31416
North Dakota,1-4,2011,12,36056
North Dakota,1-4,2013,14,38679
North Dakota,1-4,2014,14,40228
North Dakota,5-14,1999,12,91744
North Dakota,5-14,2000,20,90446
North Dakota,5-14,2001,10,87584
North Dakota,5-14,2002,14,85852
North Dakota,5-14,2003,23,84306
North Dakota,5-14,2004,17,82839
North Dakota,5-14,2005,17,81468
North Dakota,5-14,2006,11,80083
North Dakota,5-14,2007,11,79282
North Dakota,5-14,2008,12,79038
North Dakota,5-14,2009,13,79245
North Dakota,5-14,2010,13,79866
North Dakota,5-14,2011,11,81020
North Dakota,5-14,2012,11,83531
North Dakota,5-14,2015,13,94519
North Dakota,5-14,2016,17,95267
North Dakota,5-14,2017,16,95910
North Dakota,15-24,1999,84,103943
North Dakota,15-24,2000,70,104121
North Dakota,15-24,2001,64,106848
North Dakota,15-24,2002,65,108386
North Dakota,15-24,2003,94,110321
North Dakota,15-24,2004,60,112985
North Dakota,15-24,2005,84,113042
North Dakota,15-24,2006,87,113397
North Dakota,15-24,2007,85,109916
North Dakota,15-24,2008,64,108504
North Dakota,15-24,2009,82,106846
North Dakota,15-24,2010,79,106430
North Dakota,15-24,2011,87,109030
North Dakota,15-24,2012,79,112361
North Dakota,15-24,2013,97,118420
North Dakota,15-24,2014,90,120035
North Dakota,15-24,2015,78,121737
North Dakota,15-24,2016,83,116920
North Dakota,15-24,2017,94,112258
North Dakota,25-34,1999,71,78485
North Dakota,25-34,2000,56,76887
North Dakota,25-34,2001,64,74377
North Dakota,25-34,2002,64,73193
North Dakota,25-34,2003,61,72926
North Dakota,25-34,2004,74,74007
North Dakota,25-34,2005,84,74290
North Dakota,25-34,2006,68,75538
North Dakota,25-34,2007,87,79816
North Dakota,25-34,2008,75,82659
North Dakota,25-34,2009,103,87228
North Dakota,25-34,2010,82,90485
North Dakota,25-34,2011,91,94343
North Dakota,25-34,2012,111,98947
North Dakota,25-34,2013,109,103916
North Dakota,25-34,2014,116,107968
North Dakota,25-34,2015,154,112922
North Dakota,25-34,2016,135,113553
North Dakota,25-34,2017,173,114253
North Dakota,35-44,1999,150,99861
North Dakota,35-44,2000,153,98004
North Dakota,35-44,2001,149,94254
North Dakota,35-44,2002,150,91186
North Dakota,35-44,2003,146,87838
North Dakota,35-44,2004,120,85367
North Dakota,35-44,2005,129,82851
North Dakota,35-44,2006,121,80576
North Dakota,35-44,2007,113,78645
North Dakota,35-44,2008,138,76669
North Dakota,35-44,2009,136,75449
North Dakota,35-44,2010,133,75262
North Dakota,35-44,2011,126,75270
North Dakota,35-44,2012,160,76915
North Dakota,35-44,2013,164,79835
North Dakota,35-44,2014,143,82076
North Dakota,35-44,2015,175,84869
North Dakota,35-44,2016,174,86414
North Dakota,35-44,2017,150,88146
North Dakota,45-54,1999,252,82904
North Dakota,45-54,2000,260,85431
North Dakota,45-54,2001,297,89160
North Dakota,45-54,2002,299,90865
North Dakota,45-54,2003,306,92832
North Dakota,45-54,2004,281,94939
North Dakota,45-54,2005,308,96553
North Dakota,45-54,2006,342,97594
North Dakota,45-54,2007,319,97687
North Dakota,45-54,2008,326,97575
North Dakota,45-54,2009,346,97263
North Dakota,45-54,2010,316,96657
North Dakota,45-54,2011,344,94609
North Dakota,45-54,2012,366,93151
North Dakota,45-54,2013,366,91251
North Dakota,45-54,2014,334,89729
North Dakota,45-54,2015,340,88268
North Dakota,45-54,2016,323,85555
North Dakota,45-54,2017,315,82294
North Dakota,55-64,1999,488,53119
North Dakota,55-64,2000,454,53433
North Dakota,55-64,2001,458,54454
North Dakota,55-64,2002,454,57007
North Dakota,55-64,2003,500,59292
North Dakota,55-64,2004,444,61906
North Dakota,55-64,2005,488,65048
North Dakota,55-64,2006,506,68009
North Dakota,55-64,2007,478,71725
North Dakota,55-64,2008,579,75112
North Dakota,55-64,2009,565,78775
North Dakota,55-64,2010,570,81819
North Dakota,55-64,2011,611,86016
North Dakota,55-64,2012,613,87948
North Dakota,55-64,2013,681,90186
North Dakota,55-64,2014,680,92232
North Dakota,55-64,2015,724,94184
North Dakota,55-64,2016,716,95008
North Dakota,55-64,2017,706,95281
North Dakota,65-74,1999,987,46062
North Dakota,65-74,2000,939,45901
North Dakota,65-74,2001,968,45289
North Dakota,65-74,2002,947,44938
North Dakota,65-74,2003,924,44533
North Dakota,65-74,2004,852,44294
North Dakota,65-74,2005,785,43862
North Dakota,65-74,2006,843,44124
North Dakota,65-74,2007,786,44450
North Dakota,65-74,2008,835,45339
North Dakota,65-74,2009,839,46274
North Dakota,65-74,2010,828,46873
North Dakota,65-74,2011,813,47825
North Dakota,65-74,2012,812,49968
North Dakota,65-74,2013,904,51985
North Dakota,65-74,2014,933,54209
North Dakota,65-74,2015,938,56596
North Dakota,65-74,2016,1015,59210
North Dakota,65-74,2017,993,61750
North Dakota,75-84,1999,1779,33751
North Dakota,75-84,2000,1758,33851
North Dakota,75-84,2001,1709,34032
North Dakota,75-84,2002,1624,34001
North Dakota,75-84,2003,1693,34029
North Dakota,75-84,2004,1557,34493
North Dakota,75-84,2005,1581,34560
North Dakota,75-84,2006,1606,34365
North Dakota,75-84,2007,1457,34211
North Dakota,75-84,2008,1589,34237
North Dakota,75-84,2009,1535,33936
North Dakota,75-84,2010,1537,33916
North Dakota,75-84,2011,1525,33554
North Dakota,75-84,2012,1497,33368
North Dakota,75-84,2013,1437,33150
North Dakota,75-84,2014,1434,32830
North Dakota,75-84,2015,1467,32599
North Dakota,75-84,2016,1378,32642
North Dakota,75-84,2017,1416,32809
North Dakota,85+,1999,2211,14558
North Dakota,85+,2000,2081,14726
North Dakota,85+,2001,2253,14924
North Dakota,85+,2002,2218,15052
North Dakota,85+,2003,2279,15206
North Dakota,85+,2004,2140,15522
North Dakota,85+,2005,2211,15534
North Dakota,85+,2006,2220,15893
North Dakota,85+,2007,2150,16067
North Dakota,85+,2008,2196,16209
North Dakota,85+,2009,2233,16362
North Dakota,85+,2010,2319,16688
North Dakota,85+,2011,2284,17216
North Dakota,85+,2012,2317,17330
North Dakota,85+,2013,2390,17680
North Dakota,85+,2014,2378,17959
North Dakota,85+,2015,2244,18086
North Dakota,85+,2016,2322,18147
North Dakota,85+,2017,2499,18649
Ohio,0,1999,1244,148182
Ohio,0,2000,1187,148468
Ohio,0,2001,1161,152664
Ohio,0,2002,1180,146103
Ohio,0,2003,1159,145994
Ohio,0,2004,1143,147158
Ohio,0,2005,1225,143887
Ohio,0,2006,1170,145580
Ohio,0,2007,1160,147922
Ohio,0,2008,1144,145803
Ohio,0,2009,1112,142388
Ohio,0,2010,1072,139042
Ohio,0,2011,1087,139712
Ohio,0,2012,1039,134419
Ohio,0,2013,1018,135733
Ohio,0,2014,956,137250
Ohio,0,2015,1005,139055
Ohio,0,2016,1023,137896
Ohio,0,2017,983,136705
Ohio,1-4,1999,192,609007
Ohio,1-4,2000,199,606462
Ohio,1-4,2001,184,597845
Ohio,1-4,2002,162,600084
Ohio,1-4,2003,208,596006
Ohio,1-4,2004,180,592622
Ohio,1-4,2005,162,590044
Ohio,1-4,2006,160,580961
Ohio,1-4,2007,190,580087
Ohio,1-4,2008,179,581030
Ohio,1-4,2009,160,580980
Ohio,1-4,2010,187,581814
Ohio,1-4,2011,159,570648
Ohio,1-4,2012,167,560451
Ohio,1-4,2013,169,555088
Ohio,1-4,2014,131,553326
Ohio,1-4,2015,134,554033
Ohio,1-4,2016,169,560027
Ohio,1-4,2017,155,562075
Ohio,5-14,1999,268,1644089
Ohio,5-14,2000,326,1644157
Ohio,5-14,2001,242,1635056
Ohio,5-14,2002,259,1623768
Ohio,5-14,2003,238,1612570
Ohio,5-14,2004,244,1598568
Ohio,5-14,2005,264,1579140
Ohio,5-14,2006,264,1565896
Ohio,5-14,2007,189,1550154
Ohio,5-14,2008,216,1537937
Ohio,5-14,2009,219,1530285
Ohio,5-14,2010,189,1522588
Ohio,5-14,2011,181,1507239
Ohio,5-14,2012,179,1502153
Ohio,5-14,2013,199,1494514
Ohio,5-14,2014,184,1484273
Ohio,5-14,2015,205,1468742
Ohio,5-14,2016,201,1450478
Ohio,5-14,2017,221,1447157
Ohio,15-24,1999,1123,1544865
Ohio,15-24,2000,1057,1545796
Ohio,15-24,2001,1111,1572247
Ohio,15-24,2002,1151,1586256
Ohio,15-24,2003,1167,1597016
Ohio,15-24,2004,1225,1597302
Ohio,15-24,2005,1153,1596348
Ohio,15-24,2006,1132,1595611
Ohio,15-24,2007,1202,1593522
Ohio,15-24,2008,1065,1593658
Ohio,15-24,2009,994,1592426
Ohio,15-24,2010,1081,1586798
Ohio,15-24,2011,1084,1578593
Ohio,15-24,2012,1072,1575325
Ohio,15-24,2013,1043,1573297
Ohio,15-24,2014,1035,1563165
Ohio,15-24,2015,1199,1551979
Ohio,15-24,2016,1289,1539256
Ohio,15-24,2017,1430,1532866
Ohio,25-34,1999,1476,1539657
Ohio,25-34,2000,1400,1519894
Ohio,25-34,2001,1470,1481232
Ohio,25-34,2002,1491,1463095
Ohio,25-34,2003,1465,1453156
Ohio,25-34,2004,1451,1444523
Ohio,25-34,2005,1548,1435215
Ohio,25-34,2006,1550,1420465
Ohio,25-34,2007,1598,1414429
Ohio,25-34,2008,1566,1411990
Ohio,25-34,2009,1655,1410648
Ohio,25-34,2010,1622,1409959
Ohio,25-34,2011,1708,1425846
Ohio,25-34,2012,1775,1434514
Ohio,25-34,2013,1835,1452141
Ohio,25-34,2014,1998,1470692
Ohio,25-34,2015,2313,1486970
Ohio,25-34,2016,2701,1506910
Ohio,25-34,2017,2998,1523761
Ohio,35-44,1999,3525,1816873
Ohio,35-44,2000,3474,1805316
Ohio,35-44,2001,3477,1778152
Ohio,35-44,2002,3509,1741797
Ohio,35-44,2003,3373,1702959
Ohio,35-44,2004,3207,1671355
Ohio,35-44,2005,3378,1643149
Ohio,35-44,2006,3050,1617371
Ohio,35-44,2007,3044,1585776
Ohio,35-44,2008,3104,1547440
Ohio,35-44,2009,3010,1506297
Ohio,35-44,2010,2808,1479831
Ohio,35-44,2011,2865,1447885
Ohio,35-44,2012,2879,1428101
Ohio,35-44,2013,2898,1416905
Ohio,35-44,2014,3020,1407057
Ohio,35-44,2015,3185,1397157
Ohio,35-44,2016,3523,1380120
Ohio,35-44,2017,3885,1381218
Ohio,45-54,1999,6329,1524753
Ohio,45-54,2000,6706,1566384
Ohio,45-54,2001,6979,1632195
Ohio,45-54,2002,7183,1646129
Ohio,45-54,2003,7326,1673279
Ohio,45-54,2004,7537,1697332
Ohio,45-54,2005,7846,1718622
Ohio,45-54,2006,7859,1737816
Ohio,45-54,2007,7808,1747772
Ohio,45-54,2008,8090,1751899
Ohio,45-54,2009,8030,1751039
Ohio,45-54,2010,7838,1742191
Ohio,45-54,2011,7912,1710977
Ohio,45-54,2012,7575,1674522
Ohio,45-54,2013,7704,1634933
Ohio,45-54,2014,7356,1602965
Ohio,45-54,2015,7484,1577105
Ohio,45-54,2016,7536,1547688
Ohio,45-54,2017,7527,1519416
Ohio,55-64,1999,10615,1002437
Ohio,55-64,2000,10621,1008906
Ohio,55-64,2001,10546,1028082
Ohio,55-64,2002,11106,1088895
Ohio,55-64,2003,11386,1134752
Ohio,55-64,2004,11341,1181099
Ohio,55-64,2005,11769,1229686
Ohio,55-64,2006,12165,1276348
Ohio,55-64,2007,12384,1319693
Ohio,55-64,2008,12734,1356505
Ohio,55-64,2009,13150,1407110
Ohio,55-64,2010,13537,1452266
Ohio,55-64,2011,14219,1515607
Ohio,55-64,2012,14538,1529618
Ohio,55-64,2013,14683,1555900
Ohio,55-64,2014,15248,1576266
Ohio,55-64,2015,15530,1595430
Ohio,55-64,2016,16162,1605369
Ohio,55-64,2017,16610,1612275
Ohio,65-74,1999,21748,796068
Ohio,65-74,2000,20709,790252
Ohio,65-74,2001,20332,781273
Ohio,65-74,2002,19819,773267
Ohio,65-74,2003,19038,771070
Ohio,65-74,2004,18349,770531
Ohio,65-74,2005,18009,769661
Ohio,65-74,2006,17448,776940
Ohio,65-74,2007,17526,792631
Ohio,65-74,2008,18054,819761
Ohio,65-74,2009,17787,839681
Ohio,65-74,2010,17767,850234
Ohio,65-74,2011,18226,869272
Ohio,65-74,2012,19041,923870
Ohio,65-74,2013,19677,965062
Ohio,65-74,2014,20619,1005758
Ohio,65-74,2015,21430,1044729
Ohio,65-74,2016,21986,1081030
Ohio,65-74,2017,23030,1120591
Ohio,75-84,1999,33073,535716
Ohio,75-84,2000,33196,540709
Ohio,75-84,2001,33238,548617
Ohio,75-84,2002,33650,555510
Ohio,75-84,2003,33130,559946
Ohio,75-84,2004,32275,560583
Ohio,75-84,2005,32457,561042
Ohio,75-84,2006,31231,559757
Ohio,75-84,2007,30120,556222
Ohio,75-84,2008,30508,550716
Ohio,75-84,2009,28874,542524
Ohio,75-84,2010,28438,541352
Ohio,75-84,2011,28698,540098
Ohio,75-84,2012,28306,537739
Ohio,75-84,2013,27622,538735
Ohio,75-84,2014,27735,542482
Ohio,75-84,2015,28217,545203
Ohio,75-84,2016,27894,551452
Ohio,75-84,2017,28937,566115
Ohio,85+,1999,28922,173807
Ohio,85+,2000,29249,176796
Ohio,85+,2001,29287,180041
Ohio,85+,2002,30255,182985
Ohio,85+,2003,30620,188040
Ohio,85+,2004,29336,191178
Ohio,85+,2005,31220,196526
Ohio,85+,2006,30796,204468
Ohio,85+,2007,31312,212260
Ohio,85+,2008,33107,218652
Ohio,85+,2009,32164,225518
Ohio,85+,2010,34172,230429
Ohio,85+,2011,35288,239074
Ohio,85+,2012,35926,243513
Ohio,85+,2013,36410,248500
Ohio,85+,2014,36227,250929
Ohio,85+,2015,37486,253020
Ohio,85+,2016,37088,254147
Ohio,85+,2017,37872,256430
Oklahoma,0,1999,417,47326
Oklahoma,0,2000,425,47533
Oklahoma,0,2001,366,48729
Oklahoma,0,2002,410,49666
Oklahoma,0,2003,397,49506
Oklahoma,0,2004,411,49562
Oklahoma,0,2005,417,50572
Oklahoma,0,2006,432,51523
Oklahoma,0,2007,469,53485
Oklahoma,0,2008,397,53601
Oklahoma,0,2009,428,53119
Oklahoma,0,2010,404,51949
Oklahoma,0,2011,378,53393
Oklahoma,0,2012,398,51481
Oklahoma,0,2013,364,52153
Oklahoma,0,2014,434,52631
Oklahoma,0,2015,386,53581
Oklahoma,0,2016,391,52409
Oklahoma,0,2017,387,51877
Oklahoma,1-4,1999,98,186830
Oklahoma,1-4,2000,66,188820
Oklahoma,1-4,2001,76,188299
Oklahoma,1-4,2002,69,190876
Oklahoma,1-4,2003,92,192700
Oklahoma,1-4,2004,84,193491
Oklahoma,1-4,2005,75,195523
Oklahoma,1-4,2006,89,198198
Oklahoma,1-4,2007,84,200558
Oklahoma,1-4,2008,97,204215
Oklahoma,1-4,2009,84,209508
Oklahoma,1-4,2010,88,212177
Oklahoma,1-4,2011,96,213022
Oklahoma,1-4,2012,82,210477
Oklahoma,1-4,2013,85,212326
Oklahoma,1-4,2014,73,212843
Oklahoma,1-4,2015,85,214367
Oklahoma,1-4,2016,76,214501
Oklahoma,1-4,2017,72,211863
Oklahoma,5-14,1999,113,500264
Oklahoma,5-14,2000,104,496554
Oklahoma,5-14,2001,133,490639
Oklahoma,5-14,2002,95,488668
Oklahoma,5-14,2003,102,487967
Oklahoma,5-14,2004,93,486054
Oklahoma,5-14,2005,106,484716
Oklahoma,5-14,2006,112,488758
Oklahoma,5-14,2007,114,492838
Oklahoma,5-14,2008,105,497234
Oklahoma,5-14,2009,115,505832
Oklahoma,5-14,2010,87,513000
Oklahoma,5-14,2011,99,518533
Oklahoma,5-14,2012,85,524803
Oklahoma,5-14,2013,103,530092
Oklahoma,5-14,2014,107,532327
Oklahoma,5-14,2015,109,535413
Oklahoma,5-14,2016,89,536331
Oklahoma,5-14,2017,92,536884
Oklahoma,15-24,1999,502,514776
Oklahoma,15-24,2000,453,516538
Oklahoma,15-24,2001,490,527165
Oklahoma,15-24,2002,484,533270
Oklahoma,15-24,2003,488,535804
Oklahoma,15-24,2004,537,538992
Oklahoma,15-24,2005,538,538195
Oklahoma,15-24,2006,521,537997
Oklahoma,15-24,2007,519,537377
Oklahoma,15-24,2008,539,534413
Oklahoma,15-24,2009,513,534101
Oklahoma,15-24,2010,468,533726
Oklahoma,15-24,2011,490,539297
Oklahoma,15-24,2012,502,542106
Oklahoma,15-24,2013,481,545392
Oklahoma,15-24,2014,476,547201
Oklahoma,15-24,2015,469,547697
Oklahoma,15-24,2016,489,541468
Oklahoma,15-24,2017,473,538537
Oklahoma,25-34,1999,598,452644
Oklahoma,25-34,2000,545,451647
Oklahoma,25-34,2001,551,445894
Oklahoma,25-34,2002,561,447621
Oklahoma,25-34,2003,630,447100
Oklahoma,25-34,2004,591,450653
Oklahoma,25-34,2005,606,454892
Oklahoma,25-34,2006,690,463304
Oklahoma,25-34,2007,703,474358
Oklahoma,25-34,2008,746,484333
Oklahoma,25-34,2009,701,498218
Oklahoma,25-34,2010,754,506755
Oklahoma,25-34,2011,760,515703
Oklahoma,25-34,2012,807,520896
Oklahoma,25-34,2013,754,527072
Oklahoma,25-34,2014,742,533110
Oklahoma,25-34,2015,834,540239
Oklahoma,25-34,2016,864,545460
Oklahoma,25-34,2017,851,545596
Oklahoma,35-44,1999,1251,527146
Oklahoma,35-44,2000,1352,523522
Oklahoma,35-44,2001,1256,514541
Oklahoma,35-44,2002,1283,504167
Oklahoma,35-44,2003,1288,493600
Oklahoma,35-44,2004,1288,485490
Oklahoma,35-44,2005,1300,478423
Oklahoma,35-44,2006,1213,475326
Oklahoma,35-44,2007,1184,471265
Oklahoma,35-44,2008,1229,464903
Oklahoma,35-44,2009,1186,461158
Oklahoma,35-44,2010,1149,460937
Oklahoma,35-44,2011,1130,459654
Oklahoma,35-44,2012,1168,462737
Oklahoma,35-44,2013,1231,467793
Oklahoma,35-44,2014,1237,471644
Oklahoma,35-44,2015,1255,476292
Oklahoma,35-44,2016,1332,478784
Oklahoma,35-44,2017,1243,483208
Oklahoma,45-54,1999,2164,442669
Oklahoma,45-54,2000,2261,453761
Oklahoma,45-54,2001,2386,471378
Oklahoma,45-54,2002,2536,476212
Oklahoma,45-54,2003,2590,484296
Oklahoma,45-54,2004,2651,491348
Oklahoma,45-54,2005,2800,500561
Oklahoma,45-54,2006,2812,510666
Oklahoma,45-54,2007,2945,517633
Oklahoma,45-54,2008,3168,523204
Oklahoma,45-54,2009,3107,526476
Oklahoma,45-54,2010,3008,525611
Oklahoma,45-54,2011,3037,516711
Oklahoma,45-54,2012,2959,506474
Oklahoma,45-54,2013,3023,497489
Oklahoma,45-54,2014,2906,490546
Oklahoma,45-54,2015,2866,483988
Oklahoma,45-54,2016,2743,476602
Oklahoma,45-54,2017,2712,468780
Oklahoma,55-64,1999,3637,311587
Oklahoma,55-64,2000,3822,316329
Oklahoma,55-64,2001,3675,323194
Oklahoma,55-64,2002,4118,340815
Oklahoma,55-64,2003,4096,353939
Oklahoma,55-64,2004,4151,366550
Oklahoma,55-64,2005,4482,378946
Oklahoma,55-64,2006,4428,393271
Oklahoma,55-64,2007,4554,405474
Oklahoma,55-64,2008,4803,416838
Oklahoma,55-64,2009,4898,429509
Oklahoma,55-64,2010,5080,440482
Oklahoma,55-64,2011,5289,457541
Oklahoma,55-64,2012,5280,461599
Oklahoma,55-64,2013,5617,469130
Oklahoma,55-64,2014,5835,475218
Oklahoma,55-64,2015,5959,483511
Oklahoma,55-64,2016,5928,487868
Oklahoma,55-64,2017,6145,491296
Oklahoma,65-74,1999,6574,241863
Oklahoma,65-74,2000,6594,242499
Oklahoma,65-74,2001,6368,242590
Oklahoma,65-74,2002,6430,242655
Oklahoma,65-74,2003,6362,244145
Oklahoma,65-74,2004,6213,246756
Oklahoma,65-74,2005,6352,249402
Oklahoma,65-74,2006,6252,254952
Oklahoma,65-74,2007,6364,260225
Oklahoma,65-74,2008,6547,267795
Oklahoma,65-74,2009,6478,275790
Oklahoma,65-74,2010,6574,280467
Oklahoma,65-74,2011,6843,287304
Oklahoma,65-74,2012,6877,302446
Oklahoma,65-74,2013,7443,313519
Oklahoma,65-74,2014,7524,322698
Oklahoma,65-74,2015,7738,332177
Oklahoma,65-74,2016,8009,341890
Oklahoma,65-74,2017,8169,350731
Oklahoma,75-84,1999,9820,155147
Oklahoma,75-84,2000,9754,156276
