state,age,year,dead,pop
Illinois,65-74,2014,18276,1002122
Illinois,65-74,2015,18800,1038829
Illinois,65-74,2016,19317,1072843
Illinois,65-74,2017,20061,1116989
Illinois,75-84,1999,31492,533368
Illinois,75-84,2000,30833,535747
Illinois,75-84,2001,30434,541106
Illinois,75-84,2002,30449,543701
Illinois,75-84,2003,30220,546005
Illinois,75-84,2004,28819,546044
Illinois,75-84,2005,29096,546917
Illinois,75-84,2006,28345,543381
Illinois,75-84,2007,27460,538721
Illinois,75-84,2008,27010,532428
Illinois,75-84,2009,25666,525595
Illinois,75-84,2010,25278,524766
Illinois,75-84,2011,25563,524907
Illinois,75-84,2012,24871,523100
Illinois,75-84,2013,25210,526155
Illinois,75-84,2014,24848,530359
Illinois,75-84,2015,24981,532731
Illinois,75-84,2016,24688,538938
Illinois,75-84,2017,25679,562512
Illinois,85+,1999,30084,188400
Illinois,85+,2000,29930,192031
Illinois,85+,2001,29816,195123
Illinois,85+,2002,30981,196890
Illinois,85+,2003,30888,200243
Illinois,85+,2004,30533,203647
Illinois,85+,2005,31651,208046
Illinois,85+,2006,31126,213572
Illinois,85+,2007,30752,219926
Illinois,85+,2008,32820,225098
Illinois,85+,2009,31476,230810
Illinois,85+,2010,32385,234912
Illinois,85+,2011,33507,242913
Illinois,85+,2012,34000,247838
Illinois,85+,2013,34524,252707
Illinois,85+,2014,35315,256052
Illinois,85+,2015,35831,258717
Illinois,85+,2016,35110,259483
Illinois,85+,2017,36095,265897
Illinois,NS,2003,10,
Illinois,NS,2007,12,
Illinois,NS,2008,10,
Indiana,0,1999,686,83904
Indiana,0,2000,685,84517
Indiana,0,2001,650,87279
Indiana,0,2002,657,84208
Indiana,0,2003,661,84459
Indiana,0,2004,700,86516
Indiana,0,2005,698,85050
Indiana,0,2006,708,87074
Indiana,0,2007,681,88218
Indiana,0,2008,614,87494
Indiana,0,2009,678,85566
Indiana,0,2010,640,84277
Indiana,0,2011,644,84220
Indiana,0,2012,557,82933
Indiana,0,2013,600,82927
Indiana,0,2014,595,82993
Indiana,0,2015,611,83603
Indiana,0,2016,620,83679
Indiana,0,2017,600,82498
Indiana,1-4,1999,142,337001
Indiana,1-4,2000,144,338698
Indiana,1-4,2001,121,337960
Indiana,1-4,2002,120,341506
Indiana,1-4,2003,119,342240
Indiana,1-4,2004,127,342329
Indiana,1-4,2005,132,344567
Indiana,1-4,2006,122,342863
Indiana,1-4,2007,105,345177
Indiana,1-4,2008,123,348579
Indiana,1-4,2009,107,349163
Indiana,1-4,2010,93,349798
Indiana,1-4,2011,98,345644
Indiana,1-4,2012,114,342570
Indiana,1-4,2013,92,337888
Indiana,1-4,2014,85,336494
Indiana,1-4,2015,87,335887
Indiana,1-4,2016,94,338308
Indiana,1-4,2017,96,338678
Indiana,5-14,1999,190,879493
Indiana,5-14,2000,166,886689
Indiana,5-14,2001,150,888416
Indiana,5-14,2002,156,888141
Indiana,5-14,2003,135,888687
Indiana,5-14,2004,166,888103
Indiana,5-14,2005,172,887457
Indiana,5-14,2006,167,891262
Indiana,5-14,2007,155,891933
Indiana,5-14,2008,150,893849
Indiana,5-14,2009,151,895698
Indiana,5-14,2010,118,896992
Indiana,5-14,2011,136,893834
Indiana,5-14,2012,115,894823
Indiana,5-14,2013,145,894691
Indiana,5-14,2014,122,890762
Indiana,5-14,2015,138,884940
Indiana,5-14,2016,132,878322
Indiana,5-14,2017,151,878413
Indiana,15-24,1999,708,875746
Indiana,15-24,2000,751,879213
Indiana,15-24,2001,777,894244
Indiana,15-24,2002,754,898876
Indiana,15-24,2003,746,906485
Indiana,15-24,2004,749,911625
Indiana,15-24,2005,781,916493
Indiana,15-24,2006,743,920632
Indiana,15-24,2007,732,921675
Indiana,15-24,2008,717,925115
Indiana,15-24,2009,628,928092
Indiana,15-24,2010,690,927541
Indiana,15-24,2011,639,931546
Indiana,15-24,2012,683,933631
Indiana,15-24,2013,719,936934
Indiana,15-24,2014,680,941061
Indiana,15-24,2015,782,940770
Indiana,15-24,2016,816,936397
Indiana,15-24,2017,797,931694
Indiana,25-34,1999,905,836943
Indiana,25-34,2000,856,831125
Indiana,25-34,2001,870,817892
Indiana,25-34,2002,801,812004
Indiana,25-34,2003,904,812263
Indiana,25-34,2004,846,810727
Indiana,25-34,2005,945,811745
Indiana,25-34,2006,977,812260
Indiana,25-34,2007,983,816321
Indiana,25-34,2008,991,821148
Indiana,25-34,2009,938,825179
Indiana,25-34,2010,965,827345
Indiana,25-34,2011,1022,834966
Indiana,25-34,2012,1095,836003
Indiana,25-34,2013,1138,842583
Indiana,25-34,2014,1145,845927
Indiana,25-34,2015,1263,850559
Indiana,25-34,2016,1382,859672
Indiana,25-34,2017,1507,868804
Indiana,35-44,1999,1774,962267
Indiana,35-44,2000,1845,960703
Indiana,35-44,2001,1917,951600
Indiana,35-44,2002,1882,937877
Indiana,35-44,2003,1882,922229
Indiana,35-44,2004,1805,910180
Indiana,35-44,2005,1755,900169
Indiana,35-44,2006,1861,893275
Indiana,35-44,2007,1716,883042
Indiana,35-44,2008,1723,869437
Indiana,35-44,2009,1737,851373
Indiana,35-44,2010,1525,840830
Indiana,35-44,2011,1684,830262
Indiana,35-44,2012,1601,825294
Indiana,35-44,2013,1623,826456
Indiana,35-44,2014,1741,824681
Indiana,35-44,2015,1739,823056
Indiana,35-44,2016,1858,814899
Indiana,35-44,2017,2025,816778
Indiana,45-54,1999,3386,795740
Indiana,45-54,2000,3522,816865
Indiana,45-54,2001,3684,851664
Indiana,45-54,2002,3832,861047
Indiana,45-54,2003,3937,877666
Indiana,45-54,2004,3845,891692
Indiana,45-54,2005,3998,907838
Indiana,45-54,2006,4175,923639
Indiana,45-54,2007,4046,934167
Indiana,45-54,2008,4016,941733
Indiana,45-54,2009,4355,946400
Indiana,45-54,2010,4344,946768
Indiana,45-54,2011,4243,935186
Indiana,45-54,2012,4342,920303
Indiana,45-54,2013,4164,904904
Indiana,45-54,2014,4168,891112
Indiana,45-54,2015,4063,878974
Indiana,45-54,2016,4166,865746
Indiana,45-54,2017,4153,854456
Indiana,55-64,1999,5546,522962
Indiana,55-64,2000,5657,529844
Indiana,55-64,2001,5599,542610
Indiana,55-64,2002,5796,574351
Indiana,55-64,2003,6063,598272
Indiana,55-64,2004,6014,622598
Indiana,55-64,2005,6183,649036
Indiana,55-64,2006,6448,674227
Indiana,55-64,2007,6422,699158
Indiana,55-64,2008,6986,719819
Indiana,55-64,2009,6949,747106
Indiana,55-64,2010,7267,769143
Indiana,55-64,2011,7703,803177
Indiana,55-64,2012,7688,812629
Indiana,55-64,2013,8047,829486
Indiana,55-64,2014,8268,842381
Indiana,55-64,2015,8537,855764
Indiana,55-64,2016,8723,864467
Indiana,55-64,2017,8815,870607
Indiana,65-74,1999,10909,397080
Indiana,65-74,2000,10655,395393
Indiana,65-74,2001,10186,393026
Indiana,65-74,2002,9938,390579
Indiana,65-74,2003,9775,392040
Indiana,65-74,2004,9246,394470
Indiana,65-74,2005,9546,397604
Indiana,65-74,2006,9330,404944
Indiana,65-74,2007,9189,414954
Indiana,65-74,2008,9595,430610
Indiana,65-74,2009,9529,443494
Indiana,65-74,2010,9780,452335
Indiana,65-74,2011,9891,464789
Indiana,65-74,2012,10443,493554
Indiana,65-74,2013,10873,514523
Indiana,65-74,2014,11165,536111
Indiana,65-74,2015,11676,556692
Indiana,65-74,2016,11903,576378
Indiana,65-74,2017,12497,598944
Indiana,75-84,1999,16254,263559
Indiana,75-84,2000,16401,265880
Indiana,75-84,2001,16280,269722
Indiana,75-84,2002,16274,273169
Indiana,75-84,2003,16363,276375
Indiana,75-84,2004,15898,277551
Indiana,75-84,2005,15886,278966
Indiana,75-84,2006,15537,279173
Indiana,75-84,2007,14593,278151
Indiana,75-84,2008,15394,277105
Indiana,75-84,2009,14657,274136
Indiana,75-84,2010,14508,273501
Indiana,75-84,2011,14554,273520
Indiana,75-84,2012,14551,273667
Indiana,75-84,2013,14933,275677
Indiana,75-84,2014,14597,278910
Indiana,75-84,2015,14766,281625
Indiana,75-84,2016,14874,286716
Indiana,75-84,2017,15589,295886
Indiana,85+,1999,14799,90274
Indiana,85+,2000,14783,91558
Indiana,85+,2001,14963,93347
Indiana,85+,2002,15185,94209
Indiana,85+,2003,15373,95922
Indiana,85+,2004,14814,97216
Indiana,85+,2005,15578,99691
Indiana,85+,2006,15553,103320
Indiana,85+,2007,15374,106803
Indiana,85+,2008,16440,109917
Indiana,85+,2009,16243,113118
Indiana,85+,2010,16810,115272
Indiana,85+,2011,17588,119778
Indiana,85+,2012,18142,121927
Indiana,85+,2013,18382,124833
Indiana,85+,2014,18372,126423
Indiana,85+,2015,19051,127810
Indiana,85+,2016,18904,128469
Indiana,85+,2017,19367,130060
Indiana,NS,2003,10,
Iowa,0,1999,215,36894
Iowa,0,2000,247,37338
Iowa,0,2001,212,37930
Iowa,0,2002,199,37248
Iowa,0,2003,215,38153
Iowa,0,2004,195,38065
Iowa,0,2005,210,38292
Iowa,0,2006,208,40159
Iowa,0,2007,225,41057
Iowa,0,2008,228,40863
Iowa,0,2009,182,39835
Iowa,0,2010,189,39155
Iowa,0,2011,181,38365
Iowa,0,2012,205,37948
Iowa,0,2013,162,38178
Iowa,0,2014,191,38771
Iowa,0,2015,166,39518
Iowa,0,2016,240,39600
Iowa,0,2017,203,38976
Iowa,1-4,1999,47,149836
Iowa,1-4,2000,49,151075
Iowa,1-4,2001,46,150178
Iowa,1-4,2002,42,150206
Iowa,1-4,2003,40,150569
Iowa,1-4,2004,30,151340
Iowa,1-4,2005,40,152114
Iowa,1-4,2006,40,153152
Iowa,1-4,2007,43,155496
Iowa,1-4,2008,55,158389
Iowa,1-4,2009,47,161433
Iowa,1-4,2010,30,162968
Iowa,1-4,2011,41,160988
Iowa,1-4,2012,44,158418
Iowa,1-4,2013,35,156548
Iowa,1-4,2014,48,156569
Iowa,1-4,2015,40,157263
Iowa,1-4,2016,47,159815
Iowa,1-4,2017,37,160020
Iowa,5-14,1999,70,412848
Iowa,5-14,2000,74,413150
Iowa,5-14,2001,80,409287
Iowa,5-14,2002,70,406657
Iowa,5-14,2003,77,404160
Iowa,5-14,2004,77,402416
Iowa,5-14,2005,59,399517
Iowa,5-14,2006,46,398331
Iowa,5-14,2007,59,397416
Iowa,5-14,2008,50,398434
Iowa,5-14,2009,52,399876
Iowa,5-14,2010,45,401550
Iowa,5-14,2011,61,402480
Iowa,5-14,2012,53,405010
Iowa,5-14,2013,55,407375
Iowa,5-14,2014,48,408361
Iowa,5-14,2015,63,408743
Iowa,5-14,2016,57,407605
Iowa,5-14,2017,60,409303
Iowa,15-24,1999,309,428013
Iowa,15-24,2000,308,430083
Iowa,15-24,2001,269,434477
Iowa,15-24,2002,268,436257
Iowa,15-24,2003,282,439210
Iowa,15-24,2004,257,441966
Iowa,15-24,2005,307,441859
Iowa,15-24,2006,274,442380
Iowa,15-24,2007,257,437262
Iowa,15-24,2008,255,435239
Iowa,15-24,2009,229,432636
Iowa,15-24,2010,237,430187
Iowa,15-24,2011,249,433187
Iowa,15-24,2012,236,435867
Iowa,15-24,2013,227,439247
Iowa,15-24,2014,228,442690
Iowa,15-24,2015,247,445451
Iowa,15-24,2016,268,445808
Iowa,15-24,2017,272,444186
Iowa,25-34,1999,315,366236
Iowa,25-34,2000,273,363060
Iowa,25-34,2001,249,356466
Iowa,25-34,2002,278,353253
Iowa,25-34,2003,264,351501
Iowa,25-34,2004,280,349425
Iowa,25-34,2005,276,350690
Iowa,25-34,2006,264,352021
Iowa,25-34,2007,292,360633
Iowa,25-34,2008,324,368668
Iowa,25-34,2009,334,377041
Iowa,25-34,2010,319,382583
Iowa,25-34,2011,312,388238
Iowa,25-34,2012,341,390200
Iowa,25-34,2013,335,390593
Iowa,25-34,2014,343,392294
Iowa,25-34,2015,354,391509
Iowa,25-34,2016,409,394373
Iowa,25-34,2017,383,395643
Iowa,35-44,1999,660,448486
Iowa,35-44,2000,660,445199
Iowa,35-44,2001,693,436822
Iowa,35-44,2002,636,427032
Iowa,35-44,2003,652,416982
Iowa,35-44,2004,577,410225
Iowa,35-44,2005,603,402318
Iowa,35-44,2006,621,395815
Iowa,35-44,2007,604,387253
Iowa,35-44,2008,624,377667
Iowa,35-44,2009,598,368264
Iowa,35-44,2010,563,364548
Iowa,35-44,2011,571,360215
Iowa,35-44,2012,568,359269
Iowa,35-44,2013,568,361649
Iowa,35-44,2014,515,363219
Iowa,35-44,2015,558,366396
Iowa,35-44,2016,628,367535
Iowa,35-44,2017,606,373088
Iowa,45-54,1999,1213,382540
Iowa,45-54,2000,1320,392794
Iowa,45-54,2001,1309,408822
Iowa,45-54,2002,1372,413615
Iowa,45-54,2003,1521,420249
Iowa,45-54,2004,1464,426965
Iowa,45-54,2005,1537,433677
Iowa,45-54,2006,1491,439226
Iowa,45-54,2007,1535,441001
Iowa,45-54,2008,1629,442580
Iowa,45-54,2009,1541,442237
Iowa,45-54,2010,1665,439726
Iowa,45-54,2011,1597,432049
Iowa,45-54,2012,1538,423537
Iowa,45-54,2013,1591,414402
Iowa,45-54,2014,1557,406732
Iowa,45-54,2015,1446,398825
Iowa,45-54,2016,1460,389744
Iowa,45-54,2017,1463,380879
Iowa,55-64,1999,2231,255776
Iowa,55-64,2000,2211,257412
Iowa,55-64,2001,2158,262251
Iowa,55-64,2002,2204,275536
Iowa,55-64,2003,2434,286451
Iowa,55-64,2004,2346,297811
Iowa,55-64,2005,2442,309928
Iowa,55-64,2006,2543,323025
Iowa,55-64,2007,2619,336911
Iowa,55-64,2008,2719,348104
Iowa,55-64,2009,2795,361422
Iowa,55-64,2010,2830,372750
Iowa,55-64,2011,2960,389049
Iowa,55-64,2012,3103,393632
Iowa,55-64,2013,3149,401545
Iowa,55-64,2014,3221,407141
Iowa,55-64,2015,3300,413317
Iowa,55-64,2016,3404,415998
Iowa,55-64,2017,3456,417559
Iowa,65-74,1999,4768,213277
Iowa,65-74,2000,4705,211935
Iowa,65-74,2001,4624,209379
Iowa,65-74,2002,4400,207371
Iowa,65-74,2003,4251,206365
Iowa,65-74,2004,4035,206385
Iowa,65-74,2005,4073,206964
Iowa,65-74,2006,4006,208649
Iowa,65-74,2007,3917,211971
Iowa,65-74,2008,4181,217316
Iowa,65-74,2009,4142,222198
Iowa,65-74,2010,4183,224656
Iowa,65-74,2011,4248,228350
Iowa,65-74,2012,4111,240544
Iowa,65-74,2013,4486,250275
Iowa,65-74,2014,4714,259948
Iowa,65-74,2015,4853,270456
Iowa,65-74,2016,4908,281046
Iowa,65-74,2017,5282,291511
Iowa,75-84,1999,8692,158946
Iowa,75-84,2000,8331,159160
Iowa,75-84,2001,8263,160325
Iowa,75-84,2002,8378,160662
Iowa,75-84,2003,8040,160982
Iowa,75-84,2004,7852,160886
Iowa,75-84,2005,8110,159972
Iowa,75-84,2006,7744,159201
Iowa,75-84,2007,7525,158144
Iowa,75-84,2008,7642,156637
Iowa,75-84,2009,7317,154392
Iowa,75-84,2010,7205,153574
Iowa,75-84,2011,7167,152730
Iowa,75-84,2012,7161,152389
Iowa,75-84,2013,7141,152109
Iowa,75-84,2014,7160,152699
Iowa,75-84,2015,7199,153235
Iowa,75-84,2016,6933,154469
Iowa,75-84,2017,7261,155209
Iowa,85+,1999,9891,64782
Iowa,85+,2000,9882,65118
Iowa,85+,2001,9888,66060
Iowa,85+,2002,10131,66397
Iowa,85+,2003,10286,67377
Iowa,85+,2004,9784,68151
Iowa,85+,2005,10153,69123
Iowa,85+,2006,10125,70685
Iowa,85+,2007,10144,72068
Iowa,85+,2008,10834,72837
Iowa,85+,2009,10307,73536
Iowa,85+,2010,10479,74658
Iowa,85+,2011,10797,76658
Iowa,85+,2012,11029,77372
Iowa,85+,2013,11199,78495
Iowa,85+,2014,11165,78702
Iowa,85+,2015,11374,79186
Iowa,85+,2016,11184,78700
Iowa,85+,2017,11507,79337
Kansas,0,1999,283,37717
Kansas,0,2000,268,37977
Kansas,0,2001,287,38684
Kansas,0,2002,281,38496
Kansas,0,2003,262,38927
Kansas,0,2004,284,38836
Kansas,0,2005,294,38483
Kansas,0,2006,292,39345
Kansas,0,2007,333,41071
Kansas,0,2008,304,41248
Kansas,0,2009,289,41149
Kansas,0,2010,253,40786
Kansas,0,2011,247,39992
Kansas,0,2012,254,39830
Kansas,0,2013,250,39597
Kansas,0,2014,247,39922
Kansas,0,2015,232,38972
Kansas,0,2016,225,38202
Kansas,0,2017,221,38059
Kansas,1-4,1999,62,149485
Kansas,1-4,2000,63,150731
Kansas,1-4,2001,62,149905
Kansas,1-4,2002,63,152001
Kansas,1-4,2003,61,153257
Kansas,1-4,2004,61,153914
Kansas,1-4,2005,45,154514
Kansas,1-4,2006,49,153862
Kansas,1-4,2007,38,155170
Kansas,1-4,2008,66,158238
Kansas,1-4,2009,50,161618
Kansas,1-4,2010,62,164706
Kansas,1-4,2011,46,163663
Kansas,1-4,2012,42,163437
Kansas,1-4,2013,59,160809
Kansas,1-4,2014,37,160685
Kansas,1-4,2015,41,158508
Kansas,1-4,2016,35,156105
Kansas,1-4,2017,43,155080
Kansas,5-14,1999,80,400409
Kansas,5-14,2000,75,399592
Kansas,5-14,2001,70,396910
Kansas,5-14,2002,70,393454
Kansas,5-14,2003,65,391778
Kansas,5-14,2004,73,389397
Kansas,5-14,2005,75,387390
Kansas,5-14,2006,61,388231
Kansas,5-14,2007,62,391051
Kansas,5-14,2008,51,393869
Kansas,5-14,2009,68,398257
Kansas,5-14,2010,65,401331
Kansas,5-14,2011,62,401465
Kansas,5-14,2012,56,403341
Kansas,5-14,2013,66,405302
Kansas,5-14,2014,55,403548
Kansas,5-14,2015,62,402017
Kansas,5-14,2016,66,400746
Kansas,5-14,2017,64,400089
Kansas,15-24,1999,329,396325
Kansas,15-24,2000,336,400285
Kansas,15-24,2001,354,408275
Kansas,15-24,2002,357,413818
Kansas,15-24,2003,317,416813
Kansas,15-24,2004,315,419525
Kansas,15-24,2005,311,420941
Kansas,15-24,2006,320,420270
Kansas,15-24,2007,319,414472
Kansas,15-24,2008,350,413650
Kansas,15-24,2009,281,409723
Kansas,15-24,2010,310,408275
Kansas,15-24,2011,297,411997
Kansas,15-24,2012,305,414638
Kansas,15-24,2013,266,418659
Kansas,15-24,2014,286,420646
Kansas,15-24,2015,280,424297
Kansas,15-24,2016,292,417031
Kansas,15-24,2017,313,415579
Kansas,25-34,1999,341,351887
Kansas,25-34,2000,334,348853
Kansas,25-34,2001,323,343487
Kansas,25-34,2002,298,342814
Kansas,25-34,2003,298,341110
Kansas,25-34,2004,352,340723
Kansas,25-34,2005,331,338523
Kansas,25-34,2006,381,343137
Kansas,25-34,2007,342,351287
Kansas,25-34,2008,350,360888
Kansas,25-34,2009,420,370956
Kansas,25-34,2010,414,377720
Kansas,25-34,2011,410,383112
Kansas,25-34,2012,407,387451
Kansas,25-34,2013,405,387397
Kansas,25-34,2014,404,387893
Kansas,25-34,2015,420,387229
Kansas,25-34,2016,450,384606
Kansas,25-34,2017,485,383787
Kansas,35-44,1999,708,423950
Kansas,35-44,2000,732,420351
Kansas,35-44,2001,752,412400
Kansas,35-44,2002,815,402085
Kansas,35-44,2003,737,391506
Kansas,35-44,2004,695,383865
Kansas,35-44,2005,706,377045
Kansas,35-44,2006,682,370570
Kansas,35-44,2007,636,363340
Kansas,35-44,2008,601,356322
Kansas,35-44,2009,590,349360
Kansas,35-44,2010,571,346673
Kansas,35-44,2011,613,343294
Kansas,35-44,2012,615,343038
Kansas,35-44,2013,578,343815
Kansas,35-44,2014,566,344667
Kansas,35-44,2015,629,346113
Kansas,35-44,2016,618,347089
Kansas,35-44,2017,667,351767
Kansas,45-54,1999,1294,344157
Kansas,45-54,2000,1281,354147
Kansas,45-54,2001,1400,370908
Kansas,45-54,2002,1500,376928
Kansas,45-54,2003,1545,384264
Kansas,45-54,2004,1601,390810
Kansas,45-54,2005,1641,397798
Kansas,45-54,2006,1635,402650
Kansas,45-54,2007,1694,406909
Kansas,45-54,2008,1601,408413
Kansas,45-54,2009,1642,408687
Kansas,45-54,2010,1644,406264
Kansas,45-54,2011,1627,398902
Kansas,45-54,2012,1608,388791
Kansas,45-54,2013,1583,376468
Kansas,45-54,2014,1559,368739
Kansas,45-54,2015,1557,360892
Kansas,45-54,2016,1426,354323
Kansas,45-54,2017,1397,345555
Kansas,55-64,1999,2179,217720
Kansas,55-64,2000,2054,220253
Kansas,55-64,2001,2127,225990
Kansas,55-64,2002,2184,239555
Kansas,55-64,2003,2265,250711
Kansas,55-64,2004,2258,261557
Kansas,55-64,2005,2422,273620
Kansas,55-64,2006,2466,285458
Kansas,55-64,2007,2453,297973
Kansas,55-64,2008,2650,308123
Kansas,55-64,2009,2716,320851
Kansas,55-64,2010,2833,331247
Kansas,55-64,2011,2965,346152
Kansas,55-64,2012,2988,351110
Kansas,55-64,2013,3000,356847
Kansas,55-64,2014,3195,362462
Kansas,55-64,2015,3308,367203
Kansas,55-64,2016,3369,372194
Kansas,55-64,2017,3489,373644
Kansas,65-74,1999,4222,177263
Kansas,65-74,2000,4064,175916
Kansas,65-74,2001,4054,173913
Kansas,65-74,2002,3846,172173
Kansas,65-74,2003,3705,171498
Kansas,65-74,2004,3573,171760
Kansas,65-74,2005,3672,172127
Kansas,65-74,2006,3665,173676
Kansas,65-74,2007,3506,176402
Kansas,65-74,2008,3701,181532
Kansas,65-74,2009,3687,186880
Kansas,65-74,2010,3622,190389
Kansas,65-74,2011,3731,195260
Kansas,65-74,2012,4003,206830
Kansas,65-74,2013,4081,216544
Kansas,65-74,2014,4315,225583
Kansas,65-74,2015,4497,235268
Kansas,65-74,2016,4603,244996
Kansas,65-74,2017,4860,255057
Kansas,75-84,1999,6987,127928
Kansas,75-84,2000,7193,128543
Kansas,75-84,2001,7187,129646
Kansas,75-84,2002,7264,130184
Kansas,75-84,2003,7092,130599
Kansas,75-84,2004,6862,130854
Kansas,75-84,2005,6970,130622
Kansas,75-84,2006,6784,130113
Kansas,75-84,2007,6710,129050
Kansas,75-84,2008,6648,128029
Kansas,75-84,2009,6204,126537
Kansas,75-84,2010,6128,126409
Kansas,75-84,2011,6156,125995
Kansas,75-84,2012,6121,125271
Kansas,75-84,2013,6069,125528
Kansas,75-84,2014,6154,126049
Kansas,75-84,2015,6164,126517
Kansas,75-84,2016,6214,127193
Kansas,75-84,2017,6375,129564
Kansas,85+,1999,7987,51497
Kansas,85+,2000,8317,51770
Kansas,85+,2001,8031,52044
Kansas,85+,2002,8343,52027
Kansas,85+,2003,8246,52541
Kansas,85+,2004,7744,53132
Kansas,85+,2005,8214,54236
Kansas,85+,2006,8215,55619
Kansas,85+,2007,8398,57060
Kansas,85+,2008,8652,57764
Kansas,85+,2009,8076,58686
Kansas,85+,2010,8600,59318
Kansas,85+,2011,8960,61406
Kansas,85+,2012,8746,62168
Kansas,85+,2013,9057,62991
Kansas,85+,2014,8975,63827
Kansas,85+,2015,9474,64625
Kansas,85+,2016,8946,64804
Kansas,85+,2017,9148,64942
Kentucky,0,1999,411,52771
Kentucky,0,2000,401,53156
Kentucky,0,2001,325,54981
Kentucky,0,2002,392,53496
Kentucky,0,2003,381,54104
Kentucky,0,2004,378,55011
Kentucky,0,2005,375,55364
Kentucky,0,2006,438,56206
Kentucky,0,2007,397,58021
Kentucky,0,2008,402,58101
Kentucky,0,2009,397,56089
Kentucky,0,2010,379,55189
Kentucky,0,2011,350,56065
Kentucky,0,2012,398,55280
Kentucky,0,2013,355,54403
Kentucky,0,2014,398,55075
Kentucky,0,2015,375,55564
Kentucky,0,2016,370,54810
Kentucky,0,2017,355,54637
Kentucky,1-4,1999,59,212762
Kentucky,1-4,2000,75,212745
Kentucky,1-4,2001,83,212070
Kentucky,1-4,2002,75,214562
Kentucky,1-4,2003,85,216034
Kentucky,1-4,2004,81,216094
Kentucky,1-4,2005,88,217298
Kentucky,1-4,2006,74,217348
Kentucky,1-4,2007,64,219425
Kentucky,1-4,2008,68,223366
Kentucky,1-4,2009,77,225808
Kentucky,1-4,2010,74,227178
Kentucky,1-4,2011,88,225096
Kentucky,1-4,2012,67,224255
Kentucky,1-4,2013,59,220471
Kentucky,1-4,2014,54,221158
Kentucky,1-4,2015,69,221825
Kentucky,1-4,2016,68,220943
Kentucky,1-4,2017,55,222246
Kentucky,5-14,1999,121,558339
Kentucky,5-14,2000,106,558739
Kentucky,5-14,2001,124,557480
Kentucky,5-14,2002,101,557503
Kentucky,5-14,2003,111,559304
Kentucky,5-14,2004,102,557995
Kentucky,5-14,2005,103,557866
Kentucky,5-14,2006,89,560765
Kentucky,5-14,2007,103,560185
Kentucky,5-14,2008,105,563073
Kentucky,5-14,2009,93,564905
Kentucky,5-14,2010,100,567042
Kentucky,5-14,2011,76,567946
Kentucky,5-14,2012,96,569737
Kentucky,5-14,2013,83,569769
Kentucky,5-14,2014,96,565725
Kentucky,5-14,2015,94,561498
Kentucky,5-14,2016,99,561190
Kentucky,5-14,2017,93,561410
Kentucky,15-24,1999,459,573124
Kentucky,15-24,2000,543,572036
Kentucky,15-24,2001,508,580844
Kentucky,15-24,2002,553,583738
Kentucky,15-24,2003,565,583851
Kentucky,15-24,2004,611,586590
Kentucky,15-24,2005,577,587570
Kentucky,15-24,2006,565,582005
Kentucky,15-24,2007,525,586333
Kentucky,15-24,2008,466,585013
Kentucky,15-24,2009,493,585941
Kentucky,15-24,2010,462,586763
Kentucky,15-24,2011,451,591188
Kentucky,15-24,2012,511,592853
Kentucky,15-24,2013,415,596295
Kentucky,15-24,2014,458,600871
Kentucky,15-24,2015,490,596559
Kentucky,15-24,2016,560,593651
Kentucky,15-24,2017,502,590662
Kentucky,25-34,1999,655,570025
Kentucky,25-34,2000,691,568108
Kentucky,25-34,2001,712,556948
Kentucky,25-34,2002,756,552382
Kentucky,25-34,2003,810,550343
Kentucky,25-34,2004,805,552204
Kentucky,25-34,2005,787,554515
Kentucky,25-34,2006,889,555069
Kentucky,25-34,2007,829,558071
Kentucky,25-34,2008,789,558929
Kentucky,25-34,2009,817,564291
Kentucky,25-34,2010,874,566216
Kentucky,25-34,2011,887,569158
Kentucky,25-34,2012,891,567662
Kentucky,25-34,2013,857,564035
Kentucky,25-34,2014,870,565862
Kentucky,25-34,2015,1023,568388
Kentucky,25-34,2016,1047,575311
Kentucky,25-34,2017,1138,580996
Kentucky,35-44,1999,1378,641288
Kentucky,35-44,2000,1449,642665
Kentucky,35-44,2001,1526,637343
Kentucky,35-44,2002,1552,629240
Kentucky,35-44,2003,1576,620237
Kentucky,35-44,2004,1515,615348
Kentucky,35-44,2005,1539,609360
Kentucky,35-44,2006,1517,607472
Kentucky,35-44,2007,1520,602631
Kentucky,35-44,2008,1440,594012
Kentucky,35-44,2009,1487,583402
Kentucky,35-44,2010,1418,576662
Kentucky,35-44,2011,1471,570028
Kentucky,35-44,2012,1484,566136
Kentucky,35-44,2013,1393,564798
Kentucky,35-44,2014,1537,561197
Kentucky,35-44,2015,1532,559036
Kentucky,35-44,2016,1761,553030
Kentucky,35-44,2017,1748,550240
Kentucky,45-54,1999,2556,541439
Kentucky,45-54,2000,2679,556932
Kentucky,45-54,2001,2893,579011
Kentucky,45-54,2002,2922,584781
Kentucky,45-54,2003,2971,595970
Kentucky,45-54,2004,3082,603605
Kentucky,45-54,2005,3142,613982
Kentucky,45-54,2006,3191,624604
Kentucky,45-54,2007,3192,630641
Kentucky,45-54,2008,3429,638081
Kentucky,45-54,2009,3591,641717
Kentucky,45-54,2010,3630,643097
Kentucky,45-54,2011,3670,637556
Kentucky,45-54,2012,3629,627061
Kentucky,45-54,2013,3430,619528
Kentucky,45-54,2014,3582,610933
Kentucky,45-54,2015,3638,603912
Kentucky,45-54,2016,3645,596852
