outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
case,JAN 2022,202203,all_ages,vaccinated,666928,83709838.7,599439,26187831.15,,,,853.6087021,2409.502017,2.82272429,984.041248,2634.958953,2.677691569,,1
case,JAN 2022,202203,all_ages,vax with updated booster,,,599439,26187831.15,,,,,2409.502017,,,2634.958953,,,1
case,JAN 2022,202204,12-17,vaccinated,32047,6068706,51152,4821928,528.0697401,1060.820485,2.008864369,,,,,,,,0
case,JAN 2022,202204,12-17,vax with updated booster,,,51152,4821928,,1060.820485,,,,,,,,,0
case,JAN 2022,202204,18-29,vaccinated,80862,14197592,113607,8924496,569.5472866,1272.979449,2.235072449,,,,,,,,1
case,JAN 2022,202204,18-29,vax with updated booster,,,113607,8924496,,1272.979449,,,,,,,,,1
case,JAN 2022,202204,30-49,vaccinated,164029,26353294,162629,10061604,622.42314,1616.332744,2.596839095,,,,,,,,1
case,JAN 2022,202204,30-49,vax with updated booster,,,162629,10061604,,1616.332744,,,,,,,,,1
case,JAN 2022,202204,5-11,vaccinated,16523,2369952,78552,9956919,697.187116,788.9187408,1.131573896,,,,,,,,0
case,JAN 2022,202204,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,JAN 2022,202204,50-64,vaccinated,108200,22209789,85120,4826225.75,487.1725706,1763.697026,3.620271608,,,,,,,,1
case,JAN 2022,202204,50-64,vax with updated booster,,,85120,4826225.75,,1763.697026,,,,,,,,,1
case,JAN 2022,202204,65-79,vaccinated,61249,16462753.7,38839,1436462.3,372.045899,2703.795289,7.267370227,,,,,,,,1
case,JAN 2022,202204,65-79,vax with updated booster,,,38839,1436462.3,,2703.795289,,,,,,,,,1
case,JAN 2022,202204,80+,vaccinated,18824,4771502,12153,621751.1,394.5088989,1954.640691,4.954617493,,,,,,,,1
case,JAN 2022,202204,80+,vax with updated booster,,,12153,621751.1,,1954.640691,,,,,,,,,1
case,JAN 2022,202204,all_ages,vaccinated,433164,83994930.7,412348,25870539.15,,,,542.0676916,1723.527694,3.179543295,984.041248,2634.958953,2.677691569,,1
case,JAN 2022,202204,all_ages,vax with updated booster,,,412348,25870539.15,,,,,1723.527694,,,2634.958953,,,1
case,FEB 2022,202205,12-17,vaccinated,15560,6127389,24752,4767592,253.9417687,519.1719426,2.044452731,,,,,,,,0
case,FEB 2022,202205,12-17,vax with updated booster,,,24752,4767592,,519.1719426,,,,,,,,,0
case,FEB 2022,202205,18-29,vaccinated,42503,14271330,57706,8830916,297.8208758,653.4542962,2.19411851,,,,,,,,1
case,FEB 2022,202205,18-29,vax with updated booster,,,57706,8830916,,653.4542962,,,,,,,,,1
case,FEB 2022,202205,30-49,vaccinated,87486,26449758,83050,9953426,330.7629506,834.3860697,2.522610432,,,,,,,,1
case,FEB 2022,202205,30-49,vax with updated booster,,,83050,9953426,,834.3860697,,,,,,,,,1
case,FEB 2022,202205,5-11,vaccinated,9838,2533824,39734,9847247,388.2669041,403.5036391,1.039242941,,,,,,,,0
case,FEB 2022,202205,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,FEB 2022,202205,50-64,vaccinated,59466,22259491,46423,4779837.75,267.1489658,971.2254354,3.635520102,,,,,,,,1
case,FEB 2022,202205,50-64,vax with updated booster,,,46423,4779837.75,,971.2254354,,,,,,,,,1
case,FEB 2022,202205,65-79,vaccinated,37717,16479849.7,23451,1428697.3,228.8673786,1641.425374,7.171949905,,,,,,,,1
case,FEB 2022,202205,65-79,vax with updated booster,,,23451,1428697.3,,1641.425374,,,,,,,,,1
case,FEB 2022,202205,80+,vaccinated,12566,4775881,7929,618873.1,263.1137585,1281.199651,4.869375356,,,,,,,,1
case,FEB 2022,202205,80+,vax with updated booster,,,7929,618873.1,,1281.199651,,,,,,,,,1
case,FEB 2022,202205,all_ages,vaccinated,239738,84236309.7,218559,25611750.15,,,,294.9925642,944.2246713,3.200842278,160.0612264,510.7009147,3.190659763,,1
case,FEB 2022,202205,all_ages,vax with updated booster,,,218559,25611750.15,,,,,944.2246713,,,510.7009147,,,1
case,FEB 2022,202206,12-17,vaccinated,8815,6180808,13379,4728391,142.6188938,282.9503736,1.983961353,,,,,,,,0
case,FEB 2022,202206,12-17,vax with updated booster,,,13379,4728391,,282.9503736,,,,,,,,,0
case,FEB 2022,202206,18-29,vaccinated,25190,14341110,32871,8758445,175.6488863,375.3063472,2.136685037,,,,,,,,1
case,FEB 2022,202206,18-29,vax with updated booster,,,32871,8758445,,375.3063472,,,,,,,,,1
case,FEB 2022,202206,30-49,vaccinated,51063,26539184,46294,9866618,192.4060664,469.1982602,2.438583507,,,,,,,,1
case,FEB 2022,202206,30-49,vax with updated booster,,,46294,9866618,,469.1982602,,,,,,,,,1
case,FEB 2022,202206,5-11,vaccinated,6106,2699887,21549,9765393,226.1576133,220.6670023,0.9757221928,,,,,,,,0
case,FEB 2022,202206,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,FEB 2022,202206,50-64,vaccinated,35916,22303066,26982,4744290.75,161.0361553,568.7256836,3.531664567,,,,,,,,1
case,FEB 2022,202206,50-64,vax with updated booster,,,26982,4744290.75,,568.7256836,,,,,,,,,1
case,FEB 2022,202206,65-79,vaccinated,24779,16495008.7,15565,1423067.3,150.2211999,1093.764153,7.281023939,,,,,,,,1
case,FEB 2022,202206,65-79,vax with updated booster,,,15565,1423067.3,,1093.764153,,,,,,,,,1
case,FEB 2022,202206,80+,vaccinated,8844,4779436,5385,616481.1,185.042754,873.5060978,4.720563647,,,,,,,,1
case,FEB 2022,202206,80+,vax with updated booster,,,5385,616481.1,,873.5060978,,,,,,,,,1
case,FEB 2022,202206,all_ages,vaccinated,145792,84457804.7,127097,25408902.15,,,,176.8347055,565.496635,3.197882641,160.0612264,510.7009147,3.190659763,,1
case,FEB 2022,202206,all_ages,vax with updated booster,,,127097,25408902.15,,,,,565.496635,,,510.7009147,,,1
case,FEB 2022,202207,12-17,vaccinated,4982,6241616,7047,4687604,79.8190725,150.3326646,1.883417834,,,,,,,,0
case,FEB 2022,202207,12-17,vax with updated booster,,,7047,4687604,,150.3326646,,,,,,,,,0
case,FEB 2022,202207,18-29,vaccinated,15730,14417560,19599,8691363,109.103066,225.4997289,2.066850522,,,,,,,,1
case,FEB 2022,202207,18-29,vax with updated booster,,,19599,8691363,,225.4997289,,,,,,,,,1
case,FEB 2022,202207,30-49,vaccinated,29253,26635776,25070,9786620,109.8259724,256.1660716,2.332472602,,,,,,,,1
case,FEB 2022,202207,30-49,vax with updated booster,,,25070,9786620,,256.1660716,,,,,,,,,1
case,FEB 2022,202207,5-11,vaccinated,3659,2868713,10845,9699387,127.548486,111.8111897,0.8766171454,,,,,,,,0
case,FEB 2022,202207,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,FEB 2022,202207,50-64,vaccinated,20866,22348660,15344,4714097.75,93.36577674,325.4917656,3.486199944,,,,,,,,1
case,FEB 2022,202207,50-64,vax with updated booster,,,15344,4714097.75,,325.4917656,,,,,,,,,1
case,FEB 2022,202207,65-79,vaccinated,15220,16509214.7,9145,1418200.3,92.19093868,644.8313401,6.994519737,,,,,,,,1
case,FEB 2022,202207,65-79,vax with updated booster,,,9145,1418200.3,,644.8313401,,,,,,,,,1
case,FEB 2022,202207,80+,vaccinated,5775,4782999,3342,614413.1,120.7401465,543.933715,4.504994657,,,,,,,,1
case,FEB 2022,202207,80+,vax with updated booster,,,3342,614413.1,,543.933715,,,,,,,,,1
case,FEB 2022,202207,all_ages,vaccinated,86844,84694209.7,72500,25224694.15,,,,104.6245065,325.200036,3.108258735,160.0612264,510.7009147,3.190659763,,1
case,FEB 2022,202207,all_ages,vax with updated booster,,,72500,25224694.15,,,,,325.200036,,,510.7009147,,,1
case,FEB 2022,202208,12-17,vaccinated,2615,6295098,3755,4651971,41.54025879,80.71847395,1.943138447,,,,,,,,0
case,FEB 2022,202208,12-17,vax with updated booster,,,3755,4651971,,80.71847395,,,,,,,,,0
case,FEB 2022,202208,18-29,vaccinated,10003,14488651,12059,8636436,69.04024398,139.6293564,2.022434283,,,,,,,,1
case,FEB 2022,202208,18-29,vax with updated booster,,,12059,8636436,,139.6293564,,,,,,,,,1
case,FEB 2022,202208,30-49,vaccinated,17755,26723411,15213,9721014,66.43987177,156.4960199,2.35545337,,,,,,,,1
case,FEB 2022,202208,30-49,vax with updated booster,,,15213,9721014,,156.4960199,,,,,,,,,1
case,FEB 2022,202208,5-11,vaccinated,1961,3015593,5626,9639905,65.02866932,58.36157099,0.897474477,,,,,,,,0
case,FEB 2022,202208,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,FEB 2022,202208,50-64,vaccinated,12898,22387739,9063,4689510.75,57.61189194,193.2610987,3.35453484,,,,,,,,1
case,FEB 2022,202208,50-64,vax with updated booster,,,9063,4689510.75,,193.2610987,,,,,,,,,1
case,FEB 2022,202208,65-79,vaccinated,9814,16521487.7,5626,1414789.55,59.4014303,397.6563157,6.694389575,,,,,,,,1
case,FEB 2022,202208,65-79,vax with updated booster,,,5626,1414789.55,,397.6563157,,,,,,,,,1
case,FEB 2022,202208,80+,vaccinated,3891,4785923,2252,612779.1,81.30093192,367.5060067,4.52031727,,,,,,,,1
case,FEB 2022,202208,80+,vax with updated booster,,,2252,612779.1,,367.5060067,,,,,,,,,1
case,FEB 2022,202208,all_ages,vaccinated,54361,84907211.7,44213,25074529.4,,,,65.00286721,199.9921774,3.076667014,160.0612264,510.7009147,3.190659763,,1
case,FEB 2022,202208,all_ages,vax with updated booster,,,44213,25074529.4,,,,,199.9921774,,,510.7009147,,,1
case,MAR 2022,202209,12-17,vaccinated,2129,6339296,2696,4626487,33.58417086,58.27315628,1.73513756,,,,,,,,0
case,MAR 2022,202209,12-17,vax with updated booster,,,2696,4626487,,58.27315628,,,,,,,,,0
case,MAR 2022,202209,18-29,vaccinated,7579,14552959,8046,8588565,52.07875594,93.68270485,1.798866028,,,,,,,,1
case,MAR 2022,202209,18-29,vax with updated booster,,,8046,8588565,,93.68270485,,,,,,,,,1
case,MAR 2022,202209,30-49,vaccinated,12548,26800255,10014,9666443,46.82045003,103.5955004,2.212612232,,,,,,,,1
case,MAR 2022,202209,30-49,vax with updated booster,,,10014,9666443,,103.5955004,,,,,,,,,1
case,MAR 2022,202209,5-11,vaccinated,1745,3131575,3844,9595409,55.72275931,40.06082492,0.7189311049,,,,,,,,0
case,MAR 2022,202209,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,MAR 2022,202209,50-64,vaccinated,9098,22420914,6339,4669814.75,40.57818517,135.7441427,3.345249231,,,,,,,,1
case,MAR 2022,202209,50-64,vax with updated booster,,,6339,4669814.75,,135.7441427,,,,,,,,,1
case,MAR 2022,202209,65-79,vaccinated,6915,16532723.7,3931,1411976.55,41.82613903,278.4040571,6.656221768,,,,,,,,1
case,MAR 2022,202209,65-79,vax with updated booster,,,3931,1411976.55,,278.4040571,,,,,,,,,1
case,MAR 2022,202209,80+,vaccinated,2640,4788828,1476,611322.1,55.12831114,241.4439131,4.379671862,,,,,,,,1
case,MAR 2022,202209,80+,vax with updated booster,,,1476,611322.1,,241.4439131,,,,,,,,,1
case,MAR 2022,202209,all_ages,vaccinated,38780,85095679.7,29806,24948121.4,,,,46.44105695,136.0556921,2.929642454,41.51242816,93.65931406,2.256175276,,1
case,MAR 2022,202209,all_ages,vax with updated booster,,,29806,24948121.4,,,,,136.0556921,,,93.65931406,,,1
case,MAR 2022,202210,12-17,vaccinated,1561,6377088,1864,4607238,24.47825716,40.45807922,1.652816986,,,,,,,,0
case,MAR 2022,202210,12-17,vax with updated booster,,,1864,4607238,,40.45807922,,,,,,,,,0
case,MAR 2022,202210,18-29,vaccinated,5670,14606129,5354,8549832,38.8193203,62.62111349,1.613142966,,,,,,,,1
case,MAR 2022,202210,18-29,vax with updated booster,,,5354,8549832,,62.62111349,,,,,,,,,1
case,MAR 2022,202210,30-49,vaccinated,9490,26862248,6587,9623931,35.32839098,68.44396536,1.937364354,,,,,,,,1
case,MAR 2022,202210,30-49,vax with updated booster,,,6587,9623931,,68.44396536,,,,,,,,,1
case,MAR 2022,202210,5-11,vaccinated,1410,3224239,2797,9558407,43.73124945,29.26219819,0.6691370257,,,,,,,,0
case,MAR 2022,202210,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,MAR 2022,202210,50-64,vaccinated,6747,22447874,4043,4654493.75,30.05629843,86.86229303,2.889986378,,,,,,,,1
case,MAR 2022,202210,50-64,vax with updated booster,,,4043,4654493.75,,86.86229303,,,,,,,,,1
case,MAR 2022,202210,65-79,vaccinated,5092,16541906.7,2452,1409649.55,30.78242486,173.9439423,5.650755037,,,,,,,,1
case,MAR 2022,202210,65-79,vax with updated booster,,,2452,1409649.55,,173.9439423,,,,,,,,,1
case,MAR 2022,202210,80+,vaccinated,1901,4791159,949,610111.1,39.6772472,155.5454408,3.920267957,,,,,,,,1
case,MAR 2022,202210,80+,vax with updated booster,,,949,610111.1,,155.5454408,,,,,,,,,1
case,MAR 2022,202210,all_ages,vaccinated,28900,85249316.7,19385,24848017.4,,,,34.6420127,88.04548578,2.54158113,41.51242816,93.65931406,2.256175276,,1
case,MAR 2022,202210,all_ages,vax with updated booster,,,19385,24848017.4,,,,,88.04548578,,,93.65931406,,,1
case,MAR 2022,202211,12-17,vaccinated,1866,6407015,1820,4590080,29.12432701,39.65072504,1.361429743,,,,,,,,0
case,MAR 2022,202211,12-17,vax with updated booster,,,1820,4590080,,39.65072504,,,,,,,,,0
case,MAR 2022,202211,18-29,vaccinated,5484,14649960,4589,8515485,37.43354931,53.89006028,1.439619306,,,,,,,,1
case,MAR 2022,202211,18-29,vax with updated booster,,,4589,8515485,,53.89006028,,,,,,,,,1
case,MAR 2022,202211,30-49,vaccinated,9866,26913232,5974,9586306,36.65854774,62.31806078,1.69995989,,,,,,,,1
case,MAR 2022,202211,30-49,vax with updated booster,,,5974,9586306,,62.31806078,,,,,,,,,1
case,MAR 2022,202211,5-11,vaccinated,1481,3292981,2575,9528752,44.97444717,27.0234759,0.600862881,,,,,,,,0
case,MAR 2022,202211,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,MAR 2022,202211,50-64,vaccinated,6723,22469179,3436,4641193.75,29.92098643,74.03267748,2.474272619,,,,,,,,1
case,MAR 2022,202211,50-64,vax with updated booster,,,3436,4641193.75,,74.03267748,,,,,,,,,1
case,MAR 2022,202211,65-79,vaccinated,4551,16549458.7,2161,1407499.55,27.49938885,153.534685,5.583203533,,,,,,,,1
case,MAR 2022,202211,65-79,vax with updated booster,,,2161,1407499.55,,153.534685,,,,,,,,,1
case,MAR 2022,202211,80+,vaccinated,1631,4793165,810,609028.1,34.02762058,132.9987894,3.908553907,,,,,,,,1
case,MAR 2022,202211,80+,vax with updated booster,,,810,609028.1,,132.9987894,,,,,,,,,1
case,MAR 2022,202211,all_ages,vaccinated,28255,85374994.7,16970,24759512.4,,,,34.19832274,77.47509189,2.265464669,41.51242816,93.65931406,2.256175276,,1
case,MAR 2022,202211,all_ages,vax with updated booster,,,16970,24759512.4,,,,,77.47509189,,,93.65931406,,,1
case,MAR 2022,202212,12-17,vaccinated,2039,6430360,2005,4570312,31.70895564,43.87009027,1.383523657,,,,,,,,0
case,MAR 2022,202212,12-17,vax with updated booster,,,2005,4570312,,43.87009027,,,,,,,,,0
case,MAR 2022,202212,18-29,vaccinated,7954,14685990,5662,8481406,54.16046177,66.75779936,1.232592876,,,,,,,,1
case,MAR 2022,202212,18-29,vax with updated booster,,,5662,8481406,,66.75779936,,,,,,,,,1
case,MAR 2022,202212,30-49,vaccinated,11930,26954653,6259,9549224,44.25951987,65.54459294,1.480915137,,,,,,,,1
case,MAR 2022,202212,30-49,vax with updated booster,,,6259,9549224,,65.54459294,,,,,,,,,1
case,MAR 2022,202212,5-11,vaccinated,1711,3347198,2969,9499884,51.11738236,31.25301319,0.6113969799,,,,,,,,0
case,MAR 2022,202212,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,MAR 2022,202212,50-64,vaccinated,7826,22486252,3463,4627901.75,34.80348793,74.82872773,2.150035303,,,,,,,,1
case,MAR 2022,202212,50-64,vax with updated booster,,,3463,4627901.75,,74.82872773,,,,,,,,,1
case,MAR 2022,202212,65-79,vaccinated,4993,16555737.7,1940,1405451.55,30.1587286,138.0339294,4.576914738,,,,,,,,1
case,MAR 2022,202212,65-79,vax with updated booster,,,1940,1405451.55,,138.0339294,,,,,,,,,1
case,MAR 2022,202212,80+,vaccinated,1703,4794839,662,607958.1,35.51735522,108.889083,3.065799306,,,,,,,,1
case,MAR 2022,202212,80+,vax with updated booster,,,662,607958.1,,108.889083,,,,,,,,,1
case,MAR 2022,202212,all_ages,vaccinated,34406,85477471.7,17986,24671941.4,,,,42.32500142,78.71516634,1.859779414,41.51242816,93.65931406,2.256175276,,1
case,MAR 2022,202212,all_ages,vax with updated booster,,,17986,24671941.4,,,,,78.71516634,,,93.65931406,,,1
case,MAR 2022,202213,12-17,vaccinated,2281,6450940,1881,4548147,35.35918796,41.3575023,1.169639482,,,,,,,,0
case,MAR 2022,202213,12-17,vax with updated booster,,,1881,4548147,,41.3575023,,,,,,,,,0
case,MAR 2022,202213,18-29,vaccinated,8951,14718824,6484,8450472,60.81328237,76.72944186,1.261721763,,,,,,,,1
case,MAR 2022,202213,18-29,vax with updated booster,,,6484,8450472,,76.72944186,,,,,,,,,1
case,MAR 2022,202213,30-49,vaccinated,14422,26991530,7227,9515447,53.4315765,75.9501892,1.421447657,,,,,,,,1
case,MAR 2022,202213,30-49,vax with updated booster,,,7227,9515447,,75.9501892,,,,,,,,,1
case,MAR 2022,202213,5-11,vaccinated,1901,3393654,2638,9468157,56.01631751,27.86181091,0.4973874068,,,,,,,,0
case,MAR 2022,202213,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,MAR 2022,202213,50-64,vaccinated,9585,22501228,3782,4614771.75,42.59767511,81.95421583,1.92391288,,,,,,,,1
case,MAR 2022,202213,50-64,vax with updated booster,,,3782,4614771.75,,81.95421583,,,,,,,,,1
case,MAR 2022,202213,65-79,vaccinated,5918,16561290.7,1971,1402867.55,35.73392984,140.4979394,3.931779684,,,,,,,,1
case,MAR 2022,202213,65-79,vax with updated booster,,,1971,1402867.55,,140.4979394,,,,,,,,,1
case,MAR 2022,202213,80+,vaccinated,1826,4796356,771,606785.1,38.07056857,127.0631069,3.33756788,,,,,,,,1
case,MAR 2022,202213,80+,vax with updated booster,,,771,606785.1,,127.0631069,,,,,,,,,1
case,MAR 2022,202213,all_ages,vaccinated,40702,85569228.7,20235,24590343.4,,,,49.92694691,87.71811142,1.756929211,41.51242816,93.65931406,2.256175276,,1
case,MAR 2022,202213,all_ages,vax with updated booster,,,20235,24590343.4,,,,,87.71811142,,,93.65931406,,,1
case,APR 2022,202214,12-17,vaccinated,2979,6468971,2288,4529049,46.05060063,50.51833177,1.097017869,,,,,,,,0
case,APR 2022,202214,12-17,vax with updated booster,,,2288,4529049,,50.51833177,,,,,,,,,0
case,APR 2022,202214,18-29,vaccinated,11703,14745543,8111,8421408,79.36635497,96.31406055,1.213537658,,,,,,,,1
case,APR 2022,202214,18-29,vax with updated booster,,,8111,8421408,,96.31406055,,,,,,,,,1
case,APR 2022,202214,30-49,vaccinated,19253,27021639,8968,9485002,71.25030425,94.54926841,1.32700161,,,,,,,,1
case,APR 2022,202214,30-49,vax with updated booster,,,8968,9485002,,94.54926841,,,,,,,,,1
case,APR 2022,202214,5-11,vaccinated,2496,3434605,3173,9425919,72.67211222,33.66250018,0.4632107028,,,,,,,,0
case,APR 2022,202214,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,APR 2022,202214,50-64,vaccinated,13300,22514097,4870,4596656.75,59.07409922,105.9465665,1.793452086,,,,,,,,1
case,APR 2022,202214,50-64,vax with updated booster,,,4870,4596656.75,,105.9465665,,,,,,,,,1
case,APR 2022,202214,65-79,vaccinated,8140,16566715.7,2473,1395853.55,49.13466343,177.1675832,3.605755507,,,,,,,,1
case,APR 2022,202214,65-79,vax with updated booster,,,2473,1395853.55,,177.1675832,,,,,,,,,1
case,APR 2022,202214,80+,vaccinated,2649,4797998,875,603545.1,55.21052739,144.9767383,2.625889393,,,,,,,,1
case,APR 2022,202214,80+,vax with updated booster,,,875,603545.1,,144.9767383,,,,,,,,,1
case,APR 2022,202214,all_ages,vaccinated,55045,85645992.7,25297,24502465.4,,,,67.04867807,109.8535619,1.63841503,95.23160592,156.2879856,1.641135672,,1
case,APR 2022,202214,all_ages,vax with updated booster,,,25297,24502465.4,,,,,109.8535619,,,156.2879856,,,1
case,APR 2022,202215,12-17,vaccinated,3466,6483697,2453,4515914,53.45715569,54.31901493,1.01612243,,,,,,,,0
case,APR 2022,202215,12-17,vax with updated booster,,,2453,4515914,,54.31901493,,,,,,,,,0
case,APR 2022,202215,18-29,vaccinated,14726,14769040,9936,8392580,99.70857957,118.3902924,1.187363143,,,,,,,,1
case,APR 2022,202215,18-29,vax with updated booster,,,9936,8392580,,118.3902924,,,,,,,,,1
case,APR 2022,202215,30-49,vaccinated,25255,27047648,11315,9454819,93.37225921,119.6744221,1.281691405,,,,,,,,1
case,APR 2022,202215,30-49,vax with updated booster,,,11315,9454819,,119.6744221,,,,,,,,,1
case,APR 2022,202215,5-11,vaccinated,3036,3467690,3724,9404069,87.55107867,39.59987958,0.4523060159,,,,,,,,0
case,APR 2022,202215,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,APR 2022,202215,50-64,vaccinated,18144,22530023,6240,4577783.75,80.53254096,136.3105018,1.692613944,,,,,,,,1
case,APR 2022,202215,50-64,vax with updated booster,,,6240,4577783.75,,136.3105018,,,,,,,,,1
case,APR 2022,202215,65-79,vaccinated,11217,16576298.7,3204,1388052.55,67.66890609,230.8269957,3.411123499,,,,,,,,1
case,APR 2022,202215,65-79,vax with updated booster,,,3204,1388052.55,,230.8269957,,,,,,,,,1
case,APR 2022,202215,80+,vaccinated,3870,4801619,1162,599518.1,80.59781503,193.8223383,2.404808843,,,,,,,,1
case,APR 2022,202215,80+,vax with updated booster,,,1162,599518.1,,193.8223383,,,,,,,,,1
case,APR 2022,202215,all_ages,vaccinated,73212,85724628.7,31857,24412753.4,,,,88.34965293,140.0215276,1.584856567,95.23160592,156.2879856,1.641135672,,1
