cause,date,age,dead
A-Q,2006-03,1,239
A-Q,2006-03,5,295
A-Q,2006-03,15,628
A-Q,2006-03,25,1418
A-Q,2006-03,35,4671
A-Q,2006-03,45,13311
A-Q,2006-03,55,23096
A-Q,2006-03,65,34143
A-Q,2006-03,75,60485
A-Q,2006-03,85,64259
A-Q,2006-04,0,1948
A-Q,2006-04,1,206
A-Q,2006-04,5,294
A-Q,2006-04,15,598
A-Q,2006-04,25,1319
A-Q,2006-04,35,4408
A-Q,2006-04,45,12405
A-Q,2006-04,55,21345
A-Q,2006-04,65,31303
A-Q,2006-04,75,54273
A-Q,2006-04,85,56490
A-Q,2006-05,0,1944
A-Q,2006-05,1,188
A-Q,2006-05,5,253
A-Q,2006-05,15,607
A-Q,2006-05,25,1343
A-Q,2006-05,35,4405
A-Q,2006-05,45,12715
A-Q,2006-05,55,21941
A-Q,2006-05,65,31464
A-Q,2006-05,75,53401
A-Q,2006-05,85,54236
A-Q,2006-06,0,2007
A-Q,2006-06,1,167
A-Q,2006-06,5,242
A-Q,2006-06,15,623
A-Q,2006-06,25,1341
A-Q,2006-06,35,4124
A-Q,2006-06,45,12162
A-Q,2006-06,55,20604
A-Q,2006-06,65,29174
A-Q,2006-06,75,49501
A-Q,2006-06,85,50487
A-Q,2006-07,0,2035
A-Q,2006-07,1,172
A-Q,2006-07,5,243
A-Q,2006-07,15,573
A-Q,2006-07,25,1377
A-Q,2006-07,35,4434
A-Q,2006-07,45,12501
A-Q,2006-07,55,21538
A-Q,2006-07,65,29860
A-Q,2006-07,75,50490
A-Q,2006-07,85,51883
A-Q,2006-08,0,2004
A-Q,2006-08,1,156
A-Q,2006-08,5,236
A-Q,2006-08,15,589
A-Q,2006-08,25,1312
A-Q,2006-08,35,4307
A-Q,2006-08,45,12295
A-Q,2006-08,55,20988
A-Q,2006-08,65,29864
A-Q,2006-08,75,49624
A-Q,2006-08,85,51124
A-Q,2006-09,0,1938
A-Q,2006-09,1,157
A-Q,2006-09,5,216
A-Q,2006-09,15,569
A-Q,2006-09,25,1290
A-Q,2006-09,35,4212
A-Q,2006-09,45,12043
A-Q,2006-09,55,20554
A-Q,2006-09,65,29522
A-Q,2006-09,75,49038
A-Q,2006-09,85,51129
A-Q,2006-10,0,1944
A-Q,2006-10,1,182
A-Q,2006-10,5,217
A-Q,2006-10,15,657
A-Q,2006-10,25,1318
A-Q,2006-10,35,4330
A-Q,2006-10,45,12679
A-Q,2006-10,55,22164
A-Q,2006-10,65,31182
A-Q,2006-10,75,53399
A-Q,2006-10,85,55990
A-Q,2006-11,0,1911
A-Q,2006-11,1,190
A-Q,2006-11,5,230
A-Q,2006-11,15,579
A-Q,2006-11,25,1289
A-Q,2006-11,35,4250
A-Q,2006-11,45,12517
A-Q,2006-11,55,21658
A-Q,2006-11,65,30899
A-Q,2006-11,75,53056
A-Q,2006-11,85,56203
A-Q,2006-12,0,1991
A-Q,2006-12,1,218
A-Q,2006-12,5,300
A-Q,2006-12,15,665
A-Q,2006-12,25,1445
A-Q,2006-12,35,4436
A-Q,2006-12,45,13357
A-Q,2006-12,55,23206
A-Q,2006-12,65,33128
A-Q,2006-12,75,57032
A-Q,2006-12,85,61449
A-Q,2007-01,0,2012
A-Q,2007-01,1,218
A-Q,2007-01,5,260
A-Q,2007-01,15,644
A-Q,2007-01,25,1444
A-Q,2007-01,35,4445
A-Q,2007-01,45,13303
A-Q,2007-01,55,23914
A-Q,2007-01,65,34265
A-Q,2007-01,75,58949
A-Q,2007-01,85,64678
A-Q,2007-02,0,1790
A-Q,2007-02,1,225
A-Q,2007-02,5,307
A-Q,2007-02,15,593
A-Q,2007-02,25,1289
A-Q,2007-02,35,4119
A-Q,2007-02,45,12483
A-Q,2007-02,55,22067
A-Q,2007-02,65,31304
A-Q,2007-02,75,53959
A-Q,2007-02,85,60009
A-Q,2007-03,0,2089
A-Q,2007-03,1,238
A-Q,2007-03,5,302
A-Q,2007-03,15,621
A-Q,2007-03,25,1344
A-Q,2007-03,35,4369
A-Q,2007-03,45,13178
A-Q,2007-03,55,23240
A-Q,2007-03,65,33462
A-Q,2007-03,75,57587
A-Q,2007-03,85,63196
A-Q,2007-04,0,1979
A-Q,2007-04,1,232
A-Q,2007-04,5,279
A-Q,2007-04,15,601
A-Q,2007-04,25,1285
A-Q,2007-04,35,4190
A-Q,2007-04,45,12471
A-Q,2007-04,55,21954
A-Q,2007-04,65,31434
A-Q,2007-04,75,53054
A-Q,2007-04,85,57788
A-Q,2007-05,0,2108
A-Q,2007-05,1,180
A-Q,2007-05,5,259
A-Q,2007-05,15,575
A-Q,2007-05,25,1346
A-Q,2007-05,35,4161
A-Q,2007-05,45,12421
A-Q,2007-05,55,21849
A-Q,2007-05,65,30843
A-Q,2007-05,75,52452
A-Q,2007-05,85,55189
A-Q,2007-06,0,1913
A-Q,2007-06,1,178
A-Q,2007-06,5,267
A-Q,2007-06,15,596
A-Q,2007-06,25,1215
A-Q,2007-06,35,4038
A-Q,2007-06,45,11965
A-Q,2007-06,55,20986
A-Q,2007-06,65,29434
A-Q,2007-06,75,48363
A-Q,2007-06,85,51051
A-Q,2007-07,0,1961
A-Q,2007-07,1,184
A-Q,2007-07,5,246
A-Q,2007-07,15,595
A-Q,2007-07,25,1340
A-Q,2007-07,35,4141
A-Q,2007-07,45,12333
A-Q,2007-07,55,21372
A-Q,2007-07,65,29788
A-Q,2007-07,75,49212
A-Q,2007-07,85,51955
A-Q,2007-08,0,2086
A-Q,2007-08,1,182
A-Q,2007-08,5,244
A-Q,2007-08,15,579
A-Q,2007-08,25,1232
A-Q,2007-08,35,4190
A-Q,2007-08,45,12269
A-Q,2007-08,55,21524
A-Q,2007-08,65,29824
A-Q,2007-08,75,48990
A-Q,2007-08,85,51612
A-Q,2007-09,0,1918
A-Q,2007-09,1,160
A-Q,2007-09,5,268
A-Q,2007-09,15,553
A-Q,2007-09,25,1257
A-Q,2007-09,35,4068
A-Q,2007-09,45,12042
A-Q,2007-09,55,20974
A-Q,2007-09,65,29041
A-Q,2007-09,75,48189
A-Q,2007-09,85,51957
A-Q,2007-10,0,1964
A-Q,2007-10,1,174
A-Q,2007-10,5,234
A-Q,2007-10,15,570
A-Q,2007-10,25,1254
A-Q,2007-10,35,4113
A-Q,2007-10,45,12469
A-Q,2007-10,55,22120
A-Q,2007-10,65,30765
A-Q,2007-10,75,51222
A-Q,2007-10,85,55294
A-Q,2007-11,0,2008
A-Q,2007-11,1,230
A-Q,2007-11,5,279
A-Q,2007-11,15,602
A-Q,2007-11,25,1269
A-Q,2007-11,35,3935
A-Q,2007-11,45,12299
A-Q,2007-11,55,21978
A-Q,2007-11,65,30740
A-Q,2007-11,75,51795
A-Q,2007-11,85,57146
A-Q,2007-12,0,1946
A-Q,2007-12,1,207
A-Q,2007-12,5,297
A-Q,2007-12,15,581
A-Q,2007-12,25,1331
A-Q,2007-12,35,4211
A-Q,2007-12,45,13210
A-Q,2007-12,55,23639
A-Q,2007-12,65,33556
A-Q,2007-12,75,56102
A-Q,2007-12,85,62666
A-Q,2008-01,0,2029
A-Q,2008-01,1,233
A-Q,2008-01,5,302
A-Q,2008-01,15,686
A-Q,2008-01,25,1435
A-Q,2008-01,35,4342
A-Q,2008-01,45,13426
A-Q,2008-01,55,24037
A-Q,2008-01,65,34425
A-Q,2008-01,75,58328
A-Q,2008-01,85,66064
A-Q,2008-02,0,1894
A-Q,2008-02,1,249
A-Q,2008-02,5,316
A-Q,2008-02,15,659
A-Q,2008-02,25,1377
A-Q,2008-02,35,4246
A-Q,2008-02,45,13247
A-Q,2008-02,55,23970
A-Q,2008-02,65,34010
A-Q,2008-02,75,57785
A-Q,2008-02,85,67634
A-Q,2008-03,0,1988
A-Q,2008-03,1,248
A-Q,2008-03,5,303
A-Q,2008-03,15,661
A-Q,2008-03,25,1385
A-Q,2008-03,35,4319
A-Q,2008-03,45,13541
A-Q,2008-03,55,24414
A-Q,2008-03,65,35105
A-Q,2008-03,75,60346
A-Q,2008-03,85,71670
A-Q,2008-04,0,1832
A-Q,2008-04,1,213
A-Q,2008-04,5,291
A-Q,2008-04,15,571
A-Q,2008-04,25,1304
A-Q,2008-04,35,3900
A-Q,2008-04,45,12345
A-Q,2008-04,55,22301
A-Q,2008-04,65,31654
A-Q,2008-04,75,53146
A-Q,2008-04,85,60707
A-Q,2008-05,0,1981
A-Q,2008-05,1,210
A-Q,2008-05,5,229
A-Q,2008-05,15,583
A-Q,2008-05,25,1300
A-Q,2008-05,35,3985
A-Q,2008-05,45,12420
A-Q,2008-05,55,22410
A-Q,2008-05,65,31709
A-Q,2008-05,75,51422
A-Q,2008-05,85,57148
A-Q,2008-06,0,1899
A-Q,2008-06,1,186
A-Q,2008-06,5,211
A-Q,2008-06,15,548
A-Q,2008-06,25,1227
A-Q,2008-06,35,3726
A-Q,2008-06,45,11995
A-Q,2008-06,55,21543
A-Q,2008-06,65,30090
A-Q,2008-06,75,48177
A-Q,2008-06,85,52544
A-Q,2008-07,0,1890
A-Q,2008-07,1,147
A-Q,2008-07,5,233
A-Q,2008-07,15,540
A-Q,2008-07,25,1284
A-Q,2008-07,35,3884
A-Q,2008-07,45,12146
A-Q,2008-07,55,21867
A-Q,2008-07,65,30288
A-Q,2008-07,75,48177
A-Q,2008-07,85,52463
A-Q,2008-08,0,1948
A-Q,2008-08,1,178
A-Q,2008-08,5,224
A-Q,2008-08,15,590
A-Q,2008-08,25,1282
A-Q,2008-08,35,3877
A-Q,2008-08,45,12181
A-Q,2008-08,55,21858
A-Q,2008-08,65,30488
A-Q,2008-08,75,48050
A-Q,2008-08,85,52446
A-Q,2008-09,0,1790
A-Q,2008-09,1,175
A-Q,2008-09,5,240
A-Q,2008-09,15,587
A-Q,2008-09,25,1232
A-Q,2008-09,35,3698
A-Q,2008-09,45,11936
A-Q,2008-09,55,21130
A-Q,2008-09,65,29747
A-Q,2008-09,75,47455
A-Q,2008-09,85,51885
A-Q,2008-10,0,1876
A-Q,2008-10,1,185
A-Q,2008-10,5,221
A-Q,2008-10,15,562
A-Q,2008-10,25,1319
A-Q,2008-10,35,3859
A-Q,2008-10,45,12380
A-Q,2008-10,55,22482
A-Q,2008-10,65,31516
A-Q,2008-10,75,50828
A-Q,2008-10,85,56932
A-Q,2008-11,0,1809
A-Q,2008-11,1,212
A-Q,2008-11,5,212
A-Q,2008-11,15,592
A-Q,2008-11,25,1268
A-Q,2008-11,35,3784
A-Q,2008-11,45,12355
A-Q,2008-11,55,22651
A-Q,2008-11,65,31804
A-Q,2008-11,75,51085
A-Q,2008-11,85,57761
A-Q,2008-12,0,1804
A-Q,2008-12,1,239
A-Q,2008-12,5,240
A-Q,2008-12,15,663
A-Q,2008-12,25,1331
A-Q,2008-12,35,4093
A-Q,2008-12,45,13233
A-Q,2008-12,55,24331
A-Q,2008-12,65,34746
A-Q,2008-12,75,55107
A-Q,2008-12,85,63707
A-Q,2009-01,0,1857
A-Q,2009-01,1,200
A-Q,2009-01,5,267
A-Q,2009-01,15,599
A-Q,2009-01,25,1463
A-Q,2009-01,35,4294
A-Q,2009-01,45,13357
A-Q,2009-01,55,24784
A-Q,2009-01,65,34804
A-Q,2009-01,75,56771
A-Q,2009-01,85,65636
A-Q,2009-02,0,1686
A-Q,2009-02,1,214
A-Q,2009-02,5,258
A-Q,2009-02,15,560
A-Q,2009-02,25,1301
A-Q,2009-02,35,3837
A-Q,2009-02,45,12051
A-Q,2009-02,55,22536
A-Q,2009-02,65,31318
A-Q,2009-02,75,50826
A-Q,2009-02,85,59012
A-Q,2009-03,0,1884
A-Q,2009-03,1,228
A-Q,2009-03,5,294
A-Q,2009-03,15,637
A-Q,2009-03,25,1444
A-Q,2009-03,35,4053
A-Q,2009-03,45,13062
A-Q,2009-03,55,24128
A-Q,2009-03,65,33849
A-Q,2009-03,75,54575
A-Q,2009-03,85,63472
A-Q,2009-04,0,1903
A-Q,2009-04,1,158
A-Q,2009-04,5,254
A-Q,2009-04,15,589
A-Q,2009-04,25,1268
A-Q,2009-04,35,3793
A-Q,2009-04,45,12218
A-Q,2009-04,55,22704
A-Q,2009-04,65,32099
A-Q,2009-04,75,50969
A-Q,2009-04,85,58768
A-Q,2009-05,0,1823
A-Q,2009-05,1,185
A-Q,2009-05,5,240
A-Q,2009-05,15,627
A-Q,2009-05,25,1310
A-Q,2009-05,35,3790
A-Q,2009-05,45,12501
A-Q,2009-05,55,22780
A-Q,2009-05,65,31800
A-Q,2009-05,75,49996
A-Q,2009-05,85,56672
A-Q,2009-06,0,1738
A-Q,2009-06,1,170
A-Q,2009-06,5,255
A-Q,2009-06,15,572
A-Q,2009-06,25,1328
A-Q,2009-06,35,3808
A-Q,2009-06,45,12088
A-Q,2009-06,55,22015
A-Q,2009-06,65,30331
A-Q,2009-06,75,46923
A-Q,2009-06,85,53069
A-Q,2009-07,0,1785
A-Q,2009-07,1,159
A-Q,2009-07,5,257
A-Q,2009-07,15,614
A-Q,2009-07,25,1352
A-Q,2009-07,35,3936
A-Q,2009-07,45,12519
A-Q,2009-07,55,22437
A-Q,2009-07,65,30844
A-Q,2009-07,75,47198
A-Q,2009-07,85,54416
A-Q,2009-08,0,1874
A-Q,2009-08,1,154
A-Q,2009-08,5,215
A-Q,2009-08,15,608
A-Q,2009-08,25,1281
A-Q,2009-08,35,3696
A-Q,2009-08,45,12431
A-Q,2009-08,55,22500
A-Q,2009-08,65,30627
A-Q,2009-08,75,46888
A-Q,2009-08,85,53311
A-Q,2009-09,0,1718
A-Q,2009-09,1,183
A-Q,2009-09,5,265
A-Q,2009-09,15,656
A-Q,2009-09,25,1363
A-Q,2009-09,35,3689
A-Q,2009-09,45,12042
A-Q,2009-09,55,22255
A-Q,2009-09,65,29862
A-Q,2009-09,75,46396
A-Q,2009-09,85,53573
A-Q,2009-10,0,1806
A-Q,2009-10,1,179
A-Q,2009-10,5,340
A-Q,2009-10,15,682
A-Q,2009-10,25,1589
A-Q,2009-10,35,4124
A-Q,2009-10,45,13348
A-Q,2009-10,55,23981
A-Q,2009-10,65,32802
A-Q,2009-10,75,50584
A-Q,2009-10,85,59615
A-Q,2009-11,0,1630
A-Q,2009-11,1,189
A-Q,2009-11,5,272
A-Q,2009-11,15,597
A-Q,2009-11,25,1472
A-Q,2009-11,35,3926
A-Q,2009-11,45,13086
A-Q,2009-11,55,23741
A-Q,2009-11,65,32035
A-Q,2009-11,75,49435
A-Q,2009-11,85,57416
A-Q,2009-12,0,1661
A-Q,2009-12,1,220
A-Q,2009-12,5,269
A-Q,2009-12,15,668
A-Q,2009-12,25,1383
A-Q,2009-12,35,4025
A-Q,2009-12,45,13238
A-Q,2009-12,55,25419
A-Q,2009-12,65,34628
A-Q,2009-12,75,54023
A-Q,2009-12,85,64007
A-Q,2010-01,0,1737
A-Q,2010-01,1,205
A-Q,2010-01,5,288
A-Q,2010-01,15,606
A-Q,2010-01,25,1420
A-Q,2010-01,35,3972
A-Q,2010-01,45,13418
A-Q,2010-01,55,25089
A-Q,2010-01,65,35351
A-Q,2010-01,75,55443
A-Q,2010-01,85,66880
A-Q,2010-02,0,1556
A-Q,2010-02,1,182
A-Q,2010-02,5,224
A-Q,2010-02,15,566
A-Q,2010-02,25,1290
A-Q,2010-02,35,3524
A-Q,2010-02,45,11932
A-Q,2010-02,55,22991
A-Q,2010-02,65,31687
A-Q,2010-02,75,49988
A-Q,2010-02,85,60133
A-Q,2010-03,0,1661
A-Q,2010-03,1,210
A-Q,2010-03,5,267
A-Q,2010-03,15,612
A-Q,2010-03,25,1431
A-Q,2010-03,35,3870
A-Q,2010-03,45,13100
A-Q,2010-03,55,24856
A-Q,2010-03,65,34606
A-Q,2010-03,75,54518
A-Q,2010-03,85,65636
A-Q,2010-04,0,1698
A-Q,2010-04,1,193
A-Q,2010-04,5,240
A-Q,2010-04,15,571
A-Q,2010-04,25,1285
A-Q,2010-04,35,3623
A-Q,2010-04,45,12133
A-Q,2010-04,55,23406
A-Q,2010-04,65,31731
A-Q,2010-04,75,49817
A-Q,2010-04,85,59568
A-Q,2010-05,0,1723
A-Q,2010-05,1,179
A-Q,2010-05,5,240
A-Q,2010-05,15,593
A-Q,2010-05,25,1394
A-Q,2010-05,35,3644
A-Q,2010-05,45,12213
A-Q,2010-05,55,23483
A-Q,2010-05,65,32490
A-Q,2010-05,75,49878
A-Q,2010-05,85,59144
A-Q,2010-06,0,1636
A-Q,2010-06,1,151
A-Q,2010-06,5,248
A-Q,2010-06,15,559
A-Q,2010-06,25,1213
A-Q,2010-06,35,3500
A-Q,2010-06,45,11815
A-Q,2010-06,55,22677
A-Q,2010-06,65,30956
A-Q,2010-06,75,46523
A-Q,2010-06,85,54934
A-Q,2010-07,0,1676
A-Q,2010-07,1,185
A-Q,2010-07,5,240
A-Q,2010-07,15,555
A-Q,2010-07,25,1296
A-Q,2010-07,35,3525
A-Q,2010-07,45,12381
A-Q,2010-07,55,23569
A-Q,2010-07,65,31568
A-Q,2010-07,75,47707
A-Q,2010-07,85,56537
A-Q,2010-08,0,1753
A-Q,2010-08,1,143
A-Q,2010-08,5,245
A-Q,2010-08,15,573
A-Q,2010-08,25,1272
A-Q,2010-08,35,3669
A-Q,2010-08,45,12058
A-Q,2010-08,55,23190
A-Q,2010-08,65,31471
A-Q,2010-08,75,47053
A-Q,2010-08,85,56025
A-Q,2010-09,0,1654
A-Q,2010-09,1,167
A-Q,2010-09,5,207
A-Q,2010-09,15,502
A-Q,2010-09,25,1245
A-Q,2010-09,35,3476
A-Q,2010-09,45,11905
A-Q,2010-09,55,22347
A-Q,2010-09,65,30318
A-Q,2010-09,75,46437
A-Q,2010-09,85,56712
A-Q,2010-10,0,1708
A-Q,2010-10,1,163
A-Q,2010-10,5,233
A-Q,2010-10,15,580
A-Q,2010-10,25,1276
A-Q,2010-10,35,3570
A-Q,2010-10,45,12516
A-Q,2010-10,55,23943
A-Q,2010-10,65,32637
A-Q,2010-10,75,49783
A-Q,2010-10,85,61385
A-Q,2010-11,0,1611
A-Q,2010-11,1,185
A-Q,2010-11,5,223
A-Q,2010-11,15,542
A-Q,2010-11,25,1313
A-Q,2010-11,35,3552
A-Q,2010-11,45,12285
A-Q,2010-11,55,23945
A-Q,2010-11,65,32465
A-Q,2010-11,75,50003
A-Q,2010-11,85,61681
A-Q,2010-12,0,1570
A-Q,2010-12,1,229
A-Q,2010-12,5,256
A-Q,2010-12,15,593
A-Q,2010-12,25,1399
A-Q,2010-12,35,3885
A-Q,2010-12,45,13177
A-Q,2010-12,55,26092
A-Q,2010-12,65,35230
A-Q,2010-12,75,54753
A-Q,2010-12,85,69567
A-Q,2011-01,0,1610
A-Q,2011-01,1,208
A-Q,2011-01,5,270
A-Q,2011-01,15,655
A-Q,2011-01,25,1522
A-Q,2011-01,35,3985
A-Q,2011-01,45,13643
A-Q,2011-01,55,26912
A-Q,2011-01,65,36182
A-Q,2011-01,75,56608
A-Q,2011-01,85,73146
A-Q,2011-02,0,1521
A-Q,2011-02,1,200
A-Q,2011-02,5,290
A-Q,2011-02,15,606
A-Q,2011-02,25,1396
A-Q,2011-02,35,3739
A-Q,2011-02,45,12343
A-Q,2011-02,55,24726
A-Q,2011-02,65,32938
A-Q,2011-02,75,51494
A-Q,2011-02,85,65347
A-Q,2011-03,0,1731
A-Q,2011-03,1,216
A-Q,2011-03,5,276
A-Q,2011-03,15,605
A-Q,2011-03,25,1462
A-Q,2011-03,35,3842
A-Q,2011-03,45,13365
A-Q,2011-03,55,26147
A-Q,2011-03,65,35171
A-Q,2011-03,75,54657
A-Q,2011-03,85,68619
A-Q,2011-04,0,1631
A-Q,2011-04,1,175
A-Q,2011-04,5,241
A-Q,2011-04,15,528
A-Q,2011-04,25,1316
A-Q,2011-04,35,3528
A-Q,2011-04,45,12022
A-Q,2011-04,55,24249
A-Q,2011-04,65,32693
A-Q,2011-04,75,50101
A-Q,2011-04,85,62518
A-Q,2011-05,0,1632
A-Q,2011-05,1,171
A-Q,2011-05,5,247
A-Q,2011-05,15,534
A-Q,2011-05,25,1308
A-Q,2011-05,35,3602
A-Q,2011-05,45,12389
A-Q,2011-05,55,24607
A-Q,2011-05,65,32745
A-Q,2011-05,75,50125
A-Q,2011-05,85,61218
A-Q,2011-06,0,1631
A-Q,2011-06,1,148
A-Q,2011-06,5,254
A-Q,2011-06,15,501
A-Q,2011-06,25,1290
A-Q,2011-06,35,3410
A-Q,2011-06,45,11669
A-Q,2011-06,55,23679
A-Q,2011-06,65,31253
A-Q,2011-06,75,47170
A-Q,2011-06,85,57401
A-Q,2011-07,0,1621
A-Q,2011-07,1,138
A-Q,2011-07,5,211
A-Q,2011-07,15,568
A-Q,2011-07,25,1309
A-Q,2011-07,35,3536
A-Q,2011-07,45,12215
A-Q,2011-07,55,24086
A-Q,2011-07,65,32030
A-Q,2011-07,75,47529
A-Q,2011-07,85,58074
A-Q,2011-08,0,1697
A-Q,2011-08,1,169
A-Q,2011-08,5,246
A-Q,2011-08,15,630
A-Q,2011-08,25,1359
A-Q,2011-08,35,3513
A-Q,2011-08,45,12111
A-Q,2011-08,55,23986
A-Q,2011-08,65,31968
A-Q,2011-08,75,47659
A-Q,2011-08,85,57468
A-Q,2011-09,0,1642
A-Q,2011-09,1,147
A-Q,2011-09,5,242
A-Q,2011-09,15,493
A-Q,2011-09,25,1231
A-Q,2011-09,35,3490
A-Q,2011-09,45,11558
A-Q,2011-09,55,23688
A-Q,2011-09,65,31247
A-Q,2011-09,75,46145
A-Q,2011-09,85,56637
A-Q,2011-10,0,1718
A-Q,2011-10,1,178
A-Q,2011-10,5,233
A-Q,2011-10,15,597
A-Q,2011-10,25,1320
A-Q,2011-10,35,3534
A-Q,2011-10,45,12240
A-Q,2011-10,55,24541
A-Q,2011-10,65,32983
A-Q,2011-10,75,49451
A-Q,2011-10,85,61677
A-Q,2011-11,0,1615
A-Q,2011-11,1,182
A-Q,2011-11,5,236
A-Q,2011-11,15,543
A-Q,2011-11,25,1275
A-Q,2011-11,35,3517
A-Q,2011-11,45,11820
A-Q,2011-11,55,24127
A-Q,2011-11,65,32911
A-Q,2011-11,75,49096
A-Q,2011-11,85,62072
A-Q,2011-12,0,1559
A-Q,2011-12,1,167
A-Q,2011-12,5,263
A-Q,2011-12,15,591
A-Q,2011-12,25,1286
A-Q,2011-12,35,3626
A-Q,2011-12,45,12498
A-Q,2011-12,55,25901
A-Q,2011-12,65,35259
A-Q,2011-12,75,51853
A-Q,2011-12,85,66234
A-Q,2012-01,0,1549
A-Q,2012-01,1,201
A-Q,2012-01,5,246
A-Q,2012-01,15,582
A-Q,2012-01,25,1442
A-Q,2012-01,35,3664
A-Q,2012-01,45,12723
A-Q,2012-01,55,26136
A-Q,2012-01,65,36055
A-Q,2012-01,75,53766
A-Q,2012-01,85,69816
A-Q,2012-02,0,1557
A-Q,2012-02,1,218
A-Q,2012-02,5,239
A-Q,2012-02,15,506
A-Q,2012-02,25,1258
A-Q,2012-02,35,3437
A-Q,2012-02,45,11909
A-Q,2012-02,55,24414
A-Q,2012-02,65,33418
A-Q,2012-02,75,49564
A-Q,2012-02,85,64468
A-Q,2012-03,0,1595
A-Q,2012-03,1,208
A-Q,2012-03,5,254
A-Q,2012-03,15,584
A-Q,2012-03,25,1342
A-Q,2012-03,35,3504
A-Q,2012-03,45,12458
A-Q,2012-03,55,25777
A-Q,2012-03,65,35507
A-Q,2012-03,75,53024
A-Q,2012-03,85,67781
A-Q,2012-04,0,1603
A-Q,2012-04,1,181
A-Q,2012-04,5,242
A-Q,2012-04,15,548
A-Q,2012-04,25,1333
A-Q,2012-04,35,3459
A-Q,2012-04,45,11693
A-Q,2012-04,55,24810
A-Q,2012-04,65,33715
A-Q,2012-04,75,48738
A-Q,2012-04,85,62957
A-Q,2012-05,0,1675
A-Q,2012-05,1,182
A-Q,2012-05,5,213
A-Q,2012-05,15,546
A-Q,2012-05,25,1355
A-Q,2012-05,35,3561
A-Q,2012-05,45,12028
A-Q,2012-05,55,24759
A-Q,2012-05,65,34109
A-Q,2012-05,75,48575
A-Q,2012-05,85,61282
A-Q,2012-06,0,1570
A-Q,2012-06,1,164
A-Q,2012-06,5,266
A-Q,2012-06,15,527
A-Q,2012-06,25,1315
A-Q,2012-06,35,3462
A-Q,2012-06,45,11578
A-Q,2012-06,55,23855
A-Q,2012-06,65,32545
A-Q,2012-06,75,45991
A-Q,2012-06,85,57706
A-Q,2012-07,0,1610
A-Q,2012-07,1,152
A-Q,2012-07,5,230
A-Q,2012-07,15,539
A-Q,2012-07,25,1406
A-Q,2012-07,35,3554
A-Q,2012-07,45,11932
A-Q,2012-07,55,24498
A-Q,2012-07,65,33088
A-Q,2012-07,75,47140
A-Q,2012-07,85,58885
A-Q,2012-08,0,1701
A-Q,2012-08,1,152
A-Q,2012-08,5,223
A-Q,2012-08,15,544
A-Q,2012-08,25,1259
A-Q,2012-08,35,3485
A-Q,2012-08,45,11841
A-Q,2012-08,55,24908
A-Q,2012-08,65,33541
A-Q,2012-08,75,47131
A-Q,2012-08,85,59514
A-Q,2012-09,0,1659
A-Q,2012-09,1,170
A-Q,2012-09,5,219
A-Q,2012-09,15,570
A-Q,2012-09,25,1261
A-Q,2012-09,35,3412
A-Q,2012-09,45,11364
A-Q,2012-09,55,24005
A-Q,2012-09,65,32998
A-Q,2012-09,75,46463
A-Q,2012-09,85,59330
A-Q,2012-10,0,1645
A-Q,2012-10,1,176
A-Q,2012-10,5,206
A-Q,2012-10,15,536
A-Q,2012-10,25,1282
A-Q,2012-10,35,3552
A-Q,2012-10,45,12000
A-Q,2012-10,55,25280
A-Q,2012-10,65,35036
A-Q,2012-10,75,49972
A-Q,2012-10,85,64258
A-Q,2012-11,0,1536
A-Q,2012-11,1,187
A-Q,2012-11,5,244
A-Q,2012-11,15,558
A-Q,2012-11,25,1350
A-Q,2012-11,35,3468
A-Q,2012-11,45,12013
A-Q,2012-11,55,25267
A-Q,2012-11,65,35047
A-Q,2012-11,75,50269
A-Q,2012-11,85,64997
A-Q,2012-12,0,1571
A-Q,2012-12,1,182
A-Q,2012-12,5,273
A-Q,2012-12,15,600
A-Q,2012-12,25,1536
A-Q,2012-12,35,3748
A-Q,2012-12,45,12830
A-Q,2012-12,55,27758
A-Q,2012-12,65,38544
A-Q,2012-12,75,55020
A-Q,2012-12,85,72676
A-Q,2013-01,0,1599
A-Q,2013-01,1,199
A-Q,2013-01,5,283
A-Q,2013-01,15,629
A-Q,2013-01,25,1456
A-Q,2013-01,35,3941
A-Q,2013-01,45,13508
A-Q,2013-01,55,28770
A-Q,2013-01,65,41690
A-Q,2013-01,75,61519
A-Q,2013-01,85,86398
A-Q,2013-02,0,1497
A-Q,2013-02,1,183
A-Q,2013-02,5,276
A-Q,2013-02,15,520
A-Q,2013-02,25,1332
A-Q,2013-02,35,3514
A-Q,2013-02,45,11640
A-Q,2013-02,55,25081
A-Q,2013-02,65,35528
A-Q,2013-02,75,50983
A-Q,2013-02,85,68865
A-Q,2013-03,0,1629
A-Q,2013-03,1,212
A-Q,2013-03,5,289
A-Q,2013-03,15,633
A-Q,2013-03,25,1472
A-Q,2013-03,35,3715
A-Q,2013-03,45,12684
A-Q,2013-03,55,27098
A-Q,2013-03,65,38411
A-Q,2013-03,75,54328
A-Q,2013-03,85,72196
A-Q,2013-04,0,1572
A-Q,2013-04,1,179
A-Q,2013-04,5,247
A-Q,2013-04,15,511
A-Q,2013-04,25,1412
A-Q,2013-04,35,3505
A-Q,2013-04,45,11696
A-Q,2013-04,55,25177
A-Q,2013-04,65,35759
A-Q,2013-04,75,49932
A-Q,2013-04,85,64461
A-Q,2013-05,0,1665
A-Q,2013-05,1,167
A-Q,2013-05,5,234
A-Q,2013-05,15,502
A-Q,2013-05,25,1382
