cause,date,age,dead
R,2002-07,5,11
R,2002-07,15,75
R,2002-07,25,120
R,2002-07,35,218
R,2002-07,45,224
R,2002-07,55,175
R,2002-07,65,209
R,2002-07,75,395
R,2002-07,85,732
R,2002-08,0,272
R,2002-08,1,19
R,2002-08,5,15
R,2002-08,15,68
R,2002-08,25,126
R,2002-08,35,243
R,2002-08,45,239
R,2002-08,55,179
R,2002-08,65,185
R,2002-08,75,390
R,2002-08,85,754
R,2002-09,0,275
R,2002-09,1,17
R,2002-09,5,12
R,2002-09,15,61
R,2002-09,25,121
R,2002-09,35,216
R,2002-09,45,233
R,2002-09,55,169
R,2002-09,65,166
R,2002-09,75,335
R,2002-09,85,685
R,2002-10,0,291
R,2002-10,1,16
R,2002-10,5,17
R,2002-10,15,72
R,2002-10,25,114
R,2002-10,35,217
R,2002-10,45,245
R,2002-10,55,186
R,2002-10,65,228
R,2002-10,75,437
R,2002-10,85,857
R,2002-11,0,290
R,2002-11,1,25
R,2002-11,15,63
R,2002-11,25,133
R,2002-11,35,210
R,2002-11,45,259
R,2002-11,55,178
R,2002-11,65,195
R,2002-11,75,418
R,2002-11,85,788
R,2002-12,0,335
R,2002-12,1,38
R,2002-12,5,12
R,2002-12,15,97
R,2002-12,25,164
R,2002-12,35,272
R,2002-12,45,326
R,2002-12,55,221
R,2002-12,65,235
R,2002-12,75,480
R,2002-12,85,956
R,2003-01,0,296
R,2003-01,1,14
R,2003-01,5,16
R,2003-01,15,47
R,2003-01,25,77
R,2003-01,35,137
R,2003-01,45,162
R,2003-01,55,153
R,2003-01,65,198
R,2003-01,75,406
R,2003-01,85,960
R,2003-02,0,239
R,2003-02,5,15
R,2003-02,15,32
R,2003-02,25,72
R,2003-02,35,116
R,2003-02,45,157
R,2003-02,55,129
R,2003-02,65,191
R,2003-02,75,397
R,2003-02,85,850
R,2003-03,0,285
R,2003-03,1,24
R,2003-03,5,19
R,2003-03,15,56
R,2003-03,25,83
R,2003-03,35,166
R,2003-03,45,178
R,2003-03,55,173
R,2003-03,65,198
R,2003-03,75,413
R,2003-03,85,856
R,2003-04,0,276
R,2003-04,1,19
R,2003-04,5,14
R,2003-04,15,58
R,2003-04,25,101
R,2003-04,35,152
R,2003-04,45,218
R,2003-04,55,153
R,2003-04,65,193
R,2003-04,75,346
R,2003-04,85,881
R,2003-05,0,244
R,2003-05,1,13
R,2003-05,5,10
R,2003-05,15,72
R,2003-05,25,100
R,2003-05,35,194
R,2003-05,45,222
R,2003-05,55,163
R,2003-05,65,205
R,2003-05,75,366
R,2003-05,85,772
R,2003-06,0,248
R,2003-06,1,23
R,2003-06,5,12
R,2003-06,15,53
R,2003-06,25,104
R,2003-06,35,190
R,2003-06,45,239
R,2003-06,55,167
R,2003-06,65,225
R,2003-06,75,438
R,2003-06,85,800
R,2003-07,0,247
R,2003-07,1,18
R,2003-07,5,12
R,2003-07,15,75
R,2003-07,25,125
R,2003-07,35,221
R,2003-07,45,244
R,2003-07,55,179
R,2003-07,65,193
R,2003-07,75,423
R,2003-07,85,796
R,2003-08,0,273
R,2003-08,1,19
R,2003-08,5,15
R,2003-08,15,81
R,2003-08,25,121
R,2003-08,35,233
R,2003-08,45,274
R,2003-08,55,182
R,2003-08,65,217
R,2003-08,75,378
R,2003-08,85,780
R,2003-09,0,262
R,2003-09,1,20
R,2003-09,5,12
R,2003-09,15,71
R,2003-09,25,111
R,2003-09,35,227
R,2003-09,45,285
R,2003-09,55,151
R,2003-09,65,203
R,2003-09,75,407
R,2003-09,85,842
R,2003-10,0,310
R,2003-10,1,25
R,2003-10,5,13
R,2003-10,15,80
R,2003-10,25,122
R,2003-10,35,211
R,2003-10,45,241
R,2003-10,55,179
R,2003-10,65,219
R,2003-10,75,439
R,2003-10,85,913
R,2003-11,0,305
R,2003-11,1,34
R,2003-11,5,20
R,2003-11,15,98
R,2003-11,25,153
R,2003-11,35,271
R,2003-11,45,329
R,2003-11,55,209
R,2003-11,65,219
R,2003-11,75,438
R,2003-11,85,943
R,2003-12,0,333
R,2003-12,1,38
R,2003-12,5,20
R,2003-12,15,114
R,2003-12,25,158
R,2003-12,35,264
R,2003-12,45,325
R,2003-12,55,229
R,2003-12,65,261
R,2003-12,75,555
R,2003-12,85,1172
R,2004-01,0,279
R,2004-01,1,15
R,2004-01,15,45
R,2004-01,25,93
R,2004-01,35,149
R,2004-01,45,169
R,2004-01,55,187
R,2004-01,65,179
R,2004-01,75,504
R,2004-01,85,1095
R,2004-02,0,291
R,2004-02,1,16
R,2004-02,5,14
R,2004-02,15,48
R,2004-02,25,95
R,2004-02,35,140
R,2004-02,45,169
R,2004-02,55,168
R,2004-02,65,182
R,2004-02,75,469
R,2004-02,85,937
R,2004-03,0,261
R,2004-03,1,12
R,2004-03,15,52
R,2004-03,25,85
R,2004-03,35,139
R,2004-03,45,189
R,2004-03,55,139
R,2004-03,65,210
R,2004-03,75,435
R,2004-03,85,954
R,2004-04,0,301
R,2004-04,1,23
R,2004-04,5,12
R,2004-04,15,43
R,2004-04,25,68
R,2004-04,35,129
R,2004-04,45,184
R,2004-04,55,156
R,2004-04,65,184
R,2004-04,75,415
R,2004-04,85,868
R,2004-05,0,273
R,2004-05,5,10
R,2004-05,15,40
R,2004-05,25,71
R,2004-05,35,132
R,2004-05,45,161
R,2004-05,55,158
R,2004-05,65,184
R,2004-05,75,442
R,2004-05,85,865
R,2004-06,0,263
R,2004-06,1,10
R,2004-06,15,50
R,2004-06,25,88
R,2004-06,35,137
R,2004-06,45,181
R,2004-06,55,151
R,2004-06,65,189
R,2004-06,75,374
R,2004-06,85,823
R,2004-07,0,261
R,2004-07,1,23
R,2004-07,5,10
R,2004-07,15,61
R,2004-07,25,84
R,2004-07,35,156
R,2004-07,45,203
R,2004-07,55,160
R,2004-07,65,166
R,2004-07,75,365
R,2004-07,85,792
R,2004-08,0,260
R,2004-08,1,15
R,2004-08,5,12
R,2004-08,15,51
R,2004-08,25,85
R,2004-08,35,160
R,2004-08,45,200
R,2004-08,55,167
R,2004-08,65,188
R,2004-08,75,380
R,2004-08,85,844
R,2004-09,0,284
R,2004-09,1,17
R,2004-09,5,10
R,2004-09,15,63
R,2004-09,25,95
R,2004-09,35,171
R,2004-09,45,191
R,2004-09,55,174
R,2004-09,65,180
R,2004-09,75,406
R,2004-09,85,781
R,2004-10,0,279
R,2004-10,1,13
R,2004-10,15,58
R,2004-10,25,111
R,2004-10,35,184
R,2004-10,45,211
R,2004-10,55,160
R,2004-10,65,203
R,2004-10,75,442
R,2004-10,85,874
R,2004-11,0,297
R,2004-11,1,18
R,2004-11,5,13
R,2004-11,15,62
R,2004-11,25,95
R,2004-11,35,178
R,2004-11,45,255
R,2004-11,55,200
R,2004-11,65,206
R,2004-11,75,425
R,2004-11,85,930
R,2004-12,0,312
R,2004-12,1,20
R,2004-12,15,85
R,2004-12,25,122
R,2004-12,35,225
R,2004-12,45,289
R,2004-12,55,221
R,2004-12,65,252
R,2004-12,75,502
R,2004-12,85,999
R,2005-01,0,298
R,2005-01,1,22
R,2005-01,5,14
R,2005-01,15,48
R,2005-01,25,82
R,2005-01,35,145
R,2005-01,45,227
R,2005-01,55,165
R,2005-01,65,196
R,2005-01,75,464
R,2005-01,85,1101
R,2005-02,0,287
R,2005-02,1,21
R,2005-02,5,13
R,2005-02,15,45
R,2005-02,25,74
R,2005-02,35,129
R,2005-02,45,193
R,2005-02,55,156
R,2005-02,65,192
R,2005-02,75,417
R,2005-02,85,987
R,2005-03,0,303
R,2005-03,1,15
R,2005-03,15,60
R,2005-03,25,75
R,2005-03,35,150
R,2005-03,45,214
R,2005-03,55,180
R,2005-03,65,224
R,2005-03,75,502
R,2005-03,85,1110
R,2005-04,0,336
R,2005-04,1,13
R,2005-04,15,66
R,2005-04,25,93
R,2005-04,35,112
R,2005-04,45,191
R,2005-04,55,147
R,2005-04,65,185
R,2005-04,75,404
R,2005-04,85,922
R,2005-05,0,295
R,2005-05,1,19
R,2005-05,5,16
R,2005-05,15,55
R,2005-05,25,83
R,2005-05,35,159
R,2005-05,45,200
R,2005-05,55,170
R,2005-05,65,187
R,2005-05,75,417
R,2005-05,85,909
R,2005-06,0,275
R,2005-06,1,21
R,2005-06,15,58
R,2005-06,25,109
R,2005-06,35,174
R,2005-06,45,257
R,2005-06,55,166
R,2005-06,65,195
R,2005-06,75,375
R,2005-06,85,844
R,2005-07,0,305
R,2005-07,1,21
R,2005-07,5,16
R,2005-07,15,83
R,2005-07,25,114
R,2005-07,35,220
R,2005-07,45,275
R,2005-07,55,224
R,2005-07,65,197
R,2005-07,75,395
R,2005-07,85,818
R,2005-08,0,243
R,2005-08,5,11
R,2005-08,15,75
R,2005-08,25,109
R,2005-08,35,223
R,2005-08,45,263
R,2005-08,55,221
R,2005-08,65,207
R,2005-08,75,432
R,2005-08,85,904
R,2005-09,0,273
R,2005-09,1,14
R,2005-09,5,10
R,2005-09,15,59
R,2005-09,25,85
R,2005-09,35,174
R,2005-09,45,225
R,2005-09,55,175
R,2005-09,65,173
R,2005-09,75,382
R,2005-09,85,868
R,2005-10,0,299
R,2005-10,1,19
R,2005-10,15,68
R,2005-10,25,115
R,2005-10,35,186
R,2005-10,45,249
R,2005-10,55,181
R,2005-10,65,209
R,2005-10,75,392
R,2005-10,85,919
R,2005-11,0,317
R,2005-11,1,25
R,2005-11,5,16
R,2005-11,15,73
R,2005-11,25,99
R,2005-11,35,161
R,2005-11,45,261
R,2005-11,55,197
R,2005-11,65,212
R,2005-11,75,420
R,2005-11,85,923
R,2005-12,0,358
R,2005-12,1,36
R,2005-12,5,23
R,2005-12,15,85
R,2005-12,25,140
R,2005-12,35,219
R,2005-12,45,276
R,2005-12,55,217
R,2005-12,65,213
R,2005-12,75,488
R,2005-12,85,1131
R,2006-01,0,289
R,2006-01,1,18
R,2006-01,15,42
R,2006-01,25,61
R,2006-01,35,112
R,2006-01,45,149
R,2006-01,55,156
R,2006-01,65,189
R,2006-01,75,429
R,2006-01,85,1037
R,2006-02,0,265
R,2006-02,1,24
R,2006-02,5,15
R,2006-02,15,39
R,2006-02,25,69
R,2006-02,35,100
R,2006-02,45,153
R,2006-02,55,154
R,2006-02,65,192
R,2006-02,75,433
R,2006-02,85,967
R,2006-03,0,314
R,2006-03,1,18
R,2006-03,5,10
R,2006-03,15,43
R,2006-03,25,79
R,2006-03,35,117
R,2006-03,45,161
R,2006-03,55,169
R,2006-03,65,183
R,2006-03,75,476
R,2006-03,85,1099
R,2006-04,0,292
R,2006-04,1,29
R,2006-04,5,12
R,2006-04,15,54
R,2006-04,25,75
R,2006-04,35,140
R,2006-04,45,179
R,2006-04,55,157
R,2006-04,65,188
R,2006-04,75,442
R,2006-04,85,1020
R,2006-05,0,280
R,2006-05,1,12
R,2006-05,15,37
R,2006-05,25,85
R,2006-05,35,130
R,2006-05,45,184
R,2006-05,55,178
R,2006-05,65,181
R,2006-05,75,450
R,2006-05,85,985
R,2006-06,0,249
R,2006-06,1,17
R,2006-06,5,15
R,2006-06,15,57
R,2006-06,25,78
R,2006-06,35,135
R,2006-06,45,176
R,2006-06,55,156
R,2006-06,65,198
R,2006-06,75,415
R,2006-06,85,943
R,2006-07,0,254
R,2006-07,1,14
R,2006-07,5,11
R,2006-07,15,66
R,2006-07,25,104
R,2006-07,35,147
R,2006-07,45,192
R,2006-07,55,174
R,2006-07,65,176
R,2006-07,75,478
R,2006-07,85,1006
R,2006-08,0,277
R,2006-08,1,13
R,2006-08,15,61
R,2006-08,25,86
R,2006-08,35,159
R,2006-08,45,188
R,2006-08,55,171
R,2006-08,65,185
R,2006-08,75,418
R,2006-08,85,1022
R,2006-09,0,294
R,2006-09,1,24
R,2006-09,5,10
R,2006-09,15,56
R,2006-09,25,74
R,2006-09,35,123
R,2006-09,45,196
R,2006-09,55,151
R,2006-09,65,165
R,2006-09,75,422
R,2006-09,85,1006
R,2006-10,0,307
R,2006-10,1,16
R,2006-10,15,52
R,2006-10,25,70
R,2006-10,35,145
R,2006-10,45,190
R,2006-10,55,158
R,2006-10,65,201
R,2006-10,75,476
R,2006-10,85,1132
R,2006-11,0,297
R,2006-11,1,24
R,2006-11,5,12
R,2006-11,15,82
R,2006-11,25,110
R,2006-11,35,139
R,2006-11,45,237
R,2006-11,55,190
R,2006-11,65,218
R,2006-11,75,471
R,2006-11,85,1115
R,2006-12,0,344
R,2006-12,1,30
R,2006-12,5,11
R,2006-12,15,70
R,2006-12,25,122
R,2006-12,35,180
R,2006-12,45,261
R,2006-12,55,225
R,2006-12,65,231
R,2006-12,75,525
R,2006-12,85,1176
R,2007-01,0,326
R,2007-01,1,11
R,2007-01,15,41
R,2007-01,25,56
R,2007-01,35,92
R,2007-01,45,150
R,2007-01,55,163
R,2007-01,65,210
R,2007-01,75,496
R,2007-01,85,1278
R,2007-02,0,285
R,2007-02,1,22
R,2007-02,15,44
R,2007-02,25,58
R,2007-02,35,82
R,2007-02,45,130
R,2007-02,55,157
R,2007-02,65,215
R,2007-02,75,465
R,2007-02,85,1248
R,2007-03,0,293
R,2007-03,1,20
R,2007-03,15,46
R,2007-03,25,66
R,2007-03,35,115
R,2007-03,45,187
R,2007-03,55,165
R,2007-03,65,222
R,2007-03,75,513
R,2007-03,85,1201
R,2007-04,0,275
R,2007-04,1,13
R,2007-04,5,14
R,2007-04,15,40
R,2007-04,25,71
R,2007-04,35,103
R,2007-04,45,151
R,2007-04,55,159
R,2007-04,65,197
R,2007-04,75,534
R,2007-04,85,1097
R,2007-05,0,312
R,2007-05,1,23
R,2007-05,15,46
R,2007-05,25,61
R,2007-05,35,96
R,2007-05,45,154
R,2007-05,55,193
R,2007-05,65,166
R,2007-05,75,453
R,2007-05,85,1067
R,2007-06,0,289
R,2007-06,1,19
R,2007-06,15,35
R,2007-06,25,67
R,2007-06,35,109
R,2007-06,45,156
R,2007-06,55,160
R,2007-06,65,214
R,2007-06,75,463
R,2007-06,85,1032
R,2007-07,0,271
R,2007-07,1,20
R,2007-07,15,42
R,2007-07,25,72
R,2007-07,35,113
R,2007-07,45,172
R,2007-07,55,195
R,2007-07,65,201
R,2007-07,75,438
R,2007-07,85,1065
R,2007-08,0,287
R,2007-08,1,22
R,2007-08,5,12
R,2007-08,15,57
R,2007-08,25,74
R,2007-08,35,138
R,2007-08,45,216
R,2007-08,55,185
R,2007-08,65,204
R,2007-08,75,461
R,2007-08,85,1108
R,2007-09,0,293
R,2007-09,1,23
R,2007-09,5,10
R,2007-09,15,55
R,2007-09,25,83
R,2007-09,35,117
R,2007-09,45,207
R,2007-09,55,198
R,2007-09,65,200
R,2007-09,75,436
R,2007-09,85,1040
R,2007-10,0,314
R,2007-10,1,22
R,2007-10,15,49
R,2007-10,25,87
R,2007-10,35,138
R,2007-10,45,214
R,2007-10,55,211
R,2007-10,65,195
R,2007-10,75,487
R,2007-10,85,1223
R,2007-11,0,307
R,2007-11,1,16
R,2007-11,15,56
R,2007-11,25,76
R,2007-11,35,169
R,2007-11,45,207
R,2007-11,55,219
R,2007-11,65,230
R,2007-11,75,533
R,2007-11,85,1206
R,2007-12,0,365
R,2007-12,1,26
R,2007-12,5,14
R,2007-12,15,64
R,2007-12,25,106
R,2007-12,35,152
R,2007-12,45,251
R,2007-12,55,224
R,2007-12,65,245
R,2007-12,75,555
R,2007-12,85,1295
R,2008-01,0,323
R,2008-01,1,28
R,2008-01,5,12
R,2008-01,15,46
R,2008-01,25,72
R,2008-01,35,122
R,2008-01,45,214
R,2008-01,55,253
R,2008-01,65,323
R,2008-01,75,652
R,2008-01,85,1415
R,2008-02,0,304
R,2008-02,1,22
R,2008-02,5,13
R,2008-02,15,38
R,2008-02,25,73
R,2008-02,35,134
R,2008-02,45,196
R,2008-02,55,239
R,2008-02,65,233
R,2008-02,75,596
R,2008-02,85,1439
R,2008-03,0,303
R,2008-03,1,32
R,2008-03,5,12
R,2008-03,15,44
R,2008-03,25,75
R,2008-03,35,106
R,2008-03,45,194
R,2008-03,55,207
R,2008-03,65,245
R,2008-03,75,597
R,2008-03,85,1517
R,2008-04,0,292
R,2008-04,1,19
R,2008-04,5,11
R,2008-04,15,53
R,2008-04,25,77
R,2008-04,35,132
R,2008-04,45,251
R,2008-04,55,305
R,2008-04,65,298
R,2008-04,75,655
R,2008-04,85,1386
R,2008-05,0,292
R,2008-05,1,17
R,2008-05,15,57
R,2008-05,25,81
R,2008-05,35,142
R,2008-05,45,206
R,2008-05,55,235
R,2008-05,65,295
R,2008-05,75,578
R,2008-05,85,1251
R,2008-06,0,253
R,2008-06,1,24
R,2008-06,5,13
R,2008-06,15,53
R,2008-06,25,84
R,2008-06,35,137
R,2008-06,45,244
R,2008-06,55,194
R,2008-06,65,205
R,2008-06,75,473
R,2008-06,85,1125
R,2008-07,0,262
R,2008-07,1,20
R,2008-07,5,12
R,2008-07,15,69
R,2008-07,25,98
R,2008-07,35,179
R,2008-07,45,290
R,2008-07,55,223
R,2008-07,65,256
R,2008-07,75,510
R,2008-07,85,1196
R,2008-08,0,315
R,2008-08,1,21
R,2008-08,5,11
R,2008-08,15,56
R,2008-08,25,90
R,2008-08,35,133
R,2008-08,45,224
R,2008-08,55,221
R,2008-08,65,232
R,2008-08,75,525
R,2008-08,85,1123
R,2008-09,0,282
R,2008-09,1,13
R,2008-09,5,11
R,2008-09,15,54
R,2008-09,25,91
R,2008-09,35,130
R,2008-09,45,227
R,2008-09,55,212
R,2008-09,65,202
R,2008-09,75,493
R,2008-09,85,1198
R,2008-10,0,272
R,2008-10,1,18
R,2008-10,15,60
R,2008-10,25,105
R,2008-10,35,122
R,2008-10,45,264
R,2008-10,55,234
R,2008-10,65,242
R,2008-10,75,472
R,2008-10,85,1220
R,2008-11,0,322
R,2008-11,1,28
R,2008-11,5,14
R,2008-11,15,73
R,2008-11,25,100
R,2008-11,35,184
R,2008-11,45,260
R,2008-11,55,249
R,2008-11,65,230
R,2008-11,75,564
R,2008-11,85,1342
R,2008-12,0,326
R,2008-12,1,31
R,2008-12,5,21
R,2008-12,15,67
R,2008-12,25,100
R,2008-12,35,167
R,2008-12,45,285
R,2008-12,55,284
R,2008-12,65,278
R,2008-12,75,588
R,2008-12,85,1443
R,2009-01,0,301
R,2009-01,1,38
R,2009-01,5,18
R,2009-01,15,88
R,2009-01,25,164
R,2009-01,35,218
R,2009-01,45,381
R,2009-01,55,348
R,2009-01,65,301
R,2009-01,75,649
R,2009-01,85,1438
R,2009-02,0,277
R,2009-02,1,23
R,2009-02,5,10
R,2009-02,15,91
R,2009-02,25,136
R,2009-02,35,195
R,2009-02,45,326
R,2009-02,55,268
R,2009-02,65,237
R,2009-02,75,564
R,2009-02,85,1293
R,2009-03,0,302
R,2009-03,1,29
R,2009-03,5,18
R,2009-03,15,67
R,2009-03,25,129
R,2009-03,35,166
R,2009-03,45,295
R,2009-03,55,284
R,2009-03,65,279
R,2009-03,75,563
R,2009-03,85,1426
R,2009-04,0,314
R,2009-04,1,29
R,2009-04,5,12
R,2009-04,15,68
R,2009-04,25,132
R,2009-04,35,223
R,2009-04,45,292
R,2009-04,55,290
R,2009-04,65,256
R,2009-04,75,524
R,2009-04,85,1374
R,2009-05,0,311
R,2009-05,1,15
R,2009-05,15,62
R,2009-05,25,90
R,2009-05,35,167
R,2009-05,45,271
R,2009-05,55,225
R,2009-05,65,230
R,2009-05,75,493
R,2009-05,85,1266
R,2009-06,0,283
R,2009-06,1,32
R,2009-06,15,61
R,2009-06,25,140
R,2009-06,35,159
R,2009-06,45,267
R,2009-06,55,273
R,2009-06,65,239
R,2009-06,75,504
R,2009-06,85,1252
R,2009-07,0,260
R,2009-07,1,18
R,2009-07,15,63
R,2009-07,25,106
R,2009-07,35,162
R,2009-07,45,226
R,2009-07,55,239
R,2009-07,65,234
R,2009-07,75,529
R,2009-07,85,1200
R,2009-08,0,264
R,2009-08,1,21
R,2009-08,5,15
R,2009-08,15,61
R,2009-08,25,101
R,2009-08,35,134
R,2009-08,45,227
R,2009-08,55,227
R,2009-08,65,207
R,2009-08,75,521
R,2009-08,85,1328
R,2009-09,0,259
R,2009-09,1,21
R,2009-09,5,13
R,2009-09,15,41
R,2009-09,25,71
R,2009-09,35,124
R,2009-09,45,219
R,2009-09,55,233
R,2009-09,65,208
R,2009-09,75,465
R,2009-09,85,1229
R,2009-10,0,284
R,2009-10,1,16
R,2009-10,15,50
R,2009-10,25,100
R,2009-10,35,132
R,2009-10,45,246
R,2009-10,55,218
R,2009-10,65,232
R,2009-10,75,591
R,2009-10,85,1392
R,2009-11,0,275
R,2009-11,1,19
R,2009-11,5,14
R,2009-11,15,55
R,2009-11,25,94
R,2009-11,35,144
R,2009-11,45,232
R,2009-11,55,218
R,2009-11,65,232
R,2009-11,75,571
R,2009-11,85,1302
R,2009-12,0,290
R,2009-12,1,21
R,2009-12,15,48
R,2009-12,25,109
R,2009-12,35,155
R,2009-12,45,253
R,2009-12,55,268
R,2009-12,65,286
R,2009-12,75,588
R,2009-12,85,1446
R,2010-01,0,306
R,2010-01,1,20
R,2010-01,5,11
R,2010-01,15,38
R,2010-01,25,60
R,2010-01,35,120
R,2010-01,45,154
R,2010-01,55,212
R,2010-01,65,294
R,2010-01,75,632
R,2010-01,85,1580
R,2010-02,0,244
R,2010-02,1,26
R,2010-02,15,29
R,2010-02,25,53
R,2010-02,35,72
R,2010-02,45,153
R,2010-02,55,168
R,2010-02,65,247
R,2010-02,75,518
R,2010-02,85,1296
R,2010-03,0,272
R,2010-03,1,21
R,2010-03,15,32
R,2010-03,25,61
R,2010-03,35,77
R,2010-03,45,158
R,2010-03,55,197
R,2010-03,65,241
R,2010-03,75,559
R,2010-03,85,1545
R,2010-04,0,263
R,2010-04,1,16
R,2010-04,15,35
R,2010-04,25,51
R,2010-04,35,73
R,2010-04,45,154
R,2010-04,55,185
R,2010-04,65,234
R,2010-04,75,516
R,2010-04,85,1403
R,2010-05,0,259
R,2010-05,1,23
R,2010-05,5,10
R,2010-05,15,44
R,2010-05,25,62
R,2010-05,35,83
R,2010-05,45,151
R,2010-05,55,192
R,2010-05,65,226
R,2010-05,75,567
R,2010-05,85,1433
R,2010-06,0,220
R,2010-06,1,15
R,2010-06,15,37
R,2010-06,25,56
R,2010-06,35,83
R,2010-06,45,190
R,2010-06,55,186
R,2010-06,65,220
R,2010-06,75,548
R,2010-06,85,1347
R,2010-07,0,231
R,2010-07,1,18
R,2010-07,15,48
R,2010-07,25,80
R,2010-07,35,112
R,2010-07,45,209
R,2010-07,55,201
R,2010-07,65,271
R,2010-07,75,567
R,2010-07,85,1429
R,2010-08,0,228
R,2010-08,1,21
R,2010-08,15,55
R,2010-08,25,91
R,2010-08,35,110
R,2010-08,45,192
R,2010-08,55,230
R,2010-08,65,265
R,2010-08,75,543
R,2010-08,85,1417
R,2010-09,0,234
R,2010-09,1,14
R,2010-09,15,36
R,2010-09,25,86
R,2010-09,35,88
R,2010-09,45,211
R,2010-09,55,220
R,2010-09,65,250
R,2010-09,75,518
R,2010-09,85,1380
R,2010-10,0,269
R,2010-10,1,22
R,2010-10,5,10
R,2010-10,15,49
R,2010-10,25,80
R,2010-10,35,123
R,2010-10,45,216
R,2010-10,55,233
R,2010-10,65,274
R,2010-10,75,604
R,2010-10,85,1496
R,2010-11,0,259
R,2010-11,1,23
R,2010-11,5,12
R,2010-11,15,49
R,2010-11,25,96
R,2010-11,35,131
R,2010-11,45,220
R,2010-11,55,230
R,2010-11,65,278
R,2010-11,75,596
R,2010-11,85,1553
R,2010-12,0,267
R,2010-12,1,24
R,2010-12,15,58
R,2010-12,25,112
R,2010-12,35,153
R,2010-12,45,196
R,2010-12,55,294
R,2010-12,65,305
R,2010-12,75,659
R,2010-12,85,1752
R,2011-01,0,228
R,2011-01,1,31
R,2011-01,5,10
R,2011-01,15,33
R,2011-01,25,60
R,2011-01,35,74
R,2011-01,45,142
R,2011-01,55,219
R,2011-01,65,254
R,2011-01,75,646
R,2011-01,85,1833
R,2011-02,0,266
R,2011-02,1,18
R,2011-02,15,38
R,2011-02,25,54
R,2011-02,35,79
R,2011-02,45,126
R,2011-02,55,177
R,2011-02,65,267
R,2011-02,75,553
R,2011-02,85,1627
R,2011-03,0,245
R,2011-03,1,20
R,2011-03,15,40
R,2011-03,25,58
R,2011-03,35,77
R,2011-03,45,152
R,2011-03,55,211
R,2011-03,65,274
R,2011-03,75,598
R,2011-03,85,1797
R,2011-04,0,222
R,2011-04,1,27
R,2011-04,15,45
R,2011-04,25,69
R,2011-04,35,89
R,2011-04,45,129
R,2011-04,55,201
R,2011-04,65,270
R,2011-04,75,585
R,2011-04,85,1571
R,2011-05,0,234
R,2011-05,1,19
R,2011-05,5,11
R,2011-05,15,38
R,2011-05,25,83
R,2011-05,35,92
R,2011-05,45,145
R,2011-05,55,202
R,2011-05,65,255
R,2011-05,75,604
R,2011-05,85,1604
R,2011-06,0,209
R,2011-06,1,34
R,2011-06,15,53
R,2011-06,25,71
R,2011-06,35,86
R,2011-06,45,168
R,2011-06,55,195
R,2011-06,65,244
R,2011-06,75,554
R,2011-06,85,1399
R,2011-07,0,233
R,2011-07,1,16
R,2011-07,5,12
R,2011-07,15,49
R,2011-07,25,85
R,2011-07,35,108
R,2011-07,45,204
R,2011-07,55,226
R,2011-07,65,243
R,2011-07,75,549
R,2011-07,85,1463
R,2011-08,0,234
R,2011-08,1,24
R,2011-08,15,45
R,2011-08,25,85
R,2011-08,35,95
R,2011-08,45,182
R,2011-08,55,234
R,2011-08,65,249
R,2011-08,75,569
R,2011-08,85,1458
R,2011-09,0,202
R,2011-09,1,24
R,2011-09,5,12
R,2011-09,15,35
R,2011-09,25,70
R,2011-09,35,100
R,2011-09,45,220
R,2011-09,55,255
R,2011-09,65,289
R,2011-09,75,597
R,2011-09,85,1535
R,2011-10,0,266
R,2011-10,1,27
R,2011-10,5,10
R,2011-10,15,48
R,2011-10,25,72
R,2011-10,35,93
R,2011-10,45,169
R,2011-10,55,234
R,2011-10,65,288
R,2011-10,75,581
R,2011-10,85,1616
R,2011-11,0,236
R,2011-11,1,16
R,2011-11,15,50
R,2011-11,25,85
R,2011-11,35,91
R,2011-11,45,182
R,2011-11,55,246
R,2011-11,65,292
R,2011-11,75,567
R,2011-11,85,1643
R,2011-12,0,258
R,2011-12,1,22
R,2011-12,15,51
R,2011-12,25,96
R,2011-12,35,128
R,2011-12,45,239
R,2011-12,55,305
R,2011-12,65,339
R,2011-12,75,638
R,2011-12,85,1798
R,2012-01,0,245
R,2012-01,1,30
R,2012-01,15,27
R,2012-01,25,60
R,2012-01,35,86
R,2012-01,45,165
R,2012-01,55,187
R,2012-01,65,269
R,2012-01,75,614
R,2012-01,85,1709
R,2012-02,0,242
R,2012-02,1,24
R,2012-02,15,34
R,2012-02,25,59
R,2012-02,35,64
R,2012-02,45,126
R,2012-02,55,201
R,2012-02,65,291
R,2012-02,75,615
R,2012-02,85,1666
R,2012-03,0,223
R,2012-03,1,18
R,2012-03,15,27
R,2012-03,25,77
R,2012-03,35,89
R,2012-03,45,127
R,2012-03,55,217
R,2012-03,65,276
R,2012-03,75,574
R,2012-03,85,1661
R,2012-04,0,261
R,2012-04,1,15
R,2012-04,15,38
R,2012-04,25,55
R,2012-04,35,96
R,2012-04,45,181
R,2012-04,55,205
R,2012-04,65,260
R,2012-04,75,626
R,2012-04,85,1614
R,2012-05,0,240
R,2012-05,1,26
R,2012-05,5,12
R,2012-05,15,48
R,2012-05,25,67
R,2012-05,35,92
R,2012-05,45,167
R,2012-05,55,234
R,2012-05,65,261
R,2012-05,75,577
R,2012-05,85,1593
R,2012-06,0,218
R,2012-06,1,16
R,2012-06,15,40
R,2012-06,25,87
R,2012-06,35,83
R,2012-06,45,141
R,2012-06,55,241
R,2012-06,65,256
