date,state,dead
2019-09,North Dakota,535
2019-09,Ohio,9735
2019-09,Oklahoma,3200
2019-09,Oregon,2949
2019-09,Pennsylvania,10333
2019-09,Rhode Island,810
2019-09,South Carolina,4024
2019-09,South Dakota,659
2019-09,Tennessee,5644
2019-09,Texas,15790
2019-09,Utah,1445
2019-09,Vermont,438
2019-09,Virginia,5493
2019-09,Washington,4446
2019-09,West Virginia,1847
2019-09,Wisconsin,4298
2019-09,Wyoming,439
2019-10,Alabama,4362
2019-10,Alaska,383
2019-10,Arizona,4860
2019-10,Arkansas,2703
2019-10,California,22240
2019-10,Colorado,3360
2019-10,Connecticut,2574
2019-10,Delaware,749
2019-10,District of Columbia,460
2019-10,Florida,16878
2019-10,Georgia,7101
2019-10,Hawaii,915
2019-10,Idaho,1210
2019-10,Illinois,9350
2019-10,Indiana,5606
2019-10,Iowa,2692
2019-10,Kansas,2290
2019-10,Kentucky,4071
2019-10,Louisiana,3788
2019-10,Maine,1280
2019-10,Maryland,4270
2019-10,Massachusetts,4909
2019-10,Michigan,8373
2019-10,Minnesota,3880
2019-10,Mississippi,2691
2019-10,Missouri,5027
2019-10,Montana,855
2019-10,Nebraska,1459
2019-10,Nevada,2038
2019-10,New Hampshire,1093
2019-10,New Jersey,6208
2019-10,New Mexico,1593
2019-10,New York,13162
2019-10,North Carolina,7963
2019-10,North Dakota,574
2019-10,Ohio,10247
2019-10,Oklahoma,3308
2019-10,Oregon,3160
2019-10,Pennsylvania,11145
2019-10,Rhode Island,841
2019-10,South Carolina,4230
2019-10,South Dakota,685
2019-10,Tennessee,5996
2019-10,Texas,17122
2019-10,Utah,1537
2019-10,Vermont,510
2019-10,Virginia,5789
2019-10,Washington,4931
2019-10,West Virginia,2013
2019-10,Wisconsin,4750
2019-10,Wyoming,430
2019-11,Alabama,4529
2019-11,Alaska,422
2019-11,Arizona,5062
2019-11,Arkansas,2801
2019-11,California,22130
2019-11,Colorado,3259
2019-11,Connecticut,2693
2019-11,Delaware,740
2019-11,District of Columbia,419
2019-11,Florida,17137
2019-11,Georgia,7319
2019-11,Hawaii,885
2019-11,Idaho,1198
2019-11,Illinois,9210
2019-11,Indiana,5531
2019-11,Iowa,2603
2019-11,Kansas,2288
2019-11,Kentucky,4052
2019-11,Louisiana,3947
2019-11,Maine,1262
2019-11,Maryland,4411
2019-11,Massachusetts,4878
2019-11,Michigan,8517
2019-11,Minnesota,3846
2019-11,Mississippi,2705
2019-11,Missouri,5342
2019-11,Montana,838
2019-11,Nebraska,1356
2019-11,Nevada,2077
2019-11,New Hampshire,1062
2019-11,New Jersey,6309
2019-11,New Mexico,1605
2019-11,New York,13026
2019-11,North Carolina,7879
2019-11,North Dakota,587
2019-11,Ohio,10417
2019-11,Oklahoma,3498
2019-11,Oregon,3161
2019-11,Pennsylvania,11267
2019-11,Rhode Island,846
2019-11,South Carolina,4190
2019-11,South Dakota,711
2019-11,Tennessee,6012
2019-11,Texas,17459
2019-11,Utah,1586
2019-11,Vermont,514
2019-11,Virginia,5829
2019-11,Washington,4752
2019-11,West Virginia,1875
2019-11,Wisconsin,4545
2019-11,Wyoming,441
2019-12,Alabama,4832
2019-12,Alaska,428
2019-12,Arizona,5219
2019-12,Arkansas,2942
2019-12,California,24239
2019-12,Colorado,3516
2019-12,Connecticut,2829
2019-12,Delaware,865
2019-12,District of Columbia,455
2019-12,Florida,18506
2019-12,Georgia,7629
2019-12,Hawaii,982
2019-12,Idaho,1268
2019-12,Illinois,9633
2019-12,Indiana,5946
2019-12,Iowa,2819
2019-12,Kansas,2501
2019-12,Kentucky,4432
2019-12,Louisiana,4149
2019-12,Maine,1299
2019-12,Maryland,4497
2019-12,Massachusetts,5262
2019-12,Michigan,8885
2019-12,Minnesota,4168
2019-12,Mississippi,2945
2019-12,Missouri,5405
2019-12,Montana,893
2019-12,Nebraska,1561
2019-12,Nevada,2241
2019-12,New Hampshire,1199
2019-12,New Jersey,6887
2019-12,New Mexico,1721
2019-12,New York,14126
2019-12,North Carolina,8599
2019-12,North Dakota,607
2019-12,Ohio,11028
2019-12,Oklahoma,3660
2019-12,Oregon,3296
2019-12,Pennsylvania,12158
2019-12,Rhode Island,925
2019-12,South Carolina,4712
2019-12,South Dakota,707
2019-12,Tennessee,6602
2019-12,Texas,18480
2019-12,Utah,1691
2019-12,Vermont,506
2019-12,Virginia,6218
2019-12,Washington,5131
2019-12,West Virginia,2051
2019-12,Wisconsin,4852
2019-12,Wyoming,473
2020-01,Alabama,4853
2020-01,Alaska,440
2020-01,Arizona,5695
2020-01,Arkansas,2952
2020-01,California,25636
2020-01,Colorado,3666
2020-01,Connecticut,2833
2020-01,Delaware,870
2020-01,District of Columbia,461
2020-01,Florida,19011
2020-01,Georgia,7938
2020-01,Hawaii,1057
2020-01,Idaho,1231
2020-01,Illinois,10157
2020-01,Indiana,6204
2020-01,Iowa,2846
2020-01,Kansas,2626
2020-01,Kentucky,4546
2020-01,Louisiana,4210
2020-01,Maine,1396
2020-01,Maryland,4621
2020-01,Massachusetts,5409
2020-01,Michigan,9089
2020-01,Minnesota,4260
2020-01,Mississippi,2898
2020-01,Missouri,5714
2020-01,Montana,960
2020-01,Nebraska,1549
2020-01,Nevada,2394
2020-01,New Hampshire,1115
2020-01,New Jersey,7013
2020-01,New Mexico,1844
2020-01,New York,14503
2020-01,North Carolina,8649
2020-01,North Dakota,629
2020-01,Ohio,11299
2020-01,Oklahoma,3841
2020-01,Oregon,3317
2020-01,Pennsylvania,12394
2020-01,Rhode Island,905
2020-01,South Carolina,4813
2020-01,South Dakota,729
2020-01,Tennessee,6749
2020-01,Texas,18773
2020-01,Utah,1721
2020-01,Vermont,536
2020-01,Virginia,6646
2020-01,Washington,5359
2020-01,West Virginia,2219
2020-01,Wisconsin,4993
2020-01,Wyoming,493
2020-02,Alabama,4693
2020-02,Alaska,383
2020-02,Arizona,5279
2020-02,Arkansas,2855
2020-02,California,23734
2020-02,Colorado,3468
2020-02,Connecticut,2655
2020-02,Delaware,785
2020-02,District of Columbia,453
2020-02,Florida,17608
2020-02,Georgia,7412
2020-02,Hawaii,1023
2020-02,Idaho,1219
2020-02,Illinois,9490
2020-02,Indiana,5746
2020-02,Iowa,2683
2020-02,Kansas,2338
2020-02,Kentucky,4105
2020-02,Louisiana,3950
2020-02,Maine,1301
2020-02,Maryland,4247
2020-02,Massachusetts,5088
2020-02,Michigan,8431
2020-02,Minnesota,3850
2020-02,Mississippi,2827
2020-02,Missouri,5435
2020-02,Montana,893
2020-02,Nebraska,1361
2020-02,Nevada,2192
2020-02,New Hampshire,1047
2020-02,New Jersey,6328
2020-02,New Mexico,1657
2020-02,New York,13356
2020-02,North Carolina,8274
2020-02,North Dakota,602
2020-02,Ohio,10387
2020-02,Oklahoma,3487
2020-02,Oregon,3078
2020-02,Pennsylvania,11378
2020-02,Rhode Island,880
2020-02,South Carolina,4376
2020-02,South Dakota,684
2020-02,Tennessee,5964
2020-02,Texas,17338
2020-02,Utah,1602
2020-02,Vermont,531
2020-02,Virginia,6049
2020-02,Washington,4816
2020-02,West Virginia,1989
2020-02,Wisconsin,4684
2020-02,Wyoming,420
2020-03,Alabama,4881
2020-03,Alaska,370
2020-03,Arizona,5745
2020-03,Arkansas,2873
2020-03,California,25008
2020-03,Colorado,3748
2020-03,Connecticut,2979
2020-03,Delaware,899
2020-03,District of Columbia,435
2020-03,Florida,19041
2020-03,Georgia,7929
2020-03,Hawaii,1010
2020-03,Idaho,1325
2020-03,Illinois,10380
2020-03,Indiana,6213
2020-03,Iowa,2746
2020-03,Kansas,2448
2020-03,Kentucky,4350
2020-03,Louisiana,4722
2020-03,Maine,1330
2020-03,Maryland,4742
2020-03,Massachusetts,5533
2020-03,Michigan,9861
2020-03,Minnesota,4084
2020-03,Mississippi,2995
2020-03,Missouri,5680
2020-03,Montana,973
2020-03,Nebraska,1490
2020-03,Nevada,2277
2020-03,New Hampshire,1161
2020-03,New Jersey,8052
2020-03,New Mexico,1701
2020-03,New York,19018
2020-03,North Carolina,8777
2020-03,North Dakota,597
2020-03,Ohio,11193
2020-03,Oklahoma,3694
2020-03,Oregon,3420
2020-03,Pennsylvania,12040
2020-03,Rhode Island,927
2020-03,South Carolina,4867
2020-03,South Dakota,749
2020-03,Tennessee,6623
2020-03,Texas,18316
2020-03,Utah,1775
2020-03,Vermont,593
2020-03,Virginia,6579
2020-03,Washington,5448
2020-03,West Virginia,2140
2020-03,Wisconsin,5042
2020-03,Wyoming,460
2020-04,Alabama,4956
2020-04,Alaska,369
2020-04,Arizona,5775
2020-04,Arkansas,2719
2020-04,California,25531
2020-04,Colorado,4546
2020-04,Connecticut,5301
2020-04,Delaware,1042
2020-04,District of Columbia,794
2020-04,Florida,18890
2020-04,Georgia,8651
2020-04,Hawaii,917
2020-04,Idaho,1169
2020-04,Illinois,12706
2020-04,Indiana,6684
2020-04,Iowa,2682
2020-04,Kansas,2360
2020-04,Kentucky,4295
2020-04,Louisiana,5770
2020-04,Maine,1296
2020-04,Maryland,6105
2020-04,Massachusetts,9639
2020-04,Michigan,13185
2020-04,Minnesota,4202
2020-04,Mississippi,3175
2020-04,Missouri,5874
2020-04,Montana,860
2020-04,Nebraska,1458
2020-04,Nevada,2423
2020-04,New Hampshire,1132
2020-04,New Jersey,17958
2020-04,New Mexico,1793
2020-04,New York,41699
2020-04,North Carolina,8698
2020-04,North Dakota,596
2020-04,Ohio,11514
2020-04,Oklahoma,3511
2020-04,Oregon,3259
2020-04,Pennsylvania,15365
2020-04,Rhode Island,1149
2020-04,South Carolina,4643
2020-04,South Dakota,692
2020-04,Tennessee,6274
2020-04,Texas,18329
2020-04,Utah,1619
2020-04,Vermont,549
2020-04,Virginia,6940
2020-04,Washington,5401
2020-04,West Virginia,2032
2020-04,Wisconsin,4926
2020-04,Wyoming,426
2020-05,Alabama,5190
2020-05,Alaska,408
2020-05,Arizona,5836
2020-05,Arkansas,2815
2020-05,California,24851
2020-05,Colorado,3809
2020-05,Connecticut,4005
2020-05,Delaware,1089
2020-05,District of Columbia,729
2020-05,Florida,18789
2020-05,Georgia,8461
2020-05,Hawaii,961
2020-05,Idaho,1233
2020-05,Illinois,12505
2020-05,Indiana,6576
2020-05,Iowa,2891
2020-05,Kansas,2368
2020-05,Kentucky,4427
2020-05,Louisiana,4803
2020-05,Maine,1254
2020-05,Maryland,6082
2020-05,Massachusetts,7681
2020-05,Michigan,9476
2020-05,Minnesota,4545
2020-05,Mississippi,3404
2020-05,Missouri,5695
2020-05,Montana,828
2020-05,Nebraska,1588
2020-05,Nevada,2329
2020-05,New Hampshire,1243
2020-05,New Jersey,9629
2020-05,New Mexico,1973
2020-05,New York,18081
2020-05,North Carolina,8936
2020-05,North Dakota,589
2020-05,Ohio,11715
2020-05,Oklahoma,3466
2020-05,Oregon,3215
2020-05,Pennsylvania,13777
2020-05,Rhode Island,1293
2020-05,South Carolina,4748
2020-05,South Dakota,709
2020-05,Tennessee,6406
2020-05,Texas,18516
2020-05,Utah,1666
2020-05,Vermont,519
2020-05,Virginia,6784
2020-05,Washington,5011
2020-05,West Virginia,2004
2020-05,Wisconsin,4814
2020-05,Wyoming,430
2020-06,Alabama,5006
2020-06,Alaska,380
2020-06,Arizona,6486
2020-06,Arkansas,2962
2020-06,California,23915
2020-06,Colorado,3531
2020-06,Connecticut,2617
2020-06,Delaware,808
2020-06,District of Columbia,485
2020-06,Florida,18580
2020-06,Georgia,7672
2020-06,Hawaii,954
2020-06,Idaho,1223
2020-06,Illinois,10046
2020-06,Indiana,5915
2020-06,Iowa,2522
2020-06,Kansas,2262
2020-06,Kentucky,4126
2020-06,Louisiana,4263
2020-06,Maine,1167
2020-06,Maryland,4755
2020-06,Massachusetts,4764
2020-06,Michigan,8377
2020-06,Minnesota,4012
2020-06,Mississippi,3148
2020-06,Missouri,5240
2020-06,Montana,831
2020-06,Nebraska,1415
2020-06,Nevada,2284
2020-06,New Hampshire,1114
2020-06,New Jersey,6360
2020-06,New Mexico,1837
2020-06,New York,12889
2020-06,North Carolina,8254
2020-06,North Dakota,555
2020-06,Ohio,10514
2020-06,Oklahoma,3387
2020-06,Oregon,3037
2020-06,Pennsylvania,11097
2020-06,Rhode Island,925
2020-06,South Carolina,4657
2020-06,South Dakota,648
2020-06,Tennessee,6275
2020-06,Texas,18962
2020-06,Utah,1647
2020-06,Vermont,507
2020-06,Virginia,6078
2020-06,Washington,4728
2020-06,West Virginia,1882
2020-06,Wisconsin,4456
2020-06,Wyoming,438
2020-07,Alabama,5869
2020-07,Alaska,433
2020-07,Arizona,8251
2020-07,Arkansas,3134
2020-07,California,27320
2020-07,Colorado,3562
2020-07,Connecticut,2547
2020-07,Delaware,877
2020-07,District of Columbia,455
2020-07,Florida,23764
2020-07,Georgia,9240
2020-07,Hawaii,987
2020-07,Idaho,1332
2020-07,Illinois,9628
2020-07,Indiana,5923
2020-07,Iowa,2719
2020-07,Kansas,2440
2020-07,Kentucky,4465
2020-07,Louisiana,5005
2020-07,Maine,1258
2020-07,Maryland,4617
2020-07,Massachusetts,4649
2020-07,Michigan,8555
2020-07,Minnesota,3778
2020-07,Mississippi,3709
2020-07,Missouri,5710
2020-07,Montana,873
2020-07,Nebraska,1471
2020-07,Nevada,2713
2020-07,New Hampshire,1121
2020-07,New Jersey,6145
2020-07,New Mexico,1913
2020-07,New York,12821
2020-07,North Carolina,8976
2020-07,North Dakota,533
2020-07,Ohio,11225
2020-07,Oklahoma,3766
2020-07,Oregon,3256
2020-07,Pennsylvania,11456
2020-07,Rhode Island,775
2020-07,South Carolina,5855
2020-07,South Dakota,716
2020-07,Tennessee,7023
2020-07,Texas,26190
2020-07,Utah,1850
2020-07,Vermont,490
2020-07,Virginia,6502
2020-07,Washington,5240
2020-07,West Virginia,2083
2020-07,Wisconsin,4727
2020-07,Wyoming,462
2020-08,Alabama,5892
2020-08,Alaska,438
2020-08,Arizona,6601
2020-08,Arkansas,3334
2020-08,California,27451
2020-08,Colorado,3614
2020-08,Connecticut,2515
2020-08,Delaware,856
2020-08,District of Columbia,442
2020-08,Florida,23442
2020-08,Georgia,9680
2020-08,Hawaii,1050
2020-08,Idaho,1470
2020-08,Illinois,9841
2020-08,Indiana,5886
2020-08,Iowa,2896
2020-08,Kansas,2520
2020-08,Kentucky,4568
2020-08,Louisiana,5198
2020-08,Maine,1249
2020-08,Maryland,4593
2020-08,Massachusetts,4482
2020-08,Michigan,8652
2020-08,Minnesota,3984
2020-08,Mississippi,3806
2020-08,Missouri,5924
2020-08,Montana,936
2020-08,Nebraska,1560
2020-08,Nevada,2830
2020-08,New Hampshire,1041
2020-08,New Jersey,5982
2020-08,New Mexico,1862
2020-08,New York,12613
2020-08,North Carolina,9267
2020-08,North Dakota,564
2020-08,Ohio,11391
2020-08,Oklahoma,3874
2020-08,Oregon,3384
2020-08,Pennsylvania,11454
2020-08,Rhode Island,868
2020-08,South Carolina,5735
2020-08,South Dakota,733
2020-08,Tennessee,7032
2020-08,Texas,23582
2020-08,Utah,1805
2020-08,Vermont,521
2020-08,Virginia,6640
2020-08,Washington,5224
2020-08,West Virginia,2118
2020-08,Wisconsin,4852
2020-08,Wyoming,479
2020-09,Alabama,5224
2020-09,Alaska,432
2020-09,Arizona,5391
2020-09,Arkansas,3185
2020-09,California,24446
2020-09,Colorado,3388
2020-09,Connecticut,2573
2020-09,Delaware,826
2020-09,District of Columbia,408
2020-09,Florida,19456
2020-09,Georgia,8513
2020-09,Hawaii,1071
2020-09,Idaho,1340
2020-09,Illinois,9527
2020-09,Indiana,5810
2020-09,Iowa,2781
2020-09,Kansas,2546
2020-09,Kentucky,4418
2020-09,Louisiana,4448
2020-09,Maine,1287
2020-09,Maryland,4448
2020-09,Massachusetts,4528
2020-09,Michigan,8538
2020-09,Minnesota,3958
2020-09,Mississippi,3220
2020-09,Missouri,5949
2020-09,Montana,963
2020-09,Nebraska,1488
2020-09,Nevada,2340
2020-09,New Hampshire,1056
2020-09,New Jersey,5910
2020-09,New Mexico,1733
2020-09,New York,12590
2020-09,North Carolina,9104
2020-09,North Dakota,633
2020-09,Ohio,10878
2020-09,Oklahoma,3710
2020-09,Oregon,3207
2020-09,Pennsylvania,11303
2020-09,Rhode Island,846
2020-09,South Carolina,5111
2020-09,South Dakota,761
2020-09,Tennessee,6857
2020-09,Texas,19638
2020-09,Utah,1661
2020-09,Vermont,509
2020-09,Virginia,6458
2020-09,Washington,5033
2020-09,West Virginia,2047
2020-09,Wisconsin,4696
2020-09,Wyoming,489
2020-10,Alabama,5322
2020-10,Alaska,481
2020-10,Arizona,5572
2020-10,Arkansas,3478
2020-10,California,24459
2020-10,Colorado,3746
2020-10,Connecticut,2827
2020-10,Delaware,904
2020-10,District of Columbia,468
2020-10,Florida,19331
2020-10,Georgia,8508
2020-10,Hawaii,1024
2020-10,Idaho,1446
2020-10,Illinois,10596
2020-10,Indiana,6604
2020-10,Iowa,3254
2020-10,Kansas,2863
2020-10,Kentucky,4958
2020-10,Louisiana,4428
2020-10,Maine,1249
2020-10,Maryland,4801
2020-10,Massachusetts,4937
2020-10,Michigan,9547
2020-10,Minnesota,4476
2020-10,Mississippi,3258
2020-10,Missouri,6680
2020-10,Montana,1304
2020-10,Nebraska,1805
2020-10,Nevada,2388
2020-10,New Hampshire,1096
2020-10,New Jersey,6266
2020-10,New Mexico,1926
2020-10,New York,13446
2020-10,North Carolina,9402
2020-10,North Dakota,908
2020-10,Ohio,11834
2020-10,Oklahoma,4316
2020-10,Oregon,3325
2020-10,Pennsylvania,12004
2020-10,Rhode Island,883
2020-10,South Carolina,5120
2020-10,South Dakota,961
2020-10,Tennessee,7571
2020-10,Texas,20944
2020-10,Utah,1866
2020-10,Vermont,536
2020-10,Virginia,6700
2020-10,Washington,5201
2020-10,West Virginia,2134
2020-10,Wisconsin,5729
2020-10,Wyoming,561
2020-11,Alabama,5681
2020-11,Alaska,511
2020-11,Arizona,6054
2020-11,Arkansas,3710
2020-11,California,26508
2020-11,Colorado,4655
2020-11,Connecticut,3136
2020-11,Delaware,866
2020-11,District of Columbia,472
2020-11,Florida,19216
2020-11,Georgia,8614
2020-11,Hawaii,972
2020-11,Idaho,1716
2020-11,Illinois,13283
2020-11,Indiana,7689
2020-11,Iowa,4043
2020-11,Kansas,3300
2020-11,Kentucky,5347
2020-11,Louisiana,4577
2020-11,Maine,1406
2020-11,Maryland,4977
2020-11,Massachusetts,5184
2020-11,Michigan,10943
2020-11,Minnesota,5479
2020-11,Mississippi,3452
2020-11,Missouri,7767
2020-11,Montana,1326
2020-11,Nebraska,2298
2020-11,Nevada,2715
2020-11,New Hampshire,1181
2020-11,New Jersey,7127
2020-11,New Mexico,2601
2020-11,New York,14208
2020-11,North Carolina,9688
2020-11,North Dakota,1033
2020-11,Ohio,13899
2020-11,Oklahoma,4937
2020-11,Oregon,3642
2020-11,Pennsylvania,14106
2020-11,Rhode Island,1006
2020-11,South Carolina,5161
2020-11,South Dakota,1430
2020-11,Tennessee,7901
2020-11,Texas,23087
2020-11,Utah,2049
2020-11,Vermont,547
2020-11,Virginia,6913
2020-11,Washington,5548
2020-11,West Virginia,2393
2020-11,Wisconsin,7109
2020-11,Wyoming,627
2020-12,Alabama,7212
2020-12,Alaska,525
2020-12,Arizona,9062
2020-12,Arkansas,4091
2020-12,California,40949
2020-12,Colorado,5185
2020-12,Connecticut,3865
2020-12,Delaware,1250
2020-12,District of Columbia,596
2020-12,Florida,22557
2020-12,Georgia,10457
2020-12,Hawaii,1007
2020-12,Idaho,1698
2020-12,Illinois,14504
2020-12,Indiana,8944
2020-12,Iowa,3918
2020-12,Kansas,3989
2020-12,Kentucky,6275
2020-12,Louisiana,5378
2020-12,Maine,1547
2020-12,Maryland,6084
2020-12,Massachusetts,6329
2020-12,Michigan,12452
2020-12,Minnesota,5744
2020-12,Mississippi,4298
2020-12,Missouri,8219
2020-12,Montana,1280
2020-12,Nebraska,2066
2020-12,Nevada,3733
2020-12,New Hampshire,1393
2020-12,New Jersey,9233
2020-12,New Mexico,2967
2020-12,New York,18117
2020-12,North Carolina,11424
2020-12,North Dakota,813
2020-12,Ohio,17851
2020-12,Oklahoma,5820
2020-12,Oregon,4080
2020-12,Pennsylvania,19172
2020-12,Rhode Island,1362
2020-12,South Carolina,6137
2020-12,South Dakota,1049
2020-12,Tennessee,9530
2020-12,Texas,26664
2020-12,Utah,2236
2020-12,Vermont,621
2020-12,Virginia,8307
2020-12,Washington,6137
2020-12,West Virginia,3065
2020-12,Wisconsin,6678
2020-12,Wyoming,698
2021-01,Alabama,8048
2021-01,Alaska,486
2021-01,Arizona,10057
2021-01,Arkansas,4198
2021-01,California,47999
2021-01,Colorado,4372
2021-01,Connecticut,3761
2021-01,Delaware,1229
2021-01,District of Columbia,661
2021-01,Florida,24337
2021-01,Georgia,12910
2021-01,Hawaii,990
2021-01,Idaho,1518
2021-01,Illinois,12349
2021-01,Indiana,8027
2021-01,Iowa,3324
2021-01,Kansas,3323
2021-01,Kentucky,5793
2021-01,Louisiana,5928
2021-01,Maine,1574
2021-01,Maryland,6075
2021-01,Massachusetts,6814
2021-01,Michigan,10598
2021-01,Minnesota,4616
2021-01,Mississippi,4501
2021-01,Missouri,7383
2021-01,Montana,1061
2021-01,Nebraska,1792
2021-01,Nevada,3610
2021-01,New Hampshire,1460
2021-01,New Jersey,9098
2021-01,New Mexico,2469
2021-01,New York,20466
2021-01,North Carolina,12948
2021-01,North Dakota,595
2021-01,Ohio,15265
2021-01,Oklahoma,5795
2021-01,Oregon,3854
2021-01,Pennsylvania,16996
2021-01,Rhode Island,1237
2021-01,South Carolina,7340
2021-01,South Dakota,898
2021-01,Tennessee,9679
2021-01,Texas,30259
2021-01,Utah,2121
2021-01,Vermont,573
2021-01,Virginia,9169
2021-01,Washington,6063
2021-01,West Virginia,2974
2021-01,Wisconsin,5733
2021-01,Wyoming,590
2021-02,Alabama,5661
2021-02,Alaska,386
2021-02,Arizona,6567
2021-02,Arkansas,3216
2021-02,California,29951
2021-02,Colorado,3466
2021-02,Connecticut,2807
2021-02,Delaware,931
2021-02,District of Columbia,518
2021-02,Florida,20355
2021-02,Georgia,9378
2021-02,Hawaii,999
2021-02,Idaho,1224
2021-02,Illinois,10095
2021-02,Indiana,5916
2021-02,Iowa,2537
2021-02,Kansas,2481
2021-02,Kentucky,4607
2021-02,Louisiana,4610
2021-02,Maine,1230
2021-02,Maryland,4908
2021-02,Massachusetts,5403
2021-02,Michigan,8713
2021-02,Minnesota,3756
2021-02,Mississippi,3388
2021-02,Missouri,5680
2021-02,Montana,860
2021-02,Nebraska,1330
2021-02,Nevada,2640
2021-02,New Hampshire,1062
2021-02,New Jersey,7535
2021-02,New Mexico,1876
2021-02,New York,16544
2021-02,North Carolina,9703
2021-02,North Dakota,532
2021-02,Ohio,11682
2021-02,Oklahoma,4148
2021-02,Oregon,3235
2021-02,Pennsylvania,12547
2021-02,Rhode Island,943
2021-02,South Carolina,5372
2021-02,South Dakota,713
2021-02,Tennessee,6949
2021-02,Texas,23638
2021-02,Utah,1682
2021-02,Vermont,594
2021-02,Virginia,7302
2021-02,Washington,5094
2021-02,West Virginia,2216
2021-02,Wisconsin,4579
2021-02,Wyoming,456
2021-03,Alabama,5218
2021-03,Alaska,427
2021-03,Arizona,6039
2021-03,Arkansas,3038
2021-03,California,26632
2021-03,Colorado,3839
2021-03,Connecticut,2841
2021-03,Delaware,913
2021-03,District of Columbia,504
2021-03,Florida,20059
2021-03,Georgia,8372
2021-03,Hawaii,1078
2021-03,Idaho,1375
2021-03,Illinois,9804
2021-03,Indiana,5863
2021-03,Iowa,2491
2021-03,Kansas,2433
2021-03,Kentucky,4668
2021-03,Louisiana,4542
2021-03,Maine,1284
2021-03,Maryland,5007
2021-03,Massachusetts,5217
2021-03,Michigan,9137
2021-03,Minnesota,3930
2021-03,Mississippi,3184
2021-03,Missouri,5647
2021-03,Montana,907
2021-03,Nebraska,1450
2021-03,Nevada,2509
2021-03,New Hampshire,1068
2021-03,New Jersey,7294
2021-03,New Mexico,2024
2021-03,New York,15943
2021-03,North Carolina,8964
2021-03,North Dakota,593
2021-03,Ohio,11033
2021-03,Oklahoma,3817
2021-03,Oregon,3556
2021-03,Pennsylvania,12104
2021-03,Rhode Island,926
2021-03,South Carolina,5028
2021-03,South Dakota,716
2021-03,Tennessee,6796
2021-03,Texas,20706
2021-03,Utah,1701
2021-03,Vermont,526
2021-03,Virginia,6797
2021-03,Washington,5269
2021-03,West Virginia,2247
2021-03,Wisconsin,4563
2021-03,Wyoming,448
2021-04,Alabama,5051
2021-04,Alaska,436
2021-04,Arizona,5452
2021-04,Arkansas,2824
2021-04,California,23176
2021-04,Colorado,3511
2021-04,Connecticut,2576
2021-04,Delaware,883
2021-04,District of Columbia,455
2021-04,Florida,19304
2021-04,Georgia,8122
2021-04,Hawaii,1024
2021-04,Idaho,1290
2021-04,Illinois,9752
2021-04,Indiana,5672
2021-04,Iowa,2614
2021-04,Kansas,2260
2021-04,Kentucky,4502
2021-04,Louisiana,4223
2021-04,Maine,1302
2021-04,Maryland,4717
2021-04,Massachusetts,4806
2021-04,Michigan,10028
2021-04,Minnesota,3917
2021-04,Mississippi,2957
2021-04,Missouri,5457
2021-04,Montana,900
2021-04,Nebraska,1483
2021-04,Nevada,2272
2021-04,New Hampshire,1057
2021-04,New Jersey,7096
2021-04,New Mexico,1848
2021-04,New York,14336
2021-04,North Carolina,8701
2021-04,North Dakota,528
2021-04,Ohio,10673
2021-04,Oklahoma,3466
2021-04,Oregon,3333
2021-04,Pennsylvania,11895
2021-04,Rhode Island,813
2021-04,South Carolina,4725
2021-04,South Dakota,671
2021-04,Tennessee,6726
2021-04,Texas,18840
2021-04,Utah,1642
2021-04,Vermont,522
2021-04,Virginia,6466
2021-04,Washington,5194
2021-04,West Virginia,2163
2021-04,Wisconsin,4447
2021-04,Wyoming,415
2021-05,Alabama,5009
2021-05,Alaska,438
2021-05,Arizona,5746
2021-05,Arkansas,2990
2021-05,California,23461
2021-05,Colorado,3701
2021-05,Connecticut,2670
2021-05,Delaware,880
2021-05,District of Columbia,447
2021-05,Florida,19799
2021-05,Georgia,8032
2021-05,Hawaii,1013
2021-05,Idaho,1353
2021-05,Illinois,9846
2021-05,Indiana,5827
2021-05,Iowa,2526
2021-05,Kansas,2347
2021-05,Kentucky,4413
2021-05,Louisiana,4211
2021-05,Maine,1395
2021-05,Maryland,4627
2021-05,Massachusetts,4797
2021-05,Michigan,9625
2021-05,Minnesota,4019
2021-05,Mississippi,2979
2021-05,Missouri,5481
2021-05,Montana,901
2021-05,Nebraska,1471
2021-05,Nevada,2313
2021-05,New Hampshire,1079
2021-05,New Jersey,6425
2021-05,New Mexico,1904
2021-05,New York,13679
2021-05,North Carolina,8989
2021-05,North Dakota,564
2021-05,Ohio,10882
2021-05,Oklahoma,3552
2021-05,Oregon,3501
2021-05,Pennsylvania,11847
2021-05,Rhode Island,887
2021-05,South Carolina,4743
2021-05,South Dakota,671
2021-05,Tennessee,6752
2021-05,Texas,18909
2021-05,Utah,1677
2021-05,Vermont,541
2021-05,Virginia,6499
2021-05,Washington,5263
2021-05,West Virginia,2127
2021-05,Wisconsin,4528
2021-05,Wyoming,462
2021-06,Alabama,4795
2021-06,Alaska,421
2021-06,Arizona,5690
2021-06,Arkansas,2911
2021-06,California,22656
2021-06,Colorado,3542
2021-06,Connecticut,2495
2021-06,Delaware,797
2021-06,District of Columbia,413
2021-06,Florida,18801
2021-06,Georgia,7502
2021-06,Hawaii,956
2021-06,Idaho,1313
2021-06,Illinois,9185
2021-06,Indiana,5674
2021-06,Iowa,2430
2021-06,Kansas,2294
2021-06,Kentucky,4383
2021-06,Louisiana,4236
2021-06,Maine,1310
