date,state,dead
2021-06,Maryland,4122
2021-06,Massachusetts,4505
2021-06,Michigan,8335
2021-06,Minnesota,3763
2021-06,Mississippi,2895
2021-06,Missouri,5455
2021-06,Montana,936
2021-06,Nebraska,1357
2021-06,Nevada,2297
2021-06,New Hampshire,1088
2021-06,New Jersey,5939
2021-06,New Mexico,1803
2021-06,New York,12429
2021-06,North Carolina,8288
2021-06,North Dakota,535
2021-06,Ohio,10122
2021-06,Oklahoma,3535
2021-06,Oregon,3527
2021-06,Pennsylvania,10710
2021-06,Rhode Island,790
2021-06,South Carolina,4553
2021-06,South Dakota,646
2021-06,Tennessee,6463
2021-06,Texas,18166
2021-06,Utah,1675
2021-06,Vermont,473
2021-06,Virginia,5968
2021-06,Washington,5585
2021-06,West Virginia,2053
2021-06,Wisconsin,4361
2021-06,Wyoming,493
2021-07,Alabama,5036
2021-07,Alaska,468
2021-07,Arizona,5828
2021-07,Arkansas,3309
2021-07,California,23698
2021-07,Colorado,3630
2021-07,Connecticut,2600
2021-07,Delaware,782
2021-07,District of Columbia,464
2021-07,Florida,20983
2021-07,Georgia,7995
2021-07,Hawaii,993
2021-07,Idaho,1366
2021-07,Illinois,9609
2021-07,Indiana,5730
2021-07,Iowa,2515
2021-07,Kansas,2439
2021-07,Kentucky,4469
2021-07,Louisiana,4678
2021-07,Maine,1334
2021-07,Maryland,4234
2021-07,Massachusetts,4719
2021-07,Michigan,8468
2021-07,Minnesota,3892
2021-07,Mississippi,3214
2021-07,Missouri,6201
2021-07,Montana,964
2021-07,Nebraska,1431
2021-07,Nevada,2755
2021-07,New Hampshire,1076
2021-07,New Jersey,6070
2021-07,New Mexico,1789
2021-07,New York,12851
2021-07,North Carolina,8710
2021-07,North Dakota,534
2021-07,Ohio,10337
2021-07,Oklahoma,3899
2021-07,Oregon,3535
2021-07,Pennsylvania,11004
2021-07,Rhode Island,793
2021-07,South Carolina,4805
2021-07,South Dakota,705
2021-07,Tennessee,6504
2021-07,Texas,19625
2021-07,Utah,1823
2021-07,Vermont,553
2021-07,Virginia,6290
2021-07,Washington,5527
2021-07,West Virginia,2049
2021-07,Wisconsin,4567
2021-07,Wyoming,478
2021-08,Alabama,6853
2021-08,Alaska,589
2021-08,Arizona,6718
2021-08,Arkansas,3936
2021-08,California,27019
2021-08,Colorado,3846
2021-08,Connecticut,2752
2021-08,Delaware,919
2021-08,District of Columbia,459
2021-08,Florida,30105
2021-08,Georgia,10958
2021-08,Hawaii,1228
2021-08,Idaho,1522
2021-08,Illinois,10184
2021-08,Indiana,6418
2021-08,Iowa,2760
2021-08,Kansas,2758
2021-08,Kentucky,5266
2021-08,Louisiana,6152
2021-08,Maine,1326
2021-08,Maryland,4448
2021-08,Massachusetts,4932
2021-08,Michigan,8916
2021-08,Minnesota,4078
2021-08,Mississippi,4295
2021-08,Missouri,7053
2021-08,Montana,1118
2021-08,Nebraska,1582
2021-08,Nevada,3020
2021-08,New Hampshire,1116
2021-08,New Jersey,6465
2021-08,New Mexico,2012
2021-08,New York,13984
2021-08,North Carolina,10430
2021-08,North Dakota,531
2021-08,Ohio,11402
2021-08,Oklahoma,4873
2021-08,Oregon,4041
2021-08,Pennsylvania,11683
2021-08,Rhode Island,902
2021-08,South Carolina,5911
2021-08,South Dakota,723
2021-08,Tennessee,8230
2021-08,Texas,26276
2021-08,Utah,1943
2021-08,Vermont,554
2021-08,Virginia,7079
2021-08,Washington,5953
2021-08,West Virginia,2405
2021-08,Wisconsin,4921
2021-08,Wyoming,617
2021-09,Alabama,6908
2021-09,Alaska,635
2021-09,Arizona,6863
2021-09,Arkansas,3580
2021-09,California,27246
2021-09,Colorado,4060
2021-09,Connecticut,2731
2021-09,Delaware,960
2021-09,District of Columbia,480
2021-09,Florida,26914
2021-09,Georgia,11868
2021-09,Hawaii,1273
2021-09,Idaho,1976
2021-09,Illinois,10365
2021-09,Indiana,7123
2021-09,Iowa,3036
2021-09,Kansas,2873
2021-09,Kentucky,6120
2021-09,Louisiana,5553
2021-09,Maine,1436
2021-09,Maryland,4765
2021-09,Massachusetts,4955
2021-09,Michigan,9145
2021-09,Minnesota,4233
2021-09,Mississippi,3972
2021-09,Missouri,6399
2021-09,Montana,1237
2021-09,Nebraska,1603
2021-09,Nevada,2925
2021-09,New Hampshire,1128
2021-09,New Jersey,6546
2021-09,New Mexico,2126
2021-09,New York,14071
2021-09,North Carolina,11119
2021-09,North Dakota,656
2021-09,Ohio,12961
2021-09,Oklahoma,4922
2021-09,Oregon,4278
2021-09,Pennsylvania,12531
2021-09,Rhode Island,870
2021-09,South Carolina,6575
2021-09,South Dakota,831
2021-09,Tennessee,9663
2021-09,Texas,26978
2021-09,Utah,2021
2021-09,Vermont,651
2021-09,Virginia,7416
2021-09,Washington,6441
2021-09,West Virginia,2920
2021-09,Wisconsin,5265
2021-09,Wyoming,627
2021-10,Alabama,5752
2021-10,Alaska,742
2021-10,Arizona,6844
2021-10,Arkansas,3380
2021-10,California,27106
2021-10,Colorado,4488
2021-10,Connecticut,2850
2021-10,Delaware,1015
2021-10,District of Columbia,479
2021-10,Florida,21347
2021-10,Georgia,9453
2021-10,Hawaii,1150
2021-10,Idaho,2078
2021-10,Illinois,10577
2021-10,Indiana,7030
2021-10,Iowa,3207
2021-10,Kansas,2788
2021-10,Kentucky,5441
2021-10,Louisiana,4634
2021-10,Maine,1576
2021-10,Maryland,4989
2021-10,Massachusetts,5335
2021-10,Michigan,10149
2021-10,Minnesota,4722
2021-10,Mississippi,3214
2021-10,Missouri,6049
2021-10,Montana,1453
2021-10,Nebraska,1791
2021-10,Nevada,2869
2021-10,New Hampshire,1259
2021-10,New Jersey,7025
2021-10,New Mexico,2176
2021-10,New York,14852
2021-10,North Carolina,10344
2021-10,North Dakota,761
2021-10,Ohio,13738
2021-10,Oklahoma,4359
2021-10,Oregon,4263
2021-10,Pennsylvania,13825
2021-10,Rhode Island,939
2021-10,South Carolina,5725
2021-10,South Dakota,833
2021-10,Tennessee,8077
2021-10,Texas,22795
2021-10,Utah,2146
2021-10,Vermont,629
2021-10,Virginia,7758
2021-10,Washington,6281
2021-10,West Virginia,2836
2021-10,Wisconsin,5708
2021-10,Wyoming,754
2021-11,Alabama,5135
2021-11,Alaska,608
2021-11,Arizona,7325
2021-11,Arkansas,3169
2021-11,California,25694
2021-11,Colorado,4897
2021-11,Connecticut,2931
2021-11,Delaware,918
2021-11,District of Columbia,437
2021-11,Florida,19176
2021-11,Georgia,8503
2021-11,Hawaii,1044
2021-11,Idaho,1687
2021-11,Illinois,10708
2021-11,Indiana,6991
2021-11,Iowa,3176
2021-11,Kansas,2768
2021-11,Kentucky,5003
2021-11,Louisiana,4348
2021-11,Maine,1673
2021-11,Maryland,4727
2021-11,Massachusetts,5439
2021-11,Michigan,11540
2021-11,Minnesota,5113
2021-11,Mississippi,3103
2021-11,Missouri,6116
2021-11,Montana,1237
2021-11,Nebraska,1738
2021-11,Nevada,2750
2021-11,New Hampshire,1315
2021-11,New Jersey,6738
2021-11,New Mexico,2457
2021-11,New York,15142
2021-11,North Carolina,9464
2021-11,North Dakota,711
2021-11,Ohio,13439
2021-11,Oklahoma,3964
2021-11,Oregon,3776
2021-11,Pennsylvania,14075
2021-11,Rhode Island,988
2021-11,South Carolina,5178
2021-11,South Dakota,868
2021-11,Tennessee,7257
2021-11,Texas,20157
2021-11,Utah,2033
2021-11,Vermont,633
2021-11,Virginia,7330
2021-11,Washington,5877
2021-11,West Virginia,2644
2021-11,Wisconsin,5810
2021-11,Wyoming,673
2021-12,Alabama,5423
2021-12,Alaska,572
2021-12,Arizona,8313
2021-12,Arkansas,3519
2021-12,California,28611
2021-12,Colorado,4929
2021-12,Connecticut,3319
2021-12,Delaware,1069
2021-12,District of Columbia,516
2021-12,Florida,20189
2021-12,Georgia,9179
2021-12,Hawaii,1068
2021-12,Idaho,1644
2021-12,Illinois,12574
2021-12,Indiana,8046
2021-12,Iowa,3599
2021-12,Kansas,3265
2021-12,Kentucky,5638
2021-12,Louisiana,4418
2021-12,Maine,1829
2021-12,Maryland,5498
2021-12,Massachusetts,6193
2021-12,Michigan,13128
2021-12,Minnesota,5601
2021-12,Mississippi,3383
2021-12,Missouri,6926
2021-12,Montana,1133
2021-12,Nebraska,1897
2021-12,Nevada,2963
2021-12,New Hampshire,1490
2021-12,New Jersey,7801
2021-12,New Mexico,2816
2021-12,New York,17063
2021-12,North Carolina,10433
2021-12,North Dakota,726
2021-12,Ohio,16101
2021-12,Oklahoma,4615
2021-12,Oregon,4090
2021-12,Pennsylvania,16173
2021-12,Rhode Island,1155
2021-12,South Carolina,5467
2021-12,South Dakota,910
2021-12,Tennessee,8034
2021-12,Texas,21302
2021-12,Utah,2105
2021-12,Vermont,628
2021-12,Virginia,7866
2021-12,Washington,6142
2021-12,West Virginia,2869
2021-12,Wisconsin,6491
2021-12,Wyoming,569
2022-01,Alabama,6808
2022-01,Alaska,551
2022-01,Arizona,8350
2022-01,Arkansas,3988
2022-01,California,34717
2022-01,Colorado,5131
2022-01,Connecticut,3994
2022-01,Delaware,1322
2022-01,District of Columbia,643
2022-01,Florida,24887
2022-01,Georgia,11649
2022-01,Hawaii,1315
2022-01,Idaho,1736
2022-01,Illinois,14920
2022-01,Indiana,8584
2022-01,Iowa,3666
2022-01,Kansas,3812
2022-01,Kentucky,6226
2022-01,Louisiana,5728
2022-01,Maine,1780
2022-01,Maryland,6754
2022-01,Massachusetts,7094
2022-01,Michigan,12446
2022-01,Minnesota,5370
2022-01,Mississippi,4287
2022-01,Missouri,8251
2022-01,Montana,1190
2022-01,Nebraska,2041
2022-01,Nevada,3564
2022-01,New Hampshire,1498
2022-01,New Jersey,10345
2022-01,New Mexico,2735
2022-01,New York,20609
2022-01,North Carolina,12325
2022-01,North Dakota,723
2022-01,Ohio,17041
2022-01,Oklahoma,5769
2022-01,Oregon,4390
2022-01,Pennsylvania,17555
2022-01,Rhode Island,1222
2022-01,South Carolina,6838
2022-01,South Dakota,982
2022-01,Tennessee,9404
2022-01,Texas,27422
2022-01,Utah,2280
2022-01,Vermont,677
2022-01,Virginia,9426
2022-01,Washington,7103
2022-01,West Virginia,2896
2022-01,Wisconsin,6827
2022-01,Wyoming,588
2022-02,Alabama,6071
2022-02,Alaska,459
2022-02,Arizona,6661
2022-02,Arkansas,3553
2022-02,California,28407
2022-02,Colorado,3865
2022-02,Connecticut,2951
2022-02,Delaware,992
2022-02,District of Columbia,422
2022-02,Florida,21027
2022-02,Georgia,9244
2022-02,Hawaii,1137
2022-02,Idaho,1527
2022-02,Illinois,10456
2022-02,Indiana,6691
2022-02,Iowa,2952
2022-02,Kansas,2829
2022-02,Kentucky,5216
2022-02,Louisiana,4805
2022-02,Maine,1408
2022-02,Maryland,4651
2022-02,Massachusetts,5298
2022-02,Michigan,9397
2022-02,Minnesota,4307
2022-02,Mississippi,3550
2022-02,Missouri,6369
2022-02,Montana,1032
2022-02,Nebraska,1645
2022-02,Nevada,2863
2022-02,New Hampshire,1211
2022-02,New Jersey,6856
2022-02,New Mexico,2139
2022-02,New York,14546
2022-02,North Carolina,10467
2022-02,North Dakota,604
2022-02,Ohio,11991
2022-02,Oklahoma,4516
2022-02,Oregon,3847
2022-02,Pennsylvania,12631
2022-02,Rhode Island,912
2022-02,South Carolina,5618
2022-02,South Dakota,812
2022-02,Tennessee,7999
2022-02,Texas,22705
2022-02,Utah,1857
2022-02,Vermont,577
2022-02,Virginia,7214
2022-02,Washington,5742
2022-02,West Virginia,2593
2022-02,Wisconsin,5156
2022-02,Wyoming,531
2022-03,Alabama,5121
2022-03,Alaska,473
2022-03,Arizona,6172
2022-03,Arkansas,3195
2022-03,California,25364
2022-03,Colorado,3851
2022-03,Connecticut,2748
2022-03,Delaware,918
2022-03,District of Columbia,456
2022-03,Florida,19782
2022-03,Georgia,8286
2022-03,Hawaii,1023
2022-03,Idaho,1390
2022-03,Illinois,9761
2022-03,Indiana,6111
2022-03,Iowa,2805
2022-03,Kansas,2670
2022-03,Kentucky,4852
2022-03,Louisiana,4361
2022-03,Maine,1443
2022-03,Maryland,4653
2022-03,Massachusetts,5079
2022-03,Michigan,9033
2022-03,Minnesota,4171
2022-03,Mississippi,3106
2022-03,Missouri,5830
2022-03,Montana,1002
2022-03,Nebraska,1523
2022-03,Nevada,2577
2022-03,New Hampshire,1201
2022-03,New Jersey,6523
2022-03,New Mexico,1994
2022-03,New York,13823
2022-03,North Carolina,9150
2022-03,North Dakota,588
2022-03,Ohio,11231
2022-03,Oklahoma,4076
2022-03,Oregon,3615
2022-03,Pennsylvania,12044
2022-03,Rhode Island,875
2022-03,South Carolina,4876
2022-03,South Dakota,731
2022-03,Tennessee,7087
2022-03,Texas,20072
2022-03,Utah,1852
2022-03,Vermont,587
2022-03,Virginia,6785
2022-03,Washington,5532
2022-03,West Virginia,2443
2022-03,Wisconsin,4934
2022-03,Wyoming,471
2022-04,Alabama,4609
2022-04,Alaska,440
2022-04,Arizona,5552
2022-04,Arkansas,2814
2022-04,California,23088
2022-04,Colorado,3606
2022-04,Connecticut,2671
2022-04,Delaware,887
2022-04,District of Columbia,373
2022-04,Florida,18180
2022-04,Georgia,7679
2022-04,Hawaii,1025
2022-04,Idaho,1297
2022-04,Illinois,9150
2022-04,Indiana,5582
2022-04,Iowa,2574
2022-04,Kansas,2286
2022-04,Kentucky,4399
2022-04,Louisiana,3937
2022-04,Maine,1342
2022-04,Maryland,4259
2022-04,Massachusetts,4744
2022-04,Michigan,8441
2022-04,Minnesota,3981
2022-04,Mississippi,2809
2022-04,Missouri,5372
2022-04,Montana,853
2022-04,Nebraska,1404
2022-04,Nevada,2421
2022-04,New Hampshire,1108
2022-04,New Jersey,5958
2022-04,New Mexico,1747
2022-04,New York,13036
2022-04,North Carolina,8493
2022-04,North Dakota,489
2022-04,Ohio,10207
2022-04,Oklahoma,3494
2022-04,Oregon,3482
2022-04,Pennsylvania,11106
2022-04,Rhode Island,799
2022-04,South Carolina,4411
2022-04,South Dakota,702
2022-04,Tennessee,6369
2022-04,Texas,17934
2022-04,Utah,1717
2022-04,Vermont,532
2022-04,Virginia,6181
2022-04,Washington,5343
2022-04,West Virginia,2119
2022-04,Wisconsin,4593
2022-04,Wyoming,488
2022-05,Alabama,4691
2022-05,Alaska,437
2022-05,Arizona,5782
2022-05,Arkansas,2949
2022-05,California,23999
2022-05,Colorado,3788
2022-05,Connecticut,2812
2022-05,Delaware,886
2022-05,District of Columbia,431
2022-05,Florida,18947
2022-05,Georgia,7836
2022-05,Hawaii,1121
2022-05,Idaho,1249
2022-05,Illinois,9487
2022-05,Indiana,5662
2022-05,Iowa,2647
2022-05,Kansas,2411
2022-05,Kentucky,4304
2022-05,Louisiana,4144
2022-05,Maine,1386
2022-05,Maryland,4375
2022-05,Massachusetts,5173
2022-05,Michigan,8918
2022-05,Minnesota,4024
2022-05,Mississippi,2852
2022-05,Missouri,5590
2022-05,Montana,961
2022-05,Nebraska,1431
2022-05,Nevada,2386
2022-05,New Hampshire,1142
2022-05,New Jersey,6464
2022-05,New Mexico,1908
2022-05,New York,13815
2022-05,North Carolina,8629
2022-05,North Dakota,577
2022-05,Ohio,10425
2022-05,Oklahoma,3579
2022-05,Oregon,3583
2022-05,Pennsylvania,11383
2022-05,Rhode Island,863
2022-05,South Carolina,4635
2022-05,South Dakota,685
2022-05,Tennessee,6416
2022-05,Texas,18082
2022-05,Utah,1711
2022-05,Vermont,579
2022-05,Virginia,6430
2022-05,Washington,5501
2022-05,West Virginia,2079
2022-05,Wisconsin,4765
2022-05,Wyoming,466
2022-06,Alabama,4727
2022-06,Alaska,468
2022-06,Arizona,5608
2022-06,Arkansas,2876
2022-06,California,23771
2022-06,Colorado,3659
2022-06,Connecticut,2562
2022-06,Delaware,826
2022-06,District of Columbia,431
2022-06,Florida,19066
2022-06,Georgia,7625
2022-06,Hawaii,1056
2022-06,Idaho,1400
2022-06,Illinois,9162
2022-06,Indiana,5621
2022-06,Iowa,2678
2022-06,Kansas,2285
2022-06,Kentucky,4346
2022-06,Louisiana,3960
2022-06,Maine,1392
2022-06,Maryland,4266
2022-06,Massachusetts,4781
2022-06,Michigan,8268
2022-06,Minnesota,3865
2022-06,Mississippi,2786
2022-06,Missouri,5437
2022-06,Montana,820
2022-06,Nebraska,1315
2022-06,Nevada,2336
2022-06,New Hampshire,1144
2022-06,New Jersey,6001
2022-06,New Mexico,1802
2022-06,New York,12810
2022-06,North Carolina,8652
2022-06,North Dakota,520
2022-06,Ohio,10159
2022-06,Oklahoma,3500
2022-06,Oregon,3430
2022-06,Pennsylvania,11065
2022-06,Rhode Island,798
2022-06,South Carolina,4623
2022-06,South Dakota,632
2022-06,Tennessee,6413
2022-06,Texas,18104
2022-06,Utah,1796
2022-06,Vermont,577
2022-06,Virginia,6310
2022-06,Washington,5340
2022-06,West Virginia,2042
2022-06,Wisconsin,4508
2022-06,Wyoming,461
2022-07,Alabama,4963
2022-07,Alaska,490
2022-07,Arizona,6098
2022-07,Arkansas,2933
2022-07,California,25174
2022-07,Colorado,3694
2022-07,Connecticut,2703
2022-07,Delaware,915
2022-07,District of Columbia,391
2022-07,Florida,19765
2022-07,Georgia,8125
2022-07,Hawaii,1058
2022-07,Idaho,1467
2022-07,Illinois,9600
2022-07,Indiana,5973
2022-07,Iowa,2622
2022-07,Kansas,2412
2022-07,Kentucky,4464
2022-07,Louisiana,4309
2022-07,Maine,1330
2022-07,Maryland,4330
2022-07,Massachusetts,4983
2022-07,Michigan,8550
2022-07,Minnesota,3925
2022-07,Mississippi,3094
2022-07,Missouri,5659
2022-07,Montana,984
2022-07,Nebraska,1489
2022-07,Nevada,2508
2022-07,New Hampshire,1135
2022-07,New Jersey,6292
2022-07,New Mexico,1793
2022-07,New York,13362
2022-07,North Carolina,8885
2022-07,North Dakota,535
2022-07,Ohio,10686
2022-07,Oklahoma,3826
2022-07,Oregon,3546
2022-07,Pennsylvania,11218
2022-07,Rhode Island,869
2022-07,South Carolina,4831
2022-07,South Dakota,748
2022-07,Tennessee,6594
2022-07,Texas,19848
2022-07,Utah,1776
2022-07,Vermont,580
2022-07,Virginia,6579
2022-07,Washington,5674
2022-07,West Virginia,2164
2022-07,Wisconsin,4702
2022-07,Wyoming,478
2022-08,Alabama,4892
2022-08,Alaska,456
2022-08,Arizona,5708
2022-08,Arkansas,2960
2022-08,California,24957
2022-08,Colorado,3542
2022-08,Connecticut,2578
2022-08,Delaware,833
2022-08,District of Columbia,415
2022-08,Florida,19947
2022-08,Georgia,8240
2022-08,Hawaii,1106
2022-08,Idaho,1412
2022-08,Illinois,9538
2022-08,Indiana,6048
2022-08,Iowa,2720
2022-08,Kansas,2473
2022-08,Kentucky,4421
2022-08,Louisiana,4203
2022-08,Maine,1302
2022-08,Maryland,4399
2022-08,Massachusetts,5036
2022-08,Michigan,8604
2022-08,Minnesota,4014
2022-08,Mississippi,3020
2022-08,Missouri,5556
2022-08,Montana,939
2022-08,Nebraska,1468
2022-08,Nevada,2351
2022-08,New Hampshire,1199
2022-08,New Jersey,6182
2022-08,New Mexico,1787
2022-08,New York,13556
2022-08,North Carolina,8975
2022-08,North Dakota,610
2022-08,Ohio,10744
2022-08,Oklahoma,3697
2022-08,Oregon,3536
2022-08,Pennsylvania,11297
2022-08,Rhode Island,839
2022-08,South Carolina,4878
2022-08,South Dakota,676
2022-08,Tennessee,6771
2022-08,Texas,19291
2022-08,Utah,1693
2022-08,Vermont,516
2022-08,Virginia,6649
2022-08,Washington,5626
2022-08,West Virginia,2112
2022-08,Wisconsin,4673
2022-08,Wyoming,481
2022-09,Alabama,4814
2022-09,Alaska,454
2022-09,Arizona,5507
2022-09,Arkansas,2968
2022-09,California,24211
2022-09,Colorado,3585
2022-09,Connecticut,2531
2022-09,Delaware,845
2022-09,District of Columbia,434
2022-09,Florida,18808
2022-09,Georgia,7989
2022-09,Hawaii,1063
2022-09,Idaho,1289
2022-09,Illinois,9295
2022-09,Indiana,5746
2022-09,Iowa,2659
2022-09,Kansas,2380
2022-09,Kentucky,4246
2022-09,Louisiana,3938
2022-09,Maine,1423
2022-09,Maryland,4268
2022-09,Massachusetts,4817
2022-09,Michigan,8512
2022-09,Minnesota,4046
2022-09,Mississippi,2846
2022-09,Missouri,5424
2022-09,Montana,950
2022-09,Nebraska,1426
2022-09,Nevada,2300
2022-09,New Hampshire,1106
2022-09,New Jersey,6169
2022-09,New Mexico,1766
2022-09,New York,13070
2022-09,North Carolina,8855
2022-09,North Dakota,567
2022-09,Ohio,10375
2022-09,Oklahoma,3655
2022-09,Oregon,3365
2022-09,Pennsylvania,11063
2022-09,Rhode Island,753
2022-09,South Carolina,4764
2022-09,South Dakota,700
2022-09,Tennessee,6624
2022-09,Texas,18200
2022-09,Utah,1683
2022-09,Vermont,504
2022-09,Virginia,6400
2022-09,Washington,5364
2022-09,West Virginia,2043
2022-09,Wisconsin,4629
2022-09,Wyoming,462
2022-10,Alabama,5194
2022-10,Alaska,476
2022-10,Arizona,5675
2022-10,Arkansas,3101
2022-10,California,23889
2022-10,Colorado,3734
2022-10,Connecticut,2847
2022-10,Delaware,951
2022-10,District of Columbia,455
2022-10,Florida,19561
2022-10,Georgia,8457
2022-10,Hawaii,1084
2022-10,Idaho,1379
2022-10,Illinois,10108
2022-10,Indiana,6238
2022-10,Iowa,2731
2022-10,Kansas,2522
2022-10,Kentucky,4625
2022-10,Louisiana,4137
2022-10,Maine,1509
2022-10,Maryland,4644
2022-10,Massachusetts,5391
2022-10,Michigan,9071
2022-10,Minnesota,4253
2022-10,Mississippi,3072
2022-10,Missouri,5691
2022-10,Montana,949
2022-10,Nebraska,1582
2022-10,Nevada,2361
2022-10,New Hampshire,1228
2022-10,New Jersey,6587
2022-10,New Mexico,1812
2022-10,New York,14330
2022-10,North Carolina,9218
2022-10,North Dakota,596
2022-10,Ohio,11176
2022-10,Oklahoma,3705
2022-10,Oregon,3620
2022-10,Pennsylvania,12271
2022-10,Rhode Island,929
2022-10,South Carolina,5081
2022-10,South Dakota,764
2022-10,Tennessee,6741
2022-10,Texas,19017
2022-10,Utah,1740
2022-10,Vermont,587
2022-10,Virginia,6765
2022-10,Washington,5409
2022-10,West Virginia,2143
2022-10,Wisconsin,5101
2022-10,Wyoming,449
2022-11,Alabama,5003
2022-11,Alaska,453
2022-11,Arizona,6159
2022-11,Arkansas,3077
2022-11,California,25753
2022-11,Colorado,3969
2022-11,Connecticut,2884
2022-11,Delaware,923
2022-11,District of Columbia,450
2022-11,Florida,18660
2022-11,Georgia,8144
2022-11,Hawaii,1101
2022-11,Idaho,1446
2022-11,Illinois,10176
2022-11,Indiana,6056
2022-11,Iowa,2692
2022-11,Kansas,2540
2022-11,Kentucky,4748
2022-11,Louisiana,4274
2022-11,Maine,1430
2022-11,Maryland,4813
2022-11,Massachusetts,5118
2022-11,Michigan,9170
2022-11,Minnesota,4474
2022-11,Mississippi,3029
2022-11,Missouri,5864
2022-11,Montana,976
2022-11,Nebraska,1535
2022-11,Nevada,2477
2022-11,New Hampshire,1228
2022-11,New Jersey,6621
2022-11,New Mexico,1912
2022-11,New York,14602
2022-11,North Carolina,9186
2022-11,North Dakota,577
2022-11,Ohio,11417
2022-11,Oklahoma,3788
2022-11,Oregon,3685
2022-11,Pennsylvania,11973
2022-11,Rhode Island,900
2022-11,South Carolina,4979
2022-11,South Dakota,745
2022-11,Tennessee,6952
2022-11,Texas,19212
2022-11,Utah,1785
2022-11,Vermont,611
2022-11,Virginia,6744
2022-11,Washington,5797
2022-11,West Virginia,2307
2022-11,Wisconsin,5063
2022-11,Wyoming,524
2022-12,Alabama,5401
2022-12,Alaska,562
2022-12,Arizona,6810
2022-12,Arkansas,3441
2022-12,California,29831
2022-12,Colorado,4363
2022-12,Connecticut,3302
2022-12,Delaware,1053
2022-12,District of Columbia,484
2022-12,Florida,20489
2022-12,Georgia,9068
2022-12,Hawaii,1139
2022-12,Idaho,1570
2022-12,Illinois,11310
2022-12,Indiana,7056
2022-12,Iowa,3227
2022-12,Kansas,2931
2022-12,Kentucky,5206
2022-12,Louisiana,4543
2022-12,Maine,1619
2022-12,Maryland,5044
2022-12,Massachusetts,5852
2022-12,Michigan,10089
2022-12,Minnesota,4792
2022-12,Mississippi,3352
2022-12,Missouri,6808
2022-12,Montana,1028
2022-12,Nebraska,1756
2022-12,Nevada,2816
2022-12,New Hampshire,1315
2022-12,New Jersey,7492
2022-12,New Mexico,2260
2022-12,New York,16385
2022-12,North Carolina,10088
2022-12,North Dakota,655
2022-12,Ohio,12757
2022-12,Oklahoma,4371
2022-12,Oregon,4499
2022-12,Pennsylvania,13575
2022-12,Rhode Island,945
2022-12,South Carolina,5518
2022-12,South Dakota,839
2022-12,Tennessee,7619
2022-12,Texas,21554
2022-12,Utah,1996
2022-12,Vermont,644
2022-12,Virginia,7452
2022-12,Washington,6763
2022-12,West Virginia,2566
2022-12,Wisconsin,5639
2022-12,Wyoming,506
2023-01,Alabama,5522
2023-01,Alaska,517
2023-01,Arizona,6396
2023-01,Arkansas,3363
2023-01,California,27971
2023-01,Colorado,4035
2023-01,Connecticut,3080
2023-01,Delaware,999
2023-01,District of Columbia,470
2023-01,Florida,21470
2023-01,Georgia,9139
2023-01,Hawaii,1163
2023-01,Idaho,1448
2023-01,Illinois,10434
2023-01,Indiana,6396
2023-01,Iowa,3037
2023-01,Kansas,2777
2023-01,Kentucky,4949
2023-01,Louisiana,4577
2023-01,Maine,1583
2023-01,Maryland,4991
2023-01,Massachusetts,5848
2023-01,Michigan,9573
2023-01,Minnesota,4452
2023-01,Mississippi,3215
2023-01,Missouri,6107
2023-01,Montana,1005
2023-01,Nebraska,1652
2023-01,Nevada,2708
2023-01,New Hampshire,1409
2023-01,New Jersey,7027
2023-01,New Mexico,2102
2023-01,New York,15580
2023-01,North Carolina,10015
2023-01,North Dakota,673
2023-01,Ohio,11822
2023-01,Oklahoma,4165
2023-01,Oregon,3925
2023-01,Pennsylvania,13026
2023-01,Rhode Island,1014
2023-01,South Carolina,5397
2023-01,South Dakota,773
2023-01,Tennessee,7385
2023-01,Texas,21292
2023-01,Utah,1985
2023-01,Vermont,622
2023-01,Virginia,7319
2023-01,Washington,6144
2023-01,West Virginia,2374
2023-01,Wisconsin,5339
2023-01,Wyoming,492
2023-02,Alabama,4867
2023-02,Alaska,439
2023-02,Arizona,5643
2023-02,Arkansas,2862
2023-02,California,24521
2023-02,Colorado,3549
2023-02,Connecticut,2688
2023-02,Delaware,881
2023-02,District of Columbia,385
2023-02,Florida,18086
2023-02,Georgia,7667
2023-02,Hawaii,1000
2023-02,Idaho,1243
2023-02,Illinois,9032
2023-02,Indiana,5447
2023-02,Iowa,2617
2023-02,Kansas,2398
2023-02,Kentucky,4366
2023-02,Louisiana,4079
2023-02,Maine,1351
2023-02,Maryland,4327
2023-02,Massachusetts,5027
2023-02,Michigan,8325
2023-02,Minnesota,3899
2023-02,Mississippi,2801
2023-02,Missouri,5353
2023-02,Montana,871
2023-02,Nebraska,1462
2023-02,Nevada,2310
2023-02,New Hampshire,1121
2023-02,New Jersey,6161
2023-02,New Mexico,1717
2023-02,New York,13103
2023-02,North Carolina,8522
2023-02,North Dakota,494
2023-02,Ohio,10201
2023-02,Oklahoma,3509
2023-02,Oregon,3437
2023-02,Pennsylvania,11170
2023-02,Rhode Island,827
2023-02,South Carolina,4578
2023-02,South Dakota,648
2023-02,Tennessee,6320
2023-02,Texas,18548
2023-02,Utah,1604
2023-02,Vermont,549
2023-02,Virginia,6298
2023-02,Washington,5283
2023-02,West Virginia,2071
2023-02,Wisconsin,4565
2023-02,Wyoming,443
2023-03,Alabama,5079
2023-03,Alaska,464
2023-03,Arizona,6056
2023-03,Arkansas,3105
