age,year,month,dead
28-364 days,2016,10,692
28-364 days,2016,11,629
28-364 days,2016,12,681
28-364 days,2017,01,669
28-364 days,2017,02,604
28-364 days,2017,03,702
28-364 days,2017,04,599
28-364 days,2017,05,610
28-364 days,2017,06,635
28-364 days,2017,07,554
28-364 days,2017,08,581
28-364 days,2017,09,624
28-364 days,2017,10,664
28-364 days,2017,11,621
28-364 days,2017,12,651
