age,cause,state,date,dead
all,C00-C97,New Hampshire,2021-09,252
all,C00-C97,New Hampshire,2021-10,258
all,C00-C97,New Hampshire,2021-11,273
all,C00-C97,New Hampshire,2021-12,303
all,C00-C97,New Hampshire,2022-01,303
all,C00-C97,New Hampshire,2022-02,273
all,C00-C97,New Hampshire,2022-03,299
all,C00-C97,New Hampshire,2022-04,260
all,C00-C97,New Hampshire,2022-05,274
all,C00-C97,New Hampshire,2022-06,268
all,C00-C97,New Hampshire,2022-07,232
all,C00-C97,New Hampshire,2022-08,278
all,C00-C97,New Hampshire,2022-09,285
all,C00-C97,New Hampshire,2022-10,303
all,C00-C97,New Hampshire,2022-11,281
all,C00-C97,New Hampshire,2022-12,301
all,C00-C97,New Hampshire,2023-01,321
all,C00-C97,New Hampshire,2023-02,260
all,C00-C97,New Hampshire,2023-03,269
all,C00-C97,New Hampshire,2023-04,267
all,C00-C97,New Hampshire,2023-05,298
all,C00-C97,New Hampshire,2023-06,293
all,C00-C97,New Hampshire,2023-07,295
all,C00-C97,New Hampshire,2023-08,280
all,C00-C97,New Hampshire,2023-09,270
all,C00-C97,New Hampshire,2023-10,301
all,C00-C97,New Hampshire,2023-11,306
all,C00-C97,New Hampshire,2023-12,288
all,C00-C97,New Hampshire,2024-01,307
all,C00-C97,New Hampshire,2024-02,251
all,C00-C97,New Hampshire,2024-03,282
all,C00-C97,New Hampshire,2024-04,267
all,C00-C97,New Hampshire,2024-05,284
all,C00-C97,New Hampshire,2024-06,259
all,C00-C97,New Hampshire,2024-07,268
all,C00-C97,New Hampshire,2024-08,283
all,C00-C97,New Hampshire,2024-09,307
all,C00-C97,New Hampshire,2024-10,280
all,C00-C97,New Hampshire,2024-11,200
all,C00-C97,New Jersey,2018-01,1639
all,C00-C97,New Jersey,2018-02,1422
all,C00-C97,New Jersey,2018-03,1497
all,C00-C97,New Jersey,2018-04,1464
all,C00-C97,New Jersey,2018-05,1418
all,C00-C97,New Jersey,2018-06,1375
all,C00-C97,New Jersey,2018-07,1538
all,C00-C97,New Jersey,2018-08,1531
all,C00-C97,New Jersey,2018-09,1422
all,C00-C97,New Jersey,2018-10,1507
all,C00-C97,New Jersey,2018-11,1468
all,C00-C97,New Jersey,2018-12,1530
all,C00-C97,New Jersey,2019-01,1569
all,C00-C97,New Jersey,2019-02,1440
all,C00-C97,New Jersey,2019-03,1509
all,C00-C97,New Jersey,2019-04,1390
all,C00-C97,New Jersey,2019-05,1447
all,C00-C97,New Jersey,2019-06,1394
all,C00-C97,New Jersey,2019-07,1464
all,C00-C97,New Jersey,2019-08,1448
all,C00-C97,New Jersey,2019-09,1450
all,C00-C97,New Jersey,2019-10,1457
all,C00-C97,New Jersey,2019-11,1446
all,C00-C97,New Jersey,2019-12,1498
all,C00-C97,New Jersey,2020-01,1574
all,C00-C97,New Jersey,2020-02,1478
all,C00-C97,New Jersey,2020-03,1558
all,C00-C97,New Jersey,2020-04,1818
all,C00-C97,New Jersey,2020-05,1471
all,C00-C97,New Jersey,2020-06,1357
all,C00-C97,New Jersey,2020-07,1438
all,C00-C97,New Jersey,2020-08,1396
all,C00-C97,New Jersey,2020-09,1399
all,C00-C97,New Jersey,2020-10,1431
all,C00-C97,New Jersey,2020-11,1533
all,C00-C97,New Jersey,2020-12,1628
all,C00-C97,New Jersey,2021-01,1527
all,C00-C97,New Jersey,2021-02,1397
all,C00-C97,New Jersey,2021-03,1459
all,C00-C97,New Jersey,2021-04,1447
all,C00-C97,New Jersey,2021-05,1456
all,C00-C97,New Jersey,2021-06,1412
all,C00-C97,New Jersey,2021-07,1430
all,C00-C97,New Jersey,2021-08,1493
all,C00-C97,New Jersey,2021-09,1483
all,C00-C97,New Jersey,2021-10,1557
all,C00-C97,New Jersey,2021-11,1440
all,C00-C97,New Jersey,2021-12,1552
all,C00-C97,New Jersey,2022-01,1720
all,C00-C97,New Jersey,2022-02,1340
all,C00-C97,New Jersey,2022-03,1514
all,C00-C97,New Jersey,2022-04,1396
all,C00-C97,New Jersey,2022-05,1501
all,C00-C97,New Jersey,2022-06,1348
all,C00-C97,New Jersey,2022-07,1467
all,C00-C97,New Jersey,2022-08,1436
all,C00-C97,New Jersey,2022-09,1455
all,C00-C97,New Jersey,2022-10,1507
all,C00-C97,New Jersey,2022-11,1476
all,C00-C97,New Jersey,2022-12,1572
all,C00-C97,New Jersey,2023-01,1499
all,C00-C97,New Jersey,2023-02,1370
all,C00-C97,New Jersey,2023-03,1484
all,C00-C97,New Jersey,2023-04,1471
all,C00-C97,New Jersey,2023-05,1444
all,C00-C97,New Jersey,2023-06,1389
all,C00-C97,New Jersey,2023-07,1382
all,C00-C97,New Jersey,2023-08,1424
all,C00-C97,New Jersey,2023-09,1390
all,C00-C97,New Jersey,2023-10,1492
all,C00-C97,New Jersey,2023-11,1408
all,C00-C97,New Jersey,2023-12,1586
all,C00-C97,New Jersey,2024-01,1573
all,C00-C97,New Jersey,2024-02,1392
all,C00-C97,New Jersey,2024-03,1524
all,C00-C97,New Jersey,2024-04,1445
all,C00-C97,New Jersey,2024-05,1479
all,C00-C97,New Jersey,2024-06,1379
all,C00-C97,New Jersey,2024-07,1452
all,C00-C97,New Jersey,2024-08,1418
all,C00-C97,New Jersey,2024-09,1382
all,C00-C97,New Jersey,2024-10,1434
all,C00-C97,New Jersey,2024-11,1007
all,C00-C97,New Mexico,2018-01,312
all,C00-C97,New Mexico,2018-02,305
all,C00-C97,New Mexico,2018-03,333
all,C00-C97,New Mexico,2018-04,372
all,C00-C97,New Mexico,2018-05,337
all,C00-C97,New Mexico,2018-06,351
all,C00-C97,New Mexico,2018-07,312
all,C00-C97,New Mexico,2018-08,350
all,C00-C97,New Mexico,2018-09,365
all,C00-C97,New Mexico,2018-10,366
all,C00-C97,New Mexico,2018-11,321
all,C00-C97,New Mexico,2018-12,341
all,C00-C97,New Mexico,2019-01,386
all,C00-C97,New Mexico,2019-02,317
all,C00-C97,New Mexico,2019-03,357
all,C00-C97,New Mexico,2019-04,313
all,C00-C97,New Mexico,2019-05,330
all,C00-C97,New Mexico,2019-06,332
all,C00-C97,New Mexico,2019-07,311
all,C00-C97,New Mexico,2019-08,336
all,C00-C97,New Mexico,2019-09,347
all,C00-C97,New Mexico,2019-10,318
all,C00-C97,New Mexico,2019-11,336
all,C00-C97,New Mexico,2019-12,370
all,C00-C97,New Mexico,2020-01,349
all,C00-C97,New Mexico,2020-02,345
all,C00-C97,New Mexico,2020-03,324
all,C00-C97,New Mexico,2020-04,332
all,C00-C97,New Mexico,2020-05,344
all,C00-C97,New Mexico,2020-06,326
all,C00-C97,New Mexico,2020-07,341
all,C00-C97,New Mexico,2020-08,349
all,C00-C97,New Mexico,2020-09,345
all,C00-C97,New Mexico,2020-10,383
all,C00-C97,New Mexico,2020-11,370
all,C00-C97,New Mexico,2020-12,391
all,C00-C97,New Mexico,2021-01,353
all,C00-C97,New Mexico,2021-02,318
all,C00-C97,New Mexico,2021-03,413
all,C00-C97,New Mexico,2021-04,330
all,C00-C97,New Mexico,2021-05,395
all,C00-C97,New Mexico,2021-06,346
all,C00-C97,New Mexico,2021-07,342
all,C00-C97,New Mexico,2021-08,357
all,C00-C97,New Mexico,2021-09,398
all,C00-C97,New Mexico,2021-10,336
all,C00-C97,New Mexico,2021-11,350
all,C00-C97,New Mexico,2021-12,427
all,C00-C97,New Mexico,2022-01,391
all,C00-C97,New Mexico,2022-02,338
all,C00-C97,New Mexico,2022-03,355
all,C00-C97,New Mexico,2022-04,324
all,C00-C97,New Mexico,2022-05,380
all,C00-C97,New Mexico,2022-06,319
all,C00-C97,New Mexico,2022-07,351
all,C00-C97,New Mexico,2022-08,361
all,C00-C97,New Mexico,2022-09,316
all,C00-C97,New Mexico,2022-10,352
all,C00-C97,New Mexico,2022-11,341
all,C00-C97,New Mexico,2022-12,365
all,C00-C97,New Mexico,2023-01,405
all,C00-C97,New Mexico,2023-02,299
all,C00-C97,New Mexico,2023-03,335
all,C00-C97,New Mexico,2023-04,391
all,C00-C97,New Mexico,2023-05,337
all,C00-C97,New Mexico,2023-06,336
all,C00-C97,New Mexico,2023-07,353
all,C00-C97,New Mexico,2023-08,377
all,C00-C97,New Mexico,2023-09,344
all,C00-C97,New Mexico,2023-10,380
all,C00-C97,New Mexico,2023-11,349
all,C00-C97,New Mexico,2023-12,362
all,C00-C97,New Mexico,2024-01,376
all,C00-C97,New Mexico,2024-02,322
all,C00-C97,New Mexico,2024-03,356
all,C00-C97,New Mexico,2024-04,322
all,C00-C97,New Mexico,2024-05,377
all,C00-C97,New Mexico,2024-06,339
all,C00-C97,New Mexico,2024-07,350
all,C00-C97,New Mexico,2024-08,339
all,C00-C97,New Mexico,2024-09,365
all,C00-C97,New Mexico,2024-10,343
all,C00-C97,New Mexico,2024-11,181
all,C00-C97,New York,2018-01,3448
all,C00-C97,New York,2018-02,3064
all,C00-C97,New York,2018-03,3320
all,C00-C97,New York,2018-04,3134
all,C00-C97,New York,2018-05,3185
all,C00-C97,New York,2018-06,3110
all,C00-C97,New York,2018-07,3201
all,C00-C97,New York,2018-08,3132
all,C00-C97,New York,2018-09,3051
all,C00-C97,New York,2018-10,3389
all,C00-C97,New York,2018-11,3081
all,C00-C97,New York,2018-12,3276
all,C00-C97,New York,2019-01,3258
all,C00-C97,New York,2019-02,2955
all,C00-C97,New York,2019-03,3202
all,C00-C97,New York,2019-04,3124
all,C00-C97,New York,2019-05,3161
all,C00-C97,New York,2019-06,3050
all,C00-C97,New York,2019-07,3153
all,C00-C97,New York,2019-08,3132
all,C00-C97,New York,2019-09,3053
all,C00-C97,New York,2019-10,3182
all,C00-C97,New York,2019-11,3158
all,C00-C97,New York,2019-12,3300
all,C00-C97,New York,2020-01,3260
all,C00-C97,New York,2020-02,3108
all,C00-C97,New York,2020-03,3423
all,C00-C97,New York,2020-04,3809
all,C00-C97,New York,2020-05,3095
all,C00-C97,New York,2020-06,2955
all,C00-C97,New York,2020-07,3118
all,C00-C97,New York,2020-08,3105
all,C00-C97,New York,2020-09,3136
all,C00-C97,New York,2020-10,3257
all,C00-C97,New York,2020-11,3107
all,C00-C97,New York,2020-12,3303
all,C00-C97,New York,2021-01,3375
all,C00-C97,New York,2021-02,2979
all,C00-C97,New York,2021-03,3222
all,C00-C97,New York,2021-04,3053
all,C00-C97,New York,2021-05,3155
all,C00-C97,New York,2021-06,3023
all,C00-C97,New York,2021-07,3084
all,C00-C97,New York,2021-08,3290
all,C00-C97,New York,2021-09,3066
all,C00-C97,New York,2021-10,3364
all,C00-C97,New York,2021-11,3283
all,C00-C97,New York,2021-12,3400
all,C00-C97,New York,2022-01,3544
all,C00-C97,New York,2022-02,3015
all,C00-C97,New York,2022-03,3233
all,C00-C97,New York,2022-04,3083
all,C00-C97,New York,2022-05,3192
all,C00-C97,New York,2022-06,2984
all,C00-C97,New York,2022-07,3231
all,C00-C97,New York,2022-08,3281
all,C00-C97,New York,2022-09,3108
all,C00-C97,New York,2022-10,3153
all,C00-C97,New York,2022-11,3205
all,C00-C97,New York,2022-12,3415
all,C00-C97,New York,2023-01,3344
all,C00-C97,New York,2023-02,2841
all,C00-C97,New York,2023-03,3287
all,C00-C97,New York,2023-04,3004
all,C00-C97,New York,2023-05,3089
all,C00-C97,New York,2023-06,2975
all,C00-C97,New York,2023-07,3085
all,C00-C97,New York,2023-08,3195
all,C00-C97,New York,2023-09,3065
all,C00-C97,New York,2023-10,3307
all,C00-C97,New York,2023-11,3115
all,C00-C97,New York,2023-12,3246
all,C00-C97,New York,2024-01,3316
all,C00-C97,New York,2024-02,2929
all,C00-C97,New York,2024-03,3146
all,C00-C97,New York,2024-04,3100
all,C00-C97,New York,2024-05,3087
all,C00-C97,New York,2024-06,3034
all,C00-C97,New York,2024-07,3184
all,C00-C97,New York,2024-08,3252
all,C00-C97,New York,2024-09,3110
all,C00-C97,New York,2024-10,3233
all,C00-C97,New York,2024-11,2187
all,C00-C97,North Carolina,2018-01,1905
all,C00-C97,North Carolina,2018-02,1640
all,C00-C97,North Carolina,2018-03,1835
all,C00-C97,North Carolina,2018-04,1754
all,C00-C97,North Carolina,2018-05,1831
all,C00-C97,North Carolina,2018-06,1720
all,C00-C97,North Carolina,2018-07,1761
all,C00-C97,North Carolina,2018-08,1839
all,C00-C97,North Carolina,2018-09,1713
all,C00-C97,North Carolina,2018-10,1816
all,C00-C97,North Carolina,2018-11,1803
all,C00-C97,North Carolina,2018-12,1823
all,C00-C97,North Carolina,2019-01,1877
all,C00-C97,North Carolina,2019-02,1814
all,C00-C97,North Carolina,2019-03,1901
all,C00-C97,North Carolina,2019-04,1771
all,C00-C97,North Carolina,2019-05,1867
all,C00-C97,North Carolina,2019-06,1767
all,C00-C97,North Carolina,2019-07,1785
all,C00-C97,North Carolina,2019-08,1793
all,C00-C97,North Carolina,2019-09,1798
all,C00-C97,North Carolina,2019-10,1887
all,C00-C97,North Carolina,2019-11,1749
all,C00-C97,North Carolina,2019-12,1790
all,C00-C97,North Carolina,2020-01,1947
all,C00-C97,North Carolina,2020-02,1814
all,C00-C97,North Carolina,2020-03,1832
all,C00-C97,North Carolina,2020-04,1759
all,C00-C97,North Carolina,2020-05,1806
all,C00-C97,North Carolina,2020-06,1723
all,C00-C97,North Carolina,2020-07,1815
all,C00-C97,North Carolina,2020-08,1923
all,C00-C97,North Carolina,2020-09,1842
all,C00-C97,North Carolina,2020-10,1980
all,C00-C97,North Carolina,2020-11,1830
all,C00-C97,North Carolina,2020-12,1950
all,C00-C97,North Carolina,2021-01,2008
all,C00-C97,North Carolina,2021-02,1757
all,C00-C97,North Carolina,2021-03,1870
all,C00-C97,North Carolina,2021-04,1838
all,C00-C97,North Carolina,2021-05,1942
all,C00-C97,North Carolina,2021-06,1799
all,C00-C97,North Carolina,2021-07,1839
all,C00-C97,North Carolina,2021-08,2004
all,C00-C97,North Carolina,2021-09,1897
all,C00-C97,North Carolina,2021-10,1979
all,C00-C97,North Carolina,2021-11,1909
all,C00-C97,North Carolina,2021-12,1967
all,C00-C97,North Carolina,2022-01,2125
all,C00-C97,North Carolina,2022-02,1843
all,C00-C97,North Carolina,2022-03,1894
all,C00-C97,North Carolina,2022-04,1857
all,C00-C97,North Carolina,2022-05,1958
all,C00-C97,North Carolina,2022-06,1885
all,C00-C97,North Carolina,2022-07,2015
all,C00-C97,North Carolina,2022-08,1928
all,C00-C97,North Carolina,2022-09,1912
all,C00-C97,North Carolina,2022-10,2015
all,C00-C97,North Carolina,2022-11,1931
all,C00-C97,North Carolina,2022-12,2006
all,C00-C97,North Carolina,2023-01,2058
all,C00-C97,North Carolina,2023-02,1853
all,C00-C97,North Carolina,2023-03,2061
all,C00-C97,North Carolina,2023-04,1922
all,C00-C97,North Carolina,2023-05,1838
all,C00-C97,North Carolina,2023-06,2038
all,C00-C97,North Carolina,2023-07,1932
all,C00-C97,North Carolina,2023-08,2019
all,C00-C97,North Carolina,2023-09,1958
all,C00-C97,North Carolina,2023-10,2044
all,C00-C97,North Carolina,2023-11,2007
all,C00-C97,North Carolina,2023-12,2097
all,C00-C97,North Carolina,2024-01,2070
all,C00-C97,North Carolina,2024-02,1925
all,C00-C97,North Carolina,2024-03,2028
all,C00-C97,North Carolina,2024-04,1953
all,C00-C97,North Carolina,2024-05,1948
all,C00-C97,North Carolina,2024-06,1937
all,C00-C97,North Carolina,2024-07,2093
all,C00-C97,North Carolina,2024-08,2060
all,C00-C97,North Carolina,2024-09,2042
all,C00-C97,North Carolina,2024-10,1980
all,C00-C97,North Carolina,2024-11,1281
all,C00-C97,North Dakota,2018-01,140
all,C00-C97,North Dakota,2018-02,108
all,C00-C97,North Dakota,2018-03,129
all,C00-C97,North Dakota,2018-04,120
all,C00-C97,North Dakota,2018-05,108
all,C00-C97,North Dakota,2018-06,113
all,C00-C97,North Dakota,2018-07,137
all,C00-C97,North Dakota,2018-08,124
all,C00-C97,North Dakota,2018-09,118
all,C00-C97,North Dakota,2018-10,139
all,C00-C97,North Dakota,2018-11,129
all,C00-C97,North Dakota,2018-12,145
all,C00-C97,North Dakota,2019-01,133
all,C00-C97,North Dakota,2019-02,114
all,C00-C97,North Dakota,2019-03,117
all,C00-C97,North Dakota,2019-04,132
all,C00-C97,North Dakota,2019-05,146
all,C00-C97,North Dakota,2019-06,141
all,C00-C97,North Dakota,2019-07,114
all,C00-C97,North Dakota,2019-08,127
all,C00-C97,North Dakota,2019-09,110
all,C00-C97,North Dakota,2019-10,142
all,C00-C97,North Dakota,2019-11,131
all,C00-C97,North Dakota,2019-12,144
all,C00-C97,North Dakota,2020-01,133
all,C00-C97,North Dakota,2020-02,127
all,C00-C97,North Dakota,2020-03,133
all,C00-C97,North Dakota,2020-04,128
all,C00-C97,North Dakota,2020-05,105
all,C00-C97,North Dakota,2020-06,137
all,C00-C97,North Dakota,2020-07,120
all,C00-C97,North Dakota,2020-08,132
all,C00-C97,North Dakota,2020-09,129
all,C00-C97,North Dakota,2020-10,145
all,C00-C97,North Dakota,2020-11,148
all,C00-C97,North Dakota,2020-12,155
all,C00-C97,North Dakota,2021-01,109
all,C00-C97,North Dakota,2021-02,119
all,C00-C97,North Dakota,2021-03,133
all,C00-C97,North Dakota,2021-04,136
all,C00-C97,North Dakota,2021-05,114
all,C00-C97,North Dakota,2021-06,120
all,C00-C97,North Dakota,2021-07,118
all,C00-C97,North Dakota,2021-08,118
all,C00-C97,North Dakota,2021-09,137
all,C00-C97,North Dakota,2021-10,145
all,C00-C97,North Dakota,2021-11,136
all,C00-C97,North Dakota,2021-12,133
all,C00-C97,North Dakota,2022-01,144
all,C00-C97,North Dakota,2022-02,112
all,C00-C97,North Dakota,2022-03,126
all,C00-C97,North Dakota,2022-04,110
all,C00-C97,North Dakota,2022-05,128
all,C00-C97,North Dakota,2022-06,127
all,C00-C97,North Dakota,2022-07,111
all,C00-C97,North Dakota,2022-08,138
all,C00-C97,North Dakota,2022-09,120
all,C00-C97,North Dakota,2022-10,105
all,C00-C97,North Dakota,2022-11,136
all,C00-C97,North Dakota,2022-12,126
all,C00-C97,North Dakota,2023-01,147
all,C00-C97,North Dakota,2023-02,114
all,C00-C97,North Dakota,2023-03,143
all,C00-C97,North Dakota,2023-04,131
all,C00-C97,North Dakota,2023-05,139
all,C00-C97,North Dakota,2023-06,125
all,C00-C97,North Dakota,2023-07,153
all,C00-C97,North Dakota,2023-08,136
all,C00-C97,North Dakota,2023-09,133
all,C00-C97,North Dakota,2023-10,127
all,C00-C97,North Dakota,2023-11,151
all,C00-C97,North Dakota,2023-12,145
all,C00-C97,North Dakota,2024-01,131
all,C00-C97,North Dakota,2024-02,135
all,C00-C97,North Dakota,2024-03,136
all,C00-C97,North Dakota,2024-04,113
all,C00-C97,North Dakota,2024-05,158
all,C00-C97,North Dakota,2024-06,138
all,C00-C97,North Dakota,2024-07,133
all,C00-C97,North Dakota,2024-08,133
all,C00-C97,North Dakota,2024-09,140
all,C00-C97,North Dakota,2024-10,129
all,C00-C97,North Dakota,2024-11,62
all,C00-C97,Ohio,2018-01,2556
all,C00-C97,Ohio,2018-02,2146
all,C00-C97,Ohio,2018-03,2308
all,C00-C97,Ohio,2018-04,2262
all,C00-C97,Ohio,2018-05,2348
all,C00-C97,Ohio,2018-06,2191
all,C00-C97,Ohio,2018-07,2280
all,C00-C97,Ohio,2018-08,2332
all,C00-C97,Ohio,2018-09,2330
all,C00-C97,Ohio,2018-10,2404
all,C00-C97,Ohio,2018-11,2334
all,C00-C97,Ohio,2018-12,2407
all,C00-C97,Ohio,2019-01,2492
all,C00-C97,Ohio,2019-02,2158
all,C00-C97,Ohio,2019-03,2430
all,C00-C97,Ohio,2019-04,2168
all,C00-C97,Ohio,2019-05,2288
all,C00-C97,Ohio,2019-06,2269
all,C00-C97,Ohio,2019-07,2288
all,C00-C97,Ohio,2019-08,2335
all,C00-C97,Ohio,2019-09,2335
all,C00-C97,Ohio,2019-10,2419
all,C00-C97,Ohio,2019-11,2322
all,C00-C97,Ohio,2019-12,2426
all,C00-C97,Ohio,2020-01,2449
all,C00-C97,Ohio,2020-02,2180
all,C00-C97,Ohio,2020-03,2340
all,C00-C97,Ohio,2020-04,2215
all,C00-C97,Ohio,2020-05,2282
all,C00-C97,Ohio,2020-06,2166
all,C00-C97,Ohio,2020-07,2311
all,C00-C97,Ohio,2020-08,2440
all,C00-C97,Ohio,2020-09,2384
all,C00-C97,Ohio,2020-10,2430
all,C00-C97,Ohio,2020-11,2413
all,C00-C97,Ohio,2020-12,2639
all,C00-C97,Ohio,2021-01,2486
all,C00-C97,Ohio,2021-02,2337
all,C00-C97,Ohio,2021-03,2347
all,C00-C97,Ohio,2021-04,2248
all,C00-C97,Ohio,2021-05,2332
all,C00-C97,Ohio,2021-06,2281
all,C00-C97,Ohio,2021-07,2277
all,C00-C97,Ohio,2021-08,2471
all,C00-C97,Ohio,2021-09,2416
all,C00-C97,Ohio,2021-10,2558
all,C00-C97,Ohio,2021-11,2477
all,C00-C97,Ohio,2021-12,2633
all,C00-C97,Ohio,2022-01,2730
all,C00-C97,Ohio,2022-02,2204
all,C00-C97,Ohio,2022-03,2392
all,C00-C97,Ohio,2022-04,2255
all,C00-C97,Ohio,2022-05,2305
all,C00-C97,Ohio,2022-06,2199
all,C00-C97,Ohio,2022-07,2352
all,C00-C97,Ohio,2022-08,2305
all,C00-C97,Ohio,2022-09,2320
all,C00-C97,Ohio,2022-10,2400
all,C00-C97,Ohio,2022-11,2350
all,C00-C97,Ohio,2022-12,2566
all,C00-C97,Ohio,2023-01,2417
all,C00-C97,Ohio,2023-02,2191
all,C00-C97,Ohio,2023-03,2373
all,C00-C97,Ohio,2023-04,2299
all,C00-C97,Ohio,2023-05,2316
all,C00-C97,Ohio,2023-06,2306
all,C00-C97,Ohio,2023-07,2267
all,C00-C97,Ohio,2023-08,2262
all,C00-C97,Ohio,2023-09,2349
all,C00-C97,Ohio,2023-10,2469
all,C00-C97,Ohio,2023-11,2330
all,C00-C97,Ohio,2023-12,2507
all,C00-C97,Ohio,2024-01,2501
all,C00-C97,Ohio,2024-02,2270
all,C00-C97,Ohio,2024-03,2408
all,C00-C97,Ohio,2024-04,2394
all,C00-C97,Ohio,2024-05,2349
all,C00-C97,Ohio,2024-06,2296
all,C00-C97,Ohio,2024-07,2336
all,C00-C97,Ohio,2024-08,2392
all,C00-C97,Ohio,2024-09,2334
all,C00-C97,Ohio,2024-10,2388
all,C00-C97,Ohio,2024-11,1349
all,C00-C97,Oklahoma,2018-01,880
all,C00-C97,Oklahoma,2018-02,743
all,C00-C97,Oklahoma,2018-03,850
all,C00-C97,Oklahoma,2018-04,800
all,C00-C97,Oklahoma,2018-05,800
all,C00-C97,Oklahoma,2018-06,737
all,C00-C97,Oklahoma,2018-07,765
all,C00-C97,Oklahoma,2018-08,856
all,C00-C97,Oklahoma,2018-09,764
all,C00-C97,Oklahoma,2018-10,812
all,C00-C97,Oklahoma,2018-11,841
all,C00-C97,Oklahoma,2018-12,806
all,C00-C97,Oklahoma,2019-01,846
all,C00-C97,Oklahoma,2019-02,743
all,C00-C97,Oklahoma,2019-03,833
all,C00-C97,Oklahoma,2019-04,730
all,C00-C97,Oklahoma,2019-05,788
all,C00-C97,Oklahoma,2019-06,768
all,C00-C97,Oklahoma,2019-07,840
all,C00-C97,Oklahoma,2019-08,749
all,C00-C97,Oklahoma,2019-09,756
all,C00-C97,Oklahoma,2019-10,806
all,C00-C97,Oklahoma,2019-11,798
all,C00-C97,Oklahoma,2019-12,817
all,C00-C97,Oklahoma,2020-01,867
all,C00-C97,Oklahoma,2020-02,781
all,C00-C97,Oklahoma,2020-03,843
all,C00-C97,Oklahoma,2020-04,727
all,C00-C97,Oklahoma,2020-05,824
all,C00-C97,Oklahoma,2020-06,808
all,C00-C97,Oklahoma,2020-07,815
all,C00-C97,Oklahoma,2020-08,820
all,C00-C97,Oklahoma,2020-09,805
all,C00-C97,Oklahoma,2020-10,882
all,C00-C97,Oklahoma,2020-11,851
all,C00-C97,Oklahoma,2020-12,913
all,C00-C97,Oklahoma,2021-01,921
all,C00-C97,Oklahoma,2021-02,744
all,C00-C97,Oklahoma,2021-03,803
all,C00-C97,Oklahoma,2021-04,811
all,C00-C97,Oklahoma,2021-05,822
all,C00-C97,Oklahoma,2021-06,770
all,C00-C97,Oklahoma,2021-07,873
all,C00-C97,Oklahoma,2021-08,956
all,C00-C97,Oklahoma,2021-09,839
all,C00-C97,Oklahoma,2021-10,827
all,C00-C97,Oklahoma,2021-11,864
all,C00-C97,Oklahoma,2021-12,839
all,C00-C97,Oklahoma,2022-01,1015
all,C00-C97,Oklahoma,2022-02,801
all,C00-C97,Oklahoma,2022-03,846
all,C00-C97,Oklahoma,2022-04,784
all,C00-C97,Oklahoma,2022-05,850
all,C00-C97,Oklahoma,2022-06,745
all,C00-C97,Oklahoma,2022-07,841
all,C00-C97,Oklahoma,2022-08,858
all,C00-C97,Oklahoma,2022-09,775
all,C00-C97,Oklahoma,2022-10,808
all,C00-C97,Oklahoma,2022-11,870
all,C00-C97,Oklahoma,2022-12,867
all,C00-C97,Oklahoma,2023-01,786
all,C00-C97,Oklahoma,2023-02,742
all,C00-C97,Oklahoma,2023-03,803
all,C00-C97,Oklahoma,2023-04,812
all,C00-C97,Oklahoma,2023-05,801
all,C00-C97,Oklahoma,2023-06,748
all,C00-C97,Oklahoma,2023-07,810
all,C00-C97,Oklahoma,2023-08,853
all,C00-C97,Oklahoma,2023-09,791
all,C00-C97,Oklahoma,2023-10,863
all,C00-C97,Oklahoma,2023-11,865
all,C00-C97,Oklahoma,2023-12,881
all,C00-C97,Oklahoma,2024-01,971
all,C00-C97,Oklahoma,2024-02,848
all,C00-C97,Oklahoma,2024-03,846
all,C00-C97,Oklahoma,2024-04,770
all,C00-C97,Oklahoma,2024-05,810
all,C00-C97,Oklahoma,2024-06,789
all,C00-C97,Oklahoma,2024-07,888
all,C00-C97,Oklahoma,2024-08,887
all,C00-C97,Oklahoma,2024-09,827
all,C00-C97,Oklahoma,2024-10,814
all,C00-C97,Oklahoma,2024-11,402
all,C00-C97,Oregon,2018-01,860
all,C00-C97,Oregon,2018-02,697
all,C00-C97,Oregon,2018-03,846
all,C00-C97,Oregon,2018-04,784
all,C00-C97,Oregon,2018-05,794
all,C00-C97,Oregon,2018-06,758
all,C00-C97,Oregon,2018-07,779
all,C00-C97,Oregon,2018-08,730
all,C00-C97,Oregon,2018-09,753
all,C00-C97,Oregon,2018-10,808
all,C00-C97,Oregon,2018-11,772
all,C00-C97,Oregon,2018-12,810
all,C00-C97,Oregon,2019-01,806
all,C00-C97,Oregon,2019-02,676
all,C00-C97,Oregon,2019-03,813
all,C00-C97,Oregon,2019-04,782
all,C00-C97,Oregon,2019-05,795
all,C00-C97,Oregon,2019-06,743
all,C00-C97,Oregon,2019-07,758
all,C00-C97,Oregon,2019-08,796
all,C00-C97,Oregon,2019-09,763
all,C00-C97,Oregon,2019-10,839
all,C00-C97,Oregon,2019-11,779
all,C00-C97,Oregon,2019-12,808
all,C00-C97,Oregon,2020-01,828
all,C00-C97,Oregon,2020-02,755
all,C00-C97,Oregon,2020-03,797
all,C00-C97,Oregon,2020-04,809
all,C00-C97,Oregon,2020-05,793
all,C00-C97,Oregon,2020-06,739
all,C00-C97,Oregon,2020-07,788
all,C00-C97,Oregon,2020-08,838
all,C00-C97,Oregon,2020-09,817
all,C00-C97,Oregon,2020-10,775
all,C00-C97,Oregon,2020-11,823
all,C00-C97,Oregon,2020-12,905
all,C00-C97,Oregon,2021-01,891
all,C00-C97,Oregon,2021-02,771
all,C00-C97,Oregon,2021-03,908
all,C00-C97,Oregon,2021-04,840
all,C00-C97,Oregon,2021-05,818
all,C00-C97,Oregon,2021-06,820
