age,cause,state,date,dead
0-64,C00-C97,Hawaii,2018-03,59
0-64,C00-C97,Idaho,2018-03,66
0-64,C00-C97,Illinois,2018-03,575
0-64,C00-C97,Indiana,2018-03,365
0-64,C00-C97,Iowa,2018-03,160
0-64,C00-C97,Kansas,2018-03,141
0-64,C00-C97,Kentucky,2018-03,297
0-64,C00-C97,Louisiana,2018-03,243
0-64,C00-C97,Maine,2018-03,71
0-64,C00-C97,Maryland,2018-03,273
0-64,C00-C97,Massachusetts,2018-03,273
0-64,C00-C97,Michigan,2018-03,570
0-64,C00-C97,Minnesota,2018-03,198
0-64,C00-C97,Mississippi,2018-03,183
0-64,C00-C97,Missouri,2018-03,315
0-64,C00-C97,Montana,2018-03,40
0-64,C00-C97,Nebraska,2018-03,94
0-64,C00-C97,Nevada,2018-03,127
0-64,C00-C97,New Hampshire,2018-03,58
0-64,C00-C97,New Jersey,2018-03,368
0-64,C00-C97,New Mexico,2018-03,80
0-64,C00-C97,New York,2018-03,830
0-64,C00-C97,North Carolina,2018-03,548
0-64,C00-C97,North Dakota,2018-03,32
0-64,C00-C97,Ohio,2018-03,654
0-64,C00-C97,Oklahoma,2018-03,248
0-64,C00-C97,Oregon,2018-03,194
0-64,C00-C97,Pennsylvania,2018-03,652
0-64,C00-C97,Rhode Island,2018-03,47
0-64,C00-C97,South Carolina,2018-03,282
0-64,C00-C97,South Dakota,2018-03,39
0-64,C00-C97,Tennessee,2018-03,363
0-64,C00-C97,Texas,2018-03,1234
0-64,C00-C97,Utah,2018-03,63
0-64,C00-C97,Vermont,2018-03,27
0-64,C00-C97,Virginia,2018-03,391
0-64,C00-C97,Washington,2018-03,317
0-64,C00-C97,West Virginia,2018-03,104
0-64,C00-C97,Wisconsin,2018-03,261
0-64,C00-C97,Wyoming,2018-03,25
0-64,C00-C97,Alabama,2018-04,276
0-64,C00-C97,Alaska,2018-04,28
0-64,C00-C97,Arizona,2018-04,272
0-64,C00-C97,Arkansas,2018-04,157
0-64,C00-C97,California,2018-04,1464
0-64,C00-C97,Colorado,2018-04,188
0-64,C00-C97,Connecticut,2018-04,156
0-64,C00-C97,Delaware,2018-04,44
0-64,C00-C97,District of Columbia,2018-04,36
0-64,C00-C97,Florida,2018-04,1026
0-64,C00-C97,Georgia,2018-04,493
0-64,C00-C97,Hawaii,2018-04,62
0-64,C00-C97,Idaho,2018-04,57
0-64,C00-C97,Illinois,2018-04,599
0-64,C00-C97,Indiana,2018-04,349
0-64,C00-C97,Iowa,2018-04,151
0-64,C00-C97,Kansas,2018-04,129
0-64,C00-C97,Kentucky,2018-04,283
0-64,C00-C97,Louisiana,2018-04,273
0-64,C00-C97,Maine,2018-04,75
0-64,C00-C97,Maryland,2018-04,292
0-64,C00-C97,Massachusetts,2018-04,250
0-64,C00-C97,Michigan,2018-04,509
0-64,C00-C97,Minnesota,2018-04,204
0-64,C00-C97,Mississippi,2018-04,184
0-64,C00-C97,Missouri,2018-04,330
0-64,C00-C97,Montana,2018-04,47
0-64,C00-C97,Nebraska,2018-04,75
0-64,C00-C97,Nevada,2018-04,138
0-64,C00-C97,New Hampshire,2018-04,68
0-64,C00-C97,New Jersey,2018-04,384
0-64,C00-C97,New Mexico,2018-04,85
0-64,C00-C97,New York,2018-04,797
0-64,C00-C97,North Carolina,2018-04,520
0-64,C00-C97,North Dakota,2018-04,26
0-64,C00-C97,Ohio,2018-04,627
0-64,C00-C97,Oklahoma,2018-04,244
0-64,C00-C97,Oregon,2018-04,208
0-64,C00-C97,Pennsylvania,2018-04,571
0-64,C00-C97,Rhode Island,2018-04,39
0-64,C00-C97,South Carolina,2018-04,246
0-64,C00-C97,South Dakota,2018-04,32
0-64,C00-C97,Tennessee,2018-04,374
0-64,C00-C97,Texas,2018-04,1152
0-64,C00-C97,Utah,2018-04,82
0-64,C00-C97,Vermont,2018-04,31
0-64,C00-C97,Virginia,2018-04,356
0-64,C00-C97,Washington,2018-04,295
0-64,C00-C97,West Virginia,2018-04,128
0-64,C00-C97,Wisconsin,2018-04,282
0-64,C00-C97,Wyoming,2018-04,22
0-64,C00-C97,Alabama,2018-05,260
0-64,C00-C97,Alaska,2018-05,21
0-64,C00-C97,Arizona,2018-05,283
0-64,C00-C97,Arkansas,2018-05,159
0-64,C00-C97,California,2018-05,1471
0-64,C00-C97,Colorado,2018-05,206
0-64,C00-C97,Connecticut,2018-05,139
0-64,C00-C97,Delaware,2018-05,34
0-64,C00-C97,District of Columbia,2018-05,32
0-64,C00-C97,Florida,2018-05,1047
0-64,C00-C97,Georgia,2018-05,457
0-64,C00-C97,Hawaii,2018-05,49
0-64,C00-C97,Idaho,2018-05,71
0-64,C00-C97,Illinois,2018-05,566
0-64,C00-C97,Indiana,2018-05,353
0-64,C00-C97,Iowa,2018-05,141
0-64,C00-C97,Kansas,2018-05,137
0-64,C00-C97,Kentucky,2018-05,281
0-64,C00-C97,Louisiana,2018-05,274
0-64,C00-C97,Maine,2018-05,59
0-64,C00-C97,Maryland,2018-05,270
0-64,C00-C97,Massachusetts,2018-05,282
0-64,C00-C97,Michigan,2018-05,468
0-64,C00-C97,Minnesota,2018-05,217
0-64,C00-C97,Mississippi,2018-05,186
0-64,C00-C97,Missouri,2018-05,332
0-64,C00-C97,Montana,2018-05,39
0-64,C00-C97,Nebraska,2018-05,94
0-64,C00-C97,Nevada,2018-05,105
0-64,C00-C97,New Hampshire,2018-05,63
0-64,C00-C97,New Jersey,2018-05,361
0-64,C00-C97,New Mexico,2018-05,90
0-64,C00-C97,New York,2018-05,836
0-64,C00-C97,North Carolina,2018-05,500
0-64,C00-C97,North Dakota,2018-05,19
0-64,C00-C97,Ohio,2018-05,637
0-64,C00-C97,Oklahoma,2018-05,232
0-64,C00-C97,Oregon,2018-05,178
0-64,C00-C97,Pennsylvania,2018-05,618
0-64,C00-C97,Rhode Island,2018-05,46
0-64,C00-C97,South Carolina,2018-05,286
0-64,C00-C97,South Dakota,2018-05,31
0-64,C00-C97,Tennessee,2018-05,399
0-64,C00-C97,Texas,2018-05,1190
0-64,C00-C97,Utah,2018-05,84
0-64,C00-C97,Vermont,2018-05,30
0-64,C00-C97,Virginia,2018-05,437
0-64,C00-C97,Washington,2018-05,297
0-64,C00-C97,West Virginia,2018-05,133
0-64,C00-C97,Wisconsin,2018-05,272
0-64,C00-C97,Wyoming,2018-05,30
0-64,C00-C97,Alabama,2018-06,289
0-64,C00-C97,Alaska,2018-06,23
0-64,C00-C97,Arizona,2018-06,274
0-64,C00-C97,Arkansas,2018-06,150
0-64,C00-C97,California,2018-06,1379
0-64,C00-C97,Colorado,2018-06,179
0-64,C00-C97,Connecticut,2018-06,133
0-64,C00-C97,Delaware,2018-06,58
0-64,C00-C97,District of Columbia,2018-06,39
0-64,C00-C97,Florida,2018-06,1003
0-64,C00-C97,Georgia,2018-06,466
0-64,C00-C97,Hawaii,2018-06,59
0-64,C00-C97,Idaho,2018-06,82
0-64,C00-C97,Illinois,2018-06,570
0-64,C00-C97,Indiana,2018-06,309
0-64,C00-C97,Iowa,2018-06,142
0-64,C00-C97,Kansas,2018-06,141
0-64,C00-C97,Kentucky,2018-06,277
0-64,C00-C97,Louisiana,2018-06,262
0-64,C00-C97,Maine,2018-06,64
0-64,C00-C97,Maryland,2018-06,287
0-64,C00-C97,Massachusetts,2018-06,305
0-64,C00-C97,Michigan,2018-06,479
0-64,C00-C97,Minnesota,2018-06,207
0-64,C00-C97,Mississippi,2018-06,194
0-64,C00-C97,Missouri,2018-06,312
0-64,C00-C97,Montana,2018-06,39
0-64,C00-C97,Nebraska,2018-06,85
0-64,C00-C97,Nevada,2018-06,127
0-64,C00-C97,New Hampshire,2018-06,54
0-64,C00-C97,New Jersey,2018-06,340
0-64,C00-C97,New Mexico,2018-06,92
0-64,C00-C97,New York,2018-06,832
0-64,C00-C97,North Carolina,2018-06,495
0-64,C00-C97,North Dakota,2018-06,22
0-64,C00-C97,Ohio,2018-06,582
0-64,C00-C97,Oklahoma,2018-06,205
0-64,C00-C97,Oregon,2018-06,184
0-64,C00-C97,Pennsylvania,2018-06,659
0-64,C00-C97,Rhode Island,2018-06,46
0-64,C00-C97,South Carolina,2018-06,272
0-64,C00-C97,South Dakota,2018-06,37
0-64,C00-C97,Tennessee,2018-06,414
0-64,C00-C97,Texas,2018-06,1217
0-64,C00-C97,Utah,2018-06,77
0-64,C00-C97,Vermont,2018-06,33
0-64,C00-C97,Virginia,2018-06,362
0-64,C00-C97,Washington,2018-06,299
0-64,C00-C97,West Virginia,2018-06,133
0-64,C00-C97,Wisconsin,2018-06,238
0-64,C00-C97,Wyoming,2018-06,20
0-64,C00-C97,Alabama,2018-07,296
0-64,C00-C97,Alaska,2018-07,32
0-64,C00-C97,Arizona,2018-07,249
0-64,C00-C97,Arkansas,2018-07,184
0-64,C00-C97,California,2018-07,1468
0-64,C00-C97,Colorado,2018-07,197
0-64,C00-C97,Connecticut,2018-07,136
0-64,C00-C97,Delaware,2018-07,49
0-64,C00-C97,District of Columbia,2018-07,31
0-64,C00-C97,Florida,2018-07,1038
0-64,C00-C97,Georgia,2018-07,459
0-64,C00-C97,Hawaii,2018-07,54
0-64,C00-C97,Idaho,2018-07,69
0-64,C00-C97,Illinois,2018-07,575
0-64,C00-C97,Indiana,2018-07,331
0-64,C00-C97,Iowa,2018-07,125
0-64,C00-C97,Kansas,2018-07,143
0-64,C00-C97,Kentucky,2018-07,273
0-64,C00-C97,Louisiana,2018-07,279
0-64,C00-C97,Maine,2018-07,84
0-64,C00-C97,Maryland,2018-07,293
0-64,C00-C97,Massachusetts,2018-07,274
0-64,C00-C97,Michigan,2018-07,512
0-64,C00-C97,Minnesota,2018-07,247
0-64,C00-C97,Mississippi,2018-07,164
0-64,C00-C97,Missouri,2018-07,337
0-64,C00-C97,Montana,2018-07,51
0-64,C00-C97,Nebraska,2018-07,88
0-64,C00-C97,Nevada,2018-07,141
0-64,C00-C97,New Hampshire,2018-07,74
0-64,C00-C97,New Jersey,2018-07,393
0-64,C00-C97,New Mexico,2018-07,70
0-64,C00-C97,New York,2018-07,840
0-64,C00-C97,North Carolina,2018-07,499
0-64,C00-C97,North Dakota,2018-07,37
0-64,C00-C97,Ohio,2018-07,638
0-64,C00-C97,Oklahoma,2018-07,219
0-64,C00-C97,Oregon,2018-07,176
0-64,C00-C97,Pennsylvania,2018-07,628
0-64,C00-C97,Rhode Island,2018-07,46
0-64,C00-C97,South Carolina,2018-07,297
0-64,C00-C97,South Dakota,2018-07,40
0-64,C00-C97,Tennessee,2018-07,442
0-64,C00-C97,Texas,2018-07,1197
0-64,C00-C97,Utah,2018-07,74
0-64,C00-C97,Vermont,2018-07,19
0-64,C00-C97,Virginia,2018-07,358
0-64,C00-C97,Washington,2018-07,311
0-64,C00-C97,West Virginia,2018-07,121
0-64,C00-C97,Wisconsin,2018-07,246
0-64,C00-C97,Wyoming,2018-07,25
0-64,C00-C97,Alabama,2018-08,246
0-64,C00-C97,Alaska,2018-08,28
0-64,C00-C97,Arizona,2018-08,293
0-64,C00-C97,Arkansas,2018-08,171
0-64,C00-C97,California,2018-08,1565
0-64,C00-C97,Colorado,2018-08,212
0-64,C00-C97,Connecticut,2018-08,145
0-64,C00-C97,Delaware,2018-08,60
0-64,C00-C97,District of Columbia,2018-08,27
0-64,C00-C97,Florida,2018-08,1011
0-64,C00-C97,Georgia,2018-08,505
0-64,C00-C97,Hawaii,2018-08,60
0-64,C00-C97,Idaho,2018-08,78
0-64,C00-C97,Illinois,2018-08,568
0-64,C00-C97,Indiana,2018-08,358
0-64,C00-C97,Iowa,2018-08,169
0-64,C00-C97,Kansas,2018-08,137
0-64,C00-C97,Kentucky,2018-08,261
0-64,C00-C97,Louisiana,2018-08,276
0-64,C00-C97,Maine,2018-08,83
0-64,C00-C97,Maryland,2018-08,287
0-64,C00-C97,Massachusetts,2018-08,283
0-64,C00-C97,Michigan,2018-08,520
0-64,C00-C97,Minnesota,2018-08,230
0-64,C00-C97,Mississippi,2018-08,206
0-64,C00-C97,Missouri,2018-08,349
0-64,C00-C97,Montana,2018-08,40
0-64,C00-C97,Nebraska,2018-08,66
0-64,C00-C97,Nevada,2018-08,126
0-64,C00-C97,New Hampshire,2018-08,62
0-64,C00-C97,New Jersey,2018-08,407
0-64,C00-C97,New Mexico,2018-08,92
0-64,C00-C97,New York,2018-08,780
0-64,C00-C97,North Carolina,2018-08,521
0-64,C00-C97,North Dakota,2018-08,30
0-64,C00-C97,Ohio,2018-08,616
0-64,C00-C97,Oklahoma,2018-08,248
0-64,C00-C97,Oregon,2018-08,163
0-64,C00-C97,Pennsylvania,2018-08,616
0-64,C00-C97,Rhode Island,2018-08,46
0-64,C00-C97,South Carolina,2018-08,253
0-64,C00-C97,South Dakota,2018-08,43
0-64,C00-C97,Tennessee,2018-08,406
0-64,C00-C97,Texas,2018-08,1201
0-64,C00-C97,Utah,2018-08,79
0-64,C00-C97,Vermont,2018-08,34
0-64,C00-C97,Virginia,2018-08,374
0-64,C00-C97,Washington,2018-08,312
0-64,C00-C97,West Virginia,2018-08,105
0-64,C00-C97,Wisconsin,2018-08,285
0-64,C00-C97,Wyoming,2018-08,30
0-64,C00-C97,Alabama,2018-09,267
0-64,C00-C97,Alaska,2018-09,31
0-64,C00-C97,Arizona,2018-09,269
0-64,C00-C97,Arkansas,2018-09,162
0-64,C00-C97,California,2018-09,1433
0-64,C00-C97,Colorado,2018-09,204
0-64,C00-C97,Connecticut,2018-09,146
0-64,C00-C97,Delaware,2018-09,37
0-64,C00-C97,District of Columbia,2018-09,21
0-64,C00-C97,Florida,2018-09,1010
0-64,C00-C97,Georgia,2018-09,486
0-64,C00-C97,Hawaii,2018-09,35
0-64,C00-C97,Idaho,2018-09,63
0-64,C00-C97,Illinois,2018-09,564
0-64,C00-C97,Indiana,2018-09,364
0-64,C00-C97,Iowa,2018-09,143
0-64,C00-C97,Kansas,2018-09,111
0-64,C00-C97,Kentucky,2018-09,275
0-64,C00-C97,Louisiana,2018-09,262
0-64,C00-C97,Maine,2018-09,81
0-64,C00-C97,Maryland,2018-09,273
0-64,C00-C97,Massachusetts,2018-09,277
0-64,C00-C97,Michigan,2018-09,486
0-64,C00-C97,Minnesota,2018-09,218
0-64,C00-C97,Mississippi,2018-09,197
0-64,C00-C97,Missouri,2018-09,315
0-64,C00-C97,Montana,2018-09,44
0-64,C00-C97,Nebraska,2018-09,69
0-64,C00-C97,Nevada,2018-09,113
0-64,C00-C97,New Hampshire,2018-09,62
0-64,C00-C97,New Jersey,2018-09,335
0-64,C00-C97,New Mexico,2018-09,92
0-64,C00-C97,New York,2018-09,774
0-64,C00-C97,North Carolina,2018-09,460
0-64,C00-C97,North Dakota,2018-09,25
0-64,C00-C97,Ohio,2018-09,641
0-64,C00-C97,Oklahoma,2018-09,206
0-64,C00-C97,Oregon,2018-09,175
0-64,C00-C97,Pennsylvania,2018-09,631
0-64,C00-C97,Rhode Island,2018-09,40
0-64,C00-C97,South Carolina,2018-09,278
0-64,C00-C97,South Dakota,2018-09,47
0-64,C00-C97,Tennessee,2018-09,397
0-64,C00-C97,Texas,2018-09,1179
0-64,C00-C97,Utah,2018-09,89
0-64,C00-C97,Vermont,2018-09,40
0-64,C00-C97,Virginia,2018-09,389
0-64,C00-C97,Washington,2018-09,292
0-64,C00-C97,West Virginia,2018-09,111
0-64,C00-C97,Wisconsin,2018-09,229
0-64,C00-C97,Wyoming,2018-09,17
0-64,C00-C97,Alabama,2018-10,291
0-64,C00-C97,Alaska,2018-10,25
0-64,C00-C97,Arizona,2018-10,264
0-64,C00-C97,Arkansas,2018-10,170
0-64,C00-C97,California,2018-10,1456
0-64,C00-C97,Colorado,2018-10,172
0-64,C00-C97,Connecticut,2018-10,153
0-64,C00-C97,Delaware,2018-10,50
0-64,C00-C97,District of Columbia,2018-10,32
0-64,C00-C97,Florida,2018-10,1027
0-64,C00-C97,Georgia,2018-10,510
0-64,C00-C97,Hawaii,2018-10,46
0-64,C00-C97,Idaho,2018-10,67
0-64,C00-C97,Illinois,2018-10,613
0-64,C00-C97,Indiana,2018-10,338
0-64,C00-C97,Iowa,2018-10,161
0-64,C00-C97,Kansas,2018-10,132
0-64,C00-C97,Kentucky,2018-10,291
0-64,C00-C97,Louisiana,2018-10,276
0-64,C00-C97,Maine,2018-10,80
0-64,C00-C97,Maryland,2018-10,305
0-64,C00-C97,Massachusetts,2018-10,283
0-64,C00-C97,Michigan,2018-10,533
0-64,C00-C97,Minnesota,2018-10,228
0-64,C00-C97,Mississippi,2018-10,184
0-64,C00-C97,Missouri,2018-10,341
0-64,C00-C97,Montana,2018-10,51
0-64,C00-C97,Nebraska,2018-10,86
0-64,C00-C97,Nevada,2018-10,122
0-64,C00-C97,New Hampshire,2018-10,65
0-64,C00-C97,New Jersey,2018-10,377
0-64,C00-C97,New Mexico,2018-10,89
0-64,C00-C97,New York,2018-10,867
0-64,C00-C97,North Carolina,2018-10,495
0-64,C00-C97,North Dakota,2018-10,34
0-64,C00-C97,Ohio,2018-10,652
0-64,C00-C97,Oklahoma,2018-10,231
0-64,C00-C97,Oregon,2018-10,177
0-64,C00-C97,Pennsylvania,2018-10,650
0-64,C00-C97,Rhode Island,2018-10,48
0-64,C00-C97,South Carolina,2018-10,248
0-64,C00-C97,South Dakota,2018-10,36
0-64,C00-C97,Tennessee,2018-10,386
0-64,C00-C97,Texas,2018-10,1231
0-64,C00-C97,Utah,2018-10,88
0-64,C00-C97,Vermont,2018-10,34
0-64,C00-C97,Virginia,2018-10,402
0-64,C00-C97,Washington,2018-10,293
0-64,C00-C97,West Virginia,2018-10,126
0-64,C00-C97,Wisconsin,2018-10,267
0-64,C00-C97,Wyoming,2018-10,23
0-64,C00-C97,Alabama,2018-11,308
0-64,C00-C97,Alaska,2018-11,28
0-64,C00-C97,Arizona,2018-11,277
0-64,C00-C97,Arkansas,2018-11,180
0-64,C00-C97,California,2018-11,1394
0-64,C00-C97,Colorado,2018-11,194
0-64,C00-C97,Connecticut,2018-11,148
0-64,C00-C97,Delaware,2018-11,51
0-64,C00-C97,District of Columbia,2018-11,35
0-64,C00-C97,Florida,2018-11,1051
0-64,C00-C97,Georgia,2018-11,491
0-64,C00-C97,Hawaii,2018-11,53
0-64,C00-C97,Idaho,2018-11,63
0-64,C00-C97,Illinois,2018-11,533
0-64,C00-C97,Indiana,2018-11,305
0-64,C00-C97,Iowa,2018-11,135
0-64,C00-C97,Kansas,2018-11,127
0-64,C00-C97,Kentucky,2018-11,284
0-64,C00-C97,Louisiana,2018-11,219
0-64,C00-C97,Maine,2018-11,84
0-64,C00-C97,Maryland,2018-11,306
0-64,C00-C97,Massachusetts,2018-11,268
0-64,C00-C97,Michigan,2018-11,520
0-64,C00-C97,Minnesota,2018-11,243
0-64,C00-C97,Mississippi,2018-11,166
0-64,C00-C97,Missouri,2018-11,327
0-64,C00-C97,Montana,2018-11,58
0-64,C00-C97,Nebraska,2018-11,83
0-64,C00-C97,Nevada,2018-11,123
0-64,C00-C97,New Hampshire,2018-11,62
0-64,C00-C97,New Jersey,2018-11,348
0-64,C00-C97,New Mexico,2018-11,80
0-64,C00-C97,New York,2018-11,796
0-64,C00-C97,North Carolina,2018-11,478
0-64,C00-C97,North Dakota,2018-11,29
0-64,C00-C97,Ohio,2018-11,654
0-64,C00-C97,Oklahoma,2018-11,241
0-64,C00-C97,Oregon,2018-11,188
0-64,C00-C97,Pennsylvania,2018-11,621
0-64,C00-C97,Rhode Island,2018-11,48
0-64,C00-C97,South Carolina,2018-11,275
0-64,C00-C97,South Dakota,2018-11,39
0-64,C00-C97,Tennessee,2018-11,395
0-64,C00-C97,Texas,2018-11,1133
0-64,C00-C97,Utah,2018-11,82
0-64,C00-C97,Vermont,2018-11,20
0-64,C00-C97,Virginia,2018-11,344
0-64,C00-C97,Washington,2018-11,305
0-64,C00-C97,West Virginia,2018-11,101
0-64,C00-C97,Wisconsin,2018-11,238
0-64,C00-C97,Wyoming,2018-11,24
0-64,C00-C97,Alabama,2018-12,294
0-64,C00-C97,Alaska,2018-12,30
0-64,C00-C97,Arizona,2018-12,279
0-64,C00-C97,Arkansas,2018-12,199
0-64,C00-C97,California,2018-12,1419
0-64,C00-C97,Colorado,2018-12,188
0-64,C00-C97,Connecticut,2018-12,163
0-64,C00-C97,Delaware,2018-12,37
0-64,C00-C97,District of Columbia,2018-12,25
0-64,C00-C97,Florida,2018-12,1064
0-64,C00-C97,Georgia,2018-12,513
0-64,C00-C97,Hawaii,2018-12,46
0-64,C00-C97,Idaho,2018-12,62
0-64,C00-C97,Illinois,2018-12,618
0-64,C00-C97,Indiana,2018-12,385
0-64,C00-C97,Iowa,2018-12,137
0-64,C00-C97,Kansas,2018-12,149
0-64,C00-C97,Kentucky,2018-12,281
0-64,C00-C97,Louisiana,2018-12,292
0-64,C00-C97,Maine,2018-12,92
0-64,C00-C97,Maryland,2018-12,315
0-64,C00-C97,Massachusetts,2018-12,259
0-64,C00-C97,Michigan,2018-12,512
0-64,C00-C97,Minnesota,2018-12,254
0-64,C00-C97,Mississippi,2018-12,202
0-64,C00-C97,Missouri,2018-12,352
0-64,C00-C97,Montana,2018-12,50
0-64,C00-C97,Nebraska,2018-12,78
0-64,C00-C97,Nevada,2018-12,139
0-64,C00-C97,New Hampshire,2018-12,71
0-64,C00-C97,New Jersey,2018-12,359
0-64,C00-C97,New Mexico,2018-12,80
0-64,C00-C97,New York,2018-12,862
0-64,C00-C97,North Carolina,2018-12,520
0-64,C00-C97,North Dakota,2018-12,33
0-64,C00-C97,Ohio,2018-12,634
0-64,C00-C97,Oklahoma,2018-12,212
0-64,C00-C97,Oregon,2018-12,212
0-64,C00-C97,Pennsylvania,2018-12,615
0-64,C00-C97,Rhode Island,2018-12,49
0-64,C00-C97,South Carolina,2018-12,287
0-64,C00-C97,South Dakota,2018-12,30
0-64,C00-C97,Tennessee,2018-12,402
0-64,C00-C97,Texas,2018-12,1237
0-64,C00-C97,Utah,2018-12,99
0-64,C00-C97,Vermont,2018-12,20
0-64,C00-C97,Virginia,2018-12,393
0-64,C00-C97,Washington,2018-12,327
0-64,C00-C97,West Virginia,2018-12,142
0-64,C00-C97,Wisconsin,2018-12,267
0-64,C00-C97,Wyoming,2018-12,28
0-64,C00-C97,Alabama,2019-01,301
0-64,C00-C97,Alaska,2019-01,30
0-64,C00-C97,Arizona,2019-01,305
0-64,C00-C97,Arkansas,2019-01,175
0-64,C00-C97,California,2019-01,1497
0-64,C00-C97,Colorado,2019-01,204
0-64,C00-C97,Connecticut,2019-01,163
0-64,C00-C97,Delaware,2019-01,59
0-64,C00-C97,District of Columbia,2019-01,24
0-64,C00-C97,Florida,2019-01,1091
0-64,C00-C97,Georgia,2019-01,505
0-64,C00-C97,Hawaii,2019-01,62
0-64,C00-C97,Idaho,2019-01,45
0-64,C00-C97,Illinois,2019-01,644
0-64,C00-C97,Indiana,2019-01,401
0-64,C00-C97,Iowa,2019-01,150
0-64,C00-C97,Kansas,2019-01,153
0-64,C00-C97,Kentucky,2019-01,293
0-64,C00-C97,Louisiana,2019-01,269
0-64,C00-C97,Maine,2019-01,81
0-64,C00-C97,Maryland,2019-01,266
0-64,C00-C97,Massachusetts,2019-01,299
0-64,C00-C97,Michigan,2019-01,492
0-64,C00-C97,Minnesota,2019-01,235
0-64,C00-C97,Mississippi,2019-01,180
0-64,C00-C97,Missouri,2019-01,338
0-64,C00-C97,Montana,2019-01,51
0-64,C00-C97,Nebraska,2019-01,81
0-64,C00-C97,Nevada,2019-01,153
0-64,C00-C97,New Hampshire,2019-01,69
0-64,C00-C97,New Jersey,2019-01,395
0-64,C00-C97,New Mexico,2019-01,94
0-64,C00-C97,New York,2019-01,806
0-64,C00-C97,North Carolina,2019-01,495
0-64,C00-C97,North Dakota,2019-01,26
0-64,C00-C97,Ohio,2019-01,657
0-64,C00-C97,Oklahoma,2019-01,242
0-64,C00-C97,Oregon,2019-01,195
0-64,C00-C97,Pennsylvania,2019-01,623
0-64,C00-C97,Rhode Island,2019-01,48
0-64,C00-C97,South Carolina,2019-01,278
0-64,C00-C97,South Dakota,2019-01,40
0-64,C00-C97,Tennessee,2019-01,395
0-64,C00-C97,Texas,2019-01,1219
0-64,C00-C97,Utah,2019-01,77
0-64,C00-C97,Vermont,2019-01,34
0-64,C00-C97,Virginia,2019-01,374
0-64,C00-C97,Washington,2019-01,292
0-64,C00-C97,West Virginia,2019-01,127
0-64,C00-C97,Wisconsin,2019-01,252
0-64,C00-C97,Wyoming,2019-01,28
0-64,C00-C97,Alabama,2019-02,237
0-64,C00-C97,Alaska,2019-02,23
0-64,C00-C97,Arizona,2019-02,256
0-64,C00-C97,Arkansas,2019-02,195
0-64,C00-C97,California,2019-02,1326
0-64,C00-C97,Colorado,2019-02,186
0-64,C00-C97,Connecticut,2019-02,129
0-64,C00-C97,Delaware,2019-02,43
0-64,C00-C97,District of Columbia,2019-02,34
0-64,C00-C97,Florida,2019-02,939
0-64,C00-C97,Georgia,2019-02,451
0-64,C00-C97,Hawaii,2019-02,58
0-64,C00-C97,Idaho,2019-02,60
0-64,C00-C97,Illinois,2019-02,498
0-64,C00-C97,Indiana,2019-02,332
0-64,C00-C97,Iowa,2019-02,115
0-64,C00-C97,Kansas,2019-02,125
0-64,C00-C97,Kentucky,2019-02,271
0-64,C00-C97,Louisiana,2019-02,234
0-64,C00-C97,Maine,2019-02,78
0-64,C00-C97,Maryland,2019-02,262
0-64,C00-C97,Massachusetts,2019-02,284
0-64,C00-C97,Michigan,2019-02,428
0-64,C00-C97,Minnesota,2019-02,185
0-64,C00-C97,Mississippi,2019-02,182
0-64,C00-C97,Missouri,2019-02,305
0-64,C00-C97,Montana,2019-02,47
0-64,C00-C97,Nebraska,2019-02,81
0-64,C00-C97,Nevada,2019-02,116
0-64,C00-C97,New Hampshire,2019-02,62
0-64,C00-C97,New Jersey,2019-02,374
0-64,C00-C97,New Mexico,2019-02,74
0-64,C00-C97,New York,2019-02,714
0-64,C00-C97,North Carolina,2019-02,459
0-64,C00-C97,North Dakota,2019-02,27
0-64,C00-C97,Ohio,2019-02,592
0-64,C00-C97,Oklahoma,2019-02,215
0-64,C00-C97,Oregon,2019-02,137
0-64,C00-C97,Pennsylvania,2019-02,531
0-64,C00-C97,Rhode Island,2019-02,38
0-64,C00-C97,South Carolina,2019-02,270
0-64,C00-C97,South Dakota,2019-02,32
0-64,C00-C97,Tennessee,2019-02,388
0-64,C00-C97,Texas,2019-02,1060
0-64,C00-C97,Utah,2019-02,92
0-64,C00-C97,Vermont,2019-02,32
0-64,C00-C97,Virginia,2019-02,341
0-64,C00-C97,Washington,2019-02,307
0-64,C00-C97,West Virginia,2019-02,106
0-64,C00-C97,Wisconsin,2019-02,243
0-64,C00-C97,Wyoming,2019-02,20
0-64,C00-C97,Alabama,2019-03,256
0-64,C00-C97,Alaska,2019-03,36
0-64,C00-C97,Arizona,2019-03,273
0-64,C00-C97,Arkansas,2019-03,185
0-64,C00-C97,California,2019-03,1430
0-64,C00-C97,Colorado,2019-03,186
0-64,C00-C97,Connecticut,2019-03,134
0-64,C00-C97,Delaware,2019-03,36
0-64,C00-C97,District of Columbia,2019-03,31
0-64,C00-C97,Florida,2019-03,1091
0-64,C00-C97,Georgia,2019-03,545
0-64,C00-C97,Hawaii,2019-03,61
0-64,C00-C97,Idaho,2019-03,63
0-64,C00-C97,Illinois,2019-03,573
0-64,C00-C97,Indiana,2019-03,364
0-64,C00-C97,Iowa,2019-03,155
0-64,C00-C97,Kansas,2019-03,119
0-64,C00-C97,Kentucky,2019-03,271
0-64,C00-C97,Louisiana,2019-03,278
0-64,C00-C97,Maine,2019-03,80
0-64,C00-C97,Maryland,2019-03,296
