year,sex,age,cases
1973,Woman,0,51
1972,Men,0,61
1972,Woman,0,56
1971,Men,0,71
1971,Woman,0,54
1970,Men,0,61
1970,Woman,0,44
2023,Men,5,56
2023,Woman,5,47
2022,Men,5,39
2022,Woman,5,38
2021,Men,5,48
2021,Woman,5,38
2020,Men,5,37
2020,Woman,5,31
2019,Men,5,49
2019,Woman,5,45
2018,Men,5,42
2018,Woman,5,49
2017,Men,5,31
2017,Woman,5,44
2016,Men,5,42
2016,Woman,5,39
2015,Men,5,34
2015,Woman,5,28
2014,Men,5,42
2014,Woman,5,26
2013,Men,5,43
2013,Woman,5,38
2012,Men,5,50
2012,Woman,5,37
2011,Men,5,35
2011,Woman,5,27
2010,Men,5,42
2010,Woman,5,37
2009,Men,5,33
2009,Woman,5,23
2008,Men,5,31
2008,Woman,5,19
2007,Men,5,38
2007,Woman,5,23
2006,Men,5,35
2006,Woman,5,29
2005,Men,5,36
2005,Woman,5,24
2004,Men,5,34
2004,Woman,5,23
2003,Men,5,46
2003,Woman,5,33
2002,Men,5,39
2002,Woman,5,30
2001,Men,5,42
2001,Woman,5,27
2000,Men,5,38
2000,Woman,5,31
1999,Men,5,41
1999,Woman,5,35
1998,Men,5,52
1998,Woman,5,35
1997,Men,5,47
1997,Woman,5,37
1996,Men,5,40
1996,Woman,5,22
1995,Men,5,45
1995,Woman,5,30
1994,Men,5,42
1994,Woman,5,28
1993,Men,5,41
1993,Woman,5,22
1992,Men,5,50
1992,Woman,5,29
1991,Men,5,35
1991,Woman,5,32
1990,Men,5,32
1990,Woman,5,23
1989,Men,5,32
1989,Woman,5,31
1988,Men,5,46
1988,Woman,5,32
1987,Men,5,30
1987,Woman,5,26
1986,Men,5,34
1986,Woman,5,26
1985,Men,5,36
1985,Woman,5,34
1984,Men,5,30
1984,Woman,5,34
1983,Men,5,32
1983,Woman,5,27
1982,Men,5,36
1982,Woman,5,28
1981,Men,5,33
1981,Woman,5,23
1980,Men,5,40
1980,Woman,5,45
1979,Men,5,34
1979,Woman,5,23
1978,Men,5,45
1978,Woman,5,27
1977,Men,5,24
1977,Woman,5,24
1976,Men,5,33
1976,Woman,5,38
1975,Men,5,37
1975,Woman,5,37
1974,Men,5,35
1974,Woman,5,25
1973,Men,5,34
1973,Woman,5,20
1972,Men,5,35
1972,Woman,5,27
1971,Men,5,24
1971,Woman,5,21
1970,Men,5,38
1970,Woman,5,30
2023,Men,10,53
2023,Woman,10,62
2022,Men,10,39
2022,Woman,10,43
2021,Men,10,44
2021,Woman,10,48
2020,Men,10,45
2020,Woman,10,47
2019,Men,10,36
2019,Woman,10,43
2018,Men,10,54
2018,Woman,10,54
2017,Men,10,50
2017,Woman,10,50
2016,Men,10,39
2016,Woman,10,31
2015,Men,10,46
2015,Woman,10,39
2014,Men,10,36
2014,Woman,10,43
2013,Men,10,51
2013,Woman,10,30
2012,Men,10,32
2012,Woman,10,34
2011,Men,10,50
2011,Woman,10,40
2010,Men,10,38
2010,Woman,10,29
2009,Men,10,40
2009,Woman,10,37
2008,Men,10,38
2008,Woman,10,34
2007,Men,10,34
2007,Woman,10,41
2006,Men,10,40
2006,Woman,10,32
2005,Men,10,46
2005,Woman,10,45
2004,Men,10,38
2004,Woman,10,31
2003,Men,10,50
2003,Woman,10,39
2002,Men,10,43
2002,Woman,10,46
2001,Men,10,51
2001,Woman,10,38
2000,Men,10,47
2000,Woman,10,37
1999,Men,10,40
1999,Woman,10,35
1998,Men,10,41
1998,Woman,10,43
1997,Men,10,41
1997,Woman,10,29
1996,Men,10,47
1996,Woman,10,40
1995,Men,10,46
1995,Woman,10,33
1994,Men,10,31
1994,Woman,10,23
1993,Men,10,37
1993,Woman,10,26
1992,Men,10,32
1992,Woman,10,39
1991,Men,10,35
1991,Woman,10,32
1990,Men,10,32
1990,Woman,10,35
1989,Men,10,31
1989,Woman,10,36
1988,Men,10,37
1988,Woman,10,41
1987,Men,10,29
1987,Woman,10,38
1986,Men,10,44
1986,Woman,10,39
1985,Men,10,44
1985,Woman,10,32
1984,Men,10,36
1984,Woman,10,40
1983,Men,10,33
1983,Woman,10,33
1982,Men,10,31
1982,Woman,10,28
1981,Men,10,29
1981,Woman,10,32
1980,Men,10,37
1980,Woman,10,37
1979,Men,10,36
1979,Woman,10,27
1978,Men,10,35
1978,Woman,10,35
1977,Men,10,36
1977,Woman,10,34
1976,Men,10,38
1976,Woman,10,26
1975,Men,10,33
1975,Woman,10,22
1974,Men,10,37
1974,Woman,10,28
1973,Men,10,32
1973,Woman,10,22
1972,Men,10,31
1972,Woman,10,35
1971,Men,10,40
1971,Woman,10,22
1970,Men,10,36
1970,Woman,10,19
2023,Men,15,72
2023,Woman,15,61
2022,Men,15,89
2022,Woman,15,82
2021,Men,15,78
2021,Woman,15,63
2020,Men,15,71
2020,Woman,15,85
2019,Men,15,86
2019,Woman,15,79
2018,Men,15,63
2018,Woman,15,65
2017,Men,15,69
2017,Woman,15,68
2016,Men,15,62
2016,Woman,15,64
2015,Men,15,74
2015,Woman,15,70
2014,Men,15,76
2014,Woman,15,65
2013,Men,15,84
2013,Woman,15,67
2012,Men,15,84
2012,Woman,15,67
2011,Men,15,81
2011,Woman,15,69
2010,Men,15,102
2010,Woman,15,90
2009,Men,15,92
2009,Woman,15,69
2008,Men,15,74
2008,Woman,15,71
2007,Men,15,65
2007,Woman,15,66
2006,Men,15,59
2006,Woman,15,56
2005,Men,15,48
2005,Woman,15,71
2004,Men,15,53
2004,Woman,15,66
2003,Men,15,61
2003,Woman,15,63
2002,Men,15,66
2002,Woman,15,74
2001,Men,15,53
2001,Woman,15,59
2000,Men,15,57
2000,Woman,15,59
1999,Men,15,55
1999,Woman,15,43
1998,Men,15,48
1998,Woman,15,48
1997,Men,15,68
1997,Woman,15,50
1996,Men,15,64
1996,Woman,15,60
1995,Men,15,52
1995,Woman,15,76
1994,Men,15,61
1994,Woman,15,54
1993,Men,15,62
1993,Woman,15,71
1992,Men,15,65
1992,Woman,15,69
1991,Men,15,68
1991,Woman,15,43
1990,Men,15,64
1990,Woman,15,51
1989,Men,15,66
1989,Woman,15,50
1988,Men,15,62
1988,Woman,15,47
1987,Men,15,62
1987,Woman,15,58
1986,Men,15,61
1986,Woman,15,51
1985,Men,15,59
1985,Woman,15,44
1984,Men,15,61
1984,Woman,15,56
1983,Men,15,56
1983,Woman,15,56
1982,Men,15,51
1982,Woman,15,39
1981,Men,15,45
1981,Woman,15,45
1980,Men,15,55
1980,Woman,15,39
1979,Men,15,56
1979,Woman,15,43
1978,Men,15,39
1978,Woman,15,49
1977,Men,15,45
1977,Woman,15,41
1976,Men,15,50
1976,Woman,15,41
1975,Men,15,48
1975,Woman,15,44
1974,Men,15,52
1974,Woman,15,40
1973,Men,15,63
1973,Woman,15,33
1972,Men,15,60
1972,Woman,15,44
1971,Men,15,59
1971,Woman,15,34
1970,Men,15,47
1970,Woman,15,37
2023,Men,20,76
2023,Woman,20,113
2022,Men,20,109
2022,Woman,20,116
2021,Men,20,114
2021,Woman,20,101
2020,Men,20,116
2020,Woman,20,103
2019,Men,20,111
2019,Woman,20,129
2018,Men,20,118
2018,Woman,20,140
2017,Men,20,126
2017,Woman,20,161
2016,Men,20,119
2016,Woman,20,118
2015,Men,20,149
2015,Woman,20,153
2014,Men,20,159
2014,Woman,20,142
2013,Men,20,141
2013,Woman,20,139
2012,Men,20,115
2012,Woman,20,144
2011,Men,20,111
2011,Woman,20,118
2010,Men,20,119
2010,Woman,20,118
2009,Men,20,123
2009,Woman,20,115
2008,Men,20,100
2008,Woman,20,109
2007,Men,20,97
2007,Woman,20,95
2006,Men,20,115
2006,Woman,20,91
2005,Men,20,96
2005,Woman,20,89
2004,Men,20,94
2004,Woman,20,109
2003,Men,20,73
2003,Woman,20,93
2002,Men,20,88
2002,Woman,20,73
2001,Men,20,95
2001,Woman,20,100
2000,Men,20,95
2000,Woman,20,94
1999,Men,20,97
1999,Woman,20,69
1998,Men,20,104
1998,Woman,20,88
1997,Men,20,105
1997,Woman,20,106
1996,Men,20,84
1996,Woman,20,92
1995,Men,20,108
1995,Woman,20,97
1994,Men,20,92
1994,Woman,20,112
1993,Men,20,100
1993,Woman,20,90
1992,Men,20,105
1992,Woman,20,97
1991,Men,20,98
1991,Woman,20,101
1990,Men,20,83
1990,Woman,20,92
1989,Men,20,100
1989,Woman,20,97
1988,Men,20,97
1988,Woman,20,86
1987,Men,20,76
1987,Woman,20,97
1986,Men,20,99
1986,Woman,20,88
1985,Men,20,77
1985,Woman,20,81
1984,Men,20,80
1984,Woman,20,75
1983,Men,20,77
1983,Woman,20,76
1982,Men,20,57
1982,Woman,20,82
1981,Men,20,71
1981,Woman,20,79
1980,Men,20,89
1980,Woman,20,75
1979,Men,20,59
1979,Woman,20,61
1978,Men,20,66
1978,Woman,20,74
1977,Men,20,80
1977,Woman,20,93
1976,Men,20,71
1976,Woman,20,65
1975,Men,20,64
1975,Woman,20,62
1974,Men,20,66
1974,Woman,20,70
1973,Men,20,71
1973,Woman,20,84
1972,Men,20,70
1972,Woman,20,90
1971,Men,20,78
1971,Woman,20,75
1970,Men,20,83
1970,Woman,20,99
2023,Men,25,172
2023,Woman,25,216
2022,Men,25,189
2022,Woman,25,214
2021,Men,25,200
2021,Woman,25,262
2020,Men,25,229
2020,Woman,25,245
2019,Men,25,199
2019,Woman,25,296
2018,Men,25,199
2018,Woman,25,260
2017,Men,25,185
2017,Woman,25,291
2016,Men,25,187
2016,Woman,25,262
2015,Men,25,171
2015,Woman,25,266
2014,Men,25,202
2014,Woman,25,276
2013,Men,25,185
2013,Woman,25,251
2012,Men,25,168
2012,Woman,25,234
2011,Men,25,148
2011,Woman,25,206
2010,Men,25,152
2010,Woman,25,191
2009,Men,25,139
2009,Woman,25,186
2008,Men,25,163
2008,Woman,25,177
2007,Men,25,151
2007,Woman,25,185
2006,Men,25,161
2006,Woman,25,181
2005,Men,25,149
2005,Woman,25,133
2004,Men,25,154
2004,Woman,25,168
2003,Men,25,159
2003,Woman,25,169
2002,Men,25,152
2002,Woman,25,176
2001,Men,25,131
2001,Woman,25,187
2000,Men,25,122
2000,Woman,25,166
1999,Men,25,147
1999,Woman,25,155
1998,Men,25,126
1998,Woman,25,137
1997,Men,25,134
1997,Woman,25,150
1996,Men,25,125
1996,Woman,25,179
1995,Men,25,149
1995,Woman,25,166
1994,Men,25,153
1994,Woman,25,166
1993,Men,25,157
1993,Woman,25,147
1992,Men,25,152
1992,Woman,25,185
1991,Men,25,146
1991,Woman,25,129
1990,Men,25,141
1990,Woman,25,161
1989,Men,25,125
1989,Woman,25,153
1988,Men,25,123
1988,Woman,25,116
1987,Men,25,110
1987,Woman,25,144
1986,Men,25,135
1986,Woman,25,136
1985,Men,25,124
1985,Woman,25,143
1984,Men,25,106
1984,Woman,25,148
1983,Men,25,115
1983,Woman,25,153
1982,Men,25,90
1982,Woman,25,130
1981,Men,25,107
1981,Woman,25,135
1980,Men,25,88
1980,Woman,25,135
1979,Men,25,88
1979,Woman,25,147
1978,Men,25,99
1978,Woman,25,139
1977,Men,25,118
1977,Woman,25,143
1976,Men,25,121
1976,Woman,25,170
1975,Men,25,116
1975,Woman,25,165
1974,Men,25,117
1974,Woman,25,158
1973,Men,25,126
1973,Woman,25,176
1972,Men,25,125
1972,Woman,25,147
1971,Men,25,115
1971,Woman,25,151
1970,Men,25,115
1970,Woman,25,146
2023,Men,30,262
2023,Woman,30,463
2022,Men,30,258
2022,Woman,30,490
2021,Men,30,282
2021,Woman,30,465
2020,Men,30,274
2020,Woman,30,436
2019,Men,30,274
2019,Woman,30,402
2018,Men,30,227
2018,Woman,30,473
2017,Men,30,259
2017,Woman,30,490
2016,Men,30,234
2016,Woman,30,409
2015,Men,30,251
2015,Woman,30,387
2014,Men,30,243
2014,Woman,30,426
2013,Men,30,214
2013,Woman,30,388
2012,Men,30,198
2012,Woman,30,355
2011,Men,30,245
2011,Woman,30,357
2010,Men,30,206
2010,Woman,30,318
2009,Men,30,206
2009,Woman,30,317
2008,Men,30,219
2008,Woman,30,370
2007,Men,30,194
2007,Woman,30,300
2006,Men,30,181
2006,Woman,30,332
2005,Men,30,172
2005,Woman,30,301
2004,Men,30,215
2004,Woman,30,328
2003,Men,30,190
2003,Woman,30,302
2002,Men,30,172
2002,Woman,30,288
2001,Men,30,198
2001,Woman,30,315
2000,Men,30,194
2000,Woman,30,278
1999,Men,30,190
1999,Woman,30,280
1998,Men,30,181
1998,Woman,30,275
1997,Men,30,192
1997,Woman,30,284
1996,Men,30,185
1996,Woman,30,269
1995,Men,30,155
1995,Woman,30,231
1994,Men,30,183
1994,Woman,30,271
1993,Men,30,161
1993,Woman,30,236
1992,Men,30,164
1992,Woman,30,246
1991,Men,30,149
1991,Woman,30,268
1990,Men,30,145
1990,Woman,30,248
1989,Men,30,165
1989,Woman,30,239
1988,Men,30,177
1988,Woman,30,253
1987,Men,30,156
1987,Woman,30,236
1986,Men,30,146
1986,Woman,30,216
1985,Men,30,141
1985,Woman,30,249
1984,Men,30,132
1984,Woman,30,271
1983,Men,30,158
1983,Woman,30,274
1982,Men,30,146
1982,Woman,30,269
1981,Men,30,156
1981,Woman,30,260
1980,Men,30,139
1980,Woman,30,288
1979,Men,30,155
1979,Woman,30,300
1978,Men,30,158
1978,Woman,30,257
1977,Men,30,165
1977,Woman,30,261
1976,Men,30,126
1976,Woman,30,245
1975,Men,30,122
1975,Woman,30,228
1974,Men,30,138
1974,Woman,30,207
1973,Men,30,140
1973,Woman,30,186
1972,Men,30,129
1972,Woman,30,204
1971,Men,30,116
1971,Woman,30,182
1970,Men,30,107
1970,Woman,30,196
2023,Men,35,330
2023,Woman,35,713
2022,Men,35,329
2022,Woman,35,697
2021,Men,35,323
2021,Woman,35,714
2020,Men,35,335
2020,Woman,35,601
2019,Men,35,333
2019,Woman,35,735
2018,Men,35,304
2018,Woman,35,756
2017,Men,35,315
2017,Woman,35,712
2016,Men,35,310
2016,Woman,35,689
2015,Men,35,316
2015,Woman,35,715
2014,Men,35,328
2014,Woman,35,677
2013,Men,35,318
2013,Woman,35,578
2012,Men,35,330
2012,Woman,35,588
2011,Men,35,331
2011,Woman,35,610
2010,Men,35,268
2010,Woman,35,542
2009,Men,35,295
2009,Woman,35,480
2008,Men,35,280
2008,Woman,35,533
2007,Men,35,281
2007,Woman,35,474
2006,Men,35,271
2006,Woman,35,461
2005,Men,35,245
2005,Woman,35,479
2004,Men,35,280
2004,Woman,35,522
2003,Men,35,239
2003,Woman,35,494
2002,Men,35,253
2002,Woman,35,439
2001,Men,35,251
2001,Woman,35,484
2000,Men,35,223
2000,Woman,35,417
1999,Men,35,215
1999,Woman,35,400
1998,Men,35,211
1998,Woman,35,404
1997,Men,35,238
1997,Woman,35,395
1996,Men,35,220
1996,Woman,35,420
1995,Men,35,230
1995,Woman,35,437
1994,Men,35,213
1994,Woman,35,423
1993,Men,35,222
1993,Woman,35,391
1992,Men,35,227
1992,Woman,35,399
1991,Men,35,226
1991,Woman,35,421
1990,Men,35,239
1990,Woman,35,419
1989,Men,35,243
1989,Woman,35,390
1988,Men,35,213
1988,Woman,35,422
1987,Men,35,232
1987,Woman,35,414
1986,Men,35,215
1986,Woman,35,486
1985,Men,35,259
1985,Woman,35,478
1984,Men,35,226
1984,Woman,35,424
1983,Men,35,221
1983,Woman,35,442
1982,Men,35,259
1982,Woman,35,458
1981,Men,35,229
1981,Woman,35,457
1980,Men,35,216
1980,Woman,35,398
1979,Men,35,182
1979,Woman,35,384
1978,Men,35,150
1978,Woman,35,339
1977,Men,35,182
1977,Woman,35,330
1976,Men,35,202
1976,Woman,35,317
1975,Men,35,156
1975,Woman,35,271
1974,Men,35,160
1974,Woman,35,309
1973,Men,35,177
1973,Woman,35,292
1972,Men,35,139
1972,Woman,35,267
1971,Men,35,146
1971,Woman,35,286
1970,Men,35,148
1970,Woman,35,312
2023,Men,40,409
2023,Woman,40,1172
2022,Men,40,441
2022,Woman,40,1126
2021,Men,40,459
2021,Woman,40,1160
2020,Men,40,448
2020,Woman,40,1101
2019,Men,40,438
2019,Woman,40,1164
2018,Men,40,436
2018,Woman,40,991
2017,Men,40,465
2017,Woman,40,1141
2016,Men,40,444
2016,Woman,40,1115
2015,Men,40,481
2015,Woman,40,1084
2014,Men,40,453
2014,Woman,40,1087
2013,Men,40,492
2013,Woman,40,1088
2012,Men,40,445
2012,Woman,40,893
2011,Men,40,404
2011,Woman,40,938
2010,Men,40,407
2010,Woman,40,928
2009,Men,40,458
2009,Woman,40,929
2008,Men,40,368
2008,Woman,40,909
2007,Men,40,362
2007,Woman,40,874
2006,Men,40,348
2006,Woman,40,845
2005,Men,40,331
2005,Woman,40,721
2004,Men,40,355
2004,Woman,40,765
2003,Men,40,328
2003,Woman,40,702
2002,Men,40,357
2002,Woman,40,677
2001,Men,40,309
2001,Woman,40,666
2000,Men,40,334
2000,Woman,40,685
1999,Men,40,353
1999,Woman,40,696
1998,Men,40,317
1998,Woman,40,744
1997,Men,40,307
1997,Woman,40,709
1996,Men,40,309
1996,Woman,40,716
1995,Men,40,350
1995,Woman,40,721
1994,Men,40,351
1994,Woman,40,715
1993,Men,40,313
1993,Woman,40,706
1992,Men,40,339
1992,Woman,40,757
1991,Men,40,354
1991,Woman,40,739
1990,Men,40,380
1990,Woman,40,784
1989,Men,40,415
1989,Woman,40,762
1988,Men,40,369
1988,Woman,40,805
1987,Men,40,346
1987,Woman,40,790
1986,Men,40,361
1986,Woman,40,742
1985,Men,40,331
1985,Woman,40,683
1984,Men,40,329
1984,Woman,40,631
1983,Men,40,292
1983,Woman,40,615
1982,Men,40,297
1982,Woman,40,535
1981,Men,40,259
1981,Woman,40,569
1980,Men,40,255
