location,age,dose,month,dead,pop
Toyokawa/Aichi,all,2,2023-10,5,783416
Toyokawa/Aichi,all,3,2023-10,17,1192991
Toyokawa/Aichi,all,4,2023-10,33,957007
Toyokawa/Aichi,all,5,2023-10,46,528622
Toyokawa/Aichi,all,6,2023-10,40,502501
Toyokawa/Aichi,all,7,2023-10,14,259892
Toyokawa/Aichi,80over,0,2023-11,9,29397
Toyokawa/Aichi,80over,1,2023-11,2,1192
Toyokawa/Aichi,80over,2,2023-11,2,13211
Toyokawa/Aichi,80over,3,2023-11,13,38652
Toyokawa/Aichi,80over,4,2023-11,22,71235
Toyokawa/Aichi,80over,5,2023-11,33,104063
Toyokawa/Aichi,80over,6,2023-11,36,120080
Toyokawa/Aichi,80over,7,2023-11,10,169800
Toyokawa/Aichi,all,0,2023-11,14,1488582
Toyokawa/Aichi,all,1,2023-11,3,11856
Toyokawa/Aichi,all,2,2023-11,5,756468
Toyokawa/Aichi,all,3,2023-11,19,1143637
Toyokawa/Aichi,all,4,2023-11,33,854066
Toyokawa/Aichi,all,5,2023-11,40,538536
Toyokawa/Aichi,all,6,2023-11,41,361105
Toyokawa/Aichi,all,7,2023-11,14,429851
Toyokawa/Aichi,80over,0,2023-12,8,30093
Toyokawa/Aichi,80over,1,2023-12,0,1191
Toyokawa/Aichi,80over,2,2023-12,7,13512
Toyokawa/Aichi,80over,3,2023-12,12,39145
Toyokawa/Aichi,80over,4,2023-12,18,70957
Toyokawa/Aichi,80over,5,2023-12,31,98529
Toyokawa/Aichi,80over,6,2023-12,45,96636
Toyokawa/Aichi,80over,7,2023-12,22,211513
Toyokawa/Aichi,all,0,2023-12,25,1537548
Toyokawa/Aichi,all,1,2023-12,1,12098
Toyokawa/Aichi,all,2,2023-12,9,780839
Toyokawa/Aichi,all,3,2023-12,20,1176487
Toyokawa/Aichi,all,4,2023-12,24,852816
Toyokawa/Aichi,all,5,2023-12,40,557536
Toyokawa/Aichi,all,6,2023-12,53,310242
Toyokawa/Aichi,all,7,2023-12,27,536956
Toyokawa/Aichi,80over,0,2024-01,15,29785
Toyokawa/Aichi,80over,1,2024-01,0,1178
Toyokawa/Aichi,80over,2,2024-01,4,13267
Toyokawa/Aichi,80over,3,2024-01,5,38810
Toyokawa/Aichi,80over,4,2024-01,13,69699
Toyokawa/Aichi,80over,5,2024-01,26,94080
Toyokawa/Aichi,80over,6,2024-01,27,88347
Toyokawa/Aichi,80over,7,2024-01,30,222439
Toyokawa/Aichi,all,0,2024-01,25,1536739
Toyokawa/Aichi,all,1,2024-01,0,12087
Toyokawa/Aichi,all,2,2024-01,7,780313
Toyokawa/Aichi,all,3,2024-01,11,1174517
Toyokawa/Aichi,all,4,2024-01,23,842965
Toyokawa/Aichi,all,5,2024-01,43,555303
Toyokawa/Aichi,all,6,2024-01,36,289022
Toyokawa/Aichi,all,7,2024-01,35,567699
Toyokawa/Aichi,80over,0,2024-02,8,27478
Toyokawa/Aichi,80over,1,2024-02,2,1068
Toyokawa/Aichi,80over,2,2024-02,2,12269
Toyokawa/Aichi,80over,3,2024-02,17,35978
Toyokawa/Aichi,80over,4,2024-02,10,64622
Toyokawa/Aichi,80over,5,2024-02,26,85307
Toyokawa/Aichi,80over,6,2024-02,33,79306
Toyokawa/Aichi,80over,7,2024-02,35,211779
Toyokawa/Aichi,all,0,2024-02,19,1436790
Toyokawa/Aichi,all,1,2024-02,2,11281
Toyokawa/Aichi,all,2,2024-02,8,729714
Toyokawa/Aichi,all,3,2024-02,28,1097585
Toyokawa/Aichi,all,4,2024-02,21,784075
Toyokawa/Aichi,all,5,2024-02,33,516713
Toyokawa/Aichi,all,6,2024-02,41,262833
Toyokawa/Aichi,all,7,2024-02,36,542702
Toyokawa/Aichi,80over,0,2024-03,7,29124
Toyokawa/Aichi,80over,1,2024-03,1,1111
Toyokawa/Aichi,80over,2,2024-03,3,13040
Toyokawa/Aichi,80over,3,2024-03,8,38091
Toyokawa/Aichi,80over,4,2024-03,13,68599
Toyokawa/Aichi,80over,5,2024-03,19,89633
Toyokawa/Aichi,80over,6,2024-03,32,82985
Toyokawa/Aichi,80over,7,2024-03,39,226978
Toyokawa/Aichi,all,0,2024-03,17,1535222
Toyokawa/Aichi,all,1,2024-03,2,12073
Toyokawa/Aichi,all,2,2024-03,10,779722
Toyokawa/Aichi,all,3,2024-03,12,1172139
Toyokawa/Aichi,all,4,2024-03,24,833565
Toyokawa/Aichi,all,5,2024-03,33,552692
Toyokawa/Aichi,all,6,2024-03,39,277986
Toyokawa/Aichi,all,7,2024-03,49,583703
Toyokawa/Aichi,80over,0,2024-04,9,27961
Toyokawa/Aichi,80over,1,2024-04,0,1050
Toyokawa/Aichi,80over,2,2024-04,2,12497
Toyokawa/Aichi,80over,3,2024-04,12,36611
Toyokawa/Aichi,80over,4,2024-04,21,65842
Toyokawa/Aichi,80over,5,2024-04,16,86016
Toyokawa/Aichi,80over,6,2024-04,19,79551
Toyokawa/Aichi,80over,7,2024-04,31,218924
Toyokawa/Aichi,all,0,2024-04,18,1485104
Toyokawa/Aichi,all,1,2024-04,0,11580
Toyokawa/Aichi,all,2,2024-04,3,754289
Toyokawa/Aichi,all,3,2024-04,16,1133753
Toyokawa/Aichi,all,4,2024-04,29,804280
Toyokawa/Aichi,all,5,2024-04,24,534819
Toyokawa/Aichi,all,6,2024-04,24,267940
Toyokawa/Aichi,all,7,2024-04,40,564785
Toyokawa/Aichi,80over,0,2024-05,8,28675
Toyokawa/Aichi,80over,1,2024-05,0,1085
Toyokawa/Aichi,80over,2,2024-05,2,12843
Toyokawa/Aichi,80over,3,2024-05,6,37531
Toyokawa/Aichi,80over,4,2024-05,18,67302
Toyokawa/Aichi,80over,5,2024-05,26,88198
Toyokawa/Aichi,80over,6,2024-05,18,81655
Toyokawa/Aichi,80over,7,2024-05,35,225297
Toyokawa/Aichi,all,0,2024-05,19,1534086
Toyokawa/Aichi,all,1,2024-05,1,11951
Toyokawa/Aichi,all,2,2024-05,9,779215
Toyokawa/Aichi,all,3,2024-05,15,1171042
Toyokawa/Aichi,all,4,2024-05,25,830115
Toyokawa/Aichi,all,5,2024-05,33,551737
Toyokawa/Aichi,all,6,2024-05,22,276231
Toyokawa/Aichi,all,7,2024-05,46,582443
Toyokawa/Aichi,80over,0,2024-06,2,27589
Toyokawa/Aichi,80over,1,2024-06,0,1050
Toyokawa/Aichi,80over,2,2024-06,3,12354
Toyokawa/Aichi,80over,3,2024-06,13,36081
Toyokawa/Aichi,80over,4,2024-06,13,64751
Toyokawa/Aichi,80over,5,2024-06,24,84683
Toyokawa/Aichi,80over,6,2024-06,15,78477
Toyokawa/Aichi,80over,7,2024-06,40,216868
Toyokawa/Aichi,all,0,2024-06,15,1484051
Toyokawa/Aichi,all,1,2024-06,0,11550
Toyokawa/Aichi,all,2,2024-06,5,753891
Toyokawa/Aichi,all,3,2024-06,17,1132829
Toyokawa/Aichi,all,4,2024-06,17,802802
Toyokawa/Aichi,all,5,2024-06,31,533076
Toyokawa/Aichi,all,6,2024-06,20,266606
Toyokawa/Aichi,all,7,2024-06,45,562242
Saiki/Oita,80over,0,2021-02,62,373284
Saiki/Oita,80over,1,2021-02,0,7
Saiki/Oita,80over,2,2021-02,0,0
Saiki/Oita,80over,3,2021-02,0,0
Saiki/Oita,80over,4,2021-02,0,0
Saiki/Oita,80over,5,2021-02,0,0
Saiki/Oita,80over,6,2021-02,0,0
Saiki/Oita,80over,7,2021-02,0,0
Saiki/Oita,all,0,2021-02,80,1943941
Saiki/Oita,all,1,2021-02,0,840
Saiki/Oita,all,2,2021-02,0,0
Saiki/Oita,all,3,2021-02,0,0
Saiki/Oita,all,4,2021-02,0,0
Saiki/Oita,all,5,2021-02,0,0
Saiki/Oita,all,6,2021-02,0,0
Saiki/Oita,all,7,2021-02,0,0
Saiki/Oita,80over,0,2021-03,79,410966
Saiki/Oita,80over,1,2021-03,0,47
Saiki/Oita,80over,2,2021-03,0,17
Saiki/Oita,80over,3,2021-03,0,0
Saiki/Oita,80over,4,2021-03,0,0
Saiki/Oita,80over,5,2021-03,0,0
Saiki/Oita,80over,6,2021-03,0,0
Saiki/Oita,80over,7,2021-03,0,0
Saiki/Oita,all,0,2021-03,97,2133648
Saiki/Oita,all,1,2021-03,0,13629
Saiki/Oita,all,2,2021-03,0,3109
Saiki/Oita,all,3,2021-03,0,0
Saiki/Oita,all,4,2021-03,0,0
Saiki/Oita,all,5,2021-03,0,0
Saiki/Oita,all,6,2021-03,0,0
Saiki/Oita,all,7,2021-03,0,0
Saiki/Oita,80over,0,2021-04,80,394142
Saiki/Oita,80over,1,2021-04,1,1228
Saiki/Oita,80over,2,2021-04,0,81
Saiki/Oita,80over,3,2021-04,0,0
Saiki/Oita,80over,4,2021-04,0,0
Saiki/Oita,80over,5,2021-04,0,0
Saiki/Oita,80over,6,2021-04,0,0
Saiki/Oita,80over,7,2021-04,0,0
Saiki/Oita,all,0,2021-04,100,2035803
Saiki/Oita,all,1,2021-04,1,20754
Saiki/Oita,all,2,2021-04,0,21565
Saiki/Oita,all,3,2021-04,0,0
Saiki/Oita,all,4,2021-04,0,0
Saiki/Oita,all,5,2021-04,0,0
Saiki/Oita,all,6,2021-04,0,0
Saiki/Oita,all,7,2021-04,0,0
Saiki/Oita,80over,0,2021-05,62,345865
Saiki/Oita,80over,1,2021-05,4,56176
Saiki/Oita,80over,2,2021-05,0,4271
Saiki/Oita,80over,3,2021-05,0,0
Saiki/Oita,80over,4,2021-05,0,0
Saiki/Oita,80over,5,2021-05,0,0
Saiki/Oita,80over,6,2021-05,0,0
Saiki/Oita,80over,7,2021-05,0,0
Saiki/Oita,all,0,2021-05,83,1974724
Saiki/Oita,all,1,2021-05,4,103781
Saiki/Oita,all,2,2021-05,0,65936
Saiki/Oita,all,3,2021-05,0,0
Saiki/Oita,all,4,2021-05,0,0
Saiki/Oita,all,5,2021-05,0,0
Saiki/Oita,all,6,2021-05,0,0
Saiki/Oita,all,7,2021-05,0,0
Saiki/Oita,80over,0,2021-06,44,121124
Saiki/Oita,80over,1,2021-06,10,139530
Saiki/Oita,80over,2,2021-06,11,130551
Saiki/Oita,80over,3,2021-06,0,0
Saiki/Oita,80over,4,2021-06,0,0
Saiki/Oita,80over,5,2021-06,0,0
Saiki/Oita,80over,6,2021-06,0,0
Saiki/Oita,80over,7,2021-06,0,0
Saiki/Oita,all,0,2021-06,65,1608831
Saiki/Oita,all,1,2021-06,11,206007
Saiki/Oita,all,2,2021-06,11,257772
Saiki/Oita,all,3,2021-06,0,0
Saiki/Oita,all,4,2021-06,0,0
Saiki/Oita,all,5,2021-06,0,0
Saiki/Oita,all,6,2021-06,0,0
Saiki/Oita,all,7,2021-06,0,0
Saiki/Oita,80over,0,2021-07,26,50185
Saiki/Oita,80over,1,2021-07,9,53233
Saiki/Oita,80over,2,2021-07,34,298845
Saiki/Oita,80over,3,2021-07,0,0
Saiki/Oita,80over,4,2021-07,0,0
Saiki/Oita,80over,5,2021-07,0,0
Saiki/Oita,80over,6,2021-07,0,0
Saiki/Oita,80over,7,2021-07,0,0
Saiki/Oita,all,0,2021-07,42,1285695
Saiki/Oita,all,1,2021-07,10,299598
Saiki/Oita,all,2,2021-07,35,553797
Saiki/Oita,all,3,2021-07,0,0
Saiki/Oita,all,4,2021-07,0,0
Saiki/Oita,all,5,2021-07,0,0
Saiki/Oita,all,6,2021-07,0,0
Saiki/Oita,all,7,2021-07,0,0
Saiki/Oita,80over,0,2021-08,21,35910
Saiki/Oita,80over,1,2021-08,5,7223
Saiki/Oita,80over,2,2021-08,44,357022
Saiki/Oita,80over,3,2021-08,0,0
Saiki/Oita,80over,4,2021-08,0,0
Saiki/Oita,80over,5,2021-08,0,0
Saiki/Oita,80over,6,2021-08,0,0
Saiki/Oita,80over,7,2021-08,0,0
Saiki/Oita,all,0,2021-08,31,977373
Saiki/Oita,all,1,2021-08,7,214851
Saiki/Oita,all,2,2021-08,52,944250
Saiki/Oita,all,3,2021-08,0,0
Saiki/Oita,all,4,2021-08,0,0
Saiki/Oita,all,5,2021-08,0,0
Saiki/Oita,all,6,2021-08,0,0
Saiki/Oita,all,7,2021-08,0,0
Saiki/Oita,80over,0,2021-09,17,30982
Saiki/Oita,80over,1,2021-09,6,3992
Saiki/Oita,80over,2,2021-09,54,350119
Saiki/Oita,80over,3,2021-09,0,0
Saiki/Oita,80over,4,2021-09,0,0
Saiki/Oita,80over,5,2021-09,0,0
Saiki/Oita,80over,6,2021-09,0,0
Saiki/Oita,80over,7,2021-09,0,0
Saiki/Oita,all,0,2021-09,25,689165
Saiki/Oita,all,1,2021-09,6,169926
Saiki/Oita,all,2,2021-09,64,1205713
Saiki/Oita,all,3,2021-09,0,0
Saiki/Oita,all,4,2021-09,0,0
Saiki/Oita,all,5,2021-09,0,0
Saiki/Oita,all,6,2021-09,0,0
Saiki/Oita,all,7,2021-09,0,0
Saiki/Oita,80over,0,2021-10,16,29461
Saiki/Oita,80over,1,2021-10,6,3510
Saiki/Oita,80over,2,2021-10,62,362205
Saiki/Oita,80over,3,2021-10,0,0
Saiki/Oita,80over,4,2021-10,0,0
Saiki/Oita,80over,5,2021-10,0,0
Saiki/Oita,80over,6,2021-10,0,0
Saiki/Oita,80over,7,2021-10,0,0
Saiki/Oita,all,0,2021-10,24,544389
Saiki/Oita,all,1,2021-10,6,128069
Saiki/Oita,all,2,2021-10,74,1457857
Saiki/Oita,all,3,2021-10,0,0
Saiki/Oita,all,4,2021-10,0,0
Saiki/Oita,all,5,2021-10,0,0
Saiki/Oita,all,6,2021-10,0,0
Saiki/Oita,all,7,2021-10,0,0
Saiki/Oita,80over,0,2021-11,9,27670
Saiki/Oita,80over,1,2021-11,2,2317
Saiki/Oita,80over,2,2021-11,62,350318
Saiki/Oita,80over,3,2021-11,0,0
Saiki/Oita,80over,4,2021-11,0,0
Saiki/Oita,80over,5,2021-11,0,0
Saiki/Oita,80over,6,2021-11,0,0
Saiki/Oita,80over,7,2021-11,0,0
Saiki/Oita,all,0,2021-11,15,487542
Saiki/Oita,all,1,2021-11,4,32901
Saiki/Oita,all,2,2021-11,74,1538373
Saiki/Oita,all,3,2021-11,0,0
Saiki/Oita,all,4,2021-11,0,0
Saiki/Oita,all,5,2021-11,0,0
Saiki/Oita,all,6,2021-11,0,0
Saiki/Oita,all,7,2021-11,0,0
Saiki/Oita,80over,0,2021-12,10,28000
Saiki/Oita,80over,1,2021-12,0,2151
Saiki/Oita,80over,2,2021-12,73,360327
Saiki/Oita,80over,3,2021-12,0,39
Saiki/Oita,80over,4,2021-12,0,0
Saiki/Oita,80over,5,2021-12,0,0
Saiki/Oita,80over,6,2021-12,0,0
Saiki/Oita,80over,7,2021-12,0,0
Saiki/Oita,all,0,2021-12,15,496707
Saiki/Oita,all,1,2021-12,0,14967
Saiki/Oita,all,2,2021-12,87,1603268
Saiki/Oita,all,3,2021-12,0,9466
Saiki/Oita,all,4,2021-12,0,0
Saiki/Oita,all,5,2021-12,0,0
Saiki/Oita,all,6,2021-12,0,0
Saiki/Oita,all,7,2021-12,0,0
Saiki/Oita,80over,0,2022-01,11,27419
Saiki/Oita,80over,1,2022-01,2,2134
Saiki/Oita,80over,2,2022-01,58,357566
Saiki/Oita,80over,3,2022-01,0,867
Saiki/Oita,80over,4,2022-01,0,0
Saiki/Oita,80over,5,2022-01,0,0
Saiki/Oita,80over,6,2022-01,0,0
Saiki/Oita,80over,7,2022-01,0,0
Saiki/Oita,all,0,2022-01,17,491939
Saiki/Oita,all,1,2022-01,2,13156
Saiki/Oita,all,2,2022-01,79,1564887
Saiki/Oita,all,3,2022-01,0,51126
Saiki/Oita,all,4,2022-01,0,0
Saiki/Oita,all,5,2022-01,0,0
Saiki/Oita,all,6,2022-01,0,0
Saiki/Oita,all,7,2022-01,0,0
Saiki/Oita,80over,0,2022-02,9,24280
Saiki/Oita,80over,1,2022-02,0,1883
Saiki/Oita,80over,2,2022-02,60,242970
Saiki/Oita,80over,3,2022-02,11,79333
Saiki/Oita,80over,4,2022-02,0,0
Saiki/Oita,80over,5,2022-02,0,0
Saiki/Oita,80over,6,2022-02,0,0
Saiki/Oita,80over,7,2022-02,0,0
Saiki/Oita,all,0,2022-02,13,438150
Saiki/Oita,all,1,2022-02,0,13058
Saiki/Oita,all,2,2022-02,75,1255012
Saiki/Oita,all,3,2022-02,12,207015
Saiki/Oita,all,4,2022-02,0,0
Saiki/Oita,all,5,2022-02,0,0
Saiki/Oita,all,6,2022-02,0,0
Saiki/Oita,all,7,2022-02,0,0
Saiki/Oita,80over,0,2022-03,13,26246
Saiki/Oita,80over,1,2022-03,1,2023
Saiki/Oita,80over,2,2022-03,48,80473
Saiki/Oita,80over,3,2022-03,33,274315
Saiki/Oita,80over,4,2022-03,0,0
Saiki/Oita,80over,5,2022-03,0,0
Saiki/Oita,80over,6,2022-03,0,0
Saiki/Oita,80over,7,2022-03,0,0
Saiki/Oita,all,0,2022-03,22,478339
Saiki/Oita,all,1,2022-03,1,14440
Saiki/Oita,all,2,2022-03,58,887468
Saiki/Oita,all,3,2022-03,40,734525
Saiki/Oita,all,4,2022-03,0,0
Saiki/Oita,all,5,2022-03,0,0
Saiki/Oita,all,6,2022-03,0,0
Saiki/Oita,all,7,2022-03,0,0
Saiki/Oita,80over,0,2022-04,8,24974
Saiki/Oita,80over,1,2022-04,1,1873
Saiki/Oita,80over,2,2022-04,22,28051
Saiki/Oita,80over,3,2022-04,46,313227
Saiki/Oita,80over,4,2022-04,0,0
Saiki/Oita,80over,5,2022-04,0,0
Saiki/Oita,80over,6,2022-04,0,0
Saiki/Oita,80over,7,2022-04,0,0
Saiki/Oita,all,0,2022-04,11,450464
Saiki/Oita,all,1,2022-04,1,18063
Saiki/Oita,all,2,2022-04,27,520433
Saiki/Oita,all,3,2022-04,51,1054456
Saiki/Oita,all,4,2022-04,0,0
Saiki/Oita,all,5,2022-04,0,0
Saiki/Oita,all,6,2022-04,0,0
Saiki/Oita,all,7,2022-04,0,0
Saiki/Oita,80over,0,2022-05,7,25450
Saiki/Oita,80over,1,2022-05,1,1868
Saiki/Oita,80over,2,2022-05,22,20624
Saiki/Oita,80over,3,2022-05,31,330258
Saiki/Oita,80over,4,2022-05,0,0
Saiki/Oita,80over,5,2022-05,0,0
Saiki/Oita,80over,6,2022-05,0,0
Saiki/Oita,80over,7,2022-05,0,0
Saiki/Oita,all,0,2022-05,15,458104
Saiki/Oita,all,1,2022-05,1,14705
Saiki/Oita,all,2,2022-05,30,391481
Saiki/Oita,all,3,2022-05,40,1244409
Saiki/Oita,all,4,2022-05,0,1
Saiki/Oita,all,5,2022-05,0,0
Saiki/Oita,all,6,2022-05,0,0
Saiki/Oita,all,7,2022-05,0,0
Saiki/Oita,80over,0,2022-06,6,24365
Saiki/Oita,80over,1,2022-06,1,1794
Saiki/Oita,80over,2,2022-06,17,16984
Saiki/Oita,80over,3,2022-06,47,320774
Saiki/Oita,80over,4,2022-06,0,23
Saiki/Oita,80over,5,2022-06,0,0
Saiki/Oita,80over,6,2022-06,0,0
Saiki/Oita,80over,7,2022-06,0,0
Saiki/Oita,all,0,2022-06,6,437458
Saiki/Oita,all,1,2022-06,1,12972
Saiki/Oita,all,2,2022-06,21,309551
Saiki/Oita,all,3,2022-06,58,1276596
Saiki/Oita,all,4,2022-06,0,1455
Saiki/Oita,all,5,2022-06,0,0
Saiki/Oita,all,6,2022-06,0,0
Saiki/Oita,all,7,2022-06,0,0
Saiki/Oita,80over,0,2022-07,4,25063
Saiki/Oita,80over,1,2022-07,2,1785
Saiki/Oita,80over,2,2022-07,11,15817
Saiki/Oita,80over,3,2022-07,54,309542
Saiki/Oita,80over,4,2022-07,1,21662
Saiki/Oita,80over,5,2022-07,0,0
Saiki/Oita,80over,6,2022-07,0,0
Saiki/Oita,80over,7,2022-07,0,0
Saiki/Oita,all,0,2022-07,5,448984
Saiki/Oita,all,1,2022-07,3,11472
Saiki/Oita,all,2,2022-07,16,284861
Saiki/Oita,all,3,2022-07,69,1317869
Saiki/Oita,all,4,2022-07,1,40025
Saiki/Oita,all,5,2022-07,0,0
Saiki/Oita,all,6,2022-07,0,0
Saiki/Oita,all,7,2022-07,0,0
Saiki/Oita,80over,0,2022-08,7,24764
Saiki/Oita,80over,1,2022-08,0,1787
Saiki/Oita,80over,2,2022-08,6,14316
Saiki/Oita,80over,3,2022-08,53,183153
Saiki/Oita,80over,4,2022-08,8,147686
Saiki/Oita,80over,5,2022-08,0,0
Saiki/Oita,80over,6,2022-08,0,0
Saiki/Oita,80over,7,2022-08,0,0
Saiki/Oita,all,0,2022-08,11,444627
Saiki/Oita,all,1,2022-08,1,12376
Saiki/Oita,all,2,2022-08,10,254440
Saiki/Oita,all,3,2022-08,63,1084584
Saiki/Oita,all,4,2022-08,9,304404
Saiki/Oita,all,5,2022-08,0,0
Saiki/Oita,all,6,2022-08,0,0
Saiki/Oita,all,7,2022-08,0,0
Saiki/Oita,80over,0,2022-09,8,23760
Saiki/Oita,80over,1,2022-09,0,1611
Saiki/Oita,80over,2,2022-09,9,13009
Saiki/Oita,80over,3,2022-09,20,86167
Saiki/Oita,80over,4,2022-09,22,233408
Saiki/Oita,80over,5,2022-09,0,0
Saiki/Oita,80over,6,2022-09,0,0
Saiki/Oita,80over,7,2022-09,0,0
Saiki/Oita,all,0,2022-09,9,428237
Saiki/Oita,all,1,2022-09,0,10205
Saiki/Oita,all,2,2022-09,12,236914
Saiki/Oita,all,3,2022-09,37,764723
Saiki/Oita,all,4,2022-09,26,590082
Saiki/Oita,all,5,2022-09,0,0
Saiki/Oita,all,6,2022-09,0,0
Saiki/Oita,all,7,2022-09,0,0
Saiki/Oita,80over,0,2022-10,3,24299
Saiki/Oita,80over,1,2022-10,1,1602
Saiki/Oita,80over,2,2022-10,7,12765
Saiki/Oita,80over,3,2022-10,23,55199
Saiki/Oita,80over,4,2022-10,28,273953
Saiki/Oita,80over,5,2022-10,0,33
Saiki/Oita,80over,6,2022-10,0,0
Saiki/Oita,80over,7,2022-10,0,0
Saiki/Oita,all,0,2022-10,9,441550
Saiki/Oita,all,1,2022-10,1,9759
Saiki/Oita,all,2,2022-10,12,235682
Saiki/Oita,all,3,2022-10,27,661922
Saiki/Oita,all,4,2022-10,37,746135
Saiki/Oita,all,5,2022-10,0,76
Saiki/Oita,all,6,2022-10,0,0
Saiki/Oita,all,7,2022-10,0,0
Saiki/Oita,80over,0,2022-11,14,23246
Saiki/Oita,80over,1,2022-11,0,1605
Saiki/Oita,80over,2,2022-11,5,11692
Saiki/Oita,80over,3,2022-11,26,44020
Saiki/Oita,80over,4,2022-11,32,239432
Saiki/Oita,80over,5,2022-11,0,33759
Saiki/Oita,80over,6,2022-11,0,0
Saiki/Oita,80over,7,2022-11,0,0
Saiki/Oita,all,0,2022-11,20,425746
Saiki/Oita,all,1,2022-11,0,9957
Saiki/Oita,all,2,2022-11,6,217386
Saiki/Oita,all,3,2022-11,39,542176
Saiki/Oita,all,4,2022-11,40,766187
Saiki/Oita,all,5,2022-11,0,62978
Saiki/Oita,all,6,2022-11,0,0
Saiki/Oita,all,7,2022-11,0,0
Saiki/Oita,80over,0,2022-12,9,23554
Saiki/Oita,80over,1,2022-12,3,1620
Saiki/Oita,80over,2,2022-12,8,11478
Saiki/Oita,80over,3,2022-12,32,38067
Saiki/Oita,80over,4,2022-12,44,159480
Saiki/Oita,80over,5,2022-12,13,128545
Saiki/Oita,80over,6,2022-12,0,0
Saiki/Oita,80over,7,2022-12,0,0
Saiki/Oita,all,0,2022-12,17,437761
Saiki/Oita,all,1,2022-12,4,10561
Saiki/Oita,all,2,2022-12,13,214539
Saiki/Oita,all,3,2022-12,43,437986
Saiki/Oita,all,4,2022-12,52,694013
Saiki/Oita,all,5,2022-12,15,293370
Saiki/Oita,all,6,2022-12,0,0
Saiki/Oita,all,7,2022-12,0,0
Saiki/Oita,80over,0,2023-01,11,23244
Saiki/Oita,80over,1,2023-01,0,1555
Saiki/Oita,80over,2,2023-01,13,10741
Saiki/Oita,80over,3,2023-01,19,33346
Saiki/Oita,80over,4,2023-01,33,98912
Saiki/Oita,80over,5,2023-01,19,191802
Saiki/Oita,80over,6,2023-01,0,0
Saiki/Oita,80over,7,2023-01,0,0
Saiki/Oita,all,0,2023-01,16,436339
Saiki/Oita,all,1,2023-01,0,10127
Saiki/Oita,all,2,2023-01,18,207617
Saiki/Oita,all,3,2023-01,25,384739
Saiki/Oita,all,4,2023-01,48,556327
Saiki/Oita,all,5,2023-01,24,488737
Saiki/Oita,all,6,2023-01,0,0
Saiki/Oita,all,7,2023-01,0,0
Saiki/Oita,80over,0,2023-02,13,20615
Saiki/Oita,80over,1,2023-02,0,1400
Saiki/Oita,80over,2,2023-02,3,9337
Saiki/Oita,80over,3,2023-02,18,27489
Saiki/Oita,80over,4,2023-02,27,61809
Saiki/Oita,80over,5,2023-02,24,201557
Saiki/Oita,80over,6,2023-02,0,0
Saiki/Oita,80over,7,2023-02,0,0
Saiki/Oita,all,0,2023-02,17,393247
Saiki/Oita,all,1,2023-02,0,8828
Saiki/Oita,all,2,2023-02,6,183603
Saiki/Oita,all,3,2023-02,23,329842
Saiki/Oita,all,4,2023-02,35,439802
Saiki/Oita,all,5,2023-02,31,523487
Saiki/Oita,all,6,2023-02,0,0
Saiki/Oita,all,7,2023-02,0,0
Saiki/Oita,80over,0,2023-03,7,22533
Saiki/Oita,80over,1,2023-03,0,1550
Saiki/Oita,80over,2,2023-03,5,10168
Saiki/Oita,80over,3,2023-03,15,29261
Saiki/Oita,80over,4,2023-03,36,63760
Saiki/Oita,80over,5,2023-03,34,226667
Saiki/Oita,80over,6,2023-03,0,0
Saiki/Oita,80over,7,2023-03,0,0
Saiki/Oita,all,0,2023-03,16,434657
Saiki/Oita,all,1,2023-03,1,9432
Saiki/Oita,all,2,2023-03,7,201446
Saiki/Oita,all,3,2023-03,17,359639
Saiki/Oita,all,4,2023-03,42,479778
Saiki/Oita,all,5,2023-03,39,591491
Saiki/Oita,all,6,2023-03,0,0
Saiki/Oita,all,7,2023-03,0,0
Saiki/Oita,80over,0,2023-04,8,21534
Saiki/Oita,80over,1,2023-04,0,1500
Saiki/Oita,80over,2,2023-04,5,9666
Saiki/Oita,80over,3,2023-04,11,27907
Saiki/Oita,80over,4,2023-04,18,59242
Saiki/Oita,80over,5,2023-04,31,220089
Saiki/Oita,80over,6,2023-04,0,0
Saiki/Oita,80over,7,2023-04,0,0
Saiki/Oita,all,0,2023-04,9,420238
Saiki/Oita,all,1,2023-04,0,8960
Saiki/Oita,all,2,2023-04,7,193605
Saiki/Oita,all,3,2023-04,16,345323
Saiki/Oita,all,4,2023-04,26,461864
Saiki/Oita,all,5,2023-04,35,576264
Saiki/Oita,all,6,2023-04,0,0
Saiki/Oita,all,7,2023-04,0,0
Saiki/Oita,80over,0,2023-05,7,22067
Saiki/Oita,80over,1,2023-05,2,1510
Saiki/Oita,80over,2,2023-05,4,9815
Saiki/Oita,80over,3,2023-05,15,28357
Saiki/Oita,80over,4,2023-05,31,57870
Saiki/Oita,80over,5,2023-05,27,187362
Saiki/Oita,80over,6,2023-05,2,41850
Saiki/Oita,80over,7,2023-05,0,0
Saiki/Oita,all,0,2023-05,9,434013
Saiki/Oita,all,1,2023-05,2,9200
Saiki/Oita,all,2,2023-05,6,199189
Saiki/Oita,all,3,2023-05,21,354929
Saiki/Oita,all,4,2023-05,33,473417
Saiki/Oita,all,5,2023-05,32,540685
Saiki/Oita,all,6,2023-05,2,58628
Saiki/Oita,all,7,2023-05,0,0
Saiki/Oita,80over,0,2023-06,6,21123
Saiki/Oita,80over,1,2023-06,1,1431
Saiki/Oita,80over,2,2023-06,4,9318
