date,type,age,reports,dead
2020-12-10,Pfizer,18,1,0
2020-12-11,Pfizer,,2,0
2020-12-11,Pfizer,18,11,0
2020-12-11,Pfizer,65,1,0
2020-12-14,Pfizer,,5,0
2020-12-14,Pfizer,18,95,0
2020-12-14,Pfizer,3,1,0
2020-12-14,Pfizer,65,4,0
2020-12-14,Pfizer,85,2,0
2020-12-15,Pfizer,,3,0
2020-12-15,Pfizer,18,103,0
2020-12-15,Pfizer,65,3,0
2020-12-15,Pfizer,85,1,0
2020-12-16,Pfizer,,6,0
2020-12-16,Pfizer,18,64,0
2020-12-16,Pfizer,65,6,0
2020-12-16,Pfizer,85,1,0
2020-12-17,Pfizer,,11,0
2020-12-17,Pfizer,18,71,0
2020-12-17,Pfizer,65,5,0
2020-12-17,Pfizer,85,4,0
2020-12-18,Pfizer,,8,0
2020-12-18,Pfizer,12,1,0
2020-12-18,Pfizer,18,83,0
2020-12-18,Pfizer,65,4,0
2020-12-18,Pfizer,85,3,0
2020-12-21,Pfizer,,16,0
2020-12-21,Pfizer,12,1,0
2020-12-21,Pfizer,18,216,0
2020-12-21,Pfizer,3,1,0
2020-12-21,Pfizer,65,24,0
2020-12-21,Pfizer,85,24,0
2020-12-22,Pfizer,,16,0
2020-12-22,Pfizer,18,124,0
2020-12-22,Pfizer,65,18,0
2020-12-22,Pfizer,85,10,0
2020-12-23,Pfizer,,18,1
2020-12-23,Pfizer,12,1,0
2020-12-23,Pfizer,18,197,0
2020-12-23,Pfizer,65,35,1
2020-12-23,Pfizer,85,20,0
2020-12-24,Pfizer,,16,0
2020-12-24,Pfizer,18,142,0
2020-12-24,Pfizer,65,21,2
2020-12-24,Pfizer,85,11,1
2020-12-25,Pfizer,,16,0
2020-12-25,Pfizer,18,160,1
2020-12-25,Pfizer,65,24,0
2020-12-25,Pfizer,85,19,1
2020-12-28,Pfizer,,9,0
2020-12-28,Pfizer,12,2,0
2020-12-28,Pfizer,18,54,0
2020-12-28,Pfizer,65,8,0
2020-12-28,Pfizer,85,1,0
2020-12-29,Pfizer,,14,0
2020-12-29,Pfizer,18,85,0
2020-12-29,Pfizer,65,10,0
2020-12-29,Pfizer,85,9,0
2020-12-30,Pfizer,,26,0
2020-12-30,Pfizer,0,3,0
2020-12-30,Pfizer,18,310,0
2020-12-30,Pfizer,65,41,0
2020-12-30,Pfizer,85,22,1
2020-12-31,Pfizer,,14,0
2020-12-31,Pfizer,18,148,0
2020-12-31,Pfizer,65,34,0
2020-12-31,Pfizer,85,18,0
2021-01-01,Pfizer,18,17,0
2021-01-01,Pfizer,65,2,0
2021-01-01,Pfizer,85,5,0
2021-01-02,Pfizer,,1,0
2021-01-02,Pfizer,18,16,0
2021-01-03,Pfizer,18,3,0
2021-01-04,Pfizer,,18,0
2021-01-04,Pfizer,0,4,0
2021-01-04,Pfizer,18,140,0
2021-01-04,Pfizer,65,10,2
2021-01-04,Pfizer,85,9,1
2021-01-05,Pfizer,,11,0
2021-01-05,Pfizer,0,1,0
2021-01-05,Pfizer,18,95,1
2021-01-05,Pfizer,65,7,0
2021-01-05,Pfizer,85,16,1
2021-01-06,Pfizer,,24,0
2021-01-06,Pfizer,18,138,0
2021-01-06,Pfizer,65,6,1
2021-01-06,Pfizer,85,6,1
2021-01-07,Pfizer,,25,0
2021-01-07,Pfizer,18,152,1
2021-01-07,Pfizer,3,1,0
2021-01-07,Pfizer,65,16,1
2021-01-07,Pfizer,85,15,5
2021-01-08,Pfizer,,39,0
2021-01-08,Pfizer,0,1,0
2021-01-08,Pfizer,18,237,0
2021-01-08,Pfizer,65,21,1
2021-01-08,Pfizer,85,18,0
2021-01-09,Pfizer,,1,0
2021-01-09,Pfizer,18,130,0
2021-01-09,Pfizer,2,1,0
2021-01-09,Pfizer,65,5,0
2021-01-10,Pfizer,,1,0
2021-01-10,Pfizer,18,30,0
2021-01-10,Pfizer,65,1,0
2021-01-11,Moderna,,1,0
2021-01-11,Moderna,18,5,0
2021-01-11,Pfizer,,47,0
2021-01-11,Pfizer,0,1,0
2021-01-11,Pfizer,18,286,0
2021-01-11,Pfizer,3,1,0
2021-01-11,Pfizer,65,16,0
2021-01-11,Pfizer,85,28,3
2021-01-12,AstraZeneca,18,1,0
2021-01-12,Moderna,18,1,0
2021-01-12,Pfizer,,38,0
2021-01-12,Pfizer,18,506,1
2021-01-12,Pfizer,65,49,2
2021-01-12,Pfizer,85,30,2
2021-01-13,AstraZeneca,18,1,0
2021-01-13,Moderna,,3,0
2021-01-13,Moderna,18,2,0
2021-01-13,Pfizer,,41,0
2021-01-13,Pfizer,12,2,0
2021-01-13,Pfizer,18,623,0
2021-01-13,Pfizer,65,36,1
2021-01-13,Pfizer,85,32,6
2021-01-14,Moderna,,2,0
2021-01-14,Moderna,18,6,0
2021-01-14,Pfizer,,39,2
2021-01-14,Pfizer,0,3,0
2021-01-14,Pfizer,12,2,0
2021-01-14,Pfizer,18,592,0
2021-01-14,Pfizer,2,2,0
2021-01-14,Pfizer,65,39,3
2021-01-14,Pfizer,85,27,0
2021-01-15,AstraZeneca,18,2,0
2021-01-15,Moderna,18,4,0
2021-01-15,Moderna,65,1,0
2021-01-15,Pfizer,,35,0
2021-01-15,Pfizer,12,1,0
2021-01-15,Pfizer,18,538,1
2021-01-15,Pfizer,65,35,5
2021-01-15,Pfizer,85,19,5
2021-01-16,Pfizer,18,37,0
2021-01-17,Moderna,18,1,0
2021-01-17,Pfizer,,5,0
2021-01-17,Pfizer,18,155,0
2021-01-17,Pfizer,65,9,0
2021-01-17,Pfizer,85,15,3
2021-01-18,Moderna,18,5,0
2021-01-18,Pfizer,,84,0
2021-01-18,Pfizer,0,1,0
2021-01-18,Pfizer,18,622,1
2021-01-18,Pfizer,65,46,4
2021-01-18,Pfizer,85,42,3
2021-01-19,Moderna,,4,0
2021-01-19,Moderna,18,8,0
2021-01-19,Moderna,65,1,0
2021-01-19,Moderna,85,1,0
2021-01-19,Pfizer,,46,1
2021-01-19,Pfizer,18,596,0
2021-01-19,Pfizer,65,49,8
2021-01-19,Pfizer,85,47,8
2021-01-20,Moderna,18,6,0
2021-01-20,Pfizer,,39,0
2021-01-20,Pfizer,18,538,2
2021-01-20,Pfizer,65,41,2
2021-01-20,Pfizer,85,52,11
2021-01-21,AstraZeneca,,1,0
2021-01-21,AstraZeneca,18,2,0
2021-01-21,Moderna,,1,0
2021-01-21,Moderna,18,24,0
2021-01-21,Moderna,65,3,0
2021-01-21,Pfizer,,58,0
2021-01-21,Pfizer,12,1,0
2021-01-21,Pfizer,18,735,0
2021-01-21,Pfizer,65,67,5
2021-01-21,Pfizer,85,48,3
2021-01-22,AstraZeneca,18,2,0
2021-01-22,Moderna,,4,0
2021-01-22,Moderna,18,43,0
2021-01-22,Moderna,65,2,0
2021-01-22,Pfizer,,68,3
2021-01-22,Pfizer,18,1934,4
2021-01-22,Pfizer,65,101,2
2021-01-22,Pfizer,85,73,15
2021-01-23,Moderna,,2,0
2021-01-23,Moderna,18,13,0
2021-01-23,Moderna,65,4,0
2021-01-23,Moderna,85,2,1
2021-01-23,Pfizer,,22,0
2021-01-23,Pfizer,18,853,0
2021-01-23,Pfizer,65,32,0
2021-01-23,Pfizer,85,17,1
2021-01-24,Moderna,18,2,0
2021-01-24,Moderna,65,1,1
2021-01-24,Pfizer,,14,0
2021-01-24,Pfizer,18,74,0
2021-01-24,Pfizer,65,8,0
2021-01-24,Pfizer,85,12,0
2021-01-25,Moderna,,4,0
2021-01-25,Moderna,18,13,0
2021-01-25,Moderna,65,1,0
2021-01-25,Pfizer,,84,4
2021-01-25,Pfizer,12,1,0
2021-01-25,Pfizer,18,681,0
2021-01-25,Pfizer,2,1,0
2021-01-25,Pfizer,65,61,7
2021-01-25,Pfizer,85,42,8
2021-01-26,Moderna,,11,0
2021-01-26,Moderna,18,25,0
2021-01-26,Moderna,65,9,0
2021-01-26,Moderna,85,2,0
2021-01-26,Pfizer,,54,1
2021-01-26,Pfizer,12,1,0
2021-01-26,Pfizer,18,1540,2
2021-01-26,Pfizer,65,105,5
2021-01-26,Pfizer,85,60,15
2021-01-27,AstraZeneca,18,2,1
2021-01-27,Moderna,,8,0
2021-01-27,Moderna,18,40,0
2021-01-27,Moderna,65,7,0
2021-01-27,Moderna,85,1,0
2021-01-27,Pfizer,,61,1
2021-01-27,Pfizer,18,1186,2
2021-01-27,Pfizer,65,83,6
2021-01-27,Pfizer,85,58,11
2021-01-28,AstraZeneca,18,1,0
2021-01-28,AstraZeneca,85,2,2
2021-01-28,Moderna,,8,0
2021-01-28,Moderna,18,39,0
2021-01-28,Moderna,65,11,0
2021-01-28,Moderna,85,5,2
2021-01-28,Pfizer,,62,0
2021-01-28,Pfizer,0,1,0
2021-01-28,Pfizer,18,1347,1
2021-01-28,Pfizer,65,117,8
2021-01-28,Pfizer,85,72,12
2021-01-29,AstraZeneca,18,10,0
2021-01-29,AstraZeneca,65,2,0
2021-01-29,AstraZeneca,85,1,0
2021-01-29,Moderna,,4,0
2021-01-29,Moderna,18,38,0
2021-01-29,Moderna,65,9,0
2021-01-29,Moderna,85,6,1
2021-01-29,Pfizer,,79,3
2021-01-29,Pfizer,12,1,0
2021-01-29,Pfizer,18,1393,2
2021-01-29,Pfizer,65,106,6
2021-01-29,Pfizer,85,75,12
2021-01-30,AstraZeneca,18,1,0
2021-01-30,Moderna,,2,0
2021-01-30,Moderna,18,10,0
2021-01-30,Moderna,65,2,0
2021-01-30,Moderna,85,1,0
2021-01-30,Pfizer,,21,0
2021-01-30,Pfizer,18,947,1
2021-01-30,Pfizer,65,51,2
2021-01-30,Pfizer,85,32,5
2021-01-31,Moderna,,1,0
2021-01-31,Moderna,18,3,0
2021-01-31,Pfizer,,17,0
2021-01-31,Pfizer,18,314,0
2021-01-31,Pfizer,65,5,0
2021-01-31,Pfizer,85,6,1
2021-02-01,AstraZeneca,,1,0
2021-02-01,AstraZeneca,12,1,0
2021-02-01,AstraZeneca,18,70,1
2021-02-01,AstraZeneca,65,9,0
2021-02-01,AstraZeneca,85,5,0
2021-02-01,Moderna,,16,0
2021-02-01,Moderna,18,32,0
2021-02-01,Moderna,65,7,1
2021-02-01,Moderna,85,1,0
2021-02-01,Pfizer,,107,6
2021-02-01,Pfizer,12,1,0
2021-02-01,Pfizer,18,1194,2
2021-02-01,Pfizer,65,125,10
2021-02-01,Pfizer,85,94,18
2021-02-02,AstraZeneca,,12,0
2021-02-02,AstraZeneca,18,215,0
2021-02-02,AstraZeneca,3,3,0
2021-02-02,AstraZeneca,65,32,0
2021-02-02,AstraZeneca,85,4,0
2021-02-02,Moderna,,4,0
2021-02-02,Moderna,18,72,0
2021-02-02,Moderna,65,3,1
2021-02-02,Moderna,85,3,1
2021-02-02,Pfizer,,73,1
2021-02-02,Pfizer,12,1,0
2021-02-02,Pfizer,18,1898,0
2021-02-02,Pfizer,65,191,4
2021-02-02,Pfizer,85,125,13
2021-02-03,AstraZeneca,,11,0
2021-02-03,AstraZeneca,18,170,0
2021-02-03,AstraZeneca,2,2,0
2021-02-03,AstraZeneca,3,1,0
2021-02-03,AstraZeneca,65,30,1
2021-02-03,AstraZeneca,85,7,0
2021-02-03,Moderna,,2,0
2021-02-03,Moderna,18,39,0
2021-02-03,Moderna,65,5,0
2021-02-03,Pfizer,,65,0
2021-02-03,Pfizer,12,1,0
2021-02-03,Pfizer,18,1643,1
2021-02-03,Pfizer,65,136,10
2021-02-03,Pfizer,85,74,6
2021-02-04,AstraZeneca,,6,0
2021-02-04,AstraZeneca,18,150,0
2021-02-04,AstraZeneca,3,1,0
2021-02-04,AstraZeneca,65,34,0
2021-02-04,AstraZeneca,85,3,0
2021-02-04,Moderna,,9,0
2021-02-04,Moderna,18,64,0
2021-02-04,Moderna,65,6,0
2021-02-04,Moderna,85,1,1
2021-02-04,Pfizer,,64,1
2021-02-04,Pfizer,12,2,0
2021-02-04,Pfizer,18,2011,0
2021-02-04,Pfizer,2,1,0
2021-02-04,Pfizer,65,160,8
2021-02-04,Pfizer,85,88,11
2021-02-05,AstraZeneca,,12,0
2021-02-05,AstraZeneca,0,1,0
2021-02-05,AstraZeneca,18,156,0
2021-02-05,AstraZeneca,65,45,0
2021-02-05,AstraZeneca,85,10,2
2021-02-05,Moderna,,5,1
2021-02-05,Moderna,18,33,0
2021-02-05,Moderna,65,12,0
2021-02-05,Moderna,85,5,3
2021-02-05,Pfizer,,57,1
2021-02-05,Pfizer,18,1438,0
2021-02-05,Pfizer,2,1,0
2021-02-05,Pfizer,3,1,0
2021-02-05,Pfizer,65,138,13
2021-02-05,Pfizer,85,63,13
2021-02-06,Moderna,,1,0
2021-02-06,Moderna,18,27,0
2021-02-06,Moderna,65,6,0
2021-02-06,Moderna,85,1,0
2021-02-06,Pfizer,,22,0
2021-02-06,Pfizer,12,1,0
2021-02-06,Pfizer,18,1057,0
2021-02-06,Pfizer,65,49,3
2021-02-06,Pfizer,85,30,3
2021-02-07,Moderna,18,19,0
2021-02-07,Pfizer,,15,1
2021-02-07,Pfizer,18,559,0
2021-02-07,Pfizer,65,33,0
2021-02-07,Pfizer,85,9,1
2021-02-08,AstraZeneca,,12,0
2021-02-08,AstraZeneca,18,217,0
2021-02-08,AstraZeneca,65,94,0
2021-02-08,AstraZeneca,85,9,1
2021-02-08,Moderna,,4,0
2021-02-08,Moderna,18,51,1
2021-02-08,Moderna,65,3,1
2021-02-08,Moderna,85,3,0
2021-02-08,Pfizer,,81,3
2021-02-08,Pfizer,12,2,0
2021-02-08,Pfizer,18,1051,1
2021-02-08,Pfizer,65,134,7
2021-02-08,Pfizer,85,78,15
2021-02-09,AstraZeneca,,11,0
2021-02-09,AstraZeneca,12,1,0
2021-02-09,AstraZeneca,18,231,0
2021-02-09,AstraZeneca,3,3,0
2021-02-09,AstraZeneca,65,87,2
2021-02-09,AstraZeneca,85,12,1
2021-02-09,Moderna,,3,0
2021-02-09,Moderna,12,1,0
2021-02-09,Moderna,18,57,5
2021-02-09,Moderna,65,9,3
2021-02-09,Moderna,85,3,1
2021-02-09,Pfizer,,95,4
2021-02-09,Pfizer,0,1,0
2021-02-09,Pfizer,12,1,0
2021-02-09,Pfizer,18,1992,1
2021-02-09,Pfizer,3,1,0
2021-02-09,Pfizer,65,194,8
2021-02-09,Pfizer,85,97,14
2021-02-10,AstraZeneca,,12,0
2021-02-10,AstraZeneca,18,135,0
2021-02-10,AstraZeneca,65,67,1
2021-02-10,AstraZeneca,85,6,3
2021-02-10,Moderna,,4,1
2021-02-10,Moderna,18,78,6
2021-02-10,Moderna,65,27,7
2021-02-10,Moderna,85,21,10
2021-02-10,Pfizer,,76,1
2021-02-10,Pfizer,12,1,0
2021-02-10,Pfizer,18,1370,1
2021-02-10,Pfizer,65,175,11
2021-02-10,Pfizer,85,79,25
2021-02-11,AstraZeneca,,8,0
2021-02-11,AstraZeneca,18,153,0
2021-02-11,AstraZeneca,65,28,2
2021-02-11,Moderna,,3,0
2021-02-11,Moderna,18,104,4
2021-02-11,Moderna,65,37,12
2021-02-11,Moderna,85,19,10
2021-02-11,Pfizer,,82,2
2021-02-11,Pfizer,12,1,0
2021-02-11,Pfizer,18,1235,1
2021-02-11,Pfizer,65,165,12
2021-02-11,Pfizer,85,93,17
2021-02-12,AstraZeneca,,6,0
2021-02-12,AstraZeneca,18,167,0
2021-02-12,AstraZeneca,2,2,0
2021-02-12,AstraZeneca,3,1,0
2021-02-12,AstraZeneca,65,52,0
2021-02-12,AstraZeneca,85,2,0
2021-02-12,Moderna,,10,1
2021-02-12,Moderna,18,83,0
2021-02-12,Moderna,65,33,1
2021-02-12,Moderna,85,6,1
2021-02-12,Pfizer,,128,2
2021-02-12,Pfizer,18,2452,1
2021-02-12,Pfizer,65,202,10
2021-02-12,Pfizer,85,90,18
2021-02-13,AstraZeneca,,9,0
2021-02-13,AstraZeneca,12,1,0
2021-02-13,AstraZeneca,18,104,1
2021-02-13,AstraZeneca,3,1,0
2021-02-13,AstraZeneca,65,62,3
2021-02-13,AstraZeneca,85,14,1
2021-02-13,Moderna,18,34,0
2021-02-13,Moderna,65,13,0
2021-02-13,Moderna,85,16,0
2021-02-13,Pfizer,,22,1
2021-02-13,Pfizer,18,1512,0
2021-02-13,Pfizer,65,104,6
2021-02-13,Pfizer,85,72,17
2021-02-14,AstraZeneca,,3,0
2021-02-14,AstraZeneca,0,1,0
2021-02-14,AstraZeneca,18,34,0
2021-02-14,AstraZeneca,65,36,1
2021-02-14,AstraZeneca,85,1,1
2021-02-14,Moderna,,1,0
2021-02-14,Moderna,18,17,0
2021-02-14,Pfizer,,35,0
2021-02-14,Pfizer,12,1,0
2021-02-14,Pfizer,18,578,0
2021-02-14,Pfizer,65,59,1
2021-02-14,Pfizer,85,15,1
2021-02-15,AstraZeneca,,4,0
2021-02-15,AstraZeneca,18,140,0
2021-02-15,AstraZeneca,2,1,0
2021-02-15,AstraZeneca,3,2,0
2021-02-15,AstraZeneca,65,88,5
2021-02-15,AstraZeneca,85,6,4
2021-02-15,Moderna,,5,0
2021-02-15,Moderna,18,57,3
2021-02-15,Moderna,65,11,0
2021-02-15,Moderna,85,2,2
2021-02-15,Pfizer,,72,2
2021-02-15,Pfizer,18,927,1
2021-02-15,Pfizer,3,1,0
2021-02-15,Pfizer,65,139,3
2021-02-15,Pfizer,85,39,9
2021-02-16,AstraZeneca,,11,0
2021-02-16,AstraZeneca,18,304,1
2021-02-16,AstraZeneca,2,1,0
2021-02-16,AstraZeneca,3,1,0
2021-02-16,AstraZeneca,65,55,0
2021-02-16,AstraZeneca,85,8,1
2021-02-16,Moderna,,4,0
2021-02-16,Moderna,18,130,7
2021-02-16,Moderna,65,59,22
2021-02-16,Moderna,85,22,12
2021-02-16,Pfizer,,81,0
2021-02-16,Pfizer,12,1,0
2021-02-16,Pfizer,18,1639,1
2021-02-16,Pfizer,2,1,0
2021-02-16,Pfizer,65,208,8
2021-02-16,Pfizer,85,90,14
2021-02-17,AstraZeneca,,7,1
2021-02-17,AstraZeneca,18,317,1
2021-02-17,AstraZeneca,3,2,0
2021-02-17,AstraZeneca,65,97,3
2021-02-17,AstraZeneca,85,7,3
2021-02-17,Moderna,,10,1
2021-02-17,Moderna,18,80,0
2021-02-17,Moderna,65,34,5
2021-02-17,Moderna,85,18,3
2021-02-17,Pfizer,,108,0
2021-02-17,Pfizer,18,1448,5
2021-02-17,Pfizer,65,193,9
2021-02-17,Pfizer,85,72,13
2021-02-18,AstraZeneca,,26,1
2021-02-18,AstraZeneca,0,1,0
2021-02-18,AstraZeneca,18,359,0
2021-02-18,AstraZeneca,2,1,0
2021-02-18,AstraZeneca,3,3,0
2021-02-18,AstraZeneca,65,179,2
2021-02-18,AstraZeneca,85,9,0
2021-02-18,Moderna,,12,1
2021-02-18,Moderna,18,70,3
2021-02-18,Moderna,65,19,1
2021-02-18,Moderna,85,2,0
2021-02-18,Pfizer,,105,1
2021-02-18,Pfizer,12,1,0
2021-02-18,Pfizer,18,1548,2
2021-02-18,Pfizer,3,1,0
2021-02-18,Pfizer,65,154,9
2021-02-18,Pfizer,85,76,4
2021-02-19,AstraZeneca,,16,0
2021-02-19,AstraZeneca,18,743,0
2021-02-19,AstraZeneca,2,3,0
2021-02-19,AstraZeneca,3,4,0
2021-02-19,AstraZeneca,65,140,1
2021-02-19,AstraZeneca,85,1,0
2021-02-19,Moderna,,14,0
2021-02-19,Moderna,18,89,0
2021-02-19,Moderna,65,35,0
2021-02-19,Moderna,85,9,4
2021-02-19,Pfizer,,49,1
2021-02-19,Pfizer,18,1768,2
2021-02-19,Pfizer,2,1,0
2021-02-19,Pfizer,65,273,14
2021-02-19,Pfizer,85,160,30
2021-02-20,AstraZeneca,,10,0
2021-02-20,AstraZeneca,0,1,0
2021-02-20,AstraZeneca,12,1,0
2021-02-20,AstraZeneca,18,355,1
2021-02-20,AstraZeneca,2,1,0
2021-02-20,AstraZeneca,3,2,0
2021-02-20,AstraZeneca,65,30,1
2021-02-20,AstraZeneca,85,2,1
2021-02-20,Moderna,,1,0
2021-02-20,Moderna,18,26,0
2021-02-20,Moderna,65,11,0
2021-02-20,Moderna,85,3,1
2021-02-20,Pfizer,,36,0
2021-02-20,Pfizer,18,884,1
2021-02-20,Pfizer,65,125,6
2021-02-20,Pfizer,85,56,9
2021-02-21,AstraZeneca,,4,0
2021-02-21,AstraZeneca,18,59,0
2021-02-21,AstraZeneca,65,2,0
2021-02-21,AstraZeneca,85,1,1
2021-02-21,Moderna,18,10,0
2021-02-21,Moderna,65,1,0
2021-02-21,Pfizer,,9,0
2021-02-21,Pfizer,18,194,0
2021-02-21,Pfizer,65,5,0
2021-02-21,Pfizer,85,3,0
2021-02-22,AstraZeneca,,20,1
2021-02-22,AstraZeneca,18,396,1
2021-02-22,AstraZeneca,3,1,0
2021-02-22,AstraZeneca,65,184,1
2021-02-22,AstraZeneca,85,5,3
2021-02-22,Moderna,,5,1
2021-02-22,Moderna,18,69,2
2021-02-22,Moderna,65,18,6
2021-02-22,Moderna,85,14,4
2021-02-22,Pfizer,,78,2
2021-02-22,Pfizer,12,1,0
2021-02-22,Pfizer,18,1029,0
2021-02-22,Pfizer,65,185,2
2021-02-22,Pfizer,85,86,13
2021-02-23,AstraZeneca,,36,0
2021-02-23,AstraZeneca,0,1,0
2021-02-23,AstraZeneca,18,576,0
2021-02-23,AstraZeneca,2,4,0
2021-02-23,AstraZeneca,3,5,0
2021-02-23,AstraZeneca,65,307,2
2021-02-23,AstraZeneca,85,15,6
2021-02-23,Moderna,,3,0
2021-02-23,Moderna,18,88,5
2021-02-23,Moderna,65,34,9
2021-02-23,Moderna,85,16,6
2021-02-23,Pfizer,,77,0
2021-02-23,Pfizer,12,4,0
2021-02-23,Pfizer,18,1062,2
2021-02-23,Pfizer,3,1,0
2021-02-23,Pfizer,65,180,4
2021-02-23,Pfizer,85,55,13
2021-02-24,AstraZeneca,,28,1
2021-02-24,AstraZeneca,0,1,0
2021-02-24,AstraZeneca,18,479,1
2021-02-24,AstraZeneca,2,2,0
2021-02-24,AstraZeneca,3,5,0
2021-02-24,AstraZeneca,65,228,3
2021-02-24,AstraZeneca,85,9,4
2021-02-24,Moderna,,10,1
2021-02-24,Moderna,18,111,5
2021-02-24,Moderna,65,78,27
2021-02-24,Moderna,85,29,12
2021-02-24,Pfizer,,99,1
2021-02-24,Pfizer,18,1137,2
2021-02-24,Pfizer,65,211,7
2021-02-24,Pfizer,85,83,18
2021-02-25,AstraZeneca,,47,0
2021-02-25,AstraZeneca,12,1,0
2021-02-25,AstraZeneca,18,688,1
2021-02-25,AstraZeneca,2,3,0
2021-02-25,AstraZeneca,3,4,0
2021-02-25,AstraZeneca,65,271,1
2021-02-25,AstraZeneca,85,4,0
2021-02-25,Moderna,,8,0
2021-02-25,Moderna,18,59,0
2021-02-25,Moderna,65,32,7
2021-02-25,Moderna,85,14,3
2021-02-25,Pfizer,,50,2
2021-02-25,Pfizer,12,1,0
2021-02-25,Pfizer,18,948,0
2021-02-25,Pfizer,65,158,9
2021-02-25,Pfizer,85,55,10
2021-02-26,AstraZeneca,,28,1
2021-02-26,AstraZeneca,12,2,0
2021-02-26,AstraZeneca,18,567,1
2021-02-26,AstraZeneca,2,1,0
2021-02-26,AstraZeneca,3,6,0
2021-02-26,AstraZeneca,65,268,0
2021-02-26,AstraZeneca,85,6,1
2021-02-26,Moderna,,4,0
2021-02-26,Moderna,18,35,0
2021-02-26,Moderna,65,12,3
2021-02-26,Moderna,85,4,3
2021-02-26,Pfizer,,44,0
2021-02-26,Pfizer,18,1312,1
2021-02-26,Pfizer,65,118,0
2021-02-26,Pfizer,85,41,11
2021-02-27,AstraZeneca,,18,2
2021-02-27,AstraZeneca,12,1,0
2021-02-27,AstraZeneca,18,1063,2
2021-02-27,AstraZeneca,2,1,0
2021-02-27,AstraZeneca,3,1,0
2021-02-27,AstraZeneca,65,54,1
2021-02-27,AstraZeneca,85,1,0
2021-02-27,Moderna,,9,0
2021-02-27,Moderna,0,1,0
2021-02-27,Moderna,18,38,4
2021-02-27,Moderna,65,40,1
2021-02-27,Moderna,85,12,0
2021-02-27,Pfizer,,20,0
2021-02-27,Pfizer,18,1136,2
2021-02-27,Pfizer,65,314,9
2021-02-27,Pfizer,85,166,29
2021-02-28,AstraZeneca,,8,0
2021-02-28,AstraZeneca,18,162,0
2021-02-28,AstraZeneca,65,28,0
2021-02-28,AstraZeneca,85,1,0
2021-02-28,Moderna,,10,1
2021-02-28,Moderna,18,50,0
2021-02-28,Moderna,65,4,0
2021-02-28,Moderna,85,1,1
2021-02-28,Pfizer,,18,0
2021-02-28,Pfizer,12,1,0
2021-02-28,Pfizer,18,523,0
2021-02-28,Pfizer,65,15,0
2021-02-28,Pfizer,85,13,0
2021-03-01,AstraZeneca,,49,0
2021-03-01,AstraZeneca,0,1,0
2021-03-01,AstraZeneca,12,1,0
2021-03-01,AstraZeneca,18,669,1
2021-03-01,AstraZeneca,2,3,0
2021-03-01,AstraZeneca,3,7,0
2021-03-01,AstraZeneca,65,314,1
2021-03-01,AstraZeneca,85,13,1
2021-03-01,Moderna,,8,0
2021-03-01,Moderna,18,62,3
2021-03-01,Moderna,65,17,2
2021-03-01,Moderna,85,8,4
2021-03-01,Pfizer,,56,0
2021-03-01,Pfizer,18,2469,1
2021-03-01,Pfizer,65,192,5
2021-03-01,Pfizer,85,29,6
2021-03-02,AstraZeneca,,61,1
2021-03-02,AstraZeneca,18,926,1
2021-03-02,AstraZeneca,2,5,0
2021-03-02,AstraZeneca,3,3,0
2021-03-02,AstraZeneca,65,298,0
2021-03-02,AstraZeneca,85,10,2
2021-03-02,Moderna,,8,0
2021-03-02,Moderna,18,87,3
2021-03-02,Moderna,65,58,16
2021-03-02,Moderna,85,19,8
2021-03-02,Pfizer,,73,1
2021-03-02,Pfizer,12,2,0
2021-03-02,Pfizer,18,987,4
2021-03-02,Pfizer,2,1,0
2021-03-02,Pfizer,65,199,13
2021-03-02,Pfizer,85,67,11
2021-03-03,AstraZeneca,,42,0
2021-03-03,AstraZeneca,12,4,0
2021-03-03,AstraZeneca,18,1017,1
2021-03-03,AstraZeneca,3,6,0
2021-03-03,AstraZeneca,65,309,1
2021-03-03,AstraZeneca,85,12,2
2021-03-03,Moderna,,22,1
2021-03-03,Moderna,18,105,12
2021-03-03,Moderna,3,1,0
2021-03-03,Moderna,65,62,12
2021-03-03,Moderna,85,39,14
2021-03-03,Pfizer,,54,2
2021-03-03,Pfizer,12,3,0
2021-03-03,Pfizer,18,1366,2
2021-03-03,Pfizer,2,2,0
2021-03-03,Pfizer,65,243,8
2021-03-03,Pfizer,85,89,8
2021-03-04,AstraZeneca,,45,1
2021-03-04,AstraZeneca,12,3,0
2021-03-04,AstraZeneca,18,923,1
2021-03-04,AstraZeneca,2,1,0
2021-03-04,AstraZeneca,65,345,4
2021-03-04,AstraZeneca,85,5,2
2021-03-04,Moderna,,21,0
2021-03-04,Moderna,18,79,3
2021-03-04,Moderna,65,57,12
2021-03-04,Moderna,85,19,9
2021-03-04,Pfizer,,71,0
2021-03-04,Pfizer,12,2,0
2021-03-04,Pfizer,18,1199,0
2021-03-04,Pfizer,65,194,4
2021-03-04,Pfizer,85,41,6
2021-03-05,AstraZeneca,,21,0
2021-03-05,AstraZeneca,12,1,0
2021-03-05,AstraZeneca,18,621,0
2021-03-05,AstraZeneca,3,1,0
2021-03-05,AstraZeneca,65,8,0
2021-03-05,AstraZeneca,85,2,2
2021-03-05,Moderna,,25,0
2021-03-05,Moderna,18,223,4
2021-03-05,Moderna,2,2,0
2021-03-05,Moderna,65,50,17
2021-03-05,Moderna,85,11,6
2021-03-05,Pfizer,,109,2
2021-03-05,Pfizer,12,1,0
