date,type,age,reports,dead
2021-06-04,Janssen,18,1,0
2021-06-04,Moderna,,27,1
2021-06-04,Moderna,18,472,2
2021-06-04,Moderna,65,135,5
2021-06-04,Moderna,85,11,2
2021-06-04,Pfizer,,139,1
2021-06-04,Pfizer,12,8,0
2021-06-04,Pfizer,18,1141,3
2021-06-04,Pfizer,65,444,9
2021-06-04,Pfizer,85,65,7
2021-06-05,AstraZeneca,,535,2
2021-06-05,AstraZeneca,12,2,0
2021-06-05,AstraZeneca,18,2002,10
2021-06-05,AstraZeneca,2,3,0
2021-06-05,AstraZeneca,65,347,5
2021-06-05,AstraZeneca,85,15,5
2021-06-05,Moderna,,6,0
2021-06-05,Moderna,18,208,0
2021-06-05,Moderna,65,22,1
2021-06-05,Moderna,85,2,0
2021-06-05,Pfizer,,36,0
2021-06-05,Pfizer,12,2,0
2021-06-05,Pfizer,18,305,1
2021-06-05,Pfizer,65,120,2
2021-06-05,Pfizer,85,11,1
2021-06-06,AstraZeneca,,30,0
2021-06-06,AstraZeneca,18,136,0
2021-06-06,AstraZeneca,65,25,0
2021-06-06,AstraZeneca,85,2,0
2021-06-06,Moderna,,2,0
2021-06-06,Moderna,18,105,1
2021-06-06,Moderna,65,10,0
2021-06-06,Moderna,85,1,0
2021-06-06,Pfizer,,5,0
2021-06-06,Pfizer,18,107,1
2021-06-06,Pfizer,65,49,2
2021-06-06,Pfizer,85,1,0
2021-06-07,AstraZeneca,,156,0
2021-06-07,AstraZeneca,18,1264,6
2021-06-07,AstraZeneca,65,215,9
2021-06-07,AstraZeneca,85,7,0
2021-06-07,Moderna,,15,0
2021-06-07,Moderna,12,1,0
2021-06-07,Moderna,18,531,6
2021-06-07,Moderna,65,155,9
2021-06-07,Moderna,85,26,3
2021-06-07,Pfizer,,148,0
2021-06-07,Pfizer,0,1,0
2021-06-07,Pfizer,12,6,0
2021-06-07,Pfizer,18,1179,4
2021-06-07,Pfizer,65,452,14
2021-06-07,Pfizer,85,58,6
2021-06-08,AstraZeneca,,137,1
2021-06-08,AstraZeneca,12,1,0
2021-06-08,AstraZeneca,18,1149,7
2021-06-08,AstraZeneca,2,2,0
2021-06-08,AstraZeneca,65,193,6
2021-06-08,AstraZeneca,85,9,0
2021-06-08,Janssen,18,5,0
2021-06-08,Moderna,,27,0
2021-06-08,Moderna,12,2,0
2021-06-08,Moderna,18,667,15
2021-06-08,Moderna,65,214,25
2021-06-08,Moderna,85,35,14
2021-06-08,Pfizer,,126,2
2021-06-08,Pfizer,12,13,0
2021-06-08,Pfizer,18,1488,8
2021-06-08,Pfizer,65,506,23
2021-06-08,Pfizer,85,66,15
2021-06-09,AstraZeneca,,139,1
2021-06-09,AstraZeneca,18,1102,4
2021-06-09,AstraZeneca,65,212,8
2021-06-09,AstraZeneca,85,9,1
2021-06-09,Moderna,,10,0
2021-06-09,Moderna,12,1,0
2021-06-09,Moderna,18,603,4
2021-06-09,Moderna,3,1,0
2021-06-09,Moderna,65,201,10
2021-06-09,Moderna,85,28,1
2021-06-09,Pfizer,,155,0
2021-06-09,Pfizer,12,8,0
2021-06-09,Pfizer,18,1298,8
2021-06-09,Pfizer,65,444,22
2021-06-09,Pfizer,85,75,8
2021-06-10,AstraZeneca,,125,2
2021-06-10,AstraZeneca,18,1136,10
2021-06-10,AstraZeneca,65,180,16
2021-06-10,AstraZeneca,85,8,4
2021-06-10,Moderna,,17,0
2021-06-10,Moderna,12,2,0
2021-06-10,Moderna,18,712,5
2021-06-10,Moderna,2,2,0
2021-06-10,Moderna,65,226,4
2021-06-10,Moderna,85,31,2
2021-06-10,Pfizer,,126,1
2021-06-10,Pfizer,0,2,0
2021-06-10,Pfizer,12,8,0
2021-06-10,Pfizer,18,1096,7
2021-06-10,Pfizer,2,2,0
2021-06-10,Pfizer,65,383,25
2021-06-10,Pfizer,85,54,6
2021-06-11,AstraZeneca,,97,0
2021-06-11,AstraZeneca,0,3,0
2021-06-11,AstraZeneca,18,1240,5
2021-06-11,AstraZeneca,65,237,5
2021-06-11,AstraZeneca,85,16,3
2021-06-11,Moderna,,42,0
2021-06-11,Moderna,12,1,0
2021-06-11,Moderna,18,671,2
2021-06-11,Moderna,65,193,6
2021-06-11,Moderna,85,24,2
2021-06-11,Pfizer,,155,1
2021-06-11,Pfizer,12,1,0
2021-06-11,Pfizer,18,1245,5
2021-06-11,Pfizer,2,1,0
2021-06-11,Pfizer,3,1,0
2021-06-11,Pfizer,65,397,10
2021-06-11,Pfizer,85,47,4
2021-06-12,AstraZeneca,,562,5
2021-06-12,AstraZeneca,12,1,0
2021-06-12,AstraZeneca,18,1807,7
2021-06-12,AstraZeneca,2,1,0
2021-06-12,AstraZeneca,3,1,0
2021-06-12,AstraZeneca,65,304,10
2021-06-12,AstraZeneca,85,11,1
2021-06-12,Moderna,,15,0
2021-06-12,Moderna,18,294,0
2021-06-12,Moderna,65,26,2
2021-06-12,Moderna,85,1,0
2021-06-12,Pfizer,,10,1
2021-06-12,Pfizer,12,1,0
2021-06-12,Pfizer,18,391,0
2021-06-12,Pfizer,65,97,3
2021-06-12,Pfizer,85,5,1
2021-06-13,AstraZeneca,,65,1
2021-06-13,AstraZeneca,18,218,1
2021-06-13,AstraZeneca,65,83,1
2021-06-13,AstraZeneca,85,6,0
2021-06-13,Janssen,18,1,0
2021-06-13,Moderna,,2,0
2021-06-13,Moderna,18,116,0
2021-06-13,Moderna,65,6,0
2021-06-13,Moderna,85,1,0
2021-06-13,Pfizer,,34,0
2021-06-13,Pfizer,18,245,0
2021-06-13,Pfizer,65,65,0
2021-06-13,Pfizer,85,4,0
2021-06-14,AstraZeneca,,99,1
2021-06-14,AstraZeneca,18,1236,7
2021-06-14,AstraZeneca,65,201,5
2021-06-14,AstraZeneca,85,12,0
2021-06-14,Moderna,,46,1
2021-06-14,Moderna,18,473,2
2021-06-14,Moderna,65,115,2
2021-06-14,Moderna,85,8,1
2021-06-14,Pfizer,,163,1
2021-06-14,Pfizer,0,1,0
2021-06-14,Pfizer,18,1281,0
2021-06-14,Pfizer,65,383,8
2021-06-14,Pfizer,85,37,3
2021-06-15,AstraZeneca,,114,1
2021-06-15,AstraZeneca,0,1,0
2021-06-15,AstraZeneca,18,1081,4
2021-06-15,AstraZeneca,2,2,0
2021-06-15,AstraZeneca,65,220,3
2021-06-15,AstraZeneca,85,10,2
2021-06-15,Janssen,65,1,0
2021-06-15,Moderna,,20,0
2021-06-15,Moderna,12,1,0
2021-06-15,Moderna,18,483,3
2021-06-15,Moderna,2,2,0
2021-06-15,Moderna,65,147,2
2021-06-15,Moderna,85,13,1
2021-06-15,Pfizer,,129,2
2021-06-15,Pfizer,12,6,0
2021-06-15,Pfizer,18,1302,7
2021-06-15,Pfizer,2,2,0
2021-06-15,Pfizer,65,404,13
2021-06-15,Pfizer,85,79,19
2021-06-16,AstraZeneca,,132,2
2021-06-16,AstraZeneca,18,963,4
2021-06-16,AstraZeneca,65,203,3
2021-06-16,AstraZeneca,85,5,0
2021-06-16,Janssen,18,3,0
2021-06-16,Moderna,,25,2
2021-06-16,Moderna,18,618,3
2021-06-16,Moderna,65,128,5
2021-06-16,Moderna,85,13,1
2021-06-16,Pfizer,,114,0
2021-06-16,Pfizer,12,11,0
2021-06-16,Pfizer,18,1258,8
2021-06-16,Pfizer,2,1,0
2021-06-16,Pfizer,65,331,11
2021-06-16,Pfizer,85,53,8
2021-06-17,AstraZeneca,,116,2
2021-06-17,AstraZeneca,0,1,0
2021-06-17,AstraZeneca,18,804,10
2021-06-17,AstraZeneca,3,1,0
2021-06-17,AstraZeneca,65,162,11
2021-06-17,AstraZeneca,85,9,2
2021-06-17,Moderna,,15,0
2021-06-17,Moderna,12,1,0
2021-06-17,Moderna,18,617,2
2021-06-17,Moderna,65,143,5
2021-06-17,Moderna,85,19,1
2021-06-17,Pfizer,,121,4
2021-06-17,Pfizer,12,10,0
2021-06-17,Pfizer,18,1222,4
2021-06-17,Pfizer,2,1,0
2021-06-17,Pfizer,65,351,15
2021-06-17,Pfizer,85,40,4
2021-06-18,AstraZeneca,,150,2
2021-06-18,AstraZeneca,18,1085,4
2021-06-18,AstraZeneca,3,1,0
2021-06-18,AstraZeneca,65,214,10
2021-06-18,AstraZeneca,85,13,3
2021-06-18,Moderna,,21,0
2021-06-18,Moderna,12,1,0
2021-06-18,Moderna,18,753,2
2021-06-18,Moderna,65,205,11
2021-06-18,Moderna,85,21,1
2021-06-18,Pfizer,,111,3
2021-06-18,Pfizer,12,8,0
2021-06-18,Pfizer,18,1275,5
2021-06-18,Pfizer,2,2,0
2021-06-18,Pfizer,65,393,11
2021-06-18,Pfizer,85,66,7
2021-06-19,AstraZeneca,,505,11
2021-06-19,AstraZeneca,18,1448,7
2021-06-19,AstraZeneca,2,6,0
2021-06-19,AstraZeneca,65,267,14
2021-06-19,AstraZeneca,85,19,6
2021-06-19,Moderna,,1,0
2021-06-19,Moderna,18,297,1
2021-06-19,Moderna,65,21,2
2021-06-19,Moderna,85,2,1
2021-06-19,Pfizer,,10,0
2021-06-19,Pfizer,12,2,0
2021-06-19,Pfizer,18,434,0
2021-06-19,Pfizer,65,72,1
2021-06-19,Pfizer,85,7,0
2021-06-20,AstraZeneca,,21,0
2021-06-20,AstraZeneca,18,105,0
2021-06-20,AstraZeneca,65,34,1
2021-06-20,AstraZeneca,85,3,0
2021-06-20,Janssen,18,2,0
2021-06-20,Moderna,,4,0
2021-06-20,Moderna,12,1,0
2021-06-20,Moderna,18,184,2
2021-06-20,Moderna,65,16,2
2021-06-20,Moderna,85,3,0
2021-06-20,Pfizer,,8,0
2021-06-20,Pfizer,12,2,0
2021-06-20,Pfizer,18,222,0
2021-06-20,Pfizer,65,73,0
2021-06-20,Pfizer,85,3,1
2021-06-21,AstraZeneca,,105,2
2021-06-21,AstraZeneca,0,1,0
2021-06-21,AstraZeneca,18,843,1
2021-06-21,AstraZeneca,2,1,0
2021-06-21,AstraZeneca,65,203,3
2021-06-21,AstraZeneca,85,13,0
2021-06-21,Janssen,18,1,0
2021-06-21,Moderna,,24,1
2021-06-21,Moderna,0,1,0
2021-06-21,Moderna,12,2,0
2021-06-21,Moderna,18,766,10
2021-06-21,Moderna,65,256,25
2021-06-21,Moderna,85,42,9
2021-06-21,Pfizer,,245,3
2021-06-21,Pfizer,12,14,0
2021-06-21,Pfizer,18,1367,6
2021-06-21,Pfizer,2,1,0
2021-06-21,Pfizer,65,448,18
2021-06-21,Pfizer,85,74,6
2021-06-22,AstraZeneca,,108,2
2021-06-22,AstraZeneca,18,784,6
2021-06-22,AstraZeneca,3,1,0
2021-06-22,AstraZeneca,65,249,4
2021-06-22,AstraZeneca,85,11,2
2021-06-22,Janssen,85,1,0
2021-06-22,Moderna,,48,1
2021-06-22,Moderna,12,1,0
2021-06-22,Moderna,18,607,0
2021-06-22,Moderna,65,175,2
2021-06-22,Moderna,85,25,2
2021-06-22,Pfizer,,242,2
2021-06-22,Pfizer,0,1,0
2021-06-22,Pfizer,12,14,0
2021-06-22,Pfizer,18,1244,8
2021-06-22,Pfizer,2,3,0
2021-06-22,Pfizer,65,400,18
2021-06-22,Pfizer,85,52,9
2021-06-23,AstraZeneca,,107,1
2021-06-23,AstraZeneca,0,1,0
2021-06-23,AstraZeneca,18,717,8
2021-06-23,AstraZeneca,65,220,6
2021-06-23,AstraZeneca,85,5,0
2021-06-23,Moderna,,37,1
2021-06-23,Moderna,12,2,0
2021-06-23,Moderna,18,616,4
2021-06-23,Moderna,65,137,5
2021-06-23,Moderna,85,16,4
2021-06-23,Pfizer,,126,1
2021-06-23,Pfizer,12,13,0
2021-06-23,Pfizer,18,1138,6
2021-06-23,Pfizer,3,1,0
2021-06-23,Pfizer,65,339,9
2021-06-23,Pfizer,85,54,11
2021-06-24,AstraZeneca,,186,1
2021-06-24,AstraZeneca,18,910,11
2021-06-24,AstraZeneca,2,2,0
2021-06-24,AstraZeneca,65,266,12
2021-06-24,AstraZeneca,85,11,4
2021-06-24,Moderna,,13,0
2021-06-24,Moderna,18,871,4
2021-06-24,Moderna,65,162,2
2021-06-24,Moderna,85,19,1
2021-06-24,Pfizer,,190,7
2021-06-24,Pfizer,12,16,1
2021-06-24,Pfizer,18,1806,10
2021-06-24,Pfizer,2,2,0
2021-06-24,Pfizer,65,447,15
2021-06-24,Pfizer,85,91,15
2021-06-25,AstraZeneca,,125,2
2021-06-25,AstraZeneca,0,1,0
2021-06-25,AstraZeneca,12,2,0
2021-06-25,AstraZeneca,18,902,13
2021-06-25,AstraZeneca,2,1,0
2021-06-25,AstraZeneca,65,252,2
2021-06-25,AstraZeneca,85,11,2
2021-06-25,Janssen,18,2,0
2021-06-25,Moderna,,20,0
2021-06-25,Moderna,0,1,0
2021-06-25,Moderna,18,843,3
2021-06-25,Moderna,65,192,6
2021-06-25,Moderna,85,25,3
2021-06-25,Pfizer,,194,3
2021-06-25,Pfizer,0,1,0
2021-06-25,Pfizer,12,17,0
2021-06-25,Pfizer,18,1340,4
2021-06-25,Pfizer,2,1,0
2021-06-25,Pfizer,65,408,19
2021-06-25,Pfizer,85,74,19
2021-06-26,AstraZeneca,,704,6
2021-06-26,AstraZeneca,0,1,0
2021-06-26,AstraZeneca,18,1766,8
2021-06-26,AstraZeneca,65,315,15
2021-06-26,AstraZeneca,85,17,4
2021-06-26,Moderna,,8,0
2021-06-26,Moderna,18,347,2
2021-06-26,Moderna,65,98,0
2021-06-26,Moderna,85,14,1
2021-06-26,Pfizer,,30,0
2021-06-26,Pfizer,12,5,0
2021-06-26,Pfizer,18,281,0
2021-06-26,Pfizer,65,73,2
2021-06-26,Pfizer,85,3,1
2021-06-27,AstraZeneca,,6,0
2021-06-27,AstraZeneca,18,81,2
2021-06-27,AstraZeneca,65,11,1
2021-06-27,Moderna,,5,0
2021-06-27,Moderna,18,121,1
2021-06-27,Moderna,65,10,2
2021-06-27,Pfizer,,47,0
2021-06-27,Pfizer,18,250,0
2021-06-27,Pfizer,65,55,0
2021-06-27,Pfizer,85,4,0
2021-06-28,AstraZeneca,,164,3
2021-06-28,AstraZeneca,0,1,0
2021-06-28,AstraZeneca,18,862,7
2021-06-28,AstraZeneca,2,1,0
2021-06-28,AstraZeneca,65,229,8
2021-06-28,AstraZeneca,85,13,3
2021-06-28,Moderna,,28,1
2021-06-28,Moderna,18,861,9
2021-06-28,Moderna,65,257,6
2021-06-28,Moderna,85,34,2
2021-06-28,Pfizer,,167,5
2021-06-28,Pfizer,12,14,0
2021-06-28,Pfizer,18,1421,10
2021-06-28,Pfizer,2,1,0
2021-06-28,Pfizer,65,379,14
2021-06-28,Pfizer,85,61,10
2021-06-29,AstraZeneca,,141,3
2021-06-29,AstraZeneca,0,2,0
2021-06-29,AstraZeneca,18,859,12
2021-06-29,AstraZeneca,2,2,0
2021-06-29,AstraZeneca,3,3,0
2021-06-29,AstraZeneca,65,222,4
2021-06-29,AstraZeneca,85,8,3
2021-06-29,Janssen,18,1,0
2021-06-29,Moderna,,39,0
2021-06-29,Moderna,18,692,8
2021-06-29,Moderna,65,158,11
2021-06-29,Moderna,85,18,3
2021-06-29,Pfizer,,117,2
2021-06-29,Pfizer,12,17,0
2021-06-29,Pfizer,18,1330,4
2021-06-29,Pfizer,2,1,0
2021-06-29,Pfizer,65,345,11
2021-06-29,Pfizer,85,71,16
2021-06-30,AstraZeneca,,298,0
2021-06-30,AstraZeneca,12,1,0
2021-06-30,AstraZeneca,18,1152,1
2021-06-30,AstraZeneca,2,1,1
2021-06-30,AstraZeneca,65,235,9
2021-06-30,AstraZeneca,85,9,2
2021-06-30,Moderna,,27,0
2021-06-30,Moderna,12,4,0
2021-06-30,Moderna,18,767,5
2021-06-30,Moderna,2,1,0
2021-06-30,Moderna,65,165,6
2021-06-30,Moderna,85,13,2
2021-06-30,Pfizer,,112,2
2021-06-30,Pfizer,12,16,0
2021-06-30,Pfizer,18,1475,7
2021-06-30,Pfizer,2,2,0
2021-06-30,Pfizer,65,419,26
2021-06-30,Pfizer,85,69,13
2021-07-01,AstraZeneca,,394,1
2021-07-01,AstraZeneca,12,1,0
2021-07-01,AstraZeneca,18,1268,2
2021-07-01,AstraZeneca,2,2,0
2021-07-01,AstraZeneca,65,362,8
2021-07-01,AstraZeneca,85,12,1
2021-07-01,Janssen,18,2,0
2021-07-01,Moderna,,33,0
2021-07-01,Moderna,0,1,0
2021-07-01,Moderna,12,1,0
2021-07-01,Moderna,18,928,3
2021-07-01,Moderna,2,1,0
2021-07-01,Moderna,65,197,10
2021-07-01,Moderna,85,18,2
2021-07-01,Pfizer,,101,2
2021-07-01,Pfizer,0,1,0
2021-07-01,Pfizer,12,16,0
2021-07-01,Pfizer,18,1524,7
2021-07-01,Pfizer,3,1,0
2021-07-01,Pfizer,65,419,18
2021-07-01,Pfizer,85,80,12
2021-07-02,AstraZeneca,,182,0
2021-07-02,AstraZeneca,18,971,14
2021-07-02,AstraZeneca,2,2,0
2021-07-02,AstraZeneca,65,282,7
2021-07-02,AstraZeneca,85,12,4
2021-07-02,Janssen,18,4,0
2021-07-02,Moderna,,45,0
2021-07-02,Moderna,12,2,0
2021-07-02,Moderna,18,955,5
2021-07-02,Moderna,65,224,6
2021-07-02,Moderna,85,21,5
2021-07-02,Pfizer,,96,1
2021-07-02,Pfizer,0,2,0
2021-07-02,Pfizer,12,4,0
2021-07-02,Pfizer,18,1246,7
2021-07-02,Pfizer,2,1,0
2021-07-02,Pfizer,65,353,11
2021-07-02,Pfizer,85,45,8
2021-07-03,AstraZeneca,,544,8
2021-07-03,AstraZeneca,0,1,0
2021-07-03,AstraZeneca,18,1297,9
2021-07-03,AstraZeneca,2,3,0
2021-07-03,AstraZeneca,65,199,4
2021-07-03,AstraZeneca,85,12,4
2021-07-03,Moderna,,6,0
2021-07-03,Moderna,18,164,0
2021-07-03,Moderna,65,14,0
2021-07-03,Moderna,85,1,0
2021-07-03,Pfizer,,5,0
2021-07-03,Pfizer,12,4,0
2021-07-03,Pfizer,18,248,1
2021-07-03,Pfizer,65,53,2
2021-07-03,Pfizer,85,5,1
2021-07-04,AstraZeneca,,9,0
2021-07-04,AstraZeneca,18,68,0
2021-07-04,AstraZeneca,65,14,1
2021-07-04,Janssen,18,1,0
2021-07-04,Moderna,,2,0
2021-07-04,Moderna,18,116,0
2021-07-04,Moderna,65,4,0
2021-07-04,Pfizer,,11,0
2021-07-04,Pfizer,12,2,0
2021-07-04,Pfizer,18,193,0
2021-07-04,Pfizer,65,67,4
2021-07-04,Pfizer,85,5,0
2021-07-05,AstraZeneca,,136,0
2021-07-05,AstraZeneca,18,887,4
2021-07-05,AstraZeneca,65,220,2
2021-07-05,AstraZeneca,85,10,0
2021-07-05,Moderna,,66,0
2021-07-05,Moderna,0,1,0
2021-07-05,Moderna,12,1,0
2021-07-05,Moderna,18,907,1
2021-07-05,Moderna,3,1,0
2021-07-05,Moderna,65,112,0
2021-07-05,Moderna,85,5,0
2021-07-05,Pfizer,,260,0
2021-07-05,Pfizer,0,1,0
2021-07-05,Pfizer,12,15,0
2021-07-05,Pfizer,18,2165,5
2021-07-05,Pfizer,2,2,0
2021-07-05,Pfizer,3,1,0
2021-07-05,Pfizer,65,385,11
2021-07-05,Pfizer,85,55,8
2021-07-06,AstraZeneca,,102,0
2021-07-06,AstraZeneca,18,764,3
2021-07-06,AstraZeneca,3,2,0
2021-07-06,AstraZeneca,65,189,3
2021-07-06,AstraZeneca,85,3,0
2021-07-06,Janssen,18,2,0
2021-07-06,Moderna,,61,1
2021-07-06,Moderna,12,1,0
2021-07-06,Moderna,18,638,4
2021-07-06,Moderna,65,109,5
2021-07-06,Moderna,85,13,3
2021-07-06,Pfizer,,150,2
2021-07-06,Pfizer,12,27,0
2021-07-06,Pfizer,18,1392,3
2021-07-06,Pfizer,65,316,14
2021-07-06,Pfizer,85,57,5
2021-07-07,AstraZeneca,,102,0
2021-07-07,AstraZeneca,18,705,6
2021-07-07,AstraZeneca,65,193,2
2021-07-07,AstraZeneca,85,9,0
2021-07-07,Moderna,,27,1
2021-07-07,Moderna,0,1,0
2021-07-07,Moderna,18,946,5
2021-07-07,Moderna,65,210,7
2021-07-07,Moderna,85,18,1
2021-07-07,Pfizer,,155,1
2021-07-07,Pfizer,0,1,0
2021-07-07,Pfizer,12,21,0
2021-07-07,Pfizer,18,1336,0
2021-07-07,Pfizer,65,361,6
2021-07-07,Pfizer,85,68,7
2021-07-08,AstraZeneca,,124,2
2021-07-08,AstraZeneca,0,2,0
2021-07-08,AstraZeneca,12,1,0
2021-07-08,AstraZeneca,18,913,4
2021-07-08,AstraZeneca,2,1,0
2021-07-08,AstraZeneca,3,2,0
2021-07-08,AstraZeneca,65,186,2
2021-07-08,AstraZeneca,85,5,1
2021-07-08,Moderna,,23,2
2021-07-08,Moderna,12,1,0
2021-07-08,Moderna,18,810,4
2021-07-08,Moderna,65,197,12
2021-07-08,Moderna,85,10,3
2021-07-08,Pfizer,,189,1
2021-07-08,Pfizer,12,24,1
2021-07-08,Pfizer,18,1438,9
2021-07-08,Pfizer,2,1,0
2021-07-08,Pfizer,3,2,0
2021-07-08,Pfizer,65,315,14
2021-07-08,Pfizer,85,58,4
2021-07-09,AstraZeneca,,115,1
2021-07-09,AstraZeneca,0,3,2
2021-07-09,AstraZeneca,18,819,8
2021-07-09,AstraZeneca,65,165,21
2021-07-09,AstraZeneca,85,11,2
2021-07-09,Janssen,65,1,0
2021-07-09,Moderna,,55,2
2021-07-09,Moderna,12,2,1
2021-07-09,Moderna,18,551,0
2021-07-09,Moderna,65,109,4
2021-07-09,Moderna,85,8,1
2021-07-09,Pfizer,,193,1
2021-07-09,Pfizer,0,1,0
2021-07-09,Pfizer,12,26,0
2021-07-09,Pfizer,18,1338,12
2021-07-09,Pfizer,65,294,20
2021-07-09,Pfizer,85,61,6
2021-07-10,AstraZeneca,,353,3
2021-07-10,AstraZeneca,0,1,0
2021-07-10,AstraZeneca,18,1075,4
2021-07-10,AstraZeneca,2,2,0
2021-07-10,AstraZeneca,3,1,0
2021-07-10,AstraZeneca,65,180,10
2021-07-10,AstraZeneca,85,6,4
2021-07-10,Moderna,,4,0
2021-07-10,Moderna,18,273,0
2021-07-10,Moderna,65,6,2
2021-07-10,Moderna,85,3,1
2021-07-10,Pfizer,,6,0
2021-07-10,Pfizer,12,2,0
2021-07-10,Pfizer,18,459,0
2021-07-10,Pfizer,65,23,0
2021-07-11,AstraZeneca,,7,0
2021-07-11,AstraZeneca,18,62,0
2021-07-11,AstraZeneca,2,1,0
2021-07-11,AstraZeneca,65,9,0
2021-07-11,Moderna,,3,0
2021-07-11,Moderna,18,157,0
2021-07-11,Moderna,65,2,0
2021-07-11,Moderna,85,1,0
2021-07-11,Pfizer,,13,0
2021-07-11,Pfizer,12,6,0
2021-07-11,Pfizer,18,224,0
2021-07-11,Pfizer,65,27,0
2021-07-11,Pfizer,85,1,0
2021-07-12,AstraZeneca,,104,3
2021-07-12,AstraZeneca,18,552,8
2021-07-12,AstraZeneca,2,1,0
2021-07-12,AstraZeneca,65,194,9
2021-07-12,AstraZeneca,85,11,3
2021-07-12,Moderna,,38,0
2021-07-12,Moderna,0,1,0
2021-07-12,Moderna,12,1,0
2021-07-12,Moderna,18,894,12
2021-07-12,Moderna,65,226,16
2021-07-12,Moderna,85,34,10
2021-07-12,Pfizer,,181,3
2021-07-12,Pfizer,0,1,0
2021-07-12,Pfizer,12,30,0
2021-07-12,Pfizer,18,1403,3
2021-07-12,Pfizer,65,347,9
2021-07-12,Pfizer,85,75,5
2021-07-13,AstraZeneca,,66,1
2021-07-13,AstraZeneca,18,514,3
2021-07-13,AstraZeneca,65,149,0
2021-07-13,AstraZeneca,85,12,1
2021-07-13,Janssen,18,1,0
2021-07-13,Moderna,,36,1
2021-07-13,Moderna,18,958,9
2021-07-13,Moderna,65,272,19
2021-07-13,Moderna,85,31,9
2021-07-13,Pfizer,,132,1
2021-07-13,Pfizer,12,19,0
2021-07-13,Pfizer,18,1269,5
2021-07-13,Pfizer,65,298,14
2021-07-13,Pfizer,85,45,6
2021-07-14,AstraZeneca,,77,0
2021-07-14,AstraZeneca,18,343,1
2021-07-14,AstraZeneca,65,89,1
2021-07-14,AstraZeneca,85,3,0
2021-07-14,Moderna,,64,0
2021-07-14,Moderna,18,650,1
2021-07-14,Moderna,65,84,9
2021-07-14,Moderna,85,6,2
2021-07-14,Pfizer,,200,3
2021-07-14,Pfizer,12,20,0
2021-07-14,Pfizer,18,1158,6
2021-07-14,Pfizer,2,1,0
2021-07-14,Pfizer,65,217,11
2021-07-14,Pfizer,85,42,9
2021-07-15,AstraZeneca,,52,1
2021-07-15,AstraZeneca,0,1,0
2021-07-15,AstraZeneca,18,348,1
2021-07-15,AstraZeneca,65,89,2
2021-07-15,AstraZeneca,85,3,1
2021-07-15,Moderna,,75,1
2021-07-15,Moderna,12,1,0
2021-07-15,Moderna,18,661,4
2021-07-15,Moderna,2,2,0
2021-07-15,Moderna,65,127,12
2021-07-15,Moderna,85,7,4
2021-07-15,Pfizer,,214,2
2021-07-15,Pfizer,0,2,0
2021-07-15,Pfizer,12,26,0
2021-07-15,Pfizer,18,1365,6
2021-07-15,Pfizer,65,276,17
2021-07-15,Pfizer,85,87,20
2021-07-16,AstraZeneca,,53,1
2021-07-16,AstraZeneca,0,1,0
2021-07-16,AstraZeneca,18,409,4
2021-07-16,AstraZeneca,65,123,12
2021-07-16,AstraZeneca,85,6,2
2021-07-16,Moderna,,55,2
2021-07-16,Moderna,18,742,9
2021-07-16,Moderna,65,151,18
2021-07-16,Moderna,85,22,11
2021-07-16,Pfizer,,136,0
2021-07-16,Pfizer,0,1,0
2021-07-16,Pfizer,12,25,0
2021-07-16,Pfizer,18,1108,5
2021-07-16,Pfizer,2,2,0
2021-07-16,Pfizer,65,250,13
2021-07-16,Pfizer,85,51,7
2021-07-17,AstraZeneca,,313,4
2021-07-17,AstraZeneca,0,2,0
2021-07-17,AstraZeneca,18,957,13
2021-07-17,AstraZeneca,2,3,0
2021-07-17,AstraZeneca,3,1,0
2021-07-17,AstraZeneca,65,204,12
2021-07-17,AstraZeneca,85,16,3
2021-07-17,Moderna,,1,0
2021-07-17,Moderna,18,296,0
2021-07-17,Moderna,65,17,2
2021-07-17,Pfizer,,37,0
2021-07-17,Pfizer,12,12,0
2021-07-17,Pfizer,18,506,1
2021-07-17,Pfizer,65,45,1
2021-07-17,Pfizer,85,9,1
2021-07-18,AstraZeneca,18,20,0
2021-07-18,AstraZeneca,65,5,0
2021-07-18,Moderna,,1,0
2021-07-18,Moderna,18,110,0
2021-07-18,Moderna,65,3,0
2021-07-18,Pfizer,,5,0
2021-07-18,Pfizer,0,1,0
2021-07-18,Pfizer,12,4,0
2021-07-18,Pfizer,18,199,0
2021-07-18,Pfizer,65,16,0
2021-07-18,Pfizer,85,4,0
2021-07-19,AstraZeneca,,38,6
2021-07-19,AstraZeneca,18,406,9
2021-07-19,AstraZeneca,65,110,2
2021-07-19,AstraZeneca,85,12,0
2021-07-19,Janssen,18,2,0
2021-07-19,Moderna,,37,0
2021-07-19,Moderna,12,1,0
2021-07-19,Moderna,18,664,7
2021-07-19,Moderna,65,112,7
2021-07-19,Moderna,85,8,4
2021-07-19,Pfizer,,219,1
2021-07-19,Pfizer,12,26,0
2021-07-19,Pfizer,18,1263,11
2021-07-19,Pfizer,3,1,0
2021-07-19,Pfizer,65,331,22
2021-07-19,Pfizer,85,66,19
2021-07-20,AstraZeneca,,50,1
2021-07-20,AstraZeneca,18,940,4
2021-07-20,AstraZeneca,65,425,5
2021-07-20,AstraZeneca,85,10,0
2021-07-20,Moderna,,63,2
2021-07-20,Moderna,12,1,0
2021-07-20,Moderna,18,1062,5
2021-07-20,Moderna,2,1,0
