code,type,year,month,dead
I21+I22+I46+I50,mcd,2022,10,1333
I21+I22+I46+I50,mcd,2022,11,1473
I21+I22+I46+I50,mcd,2022,12,1697
I21+I22+I46+I50,mcd,2023,01,1493
I21+I22+I46+I50,mcd,2023,02,1369
I21+I22+I46+I50,mcd,2023,03,1536
I21+I22+I46+I50,mcd,2023,04,1373
I21+I22+I46+I50,mcd,2023,05,1317
I21+I22+I46+I50,mcd,2023,06,1235
I21+I22+I46+I50,mcd,2023,07,1229
I21+I22+I46+I50,mcd,2023,08,1237
I21+I22+I46+I50,mcd,2023,09,1298
I21+I22+I46+I50,mcd,2023,10,1339
I21+I22+I46+I50,mcd,2023,11,1306
I21+I22+I46+I50,mcd,2023,12,1436
I21+I22+I46+I50,mcd,2024,01,1527
I21+I22+I46+I50,mcd,2024,02,1322
I21+I22+I46+I50,mcd,2024,03,1376
I21+I22+I46+I50,mcd,2024,04,1338
I21+I22+I46+I50,mcd,2024,05,1390
I21+I22+I46+I50,mcd,2024,06,1348
I21+I22+I46+I50,mcd,2024,07,1326
I21+I22+I46+I50,mcd,2024,08,1208
I21+I22+I46+I50,mcd,2024,09,1279
I21+I22+I46+I50,mcd,2024,10,1360
I21+I22+I46+I50,mcd,2024,11,1390
I21+I22+I46+I50,mcd,2024,12,1500
I21+I22+I46+I50,mcd,2025,01,1491
I21+I22+I46+I50,mcd,2025,02,516
I21+I22+I46+I50,and,2020,03,51
I21+I22+I46+I50,and,2020,04,104
I21+I22+I46+I50,and,2020,05,52
I21+I22+I46+I50,and,2020,06,39
I21+I22+I46+I50,and,2020,07,70
I21+I22+I46+I50,and,2020,08,52
I21+I22+I46+I50,and,2020,09,46
I21+I22+I46+I50,and,2020,10,43
I21+I22+I46+I50,and,2020,11,97
I21+I22+I46+I50,and,2020,12,164
I21+I22+I46+I50,and,2021,01,180
I21+I22+I46+I50,and,2021,02,95
I21+I22+I46+I50,and,2021,03,49
I21+I22+I46+I50,and,2021,04,58
I21+I22+I46+I50,and,2021,05,55
I21+I22+I46+I50,and,2021,06,43
I21+I22+I46+I50,and,2021,07,31
I21+I22+I46+I50,and,2021,08,133
I21+I22+I46+I50,and,2021,09,209
I21+I22+I46+I50,and,2021,10,151
I21+I22+I46+I50,and,2021,11,121
I21+I22+I46+I50,and,2021,12,98
I21+I22+I46+I50,and,2022,01,279
I21+I22+I46+I50,and,2022,02,189
I21+I22+I46+I50,and,2022,03,64
I21+I22+I46+I50,and,2022,04,40
I21+I22+I46+I50,and,2022,05,44
I21+I22+I46+I50,and,2022,06,70
I21+I22+I46+I50,and,2022,07,86
I21+I22+I46+I50,and,2022,08,67
I21+I22+I46+I50,and,2022,09,47
I21+I22+I46+I50,and,2022,10,45
I21+I22+I46+I50,and,2022,11,47
I21+I22+I46+I50,and,2022,12,80
I21+I22+I46+I50,and,2023,01,55
I21+I22+I46+I50,and,2023,02,59
I21+I22+I46+I50,and,2023,03,50
I21+I22+I46+I50,and,2023,04,50
I21+I22+I46+I50,and,2023,05,26
I21+I22+I46+I50,and,2023,06,18
I21+I22+I46+I50,and,2023,07,20
I21+I22+I46+I50,and,2023,08,25
I21+I22+I46+I50,and,2023,09,36
I21+I22+I46+I50,and,2023,10,33
I21+I22+I46+I50,and,2023,11,34
I21+I22+I46+I50,and,2023,12,45
I21+I22+I46+I50,and,2024,01,26
I21+I22+I46+I50,and,2024,02,37
I21+I22+I46+I50,and,2024,03,22
I21+I22+I46+I50,and,2024,04,18
I21+I22+I46+I50,and,2024,06,10
I21+I22+I46+I50,and,2024,07,26
I21+I22+I46+I50,and,2024,08,39
I21+I22+I46+I50,and,2024,09,30
I21+I22+I46+I50,and,2024,10,24
I21+I22+I46+I50,and,2024,11,22
I21+I22+I46+I50,and,2024,12,13
I21+I22+I46+I50,and,2025,01,12
I00-I99,mcd,1999,01,138232
I00-I99,mcd,1999,02,125342
I00-I99,mcd,1999,03,136118
I00-I99,mcd,1999,04,116992
I00-I99,mcd,1999,05,112787
I00-I99,mcd,1999,06,105022
I00-I99,mcd,1999,07,108336
I00-I99,mcd,1999,08,105204
I00-I99,mcd,1999,09,104380
I00-I99,mcd,1999,10,114709
I00-I99,mcd,1999,11,113203
I00-I99,mcd,1999,12,134055
I00-I99,mcd,2000,01,149207
I00-I99,mcd,2000,02,121442
I00-I99,mcd,2000,03,119427
I00-I99,mcd,2000,04,111787
I00-I99,mcd,2000,05,112561
I00-I99,mcd,2000,06,105543
I00-I99,mcd,2000,07,108094
I00-I99,mcd,2000,08,108085
I00-I99,mcd,2000,09,107401
I00-I99,mcd,2000,10,115619
I00-I99,mcd,2000,11,117462
I00-I99,mcd,2000,12,130966
I00-I99,mcd,2001,01,135139
I00-I99,mcd,2001,02,117466
I00-I99,mcd,2001,03,127287
I00-I99,mcd,2001,04,118237
I00-I99,mcd,2001,05,116340
I00-I99,mcd,2001,06,110022
I00-I99,mcd,2001,07,108881
I00-I99,mcd,2001,08,108203
I00-I99,mcd,2001,09,106044
I00-I99,mcd,2001,10,115987
I00-I99,mcd,2001,11,113336
I00-I99,mcd,2001,12,122640
I00-I99,mcd,2002,01,133141
I00-I99,mcd,2002,02,123522
I00-I99,mcd,2002,03,132237
I00-I99,mcd,2002,04,115588
I00-I99,mcd,2002,05,115084
I00-I99,mcd,2002,06,106629
I00-I99,mcd,2002,07,109364
I00-I99,mcd,2002,08,107357
I00-I99,mcd,2002,09,105937
I00-I99,mcd,2002,10,113976
I00-I99,mcd,2002,11,116691
I00-I99,mcd,2002,12,128423
I00-I99,mcd,2003,01,131158
I00-I99,mcd,2003,02,117368
I00-I99,mcd,2003,03,123272
I00-I99,mcd,2003,04,114412
I00-I99,mcd,2003,05,113411
I00-I99,mcd,2003,06,108382
I00-I99,mcd,2003,07,108378
I00-I99,mcd,2003,08,107523
I00-I99,mcd,2003,09,105943
I00-I99,mcd,2003,10,114636
I00-I99,mcd,2003,11,114278
I00-I99,mcd,2003,12,140336
I00-I99,mcd,2004,01,137746
I00-I99,mcd,2004,02,117972
I00-I99,mcd,2004,03,120322
I00-I99,mcd,2004,04,112024
I00-I99,mcd,2004,05,109602
I00-I99,mcd,2004,06,104458
I00-I99,mcd,2004,07,105774
I00-I99,mcd,2004,08,105017
I00-I99,mcd,2004,09,102273
I00-I99,mcd,2004,10,111230
I00-I99,mcd,2004,11,109666
I00-I99,mcd,2004,12,121223
I00-I99,mcd,2005,01,130156
I00-I99,mcd,2005,02,121831
I00-I99,mcd,2005,03,131645
I00-I99,mcd,2005,04,115210
I00-I99,mcd,2005,05,112815
I00-I99,mcd,2005,06,103733
I00-I99,mcd,2005,07,104881
I00-I99,mcd,2005,08,104346
I00-I99,mcd,2005,09,101848
I00-I99,mcd,2005,10,109784
I00-I99,mcd,2005,11,110987
I00-I99,mcd,2005,12,124633
I00-I99,mcd,2006,01,124644
I00-I99,mcd,2006,02,114472
I00-I99,mcd,2006,03,125164
I00-I99,mcd,2006,04,112840
I00-I99,mcd,2006,05,110931
I00-I99,mcd,2006,06,102747
I00-I99,mcd,2006,07,105987
I00-I99,mcd,2006,08,104198
I00-I99,mcd,2006,09,102545
I00-I99,mcd,2006,10,111579
I00-I99,mcd,2006,11,111138
I00-I99,mcd,2006,12,120533
I00-I99,mcd,2007,01,125208
I00-I99,mcd,2007,02,115565
I00-I99,mcd,2007,03,121702
I00-I99,mcd,2007,04,113561
I00-I99,mcd,2007,05,109765
I00-I99,mcd,2007,06,102544
I00-I99,mcd,2007,07,103678
I00-I99,mcd,2007,08,102919
I00-I99,mcd,2007,09,101989
I00-I99,mcd,2007,10,108539
I00-I99,mcd,2007,11,110479
I00-I99,mcd,2007,12,120722
I00-I99,mcd,2008,01,125188
I00-I99,mcd,2008,02,125532
I00-I99,mcd,2008,03,129691
I00-I99,mcd,2008,04,113351
I00-I99,mcd,2008,05,110326
I00-I99,mcd,2008,06,103421
I00-I99,mcd,2008,07,102892
I00-I99,mcd,2008,08,102606
I00-I99,mcd,2008,09,100464
I00-I99,mcd,2008,10,109003
I00-I99,mcd,2008,11,110351
I00-I99,mcd,2008,12,121702
I00-I99,mcd,2009,01,123643
I00-I99,mcd,2009,02,111298
I00-I99,mcd,2009,03,118807
I00-I99,mcd,2009,04,110920
I00-I99,mcd,2009,05,109096
I00-I99,mcd,2009,06,102800
I00-I99,mcd,2009,07,104486
I00-I99,mcd,2009,08,102468
I00-I99,mcd,2009,09,101747
I00-I99,mcd,2009,10,112057
I00-I99,mcd,2009,11,109834
I00-I99,mcd,2009,12,120701
I00-I99,mcd,2010,01,123328
I00-I99,mcd,2010,02,111634
I00-I99,mcd,2010,03,120633
I00-I99,mcd,2010,04,110032
I00-I99,mcd,2010,05,110444
I00-I99,mcd,2010,06,103592
I00-I99,mcd,2010,07,106195
I00-I99,mcd,2010,08,104775
I00-I99,mcd,2010,09,103416
I00-I99,mcd,2010,10,111602
I00-I99,mcd,2010,11,111848
I00-I99,mcd,2010,12,124403
I00-I99,mcd,2011,01,129444
I00-I99,mcd,2011,02,116820
I00-I99,mcd,2011,03,123161
I00-I99,mcd,2011,04,113088
I00-I99,mcd,2011,05,111990
I00-I99,mcd,2011,06,105671
I00-I99,mcd,2011,07,107142
I00-I99,mcd,2011,08,106174
I00-I99,mcd,2011,09,103762
I00-I99,mcd,2011,10,111215
I00-I99,mcd,2011,11,111161
I00-I99,mcd,2011,12,119368
I00-I99,mcd,2012,01,122885
I00-I99,mcd,2012,02,113709
I00-I99,mcd,2012,03,120238
I00-I99,mcd,2012,04,113225
I00-I99,mcd,2012,05,111596
I00-I99,mcd,2012,06,105474
I00-I99,mcd,2012,07,107995
I00-I99,mcd,2012,08,108112
I00-I99,mcd,2012,09,106448
I00-I99,mcd,2012,10,114068
I00-I99,mcd,2012,11,116351
I00-I99,mcd,2012,12,128678
I00-I99,mcd,2013,01,143803
I00-I99,mcd,2013,02,119854
I00-I99,mcd,2013,03,126969
I00-I99,mcd,2013,04,115681
I00-I99,mcd,2013,05,112900
I00-I99,mcd,2013,06,106512
I00-I99,mcd,2013,07,108683
I00-I99,mcd,2013,08,108270
I00-I99,mcd,2013,09,105624
I00-I99,mcd,2013,10,113343
I00-I99,mcd,2013,11,114689
I00-I99,mcd,2013,12,125876
I00-I99,mcd,2014,01,133746
I00-I99,mcd,2014,02,116127
I00-I99,mcd,2014,03,124797
I00-I99,mcd,2014,04,116806
I00-I99,mcd,2014,05,116584
I00-I99,mcd,2014,06,108654
I00-I99,mcd,2014,07,110909
I00-I99,mcd,2014,08,109392
I00-I99,mcd,2014,09,108495
I00-I99,mcd,2014,10,115941
I00-I99,mcd,2014,11,119355
I00-I99,mcd,2014,12,132848
I00-I99,mcd,2015,01,145708
I00-I99,mcd,2015,02,124721
I00-I99,mcd,2015,03,132490
I00-I99,mcd,2015,04,121779
I00-I99,mcd,2015,05,119981
I00-I99,mcd,2015,06,112761
I00-I99,mcd,2015,07,115992
I00-I99,mcd,2015,08,113747
I00-I99,mcd,2015,09,111565
I00-I99,mcd,2015,10,119711
I00-I99,mcd,2015,11,118921
I00-I99,mcd,2015,12,127109
I00-I99,mcd,2016,01,134970
I00-I99,mcd,2016,02,126621
I00-I99,mcd,2016,03,132855
I00-I99,mcd,2016,04,122876
I00-I99,mcd,2016,05,120701
I00-I99,mcd,2016,06,113962
I00-I99,mcd,2016,07,116149
I00-I99,mcd,2016,08,116283
I00-I99,mcd,2016,09,113851
I00-I99,mcd,2016,10,122339
I00-I99,mcd,2016,11,123191
I00-I99,mcd,2016,12,136687
I00-I99,mcd,2017,01,144860
I00-I99,mcd,2017,02,129006
I00-I99,mcd,2017,03,138245
I00-I99,mcd,2017,04,125693
I00-I99,mcd,2017,05,124518
I00-I99,mcd,2017,06,117766
I00-I99,mcd,2017,07,118488
I00-I99,mcd,2017,08,118318
I00-I99,mcd,2017,09,117846
I00-I99,mcd,2017,10,124877
I00-I99,mcd,2017,11,126281
I00-I99,mcd,2017,12,143185
I00-I99,mcd,2018,01,159735
I00-I99,mcd,2018,02,131089
I00-I99,mcd,2018,03,138239
I00-I99,mcd,2018,04,128503
I00-I99,mcd,2018,05,125218
I00-I99,mcd,2018,06,119072
I00-I99,mcd,2018,07,121258
I00-I99,mcd,2018,08,120605
I00-I99,mcd,2018,09,117373
I00-I99,mcd,2018,10,127225
I00-I99,mcd,2018,11,128997
I00-I99,mcd,2018,12,138431
I00-I99,mcd,2019,01,144655
I00-I99,mcd,2019,02,130715
I00-I99,mcd,2019,03,142685
I00-I99,mcd,2019,04,131059
I00-I99,mcd,2019,05,130305
I00-I99,mcd,2019,06,123260
I00-I99,mcd,2019,07,124507
I00-I99,mcd,2019,08,122967
I00-I99,mcd,2019,09,120486
I00-I99,mcd,2019,10,129710
I00-I99,mcd,2019,11,131933
I00-I99,mcd,2019,12,142236
I00-I99,mcd,2020,01,147603
I00-I99,mcd,2020,02,136860
I00-I99,mcd,2020,03,148885
I00-I99,mcd,2020,04,174870
I00-I99,mcd,2020,05,152620
I00-I99,mcd,2020,06,137036
I00-I99,mcd,2020,07,152002
I00-I99,mcd,2020,08,150044
I00-I99,mcd,2020,09,140211
I00-I99,mcd,2020,10,150245
I00-I99,mcd,2020,11,165020
I00-I99,mcd,2020,12,199158
I00-I99,mcd,2021,01,202775
I00-I99,mcd,2021,02,156478
I00-I99,mcd,2021,03,150877
I00-I99,mcd,2021,04,142744
I00-I99,mcd,2021,05,142061
I00-I99,mcd,2021,06,134894
I00-I99,mcd,2021,07,140956
I00-I99,mcd,2021,08,161736
I00-I99,mcd,2021,09,163856
I00-I99,mcd,2021,10,161559
I00-I99,mcd,2021,11,158947
I00-I99,mcd,2021,12,175555
I00-I99,mcd,2022,01,206792
I00-I99,mcd,2022,02,162217
I00-I99,mcd,2022,03,151488
I00-I99,mcd,2022,04,139898
I00-I99,mcd,2022,05,142581
I00-I99,mcd,2022,06,138205
I00-I99,mcd,2022,07,144687
I00-I99,mcd,2022,08,143490
I00-I99,mcd,2022,09,139614
I00-I99,mcd,2022,10,147792
I00-I99,mcd,2022,11,151056
I00-I99,mcd,2022,12,171343
I00-I99,mcd,2023,01,164234
I00-I99,mcd,2023,02,141208
I00-I99,mcd,2023,03,152916
I00-I99,mcd,2023,04,142213
I00-I99,mcd,2023,05,141466
I00-I99,mcd,2023,06,134241
I00-I99,mcd,2023,07,136877
I00-I99,mcd,2023,08,138914
I00-I99,mcd,2023,09,135870
I00-I99,mcd,2023,10,144661
I00-I99,mcd,2023,11,146276
I00-I99,mcd,2023,12,162341
I00-I99,mcd,2024,01,170311
I00-I99,mcd,2024,02,146514
I00-I99,mcd,2024,03,150651
I00-I99,mcd,2024,04,142052
I00-I99,mcd,2024,05,142090
I00-I99,mcd,2024,06,136540
I00-I99,mcd,2024,07,138748
I00-I99,mcd,2024,08,140285
I00-I99,mcd,2024,09,135620
I00-I99,mcd,2024,10,143281
I00-I99,mcd,2024,11,138500
I00-I99,mcd,2024,12,152254
I00-I99,mcd,2025,01,156408
I00-I99,mcd,2025,02,52208
I00-I99,and,2020,02,10
I00-I99,and,2020,03,3126
I00-I99,and,2020,04,29034
I00-I99,and,2020,05,17779
I00-I99,and,2020,06,8811
I00-I99,and,2020,07,15656
I00-I99,and,2020,08,14379
I00-I99,and,2020,09,8731
I00-I99,and,2020,10,11597
I00-I99,and,2020,11,24991
I00-I99,and,2020,12,45874
I00-I99,and,2021,01,49552
I00-I99,and,2021,02,23244
I00-I99,and,2021,03,11220
I00-I99,and,2021,04,8738
I00-I99,and,2021,05,6934
I00-I99,and,2021,06,3704
I00-I99,and,2021,07,4981
I00-I99,and,2021,08,20139
I00-I99,and,2021,09,26016
I00-I99,and,2021,10,17841
I00-I99,and,2021,11,14069
I00-I99,and,2021,12,19800
I00-I99,and,2022,01,40789
I00-I99,and,2022,02,24996
I00-I99,and,2022,03,8242
I00-I99,and,2022,04,3584
I00-I99,and,2022,05,4218
I00-I99,and,2022,06,5351
I00-I99,and,2022,07,7589
I00-I99,and,2022,08,7812
I00-I99,and,2022,09,6185
I00-I99,and,2022,10,5454
I00-I99,and,2022,11,5606
I00-I99,and,2022,12,7933
I00-I99,and,2023,01,8306
I00-I99,and,2023,02,5093
I00-I99,and,2023,03,4414
I00-I99,and,2023,04,2979
I00-I99,and,2023,05,2082
I00-I99,and,2023,06,1546
I00-I99,and,2023,07,1356
I00-I99,and,2023,08,2308
I00-I99,and,2023,09,3298
I00-I99,and,2023,10,3308
I00-I99,and,2023,11,3491
I00-I99,and,2023,12,4823
I00-I99,and,2024,01,5898
I00-I99,and,2024,02,3443
I00-I99,and,2024,03,2460
I00-I99,and,2024,04,1326
I00-I99,and,2024,05,930
I00-I99,and,2024,06,963
I00-I99,and,2024,07,1773
I00-I99,and,2024,08,2940
I00-I99,and,2024,09,2725
I00-I99,and,2024,10,1874
I00-I99,and,2024,11,1260
I00-I99,and,2024,12,1521
I00-I99,and,2025,01,2282
I00-I99,and,2025,02,601
I00-I99,ucd,1999,01,94149
I00-I99,ucd,1999,02,84346
I00-I99,ucd,1999,03,91803
I00-I99,ucd,1999,04,78920
I00-I99,ucd,1999,05,75996
I00-I99,ucd,1999,06,70844
I00-I99,ucd,1999,07,73314
I00-I99,ucd,1999,08,70573
I00-I99,ucd,1999,09,70135
I00-I99,ucd,1999,10,77264
I00-I99,ucd,1999,11,76251
I00-I99,ucd,1999,12,90744
I00-I99,ucd,2000,01,99360
I00-I99,ucd,2000,02,81001
I00-I99,ucd,2000,03,80038
I00-I99,ucd,2000,04,75220
I00-I99,ucd,2000,05,75624
I00-I99,ucd,2000,06,70425
I00-I99,ucd,2000,07,72224
I00-I99,ucd,2000,08,72023
I00-I99,ucd,2000,09,71790
I00-I99,ucd,2000,10,77215
I00-I99,ucd,2000,11,78596
I00-I99,ucd,2000,12,88010
I00-I99,ucd,2001,01,89991
I00-I99,ucd,2001,02,77922
I00-I99,ucd,2001,03,84643
I00-I99,ucd,2001,04,78536
I00-I99,ucd,2001,05,77018
I00-I99,ucd,2001,06,72745
I00-I99,ucd,2001,07,72109
I00-I99,ucd,2001,08,71377
I00-I99,ucd,2001,09,69970
I00-I99,ucd,2001,10,76490
I00-I99,ucd,2001,11,74667
I00-I99,ucd,2001,12,81531
I00-I99,ucd,2002,01,88174
I00-I99,ucd,2002,02,81230
I00-I99,ucd,2002,03,86394
I00-I99,ucd,2002,04,75782
I00-I99,ucd,2002,05,75232
I00-I99,ucd,2002,06,69992
I00-I99,ucd,2002,07,71705
I00-I99,ucd,2002,08,70098
I00-I99,ucd,2002,09,69024
I00-I99,ucd,2002,10,74523
I00-I99,ucd,2002,11,76638
I00-I99,ucd,2002,12,84547
I00-I99,ucd,2003,01,85716
I00-I99,ucd,2003,02,76439
I00-I99,ucd,2003,03,80470
I00-I99,ucd,2003,04,74429
I00-I99,ucd,2003,05,73870
I00-I99,ucd,2003,06,70261
I00-I99,ucd,2003,07,70144
I00-I99,ucd,2003,08,69304
I00-I99,ucd,2003,09,68057
I00-I99,ucd,2003,10,74012
I00-I99,ucd,2003,11,73910
I00-I99,ucd,2003,12,90568
I00-I99,ucd,2004,01,87865
I00-I99,ucd,2004,02,75728
I00-I99,ucd,2004,03,76756
I00-I99,ucd,2004,04,71626
I00-I99,ucd,2004,05,70216
I00-I99,ucd,2004,06,66446
I00-I99,ucd,2004,07,67388
I00-I99,ucd,2004,08,66655
I00-I99,ucd,2004,09,64926
I00-I99,ucd,2004,10,70521
I00-I99,ucd,2004,11,70277
I00-I99,ucd,2004,12,77459
I00-I99,ucd,2005,01,82753
I00-I99,ucd,2005,02,76692
I00-I99,ucd,2005,03,82951
I00-I99,ucd,2005,04,72035
I00-I99,ucd,2005,05,70927
I00-I99,ucd,2005,06,64987
I00-I99,ucd,2005,07,65542
I00-I99,ucd,2005,08,64760
I00-I99,ucd,2005,09,63560
I00-I99,ucd,2005,10,68737
I00-I99,ucd,2005,11,69605
I00-I99,ucd,2005,12,78294
I00-I99,ucd,2006,01,77066
I00-I99,ucd,2006,02,70493
I00-I99,ucd,2006,03,76602
I00-I99,ucd,2006,04,69894
I00-I99,ucd,2006,05,68348
I00-I99,ucd,2006,06,63115
I00-I99,ucd,2006,07,65392
I00-I99,ucd,2006,08,63730
I00-I99,ucd,2006,09,62678
I00-I99,ucd,2006,10,68355
I00-I99,ucd,2006,11,67911
I00-I99,ucd,2006,12,74157
I00-I99,ucd,2007,01,76110
I00-I99,ucd,2007,02,70674
I00-I99,ucd,2007,03,73891
I00-I99,ucd,2007,04,68865
I00-I99,ucd,2007,05,66672
I00-I99,ucd,2007,06,62167
I00-I99,ucd,2007,07,62597
I00-I99,ucd,2007,08,61909
I00-I99,ucd,2007,09,61532
I00-I99,ucd,2007,10,65661
I00-I99,ucd,2007,11,66826
I00-I99,ucd,2007,12,73353
I00-I99,ucd,2008,01,75045
I00-I99,ucd,2008,02,75002
I00-I99,ucd,2008,03,77228
I00-I99,ucd,2008,04,67424
I00-I99,ucd,2008,05,66077
I00-I99,ucd,2008,06,61679
I00-I99,ucd,2008,07,61505
I00-I99,ucd,2008,08,61110
I00-I99,ucd,2008,09,59746
I00-I99,ucd,2008,10,64940
I00-I99,ucd,2008,11,65888
I00-I99,ucd,2008,12,72881
I00-I99,ucd,2009,01,73820
I00-I99,ucd,2009,02,66157
I00-I99,ucd,2009,03,70356
I00-I99,ucd,2009,04,65726
I00-I99,ucd,2009,05,64920
I00-I99,ucd,2009,06,60774
I00-I99,ucd,2009,07,61658
I00-I99,ucd,2009,08,60300
I00-I99,ucd,2009,09,59770
I00-I99,ucd,2009,10,65631
I00-I99,ucd,2009,11,64129
I00-I99,ucd,2009,12,71501
I00-I99,ucd,2010,01,72388
I00-I99,ucd,2010,02,65627
I00-I99,ucd,2010,03,70418
I00-I99,ucd,2010,04,64419
I00-I99,ucd,2010,05,64821
I00-I99,ucd,2010,06,60599
I00-I99,ucd,2010,07,61758
I00-I99,ucd,2010,08,60757
I00-I99,ucd,2010,09,60405
I00-I99,ucd,2010,10,64949
I00-I99,ucd,2010,11,65284
I00-I99,ucd,2010,12,73029
I00-I99,ucd,2011,01,75110
I00-I99,ucd,2011,02,67396
I00-I99,ucd,2011,03,70650
I00-I99,ucd,2011,04,65184
I00-I99,ucd,2011,05,64748
I00-I99,ucd,2011,06,60725
I00-I99,ucd,2011,07,62055
I00-I99,ucd,2011,08,61257
I00-I99,ucd,2011,09,59407
I00-I99,ucd,2011,10,63859
I00-I99,ucd,2011,11,64090
I00-I99,ucd,2011,12,68994
I00-I99,ucd,2012,01,71206
I00-I99,ucd,2012,02,65606
I00-I99,ucd,2012,03,69013
I00-I99,ucd,2012,04,65247
I00-I99,ucd,2012,05,64242
I00-I99,ucd,2012,06,60564
I00-I99,ucd,2012,07,62025
I00-I99,ucd,2012,08,61777
I00-I99,ucd,2012,09,60852
I00-I99,ucd,2012,10,65659
I00-I99,ucd,2012,11,67119
I00-I99,ucd,2012,12,74121
I00-I99,ucd,2013,01,81355
I00-I99,ucd,2013,02,68296
I00-I99,ucd,2013,03,72579
I00-I99,ucd,2013,04,65807
I00-I99,ucd,2013,05,64526
I00-I99,ucd,2013,06,60931
I00-I99,ucd,2013,07,62307
I00-I99,ucd,2013,08,61755
I00-I99,ucd,2013,09,60214
I00-I99,ucd,2013,10,64877
I00-I99,ucd,2013,11,65798
I00-I99,ucd,2013,12,72492
I00-I99,ucd,2014,01,75853
I00-I99,ucd,2014,02,66249
I00-I99,ucd,2014,03,70985
I00-I99,ucd,2014,04,66585
I00-I99,ucd,2014,05,66735
I00-I99,ucd,2014,06,61750
I00-I99,ucd,2014,07,63268
I00-I99,ucd,2014,08,62091
I00-I99,ucd,2014,09,62194
I00-I99,ucd,2014,10,66805
I00-I99,ucd,2014,11,68950
I00-I99,ucd,2014,12,76310
I00-I99,ucd,2015,01,82831
I00-I99,ucd,2015,02,71357
I00-I99,ucd,2015,03,75775
I00-I99,ucd,2015,04,69477
I00-I99,ucd,2015,05,68765
I00-I99,ucd,2015,06,64405
I00-I99,ucd,2015,07,66309
I00-I99,ucd,2015,08,64816
I00-I99,ucd,2015,09,63389
I00-I99,ucd,2015,10,68320
I00-I99,ucd,2015,11,68154
I00-I99,ucd,2015,12,72948
I00-I99,ucd,2016,01,76855
I00-I99,ucd,2016,02,71817
I00-I99,ucd,2016,03,75106
I00-I99,ucd,2016,04,69813
I00-I99,ucd,2016,05,68706
I00-I99,ucd,2016,06,64938
I00-I99,ucd,2016,07,65796
I00-I99,ucd,2016,08,66167
I00-I99,ucd,2016,09,64200
I00-I99,ucd,2016,10,69488
I00-I99,ucd,2016,11,70016
I00-I99,ucd,2016,12,77776
I00-I99,ucd,2017,01,81377
I00-I99,ucd,2017,02,72400
I00-I99,ucd,2017,03,77362
I00-I99,ucd,2017,04,70460
I00-I99,ucd,2017,05,70299
I00-I99,ucd,2017,06,66182
I00-I99,ucd,2017,07,66441
I00-I99,ucd,2017,08,66583
I00-I99,ucd,2017,09,66309
I00-I99,ucd,2017,10,70164
I00-I99,ucd,2017,11,70774
I00-I99,ucd,2017,12,80774
I00-I99,ucd,2018,01,88400
I00-I99,ucd,2018,02,72503
I00-I99,ucd,2018,03,77047
I00-I99,ucd,2018,04,71915
I00-I99,ucd,2018,05,70352
I00-I99,ucd,2018,06,66871
I00-I99,ucd,2018,07,68050
I00-I99,ucd,2018,08,67333
I00-I99,ucd,2018,09,65407
I00-I99,ucd,2018,10,71078
I00-I99,ucd,2018,11,72229
I00-I99,ucd,2018,12,77477
I00-I99,ucd,2019,01,80196
I00-I99,ucd,2019,02,72391
I00-I99,ucd,2019,03,79033
I00-I99,ucd,2019,04,72627
I00-I99,ucd,2019,05,72731
I00-I99,ucd,2019,06,68381
I00-I99,ucd,2019,07,69406
I00-I99,ucd,2019,08,68304
I00-I99,ucd,2019,09,66931
I00-I99,ucd,2019,10,71902
I00-I99,ucd,2019,11,73464
I00-I99,ucd,2019,12,79247
I00-I99,ucd,2020,01,81030
I00-I99,ucd,2020,02,75127
I00-I99,ucd,2020,03,79696
I00-I99,ucd,2020,04,82035
I00-I99,ucd,2020,05,74941
I00-I99,ucd,2020,06,71180
I00-I99,ucd,2020,07,75879
I00-I99,ucd,2020,08,75044
I00-I99,ucd,2020,09,72164
I00-I99,ucd,2020,10,76303
I00-I99,ucd,2020,11,78008
I00-I99,ucd,2020,12,87334
I00-I99,ucd,2021,01,87254
I00-I99,ucd,2021,02,75188
I00-I99,ucd,2021,03,77452
I00-I99,ucd,2021,04,73819
I00-I99,ucd,2021,05,74198
I00-I99,ucd,2021,06,71543
I00-I99,ucd,2021,07,74032
I00-I99,ucd,2021,08,77671
I00-I99,ucd,2021,09,75790
I00-I99,ucd,2021,10,78796
I00-I99,ucd,2021,11,79391
I00-I99,ucd,2021,12,86444
I00-I99,ucd,2022,01,95153
I00-I99,ucd,2022,02,77987
I00-I99,ucd,2022,03,78809
I00-I99,ucd,2022,04,74231
I00-I99,ucd,2022,05,75322
I00-I99,ucd,2022,06,72518
I00-I99,ucd,2022,07,75461
I00-I99,ucd,2022,08,74493
I00-I99,ucd,2022,09,72545
I00-I99,ucd,2022,10,77327
I00-I99,ucd,2022,11,79130
I00-I99,ucd,2022,12,88676
I00-I99,ucd,2023,01,84949
I00-I99,ucd,2023,02,74329
I00-I99,ucd,2023,03,80616
I00-I99,ucd,2023,04,75325
I00-I99,ucd,2023,05,75083
I00-I99,ucd,2023,06,71267
I00-I99,ucd,2023,07,72413
I00-I99,ucd,2023,08,73223
I00-I99,ucd,2023,09,70948
I00-I99,ucd,2023,10,75884
I00-I99,ucd,2023,11,76844
I00-I99,ucd,2023,12,85092
I00-I99,ucd,2024,01,88864
I00-I99,ucd,2024,02,76599
