#England resident population estimates (nomisweb.co.uk/datasets/pestsyoala)
year,age,pop
2022,77,430806
2022,78,421058
2022,79,380677
2022,80,330989
2022,81,286796
2022,82,288687
2022,83,275661
2022,84,255647
2022,85,230404
2022,86,204970
2022,87,181193
2022,88,154391
2022,89,133640
2022,90,520328
2023,0,576839
2023,1,614079
2023,2,610075
2023,3,633445
2023,4,644692
2023,5,652837
2023,6,668284
2023,7,685907
2023,8,680139
2023,9,683094
2023,10,700419
2023,11,717633
2023,12,717145
2023,13,707776
2023,14,702555
2023,15,708347
2023,16,683059
2023,17,673151
2023,18,674095
2023,19,677296
2023,20,675201
2023,21,677425
2023,22,684050
2023,23,707482
2023,24,735036
2023,25,747783
2023,26,764119
2023,27,754546
2023,28,766938
2023,29,786738
2023,30,789138
2023,31,810485
2023,32,821136
2023,33,820543
2023,34,813885
2023,35,822129
2023,36,803538
2023,37,796879
2023,38,792106
2023,39,766972
2023,40,766321
2023,41,761098
2023,42,767706
2023,43,769501
2023,44,736918
2023,45,684930
2023,46,671533
2023,47,684567
2023,48,697663
2023,49,704783
2023,50,731107
2023,51,756989
2023,52,783828
2023,53,762965
2023,54,778740
2023,55,775432
2023,56,778926
2023,57,774868
2023,58,774771
2023,59,762420
2023,60,743462
2023,61,724098
2023,62,695341
2023,63,664773
2023,64,645255
2023,65,625132
2023,66,596749
2023,67,571511
2023,68,546659
2023,69,544557
2023,70,531504
2023,71,512388
2023,72,511199
2023,73,514291
2023,74,521645
2023,75,545323
2023,76,583534
2023,77,438073
2023,78,416107
2023,79,404823
2023,80,364161
2023,81,314902
2023,82,270673
2023,83,270782
2023,84,256536
2023,85,235934
2023,86,209756
2023,87,184608
2023,88,160643
2023,89,134654
2023,90,521335
2024,0,573812
2024,1,593575
2024,2,630059
2024,3,625948
2024,4,648849
2024,5,659421
2024,6,667251
2024,7,682421
2024,8,699257
2024,9,693374
2024,10,695901
2024,11,712018
2024,12,728659
2024,13,727289
2024,14,717865
2024,15,712549
2024,16,719178
2024,17,695590
2024,18,686352
2024,19,695486
2024,20,695274
2024,21,691406
2024,22,697351
2024,23,710646
2024,24,731341
2024,25,759095
2024,26,773516
2024,27,788460
2024,28,777372
2024,29,787128
2024,30,805239
2024,31,805672
2024,32,824590
2024,33,833482
2024,34,832161
2024,35,824692
2024,36,831419
2024,37,812545
2024,38,805362
2024,39,799440
2024,40,773610
2024,41,772141
2024,42,765546
2024,43,771457
2024,44,772526
2024,45,738963
2024,46,686219
2024,47,672429
2024,48,684749
2024,49,697407
2024,50,703813
2024,51,729388
2024,52,754938
2024,53,780892
2024,54,759767
2024,55,775106
2024,56,771539
2024,57,774808
2024,58,770180
2024,59,769707
2024,60,757491
2024,61,738322
2024,62,718569
2024,63,689549
2024,64,658848
2024,65,639143
2024,66,618514
2024,67,589882
2024,68,564430
2024,69,539673
2024,70,536645
2024,71,523049
2024,72,503524
2024,73,501510
2024,74,503580
2024,75,509713
2024,76,531492
2024,77,567237
2024,78,424408
2024,79,401145
2024,80,388753
2024,81,347609
2024,82,298656
2024,83,255001
2024,84,253116
2024,85,237616
2024,86,216590
2024,87,190245
2024,88,165268
2024,89,141650
2024,90,532643
