date,age,dead
1999-01,0,1906
1999-01,1,93
1999-01,2,74
1999-01,3,51
1999-01,4,38
1999-01,5,49
1999-01,6,29
1999-01,7,27
1999-01,8,23
1999-01,9,34
1999-01,10,30
1999-01,11,33
1999-01,12,28
1999-01,13,36
1999-01,14,32
1999-01,15,52
1999-01,16,50
1999-01,17,55
1999-01,18,53
1999-01,19,53
1999-01,20,69
1999-01,21,82
1999-01,22,77
1999-01,23,71
1999-01,24,79
1999-01,25,79
1999-01,26,83
1999-01,27,117
1999-01,28,122
1999-01,29,149
1999-01,30,171
1999-01,31,154
1999-01,32,232
1999-01,33,264
1999-01,34,263
1999-01,35,300
1999-01,36,379
1999-01,37,403
1999-01,38,457
1999-01,39,510
1999-01,40,555
1999-01,41,597
1999-01,42,658
1999-01,43,765
1999-01,44,801
1999-01,45,890
1999-01,46,982
1999-01,47,979
1999-01,48,1075
1999-01,49,1117
1999-01,50,1276
1999-01,51,1342
1999-01,52,1379
1999-01,53,1324
1999-01,54,1498
1999-01,55,1633
1999-01,56,1724
1999-01,57,1787
1999-01,58,1837
1999-01,59,2003
1999-01,60,2042
1999-01,61,2252
1999-01,62,2357
1999-01,63,2594
1999-01,64,2827
1999-01,65,2846
1999-01,66,3194
1999-01,67,3239
1999-01,68,3673
1999-01,69,3949
1999-01,70,4241
1999-01,71,4652
1999-01,72,4898
1999-01,73,5265
1999-01,74,5466
1999-01,75,5846
1999-01,76,6001
1999-01,77,6430
1999-01,78,6549
1999-01,79,6418
1999-01,80,6953
1999-01,81,6622
1999-01,82,6771
1999-01,83,6909
1999-01,84,6924
1999-01,85,6758
1999-01,86,6955
1999-01,87,6414
1999-01,88,6011
1999-01,89,5651
1999-01,90,5361
1999-01,91,4856
1999-01,92,4086
1999-01,93,3689
1999-01,94,3029
1999-01,95,2583
1999-01,96,2080
1999-01,97,1488
1999-01,98,1284
1999-01,99,822
1999-01,100,1788
1999-02,0,1775
1999-02,1,92
1999-02,2,80
1999-02,3,54
1999-02,4,34
1999-02,5,45
1999-02,6,35
1999-02,7,20
1999-02,8,39
1999-02,9,33
1999-02,10,38
1999-02,11,33
1999-02,12,36
1999-02,13,33
1999-02,14,44
1999-02,15,53
1999-02,16,43
1999-02,17,52
1999-02,18,63
1999-02,19,61
1999-02,20,60
1999-02,21,61
1999-02,22,65
1999-02,23,68
1999-02,24,55
1999-02,25,74
1999-02,26,98
1999-02,27,105
1999-02,28,105
1999-02,29,113
1999-02,30,155
1999-02,31,173
1999-02,32,189
1999-02,33,228
1999-02,34,256
1999-02,35,298
1999-02,36,316
1999-02,37,388
1999-02,38,412
1999-02,39,450
1999-02,40,490
1999-02,41,591
1999-02,42,615
1999-02,43,661
1999-02,44,734
1999-02,45,809
1999-02,46,889
1999-02,47,860
1999-02,48,950
1999-02,49,1033
1999-02,50,1170
1999-02,51,1185
1999-02,52,1326
1999-02,53,1152
1999-02,54,1309
1999-02,55,1536
1999-02,56,1599
1999-02,57,1492
1999-02,58,1630
1999-02,59,1692
1999-02,60,1917
1999-02,61,1937
1999-02,62,2152
1999-02,63,2262
1999-02,64,2515
1999-02,65,2639
1999-02,66,2680
1999-02,67,3084
1999-02,68,3557
1999-02,69,3611
1999-02,70,3908
1999-02,71,4259
1999-02,72,4446
1999-02,73,4816
1999-02,74,5161
1999-02,75,5341
1999-02,76,5591
1999-02,77,5893
1999-02,78,6230
1999-02,79,5938
1999-02,80,6251
1999-02,81,6227
1999-02,82,6340
1999-02,83,6390
1999-02,84,6466
1999-02,85,6359
1999-02,86,6278
1999-02,87,5750
1999-02,88,5529
1999-02,89,5155
1999-02,90,4715
1999-02,91,4466
1999-02,92,3869
1999-02,93,3348
1999-02,94,2796
1999-02,95,2318
1999-02,96,1842
1999-02,97,1371
1999-02,98,1149
1999-02,99,745
1999-02,100,1593
1999-03,0,1995
1999-03,1,119
1999-03,2,82
1999-03,3,50
1999-03,4,42
1999-03,5,41
1999-03,6,32
1999-03,7,28
1999-03,8,44
1999-03,9,23
1999-03,10,32
1999-03,11,35
1999-03,12,25
1999-03,13,34
1999-03,14,48
1999-03,15,50
1999-03,16,51
1999-03,17,53
1999-03,18,52
1999-03,19,64
1999-03,20,85
1999-03,21,95
1999-03,22,79
1999-03,23,73
1999-03,24,83
1999-03,25,92
1999-03,26,101
1999-03,27,114
1999-03,28,117
1999-03,29,136
1999-03,30,165
1999-03,31,175
1999-03,32,233
1999-03,33,226
1999-03,34,266
1999-03,35,297
1999-03,36,339
1999-03,37,398
1999-03,38,433
1999-03,39,515
1999-03,40,557
1999-03,41,567
1999-03,42,689
1999-03,43,780
1999-03,44,818
1999-03,45,903
1999-03,46,907
1999-03,47,1027
1999-03,48,1024
1999-03,49,1111
1999-03,50,1180
1999-03,51,1392
1999-03,52,1429
1999-03,53,1225
1999-03,54,1451
1999-03,55,1604
1999-03,56,1741
1999-03,57,1702
1999-03,58,1837
1999-03,59,1895
1999-03,60,2128
1999-03,61,2167
1999-03,62,2269
1999-03,63,2573
1999-03,64,2791
1999-03,65,2768
1999-03,66,3081
1999-03,67,3234
1999-03,68,3685
1999-03,69,3985
1999-03,70,4228
1999-03,71,4649
1999-03,72,4880
1999-03,73,5219
1999-03,74,5584
1999-03,75,5796
1999-03,76,6022
1999-03,77,6506
1999-03,78,6452
1999-03,79,6723
1999-03,80,6647
1999-03,81,6682
1999-03,82,6929
1999-03,83,6887
1999-03,84,7022
1999-03,85,6986
1999-03,86,6828
1999-03,87,6268
1999-03,88,6233
1999-03,89,5714
1999-03,90,5045
1999-03,91,4747
1999-03,92,4282
1999-03,93,3470
1999-03,94,3088
1999-03,95,2556
1999-03,96,2022
1999-03,97,1527
1999-03,98,1197
1999-03,99,810
1999-03,100,1822
1999-04,0,1924
1999-04,1,92
1999-04,2,48
1999-04,3,51
1999-04,4,26
1999-04,5,28
1999-04,6,32
1999-04,7,16
1999-04,8,24
1999-04,9,26
1999-04,10,27
1999-04,11,30
1999-04,12,43
1999-04,13,35
1999-04,14,32
1999-04,15,33
1999-04,16,43
1999-04,17,38
1999-04,18,60
1999-04,19,54
1999-04,20,56
1999-04,21,51
1999-04,22,63
1999-04,23,86
1999-04,24,62
1999-04,25,64
1999-04,26,102
1999-04,27,91
1999-04,28,123
1999-04,29,138
1999-04,30,164
1999-04,31,182
1999-04,32,178
1999-04,33,210
1999-04,34,269
1999-04,35,269
1999-04,36,338
1999-04,37,334
1999-04,38,411
1999-04,39,420
1999-04,40,500
1999-04,41,556
1999-04,42,606
1999-04,43,710
1999-04,44,789
1999-04,45,766
1999-04,46,859
1999-04,47,951
1999-04,48,939
1999-04,49,1058
1999-04,50,1078
1999-04,51,1226
1999-04,52,1342
1999-04,53,1171
1999-04,54,1288
1999-04,55,1445
1999-04,56,1621
1999-04,57,1583
1999-04,58,1609
1999-04,59,1719
1999-04,60,1838
1999-04,61,1979
1999-04,62,2010
1999-04,63,2256
1999-04,64,2522
1999-04,65,2539
1999-04,66,2711
1999-04,67,2900
1999-04,68,3186
1999-04,69,3577
1999-04,70,3689
1999-04,71,4037
1999-04,72,4394
1999-04,73,4457
1999-04,74,4882
1999-04,75,5093
1999-04,76,5137
1999-04,77,5561
1999-04,78,5583
1999-04,79,5821
1999-04,80,5652
1999-04,81,5867
1999-04,82,5748
1999-04,83,5957
1999-04,84,5914
1999-04,85,5719
1999-04,86,5731
1999-04,87,5096
1999-04,88,5157
1999-04,89,4673
1999-04,90,4190
1999-04,91,3962
1999-04,92,3394
1999-04,93,2918
1999-04,94,2528
1999-04,95,2005
1999-04,96,1584
1999-04,97,1208
1999-04,98,963
1999-04,99,683
1999-04,100,1386
1999-05,0,1930
1999-05,1,90
1999-05,2,43
1999-05,3,43
1999-05,4,25
1999-05,5,27
1999-05,6,27
1999-05,7,32
1999-05,8,28
1999-05,9,20
1999-05,10,29
1999-05,11,28
1999-05,12,29
1999-05,13,29
1999-05,14,34
1999-05,15,32
1999-05,16,51
1999-05,17,43
1999-05,18,43
1999-05,19,59
1999-05,20,57
1999-05,21,65
1999-05,22,71
1999-05,23,59
1999-05,24,65
1999-05,25,83
1999-05,26,76
1999-05,27,109
1999-05,28,113
1999-05,29,138
1999-05,30,142
1999-05,31,156
1999-05,32,178
1999-05,33,206
1999-05,34,237
1999-05,35,306
1999-05,36,332
1999-05,37,388
1999-05,38,413
1999-05,39,514
1999-05,40,478
1999-05,41,630
1999-05,42,636
1999-05,43,681
1999-05,44,778
1999-05,45,764
1999-05,46,867
1999-05,47,904
1999-05,48,998
1999-05,49,1045
1999-05,50,1108
1999-05,51,1183
1999-05,52,1382
1999-05,53,1150
1999-05,54,1340
1999-05,55,1527
1999-05,56,1662
1999-05,57,1593
1999-05,58,1623
1999-05,59,1709
1999-05,60,1793
1999-05,61,2011
1999-05,62,2044
1999-05,63,2228
1999-05,64,2508
1999-05,65,2368
1999-05,66,2736
1999-05,67,2917
1999-05,68,3176
1999-05,69,3376
1999-05,70,3618
1999-05,71,3916
1999-05,72,4235
1999-05,73,4483
1999-05,74,4715
1999-05,75,4955
1999-05,76,5061
1999-05,77,5327
1999-05,78,5375
1999-05,79,5517
1999-05,80,5623
1999-05,81,5525
1999-05,82,5540
1999-05,83,5605
1999-05,84,5559
1999-05,85,5506
1999-05,86,5148
1999-05,87,5115
1999-05,88,4786
1999-05,89,4444
1999-05,90,4053
1999-05,91,3588
1999-05,92,3267
1999-05,93,2647
1999-05,94,2338
1999-05,95,1919
1999-05,96,1520
1999-05,97,1120
1999-05,98,835
1999-05,99,662
1999-05,100,1324
1999-06,0,1942
1999-06,1,89
1999-06,2,41
1999-06,3,30
1999-06,4,39
1999-06,5,32
1999-06,6,21
1999-06,7,25
1999-06,8,28
1999-06,9,18
1999-06,10,34
1999-06,11,32
1999-06,12,31
1999-06,13,30
1999-06,14,32
1999-06,15,43
1999-06,16,53
1999-06,17,50
1999-06,18,51
1999-06,19,63
1999-06,20,63
1999-06,21,53
1999-06,22,54
1999-06,23,64
1999-06,24,65
1999-06,25,78
1999-06,26,85
1999-06,27,90
1999-06,28,116
1999-06,29,121
1999-06,30,131
1999-06,31,149
1999-06,32,178
1999-06,33,199
1999-06,34,263
1999-06,35,301
1999-06,36,345
1999-06,37,364
1999-06,38,411
1999-06,39,455
1999-06,40,479
1999-06,41,584
1999-06,42,602
1999-06,43,627
1999-06,44,756
1999-06,45,812
1999-06,46,819
1999-06,47,828
1999-06,48,876
1999-06,49,1060
1999-06,50,1061
1999-06,51,1206
1999-06,52,1342
1999-06,53,1114
1999-06,54,1265
1999-06,55,1346
1999-06,56,1568
1999-06,57,1475
1999-06,58,1539
1999-06,59,1639
1999-06,60,1737
1999-06,61,1818
1999-06,62,1976
1999-06,63,2041
1999-06,64,2301
1999-06,65,2316
1999-06,66,2551
1999-06,67,2779
1999-06,68,2917
1999-06,69,3237
1999-06,70,3478
1999-06,71,3614
1999-06,72,3827
1999-06,73,4231
1999-06,74,4424
1999-06,75,4601
1999-06,76,4808
1999-06,77,5062
1999-06,78,5343
1999-06,79,5162
1999-06,80,5091
1999-06,81,5028
1999-06,82,5108
1999-06,83,5124
1999-06,84,5061
1999-06,85,5005
1999-06,86,4882
1999-06,87,4733
1999-06,88,4403
1999-06,89,4098
1999-06,90,3585
1999-06,91,3434
1999-06,92,2979
1999-06,93,2448
1999-06,94,2129
1999-06,95,1755
1999-06,96,1432
1999-06,97,1029
1999-06,98,839
1999-06,99,546
1999-06,100,1194
1999-07,0,1942
1999-07,1,76
1999-07,2,59
1999-07,3,27
1999-07,4,29
1999-07,5,32
1999-07,6,26
1999-07,7,17
1999-07,8,27
1999-07,9,29
1999-07,10,28
1999-07,11,19
1999-07,12,21
1999-07,13,20
1999-07,14,35
1999-07,15,37
1999-07,16,60
1999-07,17,43
1999-07,18,52
1999-07,19,51
1999-07,20,54
1999-07,21,72
1999-07,22,71
1999-07,23,62
1999-07,24,77
1999-07,25,85
1999-07,26,79
1999-07,27,113
1999-07,28,108
1999-07,29,106
1999-07,30,138
1999-07,31,162
1999-07,32,171
1999-07,33,199
1999-07,34,241
1999-07,35,314
1999-07,36,307
1999-07,37,389
1999-07,38,417
1999-07,39,523
1999-07,40,492
1999-07,41,604
1999-07,42,637
1999-07,43,690
1999-07,44,719
1999-07,45,771
1999-07,46,856
1999-07,47,886
1999-07,48,984
1999-07,49,1072
1999-07,50,1129
1999-07,51,1199
1999-07,52,1462
1999-07,53,1184
1999-07,54,1258
1999-07,55,1405
1999-07,56,1583
1999-07,57,1492
1999-07,58,1687
1999-07,59,1679
1999-07,60,1744
1999-07,61,1947
1999-07,62,1993
1999-07,63,2163
1999-07,64,2312
1999-07,65,2385
1999-07,66,2633
1999-07,67,2863
1999-07,68,2992
1999-07,69,3460
1999-07,70,3518
1999-07,71,3787
1999-07,72,4148
1999-07,73,4189
1999-07,74,4583
1999-07,75,4697
1999-07,76,4759
1999-07,77,5150
1999-07,78,5317
1999-07,79,5379
1999-07,80,5214
1999-07,81,5408
1999-07,82,5378
1999-07,83,5135
1999-07,84,5409
1999-07,85,5272
1999-07,86,5113
1999-07,87,4794
1999-07,88,4475
1999-07,89,4173
1999-07,90,3798
1999-07,91,3577
1999-07,92,3021
1999-07,93,2529
1999-07,94,2207
1999-07,95,1823
1999-07,96,1436
1999-07,97,1105
1999-07,98,834
1999-07,99,591
1999-07,100,1215
1999-08,0,1959
1999-08,1,83
1999-08,2,44
1999-08,3,27
1999-08,4,27
1999-08,5,26
1999-08,6,38
1999-08,7,28
1999-08,8,16
1999-08,9,34
1999-08,10,28
1999-08,11,31
1999-08,12,33
1999-08,13,26
1999-08,14,37
1999-08,15,42
1999-08,16,37
1999-08,17,52
1999-08,18,47
1999-08,19,49
1999-08,20,56
1999-08,21,55
1999-08,22,56
1999-08,23,64
1999-08,24,75
1999-08,25,81
1999-08,26,86
1999-08,27,112
1999-08,28,123
1999-08,29,123
1999-08,30,127
1999-08,31,131
1999-08,32,183
1999-08,33,201
1999-08,34,242
1999-08,35,295
1999-08,36,292
1999-08,37,369
1999-08,38,397
1999-08,39,447
1999-08,40,489
1999-08,41,562
1999-08,42,589
1999-08,43,679
1999-08,44,746
1999-08,45,749
1999-08,46,858
1999-08,47,865
1999-08,48,925
1999-08,49,1020
1999-08,50,1110
1999-08,51,1161
1999-08,52,1272
1999-08,53,1105
1999-08,54,1232
1999-08,55,1288
1999-08,56,1637
1999-08,57,1504
1999-08,58,1568
1999-08,59,1659
1999-08,60,1702
1999-08,61,1908
1999-08,62,1981
1999-08,63,2068
1999-08,64,2366
1999-08,65,2357
1999-08,66,2564
1999-08,67,2835
1999-08,68,2976
1999-08,69,3251
1999-08,70,3385
1999-08,71,3683
1999-08,72,3903
1999-08,73,4174
1999-08,74,4313
1999-08,75,4648
1999-08,76,4847
1999-08,77,5112
1999-08,78,5156
1999-08,79,5243
1999-08,80,4931
1999-08,81,5356
1999-08,82,5177
1999-08,83,5094
1999-08,84,5283
1999-08,85,5139
1999-08,86,4967
1999-08,87,4679
1999-08,88,4615
1999-08,89,4037
1999-08,90,3708
1999-08,91,3519
1999-08,92,3028
1999-08,93,2576
1999-08,94,2047
1999-08,95,1759
1999-08,96,1419
1999-08,97,1123
1999-08,98,835
1999-08,99,629
1999-08,100,1186
1999-09,0,1965
1999-09,1,62
1999-09,2,53
1999-09,3,36
1999-09,4,36
1999-09,5,28
1999-09,6,25
1999-09,7,27
1999-09,8,25
1999-09,9,35
1999-09,10,31
1999-09,11,19
1999-09,12,31
1999-09,13,38
1999-09,14,35
1999-09,15,36
1999-09,16,42
1999-09,17,51
1999-09,18,54
1999-09,19,62
1999-09,20,54
1999-09,21,53
1999-09,22,60
1999-09,23,74
1999-09,24,55
1999-09,25,59
1999-09,26,75
1999-09,27,93
1999-09,28,128
1999-09,29,133
1999-09,30,138
1999-09,31,157
1999-09,32,196
1999-09,33,225
1999-09,34,218
1999-09,35,303
1999-09,36,309
1999-09,37,346
1999-09,38,391
1999-09,39,439
1999-09,40,455
1999-09,41,558
1999-09,42,595
1999-09,43,622
1999-09,44,731
1999-09,45,727
1999-09,46,795
1999-09,47,936
1999-09,48,1019
1999-09,49,1000
1999-09,50,1040
1999-09,51,1207
1999-09,52,1416
1999-09,53,1177
1999-09,54,1243
1999-09,55,1368
1999-09,56,1543
1999-09,57,1431
1999-09,58,1513
1999-09,59,1678
1999-09,60,1691
1999-09,61,1769
1999-09,62,1897
1999-09,63,2000
1999-09,64,2198
1999-09,65,2365
1999-09,66,2523
1999-09,67,2657
1999-09,68,2846
1999-09,69,3168
1999-09,70,3350
1999-09,71,3765
1999-09,72,3963
1999-09,73,4098
1999-09,74,4318
1999-09,75,4588
1999-09,76,4656
1999-09,77,4952
1999-09,78,5223
1999-09,79,5248
1999-09,80,5057
1999-09,81,5113
1999-09,82,5192
1999-09,83,5212
1999-09,84,5255
1999-09,85,5126
1999-09,86,4862
1999-09,87,4749
1999-09,88,4386
1999-09,89,4264
1999-09,90,3740
1999-09,91,3521
1999-09,92,3043
1999-09,93,2438
1999-09,94,2269
1999-09,95,1806
1999-09,96,1471
1999-09,97,1127
1999-09,98,849
1999-09,99,685
1999-09,100,1140
1999-10,0,1977
1999-10,1,72
1999-10,2,53
1999-10,3,47
1999-10,4,43
1999-10,5,35
1999-10,6,33
1999-10,7,27
1999-10,8,22
1999-10,9,24
1999-10,10,27
1999-10,11,26
1999-10,12,32
1999-10,13,31
1999-10,14,32
1999-10,15,47
1999-10,16,45
1999-10,17,52
1999-10,18,51
1999-10,19,42
1999-10,20,55
1999-10,21,61
1999-10,22,58
1999-10,23,61
1999-10,24,75
1999-10,25,90
1999-10,26,88
1999-10,27,104
1999-10,28,108
1999-10,29,125
1999-10,30,144
1999-10,31,187
1999-10,32,184
1999-10,33,235
1999-10,34,242
1999-10,35,303
1999-10,36,294
1999-10,37,335
1999-10,38,436
1999-10,39,458
1999-10,40,501
1999-10,41,545
1999-10,42,650
1999-10,43,702
1999-10,44,718
1999-10,45,774
1999-10,46,887
1999-10,47,913
1999-10,48,1019
1999-10,49,1048
1999-10,50,1143
1999-10,51,1251
1999-10,52,1429
1999-10,53,1234
1999-10,54,1286
1999-10,55,1413
1999-10,56,1649
1999-10,57,1699
1999-10,58,1702
1999-10,59,1689
1999-10,60,1857
1999-10,61,1992
1999-10,62,2035
1999-10,63,2151
1999-10,64,2486
1999-10,65,2631
1999-10,66,2691
1999-10,67,2855
1999-10,68,3072
1999-10,69,3449
1999-10,70,3529
1999-10,71,3904
1999-10,72,4307
1999-10,73,4518
1999-10,74,4819
1999-10,75,4861
1999-10,76,5001
1999-10,77,5300
1999-10,78,5610
1999-10,79,5894
1999-10,80,5303
1999-10,81,5672
1999-10,82,5634
1999-10,83,5713
1999-10,84,5731
1999-10,85,5852
1999-10,86,5489
1999-10,87,5277
1999-10,88,4955
1999-10,89,4617
1999-10,90,4193
1999-10,91,3866
1999-10,92,3323
1999-10,93,2826
1999-10,94,2501
1999-10,95,2034
1999-10,96,1633
1999-10,97,1269
1999-10,98,914
1999-10,99,752
1999-10,100,1337
1999-11,0,1853
1999-11,1,91
1999-11,2,53
1999-11,3,36
1999-11,4,25
1999-11,5,27
1999-11,6,30
1999-11,7,32
1999-11,8,28
1999-11,9,20
1999-11,10,29
1999-11,11,34
1999-11,12,29
1999-11,13,33
1999-11,14,31
1999-11,15,37
1999-11,16,39
1999-11,17,53
1999-11,18,55
1999-11,19,56
1999-11,20,67
1999-11,21,72
1999-11,22,67
1999-11,23,66
1999-11,24,68
1999-11,25,60
1999-11,26,78
1999-11,27,90
1999-11,28,113
1999-11,29,133
1999-11,30,129
1999-11,31,151
1999-11,32,160
1999-11,33,212
1999-11,34,228
1999-11,35,292
1999-11,36,305
1999-11,37,351
1999-11,38,403
1999-11,39,446
1999-11,40,503
1999-11,41,541
1999-11,42,600
1999-11,43,716
1999-11,44,700
1999-11,45,871
1999-11,46,860
1999-11,47,936
1999-11,48,876
1999-11,49,1031
1999-11,50,1092
1999-11,51,1143
1999-11,52,1374
1999-11,53,1246
1999-11,54,1249
1999-11,55,1419
1999-11,56,1621
1999-11,57,1596
1999-11,58,1574
1999-11,59,1754
1999-11,60,1826
1999-11,61,1918
1999-11,62,2096
1999-11,63,2089
1999-11,64,2285
1999-11,65,2564
1999-11,66,2605
1999-11,67,2724
1999-11,68,3005
1999-11,69,3446
1999-11,70,3475
1999-11,71,3889
1999-11,72,4178
1999-11,73,4317
1999-11,74,4705
1999-11,75,4874
1999-11,76,4975
1999-11,77,5246
1999-11,78,5369
1999-11,79,5735
1999-11,80,5328
1999-11,81,5697
1999-11,82,5626
1999-11,83,5671
1999-11,84,5591
1999-11,85,5704
1999-11,86,5376
1999-11,87,5315
1999-11,88,4948
1999-11,89,4690
1999-11,90,4315
1999-11,91,3865
1999-11,92,3360
1999-11,93,2878
1999-11,94,2409
1999-11,95,2014
1999-11,96,1579
1999-11,97,1311
1999-11,98,884
1999-11,99,690
1999-11,100,1338
1999-12,0,1946
1999-12,1,101
1999-12,2,67
1999-12,3,55
1999-12,4,38
1999-12,5,37
1999-12,6,35
1999-12,7,32
1999-12,8,32
1999-12,9,30
1999-12,10,34
1999-12,11,32
1999-12,12,20
1999-12,13,37
1999-12,14,29
1999-12,15,37
1999-12,16,44
1999-12,17,50
1999-12,18,52
1999-12,19,62
1999-12,20,84
1999-12,21,53
1999-12,22,70
1999-12,23,86
1999-12,24,84
1999-12,25,93
1999-12,26,92
1999-12,27,119
1999-12,28,111
1999-12,29,168
1999-12,30,139
1999-12,31,168
1999-12,32,189
1999-12,33,224
1999-12,34,266
1999-12,35,311
1999-12,36,330
1999-12,37,424
1999-12,38,470
1999-12,39,486
1999-12,40,553
1999-12,41,591
1999-12,42,672
1999-12,43,755
1999-12,44,839
1999-12,45,860
1999-12,46,931
1999-12,47,985
1999-12,48,1012
1999-12,49,1235
1999-12,50,1202
1999-12,51,1334
1999-12,52,1520
1999-12,53,1513
1999-12,54,1468
1999-12,55,1566
1999-12,56,1807
1999-12,57,1848
1999-12,58,1898
1999-12,59,2010
1999-12,60,1999
1999-12,61,2167
1999-12,62,2253
1999-12,63,2569
1999-12,64,2701
1999-12,65,2914
1999-12,66,3016
1999-12,67,3251
1999-12,68,3610
1999-12,69,3893
1999-12,70,3943
1999-12,71,4387
1999-12,72,4763
1999-12,73,5010
1999-12,74,5335
1999-12,75,5736
1999-12,76,5724
1999-12,77,6178
1999-12,78,6582
1999-12,79,6508
1999-12,80,6287
1999-12,81,6753
1999-12,82,6828
1999-12,83,6646
1999-12,84,6632
1999-12,85,6740
1999-12,86,6358
1999-12,87,6254
1999-12,88,5806
1999-12,89,5534
1999-12,90,5053
1999-12,91,4599
1999-12,92,4070
1999-12,93,3396
1999-12,94,2878
1999-12,95,2400
1999-12,96,1949
1999-12,97,1537
1999-12,98,1057
1999-12,99,850
1999-12,100,1731
2000-01,0,1965
2000-01,1,114
2000-01,2,64
2000-01,3,48
2000-01,4,54
2000-01,5,42
2000-01,6,37
2000-01,7,30
2000-01,8,35
2000-01,9,32
2000-01,10,27
2000-01,11,37
2000-01,12,36
2000-01,13,38
2000-01,14,43
2000-01,15,47
2000-01,16,47
2000-01,17,53
2000-01,18,59
2000-01,19,60
2000-01,20,72
2000-01,21,103
2000-01,22,76
2000-01,23,92
2000-01,24,86
2000-01,25,90
2000-01,26,129
2000-01,27,134
2000-01,28,156
2000-01,29,174
2000-01,30,177
2000-01,31,194
2000-01,32,191
2000-01,33,232
2000-01,34,270
2000-01,35,328
2000-01,36,390
2000-01,37,399
2000-01,38,445
2000-01,39,519
2000-01,40,595
2000-01,41,679
2000-01,42,725
2000-01,43,811
2000-01,44,832
2000-01,45,965
2000-01,46,1008
2000-01,47,1085
2000-01,48,1085
2000-01,49,1233
2000-01,50,1325
2000-01,51,1404
2000-01,52,1602
2000-01,53,1676
2000-01,54,1469
2000-01,55,1685
2000-01,56,1859
2000-01,57,2070
2000-01,58,1971
2000-01,59,2060
2000-01,60,2101
2000-01,61,2395
2000-01,62,2538
2000-01,63,2581
2000-01,64,2916
2000-01,65,3034
2000-01,66,3197
2000-01,67,3601
2000-01,68,3753
2000-01,69,4113
2000-01,70,4466
2000-01,71,4647
2000-01,72,5301
2000-01,73,5507
2000-01,74,5807
2000-01,75,6201
2000-01,76,6346
2000-01,77,6759
2000-01,78,7294
2000-01,79,7373
2000-01,80,7264
2000-01,81,7423
2000-01,82,7522
2000-01,83,7552
2000-01,84,7566
2000-01,85,7938
2000-01,86,7491
2000-01,87,7543
2000-01,88,6763
2000-01,89,6456
2000-01,90,5940
2000-01,91,5483
2000-01,92,4788
2000-01,93,4150
2000-01,94,3612
2000-01,95,2895
2000-01,96,2309
2000-01,97,1765
2000-01,98,1285
2000-01,99,1030
2000-01,100,2045
2000-02,0,1844
2000-02,1,100
2000-02,2,66
2000-02,3,40
2000-02,4,31
2000-02,5,37
2000-02,6,25
2000-02,7,47
2000-02,8,13
2000-02,9,29
2000-02,10,27
2000-02,11,26
2000-02,12,37
2000-02,13,26
2000-02,14,42
2000-02,15,38
2000-02,16,38
2000-02,17,47
2000-02,18,42
2000-02,19,67
2000-02,20,61
2000-02,21,69
2000-02,22,67
2000-02,23,60
2000-02,24,72
2000-02,25,75
2000-02,26,89
2000-02,27,103
2000-02,28,119
2000-02,29,132
2000-02,30,148
2000-02,31,168
2000-02,32,172
2000-02,33,222
2000-02,34,231
2000-02,35,297
2000-02,36,321
2000-02,37,382
2000-02,38,421
2000-02,39,481
2000-02,40,562
2000-02,41,561
2000-02,42,626
2000-02,43,710
2000-02,44,711
2000-02,45,761
2000-02,46,888
2000-02,47,909
2000-02,48,1009
2000-02,49,1086
2000-02,50,1182
2000-02,51,1179
2000-02,52,1426
2000-02,53,1373
2000-02,54,1350
2000-02,55,1374
2000-02,56,1583
2000-02,57,1729
2000-02,58,1726
2000-02,59,1755
2000-02,60,1781
2000-02,61,1961
2000-02,62,2200
2000-02,63,2241
2000-02,64,2358
2000-02,65,2575
2000-02,66,2635
2000-02,67,2998
2000-02,68,3088
2000-02,69,3485
2000-02,70,3728
2000-02,71,4027
2000-02,72,4247
2000-02,73,4481
2000-02,74,4887
2000-02,75,5285
2000-02,76,5324
2000-02,77,5492
2000-02,78,5882
2000-02,79,6035
2000-02,80,6028
2000-02,81,5940
2000-02,82,6171
2000-02,83,6036
2000-02,84,6076
2000-02,85,6284
2000-02,86,5963
2000-02,87,5840
2000-02,88,5297
2000-02,89,5108
2000-02,90,4555
2000-02,91,4273
2000-02,92,3799
2000-02,93,3262
2000-02,94,2639
2000-02,95,2247
2000-02,96,1721
2000-02,97,1433
2000-02,98,965
2000-02,99,804
2000-02,100,1538
2000-03,0,2000
2000-03,1,88
2000-03,2,55
2000-03,3,39
2000-03,4,41
2000-03,5,29
2000-03,6,32
2000-03,7,20
2000-03,8,28
2000-03,9,27
2000-03,10,21
2000-03,11,27
2000-03,12,36
2000-03,13,41
2000-03,14,48
2000-03,15,35
2000-03,16,44
2000-03,17,62
2000-03,18,49
2000-03,19,52
2000-03,20,62
2000-03,21,67
2000-03,22,70
2000-03,23,49
2000-03,24,76
2000-03,25,93
2000-03,26,100
2000-03,27,110
2000-03,28,112
2000-03,29,124
2000-03,30,151
2000-03,31,165
2000-03,32,168
2000-03,33,217
2000-03,34,271
2000-03,35,298
2000-03,36,302
2000-03,37,355
2000-03,38,416
2000-03,39,460
2000-03,40,510
2000-03,41,566
2000-03,42,663
2000-03,43,709
2000-03,44,780
2000-03,45,814
2000-03,46,869
2000-03,47,934
2000-03,48,1025
2000-03,49,1044
2000-03,50,1232
2000-03,51,1212
2000-03,52,1395
2000-03,53,1427
2000-03,54,1243
2000-03,55,1466
2000-03,56,1680
2000-03,57,1709
